ts_code,futu_code,exchange,name,delist_date,last_ddate
AU1306.SHF,AU1306,SHFE,沪金1306,20130617,20130624
RU1306.SHF,RU1306,SHFE,橡胶1306,20130617,20130624
WR1306.SHF,WR1306,SHFE,线材1306,20130617,20130624
PB1306.SHF,PB1306,SHFE,沪铅1306,20130617,20130624
RB1306.SHF,RB1306,SHFE,螺纹钢1306,20130617,20130624
ZN1306.SHF,ZN1306,SHFE,沪锌1306,20130617,20130624
P1306.DCE,P1306,DCE,棕榈油1306,20130619,20130621
V1306.DCE,V1306,DCE,PVC1306,20130619,20130621
J1306.DCE,J1306,DCE,焦炭1306,20130619,20130621
FG1306.ZCE,FG306,CZCE,玻璃1306,20130619,20130621
ME1306.ZCE,ME306,CZCE,甲醇1306,20130619,20130621
L1306.DCE,L1306,DCE,塑料1306,20130619,20130621
TA1306.ZCE,TA306,CZCE,PTA1306,20130619,20130621
IF1306.CFX,IF1306,CFFEX,IF1306,20130621,20130621
FU1307.SHF,FU1307,SHFE,燃油1307,20130628,20130705
SR1307.ZCE,SR307,CZCE,白糖1307,20130712,20130716
P1307.DCE,P1307,DCE,棕榈油1307,20130712,20130716
CF1307.ZCE,CF307,CZCE,郑棉1307,20130712,20130716
TA1307.ZCE,TA307,CZCE,PTA1307,20130712,20130716
RI1307.ZCE,RI307,CZCE,早籼稻1307,20130712,20130716
PM1307.ZCE,PM307,CZCE,普麦1307,20130712,20130716
V1307.DCE,V1307,DCE,PVC1307,20130712,20130716
C1307.DCE,C1307,DCE,玉米1307,20130712,20130716
JM1307.DCE,JM1307,DCE,焦煤1307,20130712,20130717
RS1307.ZCE,RS307,CZCE,菜籽1307,20130712,20130716
WH1307.ZCE,WH307,CZCE,强麦1307,20130712,20130716
ME1307.ZCE,ME307,CZCE,甲醇1307,20130712,20130716
FG1307.ZCE,FG307,CZCE,玻璃1307,20130712,20130716
OI1307.ZCE,OI307,CZCE,菜油1307,20130712,20130716
L1307.DCE,L1307,DCE,塑料1307,20130712,20130716
RM1307.ZCE,RM307,CZCE,菜粕1307,20130712,20130716
A1307.DCE,A1307,DCE,豆一1307,20130712,20130719
Y1307.DCE,Y1307,DCE,豆油1307,20130712,20130717
M1307.DCE,M1307,DCE,豆粕1307,20130712,20130718
J1307.DCE,J1307,DCE,焦炭1307,20130712,20130716
B1307.DCE,B1307,DCE,豆二1307,20130712,20130717
RU1307.SHF,RU1307,SHFE,橡胶1307,20130715,20130722
RB1307.SHF,RB1307,SHFE,螺纹钢1307,20130715,20130722
PB1307.SHF,PB1307,SHFE,沪铅1307,20130715,20130722
AU1307.SHF,AU1307,SHFE,沪金1307,20130715,20130722
WR1307.SHF,WR1307,SHFE,线材1307,20130715,20130722
CU1307.SHF,CU1307,SHFE,沪铜1307,20130715,20130722
AG1307.SHF,AG1307,SHFE,沪银1307,20130715,20130722
ZN1307.SHF,ZN1307,SHFE,沪锌1307,20130715,20130722
AL1307.SHF,AL1307,SHFE,沪铝1307,20130715,20130722
IF1307.CFX,IF1307,CFFEX,IF1307,20130719,20130719
FU1308.SHF,FU1308,SHFE,燃油1308,20130731,20130807
L1308.DCE,L1308,DCE,塑料1308,20130814,20130816
J1308.DCE,J1308,DCE,焦炭1308,20130814,20130816
RS1308.ZCE,RS308,CZCE,菜籽1308,20130814,20130816
RM1308.ZCE,RM308,CZCE,菜粕1308,20130814,20130816
JM1308.DCE,JM1308,DCE,焦煤1308,20130814,20130819
FG1308.ZCE,FG308,CZCE,玻璃1308,20130814,20130816
M1308.DCE,M1308,DCE,豆粕1308,20130814,20130820
P1308.DCE,P1308,DCE,棕榈油1308,20130814,20130816
ME1308.ZCE,ME308,CZCE,甲醇1308,20130814,20130816
TA1308.ZCE,TA308,CZCE,PTA1308,20130814,20130816
Y1308.DCE,Y1308,DCE,豆油1308,20130814,20130819
V1308.DCE,V1308,DCE,PVC1308,20130814,20130816
ZN1308.SHF,ZN1308,SHFE,沪锌1308,20130815,20130822
RB1308.SHF,RB1308,SHFE,螺纹钢1308,20130815,20130822
PB1308.SHF,PB1308,SHFE,沪铅1308,20130815,20130822
AU1308.SHF,AU1308,SHFE,沪金1308,20130815,20130822
WR1308.SHF,WR1308,SHFE,线材1308,20130815,20130822
RU1308.SHF,RU1308,SHFE,橡胶1308,20130815,20130822
AL1308.SHF,AL1308,SHFE,沪铝1308,20130815,20130822
CU1308.SHF,CU1308,SHFE,沪铜1308,20130815,20130822
AG1308.SHF,AG1308,SHFE,沪银1308,20130815,20130822
IF1308.CFX,IF1308,CFFEX,IF1308,20130816,20130816
FU1309.SHF,FU1309,SHFE,燃油1309,20130830,20130906
RI1309.ZCE,RI309,CZCE,早籼稻1309,20130913,20130917
L1309.DCE,L1309,DCE,塑料1309,20130913,20130917
FG1309.ZCE,FG309,CZCE,玻璃1309,20130913,20130917
PM1309.ZCE,PM309,CZCE,普麦1309,20130913,20130917
V1309.DCE,V1309,DCE,PVC1309,20130913,20130917
Y1309.DCE,Y1309,DCE,豆油1309,20130913,20130918
C1309.DCE,C1309,DCE,玉米1309,20130913,20130917
TA1309.ZCE,TA309,CZCE,PTA1309,20130913,20130917
ME1309.ZCE,ME309,CZCE,甲醇1309,20130913,20130917
M1309.DCE,M1309,DCE,豆粕1309,20130913,20130923
J1309.DCE,J1309,DCE,焦炭1309,20130913,20130917
OI1309.ZCE,OI309,CZCE,菜油1309,20130913,20130917
A1309.DCE,A1309,DCE,豆一1309,20130913,20130923
WH1309.ZCE,WH309,CZCE,强麦1309,20130913,20130917
B1309.DCE,B1309,DCE,豆二1309,20130913,20130918
RM1309.ZCE,RM309,CZCE,菜粕1309,20130913,20130917
CF1309.ZCE,CF309,CZCE,郑棉1309,20130913,20130917
RS1309.ZCE,RS309,CZCE,菜籽1309,20130913,20130917
JM1309.DCE,JM1309,DCE,焦煤1309,20130913,20130918
P1309.DCE,P1309,DCE,棕榈油1309,20130913,20130917
SR1309.ZCE,SR309,CZCE,白糖1309,20130913,20130917
AU1309.SHF,AU1309,SHFE,沪金1309,20130916,20130925
RU1309.SHF,RU1309,SHFE,橡胶1309,20130916,20130925
CU1309.SHF,CU1309,SHFE,沪铜1309,20130916,20130925
AG1309.SHF,AG1309,SHFE,沪银1309,20130916,20130925
RB1309.SHF,RB1309,SHFE,螺纹钢1309,20130916,20130925
ZN1309.SHF,ZN1309,SHFE,沪锌1309,20130916,20130925
WR1309.SHF,WR1309,SHFE,线材1309,20130916,20130925
AL1309.SHF,AL1309,SHFE,沪铝1309,20130916,20130925
PB1309.SHF,PB1309,SHFE,沪铅1309,20130916,20130925
IF1309.CFX,IF1309,CFFEX,IF1309,20130923,20130923
FU1310.SHF,FU1310,SHFE,燃油1310,20130930,20131014
AL1310.SHF,AL1310,SHFE,沪铝1310,20131015,20131022
RU1310.SHF,RU1310,SHFE,橡胶1310,20131015,20131022
AG1310.SHF,AG1310,SHFE,沪银1310,20131015,20131022
RB1310.SHF,RB1310,SHFE,螺纹钢1310,20131015,20131022
CU1310.SHF,CU1310,SHFE,沪铜1310,20131015,20131022
PB1310.SHF,PB1310,SHFE,沪铅1310,20131015,20131022
ZN1310.SHF,ZN1310,SHFE,沪锌1310,20131015,20131022
WR1310.SHF,WR1310,SHFE,线材1310,20131015,20131022
AU1310.SHF,AU1310,SHFE,沪金1310,20131015,20131022
IF1310.CFX,IF1310,CFFEX,IF1310,20131018,20131018
P1310.DCE,P1310,DCE,棕榈油1310,20131021,20131023
TA1310.ZCE,TA310,CZCE,PTA1310,20131021,20131023
J1310.DCE,J1310,DCE,焦炭1310,20131021,20131023
V1310.DCE,V1310,DCE,PVC1310,20131021,20131023
FG1310.ZCE,FG310,CZCE,玻璃1310,20131021,20131023
JM1310.DCE,JM1310,DCE,焦煤1310,20131021,20131024
ME1310.ZCE,ME310,CZCE,甲醇1310,20131021,20131023
L1310.DCE,L1310,DCE,塑料1310,20131021,20131023
FU1311.SHF,FU1311,SHFE,燃油1311,20131031,20131107
SR1311.ZCE,SR311,CZCE,白糖1311,20131114,20131118
CF1311.ZCE,CF311,CZCE,郑棉1311,20131114,20131118
RI1311.ZCE,RI311,CZCE,早籼稻1311,20131114,20131118
L1311.DCE,L1311,DCE,塑料1311,20131114,20131118
WH1311.ZCE,WH311,CZCE,强麦1311,20131114,20131118
A1311.DCE,A1311,DCE,豆一1311,20131114,20131121
RS1311.ZCE,RS311,CZCE,菜籽1311,20131114,20131118
C1311.DCE,C1311,DCE,玉米1311,20131114,20131118
OI1311.ZCE,OI311,CZCE,菜油1311,20131114,20131118
ME1311.ZCE,ME311,CZCE,甲醇1311,20131114,20131118
JM1311.DCE,JM1311,DCE,焦煤1311,20131114,20131119
P1311.DCE,P1311,DCE,棕榈油1311,20131114,20131118
J1311.DCE,J1311,DCE,焦炭1311,20131114,20131118
PM1311.ZCE,PM311,CZCE,普麦1311,20131114,20131118
FG1311.ZCE,FG311,CZCE,玻璃1311,20131114,20131118
Y1311.DCE,Y1311,DCE,豆油1311,20131114,20131119
TA1311.ZCE,TA311,CZCE,PTA1311,20131114,20131118
RM1311.ZCE,RM311,CZCE,菜粕1311,20131114,20131118
M1311.DCE,M1311,DCE,豆粕1311,20131114,20131120
B1311.DCE,B1311,DCE,豆二1311,20131114,20131119
V1311.DCE,V1311,DCE,PVC1311,20131114,20131118
AU1311.SHF,AU1311,SHFE,沪金1311,20131115,20131122
RB1311.SHF,RB1311,SHFE,螺纹钢1311,20131115,20131122
AL1311.SHF,AL1311,SHFE,沪铝1311,20131115,20131122
CU1311.SHF,CU1311,SHFE,沪铜1311,20131115,20131122
IF1311.CFX,IF1311,CFFEX,IF1311,20131115,20131115
WR1311.SHF,WR1311,SHFE,线材1311,20131115,20131122
RU1311.SHF,RU1311,SHFE,橡胶1311,20131115,20131122
PB1311.SHF,PB1311,SHFE,沪铅1311,20131115,20131122
ZN1311.SHF,ZN1311,SHFE,沪锌1311,20131115,20131122
AG1311.SHF,AG1311,SHFE,沪银1311,20131115,20131122
FU1312.SHF,FU1312,SHFE,燃油1312,20131129,20131206
TC1312.ZCE,TC312,CZCE,动力煤1312,20131206,20131210
P1312.DCE,P1312,DCE,棕榈油1312,20131213,20131217
J1312.DCE,J1312,DCE,焦炭1312,20131213,20131217
ME1312.ZCE,ME312,CZCE,甲醇1312,20131213,20131217
FG1312.ZCE,FG312,CZCE,玻璃1312,20131213,20131217
M1312.DCE,M1312,DCE,豆粕1312,20131213,20131219
TF1312.CFX,TF1312,CFFEX,TF1312,20131213,20131218
L1312.DCE,L1312,DCE,塑料1312,20131213,20131217
Y1312.DCE,Y1312,DCE,豆油1312,20131213,20131218
TA1312.ZCE,TA312,CZCE,PTA1312,20131213,20131217
V1312.DCE,V1312,DCE,PVC1312,20131213,20131217
JM1312.DCE,JM1312,DCE,焦煤1312,20131213,20131218
AG1312.SHF,AG1312,SHFE,沪银1312,20131216,20131223
AL1312.SHF,AL1312,SHFE,沪铝1312,20131216,20131223
CU1312.SHF,CU1312,SHFE,沪铜1312,20131216,20131223
PB1312.SHF,PB1312,SHFE,沪铅1312,20131216,20131223
ZN1312.SHF,ZN1312,SHFE,沪锌1312,20131216,20131223
RB1312.SHF,RB1312,SHFE,螺纹钢1312,20131216,20131223
AU1312.SHF,AU1312,SHFE,沪金1312,20131216,20131223
WR1312.SHF,WR1312,SHFE,线材1312,20131216,20131223
IF1312.CFX,IF1312,CFFEX,IF1312,20131220,20131220
TC1401.ZCE,TC401,CZCE,动力煤1401,20140108,20140110
ME1401.ZCE,ME401,CZCE,甲醇1401,20140115,20140117
OI1401.ZCE,OI401,CZCE,菜油1401,20140115,20140117
AG1401.SHF,AG1401,SHFE,沪银1401,20140115,20140122
RU1401.SHF,RU1401,SHFE,橡胶1401,20140115,20140122
V1401.DCE,V1401,DCE,PVC1401,20140115,20140117
ZN1401.SHF,ZN1401,SHFE,沪锌1401,20140115,20140122
RB1401.SHF,RB1401,SHFE,螺纹钢1401,20140115,20140122
FG1401.ZCE,FG401,CZCE,玻璃1401,20140115,20140117
JM1401.DCE,JM1401,DCE,焦煤1401,20140115,20140120
B1401.DCE,B1401,DCE,豆二1401,20140115,20140120
WR1401.SHF,WR1401,SHFE,线材1401,20140115,20140122
M1401.DCE,M1401,DCE,豆粕1401,20140115,20140121
TA1401.ZCE,TA401,CZCE,PTA1401,20140115,20140117
PM1401.ZCE,PM401,CZCE,普麦1401,20140115,20140117
A1401.DCE,A1401,DCE,豆一1401,20140115,20140122
RI1401.ZCE,RI401,CZCE,早籼稻1401,20140115,20140117
L1401.DCE,L1401,DCE,塑料1401,20140115,20140117
CF1401.ZCE,CF401,CZCE,郑棉1401,20140115,20140117
J1401.DCE,J1401,DCE,焦炭1401,20140115,20140117
PB1401.SHF,PB1401,SHFE,沪铅1401,20140115,20140122
SR1401.ZCE,SR401,CZCE,白糖1401,20140115,20140117
C1401.DCE,C1401,DCE,玉米1401,20140115,20140117
Y1401.DCE,Y1401,DCE,豆油1401,20140115,20140120
CU1401.SHF,CU1401,SHFE,沪铜1401,20140115,20140122
P1401.DCE,P1401,DCE,棕榈油1401,20140115,20140117
WH1401.ZCE,WH401,CZCE,强麦1401,20140115,20140117
AU1401.SHF,AU1401,SHFE,沪金1401,20140115,20140122
AL1401.SHF,AL1401,SHFE,沪铝1401,20140115,20140122
RM1401.ZCE,RM401,CZCE,菜粕1401,20140115,20140117
IF1401.CFX,IF1401,CFFEX,IF1401,20140117,20140117
FU1402.SHF,FU1402,SHFE,燃油1402,20140130,20140213
TC1402.ZCE,TC402,CZCE,动力煤1402,20140213,20140217
BU1402.SHF,BU1402,SHFE,沥青1402,20140217,20140224
WR1402.SHF,WR1402,SHFE,线材1402,20140217,20140224
CU1402.SHF,CU1402,SHFE,沪铜1402,20140217,20140224
AL1402.SHF,AL1402,SHFE,沪铝1402,20140217,20140224
AU1402.SHF,AU1402,SHFE,沪金1402,20140217,20140224
AG1402.SHF,AG1402,SHFE,沪银1402,20140217,20140224
RB1402.SHF,RB1402,SHFE,螺纹钢1402,20140217,20140224
PB1402.SHF,PB1402,SHFE,沪铅1402,20140217,20140224
ZN1402.SHF,ZN1402,SHFE,沪锌1402,20140217,20140224
L1402.DCE,L1402,DCE,塑料1402,20140220,20140224
ME1402.ZCE,ME402,CZCE,甲醇1402,20140220,20140224
FG1402.ZCE,FG402,CZCE,玻璃1402,20140220,20140224
JM1402.DCE,JM1402,DCE,焦煤1402,20140220,20140225
TA1402.ZCE,TA402,CZCE,PTA1402,20140220,20140224
V1402.DCE,V1402,DCE,PVC1402,20140220,20140224
J1402.DCE,J1402,DCE,焦炭1402,20140220,20140224
P1402.DCE,P1402,DCE,棕榈油1402,20140220,20140224
IF1402.CFX,IF1402,CFFEX,IF1402,20140221,20140221
FU1403.SHF,FU1403,SHFE,燃油1403,20140228,20140307
TC1403.ZCE,TC403,CZCE,动力煤1403,20140307,20140311
Y1403.DCE,Y1403,DCE,豆油1403,20140314,20140319
C1403.DCE,C1403,DCE,玉米1403,20140314,20140318
JM1403.DCE,JM1403,DCE,焦煤1403,20140314,20140319
A1403.DCE,A1403,DCE,豆一1403,20140314,20140321
JR1403.ZCE,JR403,CZCE,粳稻1403,20140314,20140318
TF1403.CFX,TF1403,CFFEX,TF1403,20140314,20140319
P1403.DCE,P1403,DCE,棕榈油1403,20140314,20140318
JD1403.DCE,JD1403,DCE,鸡蛋1403,20140314,20140319
SR1403.ZCE,SR403,CZCE,白糖1403,20140314,20140318
ME1403.ZCE,ME403,CZCE,甲醇1403,20140314,20140318
PM1403.ZCE,PM403,CZCE,普麦1403,20140314,20140318
FG1403.ZCE,FG403,CZCE,玻璃1403,20140314,20140318
V1403.DCE,V1403,DCE,PVC1403,20140314,20140318
CF1403.ZCE,CF403,CZCE,郑棉1403,20140314,20140318
M1403.DCE,M1403,DCE,豆粕1403,20140314,20140320
J1403.DCE,J1403,DCE,焦炭1403,20140314,20140318
TA1403.ZCE,TA403,CZCE,PTA1403,20140314,20140318
WH1403.ZCE,WH403,CZCE,强麦1403,20140314,20140318
RI1403.ZCE,RI403,CZCE,早籼稻1403,20140314,20140318
I1403.DCE,I1403,DCE,铁矿石1403,20140314,20140319
B1403.DCE,B1403,DCE,豆二1403,20140314,20140319
L1403.DCE,L1403,DCE,塑料1403,20140314,20140318
OI1403.ZCE,OI403,CZCE,菜油1403,20140314,20140318
RM1403.ZCE,RM403,CZCE,菜粕1403,20140314,20140318
AL1403.SHF,AL1403,SHFE,沪铝1403,20140317,20140324
AG1403.SHF,AG1403,SHFE,沪银1403,20140317,20140324
ZN1403.SHF,ZN1403,SHFE,沪锌1403,20140317,20140324
AU1403.SHF,AU1403,SHFE,沪金1403,20140317,20140324
PB1403.SHF,PB1403,SHFE,沪铅1403,20140317,20140324
WR1403.SHF,WR1403,SHFE,线材1403,20140317,20140324
CU1403.SHF,CU1403,SHFE,沪铜1403,20140317,20140324
RU1403.SHF,RU1403,SHFE,橡胶1403,20140317,20140324
RB1403.SHF,RB1403,SHFE,螺纹钢1403,20140317,20140324
BU1403.SHF,BU1403,SHFE,沥青1403,20140317,20140324
IF1403.CFX,IF1403,CFFEX,IF1403,20140321,20140321
FU1404.SHF,FU1404,SHFE,燃油1404,20140331,20140408
TC1404.ZCE,TC404,CZCE,动力煤1404,20140408,20140410
CU1404.SHF,CU1404,SHFE,沪铜1404,20140415,20140422
WR1404.SHF,WR1404,SHFE,线材1404,20140415,20140422
AU1404.SHF,AU1404,SHFE,沪金1404,20140415,20140422
ME1404.ZCE,ME404,CZCE,甲醇1404,20140415,20140417
BU1404.SHF,BU1404,SHFE,沥青1404,20140415,20140422
AL1404.SHF,AL1404,SHFE,沪铝1404,20140415,20140422
I1404.DCE,I1404,DCE,铁矿石1404,20140415,20140418
PB1404.SHF,PB1404,SHFE,沪铅1404,20140415,20140422
JD1404.DCE,JD1404,DCE,鸡蛋1404,20140415,20140418
L1404.DCE,L1404,DCE,塑料1404,20140415,20140417
FB1404.DCE,FB1404,DCE,纤维板1404,20140415,20140418
ZN1404.SHF,ZN1404,SHFE,沪锌1404,20140415,20140422
V1404.DCE,V1404,DCE,PVC1404,20140415,20140417
J1404.DCE,J1404,DCE,焦炭1404,20140415,20140417
RU1404.SHF,RU1404,SHFE,橡胶1404,20140415,20140422
RB1404.SHF,RB1404,SHFE,螺纹钢1404,20140415,20140422
AG1404.SHF,AG1404,SHFE,沪银1404,20140415,20140422
BB1404.DCE,BB1404,DCE,胶合板1404,20140415,20140418
P1404.DCE,P1404,DCE,棕榈油1404,20140415,20140417
TA1404.ZCE,TA404,CZCE,PTA1404,20140415,20140417
FG1404.ZCE,FG404,CZCE,玻璃1404,20140415,20140417
JM1404.DCE,JM1404,DCE,焦煤1404,20140415,20140418
IF1404.CFX,IF1404,CFFEX,IF1404,20140418,20140418
FU1405.SHF,FU1405,SHFE,燃油1405,20140430,20140509
TC1405.ZCE,TC405,CZCE,动力煤1405,20140509,20140513
BU1405.SHF,BU1405,SHFE,沥青1405,20140515,20140522
RB1405.SHF,RB1405,SHFE,螺纹钢1405,20140515,20140522
RU1405.SHF,RU1405,SHFE,橡胶1405,20140515,20140522
AU1405.SHF,AU1405,SHFE,沪金1405,20140515,20140522
AG1405.SHF,AG1405,SHFE,沪银1405,20140515,20140522
AL1405.SHF,AL1405,SHFE,沪铝1405,20140515,20140522
ZN1405.SHF,ZN1405,SHFE,沪锌1405,20140515,20140522
CU1405.SHF,CU1405,SHFE,沪铜1405,20140515,20140522
WR1405.SHF,WR1405,SHFE,线材1405,20140515,20140522
PB1405.SHF,PB1405,SHFE,沪铅1405,20140515,20140522
A1405.DCE,A1405,DCE,豆一1405,20140516,20140523
V1405.DCE,V1405,DCE,PVC1405,20140516,20140520
RM1405.ZCE,RM405,CZCE,菜粕1405,20140516,20140520
WH1405.ZCE,WH405,CZCE,强麦1405,20140516,20140520
SR1405.ZCE,SR405,CZCE,白糖1405,20140516,20140520
TA1405.ZCE,TA405,CZCE,PTA1405,20140516,20140520
ME1405.ZCE,ME405,CZCE,甲醇1405,20140516,20140520
B1405.DCE,B1405,DCE,豆二1405,20140516,20140521
JD1405.DCE,JD1405,DCE,鸡蛋1405,20140516,20140521
P1405.DCE,P1405,DCE,棕榈油1405,20140516,20140520
Y1405.DCE,Y1405,DCE,豆油1405,20140516,20140521
IF1405.CFX,IF1405,CFFEX,IF1405,20140516,20140516
FG1405.ZCE,FG405,CZCE,玻璃1405,20140516,20140520
BB1405.DCE,BB1405,DCE,胶合板1405,20140516,20140521
FB1405.DCE,FB1405,DCE,纤维板1405,20140516,20140521
L1405.DCE,L1405,DCE,塑料1405,20140516,20140520
M1405.DCE,M1405,DCE,豆粕1405,20140516,20140522
C1405.DCE,C1405,DCE,玉米1405,20140516,20140520
I1405.DCE,I1405,DCE,铁矿石1405,20140516,20140521
J1405.DCE,J1405,DCE,焦炭1405,20140516,20140520
RI1405.ZCE,RI405,CZCE,早籼稻1405,20140516,20140520
PM1405.ZCE,PM405,CZCE,普麦1405,20140516,20140520
JR1405.ZCE,JR405,CZCE,粳稻1405,20140516,20140520
OI1405.ZCE,OI405,CZCE,菜油1405,20140516,20140520
PP1405.DCE,PP1405,DCE,聚丙烯1405,20140516,20140521
CF1405.ZCE,CF405,CZCE,郑棉1405,20140516,20140520
JM1405.DCE,JM1405,DCE,焦煤1405,20140516,20140521
FU1406.SHF,FU1406,SHFE,燃油1406,20140530,20140609
TC1406.ZCE,TC406,CZCE,动力煤1406,20140609,20140611
TF1406.CFX,TF1406,CFFEX,TF1406,20140613,20140618
V1406.DCE,V1406,DCE,PVC1406,20140616,20140618
I1406.DCE,I1406,DCE,铁矿石1406,20140616,20140619
AU1406.SHF,AU1406,SHFE,沪金1406,20140616,20140623
P1406.DCE,P1406,DCE,棕榈油1406,20140616,20140618
JM1406.DCE,JM1406,DCE,焦煤1406,20140616,20140619
BB1406.DCE,BB1406,DCE,胶合板1406,20140616,20140619
ZN1406.SHF,ZN1406,SHFE,沪锌1406,20140616,20140623
J1406.DCE,J1406,DCE,焦炭1406,20140616,20140618
TA1406.ZCE,TA406,CZCE,PTA1406,20140616,20140618
RU1406.SHF,RU1406,SHFE,橡胶1406,20140616,20140623
PB1406.SHF,PB1406,SHFE,沪铅1406,20140616,20140623
FG1406.ZCE,FG406,CZCE,玻璃1406,20140616,20140618
L1406.DCE,L1406,DCE,塑料1406,20140616,20140618
JD1406.DCE,JD1406,DCE,鸡蛋1406,20140616,20140619
AG1406.SHF,AG1406,SHFE,沪银1406,20140616,20140623
PP1406.DCE,PP1406,DCE,聚丙烯1406,20140616,20140619
ME1406.ZCE,ME406,CZCE,甲醇1406,20140616,20140618
WR1406.SHF,WR1406,SHFE,线材1406,20140616,20140623
RB1406.SHF,RB1406,SHFE,螺纹钢1406,20140616,20140623
FB1406.DCE,FB1406,DCE,纤维板1406,20140616,20140619
CU1406.SHF,CU1406,SHFE,沪铜1406,20140616,20140623
AL1406.SHF,AL1406,SHFE,沪铝1406,20140616,20140623
BU1406.SHF,BU1406,SHFE,沥青1406,20140616,20140623
IF1406.CFX,IF1406,CFFEX,IF1406,20140620,20140620
FU1407.SHF,FU1407,SHFE,燃油1407,20140630,20140707
TC1407.ZCE,TC407,CZCE,动力煤1407,20140707,20140709
P1407.DCE,P1407,DCE,棕榈油1407,20140714,20140716
Y1407.DCE,Y1407,DCE,豆油1407,20140714,20140717
A1407.DCE,A1407,DCE,豆一1407,20140714,20140721
RM1407.ZCE,RM407,CZCE,菜粕1407,20140714,20140716
M1407.DCE,M1407,DCE,豆粕1407,20140714,20140718
BB1407.DCE,BB1407,DCE,胶合板1407,20140714,20140717
PM1407.ZCE,PM407,CZCE,普麦1407,20140714,20140716
J1407.DCE,J1407,DCE,焦炭1407,20140714,20140716
WH1407.ZCE,WH407,CZCE,强麦1407,20140714,20140716
JM1407.DCE,JM1407,DCE,焦煤1407,20140714,20140717
FG1407.ZCE,FG407,CZCE,玻璃1407,20140714,20140716
CF1407.ZCE,CF407,CZCE,郑棉1407,20140714,20140716
PP1407.DCE,PP1407,DCE,聚丙烯1407,20140714,20140717
JR1407.ZCE,JR407,CZCE,粳稻1407,20140714,20140716
L1407.DCE,L1407,DCE,塑料1407,20140714,20140716
B1407.DCE,B1407,DCE,豆二1407,20140714,20140717
OI1407.ZCE,OI407,CZCE,菜油1407,20140714,20140716
RI1407.ZCE,RI407,CZCE,早籼稻1407,20140714,20140716
RS1407.ZCE,RS407,CZCE,菜籽1407,20140714,20140716
TA1407.ZCE,TA407,CZCE,PTA1407,20140714,20140716
FB1407.DCE,FB1407,DCE,纤维板1407,20140714,20140717
I1407.DCE,I1407,DCE,铁矿石1407,20140714,20140717
ME1407.ZCE,ME407,CZCE,甲醇1407,20140714,20140716
C1407.DCE,C1407,DCE,玉米1407,20140714,20140716
SR1407.ZCE,SR407,CZCE,白糖1407,20140714,20140716
V1407.DCE,V1407,DCE,PVC1407,20140714,20140716
AL1407.SHF,AL1407,SHFE,沪铝1407,20140715,20140722
PB1407.SHF,PB1407,SHFE,沪铅1407,20140715,20140722
HC1407.SHF,HC1407,SHFE,热轧卷板1407,20140715,20140722
CU1407.SHF,CU1407,SHFE,沪铜1407,20140715,20140722
AG1407.SHF,AG1407,SHFE,沪银1407,20140715,20140722
WR1407.SHF,WR1407,SHFE,线材1407,20140715,20140722
BU1407.SHF,BU1407,SHFE,沥青1407,20140715,20140722
RB1407.SHF,RB1407,SHFE,螺纹钢1407,20140715,20140722
RU1407.SHF,RU1407,SHFE,橡胶1407,20140715,20140722
AU1407.SHF,AU1407,SHFE,沪金1407,20140715,20140722
ZN1407.SHF,ZN1407,SHFE,沪锌1407,20140715,20140722
IF1407.CFX,IF1407,CFFEX,IF1407,20140718,20140718
FU1408.SHF,FU1408,SHFE,燃油1408,20140731,20140807
TC1408.ZCE,TC408,CZCE,动力煤1408,20140807,20140811
ME1408.ZCE,ME408,CZCE,甲醇1408,20140814,20140818
TA1408.ZCE,TA408,CZCE,PTA1408,20140814,20140818
J1408.DCE,J1408,DCE,焦炭1408,20140814,20140819
RM1408.ZCE,RM408,CZCE,菜粕1408,20140814,20140818
FB1408.DCE,FB1408,DCE,纤维板1408,20140814,20140819
PP1408.DCE,PP1408,DCE,聚丙烯1408,20140814,20140819
RS1408.ZCE,RS408,CZCE,菜籽1408,20140814,20140818
I1408.DCE,I1408,DCE,铁矿石1408,20140814,20140819
BB1408.DCE,BB1408,DCE,胶合板1408,20140814,20140819
FG1408.ZCE,FG408,CZCE,玻璃1408,20140814,20140818
M1408.DCE,M1408,DCE,豆粕1408,20140814,20140819
V1408.DCE,V1408,DCE,PVC1408,20140814,20140819
P1408.DCE,P1408,DCE,棕榈油1408,20140814,20140819
L1408.DCE,L1408,DCE,塑料1408,20140814,20140819
JM1408.DCE,JM1408,DCE,焦煤1408,20140814,20140819
Y1408.DCE,Y1408,DCE,豆油1408,20140814,20140819
AU1408.SHF,AU1408,SHFE,沪金1408,20140815,20140822
RB1408.SHF,RB1408,SHFE,螺纹钢1408,20140815,20140822
RU1408.SHF,RU1408,SHFE,橡胶1408,20140815,20140822
WR1408.SHF,WR1408,SHFE,线材1408,20140815,20140822
HC1408.SHF,HC1408,SHFE,热轧卷板1408,20140815,20140822
IF1408.CFX,IF1408,CFFEX,IF1408,20140815,20140815
PB1408.SHF,PB1408,SHFE,沪铅1408,20140815,20140822
ZN1408.SHF,ZN1408,SHFE,沪锌1408,20140815,20140822
BU1408.SHF,BU1408,SHFE,沥青1408,20140815,20140822
CU1408.SHF,CU1408,SHFE,沪铜1408,20140815,20140822
AL1408.SHF,AL1408,SHFE,沪铝1408,20140815,20140822
AG1408.SHF,AG1408,SHFE,沪银1408,20140815,20140822
