order_book_id,date,high,prev_close,total_turnover,close,open,volume,low
801055.INDX,2024-01-02,1580.17,1552.46,11035624366.0,1563.312,1551.087,1508779378.0,1541.99
801055.INDX,2024-01-03,1576.55,1563.312,10194174730.0,1559.957,1557.075,1464968851.0,1544.97
801055.INDX,2024-01-04,1563.03,1559.957,8846504259.0,1554.94,1551.851,1210581968.0,1537.75
801055.INDX,2024-01-05,1573.37,1554.94,8615596676.0,1543.481,1551.529,1132983781.0,1532.43
801055.INDX,2024-01-08,1553.0,1543.481,8246952326.0,1524.581,1541.37,1110100107.0,1517.29
801055.INDX,2024-01-09,1550.73,1524.581,8285314563.0,1540.103,1524.338,1126407961.0,1514.03
801055.INDX,2024-01-10,1547.18,1540.103,6751538672.0,1523.166,1533.49,925665037.0,1516.34
801055.INDX,2024-01-11,1538.03,1523.166,7758602198.0,1521.429,1523.062,1015098470.0,1504.57
801055.INDX,2024-01-12,1546.19,1521.429,7204322170.0,1529.421,1516.236,954765799.0,1511.92
801055.INDX,2024-01-15,1538.11,1529.421,5464815678.0,1520.642,1526.97,723111686.0,1510.41
801055.INDX,2024-01-16,1532.12,1520.642,6719643974.0,1518.855,1516.47,908769188.0,1497.17
801055.INDX,2024-01-17,1518.67,1518.855,7015608796.0,1470.731,1513.548,948005525.0,1469.47
801055.INDX,2024-01-18,1479.12,1470.731,10796760738.0,1459.031,1464.265,1565852339.0,1409.6
801055.INDX,2024-01-19,1473.68,1459.031,6804514852.0,1453.05,1454.3,936266838.0,1435.11
801055.INDX,2024-01-22,1456.93,1453.05,8961264277.0,1392.72,1448.959,1320342421.0,1379.11
801055.INDX,2024-01-23,1411.67,1392.72,9005182618.0,1397.719,1386.496,1367322546.0,1351.57
801055.INDX,2024-01-24,1438.22,1397.719,8511225810.0,1431.179,1409.71,1311535918.0,1382.62
801055.INDX,2024-01-25,1485.0,1431.179,10024859258.0,1482.438,1438.122,1424330355.0,1431.12
801055.INDX,2024-01-26,1513.68,1482.438,9057046748.0,1498.799,1482.605,1290601179.0,1472.06
801055.INDX,2024-01-29,1519.52,1498.799,7979422479.0,1486.846,1503.995,1152271258.0,1480.4
801055.INDX,2024-01-30,1498.29,1486.846,7452500528.0,1462.182,1478.71,1067118053.0,1453.15
801055.INDX,2024-01-31,1475.66,1462.182,8634305142.0,1435.573,1455.067,1282868292.0,1426.7
