order_book_id,date,open,close,high,low,total_turnover,volume,settlement,prev_settlement,open_interest
AU2404,2024-01-02,482.06,484.1,484.32,481.38,19157467300.0,39658.0,483.06,482.26,152262.0
AU2404,2024-01-03,483.7,483.58,484.26,482.0,49838916940.0,103087.0,483.46,483.06,159693.0
AU2404,2024-01-04,480.8,481.64,482.12,478.9,73495709260.0,153003.0,480.34,483.46,162541.0
AU2404,2024-01-05,481.74,482.38,483.18,480.86,45751880420.0,94913.0,482.04,480.34,164224.0
AU2404,2024-01-08,481.5,481.72,484.52,480.06,94065237400.0,195026.0,482.32,482.04,166978.0
AU2404,2024-01-09,479.68,481.02,482.0,478.82,62656271580.0,130398.0,480.5,482.32,166784.0
AU2404,2024-01-10,481.2,479.86,482.26,479.76,60677806900.0,126122.0,481.1,480.5,169229.0
