order_book_id,date,high,prev_close,total_turnover,close,open,volume,low
801050.INDX,2024-01-02,4213.21,4184.696,27312301375.0,4192.977,4183.475,2590120142.0,4171.08
801050.INDX,2024-01-03,4199.43,4192.977,23934093966.0,4183.68,4174.935,2381219882.0,4164.44
801050.INDX,2024-01-04,4164.32,4183.68,21856889300.0,4143.234,4164.319,2044166090.0,4120.06
801050.INDX,2024-01-05,4196.54,4143.234,26039038741.0,4114.87,4138.969,2294222496.0,4100.6
801050.INDX,2024-01-08,4131.99,4114.87,23457183139.0,4058.586,4105.578,2144405326.0,4058.586
801050.INDX,2024-01-09,4098.54,4058.586,23906670865.0,4093.8,4058.74,2137319222.0,4044.34
801050.INDX,2024-01-10,4130.39,4093.8,23905612418.0,4074.418,4080.507,1951276044.0,4049.53
801050.INDX,2024-01-11,4153.13,4074.418,33158295353.0,4129.626,4066.337,2287148767.0,4047.95
801050.INDX,2024-01-12,4164.0,4129.626,27665260722.0,4123.207,4114.214,2018542316.0,4111.1
801050.INDX,2024-01-15,4123.03,4123.207,19667998276.0,4084.824,4111.895,1566453378.0,4078.38
801050.INDX,2024-01-16,4107.28,4084.824,22252436939.0,4076.134,4077.409,1890318852.0,4026.54
801050.INDX,2024-01-17,4065.7,4076.134,21992898719.0,3941.639,4065.68,1908545727.0,3941.639
801050.INDX,2024-01-18,3943.06,3941.639,30296941642.0,3937.231,3917.281,2833315462.0,3821.32
801050.INDX,2024-01-19,3964.82,3937.231,22733122376.0,3914.143,3923.904,1830435124.0,3908.86
801050.INDX,2024-01-22,3897.7,3914.143,28168531812.0,3728.86,3897.689,2537050017.0,3709.27
801050.INDX,2024-01-23,3778.01,3728.86,23138529550.0,3761.122,3715.07,2343154562.0,3675.38
801050.INDX,2024-01-24,3819.57,3761.122,23001774570.0,3815.413,3780.516,2288152427.0,3691.3
801050.INDX,2024-01-25,3933.431,3815.413,26191822630.0,3933.431,3820.586,2524508730.0,3820.44
801050.INDX,2024-01-26,3976.65,3933.431,23797480999.0,3941.994,3923.61,2314130015.0,3923.49
801050.INDX,2024-01-29,3949.86,3941.994,24005959020.0,3869.979,3949.312,2141017393.0,3865.27
801050.INDX,2024-01-30,3867.47,3869.979,19721858093.0,3789.994,3842.577,1924923723.0,3785.36
801050.INDX,2024-01-31,3777.89,3789.994,25487048030.0,3671.999,3762.011,2423869541.0,3668.19
