order_book_id,date,high,prev_close,total_turnover,close,open,volume,low
000852.XSHG,2024-01-02,5891.2271,5887.235,141351641579.1,5854.7494,5891.1741,12837767000.0,5854.5922
000852.XSHG,2024-01-03,5861.4108,5854.7494,131179260680.9,5824.0428,5838.5529,11924892500.0,5785.2515
000852.XSHG,2024-01-04,5814.9372,5824.0428,112642946169.6,5783.0155,5814.9372,10295253400.0,5753.4666
000852.XSHG,2024-01-05,5796.759,5783.0155,126682946916.8,5675.8091,5779.7567,11920519700.0,5652.1261
000852.XSHG,2024-01-08,5664.4526,5675.8091,112633892924.6,5543.5745,5664.4526,11051272600.0,5543.5745
000852.XSHG,2024-01-09,5607.2178,5543.5745,114678407169.2,5553.3035,5553.1836,11022322300.0,5513.1298
000852.XSHG,2024-01-10,5580.4191,5553.3035,108158125143.0,5512.0686,5540.6641,10649944600.0,5462.3615
000852.XSHG,2024-01-11,5634.0247,5512.0686,123635425166.1,5611.1149,5507.803,12471774900.0,5502.2938
000852.XSHG,2024-01-12,5646.2716,5611.1149,118289969742.1,5574.4926,5601.0976,12106688100.0,5574.4084
000852.XSHG,2024-01-15,5607.1342,5574.4926,107428092792.8,5559.376,5558.1481,10866718400.0,5520.363
000852.XSHG,2024-01-16,5566.2102,5559.376,113669505608.7,5539.4741,5555.0003,11680310800.0,5463.2948
000852.XSHG,2024-01-17,5529.8946,5539.4741,104138700026.9,5389.1216,5529.8946,10403735400.0,5389.1216
000852.XSHG,2024-01-18,5375.2344,5389.1216,142966452446.5,5373.4239,5360.2062,14871103600.0,5214.8994
000852.XSHG,2024-01-19,5395.1373,5373.4239,109174686371.9,5306.9862,5364.807,10643108600.0,5304.9599
000852.XSHG,2024-01-22,5298.3136,5306.9862,139600818351.0,5000.8336,5298.3136,14425251200.0,4970.1979
000852.XSHG,2024-01-23,5102.4428,5000.8336,124162903226.6,5079.6315,4992.7924,13028824100.0,4939.5196
000852.XSHG,2024-01-24,5151.4231,5079.6315,135222048613.6,5143.4078,5102.8249,14332644100.0,4951.9007
000852.XSHG,2024-01-25,5316.2611,5143.4078,158319218894.5,5316.195,5143.2892,16314491700.0,5112.5353
000852.XSHG,2024-01-26,5352.8464,5316.195,150031258107.2,5269.7646,5303.961,15541566100.0,5253.3165
000852.XSHG,2024-01-29,5301.8708,5269.7646,141294666661.0,5131.2465,5282.8174,15000089200.0,5131.2465
000852.XSHG,2024-01-30,5144.2936,5131.2465,117586947100.2,4984.6598,5099.587,12501506900.0,4978.9095
000852.XSHG,2024-01-31,4986.1016,4984.6598,139299752958.0,4785.032,4949.188,15823715500.0,4775.6227
