order_book_id,datetime,open,close,volume
CU2403,2024-01-12 23:55:00,67850.0,67850.0,376.0
CU2403,2024-01-13 00:00:00,67850.0,67880.0,226.0
CU2403,2024-01-13 00:05:00,67870.0,67860.0,169.0
CU2403,2024-01-13 00:10:00,67860.0,67880.0,390.0
CU2403,2024-01-13 00:15:00,67880.0,67860.0,172.0
CU2403,2024-01-13 00:20:00,67860.0,67860.0,205.0
CU2403,2024-01-13 00:25:00,67850.0,67880.0,342.0
CU2403,2024-01-13 00:30:00,67880.0,67880.0,109.0
CU2403,2024-01-13 00:35:00,67870.0,67850.0,146.0
CU2403,2024-01-13 00:40:00,67850.0,67810.0,701.0
CU2403,2024-01-13 00:45:00,67820.0,67860.0,164.0
CU2403,2024-01-13 00:50:00,67860.0,67810.0,258.0
CU2403,2024-01-13 00:55:00,67830.0,67820.0,221.0
CU2403,2024-01-13 01:00:00,67840.0,67850.0,609.0
CU2403,2024-01-15 09:05:00,67800.0,67870.0,1804.0
CU2403,2024-01-15 09:10:00,67880.0,67880.0,638.0
CU2403,2024-01-15 09:15:00,67880.0,67840.0,546.0
CU2403,2024-01-15 09:20:00,67840.0,67770.0,1246.0
CU2403,2024-01-15 09:25:00,67770.0,67670.0,3173.0
CU2403,2024-01-15 09:30:00,67680.0,67660.0,1010.0
CU2403,2024-01-15 09:35:00,67670.0,67620.0,1714.0
CU2403,2024-01-15 09:40:00,67620.0,67670.0,873.0
CU2403,2024-01-15 09:45:00,67670.0,67700.0,460.0
CU2403,2024-01-15 09:50:00,67700.0,67740.0,408.0
CU2403,2024-01-15 09:55:00,67730.0,67760.0,325.0
CU2403,2024-01-15 10:00:00,67750.0,67710.0,374.0
CU2403,2024-01-15 10:05:00,67720.0,67780.0,478.0
CU2403,2024-01-15 10:10:00,67780.0,67780.0,295.0
CU2403,2024-01-15 10:15:00,67780.0,67760.0,524.0
CU2403,2024-01-15 10:35:00,67780.0,67780.0,435.0
CU2403,2024-01-15 10:40:00,67780.0,67770.0,313.0
CU2403,2024-01-15 10:45:00,67770.0,67760.0,281.0
CU2403,2024-01-15 10:50:00,67760.0,67780.0,153.0
CU2403,2024-01-15 10:55:00,67770.0,67840.0,745.0
CU2403,2024-01-15 11:00:00,67830.0,67840.0,437.0
CU2403,2024-01-15 11:05:00,67840.0,67820.0,373.0
CU2403,2024-01-15 11:10:00,67820.0,67810.0,314.0
CU2403,2024-01-15 11:15:00,67810.0,67810.0,404.0
CU2403,2024-01-15 11:20:00,67810.0,67860.0,529.0
CU2403,2024-01-15 11:25:00,67850.0,67830.0,298.0
CU2403,2024-01-15 11:30:00,67830.0,67860.0,397.0
CU2403,2024-01-15 13:35:00,67840.0,67850.0,783.0
CU2403,2024-01-15 13:40:00,67840.0,67820.0,553.0
CU2403,2024-01-15 13:45:00,67830.0,67800.0,346.0
CU2403,2024-01-15 13:50:00,67810.0,67850.0,273.0
CU2403,2024-01-15 13:55:00,67840.0,67820.0,148.0
CU2403,2024-01-15 14:00:00,67820.0,67790.0,390.0
CU2403,2024-01-15 14:05:00,67790.0,67780.0,359.0
CU2403,2024-01-15 14:10:00,67770.0,67710.0,1054.0
CU2403,2024-01-15 14:15:00,67700.0,67740.0,557.0
CU2403,2024-01-15 14:20:00,67740.0,67740.0,515.0
CU2403,2024-01-15 14:25:00,67750.0,67730.0,489.0
CU2403,2024-01-15 14:30:00,67730.0,67730.0,766.0
CU2403,2024-01-15 14:35:00,67730.0,67710.0,455.0
CU2403,2024-01-15 14:40:00,67710.0,67680.0,619.0
CU2403,2024-01-15 14:45:00,67680.0,67680.0,928.0
CU2403,2024-01-15 14:50:00,67680.0,67620.0,1310.0
CU2403,2024-01-15 14:55:00,67630.0,67650.0,1318.0
CU2403,2024-01-15 15:00:00,67650.0,67670.0,1296.0
