factor,info_date,start_date,end_date,value,rice_create_tm
煤炭开采和洗选业工业品出厂价格指数PPI_(上年=100),2022-06-09,2020-12-31,2021-12-31,145.1,2023-05-06 20:25:46
煤炭开采和洗选业工业品出厂价格指数PPI_(上年=100),2023-01-17,2021-12-31,2022-12-31,117.0156,2023-05-06 20:25:46
