date,order_book_id
2024-01-02,CU2401
2024-01-03,CU2401
2024-01-04,CU2401
2024-01-05,CU2401
2024-01-08,CU2401
2024-01-09,CU2401
2024-01-10,CU2401
2024-01-11,CU2401
2024-01-12,CU2401
2024-01-15,CU2401
2024-01-16,CU2402
2024-01-17,CU2402
2024-01-18,CU2402
2024-01-19,CU2402
