order_book_id,date,high,prev_close,total_turnover,close,open,volume,low
801053.INDX,2024-01-02,12537.11,12287.49,2593631585.0,12401.21,12256.71,236292665.0,12184.62
801053.INDX,2024-01-03,12530.73,12401.21,1957520867.0,12392.64,12330.85,174924854.0,12276.99
801053.INDX,2024-01-04,12457.89,12392.64,1690210156.0,12418.64,12293.35,146299478.0,12208.37
801053.INDX,2024-01-05,12563.33,12418.64,1863188400.0,12305.28,12379.49,177295187.0,12250.75
801053.INDX,2024-01-08,12317.86,12305.28,1638048761.0,12034.7,12287.57,153364426.0,12004.66
801053.INDX,2024-01-09,12106.97,12034.7,1375390604.0,11984.67,12014.67,137540406.0,11884.97
801053.INDX,2024-01-10,12062.32,11984.67,1330555432.0,11934.89,11955.37,130390545.0,11845.39
801053.INDX,2024-01-11,11941.73,11934.89,1686085834.0,11805.42,11892.71,157141489.0,11706.1
801053.INDX,2024-01-12,12036.23,11805.42,1970751858.0,11912.66,11754.27,189650627.0,11721.36
801053.INDX,2024-01-15,12077.88,11912.66,1758135901.0,11937.43,11921.0,170587566.0,11826.21
801053.INDX,2024-01-16,11929.4,11937.43,1718057020.0,11776.0,11894.69,170369495.0,11590.25
801053.INDX,2024-01-17,11738.0,11776.0,2068218788.0,11353.38,11697.87,190504189.0,11346.45
801053.INDX,2024-01-18,11296.93,11353.38,2851628885.0,11226.61,11217.78,267994999.0,10804.18
801053.INDX,2024-01-19,11357.37,11226.61,1503383415.0,11265.19,11162.12,142951351.0,11081.53
801053.INDX,2024-01-22,11361.35,11265.19,2550414503.0,10761.39,11293.81,248261629.0,10667.38
801053.INDX,2024-01-23,10930.12,10761.39,2060259147.0,10869.18,10706.46,211080895.0,10528.29
801053.INDX,2024-01-24,11078.11,10869.18,2041249593.0,11041.98,10845.68,208302107.0,10676.4
801053.INDX,2024-01-25,11313.82,11041.98,2301810918.0,11279.07,11020.19,224491164.0,10953.6
801053.INDX,2024-01-26,11446.83,11279.07,1884239763.0,11349.64,11252.64,190728243.0,11178.15
801053.INDX,2024-01-29,11563.05,11349.64,2099895473.0,11387.49,11354.34,201607915.0,11286.02
801053.INDX,2024-01-30,11520.45,11387.49,2149299796.0,11267.73,11325.96,201621557.0,11187.47
801053.INDX,2024-01-31,11350.83,11267.73,2066853080.0,11084.83,11268.57,212273635.0,10993.21
