underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open
AU,2024-01-02,AU2404,512.0799999999999,514.1199999999999,514.3399999999999,511.39999999999986,0,39658.0,512.1799999999998,513.0799999999999,512.2799999999999,152262.0,541.1999999999998,483.33999999999986,512.0799999999999
AU,2024-01-03,AU2404,513.7199999999998,513.5999999999999,514.2799999999999,512.0199999999999,0,103087.0,514.1199999999999,513.4799999999998,513.0799999999999,159693.0,542.0599999999998,484.07999999999987,512.6199999999999
AU,2024-01-04,AU2404,510.8199999999999,511.65999999999985,512.1399999999999,508.91999999999985,0,153003.0,513.5999999999999,510.35999999999984,513.4799999999998,162541.0,542.4799999999999,484.45999999999987,510.2399999999999
AU,2024-01-05,AU2404,511.7599999999999,512.3999999999999,513.1999999999998,510.8799999999999,0,94913.0,511.65999999999985,512.06,510.35999999999984,164224.0,539.1799999999998,481.51999999999987,512.1199999999999
AU,2024-01-08,AU2404,511.51999999999987,511.7399999999999,514.5399999999998,510.07999999999987,0,195026.0,512.3999999999999,512.3399999999999,512.06,166978.0,540.9799999999998,483.1199999999999,512.4799999999998
AU,2024-01-09,AU2404,509.6999999999999,511.03999999999985,512.0199999999999,508.83999999999986,0,130398.0,511.7399999999999,510.51999999999987,512.3399999999999,166784.0,541.2599999999999,483.39999999999986,510.97999999999985
AU,2024-01-10,AU2404,511.21999999999986,509.8799999999999,512.2799999999999,509.77999999999986,0,126122.0,511.03999999999985,511.1199999999999,510.51999999999987,169229.0,539.3399999999999,481.6799999999999,510.91999999999985
AU,2024-01-11,AU2404,510.6399999999999,510.2599999999999,511.4999999999999,509.4999999999999,0,115386.0,509.8799999999999,510.4399999999999,511.1199999999999,167979.0,539.9799999999998,482.2399999999999,510.21999999999986
AU,2024-01-12,AU2404,510.29999999999984,510.79999999999984,512.3199999999999,507.6999999999999,0,206543.0,510.2599999999999,509.95999999999987,510.4399999999999,171505.0,539.2599999999999,481.59999999999985,509.6999999999999
AU,2024-01-15,AU2404,512.7199999999998,513.5999999999999,514.4199999999998,512.06,0,183843.0,510.79999999999984,513.3599999999999,509.95999999999987,178695.0,538.7399999999999,481.15999999999985,512.9999999999999
AU,2024-01-16,AU2404,513.5999999999999,513.3599999999999,514.0199999999999,512.9399999999998,0,79238.0,513.5999999999999,513.3599999999999,513.3599999999999,180945.0,542.3599999999999,484.33999999999986,513.5799999999999
AU,2024-01-17,AU2404,512.0199999999999,509.6799999999999,513.1999999999998,509.4399999999999,0,194971.0,513.3599999999999,511.6399999999999,513.3599999999999,177231.0,542.3599999999999,484.33999999999986,511.29999999999984
AU,2024-01-18,AU2404,510.95999999999987,508.7399999999999,510.9999999999999,508.07999999999987,0,154120.0,509.6799999999999,509.45999999999987,511.6399999999999,173928.0,540.5199999999999,482.7399999999999,508.9399999999999
AU,2024-01-19,AU2404,509.21999999999986,510.3799999999999,510.7599999999999,508.47999999999985,0,102473.0,508.7399999999999,509.65999999999985,509.45999999999987,171230.0,538.2199999999998,480.6799999999999,510.3199999999999
AU,2024-01-22,AU2404,511.71999999999986,508.89999999999986,512.2599999999999,508.65999999999985,0,152765.0,510.3799999999999,510.71999999999986,509.65999999999985,169402.0,538.4199999999998,480.8799999999999,510.5599999999999
AU,2024-01-23,AU2404,510.3199999999999,509.1999999999999,510.3199999999999,507.2399999999999,0,119090.0,508.89999999999986,508.83999999999986,510.71999999999986,167077.0,539.56,481.85999999999984,508.91999999999985
AU,2024-01-24,AU2404,508.53999999999985,508.6799999999999,508.85999999999984,507.7599999999999,0,89558.0,509.1999999999999,508.39999999999986,508.83999999999986,163942.0,537.56,480.09999999999985,508.4999999999999
AU,2024-01-25,AU2404,508.97999999999985,506.85999999999984,509.1799999999999,506.33999999999986,0,158471.0,508.6799999999999,507.47999999999985,508.39999999999986,165828.0,537.0999999999999,479.6799999999999,506.9999999999999
AU,2024-01-26,AU2404,506.85999999999984,508.7399999999999,508.9999999999999,506.41999999999985,0,135260.0,506.85999999999984,507.91999999999985,507.47999999999985,161770.0,536.1199999999999,478.8199999999999,507.83999999999986
AU,2024-01-29,AU2404,508.7399999999999,510.0599999999999,510.45999999999987,507.97999999999985,0,125295.0,508.7399999999999,509.15999999999985,507.91999999999985,162194.0,536.5799999999999,479.2399999999999,508.8799999999999
AU,2024-01-30,AU2404,510.09999999999985,511.01999999999987,511.33999999999986,509.1399999999999,0,121527.0,510.0599999999999,510.33999999999986,509.15999999999985,163600.0,537.8999999999999,480.39999999999986,510.59999999999985
AU,2024-01-31,AU2404,511.4399999999999,511.59999999999985,512.7599999999999,510.59999999999985,0,145507.0,511.01999999999987,511.51999999999987,510.33999999999986,166590.0,539.1399999999999,481.51999999999987,511.53999999999985
