order_book_id,datetime,trading_date,open,last,high,low,prev_settlement,prev_close,volume,open_interest,total_turnover,limit_up,limit_down,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a1_v,a2_v,a3_v,a4_v,a5_v,b1_v,b2_v,b3_v,b4_v,b5_v,change_rate
CU2403,2024-01-12 21:00:37.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,819.0,137684.0,278548750.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,59.0,16.0,15.0,6.0,9.0,13.0,44.0,90.0,83.0,21.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:37.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,819.0,137684.0,278548750.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,60.0,16.0,15.0,6.0,9.0,13.0,44.0,90.0,82.0,21.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:38.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,820.0,137684.0,278888950.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,61.0,16.0,15.0,6.0,9.0,10.0,44.0,90.0,82.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:38.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,820.0,137684.0,278888950.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,63.0,16.0,15.0,6.0,9.0,10.0,44.0,89.0,81.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:39.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,821.0,137684.0,279229150.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,62.0,16.0,15.0,6.0,9.0,10.0,45.0,89.0,81.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:39.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,825.0,137684.0,280589750.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,62.0,16.0,15.0,6.0,9.0,6.0,46.0,89.0,83.0,21.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:40.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,828.0,137684.0,281610300.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,60.0,16.0,15.0,6.0,9.0,5.0,47.0,89.0,82.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:40.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,830.0,137684.0,282290600.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,59.0,15.0,15.0,6.0,9.0,42.0,47.0,90.0,83.0,21.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:41.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,832.0,137684.0,282971000.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,57.0,15.0,15.0,6.0,9.0,43.0,49.0,90.0,83.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:41.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,862.0,137684.0,293177000.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,27.0,15.0,15.0,6.0,9.0,48.0,50.0,90.0,83.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:42.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,889.0,137682.0,302362400.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,8.0,15.0,7.0,9.0,1.0,3.0,48.0,54.0,90.0,83.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:42.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,891.0,137682.0,303042850.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,10.0,10.0,7.0,8.0,1.0,7.0,45.0,55.0,90.0,83.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:43.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,892.0,137682.0,303383100.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,8.0,10.0,7.0,9.0,1.0,7.0,45.0,55.0,90.0,83.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:43.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,892.0,137682.0,303383100.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,9.0,10.0,7.0,9.0,1.0,12.0,46.0,55.0,90.0,83.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:44.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,892.0,137682.0,303383100.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,8.0,10.0,7.0,9.0,1.0,12.0,46.0,55.0,90.0,83.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:44.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,892.0,137682.0,303383100.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,8.0,10.0,7.0,9.0,1.0,13.0,46.0,55.0,91.0,83.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:45.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,892.0,137682.0,303383100.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,8.0,10.0,7.0,9.0,1.0,12.0,46.0,56.0,91.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:45.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,892.0,137682.0,303383100.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,2.0,10.0,7.0,9.0,1.0,20.0,46.0,57.0,91.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:46.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,894.0,137681.0,304063550.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,1.0,4.0,7.0,8.0,1.0,19.0,46.0,56.0,91.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:46.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,894.0,137681.0,304063550.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,2.0,4.0,7.0,8.0,1.0,22.0,47.0,56.0,90.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:47.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,896.0,137681.0,304744050.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,2.0,4.0,7.0,8.0,1.0,24.0,47.0,56.0,89.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:47.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,902.0,137683.0,306785300.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,2.0,4.0,7.0,8.0,1.0,23.0,47.0,56.0,88.0,73.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:48.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,902.0,137683.0,306785300.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,2.0,4.0,7.0,8.0,1.0,17.0,47.0,56.0,88.0,73.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:49.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,903.0,137684.0,307125550.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,2.0,4.0,7.0,8.0,1.0,17.0,47.0,56.0,88.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:49.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,914.0,137682.0,310867800.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,1.0,4.0,7.0,8.0,1.0,15.0,45.0,56.0,88.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:50.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,921.0,137680.0,313249350.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68040.0,68030.0,68020.0,68010.0,68000.0,11.0,7.0,8.0,1.0,23.0,4.0,46.0,56.0,88.0,73.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:50.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,923.0,137681.0,313929850.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,12.0,13.0,7.0,9.0,1.0,6.0,46.0,56.0,88.0,74.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:51.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,934.0,137675.0,317672150.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,10.0,13.0,7.0,9.0,1.0,11.0,46.0,54.0,87.0,74.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:51.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,935.0,137676.0,318012400.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,18.0,13.0,7.0,9.0,1.0,4.0,45.0,54.0,87.0,74.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:52.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,935.0,137676.0,318012400.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,19.0,13.0,7.0,9.0,1.0,4.0,45.0,53.0,87.0,74.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:52.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,935.0,137676.0,318012400.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,20.0,13.0,7.0,9.0,1.0,5.0,45.0,53.0,87.0,74.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:53.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,942.0,137675.0,320393850.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,19.0,14.0,7.0,9.0,1.0,5.0,45.0,51.0,87.0,74.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:53.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,948.0,137675.0,322435050.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,19.0,14.0,7.0,9.0,1.0,2.0,45.0,50.0,87.0,74.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:54.000,2024-01-15,68000.0,68060.0,68060.0,68000.0,68070.0,68160.0,980.0,137670.0,333323400.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68040.0,68030.0,68020.0,68010.0,68000.0,4.0,7.0,9.0,1.0,8.0,7.0,45.0,50.0,87.0,74.0,-0.0001469075951227028
CU2403,2024-01-12 21:00:54.500,2024-01-15,68000.0,68060.0,68060.0,68000.0,68070.0,68160.0,980.0,137670.0,333323400.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,1.0,36.0,7.0,8.0,1.0,13.0,25.0,50.0,87.0,74.0,-0.0001469075951227028
CU2403,2024-01-12 21:00:55.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,984.0,137667.0,334684200.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68030.0,68020.0,68010.0,68000.0,67990.0,3.0,9.0,7.0,8.0,1.0,25.0,52.0,87.0,74.0,18.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:55.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,989.0,137670.0,336385200.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,4.0,1.0,8.0,7.0,9.0,32.0,52.0,87.0,74.0,18.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:56.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,994.0,137671.0,338086250.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68040.0,68030.0,68020.0,68010.0,68000.0,10.0,7.0,9.0,1.0,9.0,13.0,37.0,52.0,87.0,74.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:56.500,2024-01-15,68000.0,68060.0,68060.0,68000.0,68070.0,68160.0,996.0,137670.0,338766850.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68040.0,68030.0,68020.0,68010.0,68000.0,15.0,7.0,8.0,1.0,9.0,18.0,37.0,52.0,87.0,74.0,-0.0001469075951227028
CU2403,2024-01-12 21:00:57.000,2024-01-15,68000.0,68060.0,68060.0,68000.0,68070.0,68160.0,996.0,137670.0,338766850.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68050.0,68040.0,68030.0,68020.0,68010.0,15.0,7.0,8.0,1.0,9.0,30.0,18.0,37.0,52.0,87.0,-0.0001469075951227028
CU2403,2024-01-12 21:00:57.500,2024-01-15,68000.0,68060.0,68060.0,68000.0,68070.0,68160.0,996.0,137670.0,338766850.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68050.0,68040.0,68030.0,68020.0,68010.0,9.0,7.0,8.0,1.0,9.0,32.0,18.0,32.0,53.0,87.0,-0.0001469075951227028
CU2403,2024-01-12 21:00:58.000,2024-01-15,68000.0,68060.0,68060.0,68000.0,68070.0,68160.0,996.0,137670.0,338766850.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68050.0,68040.0,68030.0,68020.0,68010.0,6.0,9.0,8.0,1.0,9.0,39.0,23.0,32.0,53.0,87.0,-0.0001469075951227028
CU2403,2024-01-12 21:00:58.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1009.0,137670.0,343190100.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68050.0,68040.0,68030.0,68020.0,68010.0,6.0,9.0,8.0,1.0,9.0,26.0,24.0,33.0,53.0,87.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:59.000,2024-01-15,68000.0,68060.0,68060.0,68000.0,68070.0,68160.0,1036.0,137646.0,352376900.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68050.0,68040.0,68030.0,68020.0,68010.0,12.0,9.0,8.0,1.0,9.0,1.0,23.0,33.0,53.0,87.0,-0.0001469075951227028
CU2403,2024-01-12 21:00:59.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1038.0,137646.0,353057400.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,9.0,13.0,9.0,8.0,4.0,23.0,33.0,52.0,87.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:00.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1040.0,137646.0,353737900.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,7.0,13.0,9.0,9.0,4.0,25.0,33.0,52.0,89.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:00.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1055.0,137657.0,358841100.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,4.0,13.0,9.0,9.0,4.0,16.0,33.0,51.0,89.0,73.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:01.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1059.0,137659.0,360202050.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,1.0,13.0,9.0,9.0,4.0,17.0,33.0,51.0,89.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:01.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1059.0,137659.0,360202050.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,1.0,15.0,9.0,8.0,4.0,23.0,34.0,51.0,89.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:02.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1060.0,137659.0,360542300.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68050.0,68040.0,68030.0,68020.0,68010.0,15.0,9.0,8.0,4.0,9.0,1.0,23.0,34.0,51.0,89.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:02.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1066.0,137658.0,362583800.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68040.0,68030.0,68020.0,68010.0,68000.0,15.0,9.0,8.0,4.0,9.0,18.0,34.0,51.0,89.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:03.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1067.0,137659.0,362924050.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,1.0,15.0,9.0,8.0,4.0,19.0,34.0,51.0,89.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:03.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1069.0,137659.0,363604550.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68040.0,68030.0,68020.0,68010.0,68000.0,17.0,9.0,8.0,4.0,9.0,19.0,30.0,51.0,90.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:04.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1070.0,137660.0,363944800.0,72150.0,63980.0,68060.0,68070.0,68080.0,68090.0,68100.0,68040.0,68030.0,68020.0,68010.0,68000.0,17.0,9.0,8.0,4.0,9.0,19.0,30.0,51.0,90.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:04.500,2024-01-15,68000.0,68060.0,68060.0,68000.0,68070.0,68160.0,1071.0,137661.0,364285100.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,4.0,17.0,9.0,8.0,4.0,20.0,30.0,50.0,91.0,73.0,-0.0001469075951227028
CU2403,2024-01-12 21:01:05.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1073.0,137660.0,364965500.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,4.0,18.0,9.0,8.0,4.0,22.0,30.0,50.0,91.0,73.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:05.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1077.0,137660.0,366326450.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,2.0,18.0,9.0,8.0,4.0,21.0,30.0,50.0,91.0,73.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:06.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1078.0,137660.0,366666700.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,5.0,18.0,9.0,8.0,4.0,20.0,30.0,50.0,91.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:06.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1081.0,137659.0,367687400.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,3.0,19.0,9.0,9.0,4.0,20.0,30.0,50.0,91.0,73.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:07.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1082.0,137659.0,368027650.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,6.0,22.0,9.0,9.0,4.0,19.0,30.0,51.0,91.0,73.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:07.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1101.0,137668.0,374491450.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68030.0,68020.0,68010.0,68000.0,67990.0,6.0,20.0,9.0,9.0,4.0,30.0,51.0,91.0,73.0,17.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:08.000,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,1105.0,137672.0,375852450.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68030.0,68020.0,68010.0,68000.0,67990.0,12.0,20.0,9.0,9.0,4.0,38.0,51.0,90.0,73.0,18.0,-0.00029381519024529457
CU2403,2024-01-12 21:01:08.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1106.0,137673.0,376192650.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,8.0,13.0,21.0,9.0,9.0,38.0,51.0,90.0,73.0,18.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:09.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1107.0,137673.0,376532850.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,7.0,10.0,25.0,9.0,9.0,24.0,48.0,90.0,73.0,18.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:09.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,1128.0,137658.0,383676000.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,3.0,10.0,11.0,25.0,9.0,46.0,90.0,73.0,18.0,43.0,-0.0005876303804907002
CU2403,2024-01-12 21:01:10.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,1133.0,137656.0,385376700.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,8.0,10.0,13.0,26.0,9.0,60.0,90.0,73.0,18.0,41.0,-0.0005876303804907002
CU2403,2024-01-12 21:01:10.500,2024-01-15,68000.0,68020.0,68060.0,68000.0,68070.0,68160.0,1140.0,137655.0,387757600.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,1.0,11.0,14.0,26.0,9.0,58.0,90.0,73.0,18.0,41.0,-0.0007345379756132919
CU2403,2024-01-12 21:01:11.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1143.0,137655.0,388778100.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,13.0,15.0,27.0,9.0,9.0,1.0,59.0,89.0,73.0,18.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:11.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,1152.0,137651.0,391839550.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68020.0,68010.0,68000.0,67990.0,67980.0,9.0,15.0,26.0,9.0,9.0,60.0,88.0,73.0,18.0,41.0,-0.0005876303804907002
CU2403,2024-01-12 21:01:12.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,1157.0,137646.0,393540400.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,8.0,15.0,26.0,9.0,9.0,4.0,60.0,88.0,53.0,18.0,-0.0005876303804907002
CU2403,2024-01-12 21:01:12.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,1162.0,137641.0,395241250.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68020.0,68010.0,68000.0,67990.0,67980.0,7.0,15.0,25.0,9.0,9.0,60.0,88.0,54.0,18.0,41.0,-0.0005876303804907002
CU2403,2024-01-12 21:01:13.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1163.0,137640.0,395581450.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,6.0,15.0,25.0,9.0,9.0,1.0,60.0,88.0,55.0,18.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:13.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1164.0,137639.0,395921650.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,11.0,17.0,25.0,9.0,9.0,4.0,60.0,88.0,55.0,18.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:14.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1170.0,137638.0,397962850.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,17.0,25.0,9.0,9.0,4.0,2.0,3.0,60.0,88.0,55.0,-0.00044072278536799736
CU2403,2024-01-12 21:01:14.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,1173.0,137637.0,398983450.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,7.0,45.0,24.0,9.0,9.0,3.0,49.0,88.0,55.0,18.0,-0.00044072278536799736
