order_book_id,date,high,prev_close,total_turnover,close,open,volume,low
801030.INDX,2024-01-02,3469.86,3456.27,39863916631.0,3455.316,3459.727,3634622418.0,3448.9
801030.INDX,2024-01-03,3473.58,3455.316,38738297914.0,3463.518,3448.09,3714350295.0,3445.55
801030.INDX,2024-01-04,3465.59,3463.518,36118351482.0,3438.22,3458.917,3530124084.0,3422.67
801030.INDX,2024-01-05,3452.6,3438.22,37068678069.0,3390.537,3434.428,3572404394.0,3378.45
801030.INDX,2024-01-08,3388.66,3390.537,31763745291.0,3327.917,3384.907,3122058981.0,3327.917
801030.INDX,2024-01-09,3358.19,3327.917,31917570637.0,3322.953,3330.107,3019601828.0,3305.53
801030.INDX,2024-01-10,3348.68,3322.953,28966939573.0,3312.378,3315.058,2886633886.0,3286.21
801030.INDX,2024-01-11,3351.76,3312.378,31052296483.0,3339.449,3305.538,3082064867.0,3292.98
801030.INDX,2024-01-12,3378.83,3339.449,31917603861.0,3333.513,3334.417,3080107948.0,3331.8
801030.INDX,2024-01-15,3336.21,3333.513,27298369112.0,3309.307,3323.355,2691917574.0,3300.76
801030.INDX,2024-01-16,3318.89,3309.307,29161607777.0,3299.953,3306.707,2912716921.0,3258.76
801030.INDX,2024-01-17,3296.67,3299.953,27238971879.0,3214.84,3296.64,2681683603.0,3214.84
801030.INDX,2024-01-18,3204.23,3214.84,37926841107.0,3204.192,3199.94,4019365445.0,3109.45
801030.INDX,2024-01-19,3228.21,3204.192,28546874533.0,3183.252,3200.389,2805009491.0,3179.1
801030.INDX,2024-01-22,3174.962,3183.252,35377631912.0,3023.24,3174.881,3748634447.0,3009.48
801030.INDX,2024-01-23,3058.06,3023.24,30178725254.0,3046.625,3018.554,3329212886.0,2978.87
801030.INDX,2024-01-24,3077.85,3046.625,32170493349.0,3073.367,3058.401,3432906205.0,2978.52
801030.INDX,2024-01-25,3167.118,3073.367,33646686076.0,3167.118,3074.516,3462125385.0,3069.83
801030.INDX,2024-01-26,3191.98,3167.118,28860812357.0,3155.004,3160.619,2940235321.0,3149.09
801030.INDX,2024-01-29,3166.56,3155.004,26973088686.0,3086.304,3163.659,2841832696.0,3086.304
801030.INDX,2024-01-30,3078.35,3086.304,23699110347.0,3000.772,3067.986,2589407189.0,2998.68
801030.INDX,2024-01-31,3004.49,3000.772,27517202817.0,2898.953,2988.192,3296872612.0,2894.89
