"","A","AL","AU","B","C","CF","CU","ER","FU","J","L","M","ME","P","PB","RB","RO","RU","SR","TA","V","WR","WS","WT","Y","ZN","PM","AG","OI","RI","WH","FG","RM","RS","JM","TC","BU","I","JD","JR","BB","FB","PP","HC","MA","LR","SF","SM","CS","NI","SN","ZC","CY","AP","SP","EG","CJ","UR","RR","SS","EB","SA","PG","PF","LH","PK","AO","BR","PX","SH","PR","LG","AD","BZ","PL","OP","L_F","PP_F","V_F","L2","PP2","V2"
"2012-01-05",1.00045871559633,1.00282752120641,1.01420714940422,1.00042025635638,1,1.0016835016835,1.00483957698512,1.00078400627205,1.01316565140499,1.00452261306533,1.01195426195426,0.997979117547996,1.01168736303871,1.00123670541677,1.00391900718485,1.00456840586679,0.999373956594324,1.03233988585923,1.03893306825712,1.01630820137083,1.00578871201158,1,0.997478991596639,1.00046382189239,1.00264200792602,1.00609137055838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-06",0.997248968363136,0.9984335839599,1.00439825274891,0.996219281663516,1.0048182216382,1.00216086434574,0.997145915090974,1.00117508813161,0.999806051202483,1.01750875437719,0.998972778633796,0.994600067499156,1.02202166064982,0.997529644268775,0.993819128171763,1.00430828147439,1.00083524744205,1.00778050778051,0.992664646786796,1.0046511627907,0.998561151079137,1,1,1.00046360686138,0.996925779534475,0.990918264379415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-09",1.00045977011494,1.00062754941952,0.990672145406556,1.00063251106894,0.999564080209241,1.00551030186871,0.992665474060823,1.00078247261346,1.00096993210475,0.999508357915438,1.00874035989717,0.99830335934849,1.00247262451431,1.00049529470035,0.995736306985897,0.997378455672069,0.996244523263092,0.999187322226737,1.00273092369478,1.00486111111111,1.0028818443804,1,0.999157540016849,1.00092678405931,0.99647577092511,1.00067888662593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-10",1.00459558823529,1.01099246231156,1.0057523463518,1.00442477876106,1.00218054949847,1.00500357398142,1.00684808073527,1,0.998837209302326,1.00245941957698,0.997451580020387,1.01393609789259,0.998942917547569,1.00321782178218,1.0062582345191,1.00716845878136,1.00188481675393,1.01423342822285,1.02419096443448,0.995162404975812,1.0014367816092,1,0.999156829679595,0.998148148148148,1.00641025641026,1.01221166892809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-11",0.999542543458371,1.00931966449208,1.01204093919326,1.00167820432138,1.00043516100957,1.00474158368895,1.01771970646143,0.99687255668491,1.0034924330617,1.01275760549558,0.996934082779765,0.997653369091519,1.0042328042328,1.00222057735011,1.00392798690671,1.00213523131673,1.00188127090301,1.01343223736969,0.998592210229939,1,0.997130559540889,1,0.99873417721519,1,1.00175708324182,1.01072386058981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-12",0.996567505720824,0.998153277931671,1.00232004759072,1.00146596858639,1.00304480208786,1.00566304860783,1.00949701020049,1.00745098039216,0.996713070378964,1.00096899224806,1.00051255766274,0.990255376344086,0.997892518440464,0.995814869522403,1.00423866970981,0.999763257575758,0.998330899228041,1.00158259149357,1.00830200501253,0.994212962962963,1.00071942446043,1,1.00295732995353,0.999536178107607,0.995614996711248,1.00696286472149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-13",0.99150401836969,0.999691643539932,0.999020713395454,0.990798828941865,0.992627927146574,0.992022524636321,1.01045296167247,0.99766446087972,0.995150339476237,0.987899322362052,1.00204918032787,0.988462843569732,0.994368180218233,0.987714987714988,1.00584415584416,1.00142079090694,0.991431556948798,0.98953189808414,0.997514370048159,1.00302677532014,0.99568655643422,1,0.991575400168492,0.987470997679814,0.991411583351685,1.00523388943409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-16",0.986336266790181,1.0003084515731,0.995544333877915,0.989447024060785,0.99563128003495,1,1.00137339055794,0.998439328911432,1.00604288499025,1.00195982361587,0.988241308793456,0.986268451767937,1.00389380530973,0.985074626865672,0.995480955455132,1.0026010877276,0.990725126475548,1.02115768463074,1.00218034574054,1.0085886722377,0.989169675090253,1.01099163679809,0.987255734919286,0.983552631578947,0.986894713460684,0.996420436055971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-17",1.00586992251702,1.0095590502621,1.01378487244517,1.00319965870307,1.00745941202282,1.00662251655629,1.02743013886508,1.00742477530285,1.00949428405348,1.00977995110024,1.02276254526643,1.01253045596937,1.01093088857546,1.00833333333333,1.0136186770428,1.01297169811321,1.00382978723404,1.02619233776388,1.0027972027972,1.01472957422325,1.01970802919708,1.00378161191208,1.00602409638554,1.01767797419971,1.00765248705829,1.01404310907903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-18",0.996965452847806,1,0.996703652470789,0.997661067403785,0.999564459930314,1.00211466165414,0.991990655765059,0.990690457719162,1.00326295585413,0.999515738498789,1.0096105209914,0.994499828119629,1.00348796651552,0.99198597545705,1.00767754318618,1.00139697322468,0.996820686731666,1.01161904761905,1.00108476677514,1.00453617600363,1.00071581961346,1.01214574898785,0.993156544054748,0.994366197183099,0.994192539647085,0.998711755233494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
