ts_code,symbol,exchange,name,fut_code,trade_unit,per_unit,quote_unit,d_mode_desc,list_date,delist_date,d_month,last_ddate
IM2508.CFX,IM2508,CFFEX,IM2508,IM,张,1.0,指数点,现金交割,20250623,20250815,202508,20250815
TF2603.CFX,TF2603,CFFEX,TF2603,TF,张,1.0,人民币元,实物交割,20250616,20260313,202603,20260318
T2603.CFX,T2603,CFFEX,T2603,T,张,1.0,人民币元,实物交割,20250616,20260313,202603,20260318
TL2603.CFX,TL2603,CFFEX,TL2603,TL,张,1.0,人民币元,实物交割,20250616,20260313,202603,20260318
TS2603.CFX,TS2603,CFFEX,TS2603,TS,张,1.0,人民币元,实物交割,20250616,20260313,202603,20260318
IF2507.CFX,IF2507,CFFEX,IF2507,IF,张,1.0,指数点,现金交割,20250519,20250718,202507,20250718
IH2507.CFX,IH2507,CFFEX,IH2507,IH,张,1.0,指数点,现金交割,20250519,20250718,202507,20250718
IC2507.CFX,IC2507,CFFEX,IC2507,IC,张,1.0,指数点,现金交割,20250519,20250718,202507,20250718
IM2507.CFX,IM2507,CFFEX,IM2507,IM,张,1.0,指数点,现金交割,20250519,20250718,202507,20250718
IF2512.CFX,IF2512,CFFEX,IF2512,IF,张,1.0,指数点,现金交割,20250421,20251219,202512,20251219
IC2512.CFX,IC2512,CFFEX,IC2512,IC,张,1.0,指数点,现金交割,20250421,20251219,202512,20251219
IH2512.CFX,IH2512,CFFEX,IH2512,IH,张,1.0,指数点,现金交割,20250421,20251219,202512,20251219
IM2512.CFX,IM2512,CFFEX,IM2512,IM,张,1.0,指数点,现金交割,20250421,20251219,202512,20251219
IF2505.CFX,IF2505,CFFEX,IF2505,IF,张,1.0,指数点,现金交割,20250324,20250516,202505,20250516
IH2505.CFX,IH2505,CFFEX,IH2505,IH,张,1.0,指数点,现金交割,20250324,20250516,202505,20250516
IC2505.CFX,IC2505,CFFEX,IC2505,IC,张,1.0,指数点,现金交割,20250324,20250516,202505,20250516
IM2505.CFX,IM2505,CFFEX,IM2505,IM,张,1.0,指数点,现金交割,20250324,20250516,202505,20250516
TL2512.CFX,TL2512,CFFEX,TL2512,TL,张,1.0,人民币元,实物交割,20250317,20251212,202512,20251217
TF2512.CFX,TF2512,CFFEX,TF2512,TF,张,1.0,人民币元,实物交割,20250317,20251212,202512,20251217
T2512.CFX,T2512,CFFEX,T2512,T,张,1.0,人民币元,实物交割,20250317,20251212,202512,20251217
TS2512.CFX,TS2512,CFFEX,TS2512,TS,张,1.0,人民币元,实物交割,20250317,20251212,202512,20251217
IH2504.CFX,IH2504,CFFEX,IH2504,IH,张,1.0,指数点,现金交割,20250224,20250418,202504,20250418
IM2504.CFX,IM2504,CFFEX,IM2504,IM,张,1.0,指数点,现金交割,20250224,20250418,202504,20250418
IC2504.CFX,IC2504,CFFEX,IC2504,IC,张,1.0,指数点,现金交割,20250224,20250418,202504,20250418
IF2504.CFX,IF2504,CFFEX,IF2504,IF,张,1.0,指数点,现金交割,20250224,20250418,202504,20250418
IF2509.CFX,IF2509,CFFEX,IF2509,IF,张,1.0,指数点,现金交割,20250120,20250919,202509,20250919
IH2509.CFX,IH2509,CFFEX,IH2509,IH,张,1.0,指数点,现金交割,20250120,20250919,202509,20250919
IC2509.CFX,IC2509,CFFEX,IC2509,IC,张,1.0,指数点,现金交割,20250120,20250919,202509,20250919
IM2509.CFX,IM2509,CFFEX,IM2509,IM,张,1.0,指数点,现金交割,20250120,20250919,202509,20250919
IC2502.CFX,IC2502,CFFEX,IC2502,IC,张,1.0,指数点,现金交割,20241223,20250221,202502,20250221
IH2502.CFX,IH2502,CFFEX,IH2502,IH,张,1.0,指数点,现金交割,20241223,20250221,202502,20250221
IM2502.CFX,IM2502,CFFEX,IM2502,IM,张,1.0,指数点,现金交割,20241223,20250221,202502,20250221
IF2502.CFX,IF2502,CFFEX,IF2502,IF,张,1.0,指数点,现金交割,20241223,20250221,202502,20250221
TS2509.CFX,TS2509,CFFEX,TS2509,TS,张,1.0,人民币元,实物交割,20241216,20250912,202509,20250917
TL2509.CFX,TL2509,CFFEX,TL2509,TL,张,1.0,人民币元,实物交割,20241216,20250912,202509,20250917
TF2509.CFX,TF2509,CFFEX,TF2509,TF,张,1.0,人民币元,实物交割,20241216,20250912,202509,20250917
T2509.CFX,T2509,CFFEX,T2509,T,张,1.0,人民币元,实物交割,20241216,20250912,202509,20250917
IM2501.CFX,IM2501,CFFEX,IM2501,IM,张,1.0,指数点,现金交割,20241118,20250117,202501,20250117
IC2501.CFX,IC2501,CFFEX,IC2501,IC,张,1.0,指数点,现金交割,20241118,20250117,202501,20250117
IH2501.CFX,IH2501,CFFEX,IH2501,IH,张,1.0,指数点,现金交割,20241118,20250117,202501,20250117
IF2501.CFX,IF2501,CFFEX,IF2501,IF,张,1.0,指数点,现金交割,20241118,20250117,202501,20250117
IF2506.CFX,IF2506,CFFEX,IF2506,IF,张,1.0,指数点,现金交割,20241021,20250620,202506,20250620
IM2506.CFX,IM2506,CFFEX,IM2506,IM,张,1.0,指数点,现金交割,20241021,20250620,202506,20250620
IC2506.CFX,IC2506,CFFEX,IC2506,IC,张,1.0,指数点,现金交割,20241021,20250620,202506,20250620
IH2506.CFX,IH2506,CFFEX,IH2506,IH,张,1.0,指数点,现金交割,20241021,20250620,202506,20250620
IH2411.CFX,IH2411,CFFEX,IH2411,IH,张,1.0,指数点,现金交割,20240923,20241115,202411,20241115
IF2411.CFX,IF2411,CFFEX,IF2411,IF,张,1.0,指数点,现金交割,20240923,20241115,202411,20241115
IM2411.CFX,IM2411,CFFEX,IM2411,IM,张,1.0,指数点,现金交割,20240923,20241115,202411,20241115
IC2411.CFX,IC2411,CFFEX,IC2411,IC,张,1.0,指数点,现金交割,20240923,20241115,202411,20241115
T2506.CFX,T2506,CFFEX,T2506,T,张,1.0,人民币元,实物交割,20240918,20250613,202506,20250618
TF2506.CFX,TF2506,CFFEX,TF2506,TF,张,1.0,人民币元,实物交割,20240918,20250613,202506,20250618
TS2506.CFX,TS2506,CFFEX,TS2506,TS,张,1.0,人民币元,实物交割,20240918,20250613,202506,20250618
TL2506.CFX,TL2506,CFFEX,TL2506,TL,张,1.0,人民币元,实物交割,20240918,20250613,202506,20250618
IF2410.CFX,IF2410,CFFEX,IF2410,IF,张,1.0,指数点,现金交割,20240819,20241018,202410,20241018
IH2410.CFX,IH2410,CFFEX,IH2410,IH,张,1.0,指数点,现金交割,20240819,20241018,202410,20241018
IM2410.CFX,IM2410,CFFEX,IM2410,IM,张,1.0,指数点,现金交割,20240819,20241018,202410,20241018
IC2410.CFX,IC2410,CFFEX,IC2410,IC,张,1.0,指数点,现金交割,20240819,20241018,202410,20241018
IC2503.CFX,IC2503,CFFEX,IC2503,IC,张,1.0,指数点,现金交割,20240722,20250321,202503,20250321
IH2503.CFX,IH2503,CFFEX,IH2503,IH,张,1.0,指数点,现金交割,20240722,20250321,202503,20250321
IM2503.CFX,IM2503,CFFEX,IM2503,IM,张,1.0,指数点,现金交割,20240722,20250321,202503,20250321
IF2503.CFX,IF2503,CFFEX,IF2503,IF,张,1.0,指数点,现金交割,20240722,20250321,202503,20250321
IM2408.CFX,IM2408,CFFEX,IM2408,IM,张,1.0,指数点,现金交割,20240624,20240816,202408,20240816
IF2408.CFX,IF2408,CFFEX,IF2408,IF,张,1.0,指数点,现金交割,20240624,20240816,202408,20240816
IH2408.CFX,IH2408,CFFEX,IH2408,IH,张,1.0,指数点,现金交割,20240624,20240816,202408,20240816
IC2408.CFX,IC2408,CFFEX,IC2408,IC,张,1.0,指数点,现金交割,20240624,20240816,202408,20240816
TF2503.CFX,TF2503,CFFEX,TF2503,TF,张,1.0,人民币元,实物交割,20240617,20250314,202503,20250319
TL2503.CFX,TL2503,CFFEX,TL2503,TL,张,1.0,人民币元,实物交割,20240617,20250314,202503,20250319
TS2503.CFX,TS2503,CFFEX,TS2503,TS,张,1.0,人民币元,实物交割,20240617,20250314,202503,20250319
T2503.CFX,T2503,CFFEX,T2503,T,张,1.0,人民币元,实物交割,20240617,20250314,202503,20250319
IH2407.CFX,IH2407,CFFEX,IH2407,IH,张,1.0,指数点,现金交割,20240520,20240719,202407,20240719
IC2407.CFX,IC2407,CFFEX,IC2407,IC,张,1.0,指数点,现金交割,20240520,20240719,202407,20240719
IF2407.CFX,IF2407,CFFEX,IF2407,IF,张,1.0,指数点,现金交割,20240520,20240719,202407,20240719
IM2407.CFX,IM2407,CFFEX,IM2407,IM,张,1.0,指数点,现金交割,20240520,20240719,202407,20240719
IF2412.CFX,IF2412,CFFEX,IF2412,IF,张,1.0,指数点,现金交割,20240422,20241220,202412,20241220
IH2412.CFX,IH2412,CFFEX,IH2412,IH,张,1.0,指数点,现金交割,20240422,20241220,202412,20241220
IC2412.CFX,IC2412,CFFEX,IC2412,IC,张,1.0,指数点,现金交割,20240422,20241220,202412,20241220
IM2412.CFX,IM2412,CFFEX,IM2412,IM,张,1.0,指数点,现金交割,20240422,20241220,202412,20241220
IC2405.CFX,IC2405,CFFEX,IC2405,IC,张,1.0,指数点,现金交割,20240318,20240517,202405,20240517
IM2405.CFX,IM2405,CFFEX,IM2405,IM,张,1.0,指数点,现金交割,20240318,20240517,202405,20240517
IH2405.CFX,IH2405,CFFEX,IH2405,IH,张,1.0,指数点,现金交割,20240318,20240517,202405,20240517
IF2405.CFX,IF2405,CFFEX,IF2405,IF,张,1.0,指数点,现金交割,20240318,20240517,202405,20240517
TS2412.CFX,TS2412,CFFEX,TS2412,TS,张,1.0,人民币元,实物交割,20240311,20241213,202412,20241218
TF2412.CFX,TF2412,CFFEX,TF2412,TF,张,1.0,人民币元,实物交割,20240311,20241213,202412,20241218
TL2412.CFX,TL2412,CFFEX,TL2412,TL,张,1.0,人民币元,实物交割,20240311,20241213,202412,20241218
T2412.CFX,T2412,CFFEX,T2412,T,张,1.0,人民币元,实物交割,20240311,20241213,202412,20241218
IM2404.CFX,IM2404,CFFEX,IM2404,IM,张,1.0,指数点,现金交割,20240220,20240419,202404,20240419
IH2404.CFX,IH2404,CFFEX,IH2404,IH,张,1.0,指数点,现金交割,20240220,20240419,202404,20240419
IC2404.CFX,IC2404,CFFEX,IC2404,IC,张,1.0,指数点,现金交割,20240220,20240419,202404,20240419
IF2404.CFX,IF2404,CFFEX,IF2404,IF,张,1.0,指数点,现金交割,20240220,20240419,202404,20240419
IM2409.CFX,IM2409,CFFEX,IM2409,IM,张,1.0,指数点,现金交割,20240122,20240920,202409,20240920
IF2409.CFX,IF2409,CFFEX,IF2409,IF,张,1.0,指数点,现金交割,20240122,20240920,202409,20240920
IH2409.CFX,IH2409,CFFEX,IH2409,IH,张,1.0,指数点,现金交割,20240122,20240920,202409,20240920
IC2409.CFX,IC2409,CFFEX,IC2409,IC,张,1.0,指数点,现金交割,20240122,20240920,202409,20240920
IC2402.CFX,IC2402,CFFEX,IC2402,IC,张,1.0,指数点,现金交割,20231218,20240219,202402,20240219
IM2402.CFX,IM2402,CFFEX,IM2402,IM,张,1.0,指数点,现金交割,20231218,20240219,202402,20240219
IF2402.CFX,IF2402,CFFEX,IF2402,IF,张,1.0,指数点,现金交割,20231218,20240219,202402,20240219
IH2402.CFX,IH2402,CFFEX,IH2402,IH,张,1.0,指数点,现金交割,20231218,20240219,202402,20240219
T2409.CFX,T2409,CFFEX,T2409,T,张,1.0,人民币元,实物交割,20231211,20240913,202409,20240920
TS2409.CFX,TS2409,CFFEX,TS2409,TS,张,1.0,人民币元,实物交割,20231211,20240913,202409,20240920
TL2409.CFX,TL2409,CFFEX,TL2409,TL,张,1.0,人民币元,实物交割,20231211,20240913,202409,20240920
TF2409.CFX,TF2409,CFFEX,TF2409,TF,张,1.0,人民币元,实物交割,20231211,20240913,202409,20240920
IF2401.CFX,IF2401,CFFEX,IF2401,IF,张,1.0,指数点,现金交割,20231120,20240119,202401,20240119
IM2401.CFX,IM2401,CFFEX,IM2401,IM,张,1.0,指数点,现金交割,20231120,20240119,202401,20240119
IH2401.CFX,IH2401,CFFEX,IH2401,IH,张,1.0,指数点,现金交割,20231120,20240119,202401,20240119
IC2401.CFX,IC2401,CFFEX,IC2401,IC,张,1.0,指数点,现金交割,20231120,20240119,202401,20240119
IM2406.CFX,IM2406,CFFEX,IM2406,IM,张,1.0,指数点,现金交割,20231023,20240621,202406,20240621
IC2406.CFX,IC2406,CFFEX,IC2406,IC,张,1.0,指数点,现金交割,20231023,20240621,202406,20240621
IH2406.CFX,IH2406,CFFEX,IH2406,IH,张,1.0,指数点,现金交割,20231023,20240621,202406,20240621
IF2406.CFX,IF2406,CFFEX,IF2406,IF,张,1.0,指数点,现金交割,20231023,20240621,202406,20240621
IH2311.CFX,IH2311,CFFEX,IH2311,IH,张,1.0,指数点,现金交割,20230918,20231117,202311,20231117
IF2311.CFX,IF2311,CFFEX,IF2311,IF,张,1.0,指数点,现金交割,20230918,20231117,202311,20231117
IC2311.CFX,IC2311,CFFEX,IC2311,IC,张,1.0,指数点,现金交割,20230918,20231117,202311,20231117
IM2311.CFX,IM2311,CFFEX,IM2311,IM,张,1.0,指数点,现金交割,20230918,20231117,202311,20231117
TS2406.CFX,TS2406,CFFEX,TS2406,TS,张,1.0,人民币元,实物交割,20230911,20240614,202406,20240619
TL2406.CFX,TL2406,CFFEX,TL2406,TL,张,1.0,人民币元,实物交割,20230911,20240614,202406,20240619
TF2406.CFX,TF2406,CFFEX,TF2406,TF,张,1.0,人民币元,实物交割,20230911,20240614,202406,20240619
T2406.CFX,T2406,CFFEX,T2406,T,张,1.0,人民币元,实物交割,20230911,20240614,202406,20240619
IC2310.CFX,IC2310,CFFEX,IC2310,IC,张,1.0,指数点,现金交割,20230821,20231020,202310,20231020
IH2310.CFX,IH2310,CFFEX,IH2310,IH,张,1.0,指数点,现金交割,20230821,20231020,202310,20231020
IF2310.CFX,IF2310,CFFEX,IF2310,IF,张,1.0,指数点,现金交割,20230821,20231020,202310,20231020
IM2310.CFX,IM2310,CFFEX,IM2310,IM,张,1.0,指数点,现金交割,20230821,20231020,202310,20231020
IM2403.CFX,IM2403,CFFEX,IM2403,IM,张,1.0,指数点,现金交割,20230724,20240315,202403,20240315
IF2403.CFX,IF2403,CFFEX,IF2403,IF,张,1.0,指数点,现金交割,20230724,20240315,202403,20240315
IH2403.CFX,IH2403,CFFEX,IH2403,IH,张,1.0,指数点,现金交割,20230724,20240315,202403,20240315
IC2403.CFX,IC2403,CFFEX,IC2403,IC,张,1.0,指数点,现金交割,20230724,20240315,202403,20240315
IF2308.CFX,IF2308,CFFEX,IF2308,IF,张,1.0,指数点,现金交割,20230619,20230818,202308,20230818
IH2308.CFX,IH2308,CFFEX,IH2308,IH,张,1.0,指数点,现金交割,20230619,20230818,202308,20230818
IC2308.CFX,IC2308,CFFEX,IC2308,IC,张,1.0,指数点,现金交割,20230619,20230818,202308,20230818
IM2308.CFX,IM2308,CFFEX,IM2308,IM,张,1.0,指数点,现金交割,20230619,20230818,202308,20230818
T2403.CFX,T2403,CFFEX,T2403,T,张,1.0,人民币元,实物交割,20230612,20240308,202403,20240313
TF2403.CFX,TF2403,CFFEX,TF2403,TF,张,1.0,人民币元,实物交割,20230612,20240308,202403,20240313
TS2403.CFX,TS2403,CFFEX,TS2403,TS,张,1.0,人民币元,实物交割,20230612,20240308,202403,20240313
TL2403.CFX,TL2403,CFFEX,TL2403,TL,张,1.0,人民币元,实物交割,20230612,20240308,202403,20240313
IC2307.CFX,IC2307,CFFEX,IC2307,IC,张,1.0,指数点,现金交割,20230522,20230721,202307,20230721
IH2307.CFX,IH2307,CFFEX,IH2307,IH,张,1.0,指数点,现金交割,20230522,20230721,202307,20230721
IF2307.CFX,IF2307,CFFEX,IF2307,IF,张,1.0,指数点,现金交割,20230522,20230721,202307,20230721
IM2307.CFX,IM2307,CFFEX,IM2307,IM,张,1.0,指数点,现金交割,20230522,20230721,202307,20230721
IH2312.CFX,IH2312,CFFEX,IH2312,IH,张,1.0,指数点,现金交割,20230424,20231215,202312,20231215
IM2312.CFX,IM2312,CFFEX,IM2312,IM,张,1.0,指数点,现金交割,20230424,20231215,202312,20231215
IC2312.CFX,IC2312,CFFEX,IC2312,IC,张,1.0,指数点,现金交割,20230424,20231215,202312,20231215
IF2312.CFX,IF2312,CFFEX,IF2312,IF,张,1.0,指数点,现金交割,20230424,20231215,202312,20231215
TL2312.CFX,TL2312,CFFEX,TL2312,TL,张,1.0,人民币元,实物交割,20230421,20231208,202312,20231213
TL2309.CFX,TL2309,CFFEX,TL2309,TL,张,1.0,人民币元,实物交割,20230421,20230908,202309,20230913
TL2306.CFX,TL2306,CFFEX,TL2306,TL,张,1.0,人民币元,实物交割,20230421,20230609,202306,20230614
IF2305.CFX,IF2305,CFFEX,IF2305,IF,张,1.0,指数点,现金交割,20230320,20230519,202305,20230519
IM2305.CFX,IM2305,CFFEX,IM2305,IM,张,1.0,指数点,现金交割,20230320,20230519,202305,20230519
IC2305.CFX,IC2305,CFFEX,IC2305,IC,张,1.0,指数点,现金交割,20230320,20230519,202305,20230519
IH2305.CFX,IH2305,CFFEX,IH2305,IH,张,1.0,指数点,现金交割,20230320,20230519,202305,20230519
T2312.CFX,T2312,CFFEX,T2312,T,张,1.0,人民币元,实物交割,20230313,20231208,202312,20231213
TF2312.CFX,TF2312,CFFEX,TF2312,TF,张,1.0,人民币元,实物交割,20230313,20231208,202312,20231213
TS2312.CFX,TS2312,CFFEX,TS2312,TS,张,1.0,人民币元,实物交割,20230313,20231208,202312,20231213
IH2304.CFX,IH2304,CFFEX,IH2304,IH,张,1.0,指数点,现金交割,20230220,20230421,202304,20230421
IF2304.CFX,IF2304,CFFEX,IF2304,IF,张,1.0,指数点,现金交割,20230220,20230421,202304,20230421
IM2304.CFX,IM2304,CFFEX,IM2304,IM,张,1.0,指数点,现金交割,20230220,20230421,202304,20230421
IC2304.CFX,IC2304,CFFEX,IC2304,IC,张,1.0,指数点,现金交割,20230220,20230421,202304,20230421
IM2309.CFX,IM2309,CFFEX,IM2309,IM,张,1.0,指数点,现金交割,20230130,20230915,202309,20230915
IF2309.CFX,IF2309,CFFEX,IF2309,IF,张,1.0,指数点,现金交割,20230130,20230915,202309,20230915
IC2309.CFX,IC2309,CFFEX,IC2309,IC,张,1.0,指数点,现金交割,20230130,20230915,202309,20230915
IH2309.CFX,IH2309,CFFEX,IH2309,IH,张,1.0,指数点,现金交割,20230130,20230915,202309,20230915
IH2302.CFX,IH2302,CFFEX,IH2302,IH,张,1.0,指数点,现金交割,20221219,20230217,202302,20230217
IF2302.CFX,IF2302,CFFEX,IF2302,IF,张,1.0,指数点,现金交割,20221219,20230217,202302,20230217
IM2302.CFX,IM2302,CFFEX,IM2302,IM,张,1.0,指数点,现金交割,20221219,20230217,202302,20230217
IC2302.CFX,IC2302,CFFEX,IC2302,IC,张,1.0,指数点,现金交割,20221219,20230217,202302,20230217
TF2309.CFX,TF2309,CFFEX,TF2309,TF,张,1.0,人民币元,实物交割,20221212,20230908,202309,20230913
T2309.CFX,T2309,CFFEX,T2309,T,张,1.0,人民币元,实物交割,20221212,20230908,202309,20230913
TS2309.CFX,TS2309,CFFEX,TS2309,TS,张,1.0,人民币元,实物交割,20221212,20230908,202309,20230913
IM2301.CFX,IM2301,CFFEX,IM2301,IM,张,1.0,指数点,现金交割,20221121,20230120,202301,20230120
IC2301.CFX,IC2301,CFFEX,IC2301,IC,张,1.0,指数点,现金交割,20221121,20230120,202301,20230120
IH2301.CFX,IH2301,CFFEX,IH2301,IH,张,1.0,指数点,现金交割,20221121,20230120,202301,20230120
IF2301.CFX,IF2301,CFFEX,IF2301,IF,张,1.0,指数点,现金交割,20221121,20230120,202301,20230120
IF2306.CFX,IF2306,CFFEX,IF2306,IF,张,1.0,指数点,现金交割,20221024,20230616,202306,20230616
IM2306.CFX,IM2306,CFFEX,IM2306,IM,张,1.0,指数点,现金交割,20221024,20230616,202306,20230616
IC2306.CFX,IC2306,CFFEX,IC2306,IC,张,1.0,指数点,现金交割,20221024,20230616,202306,20230616
IH2306.CFX,IH2306,CFFEX,IH2306,IH,张,1.0,指数点,现金交割,20221024,20230616,202306,20230616
IH2211.CFX,IH2211,CFFEX,IH2211,IH,张,1.0,指数点,现金交割,20220919,20221118,202211,20221118
IC2211.CFX,IC2211,CFFEX,IC2211,IC,张,1.0,指数点,现金交割,20220919,20221118,202211,20221118
IF2211.CFX,IF2211,CFFEX,IF2211,IF,张,1.0,指数点,现金交割,20220919,20221118,202211,20221118
IM2211.CFX,IM2211,CFFEX,IM2211,IM,张,1.0,指数点,现金交割,20220919,20221118,202211,20221118
T2306.CFX,T2306,CFFEX,T2306,T,张,1.0,人民币元,实物交割,20220913,20230609,202306,20230614
TS2306.CFX,TS2306,CFFEX,TS2306,TS,张,1.0,人民币元,实物交割,20220913,20230609,202306,20230614
TF2306.CFX,TF2306,CFFEX,TF2306,TF,张,1.0,人民币元,实物交割,20220913,20230609,202306,20230614
IC2210.CFX,IC2210,CFFEX,IC2210,IC,张,1.0,指数点,现金交割,20220822,20221021,202210,20221021
IH2210.CFX,IH2210,CFFEX,IH2210,IH,张,1.0,指数点,现金交割,20220822,20221021,202210,20221021
IM2210.CFX,IM2210,CFFEX,IM2210,IM,张,1.0,指数点,现金交割,20220822,20221021,202210,20221021
IF2210.CFX,IF2210,CFFEX,IF2210,IF,张,1.0,指数点,现金交割,20220822,20221021,202210,20221021
IM2303.CFX,IM2303,CFFEX,IM2303,IM,张,1.0,指数点,现金交割,20220722,20230317,202303,20230317
IM2212.CFX,IM2212,CFFEX,IM2212,IM,张,1.0,指数点,现金交割,20220722,20221216,202212,20221216
IM2209.CFX,IM2209,CFFEX,IM2209,IM,张,1.0,指数点,现金交割,20220722,20220916,202209,20220916
IM2208.CFX,IM2208,CFFEX,IM2208,IM,张,1.0,指数点,现金交割,20220722,20220819,202208,20220819
IH2303.CFX,IH2303,CFFEX,IH2303,IH,张,1.0,指数点,现金交割,20220718,20230317,202303,20230317
IC2303.CFX,IC2303,CFFEX,IC2303,IC,张,1.0,指数点,现金交割,20220718,20230317,202303,20230317
IF2303.CFX,IF2303,CFFEX,IF2303,IF,张,1.0,指数点,现金交割,20220718,20230317,202303,20230317
IH2208.CFX,IH2208,CFFEX,IH2208,IH,张,1.0,指数点,现金交割,20220620,20220819,202208,20220819
IC2208.CFX,IC2208,CFFEX,IC2208,IC,张,1.0,指数点,现金交割,20220620,20220819,202208,20220819
IF2208.CFX,IF2208,CFFEX,IF2208,IF,张,1.0,指数点,现金交割,20220620,20220819,202208,20220819
TS2303.CFX,TS2303,CFFEX,TS2303,TS,张,1.0,人民币元,实物交割,20220613,20230310,202303,20230315
TF2303.CFX,TF2303,CFFEX,TF2303,TF,张,1.0,人民币元,实物交割,20220613,20230310,202303,20230315
T2303.CFX,T2303,CFFEX,T2303,T,张,1.0,人民币元,实物交割,20220613,20230310,202303,20230315
IC2207.CFX,IC2207,CFFEX,IC2207,IC,张,1.0,指数点,现金交割,20220523,20220715,202207,20220715
IF2207.CFX,IF2207,CFFEX,IF2207,IF,张,1.0,指数点,现金交割,20220523,20220715,202207,20220715
IH2207.CFX,IH2207,CFFEX,IH2207,IH,张,1.0,指数点,现金交割,20220523,20220715,202207,20220715
IC2212.CFX,IC2212,CFFEX,IC2212,IC,张,1.0,指数点,现金交割,20220418,20221216,202212,20221216
IF2212.CFX,IF2212,CFFEX,IF2212,IF,张,1.0,指数点,现金交割,20220418,20221216,202212,20221216
IH2212.CFX,IH2212,CFFEX,IH2212,IH,张,1.0,指数点,现金交割,20220418,20221216,202212,20221216
IF2205.CFX,IF2205,CFFEX,IF2205,IF,张,1.0,指数点,现金交割,20220321,20220520,202205,20220520
IH2205.CFX,IH2205,CFFEX,IH2205,IH,张,1.0,指数点,现金交割,20220321,20220520,202205,20220520
IC2205.CFX,IC2205,CFFEX,IC2205,IC,张,1.0,指数点,现金交割,20220321,20220520,202205,20220520
T2212.CFX,T2212,CFFEX,T2212,T,张,1.0,人民币元,实物交割,20220314,20221209,202212,20221214
TF2212.CFX,TF2212,CFFEX,TF2212,TF,张,1.0,人民币元,实物交割,20220314,20221209,202212,20221214
TS2212.CFX,TS2212,CFFEX,TS2212,TS,张,1.0,人民币元,实物交割,20220314,20221209,202212,20221214
IH2204.CFX,IH2204,CFFEX,IH2204,IH,张,1.0,指数点,现金交割,20220221,20220415,202204,20220415
IC2204.CFX,IC2204,CFFEX,IC2204,IC,张,1.0,指数点,现金交割,20220221,20220415,202204,20220415
