ts_code,symbol,exchange,name,fut_code,trade_unit,per_unit,quote_unit,d_mode_desc,list_date,delist_date,d_month,last_ddate
BC2607.INE,BC2607,INE,国际铜2607,BC,吨,5.0,人民币元/吨,实物交割,20250716,20260715,202607,20260722
NR2607.INE,NR2607,INE,20号胶2607,NR,吨,10.0,人民币元/吨,实物交割,20250716,20260715,202607,20260722
EC2606.INE,EC2606,INE,集运指数(欧线)2606,EC,张,1.0,指数点,现金交割,20250701,20260629,202606,20260629
LU2607.INE,LU2607,INE,低硫燃料油2607,LU,吨,10.0,人民币元/吨,实物交割,20250701,20260630,202607,20260707
SC2607.INE,SC2607,INE,原油2607,SC,桶,1000.0,人民币元/桶,实物交割,20250701,20260630,202607,20260707
SCTAS2511.INE,SC2511TAS,INE,原油2511TAS,SCTAS,桶,1000.0,人民币元/桶,,20250701,20251021,202511,
BC2606.INE,BC2606,INE,国际铜2606,BC,吨,5.0,人民币元/吨,实物交割,20250617,20260615,202606,20260623
NR2606.INE,NR2606,INE,20号胶2606,NR,吨,10.0,人民币元/吨,实物交割,20250617,20260615,202606,20260623
LU2606.INE,LU2606,INE,低硫燃料油2606,LU,吨,10.0,人民币元/吨,实物交割,20250603,20260529,202606,20260605
SC2806.INE,SC2806,INE,原油2806,SC,桶,1000.0,人民币元/桶,实物交割,20250603,20280531,202806,20280607
SCTAS2510.INE,SC2510TAS,INE,原油2510TAS,SCTAS,桶,1000.0,人民币元/桶,,20250603,20250918,202510,
BC2605.INE,BC2605,INE,国际铜2605,BC,吨,5.0,人民币元/吨,实物交割,20250516,20260515,202605,20260522
NR2605.INE,NR2605,INE,20号胶2605,NR,吨,10.0,人民币元/吨,实物交割,20250516,20260515,202605,20260522
LU2605.INE,LU2605,INE,低硫燃料油2605,LU,吨,10.0,人民币元/吨,实物交割,20250506,20260430,202605,20260512
SCTAS2509.INE,SC2509TAS,INE,原油2509TAS,SCTAS,桶,1000.0,人民币元/桶,,20250506,20250819,202509,
SC2605.INE,SC2605,INE,原油2605,SC,桶,1000.0,人民币元/桶,实物交割,20250506,20260430,202605,20260512
EC2604.INE,EC2604,INE,集运指数(欧线)2604,EC,张,1.0,指数点,现金交割,20250429,20260427,202604,20260427
BC2604.INE,BC2604,INE,国际铜2604,BC,吨,5.0,人民币元/吨,实物交割,20250416,20260415,202604,20260422
NR2604.INE,NR2604,INE,20号胶2604,NR,吨,10.0,人民币元/吨,实物交割,20250416,20260415,202604,20260422
SC2604.INE,SC2604,INE,原油2604,SC,桶,1000.0,人民币元/桶,实物交割,20250401,20260331,202604,20260408
SCTAS2508.INE,SC2508TAS,INE,原油2508TAS,SCTAS,桶,1000.0,人民币元/桶,,20250401,20250721,202508,
LU2604.INE,LU2604,INE,低硫燃料油2604,LU,吨,10.0,人民币元/吨,实物交割,20250401,20260331,202604,20260408
BC2603.INE,BC2603,INE,国际铜2603,BC,吨,5.0,人民币元/吨,实物交割,20250318,20260316,202603,20260323
NR2603.INE,NR2603,INE,20号胶2603,NR,吨,10.0,人民币元/吨,实物交割,20250318,20260316,202603,20260323
LU2603.INE,LU2603,INE,低硫燃料油2603,LU,吨,10.0,人民币元/吨,实物交割,20250303,20260227,202603,20260306
SCTAS2507.INE,SC2507TAS,INE,原油2507TAS,SCTAS,桶,1000.0,人民币元/桶,,20250303,20250618,202507,
SC2803.INE,SC2803,INE,原油2803,SC,桶,1000.0,人民币元/桶,实物交割,20250303,20280229,202803,20280307
EC2602.INE,EC2602,INE,集运指数(欧线)2602,EC,张,1.0,指数点,现金交割,20250225,20260209,202602,20260209
BC2602.INE,BC2602,INE,国际铜2602,BC,吨,5.0,人民币元/吨,实物交割,20250218,20260224,202602,20260303
NR2602.INE,NR2602,INE,20号胶2602,NR,吨,10.0,人民币元/吨,实物交割,20250218,20260224,202602,20260303
LU2602.INE,LU2602,INE,低硫燃料油2602,LU,吨,10.0,人民币元/吨,实物交割,20250205,20260130,202602,20260206
SCTAS2506.INE,SC2506TAS,INE,原油2506TAS,SCTAS,桶,1000.0,人民币元/桶,,20250205,20250520,202506,
SC2602.INE,SC2602,INE,原油2602,SC,桶,1000.0,人民币元/桶,实物交割,20250205,20260130,202602,20260206
NR2601.INE,NR2601,INE,20号胶2601,NR,吨,10.0,人民币元/吨,实物交割,20250116,20260115,202601,20260122
BC2601.INE,BC2601,INE,国际铜2601,BC,吨,5.0,人民币元/吨,实物交割,20250116,20260115,202601,20260122
SC2601.INE,SC2601,INE,原油2601,SC,桶,1000.0,人民币元/桶,实物交割,20250102,20251231,202601,20260109
SCTAS2505.INE,SC2505TAS,INE,原油2505TAS,SCTAS,桶,1000.0,人民币元/桶,,20250102,20250418,202505,
LU2601.INE,LU2601,INE,低硫燃料油2601,LU,吨,10.0,人民币元/吨,实物交割,20250102,20251231,202601,20260109
EC2512.INE,EC2512,INE,集运指数(欧线)2512,EC,张,1.0,指数点,现金交割,20241231,20251229,202512,20251229
BC2512.INE,BC2512,INE,国际铜2512,BC,吨,5.0,人民币元/吨,实物交割,20241217,20251215,202512,20251222
NR2512.INE,NR2512,INE,20号胶2512,NR,吨,10.0,人民币元/吨,实物交割,20241217,20251215,202512,20251222
SCTAS2504.INE,SC2504TAS,INE,原油2504TAS,SCTAS,桶,1000.0,人民币元/桶,,20241202,20250319,202504,
SC2712.INE,SC2712,INE,原油2712,SC,桶,1000.0,人民币元/桶,实物交割,20241202,20271130,202712,20271207
LU2512.INE,LU2512,INE,低硫燃料油2512,LU,吨,10.0,人民币元/吨,实物交割,20241202,20251128,202512,20251205
BC2511.INE,BC2511,INE,国际铜2511,BC,吨,5.0,人民币元/吨,实物交割,20241118,20251117,202511,20251124
NR2511.INE,NR2511,INE,20号胶2511,NR,吨,10.0,人民币元/吨,实物交割,20241118,20251117,202511,20251124
SC2511.INE,SC2511,INE,原油2511,SC,桶,1000.0,人民币元/桶,实物交割,20241101,20251031,202511,20251107
LU2511.INE,LU2511,INE,低硫燃料油2511,LU,吨,10.0,人民币元/吨,实物交割,20241101,20251031,202511,20251107
SCTAS2503.INE,SC2503TAS,INE,原油2503TAS,SCTAS,桶,1000.0,人民币元/桶,,20241101,20250218,202503,
EC2510.INE,EC2510,INE,集运指数(欧线)2510,EC,张,1.0,指数点,现金交割,20241029,20251027,202510,20251027
NR2510.INE,NR2510,INE,20号胶2510,NR,吨,10.0,人民币元/吨,实物交割,20241016,20251015,202510,20251022
BC2510.INE,BC2510,INE,国际铜2510,BC,吨,5.0,人民币元/吨,实物交割,20241016,20251015,202510,20251022
SC2510.INE,SC2510,INE,原油2510,SC,桶,1000.0,人民币元/桶,实物交割,20241008,20250930,202510,20251015
LU2510.INE,LU2510,INE,低硫燃料油2510,LU,吨,10.0,人民币元/吨,实物交割,20241008,20250930,202510,20251015
SCTAS2502.INE,SC2502TAS,INE,原油2502TAS,SCTAS,桶,1000.0,人民币元/桶,,20241008,20250115,202502,
BC2509.INE,BC2509,INE,国际铜2509,BC,吨,5.0,人民币元/吨,实物交割,20240919,20250915,202509,20250922
NR2509.INE,NR2509,INE,20号胶2509,NR,吨,10.0,人民币元/吨,实物交割,20240919,20250915,202509,20250922
SC2709.INE,SC2709,INE,原油2709,SC,桶,1000.0,人民币元/桶,实物交割,20240902,20270831,202709,20270907
SCTAS2501.INE,SC2501TAS,INE,原油2501TAS,SCTAS,桶,1000.0,人民币元/桶,,20240902,20241219,202501,
LU2509.INE,LU2509,INE,低硫燃料油2509,LU,吨,10.0,人民币元/吨,实物交割,20240902,20250829,202509,20250905
EC2508.INE,EC2508,INE,集运指数(欧线)2508,EC,张,1.0,指数点,现金交割,20240827,20250825,202508,20250825
BC2508.INE,BC2508,INE,国际铜2508,BC,吨,5.0,人民币元/吨,实物交割,20240816,20250815,202508,20250822
NR2508.INE,NR2508,INE,20号胶2508,NR,吨,10.0,人民币元/吨,实物交割,20240816,20250815,202508,20250822
SCTAS2412.INE,SC2412TAS,INE,原油2412TAS,SCTAS,桶,1000.0,人民币元/桶,,20240801,20241119,202412,
SC2508.INE,SC2508,INE,原油2508,SC,桶,1000.0,人民币元/桶,实物交割,20240801,20250731,202508,20250807
LU2508.INE,LU2508,INE,低硫燃料油2508,LU,吨,10.0,人民币元/吨,实物交割,20240801,20250731,202508,20250807
NR2507.INE,NR2507,INE,20号胶2507,NR,吨,10.0,人民币元/吨,实物交割,20240716,20250715,202507,20250722
BC2507.INE,BC2507,INE,国际铜2507,BC,吨,5.0,人民币元/吨,实物交割,20240716,20250715,202507,20250722
SCTAS2411.INE,SC2411TAS,INE,原油2411TAS,SCTAS,桶,1000.0,人民币元/桶,,20240701,20241021,202411,
SC2507.INE,SC2507,INE,原油2507,SC,桶,1000.0,人民币元/桶,实物交割,20240701,20250630,202507,20250707
LU2507.INE,LU2507,INE,低硫燃料油2507,LU,吨,10.0,人民币元/吨,实物交割,20240701,20250630,202507,20250707
EC2506.INE,EC2506,INE,集运指数(欧线)2506,EC,张,1.0,指数点,现金交割,20240625,20250630,202506,20250630
BC2506.INE,BC2506,INE,国际铜2506,BC,吨,5.0,人民币元/吨,实物交割,20240618,20250616,202506,20250623
NR2506.INE,NR2506,INE,20号胶2506,NR,吨,10.0,人民币元/吨,实物交割,20240618,20250616,202506,20250623
LU2506.INE,LU2506,INE,低硫燃料油2506,LU,吨,10.0,人民币元/吨,实物交割,20240603,20250530,202506,20250609
SC2706.INE,SC2706,INE,原油2706,SC,桶,1000.0,人民币元/桶,实物交割,20240603,20270531,202706,20270607
SCTAS2410.INE,SC2410TAS,INE,原油2410TAS,SCTAS,桶,1000.0,人民币元/桶,,20240603,20240918,202410,
NR2505.INE,NR2505,INE,20号胶2505,NR,吨,10.0,人民币元/吨,实物交割,20240516,20250515,202505,20250522
BC2505.INE,BC2505,INE,国际铜2505,BC,吨,5.0,人民币元/吨,实物交割,20240516,20250515,202505,20250522
SCTAS2409.INE,SC2409TAS,INE,原油2409TAS,SCTAS,桶,1000.0,人民币元/桶,,20240506,20240820,202409,
SC2505.INE,SC2505,INE,原油2505,SC,桶,1000.0,人民币元/桶,实物交割,20240506,20250430,202505,20250512
LU2505.INE,LU2505,INE,低硫燃料油2505,LU,吨,10.0,人民币元/吨,实物交割,20240506,20250430,202505,20250512
EC2504.INE,EC2504,INE,集运指数(欧线)2504,EC,张,1.0,指数点,现金交割,20240430,20250428,202504,20250428
NR2504.INE,NR2504,INE,20号胶2504,NR,吨,10.0,人民币元/吨,实物交割,20240416,20250415,202504,20250422
BC2504.INE,BC2504,INE,国际铜2504,BC,吨,5.0,人民币元/吨,实物交割,20240416,20250415,202504,20250422
SCTAS2408.INE,SC2408TAS,INE,原油2408TAS,SCTAS,桶,1000.0,人民币元/桶,,20240401,20240719,202408,
SC2504.INE,SC2504,INE,原油2504,SC,桶,1000.0,人民币元/桶,实物交割,20240401,20250331,202504,20250408
LU2504.INE,LU2504,INE,低硫燃料油2504,LU,吨,10.0,人民币元/吨,实物交割,20240401,20250331,202504,20250408
BC2503.INE,BC2503,INE,国际铜2503,BC,吨,5.0,人民币元/吨,实物交割,20240318,20250317,202503,20250324
NR2503.INE,NR2503,INE,20号胶2503,NR,吨,10.0,人民币元/吨,实物交割,20240318,20250317,202503,20250324
SC2703.INE,SC2703,INE,原油2703,SC,桶,1000.0,人民币元/桶,实物交割,20240301,20270226,202703,20270305
SCTAS2407.INE,SC2407TAS,INE,原油2407TAS,SCTAS,桶,1000.0,人民币元/桶,,20240301,20240618,202407,
LU2503.INE,LU2503,INE,低硫燃料油2503,LU,吨,10.0,人民币元/吨,实物交割,20240301,20250228,202503,20250307
EC2502.INE,EC2502,INE,集运指数(欧线)2502,EC,张,1.0,指数点,现金交割,20240227,20250224,202502,20250224
NR2502.INE,NR2502,INE,20号胶2502,NR,吨,10.0,人民币元/吨,实物交割,20240220,20250217,202502,20250224
BC2502.INE,BC2502,INE,国际铜2502,BC,吨,5.0,人民币元/吨,实物交割,20240220,20250217,202502,20250224
SC2502.INE,SC2502,INE,原油2502,SC,桶,1000.0,人民币元/桶,实物交割,20240201,20250127,202502,20250211
SCTAS2406.INE,SC2406TAS,INE,原油2406TAS,SCTAS,桶,1000.0,人民币元/桶,,20240201,20240521,202406,
LU2502.INE,LU2502,INE,低硫燃料油2502,LU,吨,10.0,人民币元/吨,实物交割,20240201,20250127,202502,20250211
BC2501.INE,BC2501,INE,国际铜2501,BC,吨,5.0,人民币元/吨,实物交割,20240116,20250115,202501,20250122
NR2501.INE,NR2501,INE,20号胶2501,NR,吨,10.0,人民币元/吨,实物交割,20240116,20250115,202501,20250122
SC2501.INE,SC2501,INE,原油2501,SC,桶,1000.0,人民币元/桶,实物交割,20240102,20241231,202501,20250108
LU2501.INE,LU2501,INE,低硫燃料油2501,LU,吨,10.0,人民币元/吨,实物交割,20240102,20241231,202501,20250108
SCTAS2405.INE,SC2405TAS,INE,原油2405TAS,SCTAS,桶,1000.0,人民币元/桶,,20240102,20240418,202405,
BC2412.INE,BC2412,INE,国际铜2412,BC,吨,5.0,人民币元/吨,实物交割,20231218,20241216,202412,20241223
NR2412.INE,NR2412,INE,20号胶2412,NR,吨,10.0,人民币元/吨,实物交割,20231218,20241216,202412,20241223
SC2612.INE,SC2612,INE,原油2612,SC,桶,1000.0,人民币元/桶,实物交割,20231201,20261130,202612,20261207
LU2412.INE,LU2412,INE,低硫燃料油2412,LU,吨,10.0,人民币元/吨,实物交割,20231201,20241129,202412,20241206
SCTAS2404.INE,SC2404TAS,INE,原油2404TAS,SCTAS,桶,1000.0,人民币元/桶,,20231201,20240319,202404,
NR2411.INE,NR2411,INE,20号胶2411,NR,吨,10.0,人民币元/吨,实物交割,20231116,20241115,202411,20241122
BC2411.INE,BC2411,INE,国际铜2411,BC,吨,5.0,人民币元/吨,实物交割,20231116,20241115,202411,20241122
SC2411.INE,SC2411,INE,原油2411,SC,桶,1000.0,人民币元/桶,实物交割,20231101,20241031,202411,20241107
SCTAS2403.INE,SC2403TAS,INE,原油2403TAS,SCTAS,桶,1000.0,人民币元/桶,,20231101,20240219,202403,
LU2411.INE,LU2411,INE,低硫燃料油2411,LU,吨,10.0,人民币元/吨,实物交割,20231101,20241031,202411,20241107
NR2410.INE,NR2410,INE,20号胶2410,NR,吨,10.0,人民币元/吨,实物交割,20231017,20241015,202410,20241022
BC2410.INE,BC2410,INE,国际铜2410,BC,吨,5.0,人民币元/吨,实物交割,20231017,20241015,202410,20241022
SC2410.INE,SC2410,INE,原油2410,SC,桶,1000.0,人民币元/桶,实物交割,20231009,20240930,202410,20241014
SCTAS2402.INE,SC2402TAS,INE,原油2402TAS,SCTAS,桶,1000.0,人民币元/桶,,20231009,20240119,202402,
LU2410.INE,LU2410,INE,低硫燃料油2410,LU,吨,10.0,人民币元/吨,实物交割,20231009,20240930,202410,20241014
BC2409.INE,BC2409,INE,国际铜2409,BC,吨,5.0,人民币元/吨,实物交割,20230918,20240918,202409,20240925
NR2409.INE,NR2409,INE,20号胶2409,NR,吨,10.0,人民币元/吨,实物交割,20230918,20240918,202409,20240925
SC2609.INE,SC2609,INE,原油2609,SC,桶,1000.0,人民币元/桶,实物交割,20230901,20260831,202609,20260907
LU2409.INE,LU2409,INE,低硫燃料油2409,LU,吨,10.0,人民币元/吨,实物交割,20230901,20240830,202409,20240906
SCTAS2401.INE,SC2401TAS,INE,原油2401TAS,SCTAS,桶,1000.0,人民币元/桶,,20230901,20231219,202401,
EC2410.INE,EC2410,INE,集运指数(欧线)2410,EC,张,1.0,指数点,现金交割,20230818,20241028,202410,20241028
EC2412.INE,EC2412,INE,集运指数(欧线)2412,EC,张,1.0,指数点,现金交割,20230818,20241230,202412,20241230
EC2408.INE,EC2408,INE,集运指数(欧线)2408,EC,张,1.0,指数点,现金交割,20230818,20240826,202408,20240826
EC2406.INE,EC2406,INE,集运指数(欧线)2406,EC,张,1.0,指数点,现金交割,20230818,20240624,202406,20240624
EC2404.INE,EC2404,INE,集运指数(欧线)2404,EC,张,1.0,指数点,现金交割,20230818,20240429,202404,20240429
BC2408.INE,BC2408,INE,国际铜2408,BC,吨,5.0,人民币元/吨,实物交割,20230816,20240815,202408,20240822
NR2408.INE,NR2408,INE,20号胶2408,NR,吨,10.0,人民币元/吨,实物交割,20230816,20240815,202408,20240822
SCTAS2312.INE,SC2312TAS,INE,原油2312TAS,SCTAS,桶,1000.0,人民币元/桶,,20230801,20231120,202312,
SC2408.INE,SC2408,INE,原油2408,SC,桶,1000.0,人民币元/桶,实物交割,20230801,20240731,202408,20240807
LU2408.INE,LU2408,INE,低硫燃料油2408,LU,吨,10.0,人民币元/吨,实物交割,20230801,20240731,202408,20240807
NR2407.INE,NR2407,INE,20号胶2407,NR,吨,10.0,人民币元/吨,实物交割,20230718,20240715,202407,20240722
BC2407.INE,BC2407,INE,国际铜2407,BC,吨,5.0,人民币元/吨,实物交割,20230718,20240715,202407,20240722
LU2407.INE,LU2407,INE,低硫燃料油2407,LU,吨,10.0,人民币元/吨,实物交割,20230703,20240628,202407,20240705
SC2407.INE,SC2407,INE,原油2407,SC,桶,1000.0,人民币元/桶,实物交割,20230703,20240628,202407,20240705
SCTAS2311.INE,SC2311TAS,INE,原油2311TAS,SCTAS,桶,1000.0,人民币元/桶,,20230703,20231019,202311,
NR2406.INE,NR2406,INE,20号胶2406,NR,吨,10.0,人民币元/吨,实物交割,20230616,20240617,202406,20240624
BC2406.INE,BC2406,INE,国际铜2406,BC,吨,5.0,人民币元/吨,实物交割,20230616,20240617,202406,20240624
SCTAS2310.INE,SC2310TAS,INE,原油2310TAS,SCTAS,桶,1000.0,人民币元/桶,,20230601,20230918,202310,
SC2606.INE,SC2606,INE,原油2606,SC,桶,1000.0,人民币元/桶,实物交割,20230601,20260529,202606,20260605
LU2406.INE,LU2406,INE,低硫燃料油2406,LU,吨,10.0,人民币元/吨,实物交割,20230601,20240531,202406,20240607
BC2405.INE,BC2405,INE,国际铜2405,BC,吨,5.0,人民币元/吨,实物交割,20230516,20240515,202405,20240522
NR2405.INE,NR2405,INE,20号胶2405,NR,吨,10.0,人民币元/吨,实物交割,20230516,20240515,202405,20240522
SCTAS2309.INE,SC2309TAS,INE,原油2309TAS,SCTAS,桶,1000.0,人民币元/桶,,20230504,20230821,202309,
SC2405.INE,SC2405,INE,原油2405,SC,桶,1000.0,人民币元/桶,实物交割,20230504,20240430,202405,20240510
LU2405.INE,LU2405,INE,低硫燃料油2405,LU,吨,10.0,人民币元/吨,实物交割,20230504,20240430,202405,20240510
SCTAS2307.INE,SC2307TAS,INE,原油2307TAS,SCTAS,桶,1000.0,人民币元/桶,,20230425,20230616,202307,
SCTAS2308.INE,SC2308TAS,INE,原油2308TAS,SCTAS,桶,1000.0,人民币元/桶,,20230425,20230719,202308,
BC2404.INE,BC2404,INE,国际铜2404,BC,吨,5.0,人民币元/吨,实物交割,20230418,20240415,202404,20240422
NR2404.INE,NR2404,INE,20号胶2404,NR,吨,10.0,人民币元/吨,实物交割,20230418,20240415,202404,20240422
LU2404.INE,LU2404,INE,低硫燃料油2404,LU,吨,10.0,人民币元/吨,实物交割,20230403,20240329,202404,20240409
SC2404.INE,SC2404,INE,原油2404,SC,桶,1000.0,人民币元/桶,实物交割,20230403,20240329,202404,20240409
SCTAS2306.INE,SC2306TAS,INE,原油2306TAS,SCTAS,桶,1000.0,人民币元/桶,,20230403,20230519,202306,
NR2403.INE,NR2403,INE,20号胶2403,NR,吨,10.0,人民币元/吨,实物交割,20230316,20240315,202403,20240322
BC2403.INE,BC2403,INE,国际铜2403,BC,吨,5.0,人民币元/吨,实物交割,20230316,20240315,202403,20240322
SC2603.INE,SC2603,INE,原油2603,SC,桶,1000.0,人民币元/桶,实物交割,20230301,20260227,202603,20260306
SCTAS2305.INE,SC2305TAS,INE,原油2305TAS,SCTAS,桶,1000.0,人民币元/桶,,20230301,20230418,202305,
LU2403.INE,LU2403,INE,低硫燃料油2403,LU,吨,10.0,人民币元/吨,实物交割,20230301,20240229,202403,20240307
NR2402.INE,NR2402,INE,20号胶2402,NR,吨,10.0,人民币元/吨,实物交割,20230216,20240219,202402,20240226
BC2402.INE,BC2402,INE,国际铜2402,BC,吨,5.0,人民币元/吨,实物交割,20230216,20240219,202402,20240226
SC2402.INE,SC2402,INE,原油2402,SC,桶,1000.0,人民币元/桶,实物交割,20230117,20240131,202402,20240207
NR2401.INE,NR2401,INE,20号胶2401,NR,吨,10.0,人民币元/吨,实物交割,20230117,20240115,202401,20240122
SCTAS2304.INE,SC2304TAS,INE,原油2304TAS,SCTAS,桶,1000.0,人民币元/桶,,20230117,20230321,202304,
LU2402.INE,LU2402,INE,低硫燃料油2402,LU,吨,10.0,人民币元/吨,实物交割,20230117,20240131,202402,20240207
BC2401.INE,BC2401,INE,国际铜2401,BC,吨,5.0,人民币元/吨,实物交割,20230117,20240115,202401,20240122
LU2401.INE,LU2401,INE,低硫燃料油2401,LU,吨,10.0,人民币元/吨,实物交割,20221223,20231229,202401,20240108
SC2401.INE,SC2401,INE,原油2401,SC,桶,1000.0,人民币元/桶,实物交割,20221223,20231229,202401,20240108
SCTAS2303.INE,SC2303TAS,INE,原油2303TAS,SCTAS,桶,1000.0,人民币元/桶,,20221223,20230216,202303,
NR2312.INE,NR2312,INE,20号胶2312,NR,吨,10.0,人民币元/吨,实物交割,20221216,20231215,202312,20231222
BC2312.INE,BC2312,INE,国际铜2312,BC,吨,5.0,人民币元/吨,实物交割,20221216,20231215,202312,20231222
SCTAS2302.INE,SC2302TAS,INE,原油2302TAS,SCTAS,桶,1000.0,人民币元/桶,,20221201,20230104,202302,
LU2312.INE,LU2312,INE,低硫燃料油2312,LU,吨,10.0,人民币元/吨,实物交割,20221201,20231130,202312,20231207
SC2512.INE,SC2512,INE,原油2512,SC,桶,1000.0,人民币元/桶,实物交割,20221201,20251128,202512,20251205
BC2311.INE,BC2311,INE,国际铜2311,BC,吨,5.0,人民币元/吨,实物交割,20221116,20231115,202311,20231122
NR2311.INE,NR2311,INE,20号胶2311,NR,吨,10.0,人民币元/吨,实物交割,20221116,20231115,202311,20231122
SCTAS2301.INE,SC2301TAS,INE,原油2301TAS,SCTAS,桶,1000.0,人民币元/桶,,20221101,20221212,202301,
LU2311.INE,LU2311,INE,低硫燃料油2311,LU,吨,10.0,人民币元/吨,实物交割,20221101,20231031,202311,20231107
SC2311.INE,SC2311,INE,原油2311,SC,桶,1000.0,人民币元/桶,实物交割,20221101,20231031,202311,20231107
BC2310.INE,BC2310,INE,国际铜2310,BC,吨,5.0,人民币元/吨,实物交割,20221018,20231016,202310,20231023
NR2310.INE,NR2310,INE,20号胶2310,NR,吨,10.0,人民币元/吨,实物交割,20221018,20231016,202310,20231023
SC2310.INE,SC2310,INE,原油2310,SC,桶,1000.0,人民币元/桶,实物交割,20220926,20230928,202310,20231013
SCTAS2212.INE,SC2212TAS,INE,原油2212TAS,SCTAS,桶,1000.0,人民币元/桶,,20220926,20221118,202212,
LU2310.INE,LU2310,INE,低硫燃料油2310,LU,吨,10.0,人民币元/吨,实物交割,20220926,20230928,202310,20231013
BC2309.INE,BC2309,INE,国际铜2309,BC,吨,5.0,人民币元/吨,实物交割,20220916,20230915,202309,20230922
NR2309.INE,NR2309,INE,20号胶2309,NR,吨,10.0,人民币元/吨,实物交割,20220916,20230915,202309,20230922
SCTAS2211.INE,SC2211TAS,INE,原油2211TAS,SCTAS,桶,1000.0,人民币元/桶,,20220901,20221019,202211,
LU2309.INE,LU2309,INE,低硫燃料油2309,LU,吨,10.0,人民币元/吨,实物交割,20220901,20230831,202309,20230907
SC2509.INE,SC2509,INE,原油2509,SC,桶,1000.0,人民币元/桶,实物交割,20220901,20250829,202509,20250905
NR2308.INE,NR2308,INE,20号胶2308,NR,吨,10.0,人民币元/吨,实物交割,20220816,20230815,202308,20230822
BC2308.INE,BC2308,INE,国际铜2308,BC,吨,5.0,人民币元/吨,实物交割,20220816,20230815,202308,20230822
SC2308.INE,SC2308,INE,原油2308,SC,桶,1000.0,人民币元/桶,实物交割,20220801,20230731,202308,20230807
SCTAS2210.INE,SC2210TAS,INE,原油2210TAS,SCTAS,桶,1000.0,人民币元/桶,,20220801,20220913,202210,
LU2308.INE,LU2308,INE,低硫燃料油2308,LU,吨,10.0,人民币元/吨,实物交割,20220801,20230731,202308,20230807
NR2307.INE,NR2307,INE,20号胶2307,NR,吨,10.0,人民币元/吨,实物交割,20220718,20230717,202307,20230724
BC2307.INE,BC2307,INE,国际铜2307,BC,吨,5.0,人民币元/吨,实物交割,20220718,20230717,202307,20230724
