ts_code,symbol,exchange,name,fut_code,trade_unit,per_unit,quote_unit,d_mode_desc,list_date,delist_date,d_month,last_ddate
OP2603.SHF,OP2603,SHFE,双胶纸2603,OP,吨,40.0,人民币元/吨,实物交割,20250910,20260316,202603,20260318
OP2607.SHF,OP2607,SHFE,双胶纸2607,OP,吨,40.0,人民币元/吨,实物交割,20250910,20260715,202607,20260717
OP2602.SHF,OP2602,SHFE,双胶纸2602,OP,吨,40.0,人民币元/吨,实物交割,20250910,20260224,202602,20260226
OP2604.SHF,OP2604,SHFE,双胶纸2604,OP,吨,40.0,人民币元/吨,实物交割,20250910,20260415,202604,20260417
OP2605.SHF,OP2605,SHFE,双胶纸2605,OP,吨,40.0,人民币元/吨,实物交割,20250910,20260515,202605,20260519
OP2606.SHF,OP2606,SHFE,双胶纸2606,OP,吨,40.0,人民币元/吨,实物交割,20250910,20260615,202606,20260617
OP2601.SHF,OP2601,SHFE,双胶纸2601,OP,吨,40.0,人民币元/吨,实物交割,20250910,20260115,202601,20260119
OP2608.SHF,OP2608,SHFE,双胶纸2608,OP,吨,40.0,人民币元/吨,实物交割,20250910,20260817,202608,20260819
FU2609.SHF,FU2609,SHFE,燃油2609,FU,吨,10.0,人民币元/吨,实物交割,20250901,20260831,202609,20260902
AL2608.SHF,AL2608,SHFE,沪铝2608,AL,吨,5.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
AG2608.SHF,AG2608,SHFE,沪银2608,AG,千克,15.0,人民币元/千克,实物交割,20250818,20260817,202608,20260819
WR2608.SHF,WR2608,SHFE,线材2608,WR,吨,10.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
SN2608.SHF,SN2608,SHFE,沪锡2608,SN,吨,1.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
RU2608.SHF,RU2608,SHFE,橡胶2608,RU,吨,10.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
SS2608.SHF,SS2608,SHFE,不锈钢2608,SS,吨,5.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
AD2608.SHF,AD2608,SHFE,铸造铝合金2608,AD,吨,10.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
NI2608.SHF,NI2608,SHFE,沪镍2608,NI,吨,1.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
CU2608.SHF,CU2608,SHFE,沪铜2608,CU,吨,5.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
SP2608.SHF,SP2608,SHFE,纸浆2608,SP,吨,10.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
BR2608.SHF,BR2608,SHFE,丁二烯橡胶2608,BR,吨,5.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
BU2608.SHF,BU2608,SHFE,沥青2608,BU,吨,10.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
AU2511.SHF,AU2511,SHFE,沪金2511,AU,克,1000.0,人民币元/克,实物交割,20250818,20251117,202511,20251118
PB2608.SHF,PB2608,SHFE,沪铅2608,PB,吨,5.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
ZN2608.SHF,ZN2608,SHFE,沪锌2608,ZN,吨,5.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
RB2608.SHF,RB2608,SHFE,螺纹钢2608,RB,吨,10.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
HC2608.SHF,HC2608,SHFE,热轧卷板2608,HC,吨,10.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
AO2608.SHF,AO2608,SHFE,氧化铝2608,AO,吨,20.0,人民币元/吨,实物交割,20250818,20260817,202608,20260819
FU2608.SHF,FU2608,SHFE,燃油2608,FU,吨,10.0,人民币元/吨,实物交割,20250801,20260731,202608,20260804
PB2607.SHF,PB2607,SHFE,沪铅2607,PB,吨,5.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
RU2607.SHF,RU2607,SHFE,橡胶2607,RU,吨,10.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
BR2607.SHF,BR2607,SHFE,丁二烯橡胶2607,BR,吨,5.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
AL2607.SHF,AL2607,SHFE,沪铝2607,AL,吨,5.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
WR2607.SHF,WR2607,SHFE,线材2607,WR,吨,10.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
SP2607.SHF,SP2607,SHFE,纸浆2607,SP,吨,10.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
AU2608.SHF,AU2608,SHFE,沪金2608,AU,克,1000.0,人民币元/克,实物交割,20250716,20260817,202608,20260818
SN2607.SHF,SN2607,SHFE,沪锡2607,SN,吨,1.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
AO2607.SHF,AO2607,SHFE,氧化铝2607,AO,吨,20.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
ZN2607.SHF,ZN2607,SHFE,沪锌2607,ZN,吨,5.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
AG2607.SHF,AG2607,SHFE,沪银2607,AG,千克,15.0,人民币元/千克,实物交割,20250716,20260715,202607,20260717
NI2607.SHF,NI2607,SHFE,沪镍2607,NI,吨,1.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
RB2607.SHF,RB2607,SHFE,螺纹钢2607,RB,吨,10.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
CU2607.SHF,CU2607,SHFE,沪铜2607,CU,吨,5.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
HC2607.SHF,HC2607,SHFE,热轧卷板2607,HC,吨,10.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
BU2607.SHF,BU2607,SHFE,沥青2607,BU,吨,10.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
SS2607.SHF,SS2607,SHFE,不锈钢2607,SS,吨,5.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
AD2607.SHF,AD2607,SHFE,铸造铝合金2607,AD,吨,10.0,人民币元/吨,实物交割,20250716,20260715,202607,20260717
FU2607.SHF,FU2607,SHFE,燃油2607,FU,吨,10.0,人民币元/吨,实物交割,20250701,20260630,202607,20260702
NI2606.SHF,NI2606,SHFE,沪镍2606,NI,吨,1.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
HC2606.SHF,HC2606,SHFE,热轧卷板2606,HC,吨,10.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
ZN2606.SHF,ZN2606,SHFE,沪锌2606,ZN,吨,5.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
RB2606.SHF,RB2606,SHFE,螺纹钢2606,RB,吨,10.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
AU2509.SHF,AU2509,SHFE,沪金2509,AU,克,1000.0,人民币元/克,实物交割,20250617,20250915,202509,20250916
AO2606.SHF,AO2606,SHFE,氧化铝2606,AO,吨,20.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
AD2606.SHF,AD2606,SHFE,铸造铝合金2606,AD,吨,10.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
BR2606.SHF,BR2606,SHFE,丁二烯橡胶2606,BR,吨,5.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
CU2606.SHF,CU2606,SHFE,沪铜2606,CU,吨,5.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
AG2606.SHF,AG2606,SHFE,沪银2606,AG,千克,15.0,人民币元/千克,实物交割,20250617,20260615,202606,20260617
SN2606.SHF,SN2606,SHFE,沪锡2606,SN,吨,1.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
PB2606.SHF,PB2606,SHFE,沪铅2606,PB,吨,5.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
WR2606.SHF,WR2606,SHFE,线材2606,WR,吨,10.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
SP2606.SHF,SP2606,SHFE,纸浆2606,SP,吨,10.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
RU2606.SHF,RU2606,SHFE,橡胶2606,RU,吨,10.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
AL2606.SHF,AL2606,SHFE,沪铝2606,AL,吨,5.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
BU2706.SHF,BU2706,SHFE,沥青2706,BU,吨,10.0,人民币元/吨,实物交割,20250617,20270615,202706,20270617
SS2606.SHF,SS2606,SHFE,不锈钢2606,SS,吨,5.0,人民币元/吨,实物交割,20250617,20260615,202606,20260617
AD2512.SHF,AD2512,SHFE,铸造铝合金2512,AD,吨,10.0,人民币元/吨,实物交割,20250610,20251215,202512,20251217
AD2511.SHF,AD2511,SHFE,铸造铝合金2511,AD,吨,10.0,人民币元/吨,实物交割,20250610,20251117,202511,20251119
AD2601.SHF,AD2601,SHFE,铸造铝合金2601,AD,吨,10.0,人民币元/吨,实物交割,20250610,20260115,202601,20260119
AD2602.SHF,AD2602,SHFE,铸造铝合金2602,AD,吨,10.0,人民币元/吨,实物交割,20250610,20260224,202602,20260226
AD2603.SHF,AD2603,SHFE,铸造铝合金2603,AD,吨,10.0,人民币元/吨,实物交割,20250610,20260316,202603,20260318
AD2604.SHF,AD2604,SHFE,铸造铝合金2604,AD,吨,10.0,人民币元/吨,实物交割,20250610,20260415,202604,20260417
AD2605.SHF,AD2605,SHFE,铸造铝合金2605,AD,吨,10.0,人民币元/吨,实物交割,20250610,20260515,202605,20260519
FU2606.SHF,FU2606,SHFE,燃油2606,FU,吨,10.0,人民币元/吨,实物交割,20250603,20260529,202606,20260602
RB2605.SHF,RB2605,SHFE,螺纹钢2605,RB,吨,10.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
PB2605.SHF,PB2605,SHFE,沪铅2605,PB,吨,5.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
SS2605.SHF,SS2605,SHFE,不锈钢2605,SS,吨,5.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
AO2605.SHF,AO2605,SHFE,氧化铝2605,AO,吨,20.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
AG2605.SHF,AG2605,SHFE,沪银2605,AG,千克,15.0,人民币元/千克,实物交割,20250516,20260515,202605,20260519
SN2605.SHF,SN2605,SHFE,沪锡2605,SN,吨,1.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
CU2605.SHF,CU2605,SHFE,沪铜2605,CU,吨,5.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
AU2606.SHF,AU2606,SHFE,沪金2606,AU,克,1000.0,人民币元/克,实物交割,20250516,20260615,202606,20260616
ZN2605.SHF,ZN2605,SHFE,沪锌2605,ZN,吨,5.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
SP2605.SHF,SP2605,SHFE,纸浆2605,SP,吨,10.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
NI2605.SHF,NI2605,SHFE,沪镍2605,NI,吨,1.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
BU2605.SHF,BU2605,SHFE,沥青2605,BU,吨,10.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
RU2605.SHF,RU2605,SHFE,橡胶2605,RU,吨,10.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
WR2605.SHF,WR2605,SHFE,线材2605,WR,吨,10.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
BR2605.SHF,BR2605,SHFE,丁二烯橡胶2605,BR,吨,5.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
AL2605.SHF,AL2605,SHFE,沪铝2605,AL,吨,5.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
HC2605.SHF,HC2605,SHFE,热轧卷板2605,HC,吨,10.0,人民币元/吨,实物交割,20250516,20260515,202605,20260519
FU2605.SHF,FU2605,SHFE,燃油2605,FU,吨,10.0,人民币元/吨,实物交割,20250506,20260430,202605,20260507
WR2604.SHF,WR2604,SHFE,线材2604,WR,吨,10.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
ZN2604.SHF,ZN2604,SHFE,沪锌2604,ZN,吨,5.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
SP2604.SHF,SP2604,SHFE,纸浆2604,SP,吨,10.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
CU2604.SHF,CU2604,SHFE,沪铜2604,CU,吨,5.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
BR2604.SHF,BR2604,SHFE,丁二烯橡胶2604,BR,吨,5.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
SN2604.SHF,SN2604,SHFE,沪锡2604,SN,吨,1.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
AG2604.SHF,AG2604,SHFE,沪银2604,AG,千克,15.0,人民币元/千克,实物交割,20250416,20260415,202604,20260417
RB2604.SHF,RB2604,SHFE,螺纹钢2604,RB,吨,10.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
AO2604.SHF,AO2604,SHFE,氧化铝2604,AO,吨,20.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
SS2604.SHF,SS2604,SHFE,不锈钢2604,SS,吨,5.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
BU2604.SHF,BU2604,SHFE,沥青2604,BU,吨,10.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
HC2604.SHF,HC2604,SHFE,热轧卷板2604,HC,吨,10.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
NI2604.SHF,NI2604,SHFE,沪镍2604,NI,吨,1.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
PB2604.SHF,PB2604,SHFE,沪铅2604,PB,吨,5.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
RU2604.SHF,RU2604,SHFE,橡胶2604,RU,吨,10.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
AU2507.SHF,AU2507,SHFE,沪金2507,AU,克,1000.0,人民币元/克,实物交割,20250416,20250715,202507,20250716
AL2604.SHF,AL2604,SHFE,沪铝2604,AL,吨,5.0,人民币元/吨,实物交割,20250416,20260415,202604,20260417
FU2604.SHF,FU2604,SHFE,燃油2604,FU,吨,10.0,人民币元/吨,实物交割,20250401,20260331,202604,20260402
AL2603.SHF,AL2603,SHFE,沪铝2603,AL,吨,5.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
AO2603.SHF,AO2603,SHFE,氧化铝2603,AO,吨,20.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
BR2603.SHF,BR2603,SHFE,丁二烯橡胶2603,BR,吨,5.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
AU2604.SHF,AU2604,SHFE,沪金2604,AU,克,1000.0,人民币元/克,实物交割,20250318,20260415,202604,20260416
RB2603.SHF,RB2603,SHFE,螺纹钢2603,RB,吨,10.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
PB2603.SHF,PB2603,SHFE,沪铅2603,PB,吨,5.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
BU2703.SHF,BU2703,SHFE,沥青2703,BU,吨,10.0,人民币元/吨,实物交割,20250318,20270315,202703,20270317
WR2603.SHF,WR2603,SHFE,线材2603,WR,吨,10.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
SS2603.SHF,SS2603,SHFE,不锈钢2603,SS,吨,5.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
SN2603.SHF,SN2603,SHFE,沪锡2603,SN,吨,1.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
ZN2603.SHF,ZN2603,SHFE,沪锌2603,ZN,吨,5.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
SP2603.SHF,SP2603,SHFE,纸浆2603,SP,吨,10.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
AG2603.SHF,AG2603,SHFE,沪银2603,AG,千克,15.0,人民币元/千克,实物交割,20250318,20260316,202603,20260318
RU2603.SHF,RU2603,SHFE,橡胶2603,RU,吨,10.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
NI2603.SHF,NI2603,SHFE,沪镍2603,NI,吨,1.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
CU2603.SHF,CU2603,SHFE,沪铜2603,CU,吨,5.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
HC2603.SHF,HC2603,SHFE,热轧卷板2603,HC,吨,10.0,人民币元/吨,实物交割,20250318,20260316,202603,20260318
FU2603.SHF,FU2603,SHFE,燃油2603,FU,吨,10.0,人民币元/吨,实物交割,20250303,20260227,202603,20260303
BU2602.SHF,BU2602,SHFE,沥青2602,BU,吨,10.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
WR2602.SHF,WR2602,SHFE,线材2602,WR,吨,10.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
ZN2602.SHF,ZN2602,SHFE,沪锌2602,ZN,吨,5.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
NI2602.SHF,NI2602,SHFE,沪镍2602,NI,吨,1.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
SS2602.SHF,SS2602,SHFE,不锈钢2602,SS,吨,5.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
RB2602.SHF,RB2602,SHFE,螺纹钢2602,RB,吨,10.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
CU2602.SHF,CU2602,SHFE,沪铜2602,CU,吨,5.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
AO2602.SHF,AO2602,SHFE,氧化铝2602,AO,吨,20.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
AL2602.SHF,AL2602,SHFE,沪铝2602,AL,吨,5.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
AG2602.SHF,AG2602,SHFE,沪银2602,AG,千克,15.0,人民币元/千克,实物交割,20250218,20260224,202602,20260226
PB2602.SHF,PB2602,SHFE,沪铅2602,PB,吨,5.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
SP2602.SHF,SP2602,SHFE,纸浆2602,SP,吨,10.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
SN2602.SHF,SN2602,SHFE,沪锡2602,SN,吨,1.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
AU2505.SHF,AU2505,SHFE,沪金2505,AU,克,1000.0,人民币元/克,实物交割,20250218,20250515,202505,20250516
HC2602.SHF,HC2602,SHFE,热轧卷板2602,HC,吨,10.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
BR2602.SHF,BR2602,SHFE,丁二烯橡胶2602,BR,吨,5.0,人民币元/吨,实物交割,20250218,20260224,202602,20260226
FU2602.SHF,FU2602,SHFE,燃油2602,FU,吨,10.0,人民币元/吨,实物交割,20250205,20260130,202602,20260203
RB2601.SHF,RB2601,SHFE,螺纹钢2601,RB,吨,10.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
ZN2601.SHF,ZN2601,SHFE,沪锌2601,ZN,吨,5.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
SP2601.SHF,SP2601,SHFE,纸浆2601,SP,吨,10.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
NI2601.SHF,NI2601,SHFE,沪镍2601,NI,吨,1.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
AG2601.SHF,AG2601,SHFE,沪银2601,AG,千克,15.0,人民币元/千克,实物交割,20250116,20260115,202601,20260119
RU2601.SHF,RU2601,SHFE,橡胶2601,RU,吨,10.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
CU2601.SHF,CU2601,SHFE,沪铜2601,CU,吨,5.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
WR2601.SHF,WR2601,SHFE,线材2601,WR,吨,10.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
HC2601.SHF,HC2601,SHFE,热轧卷板2601,HC,吨,10.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
SS2601.SHF,SS2601,SHFE,不锈钢2601,SS,吨,5.0,人民币元/吨,实物交割,20250116,20260115,202601,20260119
