date,open,high,low,close,volume,returns,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_PPI_level,fac_PPI_level_release,fac_PMI_Import_diff,fac_PMI_Import_diff_release,fac_PMI_New_Export_Orders_diff,fac_PMI_New_Export_Orders_diff_release,fac_PMI_diff,fac_PMI_diff_release,fac_PMI_Import_zscore,fac_PMI_Import_zscore_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,fac_PMI_Business_Expectation_zscore,fac_PMI_Business_Expectation_zscore_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_GDP_Cumulative_YoY_zscore,fac_GDP_Cumulative_YoY_zscore_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_GDP_Cumulative_YoY_diff,fac_GDP_Cumulative_YoY_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PPIRM_zscore,fac_PPIRM_zscore_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_PPI_diff,fac_PPI_diff_release,fac_PPIRM_diff,fac_PPIRM_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,any_effective_release
2018-03-08,46712.7143144972,46865.31157494037,46443.4250313621,46542.16443517828,79074.0,-0.007465543644716965,4.3,0,10.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-2.031757,0,1.4000015,0,,0,-1.3689775,0,-0.19999993,0,10.5,0,-0.51855135,0,53.4,0,0.0,0,,0,-1.7433578,0,-2.9801881,0,-6.299999,0,0.20000005,0,0.10000038,0,,0,0
2018-03-09,46362.638246421586,46452.40134079992,45680.43872914608,45761.22551408658,107922.0,-0.016779170684667166,4.3,0,10.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-2.0081358,0,1.4000015,0,,0,-1.3617325,0,-0.19999993,0,10.5,0,-0.52787966,0,53.4,0,0.0,0,,0,-1.7251619,0,-2.9192898,0,-6.299999,0,0.20000005,0,0.10000038,0,,0,0
2018-03-12,45931.775393405456,46973.027288194404,45931.775393405456,46425.47241248643,122566.0,0.014515496273048267,3.7,1,7.4,1,-0.6000023,0,-0.5,0,-2.7999992,0,-1.9851215,0,1.4000015,0,,0,-1.4544358,1,-0.19999993,0,8.3,1,-0.5373849,0,53.4,0,0.0,0,,0,-2.5330927,1,-2.861517,0,-6.299999,0,0.0,1,-2.1999998,1,,0,1
2018-03-13,46398.54348417293,46631.927529556655,46192.08836710269,46201.06467654055,71108.0,-0.004833720030935518,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.9614675,0,1.4000015,0,,0,-1.4469167,0,-0.19999993,0,8.3,0,-0.5470744,0,53.4,0,0.0,0,,0,-2.4907851,0,-2.8050296,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-14,46461.377650237766,46838.38264662687,46353.66193698374,46721.69062393501,72242.0,0.011268700213716398,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.9384248,0,1.4000015,0,,0,-1.439648,0,-0.19999993,0,8.3,0,-0.5569557,0,53.4,0,0.0,0,,0,-2.4501657,0,-2.751307,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-15,46990.97990707009,47080.74300144842,46425.47241248643,46551.140744616125,75280.0,-0.0036503362151777408,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.9159656,0,1.4000015,0,,0,-1.4326332,0,-0.19999993,0,8.3,0,-0.567037,0,53.4,0,0.0,0,,0,-2.4111202,0,-2.7001228,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-16,46272.875152043205,46694.7616956215,46201.06467654055,46551.140744616125,63264.0,0.0,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.8940636,0,1.4000015,0,,0,-1.425876,0,-0.19999993,0,8.3,0,-0.5773268,0,53.4,0,0.0,0,,0,-2.3735442,0,-2.651276,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-19,46551.140744616125,46587.04598236747,45716.34396689742,45949.728012281135,82002.0,-0.012919398380254465,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.8726943,0,1.4000015,0,,0,-1.4193811,0,-0.19999993,0,8.3,0,-0.58783424,0,53.4,0,0.0,0,,0,-2.3373435,0,-2.6045878,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-20,45850.98860846497,46120.27789160001,45689.41503858391,45967.68063115681,63314.0,0.0003907013088493283,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.8518345,0,1.4000015,0,,0,-1.413154,0,-0.19999993,0,8.3,0,-0.598569,0,53.4,0,0.0,0,,0,-2.3024313,0,-2.559897,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-21,45824.05968015143,45859.96491790277,45114.93123456243,45240.59956669211,75366.0,-0.015817223198594133,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.8314629,0,1.4000015,0,,0,-1.4034541,0,-0.19999993,0,8.3,0,-0.6095413,0,53.4,0,0.0,0,,0,-2.2694583,0,-2.5170596,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-22,45114.93123456243,45940.7517028433,45034.144449621876,45788.154442400104,72268.0,0.012103174603175004,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.8115586,0,1.4000015,0,,0,-1.3939383,0,-0.19999993,0,8.3,0,-0.6207621,0,53.4,0,0.0,0,,0,-2.2375836,0,-2.4759452,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-23,45563.7467064542,45617.60456308121,44369.89755122204,44791.784094800336,89734.0,-0.021760439129582476,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.7921027,0,1.4000015,0,,0,-1.3846049,0,-0.19999993,0,8.3,0,-0.6322432,0,53.4,0,0.0,0,,0,-2.2067447,0,-2.4364364,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-26,44809.736713676,44908.47611749218,43553.05339237899,43804.39005663839,76432.0,-0.02204408817635306,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.773077,0,1.4000015,0,,0,-1.3754519,0,-0.19999993,0,8.3,0,-0.6439969,0,53.4,0,0.0,0,,0,-2.1768835,0,-2.3984265,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-27,43669.74541507085,44558.40004941659,43606.91124900603,44325.01600403288,74174.0,0.01188524590163964,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.7544643,0,1.4000015,0,,0,-1.366478,0,-0.19999993,0,8.3,0,-0.6560367,0,53.4,0,0.0,0,,0,-2.1479461,0,-2.3618186,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-28,44271.15814740584,44432.73171728693,43992.892554832935,44046.750411459965,58856.0,-0.006277845281490557,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.7362484,0,1.4000015,0,,0,-1.3576816,0,-0.19999993,0,8.3,0,-0.6683766,0,53.4,0,0.0,0,,0,-2.1198835,0,-2.326524,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-29,44091.631958649145,44944.38135524354,44091.631958649145,44746.902547611164,153728.0,0.01589565926227854,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.718414,0,1.4000015,0,,0,-1.3490618,0,-0.19999993,0,8.3,0,-0.6810321,0,53.4,0,0.0,0,,0,-2.0926497,0,-2.292462,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-03-30,44811.48565665304,45195.40553775209,44722.2019633742,45097.19347514534,35394.0,0.007828272072272657,3.7,0,7.4,0,-0.6000023,0,-0.5,0,-2.7999992,0,-1.7009467,0,1.4000015,0,,0,-1.340618,0,-0.19999993,0,8.3,0,-0.69401956,0,53.4,0,0.0,0,,0,-2.066202,0,-2.2595587,0,-6.299999,0,0.0,0,-2.1999998,0,,0,0
2018-04-02,45177.54879909631,45490.04172557227,45034.69488985015,45311.47433901458,22966.0,0.004751534349634046,3.7,0,7.4,0,1.5,1,2.2999992,1,2.3999977,1,1.1273462,1,1.4000015,0,,0,-1.3323493,0,-0.19999993,0,8.3,0,-0.70735645,0,53.4,1,0.0,0,,0,-2.0405009,0,0.47066307,1,0.0,1,0.0,0,-2.1999998,0,,0,1
2018-04-03,45311.47433901458,45525.7552028838,45061.479997833805,45248.975753719365,36206.0,-0.0013793103448280775,3.7,0,7.4,0,1.5,0,2.2999992,0,2.3999977,0,1.1257253,0,1.4000015,0,,0,-1.3242557,0,-0.19999993,0,8.3,0,-0.72106194,0,53.4,0,0.0,0,,0,-2.0155098,0,0.46905544,0,0.0,0,0.0,0,-2.1999998,0,,0,0
2018-04-04,45338.259446998236,45400.75803229343,45097.19347514534,45150.76369111267,31300.0,-0.0021704814522486293,3.7,0,7.4,0,1.5,0,2.2999992,0,2.3999977,0,1.1241082,0,0.5,1,,1,-1.3163371,0,-0.19999993,0,8.3,0,-0.7351563,0,53.4,0,0.0,0,,0,-1.9911942,0,0.46745017,0,0.0,0,0.0,0,-2.1999998,0,,0,0
2018-04-09,45266.832492375164,45490.04172557227,44972.19630455497,45445.39987893285,52934.0,0.006525608068024269,3.7,0,7.4,0,1.5,0,2.2999992,0,2.3999977,0,1.122495,0,0.5,0,,0,-1.3085938,0,-0.19999993,0,8.3,0,-0.74966174,0,53.4,0,0.0,0,,0,-1.9675221,0,0.46584722,0,0.0,0,0.0,0,-2.1999998,0,,0,0
2018-04-10,45356.116185654,45972.17366927804,45248.975753719365,45802.53465204822,37274.0,0.007858546168958425,3.7,0,7.4,0,1.5,0,2.2999992,0,2.3999977,0,1.1208855,0,0.5,0,,0,-1.3010262,0,-0.19999993,0,8.3,0,-0.7646021,0,53.4,0,0.0,0,,0,-1.9444636,0,0.46424657,0,0.0,0,0.0,0,-2.1999998,0,,0,0
2018-04-11,46007.88714658957,46150.74105583574,45597.18215750689,45784.67791339248,45526.0,-0.00038986354775760734,3.7,0,7.4,0,1.5,0,2.2999992,0,2.3999977,0,1.1192799,0,0.5,0,,0,-1.2936356,0,-0.19999993,0,8.3,0,-0.7800033,0,53.4,0,0.0,0,,0,-1.9219908,0,0.46264824,0,0.0,0,0.0,0,-2.1999998,0,,0,0
2018-04-12,45981.10203860593,46025.743885245356,45061.479997833805,45347.187816326106,68328.0,-0.009555382215289177,3.1,1,6.1,1,1.5,0,2.2999992,0,2.3999977,0,1.1176778,0,0.5,0,,0,-1.9300858,1,-0.19999993,0,6.8,1,-0.7958935,0,53.4,0,0.0,0,,0,-2.3697228,1,0.4610522,0,0.0,0,0.0,1,-1.5,1,,0,1
2018-04-13,45061.479997833805,45391.82966296554,44891.840980603985,45266.832492375164,53994.0,-0.0017720023626693893,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.1160796,0,0.5,0,,0,-1.9155421,0,-0.19999993,0,6.8,0,-0.8123033,0,53.4,0,0.0,0,,0,-2.334796,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-16,45400.75803229343,45427.543140277085,44847.199133964576,45204.33390707995,45868.0,-0.0013806706114403156,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.1077261,0,0.5,0,,0,-1.9014447,0,-0.19999993,0,6.8,0,-0.8292662,0,53.4,0,0.0,0,,0,-2.3010855,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-17,45266.832492375164,45713.25095876939,45248.975753719365,45534.68357221168,54196.0,0.007307920205411822,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0994526,0,0.5,0,,0,-1.8877852,0,-0.19999993,0,6.8,0,-0.84681857,0,53.4,0,0.0,0,,0,-2.268519,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-18,45266.832492375164,46007.88714658957,45186.47716842419,45829.31976003191,55520.0,0.006470588235294894,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0912572,0,0.5,0,,0,-1.8745564,0,-0.19999993,0,6.8,0,-0.8650005,1,53.4,0,0.0,1,,0,-2.2370303,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-19,46356.09355037708,46856.08223273862,46248.95311844248,46543.589306262664,94770.0,0.015585427625170123,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0831382,0,0.5,0,,0,-1.8617519,0,-0.19999993,0,6.8,0,-0.88385594,0,53.4,0,0.0,0,,0,-2.2065582,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-20,46141.812686507816,46302.523334409765,45838.24812935978,46043.600623901104,68660.0,-0.010742374832150792,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0750941,0,0.5,0,,0,-1.8493662,0,-0.19999993,0,6.8,0,-0.9034334,0,53.4,0,0.0,0,,0,-2.1770463,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-23,46186.45453314728,46632.87299954152,46079.31410121266,46490.01909029536,64526.0,0.009695559433779977,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0671232,0,0.5,0,,0,-1.8373947,0,-0.19999993,0,6.8,0,-0.9237863,0,53.4,0,0.0,0,,0,-2.1484425,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-24,45677.537481457846,46454.30561298382,45534.68357221168,46177.5261638194,88322.0,-0.006721720760514693,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0592238,0,0.5,0,,0,-1.8198881,0,-0.19999993,0,6.8,0,-0.9449739,0,53.4,0,0.0,0,,0,-2.1198397,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-25,46632.87299954152,46650.72973819729,46141.812686507816,46186.45453314728,84258.0,0.00019334880123733633,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0513943,0,0.5,0,,0,-1.8027827,0,-0.19999993,0,6.8,0,-0.9670621,0,53.4,0,0.0,0,,0,-2.0920901,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-26,46409.66376634439,46498.94745962324,46025.743885245356,46213.23964113094,87510.0,0.0005799342741157343,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0436335,0,0.5,0,,0,-1.7860645,0,-0.19999993,0,6.8,0,-0.99012434,0,53.4,0,0.0,0,,0,-2.0651493,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-04-27,46061.457362556896,46400.73539701649,46034.672254573234,46222.1680104588,96122.0,0.00019319938176143303,3.1,0,6.1,0,1.5,0,2.2999992,0,2.3999977,0,1.0359397,0,0.5,0,,0,-1.7697206,0,-0.19999993,0,6.8,0,-0.98229617,0,53.4,0,0.0,0,,0,-2.038976,0,0.45945844,0,0.0,0,0.0,0,-1.5,0,,0,0
2018-05-02,45498.97009490016,45891.818345327076,45445.39987893285,45873.9616066713,82136.0,-0.007533320455862524,3.1,0,6.1,0,-1.0999985,1,-0.5999985,1,0.0,1,-0.9826119,1,-0.29999924,1,,1,-1.7537386,0,-0.19999993,0,6.8,0,-0.97452796,0,53.0,1,0.0,0,,0,-2.0135314,0,-0.012217377,1,-0.40000153,1,0.0,0,-1.5,0,,0,1
2018-05-03,45695.394220113594,45811.46302137611,45552.540310867465,45740.03606675304,101286.0,-0.002919423900350049,3.1,0,6.1,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.9789113,0,-0.29999924,0,,0,-1.7381071,0,-0.19999993,0,6.8,0,-0.9668182,0,53.0,0,0.0,0,,0,-1.9887804,0,-0.010341823,0,-0.40000153,0,0.0,0,-1.5,0,,0,0
2018-05-04,45936.46019196649,46025.743885245356,45525.7552028838,45963.245299950155,128410.0,0.004879953152449712,3.1,0,6.1,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.975229,0,-0.29999924,0,,0,-1.722815,0,-0.19999993,0,6.8,0,-0.9591657,0,53.0,0,0.0,0,,0,-1.964689,0,-0.008464701,0,-0.40000153,0,0.0,0,-1.5,0,,0,0
2018-05-07,45677.537481457846,45918.60345331073,45650.7523734742,45838.24812935978,125368.0,-0.002719502719502498,3.1,0,6.1,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.97156495,0,-0.29999924,0,,0,-1.707852,0,-0.19999993,0,6.8,0,-0.9515689,0,53.0,0,0.0,0,,0,-1.9412262,0,-0.0065859887,0,-0.40000153,0,0.0,0,-1.5,0,,0,0
2018-05-08,46097.170839868406,46141.812686507816,45731.10769742515,45865.033237343414,123160.0,0.0005843396961429104,3.1,0,6.1,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.9679189,0,-0.29999924,0,,0,-1.6932082,0,-0.19999993,0,6.8,0,-0.94402665,0,53.0,0,0.0,0,,0,-1.9183631,0,-0.0047056624,0,-0.40000153,0,0.0,0,-1.5,0,,0,0
2018-05-09,45356.116185654,45650.7523734742,45043.62325917803,45418.61477094919,246322.0,-0.009733307377846723,3.1,0,6.1,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.9642906,0,-0.29999924,0,,0,-1.6788745,0,-0.19999993,0,6.8,0,-0.93653756,0,53.0,0,0.0,0,,0,-1.8960721,0,-0.0028236997,0,-0.40000153,0,0.0,0,-1.5,0,,0,0
2018-05-10,45534.68357221168,45820.391390704,45463.2566175886,45597.18215750689,197810.0,0.003931590328287937,3.1,0,6.1,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.96068,0,-0.29999924,0,,0,-1.6648422,0,-0.19999993,0,6.8,0,-0.9291004,0,53.0,0,0.0,0,,0,-1.8743278,0,-0.000940077,0,-0.40000153,0,0.0,0,-1.5,0,,0,0
2018-05-11,46159.66942516362,46159.66942516362,45847.17649868767,45927.531822638615,212786.0,0.007244957900920168,3.4,1,6.2,1,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.5944884,1,-0.19999993,0,6.4,1,-0.9217139,0,53.0,0,0.0,0,,0,-1.9618568,1,0.0009452295,0,-0.40000153,0,0.0,1,-0.4000001,1,,0,1
2018-05-14,45981.10203860593,46213.23964113094,45945.388561294385,46034.672254573234,205314.0,0.002332814930015692,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.5566514,0,-0.19999993,0,6.4,0,-0.91437685,0,53.0,0,0.0,0,,0,-1.9385118,0,-0.0018853031,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-15,45793.606282720335,45954.31693062226,45588.25378817902,45722.17932809728,187332.0,-0.006788207913110744,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.5202727,0,-0.19999993,0,6.4,0,-0.9070881,0,53.0,0,0.0,0,,0,-1.9157614,0,-0.004721631,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-16,45534.68357221168,45713.25095876939,45257.90412304726,45552.540310867465,218378.0,-0.0037102128490530406,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.4852629,0,-0.19999993,0,6.4,0,-0.89984643,0,53.0,0,0.0,0,,0,-1.8935783,0,-0.0075638485,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-17,45498.97009490016,45775.74954406459,45427.543140277085,45579.32541885111,157436.0,0.0005880047040374148,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.4515402,0,-0.19999993,0,6.4,0,-0.8926508,0,53.0,0,0.0,0,,0,-1.8719375,0,-0.010412054,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-18,45677.537481457846,45865.033237343414,45588.25378817902,45793.606282720335,141748.0,0.004701273261508154,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.4190302,0,-0.19999993,0,6.4,0,-0.8854999,0,53.0,0,0.0,0,,0,-1.8508152,0,-0.013266344,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-21,45615.03889616266,45998.95877726169,45463.2566175886,45865.033237343414,256254.0,0.001559758237473341,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.387664,0,-0.19999993,0,6.4,0,-0.8783928,0,53.0,0,0.0,0,,0,-1.830189,0,-0.016126817,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-22,46115.02757852423,46123.95594785209,45882.88997599919,45927.531822638615,154338.0,0.00136266303289867,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.3573792,0,-0.19999993,0,6.4,0,-0.8713283,0,53.0,0,0.0,0,,0,-1.8100381,0,-0.018993573,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-23,46320.38007306556,46588.23115290207,46088.242470540565,46222.1680104588,246000.0,0.006415241057542653,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.3252397,0,-0.19999993,0,6.4,0,-0.8643054,0,53.0,0,0.0,0,,0,-1.7901809,0,-0.021866715,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-24,45873.9616066713,45945.388561294385,45757.8928054088,45918.60345331073,174960.0,-0.006567510141008204,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.2941785,0,-0.19999993,0,6.4,0,-0.857323,0,53.0,0,0.0,0,,0,-1.7707657,0,-0.024746342,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-25,45936.46019196649,46106.099209196305,45811.46302137611,45972.17366927804,161524.0,0.0011666342601595048,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.2641358,0,-0.19999993,0,6.4,0,-0.8503801,0,53.0,0,0.0,0,,0,-1.7517742,0,-0.027632559,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-28,45945.388561294385,46097.170839868406,45775.74954406459,46079.31410121266,137284.0,0.00233054962128576,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.2350564,0,-0.19999993,0,6.4,0,-0.8434757,0,53.0,0,0.0,0,,0,-1.7331898,0,-0.03052547,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-29,45793.606282720335,46257.88148777034,45775.74954406459,46168.59779449151,179284.0,0.001937608990505657,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.2068894,0,-0.19999993,0,6.4,0,-0.83660877,0,53.0,0,0.0,0,,0,-1.7149965,0,-0.033425182,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-30,46231.0963797867,46391.80702768863,45338.259446998236,45338.259446998236,302378.0,-0.017984915877006347,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,,0,-2.1795874,0,-0.19999993,0,6.4,0,-0.8297783,0,53.0,0,0.0,0,,0,-1.6971788,0,-0.0363318,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-05-31,45472.1849869165,45963.245299950155,45445.39987893285,45873.9616066713,208730.0,0.011815675462780284,3.4,0,6.2,0,-1.0999985,0,-0.5999985,0,0.0,0,-0.95708686,0,-0.29999924,0,0.05582185,0,-2.1531065,0,-0.19999993,0,6.4,0,-0.8229833,0,53.0,0,0.0,0,,0,-1.6797228,0,-0.03924543,0,-0.40000153,0,0.0,0,-0.4000001,0,,0,0
2018-06-01,45740.03606675304,46043.600623901104,45552.540310867465,45963.245299950155,170982.0,0.001946282600233662,3.4,0,6.2,0,0.70000076,1,0.5,1,1.0,1,0.3096912,1,-0.29999924,0,0.050977066,0,-2.1274061,0,-0.19999993,0,6.4,0,-0.81622297,0,56.7,1,0.0,0,,0,-1.6626145,0,1.038073,1,3.7000008,1,0.0,0,-0.4000001,0,,0,1
2018-06-04,46106.099209196305,46731.085062148246,45972.17366927804,46213.23964113094,204274.0,0.005439005439005662,3.4,0,6.2,0,0.70000076,0,0.5,0,1.0,0,0.30514857,0,0.29999924,1,0.3897157,1,-2.1024487,0,-0.19999993,0,6.4,0,-0.80949616,0,56.7,0,0.0,0,,0,-1.6458412,0,1.0299312,0,3.7000008,0,0.0,0,-0.4000001,0,,0,0
2018-06-05,46454.30561298382,46695.37158483669,46320.38007306556,46686.443215508814,171962.0,0.010239567233384594,3.4,0,6.2,0,0.70000076,0,0.5,0,1.0,0,0.30059934,0,0.29999924,0,0.38436,0,-2.078199,0,-0.19999993,0,6.4,0,-0.802802,0,56.7,0,0.0,0,,0,-1.6293906,0,1.0218582,0,3.7000008,0,0.0,0,-0.4000001,0,,0,0
2018-06-06,46757.87017013189,47472.139716362675,46722.15669282036,47400.712761739596,240740.0,0.015299292407726428,3.4,0,6.2,0,0.70000076,0,0.5,0,1.0,0,0.29604304,0,0.29999924,0,0.37899378,0,-2.054624,0,-0.19999993,0,6.4,0,-0.79613966,0,56.7,0,0.0,0,,0,-1.6132511,0,1.0138524,0,3.7000008,0,0.0,0,-0.4000001,0,,0,0
2018-06-07,47552.4950403136,48338.19154116748,47543.56667098574,48150.69578528188,233880.0,0.015822188736107856,3.4,0,6.2,0,0.70000076,0,0.5,0,1.0,0,0.29147935,0,0.29999924,0,0.3736164,0,-2.0316935,0,-0.19999993,0,6.4,0,-0.7895081,0,56.7,0,0.0,0,,0,-1.5974115,0,1.0059123,0,3.7000008,0,0.0,0,-0.4000001,0,,0,0
2018-06-08,48356.04827982324,48525.687297053024,47757.84753485497,47820.346120150156,157620.0,-0.0068607454107174615,3.4,0,6.2,0,0.70000076,0,0.5,0,1.0,0,0.28690782,0,0.29999924,0,0.37528196,0,-2.0093784,0,-0.19999993,0,6.4,0,-0.78290653,0,56.7,0,0.0,0,,0,-1.5818615,0,0.99803627,0,3.7000008,0,0.0,0,-0.4000001,0,,0,0
2018-06-11,48052.48372267516,48436.40360377422,48034.626984019415,48168.552523937644,109060.0,0.007281553398057916,4.1,1,7.6,1,0.70000076,0,0.5,0,1.0,0,0.28135958,0,0.29999924,0,0.37695104,0,-2.7148182,1,-0.19999993,0,7.6,1,-0.7763339,0,56.7,0,0.0,0,,0,-1.2722839,1,0.99022293,0,3.7000008,0,0.20000005,1,1.1999998,1,,0,1
2018-06-12,47998.91350670785,48195.3376319213,47802.48938149439,47989.98513737996,80606.0,-0.003707136237256492,4.1,0,7.6,0,0.70000076,0,0.5,0,1.0,0,0.27578706,0,0.29999924,0,0.3786236,0,-2.6699731,0,-0.19999993,0,7.6,0,-0.76978946,0,56.7,0,0.0,0,,0,-1.2616799,0,0.98247075,0,3.7000008,0,0.20000005,0,1.1999998,0,,0,0
2018-06-13,48007.841876035745,48043.55535334728,47543.56667098574,47623.9219949367,72010.0,-0.00762790697674387,4.1,0,7.6,0,0.70000076,0,0.5,0,1.0,0,0.27018917,0,0.29999924,0,0.3802997,0,-2.6270247,0,-0.19999993,0,7.6,0,-0.7632723,0,56.7,0,0.0,0,,0,-1.2512048,0,0.9747784,0,3.7000008,0,0.20000005,0,1.1999998,0,,0,0
