date,open,high,low,close,volume,returns,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_PPI_level,fac_PPI_level_release,fac_PMI_Import_diff,fac_PMI_Import_diff_release,fac_PMI_New_Export_Orders_diff,fac_PMI_New_Export_Orders_diff_release,fac_PMI_diff,fac_PMI_diff_release,fac_PMI_Import_zscore,fac_PMI_Import_zscore_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,fac_PMI_Business_Expectation_zscore,fac_PMI_Business_Expectation_zscore_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_GDP_Cumulative_YoY_zscore,fac_GDP_Cumulative_YoY_zscore_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_GDP_Cumulative_YoY_diff,fac_GDP_Cumulative_YoY_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PPIRM_zscore,fac_PPIRM_zscore_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_PPI_diff,fac_PPI_diff_release,fac_PPIRM_diff,fac_PPIRM_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,any_effective_release
2016-03-25,34489.53493675018,34738.19112988565,34360.60209586515,34701.35317534705,28250.0,0.0037293553542887548,-4.9,0,-10.7,0,-0.6000023,0,0.5,0,-1.2000008,0,,0,,0,,0,,0,,0,-9.1,0,,0,50.2,0,,0,,0,,0,,0,5.1000023,0,-0.100000024,0,1.2999992,0,,0,0
2016-03-28,34710.5626639817,34784.238573058865,34471.115959480885,34526.37289128876,26448.0,-0.005042462845010975,-4.9,0,-10.7,0,-0.6000023,0,0.5,0,-1.2000008,0,,0,,0,,0,,0,,0,-9.1,0,,0,50.2,0,,0,,0,,0,,0,5.1000023,0,-0.100000024,0,1.2999992,0,,0,0
2016-03-29,34526.37289128876,34940.799879847866,34461.90647084625,34535.58237992341,42996.0,0.0002667377967460194,-4.9,0,-10.7,0,-0.6000023,0,0.5,0,-1.2000008,0,,0,,0,,0,,0,,0,-9.1,0,,0,50.2,0,,0,,0,,0,,0,5.1000023,0,-0.100000024,0,1.2999992,0,,0,0
2016-03-30,34662.633036112966,34717.975185718264,33970.85616604683,34118.435231660966,69380.0,-0.01207876397373131,-4.9,0,-10.7,0,-0.6000023,0,0.5,0,-1.2000008,0,,0,,0,,0,,0,,0,-9.1,0,,0,50.2,0,,0,,0,,0,,0,5.1000023,0,-0.100000024,0,1.2999992,0,,0,0
2016-03-31,34183.001072867104,34367.47490488476,33777.158642428345,33998.52724084949,56874.0,-0.003514463368478271,-4.9,0,-10.7,0,-0.6000023,0,0.5,0,-1.2000008,0,,0,,0,,0,,0,,0,-9.1,0,,0,50.2,0,,0,,0,,0,,0,5.1000023,0,-0.100000024,0,1.2999992,0,,0,0
2016-04-01,33970.85616604683,34256.79060567418,33887.84294163889,34238.34322247243,50474.0,0.007053716766142637,-4.9,0,-10.7,0,-0.6000023,0,0.5,0,-1.2000008,0,,0,,0,,0,,0,,0,-9.1,0,,0,50.2,0,,0,,0,,0,,0,5.1000023,0,-0.100000024,0,1.2999992,0,,0,0
2016-04-05,33887.84294163889,33989.30354924861,33666.47434321776,33887.84294163889,36066.0,-0.010237068965518459,-4.9,0,-10.7,0,4.299999,1,2.7999992,1,2.0999985,1,,1,,0,,0,,0,,0,-9.1,0,,0,55.3,1,,0,,0,,0,,1,5.0999985,1,-0.100000024,0,1.2999992,0,,0,1
2016-04-06,33795.60602563012,33943.185091244195,33721.816492823054,33869.39555843714,34744.0,-0.0005443658138264418,-4.9,0,-10.7,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-9.1,0,,0,55.3,0,,0,,0,,0,,0,5.0999985,0,-0.100000024,0,1.2999992,0,,0,0
2016-04-07,33712.592801222185,33989.30354924861,33712.592801222185,33804.829717230976,39816.0,-0.0019063180827885162,-4.9,0,-10.7,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-9.1,0,,0,55.3,0,,0,,0,,0,,0,5.0999985,0,-0.100000024,0,1.2999992,0,,0,0
2016-04-08,33528.11896920452,33574.23742720896,32836.3420991384,32983.92116475252,84048.0,-0.024283765347885233,-4.9,0,-10.7,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-9.1,0,,0,55.3,0,,0,,0,,0,,0,5.0999985,0,-0.100000024,0,1.2999992,0,,0,0
2016-04-11,32965.47378155075,33325.19775398515,32937.8027067481,33039.26331435782,82266.0,0.001677852348993536,-4.9,0,-10.7,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-9.1,0,,0,55.3,0,,0,,0,,0,,0,5.0999985,0,-0.100000024,0,1.2999992,0,,0,0
2016-04-12,33002.3685479543,33242.184529577215,32836.3420991384,33205.2897631737,80400.0,0.005025125628141058,-4.3,1,-8.3,1,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,1,,0,-7.2117,1,,0,55.3,0,,0,,0,,1,,0,5.0999985,0,0.30000007,1,1.8883004,1,,0,1
2016-04-13,33269.855604379845,34468.93551249444,33232.96083797633,33989.30354924861,218062.0,0.02361111111111036,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-14,34035.422007253015,34256.79060567418,33915.51401644158,33980.07985764775,97722.0,-0.00027137042062364003,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-15,34118.435231660966,34238.34322247243,33878.61925003805,33924.73770804244,89678.0,-0.0016286644951144513,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-18,33850.94817523539,34173.777381266234,33721.816492823054,33767.93495082746,113508.0,-0.00462207721587804,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,1,55.3,0,-0.19999981,1,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-19,33924.73770804244,34275.23798887596,33869.39555843714,34035.422007253015,130168.0,0.007921332969133887,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-20,34099.9878484592,34791.76471852532,34063.09308205569,34450.4881292927,220026.0,0.012195121951219967,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-21,34588.843503305914,35289.84406497293,34450.4881292927,35160.71238256061,259166.0,0.02061579651941181,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-22,35428.19943898616,35603.44957940288,34579.61981170504,35031.58070014824,275352.0,-0.003672612801679742,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-25,35197.6071489641,36009.29200984169,34985.46224214381,35206.83084056498,308976.0,0.0050026329647179235,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-26,35234.50191536764,35262.17299017029,34616.51457810855,34782.54102692443,232600.0,-0.012051349227141683,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-27,34782.54102692443,35003.90962534558,34598.06719490681,34708.751494117365,188230.0,-0.0021214531954392157,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-28,34681.08041931473,34791.76471852532,34136.882614862734,34385.92228808652,261212.0,-0.0093010895562049,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-04-29,34395.145979687404,34865.55425133238,34293.685372077714,34736.422568920025,214126.0,0.010193133047210479,-4.3,0,-8.3,0,4.299999,0,2.7999992,0,2.0999985,0,,0,,0,,0,,0,,0,-7.2117,0,,0,55.3,0,-0.19999981,0,,0,,0,,0,5.0999985,0,0.30000007,0,1.8883004,0,,0,0
2016-05-03,34847.10686813062,35022.35700854736,34515.05397049888,34967.01485894206,199440.0,0.006638343069569563,-4.3,0,-8.3,0,-0.5999985,1,-0.10000229,1,-0.099998474,1,,1,,0,,0,,0,,0,-7.2117,0,,0,57.6,1,-0.19999981,0,,0,,0,,1,2.2999992,1,0.30000007,0,1.8883004,0,,0,1
2016-05-04,34754.86995212179,34847.10686813062,34256.79060567418,34339.80383008211,325310.0,-0.017937219730941645,-4.3,0,-8.3,0,-0.5999985,0,-0.10000229,0,-0.099998474,0,,0,,0,,0,,0,,0,-7.2117,0,,0,57.6,0,-0.19999981,0,,0,,0,,0,2.2999992,0,0.30000007,0,1.8883004,0,,0,0
