date,open,high,low,close,volume,returns,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PMI_New_Export_Orders_diff,fac_PMI_New_Export_Orders_diff_release,fac_PMI_diff,fac_PMI_diff_release,fac_PPI_level,fac_PPI_level_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_PPI_Electrical_Machinery_YoY_zscore,fac_PPI_Electrical_Machinery_YoY_zscore_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PPIRM_zscore,fac_PPIRM_zscore_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_CPI_=100_level,fac_CPI_=100_level_release,fac_PPI_、_level,fac_PPI_、_level_release,fac_PPI_Electrical_Machinery_YoY_level,fac_PPI_Electrical_Machinery_YoY_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_CPI_=100_diff,fac_CPI_=100_diff_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_New_Export_Orders_zscore,fac_PMI_New_Export_Orders_zscore_release,fac_PPI_All_Industry_YoY_zscore,fac_PPI_All_Industry_YoY_zscore_release,fac_PMI_level,fac_PMI_level_release,fac_PPIRM_diff,fac_PPIRM_diff_release,fac_CPI_=100_zscore,fac_CPI_=100_zscore_release,any_effective_release,ag_effective_pmi_release,ag_effective_pmi_signal_composite
2021-06-17,6076.688789043903,6096.905403820969,5895.803288406978,5911.763773757297,738195.0,-0.027140605848362864,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.9234347,0,-1.0896976,0,2.573117,0,1.5999999,0,,0,2.2539845,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.830465,0,-0.033876013,0,2.7966506,0,52.7,0,4.700001,0,0.14821476,0,0,0,-15.231151
2021-06-18,5792.592149808265,5801.104408661767,5704.277464203178,5764.927308534382,949013.0,-0.024838012958963485,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.8007498,0,-1.0937543,0,2.5349855,0,1.5999999,0,,0,2.226395,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.8169215,0,-0.04679648,0,2.7440493,0,52.7,0,4.700001,0,0.15592614,0,0,0,-15.230266
2021-06-21,5750.030855540753,5783.015858598077,5652.1398787254775,5762.799243821004,849472.0,-0.00036913990402409613,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.688134,0,-1.0978372,0,2.4983144,0,1.5999999,0,,0,2.19966,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.8037599,0,-0.060259588,0,2.6939003,0,52.7,0,4.700001,0,0.16375674,0,0,0,-15.229387
2021-06-22,5748.966823184065,5789.400052738201,5719.173917196807,5751.0948878974405,535643.0,-0.002031019202363038,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.5842624,0,-1.1019466,0,2.463013,0,1.5999999,0,,0,2.1737378,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.790974,0,-0.07432418,0,2.6460125,0,52.7,0,4.700001,0,0.17171153,0,0,0,-15.228513
2021-06-23,5719.173917196807,5796.848279235017,5710.661658343305,5775.56763210126,448623.0,0.004255319148936287,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.4880433,0,-1.1060828,0,2.428999,0,1.5999999,0,,0,2.1485887,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.7785575,0,-0.08905869,0,2.600215,0,52.7,0,4.700001,0,0.17979576,0,0,0,-15.227644
2021-06-24,5772.375535031197,5863.882317706344,5748.966823184065,5769.183437961134,548084.0,-0.001105379513632876,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.3985665,0,-1.1102461,0,2.3961964,0,1.5999999,0,,0,2.1241767,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.7665056,0,-0.10454324,0,2.5563543,0,52.7,0,4.700001,0,0.18801498,0,0,0,-15.226781
2021-06-25,5793.656182164952,5843.665702929278,5768.119405604444,5813.872796942018,478760.0,0.00774621910734008,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.315067,0,-1.1144369,0,2.363366,0,1.5999999,0,,0,2.0994794,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.7548136,0,-0.12087242,0,2.515272,0,52.7,0,4.700001,0,0.19248533,0,0,0,-15.225922
2021-06-28,5834.089411719087,5846.857799999342,5715.981820126744,5808.552635158581,644594.0,-0.0009150805270859985,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.2368965,0,-1.1186556,0,2.3316615,0,1.5999999,0,,0,2.0754807,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.7434776,0,-0.13815898,0,2.4758034,0,52.7,0,4.700001,0,0.19698478,0,0,0,-15.225068
2021-06-29,5809.616667515268,5822.385055795522,5755.351017324193,5773.439567387883,351854.0,-0.0060450631983883785,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.1635015,0,-1.1229023,0,2.3010204,0,1.5999999,0,,0,2.052148,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.7324948,0,-0.15653846,0,2.4378424,0,52.7,0,4.700001,0,0.20151393,0,0,0,-15.224219
2021-06-30,5695.765205349677,5741.518596687253,5673.420525859232,5721.301981910184,521110.0,-0.009030593438997037,9.0,0,72.8,0,-2.1000023,0,-0.70000076,0,16.7,0,28.0,0,3.094406,0,-1.1271777,0,2.2713838,0,1.5999999,0,,0,2.029452,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,1.7218628,0,-0.17617583,0,2.4012914,0,52.7,0,4.700001,0,0.20607337,0,0,0,-15.223375
2021-07-01,5724.494078980246,5846.857799999342,5722.366014266871,5826.641185222273,536650.0,0.01841175376604043,9.0,0,61.2,1,-0.20000076,1,0.20000076,1,16.7,0,28.0,0,3.0291972,0,-0.9180273,1,2.2426982,0,1.5999999,0,,0,2.0073645,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,-0.36612687,1,-0.25670332,1,2.3660626,0,51.9,1,4.700001,0,0.21066375,0,1,1,-12.795926
2021-07-02,5845.793767642653,5858.562155922907,5773.439567387883,5794.72021452164,433505.0,-0.00547845142439729,9.0,0,61.2,0,-0.20000076,0,0.20000076,0,16.7,0,28.0,0,2.966544,0,-0.9235475,0,2.2149138,0,1.5999999,0,,0,1.9858592,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,-0.37623826,0,-0.2813244,0,2.3320749,0,51.9,0,4.700001,0,0.21528572,0,0,0,-12.791747
2021-07-05,5857.498123566219,5921.340064967486,5835.153444075776,5903.251514903794,625507.0,0.01872934263679782,9.0,0,61.2,0,-0.20000076,0,0.20000076,0,16.7,0,28.0,0,2.9071884,0,-0.92911917,0,2.187985,0,1.5999999,0,,0,1.9649117,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,-0.38657477,0,-0.30820483,0,2.2992544,0,51.9,0,4.700001,0,0.2199399,0,0,0,-12.787665
2021-07-06,5900.059417833731,5940.492647387864,5780.887793884698,5921.340064967486,450845.0,0.0030641672674838194,9.0,0,61.2,0,-0.20000076,0,0.20000076,0,16.7,0,28.0,0,2.8508446,0,-0.93474317,0,2.1618686,0,1.5999999,0,,0,1.9444991,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,-0.39714772,0,-0.33780742,0,2.267533,0,51.9,0,4.700001,0,0.22462702,0,0,0,-12.783676
2021-07-07,5921.340064967486,5929.852323820988,5793.656182164952,5868.138447133095,721318.0,-0.00898472596585842,9.0,0,61.2,0,-0.20000076,0,0.20000076,0,16.7,0,28.0,0,2.7972598,0,-0.94042057,0,2.1365254,0,1.5999999,0,,0,1.9245999,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,-0.4079692,0,-0.37074327,0,2.2368488,0,51.9,0,4.700001,0,0.22934774,0,0,0,-12.779778
2021-07-08,5844.729735285965,5870.266511846472,5761.735211464317,5772.375535031197,602367.0,-0.016319129646418573,9.0,0,61.2,0,-0.20000076,0,0.20000076,0,16.7,0,28.0,0,2.7462099,0,-0.94615227,0,2.1119182,0,1.5999999,0,,0,1.9051937,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,-0.41905224,0,-0.40783998,0,2.2071438,0,51.9,0,4.700001,0,0.23410279,0,0,0,-12.775965
2021-07-09,5798.97634394839,5840.473605859214,5745.774726114001,5767.055373247757,604888.0,-0.0009216589861751334,9.0,0,61.2,0,-0.20000076,0,0.20000076,0,16.7,0,28.0,0,2.697496,0,-0.95193934,0,2.0880132,0,1.5999999,0,,0,1.8862617,0,101.3,0,-0.8,0,4.5,0,,0,0.40000153,0,-0.43041083,0,-0.45025277,0,2.1783648,0,51.9,0,4.700001,0,0.2388929,0,0,0,-12.772234
2021-07-12,5788.336020381513,5873.458608916534,5778.759729171324,5794.72021452164,562988.0,0.004797047970479751,8.8,1,61.2,0,-0.20000076,0,0.20000076,0,16.8,1,26.8,1,2.6509402,0,-0.9577828,0,1.9416587,1,1.5999999,0,,0,1.8909602,1,101.1,1,-0.6,1,4.5,0,,0,-0.20000458,1,-0.44206002,0,-0.4996545,0,2.1002567,1,51.9,0,-1.2000008,1,0.06344412,1,1,0,-12.768583
2021-07-13,5801.104408661767,5867.07441477641,5785.14392331145,5859.626188279595,519782.0,0.011200881380830197,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.6063833,0,-0.9586463,0,1.9219391,0,1.5999999,0,,0,1.8724498,0,101.1,0,-0.6,0,4.5,0,,0,-0.20000458,0,-0.4467378,0,-0.5162777,0,2.074583,0,51.9,0,-1.2000008,0,0.06847072,0,0,0,-12.764463
2021-07-14,5798.97634394839,5839.409573502527,5776.631664457947,5803.232473375142,566864.0,-0.009624114763029046,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.9574547,1,-0.95951086,0,1.9027079,0,0.9000001,1,,0,1.8543816,0,101.1,0,-0.6,0,5.4,1,,0,-0.20000458,0,-0.45145229,0,-0.5335792,0,2.0496292,0,51.9,0,-1.2000008,0,0.07353264,0,1,0,-12.760438
2021-07-15,5845.793767642653,5886.226997196788,5806.424570445204,5863.882317706344,661818.0,0.010451045104510337,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.8986282,0,-0.9603766,0,1.8839464,0,0.9000001,0,,0,1.8367398,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.4562043,0,-0.55161655,0,2.0253603,0,51.9,0,-1.2000008,0,0.07863078,0,0,0,-12.756504
2021-07-16,5844.729735285965,5906.443611973857,5834.089411719087,5842.601670572591,489115.0,-0.0036291054255123134,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.8427684,0,-0.96124357,0,1.8656371,0,0.9000001,0,,0,1.8195093,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.46099448,0,-0.5704547,0,2.0017445,0,51.9,0,-1.2000008,0,0.08376607,0,0,0,-12.752656
2021-07-19,5825.577152865585,5840.473605859214,5642.563587515288,5656.396008152228,1010288.0,-0.031870333272628115,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.789628,0,-0.9621116,0,1.8477634,0,0.9000001,0,,0,1.8026761,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.46582356,0,-0.5901668,0,1.9787514,0,51.9,0,-1.2000008,0,0.088939466,0,0,0,-12.748892
2021-07-20,5642.563587515288,5673.420525859232,5593.61809910765,5602.13035796115,701436.0,-0.009593679458239524,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.7389874,0,-0.9629808,0,1.8303101,0,0.9000001,0,,0,1.7862267,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.47069237,0,-0.6108359,0,1.9563532,0,51.9,0,-1.2000008,0,0.094151944,0,0,0,-12.745208
2021-07-21,5608.51455210128,5635.115361018472,5527.648092993006,5622.34697273822,771286.0,0.003608736942070534,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.6906517,0,-0.9638512,0,1.8132622,0,0.9000001,0,,0,1.7701488,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.47560158,0,-0.6325566,0,1.9345232,0,51.9,0,-1.2000008,0,0.09940452,0,0,0,-12.7416
2021-07-22,5585.105840254147,5661.716169935668,5582.977775540772,5647.883749298726,521780.0,0.004542013626040786,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.644446,0,-0.9647227,0,1.7952372,0,0.9000001,0,,0,1.7535536,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.48055208,0,-0.65543747,0,1.912514,0,51.9,0,-1.2000008,0,0.104891255,0,0,0,-12.738067
2021-07-23,5629.795199235034,5704.277464203178,5611.706649171341,5679.804719999359,587542.0,0.005651846269781435,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.600214,0,-0.9655954,0,1.7776104,0,0.9000001,0,,0,1.7373159,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.48554465,0,-0.6796035,0,1.891046,0,51.9,0,-1.2000008,0,0.11042457,0,0,0,-12.734605
2021-07-26,5657.460040508917,5712.7897230566805,5615.962778598093,5670.228428789171,586589.0,-0.001686024728362323,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.5578153,0,-0.9664693,0,1.7603674,0,0.9000001,0,,0,1.7214236,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.4905801,0,-0.70519984,0,1.8700962,0,51.9,0,-1.2000008,0,0.116005756,0,0,0,-12.731212
2021-07-27,5671.292461145857,5682.996817069424,5621.282940381532,5650.011814012102,463237.0,-0.003565396884969152,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.5171225,0,-0.96734434,0,1.7434944,0,0.9000001,0,,0,1.7058655,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.49565935,0,-0.7323957,0,1.8496424,0,51.9,0,-1.2000008,0,0.12163613,0,0,0,-12.727883
2021-07-28,5650.011814012102,5678.74068764267,5554.248901910203,5612.77068152803,729988.0,-0.006591337099811634,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.477232,0,-0.96822053,0,1.7269784,0,0.9000001,0,,0,1.6906308,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.50078326,0,-0.7613903,0,1.8296638,0,51.9,0,-1.2000008,0,0.12731709,0,0,0,-12.72462
2021-07-29,5589.361969680897,5713.853755413369,5564.88922547708,5709.5976259866175,602497.0,0.017251184834123245,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.438874,0,-0.9690979,0,1.710807,0,0.9000001,0,,0,1.6757095,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.5059527,0,-0.79241997,0,1.810141,0,51.9,0,-1.2000008,0,0.13305002,0,0,0,-12.721416
2021-07-30,5739.390531973875,5776.631664457947,5715.981820126744,5750.030855540753,549327.0,0.00708162504658949,8.8,0,61.2,0,-0.20000076,0,0.20000076,0,16.8,0,26.8,0,2.401949,0,-0.9699765,0,1.6949686,0,0.9000001,0,,0,1.6610918,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.51116866,0,-0.8257672,0,1.7910554,0,51.9,0,-1.2000008,0,0.13883644,0,0,0,-12.718273
2021-08-02,5744.710693757316,5765.99134089107,5694.701172992988,5730.878273120374,563030.0,-0.0033308660251664124,8.8,0,62.9,1,-0.3999977,1,-0.5999985,1,16.8,0,26.8,0,2.3663664,0,-1.6280314,1,1.6794522,0,0.9000001,0,,0,1.6467688,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.17428471,1,-1.0833135,1,1.7723898,0,51.0,1,-1.2000008,0,0.14467785,0,1,1,-13.463901
2021-08-03,5709.5976259866175,5745.774726114001,5673.420525859232,5681.932784712736,492095.0,-0.008540660972892633,8.8,0,62.9,0,-0.3999977,0,-0.5999985,0,16.8,0,26.8,0,2.3320436,0,-1.6210253,0,1.6642472,0,0.9000001,0,,0,1.632732,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.17988226,0,-1.1271698,0,1.7541276,0,51.0,0,-1.2000008,0,0.15057585,0,0,0,-13.455576
2021-08-04,5710.661658343305,5769.183437961134,5710.661658343305,5761.735211464317,506686.0,0.014044943820224365,8.8,0,62.9,0,-0.3999977,0,-0.5999985,0,16.8,0,26.8,0,2.2989051,0,-1.6140823,0,1.6493436,0,0.9000001,0,,0,1.618973,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.18553129,0,-1.1749904,0,1.7362535,0,51.0,0,-1.2000008,0,0.15653206,0,0,0,-13.44758
2021-08-05,5805.360538088517,5822.385055795522,5684.060849426112,5697.893270063052,672011.0,-0.011080332409971971,8.8,0,62.9,0,-0.3999977,0,-0.5999985,0,16.8,0,26.8,0,2.266881,0,-1.6072013,0,1.634732,0,0.9000001,0,,0,1.6054842,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.1912332,0,-1.2274632,0,1.7187527,0,51.0,0,-1.2000008,0,0.16254821,0,0,0,-13.43989
2021-08-06,5707.469561273241,5723.430046623559,5625.539069808284,5644.691652228663,569529.0,-0.00933706816059765,8.8,0,62.9,0,-0.3999977,0,-0.5999985,0,16.8,0,26.8,0,2.235908,0,-1.6003816,0,1.6204035,0,0.9000001,0,,0,1.5922585,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.19698943,0,-1.2854574,0,1.7016114,0,51.0,0,-1.2000008,0,0.16862607,0,0,0,-13.432486
2021-08-09,5545.7366430567,5546.800675413388,5373.363401273279,5430.821148534419,1014300.0,-0.03788878416588126,8.8,0,62.9,0,-0.3999977,0,-0.5999985,0,16.8,0,26.8,0,2.205927,0,-1.593622,0,1.6063496,0,0.9000001,0,,0,1.5792885,0,101.1,0,-0.6,0,5.4,0,,0,-0.20000458,0,-0.20280147,0,-1.3500897,0,1.6848161,0,51.0,0,-1.2000008,0,0.17476746,0,0,0,-13.42535
2021-08-10,5409.540501400664,5453.165828024861,5322.289848152265,5402.092274903849,753297.0,-0.005289968652037569,9.0,1,62.9,0,-0.3999977,0,-0.5999985,0,14.8,1,23.4,1,2.1768835,0,-1.5869215,0,1.2572359,1,0.9000001,0,,0,1.1145786,1,101.0,1,0.3,1,5.4,0,,0,-0.099998474,1,-0.20867087,0,-1.4228244,0,1.7141174,1,51.0,0,-3.3999996,1,0.08307526,1,1,0,-13.418466
2021-08-11,5339.31436585927,5410.6045337573505,5338.250333502583,5392.51598369366,632650.0,-0.0017727004136299795,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.148728,0,-1.5802791,0,1.2477374,0,0.9000001,0,,0,1.1065978,0,101.0,0,0.3,0,5.4,0,,0,-0.099998474,0,-0.21459919,0,-1.5056257,0,1.6971345,0,51.0,0,-3.3999996,0,0.089285575,0,0,0,-13.411818
2021-08-12,5418.052760254166,5455.293892738238,5405.284371973912,5412.732598470729,506328.0,0.0037490134175217626,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.1214135,0,-1.5736941,0,1.2383631,0,0.9000001,0,,0,1.0987093,0,101.0,0,0.3,0,5.4,0,,0,-0.099998474,0,-0.22058813,0,-1.6012025,0,1.6804931,0,51.0,0,-3.3999996,0,0.09556087,0,0,0,-13.405392
2021-08-13,5403.156307260538,5421.244857324231,5344.634527642708,5410.6045337573505,544823.0,-0.0003931590328292156,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.2720659,1,-1.5641398,0,1.2291106,0,0.5,1,,0,1.0909122,0,101.0,0,0.3,0,5.9,1,,0,-0.099998474,0,-0.2252214,0,-1.5945797,0,1.664181,0,51.0,0,-3.3999996,0,0.10190328,0,1,0,-13.399212
2021-08-16,5419.116792610854,5489.3429281522485,5419.116792610854,5439.333407387922,553027.0,0.005309734513274655,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.2410908,0,-1.5547013,0,1.2199776,0,0.5,0,,0,1.0832052,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.22988732,0,-1.5880139,0,1.6481866,0,51.0,0,-3.3999996,0,0.108315,0,0,0,-13.393228
2021-08-17,5460.614054521676,5497.85518700575,5444.653569171362,5466.998248661804,438070.0,0.005086071987480345,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.2111094,0,-1.5453761,0,1.2109618,0,0.5,0,,0,1.0755874,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.23458661,0,-1.5815039,0,1.6324987,0,51.0,0,-3.3999996,0,0.11479834,0,0,0,-13.387428
2021-08-18,5457.421957451615,5466.998248661804,5407.412436687288,5456.357925094924,467872.0,-0.001946282600233884,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.1820674,0,-1.5361615,0,1.2020612,0,0.5,0,,0,1.0680578,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.23931994,0,-1.575049,0,1.617107,0,51.0,0,-3.3999996,0,0.1213557,0,0,0,-13.381804
2021-08-19,5439.333407387922,5446.781633884738,5302.073233375198,5354.210818852899,795832.0,-0.018720748829952893,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.1539147,0,-1.5270554,0,1.1932738,0,0.5,0,,0,1.0606155,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.24408805,0,-1.5686485,0,1.6020014,0,51.0,0,-3.3999996,0,0.12798959,0,0,0,-13.376347
2021-08-20,5354.210818852899,5398.900177833786,5322.289848152265,5365.915174776465,475644.0,0.0021860095389507617,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.126605,0,-1.5180552,0,1.1845977,0,0.5,0,,0,1.05326,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.24889168,0,-1.5623013,0,1.5871724,0,51.0,0,-3.3999996,0,0.13470262,0,0,0,-13.371045
2021-08-23,5345.698559999397,5365.915174776465,5245.679518470745,5340.378398215957,831719.0,-0.004759071980964147,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.1000948,0,-1.5091588,0,1.1752876,0,0.5,0,,0,1.045041,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.25373158,0,-1.5560068,0,1.5722358,0,51.0,0,-3.3999996,0,0.14258608,0,0,0,-13.365893
2021-08-24,5403.156307260538,5441.461472101297,5388.25985426691,5422.308889680917,542515.0,0.01534170153417036,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.0743444,0,-1.500364,0,1.1660801,0,0.5,0,,0,1.0368943,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.25860855,0,-1.549764,0,1.5575638,0,51.0,0,-3.3999996,0,0.15059611,0,0,0,-13.360884
2021-08-25,5459.55002216499,5477.638572228682,5418.052760254166,5424.436954394292,444115.0,0.0003924646781789942,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.0493162,0,-1.4916683,0,1.156973,0,0.5,0,,0,1.0288185,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.2635234,0,-1.5435724,0,1.5431478,0,51.0,0,-3.3999996,0,0.1587382,0,0,0,-13.356009
2021-08-26,5454.229860381552,5459.55002216499,5388.25985426691,5394.644048407035,473760.0,-0.005492349941153218,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.024508,0,-1.4830703,0,1.1479641,0,0.5,0,,0,1.0208119,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.26847696,0,-1.537431,0,1.5289794,0,51.0,0,-3.3999996,0,0.16701815,0,0,0,-13.351262
2021-08-27,5373.363401273279,5437.205342674547,5344.634527642708,5425.500986750982,564910.0,0.005719921104536674,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,2.0003712,0,-1.4745674,0,1.139051,0,0.5,0,,0,1.012873,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.27347004,0,-1.5313392,0,1.5150508,0,51.0,0,-3.3999996,0,0.17544214,0,0,0,-13.346639
2021-08-30,5408.476469043976,5524.455995922944,5333.994204075832,5466.998248661804,973645.0,0.0076485585408900825,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,1.9768741,0,-1.4661579,0,1.1302316,0,0.5,0,,0,1.0050004,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.27850357,0,-1.5252962,0,1.5013542,0,51.0,0,-3.3999996,0,0.18401675,0,0,0,-13.342133
2021-08-31,5479.766636942057,5508.4955105726285,5444.653569171362,5503.175348789189,467974.0,0.006617360840794229,9.0,0,62.9,0,-0.3999977,0,-0.5999985,0,14.8,0,23.4,0,1.9539875,0,-1.4578398,0,1.1215041,0,0.5,0,,0,0.99719256,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.28357843,0,-1.5193013,0,1.4878825,0,51.0,0,-3.3999996,0,0.19274895,0,0,0,-13.337737
2021-09-01,5471.254378088555,5494.663089935685,5418.052760254166,5438.269375031235,592421.0,-0.0117942768754834,9.0,0,61.3,1,-1.0,1,-1.300003,1,14.8,0,23.4,0,1.9316834,0,-2.7475934,1,1.1128662,0,0.5,0,,0,0.989448,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.63624644,1,-2.2312117,1,1.4746288,0,50.9,1,-3.3999996,0,0.20164615,0,1,1,-13.130864
2021-09-02,5493.599057578998,5514.879704712755,5471.254378088555,5496.791154649062,524781.0,0.010761103502250124,9.0,0,61.3,0,-1.0,0,-1.300003,0,14.8,0,23.4,0,1.9099362,0,-2.7009315,0,1.1043161,0,0.5,0,,0,0.9817655,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.6407786,0,-2.2088146,0,1.4615865,0,50.9,0,-3.3999996,0,0.21071629,0,0,0,-13.126261
2021-09-03,5480.830669298745,5484.022766368808,5431.885180891109,5465.934216305116,471382.0,-0.005613627564847179,9.0,0,61.3,0,-1.0,0,-1.300003,0,14.8,0,23.4,0,1.8887216,0,-2.6562364,0,1.095852,0,0.5,0,,0,0.9741436,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.6453458,0,-2.1869507,0,1.4487491,0,50.9,0,-3.3999996,0,0.21996781,0,0,0,-13.121773
2021-09-06,5529.776157706383,5634.051328661784,5519.135834139504,5630.859231591721,818177.0,0.030173252871325662,9.0,0,61.3,0,-1.0,0,-1.300003,0,14.8,0,23.4,0,1.8680166,0,-2.613369,0,1.0874721,0,0.5,0,,0,0.96658105,0,101.0,0,0.3,0,5.9,0,,0,-0.099998474,0,-0.6499486,0,-2.165598,0,1.4361105,0,50.9,0,-3.3999996,0,0.22940975,0,0,0,-13.117396
