date,open,high,low,close,volume,returns,fac_PPI_化学原料及化学制品制造业_全国_当期同比增长率_月_level,fac_PPI_化学原料及化学制品制造业_全国_当期同比增长率_月_level_release,fac_PPI_橡胶和塑料制品业_全国_当期同比增长率_月_level,fac_PPI_橡胶和塑料制品业_全国_当期同比增长率_月_level_release,fac_PPI_交通运输设备制造业_全国_当期同比增长率_月_level,fac_PPI_交通运输设备制造业_全国_当期同比增长率_月_level_release,fac_PPIRM_化工原料类_全国_当期同比增长率_月_level,fac_PPIRM_化工原料类_全国_当期同比增长率_月_level_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_居民交通工具消费价格指数CPI_上年=100_当月_level,fac_居民交通工具消费价格指数CPI_上年=100_当月_level_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_PPI_汽车制造业_全国_当期同比增长率_月_level,fac_PPI_汽车制造业_全国_当期同比增长率_月_level_release,fac_制造业采购经理指数PMI_新出口订单_diff,fac_制造业采购经理指数PMI_新出口订单_diff_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_制造业采购经理指数PMI_进口_diff,fac_制造业采购经理指数PMI_进口_diff_release,fac_PPI_交通运输设备制造业_全国_当期同比增长率_月_zscore,fac_PPI_交通运输设备制造业_全国_当期同比增长率_月_zscore_release,fac_居民交通工具消费价格指数CPI_上年=100_当月_zscore,fac_居民交通工具消费价格指数CPI_上年=100_当月_zscore_release,fac_PMI_New_Orders_level,fac_PMI_New_Orders_level_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,fac_PPI_橡胶和塑料制品业_全国_当期同比增长率_月_diff,fac_PPI_橡胶和塑料制品业_全国_当期同比增长率_月_diff_release,any_effective_release
2018-06-08,29344.09145098772,29431.83542371601,28466.651723704883,28617.069962667643,649292.0,-0.02310654685494251,6.2,0,1.0,0,1.1,0,4.2,0,0.099998474,0,98.7,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-1.278529,0,1.8382413,0,53.8,0,0.29999924,0,-0.20000005,0,0
2018-06-11,28654.674522408342,28754.953348383526,28403.977457470388,28579.46540292695,365894.0,-0.0013140604467805073,7.7,1,1.5,1,0.9,1,5.3,1,0.099998474,0,98.8,1,58.7,0,0.3,1,0.5,0,3.7000008,0,0.70000076,0,-3.395612,1,2.5461414,1,53.8,0,0.29999924,0,0.5,1,1
2018-06-12,28504.256283445564,28830.162467864913,28215.954658766917,28579.46540292695,467836.0,0.0,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-3.325434,0,2.5138752,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-13,28579.46540292695,28679.74422890214,26573.888883423308,27163.0269860275,1114164.0,-0.04956140350877203,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-3.2593334,0,2.4826186,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-14,27200.631545768203,27376.119491224767,26736.841975632986,27100.35271979302,638062.0,-0.002307337332717707,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-3.1969402,0,2.4523177,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-15,27125.42242628682,27363.584637977878,26899.795067842646,27050.213306805428,421016.0,-0.0018501387604070718,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-3.1379297,0,2.4229233,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-19,26786.981388620567,26812.051095114373,25195.055026264552,25546.03091717769,729242.0,-0.05560704355885093,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-3.0820177,0,2.394389,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-20,25571.100623671482,26072.494753547395,25483.3566509432,25947.146221078427,385562.0,0.0157016683022575,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-3.0289521,0,2.3666718,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-21,25834.33254185634,26210.37813926327,25821.797688609437,25922.076514584624,350540.0,-0.0009661835748795422,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-2.9652293,0,2.3307061,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-22,25947.146221078427,26398.40093796674,25721.518862634264,26273.052405497765,527132.0,0.013539651837524369,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-2.9048986,0,2.2960148,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-25,26222.91299251017,26561.354030176404,26022.355340559807,26247.982699003966,414638.0,-0.000954198473282597,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-2.8476615,0,2.2625198,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-26,26197.84328601637,26423.470644460544,25759.123422374945,26285.58725874466,421838.0,0.0014326647564470996,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-2.793255,0,2.2301505,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-27,26323.191818485353,26448.540350954336,26122.63416653499,26298.12211199156,298334.0,0.0004768717215068996,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-2.7414465,0,2.198841,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-28,26373.331231472945,26774.44653537367,26110.099313288087,26210.37813926327,429010.0,-0.003336510962821948,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-2.692029,0,2.1685317,0,53.8,0,0.29999924,0,0.5,0,0
2018-06-29,26185.308432769478,26636.563149657795,26147.703873028782,26511.214617188816,341204.0,0.011477761836441891,7.7,0,1.5,0,0.9,0,5.3,0,0.099998474,0,98.8,0,58.7,0,0.3,0,0.5,0,3.7000008,0,0.70000076,0,-2.6448188,0,2.1391666,0,53.8,0,0.29999924,0,0.5,0,0
2018-07-02,26498.679763941916,26812.051095114373,26022.355340559807,26185.308432769478,470290.0,-0.01229314420803762,7.7,0,1.5,0,0.9,0,5.3,0,-0.79999924,1,98.8,0,58.7,0,0.3,0,-1.4000015,1,1.0,1,-0.9000015,1,-2.5996506,0,2.110695,0,53.2,1,0.29999924,0,0.5,0,1
2018-07-03,26197.84328601637,26436.005497707436,26059.959900300495,26410.935791213637,286514.0,0.008616562948779327,7.7,0,1.5,0,0.9,0,5.3,0,-0.79999924,0,98.8,0,58.7,0,0.3,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.5563767,0,2.0830686,0,53.2,0,0.29999924,0,0.5,0,0
2018-07-04,26448.540350954336,26486.144910695024,25846.867395103236,26097.564460041194,367772.0,-0.01186521120075923,7.7,0,1.5,0,0.9,0,5.3,0,-0.79999924,0,98.8,0,58.7,0,0.3,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.5148633,0,2.056244,0,53.2,0,0.29999924,0,0.5,0,0
2018-07-05,26059.959900300495,26160.23872627569,25621.240036659077,26085.02960679429,447266.0,-0.00048030739673410316,7.7,0,1.5,0,0.9,0,5.3,0,-0.79999924,0,98.8,0,57.9,1,0.3,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.4749901,0,2.03018,0,53.2,0,-0.79999924,1,0.5,0,1
2018-07-06,26097.564460041194,26247.982699003966,25696.44915614046,25909.541661337727,415934.0,-0.0067275348390194445,7.7,0,1.5,0,0.9,0,5.3,0,-0.79999924,0,98.8,0,57.9,0,0.3,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.4366477,0,2.004839,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-09,25821.797688609437,26448.540350954336,25746.58856912806,26310.65696523846,343002.0,0.01548137397194016,7.7,0,1.5,0,0.9,0,5.3,0,-0.79999924,0,98.8,0,57.9,0,0.3,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.399737,0,1.9801852,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-10,26298.12211199156,26423.470644460544,25696.44915614046,25909.541661337727,397744.0,-0.015245354930919608,7.7,0,1.5,0,0.9,0,5.3,0,-0.79999924,0,98.8,0,57.9,0,0.3,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.3641672,0,1.9561858,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-11,25934.61136783152,26034.890193806703,25445.75209120251,25859.402248350143,386054.0,-0.0019351717464922702,8.3,1,2.0,1,0.9,1,5.8,1,-0.79999924,0,98.6,1,57.9,0,0.4,1,-1.4000015,0,1.0,0,-0.9000015,0,-2.329856,1,0.7291834,1,53.2,0,-0.79999924,0,0.5,1,1
2018-07-12,25821.797688609437,26197.84328601637,25671.379449646665,25959.68107432531,363326.0,0.0038778477944736434,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.2967274,0,0.7239289,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-13,25984.75078081911,26009.82048731291,25696.44915614046,25884.47195484394,292242.0,-0.002897151134717002,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.2647126,0,0.71869755,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-16,25997.28563406601,26034.890193806703,25646.309743152873,25759.123422374945,299150.0,-0.004842615012107143,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.2337475,0,0.7134888,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-17,25708.98400938736,26348.261524979145,25658.844596399773,25909.541661337727,516488.0,0.005839416058394553,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.2037735,0,0.70830226,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-18,25997.28563406601,26222.91299251017,25934.61136783152,26085.02960679429,274760.0,0.006773101112723445,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.174736,0,0.70313746,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-19,26147.703873028782,26298.12211199156,25721.518862634264,25834.33254185634,400080.0,-0.009610764055742238,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.1465855,0,0.69799405,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-20,25746.58856912806,25972.21592757221,25658.844596399773,25784.19312886875,281446.0,-0.0019408054342552328,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.1180904,0,0.6928715,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-23,25784.19312886875,25909.541661337727,25345.473265227327,25470.821797696306,442742.0,-0.012153621779290136,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.0904427,0,0.68776953,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-24,25558.565770424586,25596.170330165292,25195.055026264552,25345.473265227327,347750.0,-0.004921259842519787,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.063598,0,0.6826877,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-25,25408.147531461815,25997.28563406601,25370.542971721123,25871.937101597036,433130.0,0.02077151335311589,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.0375154,0,0.67762554,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-26,25871.937101597036,25922.076514584624,25708.98400938736,25809.262835362544,235716.0,-0.002422480620155154,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-2.0121572,0,0.6725827,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-27,25821.797688609437,25871.937101597036,25458.28694444941,25784.19312886875,333806.0,-0.0009713453132588201,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-1.9874878,0,0.6675588,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-30,25784.19312886875,26247.982699003966,25696.44915614046,25821.797688609437,432376.0,0.001458434613514692,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-1.9634739,0,0.6625535,0,53.2,0,-0.79999924,0,0.5,0,0
2018-07-31,25796.727982115644,25972.21592757221,25633.774889905977,25922.076514584624,322444.0,0.003883495145631244,8.3,0,2.0,0,0.9,0,5.8,0,-0.79999924,0,98.6,0,57.9,0,0.4,0,-1.4000015,0,1.0,0,-0.9000015,0,-1.9400848,0,0.6575663,0,53.2,0,-0.79999924,0,0.5,0,0
2018-08-01,25897.006808090835,26147.703873028782,25533.49606393079,25621.240036659077,313512.0,-0.011605415860734936,8.3,0,2.0,0,0.9,0,5.8,0,0.10000229,1,98.6,0,57.9,0,0.4,0,0.0,1,-3.4000015,1,-0.40000153,1,-1.9172916,0,0.65259695,0,52.3,1,-0.79999924,0,0.5,0,1
2018-08-02,25571.100623671482,25708.98400938736,25445.75209120251,25658.844596399773,204292.0,0.0014677103718201412,8.3,0,2.0,0,0.9,0,5.8,0,0.10000229,0,98.6,0,57.9,0,0.4,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.8950671,0,0.647645,0,52.3,0,-0.79999924,0,0.5,0,0
2018-08-03,25671.379449646665,25734.053715881164,24969.427667820393,25458.28694444941,332132.0,-0.007816316560820602,8.3,0,2.0,0,0.9,0,5.8,0,0.10000229,0,98.6,0,57.9,0,0.4,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.8733861,0,0.64271015,0,52.3,0,-0.79999924,0,0.5,0,0
2018-08-06,25520.9612106839,25959.68107432531,25370.542971721123,25884.47195484394,292352.0,0.016740521910389106,8.3,0,2.0,0,0.9,0,5.8,0,0.10000229,0,98.6,0,57.9,0,0.4,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.8522247,0,0.63779193,0,52.3,0,-0.79999924,0,0.5,0,0
2018-08-07,25846.867395103236,26298.12211199156,25633.774889905977,26285.58725874466,247420.0,0.015496368038740549,8.3,0,2.0,0,0.9,0,5.8,0,0.10000229,0,98.6,0,57.9,0,0.4,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.8315605,0,0.6328901,0,52.3,0,-0.79999924,0,0.5,0,0
2018-08-08,26323.191818485353,26448.540350954336,26034.890193806703,26147.703873028782,134690.0,-0.005245588936576229,8.3,0,2.0,0,0.9,0,5.8,0,0.10000229,0,98.6,0,57.9,0,0.4,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.8113724,0,0.6280042,0,52.3,0,-0.79999924,0,0.5,0,0
2018-08-09,26147.703873028782,26273.052405497765,25984.75078081911,26185.308432769478,81796.0,0.0014381591562799834,8.3,0,2.0,0,0.9,0,5.8,0,0.10000229,0,98.6,0,56.6,1,0.4,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.7916405,0,0.62313396,0,52.3,0,-1.300003,1,0.5,0,1
2018-08-10,26298.12211199156,26423.470644460544,25947.146221078427,25972.21592757221,87122.0,-0.008137865007180611,8.2,1,2.1,1,0.9,1,5.7,1,0.10000229,0,98.5,1,56.6,0,0.2,1,0.0,0,-3.4000015,0,-0.40000153,0,-1.7723464,1,0.014445751,1,52.3,0,-1.300003,0,0.099999905,1,1
2018-08-13,26047.4250470536,26122.63416653499,25947.146221078427,26072.494753547395,43444.0,0.0038610038610038533,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.753472,0,0.012046607,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-14,26072.494753547395,26160.23872627569,25696.44915614046,25884.47195484394,54348.0,-0.007211538461537992,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.7350008,0,0.0096441535,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-15,26009.82048731291,26122.63416653499,25784.19312886875,25922.076514584624,44162.0,0.0014527845036316211,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.7169173,0,0.0072383382,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-16,25947.146221078427,25947.146221078427,24706.19574963554,25107.311053536265,105574.0,-0.0314313346228241,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.6992061,0,0.004829107,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-17,25245.19443925214,25307.86870548663,24894.218548339002,24894.218548339002,42598.0,-0.008487269096355443,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.6818533,0,0.002416407,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-20,25019.567080807985,25270.264145745936,24906.753401585902,25207.58987951145,43252.0,0.012588116817724204,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.6648455,0,1.844817e-07,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-21,25245.19443925214,26874.725361348854,25132.38076003006,26761.911682126785,82648.0,0.06166086524117387,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.6481699,0,-0.0073029785,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-22,26774.44653537367,27163.0269860275,26335.72667173225,26536.284323682616,79758.0,-0.008430913348946523,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.6318145,0,-0.0147068985,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-23,26561.354030176404,27163.0269860275,26335.72667173225,26373.331231472945,42970.0,-0.006140765233821455,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.6157677,0,-0.02221597,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-24,26323.191818485353,26786.981388620567,26059.959900300495,26561.354030176404,21714.0,0.0071292775665396935,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.6000186,0,-0.029834844,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-27,26561.354030176404,26786.981388620567,26385.86608471984,26686.702562645398,21722.0,0.0047192071731954055,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.5845569,0,-0.037568446,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-28,26674.167709398494,26674.167709398494,26059.959900300495,26110.099313288087,19628.0,-0.021606387975575903,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.5693727,0,-0.045422,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-29,26122.63416653499,26410.935791213637,26122.63416653499,26222.91299251017,14302.0,0.004320691310609748,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.5544564,0,-0.053401053,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-30,26222.91299251017,26636.563149657795,26222.91299251017,26410.935791213637,19916.0,0.0071701720841299554,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.539799,0,-0.0615115,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-08-31,26460.014973228834,26604.49243408108,26253.61860058274,26274.25823784734,47128.0,-0.005175036373068043,8.2,0,2.1,0,0.9,0,5.7,0,0.10000229,0,98.5,0,56.6,0,0.2,0,0.0,0,-3.4000015,0,-0.40000153,0,-1.525392,0,-0.069759615,0,52.3,0,-1.300003,0,0.099999905,0,0
2018-09-03,26294.89787511195,26408.4158800673,25283.555649146107,25520.91147768911,78086.0,-0.02867242733699915,8.2,0,2.1,0,0.9,0,5.7,0,-0.20000076,1,98.5,0,56.6,0,0.2,0,-0.3999977,1,4.4000015,1,-0.5,1,-1.5112274,0,-0.07815209,0,52.2,1,-1.300003,0,0.099999905,0,1
2018-09-04,25562.19075221833,25655.069119909065,25407.39347273376,25469.31238452759,41400.0,-0.002021835826930718,8.2,0,2.1,0,0.9,0,5.7,0,-0.20000076,0,98.5,0,56.6,0,0.2,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.4972969,0,-0.08669606,0,52.2,0,-1.300003,0,0.099999905,0,0
2018-09-05,25510.5916590568,25727.3078503352,25345.47456093993,25551.870933586026,40616.0,0.0032414910858995505,8.2,0,2.1,0,0.9,0,5.7,0,-0.20000076,0,98.5,0,56.6,0,0.2,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.4835935,0,-0.09539914,0,52.2,0,-1.300003,0,0.099999905,0,0
2018-09-06,25582.830389482937,25737.627668967507,25458.992565895285,25613.789845379855,33788.0,0.0024232633279483995,8.2,0,2.1,0,0.9,0,5.7,0,-0.20000076,0,98.5,0,57.0,1,0.2,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.4701096,0,-0.104269505,0,52.2,0,0.40000153,1,0.099999905,0,1
2018-09-07,25686.028575805984,25789.226762129023,25035.88000197079,25448.67274726298,65454.0,-0.006446414182111337,8.2,0,2.1,0,0.9,0,5.7,0,-0.20000076,0,98.5,0,57.0,0,0.2,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.4568385,0,-0.11331588,0,52.2,0,0.40000153,0,0.099999905,0,0
2018-09-10,25479.63220315989,25716.988031702902,25407.39347273376,25603.47002674755,37478.0,0.006082725060827299,8.2,0,2.1,0,0.9,0,5.7,0,-0.20000076,0,98.5,0,57.0,0,0.2,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.4437736,0,-0.12254766,0,52.2,0,0.40000153,0,0.099999905,0,0
2018-09-11,25675.708757173677,25675.708757173677,25324.83492367532,25386.753835469157,34556.0,-0.008464328899637108,7.9,1,2.1,1,0.8,1,6.1,1,-0.20000076,0,98.5,0,57.0,0,0.1,1,-0.3999977,0,4.4000015,0,-0.5,0,-2.0574582,1,-0.13197494,0,52.2,0,0.40000153,0,0.0,1,1
2018-09-12,25314.515105043018,26129.780776995074,25211.31691871998,25985.303316142814,65510.0,0.023577235772357374,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-2.0313582,0,-0.14160855,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-13,26016.26277203972,26460.014973228834,25923.38440434898,26325.857331008865,56322.0,0.013105639396346458,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-2.005983,0,-0.15146025,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-14,26346.49696827347,26346.49696827347,26047.222227936636,26109.14113973047,32572.0,-0.008232065856526916,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.9812967,0,-0.16154265,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-17,26109.14113973047,26418.735698699606,25500.27184042449,25696.34839443829,56270.0,-0.015810276679841806,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.9572662,0,-0.17186952,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-18,25624.109664012158,25789.226762129023,25407.39347273376,25696.34839443829,37056.0,0.0,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.9338607,0,-0.18245569,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-19,25778.90694349672,25861.465492555155,25531.231296321414,25665.388938541368,37968.0,-0.001204819277108804,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.911051,0,-0.19331734,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-20,25665.388938541368,26872.807718521,25665.388938541368,26594.17261544878,80010.0,0.03618817852834755,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.8901951,0,-0.20027891,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-21,26604.49243408108,26666.411345874913,26243.29878195043,26356.816786905776,53464.0,-0.008925106713232434,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.8698393,0,-0.2073318,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-25,26315.537512376566,26552.893340919563,26119.460958362764,26470.334791861133,34508.0,0.00430696945967135,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.8499631,0,-0.21447921,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-26,26470.334791861133,26687.050983139514,26315.537512376566,26460.014973228834,41054.0,-0.00038986354775805143,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.8305469,0,-0.22172451,0,52.2,0,0.40000153,0,0.0,0,0
2018-09-27,26418.735698699606,26460.014973228834,26005.942953407415,26005.942953407415,37226.0,-0.017160686427457827,7.9,0,2.1,0,0.8,0,6.1,0,-0.20000076,0,98.5,0,57.0,0,0.1,0,-0.3999977,0,4.4000015,0,-0.5,0,-1.8115722,0,-0.22907121,0,52.2,0,0.40000153,0,0.0,0,0
