date,open,high,low,close,volume,returns,fac_PPI_化学原料及化学制品制造业_全国_当期同比增长率_月_level,fac_PPI_化学原料及化学制品制造业_全国_当期同比增长率_月_level_release,fac_PPI_橡胶和塑料制品业_全国_当期同比增长率_月_level,fac_PPI_橡胶和塑料制品业_全国_当期同比增长率_月_level_release,fac_PPI_交通运输设备制造业_全国_当期同比增长率_月_level,fac_PPI_交通运输设备制造业_全国_当期同比增长率_月_level_release,fac_PPIRM_化工原料类_全国_当期同比增长率_月_level,fac_PPIRM_化工原料类_全国_当期同比增长率_月_level_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_居民交通工具消费价格指数CPI_上年=100_当月_level,fac_居民交通工具消费价格指数CPI_上年=100_当月_level_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_PPI_汽车制造业_全国_当期同比增长率_月_level,fac_PPI_汽车制造业_全国_当期同比增长率_月_level_release,fac_制造业采购经理指数PMI_新出口订单_diff,fac_制造业采购经理指数PMI_新出口订单_diff_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_制造业采购经理指数PMI_进口_diff,fac_制造业采购经理指数PMI_进口_diff_release,fac_PPI_交通运输设备制造业_全国_当期同比增长率_月_zscore,fac_PPI_交通运输设备制造业_全国_当期同比增长率_月_zscore_release,fac_居民交通工具消费价格指数CPI_上年=100_当月_zscore,fac_居民交通工具消费价格指数CPI_上年=100_当月_zscore_release,fac_PMI_New_Orders_level,fac_PMI_New_Orders_level_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,fac_PPI_橡胶和塑料制品业_全国_当期同比增长率_月_diff,fac_PPI_橡胶和塑料制品业_全国_当期同比增长率_月_diff_release,any_effective_release
2016-02-22,35198.46950357476,35947.05456319992,35078.69589403474,35617.67713696484,2710.0,0.008478168715556844,-6.3,0,-3.0,0,-1.0,0,-5.7,0,-0.79999924,0,97.8,0,,0,-1.1,0,-0.5999985,0,2.699997,0,-1.199997,0,,0,,0,49.5,0,,0,0.5999999,0,0
2016-02-23,35677.56394173485,35857.2243560449,35333.2148143073,35542.81863100233,1510.0,-0.0021017234131986973,-6.3,0,-3.0,0,-1.0,0,-5.7,0,-0.79999924,0,97.8,0,,0,-1.1,0,-0.5999985,0,2.699997,0,-1.199997,0,,0,,0,49.5,0,,0,0.5999999,0,0
2016-02-24,35497.90352742483,35632.64883815734,35213.44120476727,35348.186515499794,1374.0,-0.0054759898904800375,-6.3,0,-3.0,0,-1.0,0,-5.7,0,-0.79999924,0,97.8,0,,0,-1.1,0,-0.5999985,0,2.699997,0,-1.199997,0,,0,,0,49.5,0,,0,0.5999999,0,0
2016-02-25,35378.1299178848,36081.79987393245,35273.32800953727,35512.875228617326,2788.0,0.004659042778483613,-6.3,0,-3.0,0,-1.0,0,-5.7,0,-0.79999924,0,97.8,0,,0,-1.1,0,-0.5999985,0,2.699997,0,-1.199997,0,,0,,0,49.5,0,,0,0.5999999,0,0
2016-02-26,35512.875228617326,35632.64883815734,34869.0920773397,35003.83738807223,2428.0,-0.014333895446880018,-6.3,0,-3.0,0,-1.0,0,-5.7,0,-0.79999924,0,97.8,0,,0,-1.1,0,-0.5999985,0,2.699997,0,-1.199997,0,,0,,0,49.5,0,,0,0.5999999,0,0
2016-02-29,35198.46950357476,35273.32800953727,34644.516559452146,34794.23357137718,6196.0,-0.005988023952095856,-6.3,0,-3.0,0,-1.0,0,-5.7,0,-0.79999924,0,97.8,0,,0,-1.1,0,-0.5999985,0,2.699997,0,-1.199997,0,,0,,0,49.5,0,,0,0.5999999,0,0
2016-03-01,34914.00718091721,35243.384607152264,34674.459961837165,35138.58269880475,5938.0,0.009896729776247781,-6.3,0,-3.0,0,-1.0,0,-5.7,0,-0.79999924,0,97.8,0,,0,-1.1,0,-0.5999985,0,2.699997,0,-1.199997,0,,0,,0,49.5,0,,0,0.5999999,0,0
2016-03-02,35213.44120476727,36006.941367969936,35108.63929641974,35842.25265485241,5656.0,0.020025564550490538,-6.3,0,-3.0,0,-1.0,0,-5.7,0,1.2000008,1,97.8,0,,0,-1.1,0,0.5,1,5.1000023,1,-0.6000023,1,,0,,0,48.6,1,,0,0.5999999,0,1
2016-03-03,35932.0828620074,36486.03580613003,35692.53564292737,36246.48858704998,7946.0,0.011278195488721332,-6.3,0,-3.0,0,-1.0,0,-5.7,0,1.2000008,0,97.8,0,,0,-1.1,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,0.5999999,0,0
2016-03-04,36381.23389778252,38267.66824803789,36321.34709301249,38267.66824803789,10818.0,0.055762081784386464,-6.3,0,-3.0,0,-1.0,0,-5.7,0,1.2000008,0,97.8,0,,0,-1.1,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,0.5999999,0,0
2016-03-07,38537.15886950295,40827.82915195591,38537.15886950295,39255.8005267431,15104.0,0.025821596244131717,-6.3,0,-3.0,0,-1.0,0,-5.7,0,1.2000008,0,97.8,0,,0,-1.1,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,0.5999999,0,0
2016-03-08,39315.6873315131,40064.27239113826,38297.6116504229,38851.5645945455,13868.0,-0.01029748283752896,-6.3,0,-3.0,0,-1.0,0,-5.7,0,1.2000008,0,97.8,0,,0,-1.1,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,0.5999999,0,0
2016-03-09,38926.42310050804,38926.42310050804,37264.564268140195,38372.470156385425,8800.0,-0.012331406551059243,-6.3,0,-3.0,0,-1.0,0,-5.7,0,1.2000008,0,97.8,0,,0,-1.1,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,0.5999999,0,0
2016-03-10,38342.526754000406,39195.913721973084,37728.68700510779,37908.34741941782,10236.0,-0.012095200936402928,-6.3,0,-3.0,0,-1.0,0,-5.7,0,1.2000008,0,97.8,0,,0,-1.1,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,0.5999999,0,0
2016-03-11,37998.177626572855,38626.98907665798,37608.91339556777,38312.58335161541,7510.0,0.010663507109004877,-5.9,1,-3.1,1,-1.1,1,-5.1,1,1.2000008,0,97.8,0,,0,-1.2,1,0.5,0,5.1000023,0,-0.6000023,0,,1,,0,48.6,0,,0,-0.099999905,1,1
2016-03-14,38327.555052807904,39210.885423165586,38028.12102895785,38028.12102895785,7538.0,-0.007424775302852682,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-15,37968.23422418783,38192.809742075384,37219.64916456269,37534.054889605235,5716.0,-0.012992125984252367,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-16,37459.19638364272,38132.92293730537,37414.28128006522,38132.92293730537,6100.0,0.01595532508974884,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-17,38282.6399492304,39165.97031958809,38147.89463849788,38686.875881427986,9834.0,0.014526894385551659,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-18,38851.5645945455,39809.75347086571,38716.81928381298,38776.706088583,14536.0,0.0023219814241484116,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-21,38776.706088583,39884.61197682823,38582.07397308047,39510.31944701565,12450.0,0.018918918918918948,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-22,39615.12135536317,39854.668574443225,39121.05521601057,39165.97031958809,10836.0,-0.00871542250852586,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-23,39225.85712435809,39704.95156251819,38582.07397308047,38597.04567427296,13244.0,-0.014525993883792276,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-24,38582.07397308047,39016.25330766305,38177.83804088289,38626.98907665798,16502.0,0.0007757951900702054,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-25,38626.98907665798,39225.85712435809,38507.215467117945,39195.913721973084,12432.0,0.014728682170542351,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-28,39285.743929128104,39824.72517205822,38821.62119216051,38836.592893353016,18436.0,-0.00916730328495019,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-29,38926.42310050804,39345.630733898135,38117.95123611287,38237.72484565289,22530.0,-0.01542020046260606,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-30,38312.58335161541,38612.01737546547,37953.26252299533,38237.72484565289,19036.0,0.0,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-03-31,38297.6116504229,38597.04567427296,37114.84725621516,37863.43231584031,29798.0,-0.009788566953797928,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-04-01,37968.23422418783,38297.6116504229,37788.57380987779,37983.20592538034,17786.0,0.003163305654408921,-5.9,0,-3.1,0,-1.1,0,-5.1,0,1.2000008,0,97.8,0,,0,-1.2,0,0.5,0,5.1000023,0,-0.6000023,0,,0,,0,48.6,0,,0,-0.099999905,0,0
2016-04-05,37833.488913455294,38746.762686197995,37593.94169437526,38686.875881427986,18678.0,0.01852581789515173,-5.9,0,-3.1,0,-1.1,0,-5.1,0,0.20000076,1,97.8,0,,0,-1.2,0,2.7999992,1,5.0999985,1,4.299999,1,,0,,0,51.4,1,,0,-0.099999905,0,1
2016-04-06,38776.706088583,38926.42310050804,38222.753144460374,38492.24376592545,21498.0,-0.0050309597523219285,-5.9,0,-3.1,0,-1.1,0,-5.1,0,0.20000076,0,97.8,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,-0.099999905,0,0
2016-04-07,38312.58335161541,38881.50799693051,38312.58335161541,38492.24376592545,14804.0,0.0,-5.9,0,-3.1,0,-1.1,0,-5.1,0,0.20000076,0,97.8,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,-0.099999905,0,0
2016-04-08,38342.526754000406,38552.13057069546,37878.40401703281,38537.15886950295,24598.0,0.001166861143523601,-5.9,0,-3.1,0,-1.1,0,-5.1,0,0.20000076,0,97.8,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,-0.099999905,0,0
2016-04-11,38597.04567427296,40453.53662214335,38597.04567427296,40273.87620783332,42324.0,0.04506604506604539,-5.9,0,-3.1,0,-1.1,0,-5.1,0,0.20000076,0,97.8,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,-0.099999905,0,0
2016-04-12,38207.781443267886,40872.74425553343,38192.809742075384,40842.80085314842,32614.0,0.014126394052044411,-5.5,1,-2.8,1,-0.7,1,-4.2838,1,0.20000076,0,97.6,1,,0,-1.2,1,2.7999992,0,5.0999985,0,4.299999,0,,1,,1,51.4,0,,0,0.29999995,1,1
2016-04-13,40857.772554340925,42220.19736285871,40663.14043883839,40857.772554340925,65272.0,0.0003665689149559004,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-14,40902.68765791843,41471.61230323356,40782.91404837842,40977.54616388096,30432.0,0.002931476731403704,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-15,41022.461267458464,41501.55570561857,40243.93280544831,40423.59321975835,41614.0,-0.013518450858604036,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-18,40154.1025982933,41411.72549846354,40049.300689945754,40782.91404837842,41082.0,0.008888888888888724,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-19,41022.461267458464,41875.84823543115,40752.97064599342,41516.52740681107,49858.0,0.01798825256975012,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-20,41531.499108003576,43223.30134275643,41202.121681768505,42834.03711175133,105876.0,0.031734583483591594,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-21,43028.669227253886,44406.065736964156,41920.763339008634,43732.33918330151,108938.0,0.020971688220901674,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-22,43432.905159451475,43792.225988071536,41471.61230323356,42130.36715570368,108310.0,-0.036631290653885706,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-25,42324.99927120624,43717.36748210902,41800.98972946862,42564.54649028628,87838.0,0.010305614783227002,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-26,42639.4049962488,42908.895617713846,41995.62184497116,42489.68798432376,70104.0,-0.0017587055926838735,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-27,42534.60308790128,43223.30134275643,41636.301016351084,42280.08416762873,74628.0,-0.0049330514446790374,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-28,42489.68798432376,42519.63138670878,41321.89529130853,41726.131223506105,55944.0,-0.013101983002833162,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-04-29,41860.87653423862,42594.489892671285,41786.018028276136,42100.42375331869,62630.0,0.008970218873340707,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,0.20000076,0,97.6,0,,0,-1.2,0,2.7999992,0,5.0999985,0,4.299999,0,,0,,0,51.4,0,,0,0.29999995,0,0
2016-05-03,41756.07462589112,43103.52773321638,41441.668900848555,43028.669227253886,47424.0,0.02204836415362732,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,-0.79999924,1,97.6,0,,0,-1.2,0,-0.10000229,1,2.2999992,1,-0.5999985,1,,0,,0,51.0,1,,0,0.29999995,0,1
2016-05-04,42863.98051413635,43088.55603202389,41890.81993662363,42250.14076524373,63080.0,-0.018093249826026447,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,-0.79999924,0,97.6,0,,0,-1.2,0,-0.10000229,0,2.2999992,0,-0.5999985,0,,0,,0,51.0,0,,0,0.29999995,0,0
2016-05-05,42324.99927120624,42579.51819147879,41172.1782793835,41172.1782793835,67298.0,-0.025513819985825692,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,-0.79999924,0,97.6,0,,0,-1.2,0,-0.10000229,0,2.2999992,0,-0.5999985,0,,0,,0,51.0,0,,0,0.29999995,0,0
2016-05-06,41336.86699250101,41516.52740681107,40438.56492095085,40782.91404837842,68584.0,-0.009454545454545382,-5.5,0,-2.8,0,-0.7,0,-4.2838,0,-0.79999924,0,97.6,0,,0,-1.2,0,-0.10000229,0,2.2999992,0,-0.5999985,0,,0,,0,51.0,0,,0,0.29999995,0,0
