date,open,high,low,close,volume,returns,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_level,fac_PMI_level_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PMI_Raw_Material_Inventory_zscore,fac_PMI_Raw_Material_Inventory_zscore_release,fac_PMI_Raw_Material_Inventory_level,fac_PMI_Raw_Material_Inventory_level_release,fac_Non_Mfg_PMI_Constr_Expectation_level,fac_Non_Mfg_PMI_Constr_Expectation_level_release,fac_PPI_level,fac_PPI_level_release,fac_PMI_Business_Expectation_zscore,fac_PMI_Business_Expectation_zscore_release,fac_PMI_diff,fac_PMI_diff_release,fac_Non_Mfg_PMI_Constr_Expectation_diff,fac_Non_Mfg_PMI_Constr_Expectation_diff_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_PPI_diff,fac_PPI_diff_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PPIRM_diff,fac_PPIRM_diff_release,any_effective_release
2020-06-03,2124.982761713766,2151.9789129515084,2116.1676919218507,2144.265726883583,198386.0,0.009336099585061985,,0,-0.9000015,0,,0,59.7,0,,0,0.18940689,0,47.3,0,65.4,0,-7.3,0,0.2227383,0,0.70000076,0,5.5,0,-1.7,0,54.0,0,-2.2999997,0,0.6066647,0,-1.5,0,0
2020-06-04,2144.265726883583,2196.6052037730838,2139.8581919876247,2163.548692053399,295898.0,0.008992805755395628,,0,-0.9000015,0,,0,59.7,0,,0,0.18930314,0,47.3,0,65.4,0,-7.3,0,0.2253414,0,0.70000076,0,5.5,0,-1.7,0,54.0,0,-2.2999997,0,0.6097863,0,-1.5,0,0
2020-06-05,2159.6920990194353,2178.975064189252,2139.8581919876247,2153.0807966754987,221653.0,-0.004838298955946008,,0,-0.9000015,0,,0,60.8,1,,0,0.1891994,0,47.3,0,67.5,1,-7.3,0,1.2633559,1,0.70000076,0,2.0999985,1,-1.7,0,57.9,1,-2.2999997,0,0.6129234,0,-1.5,0,0
2020-06-08,2148.67326177954,2191.0957851531366,2135.450657091667,2157.4883315714565,252717.0,0.0020470829068575114,,0,-0.9000015,0,,0,60.8,0,,0,0.18909568,0,47.3,0,67.5,0,-7.3,0,1.2592026,0,0.70000076,0,2.0999985,0,-1.7,0,57.9,0,-2.2999997,0,0.61607635,0,-1.5,0,0
2020-06-09,2154.1826803994886,2158.5902152954463,2118.3714593698296,2154.7336222614827,258044.0,-0.0012768130745659523,,0,-0.9000015,0,,0,60.8,0,,0,0.18899195,0,47.3,0,67.5,0,-7.3,0,1.2550733,0,0.70000076,0,2.0999985,0,-1.7,0,57.9,0,-2.2999997,0,0.61924535,0,-1.5,0,0
2020-06-10,2152.5298548135047,2176.7712967412726,2140.9600757116145,2161.3449246054197,225392.0,0.003068268984914413,,0,-0.9000015,0,,0,60.8,0,,0,0.18888822,0,47.3,0,67.5,0,-7.3,0,1.2509675,0,0.70000076,0,2.0999985,0,-1.7,0,57.9,0,-2.2999997,0,0.62243044,0,-1.5,0,0
2020-06-11,2170.7109362593305,2178.975064189252,2143.714785021588,2154.1826803994886,198582.0,-0.003313790466479394,,0,-0.9000015,0,,0,60.8,0,,0,0.18878451,0,47.3,0,67.5,0,-8.0,1,1.2468852,0,0.70000076,0,2.0999985,0,-2.7,1,57.9,0,-2.1000001,1,0.6256319,0,-1.0,1,0
2020-06-12,2150.8770292275194,2171.8128199833204,2109.556389577912,2170.7109362593305,264361.0,0.007672634271099321,,0,-0.9000015,0,,0,60.8,0,,0,0.1886808,0,47.3,0,67.5,0,-8.0,0,1.2428259,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.62885,0,-1.0,0,0
2020-06-15,2176.220354879278,2180.6278897752363,2120.575226817807,2128.83935474773,213979.0,-0.0192893401015225,,0,-0.9000015,0,,0,60.8,0,,0,0.18878499,0,47.3,0,67.5,0,-8.0,0,1.2387894,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.629241,0,-1.0,0,0
2020-06-16,2126.63558729975,2154.1826803994886,2126.63558729975,2145.9185524695667,161529.0,0.008022774327121951,,0,-0.9000015,0,,0,60.8,0,,0,0.18888919,0,47.3,0,67.5,0,-8.0,0,1.2347755,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.62963223,0,-1.0,0,0
2020-06-17,2143.714785021588,2159.6920990194353,2121.6771105417974,2131.0431221957083,181819.0,-0.0069319640564826646,,0,-0.9000015,0,,0,60.8,0,,0,0.1889934,0,47.3,0,67.5,0,-8.0,0,1.230784,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.6300237,0,-1.0,0,0
2020-06-18,2129.941238471719,2165.201517639383,2122.7789942657873,2152.5298548135047,210967.0,0.010082730093071923,,0,-0.9000015,0,,0,60.8,0,,0,0.18909761,0,47.3,0,67.5,0,-8.0,0,1.2268147,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.6304154,0,-1.0,0,0
2020-06-19,2148.67326177954,2175.6694130172837,2144.265726883583,2172.9147037073103,162748.0,0.009470181725108606,,0,-0.9000015,0,,0,60.8,0,,0,0.18920183,0,47.3,0,67.5,0,-8.0,0,1.2228673,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.6308073,0,-1.0,0,0
2020-06-22,2177.873180465263,2186.137308395184,2132.6959477816918,2153.0807966754987,225033.0,-0.009127789046653345,,0,-0.9000015,0,,0,60.8,0,,0,0.18930607,0,47.3,0,67.5,0,-8.0,0,1.2189415,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.6311994,0,-1.0,0,0
2020-06-23,2152.5298548135047,2158.0392734334514,2141.511017573609,2147.020436193556,108006.0,-0.0028147389969295222,,0,-0.9000015,0,,0,60.8,0,,0,0.1894103,0,47.3,0,67.5,0,-8.0,0,1.2150371,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.63159174,0,-1.0,0,0
2020-06-24,2148.67326177954,2156.386447847467,2142.061959435604,2154.7336222614827,102636.0,0.0035925070567102146,,0,-0.9000015,0,,0,60.8,0,,0,0.18951453,0,47.3,0,67.5,0,-8.0,0,1.2111539,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.63198423,0,-1.0,0,0
2020-06-29,2148.67326177954,2148.67326177954,2074.2961104102487,2082.0092964781757,201303.0,-0.03375095883405754,,0,-0.9000015,0,,0,60.8,0,,0,0.18961878,0,47.3,0,67.5,0,-8.0,0,1.2072916,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.632377,0,-1.0,0,0
2020-06-30,2080.356470892191,2090.273424408097,2067.6848080663112,2077.050819720223,145350.0,-0.0023815824292140464,,0,-0.9000015,0,,0,60.8,0,,0,0.18972303,0,47.3,0,67.5,0,-8.0,0,1.2034502,0,0.70000076,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,0.63277,0,-1.0,0,0
2020-07-01,2077.050819720223,2082.56023834017,2047.8509010345012,2061.0735057223746,163836.0,-0.007692307692307887,,0,0.29999924,1,,0,60.8,0,,0,0.26539853,1,47.6,1,67.5,0,-8.0,0,1.1967515,0,0.5,1,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,2.4083111,1,-1.0,0,1
2020-07-02,2066.0319824803273,2074.8470522722437,2054.4622033784376,2063.277273170354,122991.0,0.0010692328254477967,,0,0.29999924,0,,0,60.8,0,,0,0.26518494,0,47.6,0,67.5,0,-8.0,0,1.1901113,0,0.5,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,2.3764558,0,-1.0,0,0
2020-07-03,2057.216912688412,2073.7451685482533,2040.688656828569,2062.175389446364,114477.0,-0.0005340453938587064,,0,0.29999924,0,,0,60.8,0,,0,0.2649714,0,47.6,0,67.5,0,-8.0,0,1.1835284,0,0.5,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,2.3456123,0,-1.0,0,0
2020-07-06,2063.8282150323485,2072.6432848242644,2029.6698195886743,2059.9716219983857,204690.0,-0.0010686615014691148,,0,0.29999924,0,,0,60.8,0,,0,0.26475787,0,47.6,0,67.5,0,-8.0,0,1.1770022,0,0.5,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,2.315726,0,-1.0,0,0
2020-07-07,2059.9716219983857,2077.050819720223,2053.3603196544477,2068.786691790301,131238.0,0.004279219042524485,,0,0.29999924,0,,0,60.8,0,,0,0.2645444,0,47.6,0,67.5,0,-8.0,0,1.1705314,0,0.5,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,2.286746,0,-1.0,0,0
2020-07-08,2070.4395173762855,2109.0054477159183,2062.175389446364,2104.046970957965,164813.0,0.01704394141145138,,0,0.29999924,0,,0,60.8,0,,0,0.26433095,0,47.6,0,67.5,0,-8.0,0,1.1641151,0,0.5,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,2.2586255,0,-1.0,0,0
2020-07-09,2104.046970957965,2117.26957564584,2094.130017442059,2101.2922616479914,121599.0,-0.0013092432573972301,,0,0.29999924,0,,0,60.8,0,,0,0.26411754,0,47.6,0,67.5,0,-8.0,0,1.1577524,0,0.5,0,2.0999985,0,-2.7,0,57.9,0,-2.1000001,0,2.2313201,0,-1.0,0,0
2020-07-10,2099.088494200013,2101.2922616479914,2056.665970826416,2066.0319824803273,158383.0,-0.01678028316727831,,0,0.29999924,0,,0,59.8,1,,0,0.26390412,0,47.6,0,67.8,1,-5.1,1,1.0505832,1,0.5,0,0.30000305,1,-2.2,1,57.5,1,-0.9000001,1,2.2047896,0,0.5,1,0
2020-07-13,2069.337633652295,2128.288412885735,2068.2357499283066,2112.3110988878866,188891.0,0.022399999999999975,,0,0.29999924,0,,0,59.8,0,,0,0.26369077,0,47.6,0,67.8,0,-5.1,0,1.0454344,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.1789963,0,0.5,0,0
2020-07-14,2112.3110988878866,2121.6771105417974,2077.6017615822175,2090.8243662700916,143666.0,-0.01017214397496069,,0,0.29999924,0,,0,59.8,0,,0,0.26434714,0,47.6,0,67.8,0,-5.1,0,1.0403202,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.1494026,0,0.5,0,0
2020-07-15,2090.273424408097,2106.80168026794,2082.56023834017,2088.6205988221122,109096.0,-0.001054018445322935,,0,0.29999924,0,,0,59.8,0,,0,0.26500383,0,47.6,0,67.8,0,-5.1,0,1.0352399,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.1207147,0,0.5,0,0
2020-07-16,2088.6205988221122,2110.6582733019027,2060.5225638603797,2095.7828430280447,182244.0,0.003429174360327414,,0,0.29999924,0,,0,59.8,0,,0,0.26566094,0,47.6,0,67.8,0,-5.1,0,1.0301932,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.092884,0,0.5,0,0
2020-07-17,2096.8847267520337,2142.6129012975975,2083.1111802021655,2140.9600757116145,188026.0,0.02155625657202953,,0,0.29999924,0,,0,59.8,0,,0,0.2663184,0,47.6,0,67.8,0,-5.1,0,1.0251797,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.0658658,0,0.5,0,0
2020-07-20,2140.9600757116145,2162.997750191404,2127.73747102374,2138.756308263635,150889.0,-0.0010293360782296368,,0,0.29999924,0,,0,59.8,0,,0,0.2669763,0,47.6,0,67.8,0,-5.1,0,1.0201988,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.0396183,0,0.5,0,0
2020-07-21,2138.756308263635,2169.609052535341,2127.186529161745,2160.2430408814303,123602.0,0.010046367851622717,,0,0.29999924,0,,0,59.8,0,,0,0.26763454,0,47.6,0,67.8,0,-5.1,0,1.0152501,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.014103,0,0.5,0,0
2020-07-22,2163.548692053399,2193.850494463111,2147.5713780555507,2154.7336222614827,145419.0,-0.002550369803621555,,0,0.29999924,0,,0,59.8,0,,0,0.26829314,0,47.6,0,67.8,0,-5.1,0,1.0103331,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,1.9892837,0,0.5,0,0
2020-07-23,2154.1826803994886,2225.8051224588066,2154.1826803994886,2219.193820114869,204662.0,0.029915622602914915,,0,0.29999924,0,,0,59.8,0,,0,0.26895216,0,47.6,0,67.8,0,-5.1,0,1.0054473,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,1.965127,0,0.5,0,0
2020-07-24,2215.888168942901,2231.314541078754,2149.2242036415355,2180.6278897752363,224318.0,-0.0173783515392254,,0,0.29999924,0,,0,59.8,0,,0,0.26961157,0,47.6,0,67.8,0,-5.1,0,1.0005925,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,1.9416014,0,0.5,0,0
2020-07-27,2183.38259908521,2203.2165061170213,2155.835505985472,2160.7939827434257,134570.0,-0.009095502779181142,,0,0.29999924,0,,0,59.8,0,,0,0.27027133,0,47.6,0,67.8,0,-5.1,0,0.995768,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,1.9186777,0,0.5,0,0
2020-07-28,2170.7109362593305,2185.5863665331894,2154.1826803994886,2169.609052535341,107550.0,0.004079551249362323,,0,0.29999924,0,,0,59.8,0,,0,0.2709315,0,47.6,0,67.8,0,-5.1,0,0.9909736,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,1.8963283,0,0.5,0,0
2020-07-29,2170.7109362593305,2188.8920177051577,2165.7524595013783,2180.076947913241,102386.0,0.004824784154392914,,0,0.29999924,0,,0,59.8,0,,0,0.27159205,0,47.6,0,67.8,0,-5.1,0,0.9862088,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,1.8745276,0,0.5,0,0
2020-07-30,2180.076947913241,2187.239192119173,2143.163843159594,2158.0392734334514,132033.0,-0.01010866818296663,,0,0.29999924,0,,0,59.8,0,,0,0.272253,0,47.6,0,67.8,0,-5.1,0,0.9814732,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,1.8532513,0,0.5,0,0
2020-07-31,2155.2845641234776,2197.1561456350787,2138.756308263635,2193.850494463111,173549.0,0.01659433239724306,,0,0.29999924,0,,0,59.8,0,,0,0.27291435,0,47.6,0,67.8,0,-5.1,0,0.97676647,0,0.5,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,1.8324767,0,0.5,0,0
2020-08-03,2192.748610739122,2239.0277271466807,2181.7297734992258,2226.9070061827956,134680.0,0.015067805123053502,,0,0.30000305,1,,0,59.8,0,,0,0.349336,1,47.9,1,67.8,0,-5.1,0,0.9720881,0,0.29999924,1,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.17379,1,0.5,0,1
2020-08-04,2242.333378318649,2245.639029490617,2218.6428782528737,2228.0088899067846,92325.0,0.0004948045522017441,,0,0.30000305,0,,0,59.8,0,,0,0.34967902,0,47.9,0,67.8,0,-5.1,0,0.9674378,0,0.29999924,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.1442726,0,0.5,0,0
2020-08-05,2225.2541805968117,2262.1672853504597,2212.5825177709316,2250.0465643865755,131879.0,0.009891196834817428,,0,0.30000305,0,,0,59.8,0,,0,0.35002214,0,47.9,0,67.8,0,-5.1,0,0.9628152,0,0.29999924,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.1156566,0,0.5,0,0
2020-08-06,2247.842796938596,2264.3710527984385,2234.6201922507225,2250.0465643865755,108412.0,0.0,,0,0.30000305,0,,0,59.8,0,,0,0.3503654,0,47.9,0,67.8,0,-5.1,0,0.95821995,0,0.29999924,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.0878937,0,0.5,0,0
2020-08-07,2247.842796938596,2313.9558203779666,2247.842796938596,2283.1030761062602,154658.0,0.014691478942213232,,0,0.30000305,0,,0,59.8,0,,0,0.35070875,0,47.9,0,67.8,0,-5.1,0,0.9536516,0,0.29999924,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.0609398,0,0.5,0,0
2020-08-10,2283.1030761062602,2291.918145898177,2249.495622524581,2258.8616341784914,105169.0,-0.01061776061776043,,0,0.30000305,0,,0,59.8,0,,0,0.35105225,0,47.9,0,67.8,0,-5.1,0,0.9491099,0,0.29999924,0,0.30000305,0,-2.2,0,57.5,0,-0.9000001,0,2.034753,0,0.5,0,0
2020-08-11,2259.9635179024817,2270.9823551423765,2205.971215426995,2212.5825177709316,134625.0,-0.02048780487804891,,0,0.30000305,0,,0,60.5,1,,0,0.35139585,0,47.9,0,66.3,1,-4.6,1,1.0172921,1,0.29999924,0,-1.5,1,-2.8,1,57.8,1,-1.8,1,2.0092952,0,-0.5999999,1,0
2020-08-12,2212.5825177709316,2223.6013550108273,2173.465645569304,2213.684401494921,131561.0,0.0004980079681273786,,0,0.30000305,0,,0,60.5,0,,0,0.35173956,0,47.9,0,66.3,0,-4.6,0,1.0121051,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.9845306,0,-0.5999999,0,0
2020-08-13,2218.0919363908797,2219.193820114869,2179.526006051247,2190.544843291141,83242.0,-0.010452961672474004,,0,0.30000305,0,,0,60.5,0,,0,0.3520834,0,47.9,0,66.3,0,-4.6,0,1.0069525,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.9604255,0,-0.5999999,0,0
2020-08-14,2198.2580293590686,2212.5825177709316,2184.4844828091996,2195.5033200490943,79365.0,0.002263581488933797,,0,0.30000305,0,,0,60.5,0,,0,0.35219714,0,47.9,0,66.3,0,-4.6,0,1.0018339,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.9379064,0,-0.5999999,0,0
2020-08-17,2196.6052037730838,2247.291855076601,2185.5863665331894,2193.2995526011155,133998.0,-0.0010037641154327925,,0,0.30000305,0,,0,60.5,0,,0,0.3523109,0,47.9,0,66.3,0,-4.6,0,0.9967487,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.9159449,0,-0.5999999,0,0
2020-08-18,2185.5863665331894,2221.397587562848,2185.0354246711945,2202.1146223930323,67683.0,0.004019090680733806,,0,0.30000305,0,,0,60.5,0,,0,0.35242465,0,47.9,0,66.3,0,-4.6,0,0.9905777,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.8945168,0,-0.5999999,0,0
2020-08-19,2205.4202735649997,2224.7032387348163,2194.4014363251054,2213.133459632927,76435.0,0.00500375281461074,,0,0.30000305,0,,0,60.5,0,,0,0.3525384,0,47.9,0,66.3,0,-4.6,0,0.98445207,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.8735989,0,-0.5999999,0,0
2020-08-20,2206.5221572889895,2223.6013550108273,2183.9335409472046,2187.239192119173,47135.0,-0.011700273836196429,,0,0.30000305,0,,0,60.5,0,,0,0.3526522,0,47.9,0,66.3,0,-4.6,0,0.9783711,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.8531696,0,-0.5999999,0,0
2020-08-21,2187.239192119173,2196.0542619110897,2174.0165874312997,2181.7297734992258,21409.0,-0.0025188916876572875,,0,0.30000305,0,,0,60.5,0,,0,0.35276598,0,47.9,0,66.3,0,-4.6,0,0.9723339,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.8332083,0,-0.5999999,0,0
2020-08-24,2187.239192119173,2194.9523781871003,2178.4241223272566,2189.9939014291467,8302.0,0.0037878787878786735,,0,0.30000305,0,,0,60.5,0,,0,0.3528798,0,47.9,0,66.3,0,-4.6,0,0.9663398,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.8136959,0,-0.5999999,0,0
2020-08-25,2182.2807153612207,2194.9523781871003,2182.2807153612207,2189.4429595671522,6212.0,-0.00025157232704386967,,0,0.30000305,0,,0,60.5,0,,0,0.3529936,0,47.9,0,66.3,0,-4.6,0,0.96038806,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.7946142,0,-0.5999999,0,0
2020-08-26,2197.1561456350787,2197.1561456350787,2184.4844828091996,2188.3410758431623,3864.0,-0.0005032712632110359,,0,0.30000305,0,,0,60.5,0,,0,0.35310745,0,47.9,0,66.3,0,-4.6,0,0.954478,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.775946,0,-0.5999999,0,0
2020-08-27,2191.0957851531366,2196.6052037730838,2182.8316572232156,2184.4844828091996,4933.0,-0.0017623363544811976,,0,0.30000305,0,,0,60.5,0,,0,0.3532213,0,47.9,0,66.3,0,-4.6,0,0.9486089,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.7576753,0,-0.5999999,0,0
2020-08-28,2183.9335409472046,2235.1711341127175,2180.6278897752363,2232.4164248027428,7186.0,0.021941992433795576,,0,0.30000305,0,,0,60.5,0,,0,0.35333514,0,47.9,0,66.3,0,-4.6,0,0.94277996,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.7397865,0,-0.5999999,0,0
2020-08-31,2262.2703713542337,2299.5861712940978,2249.4430651249054,2292.006399431312,149991.0,0.0266930371800298,,0,0.30000305,0,,0,60.5,0,,0,0.35344902,0,47.9,0,66.3,0,-4.6,0,0.9369906,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.7222651,0,-0.5999999,0,0
2020-09-01,2291.4233400572516,2320.5763087602704,2286.758865064769,2316.494893141848,142632.0,0.01068430424828315,,0,-0.6000023,1,,0,60.5,0,,0,0.20181039,1,47.3,1,66.3,0,-4.6,0,0.93124026,0,0.29999924,1,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.7530278,1,-0.5999999,0,1
2020-09-02,2325.2407837527535,2353.810693081711,2310.664299401244,2343.8986837226844,151573.0,0.011829851497608512,,0,-0.6000023,0,,0,60.5,0,,0,0.2025578,0,47.3,0,66.3,0,-4.6,0,0.9255281,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.7351742,0,-0.5999999,0,0
2020-09-03,2346.2309212189266,2389.3773148993937,2335.7358524858405,2378.882246166307,169505.0,0.014925373134328623,,0,-0.6000023,0,,0,60.5,0,,0,0.20330562,0,47.3,0,66.3,0,-4.6,0,0.9198537,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.7176865,0,-0.5999999,0,0
2020-09-04,2373.051652425704,2380.631424288488,2332.237496241478,2367.8041180591613,176997.0,-0.004656862745097579,,0,-0.6000023,0,,0,60.5,0,,0,0.20405386,0,47.3,0,66.3,0,-4.6,0,0.9142162,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.7005513,0,-0.5999999,0,0
2020-09-07,2369.5532961813415,2387.628136777213,2341.566446226444,2358.4751680741942,171367.0,-0.003939916276779587,,0,-0.6000023,0,,0,60.5,0,,0,0.20480253,0,47.3,0,66.3,0,-4.6,0,0.90861523,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.6837553,0,-0.5999999,0,0
2020-09-08,2357.8921087001336,2371.3024743035226,2320.5763087602704,2322.325486882452,162780.0,-0.0153275648949317,,0,-0.6000023,0,,0,60.5,0,,0,0.20555162,0,47.3,0,66.3,0,-4.6,0,0.90305,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.6672863,0,-0.5999999,0,0
2020-09-09,2318.2440712640287,2361.390464944496,2307.165943156882,2318.2440712640287,223825.0,-0.0017574692442885453,,0,-0.6000023,0,,0,60.5,0,,0,0.20630114,0,47.3,0,66.3,0,-4.6,0,0.89752007,0,0.29999924,0,-1.5,0,-2.8,0,57.8,0,-1.8,0,1.6511326,0,-0.5999999,0,0
2020-09-10,2318.2440712640287,2336.3189118599007,2278.012974453863,2287.341924438829,188980.0,-0.013329979879275644,,0,-0.6000023,0,,0,60.5,0,,0,0.20705108,0,47.3,0,66.3,0,-2.5,1,0.8920248,0,0.29999924,0,-1.5,0,-0.5,1,57.8,0,4.1,1,1.6352829,0,2.3,1,0
2020-09-11,2291.4233400572516,2311.2473587753047,2276.2637963316824,2304.8337056606397,147748.0,0.007647208768799096,,0,-0.6000023,0,,0,60.5,0,,0,0.20780145,0,47.3,0,66.3,0,-2.5,0,0.88656366,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.6197268,0,2.3,0,0
2020-09-14,2308.3320619050023,2329.9052587452366,2297.8369931719153,2322.325486882452,127018.0,0.007589172780167575,,0,-0.6000023,0,,0,60.5,0,,0,0.20855226,0,47.3,0,66.3,0,-2.5,0,0.8813012,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.604454,0,2.3,0,0
2020-09-15,2323.491605630572,2357.3090493260734,2296.0878150497347,2305.99982440876,199681.0,-0.007029876977153515,,0,-0.6000023,0,,0,60.5,0,,0,0.20876415,0,47.3,0,66.3,0,-2.5,0,0.8760704,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.5887744,0,2.3,0,0
2020-09-16,2305.99982440876,2311.2473587753047,2252.941421369268,2258.1889557358113,227993.0,-0.020733249051832492,,0,-0.6000023,0,,0,60.5,0,,0,0.20897608,0,47.3,0,66.3,0,-2.5,0,0.87087053,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.5733787,0,2.3,0,0
2020-09-17,2262.2703713542337,2283.843568194467,2241.863293262121,2271.5993213392,190610.0,0.005938548928479337,,0,-0.6000023,0,,0,60.5,0,,0,0.20918804,0,47.3,0,66.3,0,-2.5,0,0.8657013,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.5582571,0,2.3,0,0
2020-09-18,2272.76544008732,2324.6577243786933,2262.2703713542337,2318.827130638089,186432.0,0.020790554414783946,,0,-0.6000023,0,,0,60.5,0,,0,0.20940003,0,47.3,0,66.3,0,-2.5,0,0.86056215,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.5434003,0,2.3,0,0
2020-09-21,2318.2440712640287,2318.2440712640287,2266.351786972656,2273.348499461381,181463.0,-0.019612773447321707,,0,-0.6000023,0,,0,60.5,0,,0,0.20961204,0,47.3,0,66.3,0,-2.5,0,0.85545266,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.5287994,0,2.3,0,0
2020-09-22,2272.1823807132605,2311.2473587753047,2216.791740177525,2293.755577553493,255935.0,0.00897666068222569,,0,-0.6000023,0,,0,60.5,0,,0,0.20982409,0,47.3,0,66.3,0,-2.5,0,0.8503723,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.5144459,0,2.3,0,0
2020-09-23,2296.670874423795,2312.413477523425,2224.95457141437,2253.5244807433287,218773.0,-0.017539400101677094,,0,-0.6000023,0,,0,60.5,0,,0,0.21003616,0,47.3,0,66.3,0,-2.5,0,0.84532076,0,0.29999924,0,-1.5,0,-0.5,0,57.8,0,4.1,0,1.5003318,0,2.3,0,0
