date,open,high,low,close,volume,returns,fac_PPI_Electrical_Machinery_YoY_zscore,fac_PPI_Electrical_Machinery_YoY_zscore_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_PPI_Telecom_Electronics_YoY_diff,fac_PPI_Telecom_Electronics_YoY_diff_release,fac_PPI_、_diff,fac_PPI_、_diff_release,fac_PMI_New_Export_Orders_zscore,fac_PMI_New_Export_Orders_zscore_release,fac_PMI_Import_zscore,fac_PMI_Import_zscore_release,fac_PMI_New_Export_Orders_diff,fac_PMI_New_Export_Orders_diff_release,fac_PMI_Import_diff,fac_PMI_Import_diff_release,fac_PPI_Telecom_Electronics_YoY_zscore,fac_PPI_Telecom_Electronics_YoY_zscore_release,fac_PPI_Electrical_Machinery_YoY_level,fac_PPI_Electrical_Machinery_YoY_level_release,fac_PMI_Import_level,fac_PMI_Import_level_release,any_effective_release
2019-03-20,116401.0604567182,117256.83408022567,116258.4315194669,117256.83408022567,17782.0,0.007351940095302378,-1.7000636,0,-0.5,0,,0,-0.3,0,-1.8970209,0,-2.118305,0,-1.7000008,0,-2.2999992,0,,0,-1.8,0,44.8,0,0
2019-03-21,117153.8242922109,117645.101742743,116884.41407740298,117312.3008891567,18664.0,0.00047303689687794304,-1.6842592,0,-0.5,0,,0,-0.3,0,-1.8756124,0,-2.0905209,0,-1.7000008,0,-2.2999992,0,,0,-1.8,0,44.8,0,0
2019-03-22,117272.68173992027,117534.16812488093,117011.19535495961,117122.12897282172,12794.0,-0.001621073961499242,-1.6687719,0,-0.5,0,,0,-0.3,0,-1.8547126,0,-2.0635471,0,-1.7000008,0,-2.2999992,0,,0,-1.8,0,44.8,0,0
2019-03-25,117177.59578175283,117494.54897564441,116195.04088068857,116401.0604567182,17218.0,-0.006156552330694454,-1.6535912,0,-0.5,0,,0,-0.3,0,-1.8342998,0,-2.0373418,0,-1.7000008,0,-2.2999992,0,,0,-1.8,0,44.8,0,0
2019-03-26,116226.73620007772,116583.3085432059,116004.86896435356,116432.75577610734,12450.0,0.000272294077603652,-1.6387073,0,-0.5,0,,0,-0.3,0,-1.8143537,0,-2.0118666,0,-1.7000008,0,-2.2999992,0,,0,-1.8,0,44.8,0,0
2019-03-27,116424.83194626005,116710.08982076247,116123.72641206297,116250.50768961966,14832.0,-0.0015652647339047254,-1.6241107,0,-0.5,0,,0,-0.3,0,-1.7948549,0,-1.9870857,0,-1.7000008,0,-2.2999992,0,,0,-1.8,0,44.8,0,0
2019-03-28,116163.34556129944,116472.37492534384,115283.80044824995,116147.49790160485,24376.0,-0.0008861018335493132,-1.6097927,0,-0.5,0,,0,-0.3,0,-1.7757854,0,-1.9629656,0,-1.7000008,0,-2.2999992,0,,0,-1.8,0,44.8,0,0
2019-03-29,116187.11705084128,117946.2072769401,116099.95492252112,117343.99620854588,25130.0,0.010301541820166182,-1.5957447,0,-0.5,0,,0,-0.3,0,-1.757128,0,-1.9394749,0,-1.7000008,0,-2.2999992,0,,0,-1.8,0,44.8,0,0
2019-04-01,117288.5293996149,118009.59791571848,117003.27152511233,117653.0255725903,14098.0,0.002633533661962506,-1.5819588,0,-0.5,0,,0,-0.3,0,-0.7691964,1,0.07520794,1,1.8999977,1,3.9000015,1,,0,-1.8,0,48.7,1,1
2019-04-02,117653.0255725903,117954.13110678739,117145.90046236357,117827.34982923073,11996.0,0.0014816810344828735,-1.5684271,0,-0.5,0,,0,-0.3,0,-0.7644734,0,0.07752536,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-03,117573.7872741174,118215.61749174801,117351.92003839316,117962.05493663468,11604.0,0.0011432414256891121,-1.5551425,0,-0.5,0,,0,-0.3,0,-0.759773,0,0.07984703,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-04,117613.40642335382,117898.66429785639,117225.13876083649,117399.46301747694,9100.0,-0.004769261772015976,-1.542098,0,-0.5,0,,0,-0.3,0,-0.75509495,0,0.082173005,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-08,117304.3770593094,117819.42599938346,117050.81450419613,117819.42599938346,7032.0,0.003577213822894443,-1.5292871,0,-0.5,0,,0,-0.3,0,-0.75043875,0,0.08450333,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-09,117692.64472182679,117866.9689784672,117201.36727129461,117399.46301747694,10106.0,-0.0035644629766632407,-1.5167035,0,-0.5,0,,0,-0.3,0,-0.74580413,0,0.08683806,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-10,117660.94940243759,117748.11153075777,117050.81450419613,117130.05280266909,10174.0,-0.002294816414686207,-1.5043412,0,-0.5,0,,0,-0.3,0,-0.7411908,0,0.08917725,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-11,117050.81450419613,117256.83408022567,116345.59364778716,116377.2889671763,12358.0,-0.0064267352185094495,-1.4921947,0,-0.5,0,,0,-0.3,0,-0.73659843,0,0.09152096,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-12,116646.69918198422,116678.39450137336,116028.64045389551,116559.537053664,9308.0,0.001566010757812819,-1.4802583,0,-0.5,0,,0,0.1,1,-0.73202664,0,0.09386923,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,1
2019-04-15,116638.77535213693,117320.22471900407,116472.37492534384,117082.50982358526,9208.0,0.00448674371176061,-1.4685272,0,-0.5,0,,0,0.1,0,-0.7274752,0,0.09622213,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-16,116979.50003557048,117019.11918480688,116274.27917916146,116377.2889671763,6470.0,-0.006023280996209968,-1.4569963,0,-0.5,0,,0,0.1,0,-0.72111994,0,0.102017954,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-17,116615.00386259505,116939.88088633404,116258.4315194669,116480.29875519103,4834.0,0.000885136515285101,-1.4456612,0,-0.5,0,,0,0.1,0,-0.7147856,0,0.10786782,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-18,116369.36513732905,116416.90811641274,116036.56428374277,116195.04088068857,4006.0,-0.00244897959183632,-1.4345173,0,-0.5,0,,0,0.1,0,-0.7084712,0,0.113773346,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-19,116028.64045389551,116163.34556129944,115632.44896153087,116163.34556129944,3378.0,-0.0002727768685212295,-1.4235606,0,-0.5,0,,0,0.1,0,-0.70217603,0,0.11973618,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-22,116480.29875519103,116622.92769244236,115600.7536421417,115648.29662122547,3064.0,-0.004433833560709366,-1.4127871,0,-0.5,0,,0,0.1,0,-0.6958993,0,0.12575804,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-23,115941.47832557518,116044.48811359,115553.21066305798,115838.4685375604,1996.0,0.0016443987667003057,-1.4021931,1,0.0,1,,0,0.1,0,-0.68964005,0,0.13184072,0,1.8999977,0,3.9000015,0,,0,-1.8,1,48.7,0,1
2019-04-24,115608.6774719889,115893.93534649147,115252.10512886084,115743.382579393,1650.0,-0.0008208495793137205,-1.391775,0,0.0,0,,0,0.1,0,-0.68339753,0,0.13798608,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-25,115576.98215259983,115703.7634301565,115093.62853191499,115370.96257657028,1014.0,-0.003217635380297068,-1.3815297,0,0.0,0,,0,0.1,0,-0.67717093,0,0.14419605,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-26,115054.00938267853,115125.32385130416,114737.05618878682,114847.98980664894,992.0,-0.004532967032967683,-1.371454,0,0.0,0,,0,0.1,0,-0.67095935,0,0.15047266,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-29,115172.86683038794,116084.10726282641,115046.08555283122,115941.47832557518,2060.0,0.00952118117841838,-1.3615448,0,0.0,0,,0,0.1,0,-0.66476196,0,0.15681796,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-04-30,116217.98832942278,116358.94404601397,115724.64332135372,116358.94404601397,11192.0,0.0036006589399051325,-1.3517996,0,0.0,0,,0,0.1,0,-0.6585779,0,0.16323417,0,1.8999977,0,3.9000015,0,,0,-1.8,0,48.7,0,0
2019-05-06,115568.02585847468,115568.02585847468,114542.18147661665,115387.91577616365,8300.0,-0.008345110707315584,-1.3422158,0,0.0,0,,0,0.1,0,0.46610785,1,0.7165916,1,2.1000023,1,1.0,1,,0,-1.8,0,49.7,1,1
2019-05-07,115199.97482070877,116366.77491915794,115199.97482070877,115427.07014188344,13260.0,0.00033932813030213005,-1.332791,0,0.0,0,,0,0.1,0,0.47274917,0,0.72301507,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,0
2019-05-08,115474.05538074719,115685.48895563395,115059.01910411763,115270.4526790044,12426.0,-0.0013568521031203096,-1.3235229,0,0.0,0,,0,0.1,0,0.47947258,0,0.7295124,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,0
2019-05-09,115051.18823097362,115497.54800017903,114260.27004343428,114385.56401373752,14950.0,-0.0076766304347832826,-1.3144097,0,0.0,0,,0,0.1,0,0.4862804,0,0.73608536,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,0
2019-05-10,114322.91702858593,114604.82846176831,113978.35861025193,114557.84322290457,15786.0,0.001506127199288665,-1.3054496,0,0.0,0,,0,0.10000001,1,0.49317506,0,0.7427358,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,1
2019-05-13,114557.84322290457,115090.34259669342,113939.2042445322,114080.15996112334,15162.0,-0.004169799712899325,-1.2966409,0,0.0,0,,0,0.10000001,0,0.500159,0,0.7494656,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,0
2019-05-14,113939.2042445322,114565.67409604847,113625.96931877402,113860.89551309268,15120.0,-0.0019220208676546946,-1.287982,0,0.0,0,,0,0.10000001,0,0.5072349,0,0.7562766,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,0
2019-05-15,114330.74790172995,114534.35060347266,113986.18948339591,114291.59353601013,14170.0,0.003782668500687647,-1.2794716,0,0.0,0,,0,0.10000001,0,0.51206666,0,0.7581579,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,0
2019-05-16,114174.13043885081,114863.24727551878,114048.83646854752,114792.76941722324,13484.0,0.004385063377869702,-1.271109,0,0.0,0,,0,0.10000001,0,0.51693845,0,0.76004475,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,0
2019-05-17,114643.9828274881,114643.9828274881,113782.58678165305,113813.91027422894,18294.0,-0.008527184664711474,-1.2628928,0,0.0,0,,0,0.10000001,0,0.52185106,0,0.76193714,0,2.1000023,0,1.0,0,,0,-1.8,0,49.7,0,0
2019-05-20,113735.6015427893,114213.28480457053,113563.32233362235,113970.52773710796,15952.0,0.001376083665886263,-1.2548227,0,0.0,0,2.2000046,1,0.10000001,0,0.52680516,0,0.7638352,0,2.1000023,0,1.0,0,15.811514,1,-1.8,0,49.7,0,1
2019-05-21,113907.88075195636,113970.52773710796,113555.4914604785,113665.12368449384,12100.0,-0.0026796756905309582,-1.2468979,0,0.0,0,2.2000046,0,0.10000001,0,0.5318016,0,0.7657388,0,2.1000023,0,1.0,0,11.158134,0,-1.8,0,49.7,0,0
2019-05-22,113813.91027422894,113978.35861025193,113124.79343756099,113289.24177358397,15732.0,-0.0033069238718573812,-1.2391182,0,0.0,0,2.2000046,0,0.10000001,0,0.5368412,0,0.7676481,0,2.1000023,0,1.0,0,9.0923395,0,-1.8,0,49.7,0,0
2019-05-23,113273.58002729612,113524.16796790257,112795.89676551487,113093.46994498506,11968.0,-0.0017280707817797225,-1.2314835,0,0.0,0,2.2000046,0,0.10000001,0,0.5419249,0,0.76956314,0,2.1000023,0,1.0,0,7.8583694,0,-1.8,0,49.7,0,0
2019-05-24,113289.24177358397,113289.24177358397,112373.02961574141,113101.30081812905,16592.0,6.924248719042403e-05,-1.2239939,0,0.0,0,2.2000046,0,0.10000001,0,0.54705346,0,0.7714839,0,2.1000023,0,1.0,0,7.014554,0,-1.8,0,49.7,0,0
2019-05-27,112850.7128775226,114291.59353601013,112529.64707862049,113978.35861025193,17548.0,0.0077546216160080395,-1.2166495,0,0.0,0,2.2000046,0,0.10000001,0,0.55222785,0,0.77341044,0,2.1000023,0,1.0,0,6.390407,0,-1.8,0,49.7,0,0
2019-05-28,113790.41765479707,114463.87274517708,113602.47669934217,114448.2109988892,12728.0,0.0041222947440744395,-1.2094513,0,0.0,0,2.2000046,0,0.10000001,0,0.5574489,0,0.77534276,0,2.1000023,0,1.0,0,5.90433,0,-1.8,0,49.7,0,0
2019-05-29,114213.28480457053,114393.39488688149,113907.88075195636,113939.2042445322,11504.0,-0.004447485460143619,-1.2023998,0,0.0,0,2.2000046,0,0.10000001,0,0.5627177,0,0.777281,0,2.1000023,0,1.0,0,5.511712,0,-1.8,0,49.7,0,0
2019-05-30,113132.62431070488,113766.92503536517,112059.79468998316,112091.11818255899,21900.0,-0.016219931271478027,-1.1954961,0,0.0,0,2.2000046,0,0.10000001,0,0.56803507,0,0.7792251,0,2.1000023,0,1.0,0,5.1858325,0,-1.8,0,49.7,0,0
2019-05-31,112106.77992884687,112748.91152665118,111824.86849566454,112279.05913801391,17950.0,0.0016766801732570613,-1.1887417,0,0.0,0,2.2000046,0,0.10000001,0,0.5734021,0,0.78117514,0,2.1000023,0,1.0,0,4.9095793,0,-1.8,0,49.7,0,0
2019-06-03,112388.69136202925,112388.69136202925,111613.43492077783,112044.13294369525,15678.0,-0.0020923420281772076,-1.1821381,0,0.0,0,2.2000046,0,0.10000001,0,-0.96923894,1,-0.6966985,1,-2.7000008,1,-2.6000023,1,4.671418,0,-1.8,0,47.1,1,1
2019-06-04,112145.93429456672,112631.44842949182,111989.31683168757,112239.90477229412,14074.0,0.0017472742521666973,-1.1756872,0,0.0,0,2.2000046,0,0.10000001,0,-0.96191025,0,-0.6906078,0,-2.7000008,0,-2.6000023,0,4.463254,0,-1.8,0,47.1,0,0
2019-06-05,112192.91953343038,112459.16922032484,111903.17722710411,112216.41215286228,10030.0,-0.00020930719319034452,-1.1693914,0,0.0,0,2.2000046,0,0.10000001,0,-0.9546413,0,-0.68453586,0,-2.7000008,0,-2.6000023,0,4.2792125,0,-1.8,0,47.1,0,0
2019-06-06,112216.41215286228,112529.64707862049,111957.9933391118,112216.41215286228,11242.0,0.0,-1.1632532,0,0.0,0,2.2000046,0,0.10000001,0,-0.947431,0,-0.67848206,0,-2.7000008,0,-2.6000023,0,4.114917,0,-1.8,0,47.1,0,0
2019-06-10,112396.5222351732,113109.13169127304,111981.48595854364,112999.49946725769,12288.0,0.006978367062107527,-1.1572758,0,0.0,0,2.2000046,0,0.10000001,0,-0.9402784,0,-0.67244565,0,-2.7000008,0,-2.6000023,0,3.9670267,0,-1.8,0,47.1,0,0
2019-06-11,112842.88200437868,114033.17472225966,112764.57327293913,113931.3733713882,16884.0,0.008246708246707923,-1.1514626,0,0.0,0,2.2000046,0,0.10000001,0,-0.9331825,0,-0.6664259,0,-2.7000008,0,-2.6000023,0,3.832945,0,-1.8,0,47.1,0,0
2019-06-12,113954.86599082005,114095.82170741126,113351.8887587357,113798.24852794097,12822.0,-0.0011684651866107343,-1.1458173,0,0.0,0,2.2000046,0,0.10000001,0,-0.92614245,0,-0.66042215,0,-2.7000008,0,-2.6000023,0,3.7106164,0,-1.8,0,47.1,0,0
2019-06-13,113766.92503536517,114134.97607313105,113406.70487074331,113962.69686396403,10404.0,0.0014450867052024918,-1.1403444,0,0.0,0,-0.20000458,1,-0.20000002,1,-0.9191573,0,-0.6544336,0,-2.7000008,0,-2.6000023,0,3.2632065,1,-1.8,0,47.1,0,1
2019-06-14,113884.38813252446,114330.74790172995,113265.74915415216,113453.69010960707,14358.0,-0.004466433037861095,-1.1350487,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.9122264,0,-0.6484596,0,-2.7000008,0,-2.6000023,0,3.1831238,0,-1.8,0,47.1,0,0
2019-06-17,113610.30757248611,113610.30757248611,113015.16121354557,113085.63907184123,9720.0,-0.0032440640530093656,-1.129936,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.9060122,0,-0.6423012,0,-2.7000008,0,-2.6000023,0,3.1080332,0,-1.8,0,47.1,0,0
2019-06-18,112929.02160896215,113148.28605699277,112373.02961574141,112482.66183975674,10716.0,-0.00533204071740212,-1.125012,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.89986837,0,-0.63615286,0,-2.7000008,0,-2.6000023,0,3.0374227,0,-1.8,0,47.1,0,0
2019-06-19,112639.27930263577,113539.82971419055,112302.55175744575,112803.72763865883,14294.0,0.002854358117515776,-1.1202837,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.8937956,0,-0.6300138,0,-2.7000008,0,-2.6000023,0,2.9708521,0,-1.8,0,47.1,0,0
2019-06-20,112404.35310831715,112991.66859411368,112388.69136202925,112842.88200437868,8758.0,0.0003471017007989907,-1.1157589,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.88779455,0,-0.6238831,0,-2.7000008,0,-2.6000023,0,2.9079392,0,-1.8,0,47.1,0,0
2019-06-21,113156.11693013682,113344.05788559162,112842.88200437868,112999.49946725769,10692.0,0.0013879250520465458,-1.1114458,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.8818661,0,-0.6177599,0,-2.7000008,0,-2.6000023,0,2.8483508,0,-1.8,0,47.1,0,0
2019-06-24,112850.7128775226,113038.65383297749,112153.76516771062,112279.05913801391,12328.0,-0.006375606375606413,-1.107354,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.87601125,0,-0.6116432,0,-2.7000008,0,-2.6000023,0,2.7917948,0,-1.8,0,47.1,0,0
2019-06-25,112498.32358604463,112944.68335524994,112412.1839814611,112835.05113123466,11086.0,0.004951876133352018,-1.1034939,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.8702312,0,-0.6055321,0,-2.7000008,0,-2.6000023,0,2.7380133,0,-1.8,0,47.1,0,0
2019-06-26,112842.88200437868,112983.83772096975,112357.36786945343,112357.36786945343,11428.0,-0.004233465195364272,-1.0998774,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.86452734,0,-0.5994258,0,-2.7000008,0,-2.6000023,0,2.6867793,0,-1.8,0,47.1,0,0
2019-06-27,112513.98533233255,112686.26454149952,112028.47119740739,112521.81620547651,11238.0,0.0014636186228049741,-1.0965173,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.8589012,0,-0.59332323,0,-2.7000008,0,-2.6000023,0,2.6378899,0,-1.8,0,47.1,0,0
2019-06-28,112678.43366835559,112678.43366835559,112028.47119740739,112067.62556312718,11304.0,-0.004036467395086563,-1.0934284,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.85335463,0,-0.5872235,0,-2.7000008,0,-2.6000023,0,2.591165,0,-1.8,0,47.1,0,0
2019-07-01,112044.13294369525,112208.58127971829,111080.93554698893,111433.3248384669,18526.0,-0.005659981832157102,-1.090627,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.97292906,1,-0.7626255,1,-0.20000076,1,-0.29999924,1,2.5464427,0,-1.8,0,46.8,1,1
2019-07-02,111456.81745789868,111683.91277907336,105959.54451084294,105959.54451084294,56600.0,-0.049121574139142976,-1.0827861,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.9675584,0,-0.7564158,0,-0.20000076,0,-0.29999924,0,2.5035782,0,-1.8,0,46.8,0,0
2019-07-03,105701.12569709244,106366.74991432857,100062.8970334455,103759.06915739184,162506.0,-0.02076712733722552,-1.0750324,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.9623093,0,-0.75023836,0,-0.20000076,0,-0.29999924,0,2.4624403,0,-1.8,0,46.8,0,0
2019-07-04,104040.98059057417,105975.20625713085,104040.98059057417,104604.80345693894,68016.0,0.008150943396227017,-1.0673642,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.95718575,0,-0.74409276,0,-0.20000076,0,-0.29999924,0,2.422911,0,-1.8,0,46.8,0,0
2019-07-05,105027.67060671242,105317.4129130387,104510.83297921145,104933.70012898491,32098.0,0.0031441832609662157,-1.0597811,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.95219207,0,-0.73797876,0,-0.20000076,0,-0.29999924,0,2.384883,0,-1.8,0,46.8,0,0
2019-07-08,104855.39139754545,107267.30032588323,104636.12694951467,106954.06540012511,41076.0,0.019253731343283897,-1.0522816,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.9473331,0,-0.73189586,0,-0.20000076,0,-0.29999924,0,2.348259,0,-1.8,0,46.8,0,0
2019-07-09,107204.65334073165,107674.50572936895,105795.09617481988,106382.41166061643,25818.0,-0.005344852833504388,-1.0448651,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.9426143,0,-0.72584385,0,-0.20000076,0,-0.29999924,0,2.3129501,0,-1.8,0,46.8,0,0
2019-07-10,106155.31633944184,107243.80770645142,105810.7579211078,106938.4036538372,21356.0,0.0052263525947739975,-1.0375308,0,0.0,0,-0.20000458,0,-0.20000002,0,-0.93804175,0,-0.7198224,0,-0.20000076,0,-0.29999924,0,2.278875,0,-1.8,0,46.8,0,0
2019-07-11,106499.87475777579,106789.61706410209,104025.31884428629,104683.11218837845,37932.0,-0.021089630931458436,-1.45515,1,-0.4000001,1,0.099998474,1,0.1,1,-0.9336221,0,-0.7138314,0,-0.20000076,0,-0.29999924,0,2.375811,1,-2.2,1,46.8,0,1
2019-07-12,104784.9135392498,106069.1767348583,104283.73765803676,105450.53775648588,26766.0,0.007330939557150806,-1.4446994,0,-0.4000001,0,0.099998474,0,0.1,0,-0.9293629,0,-0.7078706,0,-0.20000076,0,-0.29999924,0,2.3395135,0,-2.2,0,46.8,0,0
2019-07-15,105066.82497243216,105325.24378618263,104072.30408315007,104322.89202375656,20680.0,-0.010693598693003903,-1.4344443,0,-0.4000001,0,0.099998474,0,0.1,0,-0.9222333,0,-0.70157933,0,-0.20000076,0,-0.29999924,0,2.3045108,0,-2.2,0,46.8,0,0
2019-07-16,104354.21551633233,106022.19149599459,103445.8342316337,105630.6478387969,28646.0,0.012535655307011062,-1.4243816,0,-0.4000001,0,0.099998474,0,0.1,0,-0.9151561,0,-0.6953064,0,-0.20000076,0,-0.29999924,0,2.2707236,0,-2.2,0,46.8,0,0
2019-07-17,105325.24378618263,105638.47871194081,104213.25979974121,105058.9940992882,15466.0,-0.005411817036103939,-1.4145087,0,-0.4000001,0,0.099998474,0,0.1,0,-0.9081305,0,-0.6890509,0,-0.20000076,0,-0.29999924,0,2.2380788,0,-2.2,0,46.8,0,0
2019-07-18,105082.48671872007,106930.57278069323,104542.15647178725,105481.86124906174,23484.0,0.004025044722719251,-1.4048231,0,-0.4000001,0,0.099998474,0,0.1,0,-0.9011555,0,-0.68281215,0,-0.20000076,0,-0.29999924,0,2.20651,0,-2.2,0,46.8,0,0
2019-07-19,105325.24378618263,106507.70563091974,104941.53100212893,105677.63307766059,16798.0,0.0018559762435039762,-1.3953224,0,-0.4000001,0,0.099998474,0,0.1,0,-0.89423007,0,-0.67658913,0,-0.20000076,0,-0.29999924,0,2.175956,0,-2.2,0,46.8,0,0
2019-07-22,105740.28006281223,106304.10292917695,104604.80345693894,105098.14846500802,19696.0,-0.005483512412004066,-1.386005,0,-0.4000001,0,0.099998474,0,0.1,0,-0.88735354,0,-0.6703812,0,-0.20000076,0,-0.29999924,0,2.1463597,0,-2.2,0,46.8,0,0
2019-07-23,105560.16998050126,106186.63983201762,105270.427674175,105450.53775648588,14610.0,0.0033529543253103533,-1.3768688,0,-0.4000001,0,0.099998474,0,0.1,0,-0.880525,0,-0.6641873,0,-0.20000076,0,-0.29999924,0,2.1176689,0,-2.2,0,46.8,0,0
2019-07-24,105387.89077133429,105387.89077133429,102396.49723034384,104722.2665540982,47560.0,-0.006906282489231641,-1.3679125,0,-0.4000001,0,0.099998474,0,0.1,0,-0.87374365,0,-0.6580068,0,-0.20000076,0,-0.29999924,0,2.0898352,0,-2.2,0,46.8,0,0
2019-07-25,104925.86925584095,106672.15396694277,104902.37663640919,105560.16998050126,30324.0,0.008001196440589053,-1.3591349,0,-0.4000001,0,0.099998474,0,0.1,0,-0.86700875,0,-0.6518388,0,-0.20000076,0,-0.29999924,0,2.0628138,0,-2.2,0,46.8,0,0
2019-07-26,105544.50823421337,106225.79419773738,105192.11894273541,105951.71363769901,17600.0,0.0037091988130568687,-1.3505348,0,-0.4000001,0,0.099998474,0,0.1,0,-0.86031955,0,-0.64568233,0,-0.20000076,0,-0.29999924,0,2.0365634,0,-2.2,0,46.8,0,0
2019-07-29,106108.33110057806,106108.33110057806,104463.84774034772,105246.93505474314,21696.0,-0.006651884700665245,-1.3421115,0,-0.4000001,0,0.099998474,0,0.1,0,-0.8536753,0,-0.6395367,0,-0.20000076,0,-0.29999924,0,2.0110447,0,-2.2,0,46.8,0,0
2019-07-30,104949.36187527288,105638.47871194081,104636.12694951467,105246.93505474314,16016.0,0.0,-1.3338646,0,-0.4000001,0,0.099998474,0,0.1,0,-0.8470754,0,-0.6334009,0,-0.20000076,0,-0.29999924,0,1.9862221,0,-2.2,0,46.8,0,0
2019-07-31,105168.62632330359,105661.97133137271,104565.64909121906,104808.40615868168,19030.0,-0.004166666666666874,-1.3257939,0,-0.4000001,0,0.099998474,0,0.1,0,-0.8405192,0,-0.6272742,0,-0.20000076,0,-0.29999924,0,1.962062,0,-2.2,0,46.8,0,0
2019-08-01,104769.25179296189,106022.19149599459,104542.15647178725,105192.11894273541,23750.0,0.0036610878661085255,-1.3178993,0,-0.4000001,0,0.099998474,0,0.1,0,-0.41053882,1,-0.22187564,1,0.6000023,1,0.6000023,1,1.9385327,0,-2.2,0,47.4,1,1
2019-08-02,105035.50147985636,105795.09617481988,104698.77393466631,105677.63307766059,19060.0,0.004615499143899582,-1.3101814,0,-0.4000001,0,0.099998474,0,0.1,0,-0.40444034,0,-0.21595138,0,0.6000023,0,0.6000023,0,1.9156052,0,-2.2,0,47.4,0,0
2019-08-05,105716.78744338038,106030.02236913855,104103.62757572581,104377.70813576422,22406.0,-0.012300852167469345,-1.3026406,0,-0.4000001,0,0.099998474,0,0.1,0,-0.39831665,0,-0.20998767,0,0.6000023,0,0.6000023,0,1.8932518,0,-2.2,0,47.4,0,0
2019-08-06,104119.28932201375,105630.6478387969,104119.28932201375,105348.7364056145,16158.0,0.009303023482631678,-1.295278,0,-0.4000001,0,0.099998474,0,0.1,0,-0.39216617,0,-0.2039829,0,0.6000023,0,0.6000023,0,1.8714468,0,-2.2,0,47.4,0,0
2019-08-07,105427.04513705404,105536.67736106939,104690.94306152238,105278.25854731892,13902.0,-0.0006689957630267029,-1.2880949,0,-0.4000001,0,0.099998474,0,0.1,0,-0.38598728,0,-0.1979354,0,0.6000023,0,0.6000023,0,1.8501661,0,-2.2,0,47.4,0,0
2019-08-08,105223.44243531123,108457.59304376433,104471.67861349162,105951.71363769901,40582.0,0.006396905682832799,-1.2810928,0,-0.4000001,0,0.099998474,0,0.1,0,-0.3797783,0,-0.19184345,0,0.6000023,0,0.6000023,0,1.829387,0,-2.2,0,47.4,0,0
2019-08-09,106006.52974970666,106789.61706410209,105724.61831652428,105834.25054053971,14378.0,-0.0011086474501107446,-1.2742739,0,-0.4000001,0,0.099998474,0,0.1,0,-0.37353745,0,-0.18570523,0,0.6000023,0,0.6000023,0,1.809088,0,-2.2,0,47.4,0,0
