date,open,high,low,close,volume,returns,fac_PPI_Electrical_Machinery_YoY_zscore,fac_PPI_Electrical_Machinery_YoY_zscore_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_PPI_Telecom_Electronics_YoY_diff,fac_PPI_Telecom_Electronics_YoY_diff_release,fac_PPI_、_diff,fac_PPI_、_diff_release,fac_PMI_New_Export_Orders_zscore,fac_PMI_New_Export_Orders_zscore_release,fac_PMI_Import_zscore,fac_PMI_Import_zscore_release,fac_PMI_New_Export_Orders_diff,fac_PMI_New_Export_Orders_diff_release,fac_PMI_Import_diff,fac_PMI_Import_diff_release,fac_PPI_Telecom_Electronics_YoY_zscore,fac_PPI_Telecom_Electronics_YoY_zscore_release,fac_PPI_Electrical_Machinery_YoY_level,fac_PPI_Electrical_Machinery_YoY_level_release,fac_PMI_Import_level,fac_PMI_Import_level_release,any_effective_release
2016-01-20,82755.28607231271,82755.28607231271,81691.63827408031,81691.63827408031,20.0,-0.01792264961744028,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-21,82702.97552485869,83609.69168072888,82702.97552485869,83609.69168072888,18.0,0.023479188900746406,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-22,83723.03120021272,84228.69982560189,83696.87592648569,83723.03120021272,22.0,0.0013555787278420883,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-25,84725.65002641545,84917.4553670803,84472.81571372082,84699.49475268832,14.0,0.011663021972299514,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-26,84699.49475268832,84699.49475268832,84699.49475268832,84699.49475268832,0.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-27,85510.30823822615,87358.61424826944,85510.30823822615,87062.18781269646,22.0,0.027895007720021292,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-28,87192.96418133155,87341.17739911807,86765.76137712352,87271.43000251269,32.0,0.0024033647105949907,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-29,85928.79261785863,86591.39288561,85266.1923501073,85562.61878568023,58.0,-0.019580419580420116,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-02-01,86870.38247203159,86992.44041609106,86164.19008140186,86164.19008140186,16.0,0.007030772366007909,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-02-02,85693.3951543154,86068.28741106942,85693.3951543154,86068.28741106942,10.0,-0.001113022361631133,,0,,0,,0,,0,,1,,1,-0.5999985,1,-1.199997,1,,0,,0,46.4,1,1
2016-02-03,86164.19008140186,86495.4902152775,85440.56084162075,86024.69528819107,18.0,-0.0005064829821714856,,0,,0,,0,,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-04,86216.50062885591,87097.06151099913,86216.50062885591,86347.276997491,10.0,0.0037498733150900243,,0,,0,,0,,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-05,86905.25617033432,87158.0904830289,86748.32452797215,86748.32452797215,20.0,0.004644588045235043,,0,,0,,0,,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-15,86399.58754494507,87140.65363387755,85684.67672973975,87140.65363387755,26.0,0.004522613065326642,,0,,0,,0,,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-16,86748.32452797215,87018.59568981806,86521.64548900453,86521.64548900453,8.0,-0.007103551775888506,,0,,0,,0,,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-17,86425.74281867215,86425.74281867215,86425.74281867215,86425.74281867215,2.0,-0.0011084240225709419,,0,,0,,0,,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-18,86512.92706442889,86512.92706442889,86355.99542206668,86355.99542206668,4.0,-0.0008070210834265623,,0,,0,,0,,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-19,86556.5191873072,87009.87726524238,86155.4716568262,87009.87726524238,54.0,0.007571933366986583,,0,,0,,0,0.19999993,1,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,1
2016-02-22,86852.94562288023,89764.8994311559,86774.47980169917,89538.22039218835,74.0,0.02905811623246546,,0,,0,,0,0.19999993,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-23,89730.02573285317,91726.54496068289,89529.50196761262,91281.90530732345,202.0,0.019474196689386325,,0,,0,,0,0.19999993,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-24,92049.1266699829,92049.1266699829,90662.89716245048,91726.54496068289,48.0,0.004871060171919517,,0,,0,,0,0.19999993,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-25,91281.90530732345,91752.70023440989,91264.46845817206,91264.46845817206,36.0,-0.005037543959699908,,0,,0,,0,0.19999993,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-26,90907.01305056941,91447.5553742613,89930.54949809374,90462.37339720996,64.0,-0.008788689338937172,,0,,0,,0,0.19999993,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-02-29,90715.20770990454,91273.18688274777,89172.04656000997,89921.83107351804,60.0,-0.005975327679260123,,0,,0,,0,0.19999993,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-03-01,89991.57847012347,89991.57847012347,89956.70477182073,89956.70477182073,6.0,0.00038782237735102143,,0,,0,,0,0.19999993,0,,0,,0,-0.5999985,0,-1.199997,0,,0,,0,46.4,0,0
2016-03-02,90924.4498997207,91194.72106156668,90392.62600060455,90758.79983278288,14.0,0.00891645667765073,,0,,0,,0,0.19999993,0,,1,,1,0.5,1,-0.6000023,1,,0,,0,45.8,1,1
2016-03-03,91124.97366496129,94342.07233338556,91124.97366496129,94324.63548423423,108.0,0.039289145052834096,,0,,0,,0,0.19999993,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-04,95257.50691383154,97053.50237642071,94350.79075796124,96791.94963915042,166.0,0.026157685553193533,,0,,0,,0,0.19999993,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-07,98518.19770513417,99921.86406181789,97332.4919628423,99032.58475509904,306.0,0.023148982165375642,,0,,0,,0,0.19999993,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-08,99015.14790594768,102790.2257472152,97707.3842195964,101281.93829562333,1030.0,0.022713267012941074,,0,,0,,0,0.19999993,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-09,100462.40638550984,100959.35658632335,97384.80251029637,97637.63682299099,430.0,-0.035981750882327135,,0,,0,,0,0.19999993,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-10,98893.08996188822,99276.70064321799,94603.62507065585,95039.54629943964,904.0,-0.026609518707027657,,0,,0,,0,0.19999993,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-11,95161.60424349905,96478.0863544261,94141.54856814507,95266.22533840721,150.0,0.002385102284194085,,0,,0,,0,0.0,1,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,1
2016-03-14,96111.91252224775,97105.8129238748,95231.35164010445,95972.41772903694,122.0,0.00741283060309339,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-15,95902.67033243146,95902.67033243146,94490.28555117207,94551.31452320176,98.0,-0.014807412790698304,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-16,94202.57754017477,95527.77807567744,94202.57754017477,95527.77807567744,210.0,0.010327339787920886,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-17,95458.03067907205,96530.39690188013,95283.66218755857,95850.35978497745,252.0,0.0033768367253812492,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-18,96103.19409767204,99276.70064321799,95928.8256061585,98640.25564919366,552.0,0.02910678551937429,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-21,98526.91612970988,98614.10037546662,94777.99356216934,95423.1569807694,856.0,-0.032614459961109676,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-22,95580.08862313154,96242.6888908828,94987.23575198556,95039.54629943964,306.0,-0.004020100502513002,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-23,95519.05965110178,96713.48381796935,94350.79075796124,95231.35164010445,520.0,0.0020181634712406193,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-24,96103.19409767204,96643.73642136395,95309.81746128557,95763.1755392207,696.0,0.00558454637004524,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-25,96774.51278999908,97777.13161620176,96321.15471206396,97602.76312468824,932.0,0.019209759650400393,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-28,97559.17100180981,98404.85818565037,94873.89623250175,94943.64362910719,760.0,-0.027244305493523857,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-29,95536.49650025315,95859.07820955316,94795.43041132075,94995.9541765612,766.0,0.000550964187327363,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-30,95667.27286888828,95667.27286888828,92084.00036828563,92676.85323943154,1146.0,-0.024412628487517796,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-03-31,92755.31906061262,92903.5322783991,90349.03387772618,90723.92613448022,2056.0,-0.021072436500470193,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-04-01,90845.98407853967,92624.54269197748,90671.61558702616,92607.10584282613,1968.0,0.02075725542955964,,0,,0,,0,0.0,0,,0,,0,0.5,0,-0.6000023,0,,0,,0,45.8,0,0
2016-04-05,92415.30050216122,93287.14295972885,90828.5472293883,93121.49289279101,1688.0,0.005554509508567396,,0,,0,,0,0.0,0,,1,,1,2.7999992,1,4.299999,1,,0,,0,50.1,1,1
2016-04-06,92519.92159706936,93862.55898172344,92441.45577588833,93548.6956969991,2796.0,0.004587585432075603,,0,,0,,0,0.0,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-07,93705.62733936124,94376.94603168828,93487.66672496937,93941.02480290446,2592.0,0.004193849021434826,,0,,0,,0,0.0,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-08,94158.98541729641,94158.98541729641,92676.85323943154,93723.06418851258,3814.0,-0.002320185614849035,,0,,0,,0,0.0,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-11,93818.96685884499,97245.30771708557,93818.96685884499,95989.8545781883,5028.0,0.02418604651162859,,0,,0,,0,0.0,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-12,96417.05738239635,96765.79436542335,94350.79075796124,95344.69115958828,3916.0,-0.0067211625794734164,,0,,0,,0,-0.099999905,1,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,1
2016-04-13,95728.30184091793,99023.86633052333,95571.37019855584,96966.31813066387,5590.0,0.01700804681784862,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-14,97062.22080099638,99485.94283303416,97036.06552726933,98160.74229753147,7494.0,0.012317928430138902,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-15,98971.55578306927,99128.48742543146,97306.33668911527,97628.91839841528,4606.0,-0.005417887911892572,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-18,97829.44216365578,98160.74229753147,96164.2230697018,96861.69703575582,5374.0,-0.007858546168958869,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-19,96992.47340439096,98300.23709074235,96800.66806372612,98300.23709074235,6332.0,0.01485148514851553,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-20,98308.95551531795,98840.77941443419,97166.8418959045,97864.3158619585,6356.0,-0.004434589800444089,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-21,98736.15831952609,100854.73549141525,97698.66579502066,100697.80384905309,10240.0,0.02895322939866385,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-22,101002.94870920175,101377.84096595578,94621.06191980718,97602.76312468824,10398.0,-0.03073593073593095,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-25,98169.46072210718,99825.96139148556,96669.89169509095,97053.50237642071,9130.0,-0.005627512282268432,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-26,97053.50237642071,97716.10264417197,95510.34122652611,95902.67033243146,6890.0,-0.011857707509882243,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-27,95902.67033243146,97018.62867811797,95405.72013161797,95989.8545781883,8192.0,0.0009090909090918586,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-28,95989.8545781883,96024.72827649098,94542.59609862613,94856.45938335043,9694.0,-0.011807447774750623,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-04-29,94908.76993080451,96757.07594084772,94612.34349523151,96190.37834342879,12784.0,0.014062499999999867,,0,,0,,0,-0.099999905,0,,0,,0,2.7999992,0,4.299999,0,,0,,0,50.1,0,0
2016-05-03,95989.8545781883,98003.81065516935,95501.6228019504,97995.09223059361,9112.0,0.018761896129792177,,0,,0,,0,-0.099999905,0,,1,,1,-0.10000229,1,-0.5999985,1,,0,,0,49.5,1,1
2016-05-04,97646.35524756662,98962.83735849363,97219.15244335857,97681.22894586933,19180.0,-0.003202846975088547,,0,,0,,0,-0.099999905,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-05,97907.9079848369,99721.34029657746,97297.6182645396,98936.68208476661,30476.0,0.01285255265976426,,0,,0,,0,-0.099999905,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-06,98945.40050934227,99817.24296690983,96077.03882394501,97088.3760747234,41310.0,-0.01868170602749364,,0,,0,,0,-0.099999905,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-09,96948.88128151256,98692.56619664765,95928.8256061585,96573.98902475853,33068.0,-0.005298132183908177,,0,,0,,0,-0.099999905,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-10,96338.5915612153,96739.63909169639,92964.5612504288,94969.79890283424,38566.0,-0.016610995756973668,,0,,0,,0,-0.099999905,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-11,94603.62507065585,95867.79663412878,93731.78261308832,95510.34122652611,26656.0,0.005691728633066884,,0,,0,,0,-0.100000024,1,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,1
2016-05-12,95902.67033243146,97036.06552726933,95440.59382992069,96617.58114763691,25600.0,0.011592879963487013,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-13,96329.87313663961,96469.36792985041,93383.04563006126,93723.06418851258,33972.0,-0.02995849124706773,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-16,93461.51145124233,94743.11986386667,93016.87179788291,94036.92747323688,22214.0,0.0033488372093020136,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-17,94045.64589781256,95030.82787486393,93208.6771385477,94350.79075796124,23502.0,0.0033376599295387166,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-18,94071.8011715396,94708.24616556393,92886.09542924775,92920.96912755043,24366.0,-0.015154315283681496,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-19,92519.92159706936,93723.06418851258,92179.90303861807,93051.74549618553,22608.0,0.0014073935072242971,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-20,92798.911183491,93627.16151818022,91726.54496068289,93417.91932836395,15350.0,0.003935163496674443,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-23,94324.63548423423,94324.63548423423,91979.37927337752,92354.27153013155,23870.0,-0.011385907606159318,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-24,91421.40010053429,92598.38741825047,90872.1393522667,91988.09769795317,19434.0,-0.0039648824695553975,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-25,92415.30050216122,92415.30050216122,91194.72106156668,91273.18688274777,15432.0,-0.00777177518718597,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-26,91369.0895530802,92938.40597670182,91107.53681580987,92851.22173094504,18336.0,0.017289139363835915,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-27,92676.85323943154,94490.28555117207,92249.65043522343,94429.25657914231,20132.0,0.01699530516431924,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-30,94594.90664608021,94917.48835538016,93592.28781987744,94158.98541729641,13538.0,-0.002862154925675875,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-05-31,93731.78261308832,95013.39102571263,93731.78261308832,94725.68301471528,12918.0,0.006018518518517979,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-06-01,94995.9541765612,94995.9541765612,92502.48474791805,92546.0768707964,19062.0,-0.02300966405890459,,0,,0,,0,-0.100000024,0,,0,,0,-0.10000229,0,-0.5999985,0,,0,,0,49.5,0,0
2016-06-02,92598.38741825047,94411.81972999098,92589.66899367479,94246.16966305315,18218.0,0.01837023080546407,,0,,0,,0,-0.100000024,0,,1,,1,-0.099998474,1,0.099998474,1,,0,,0,49.6,1,1
2016-06-03,94246.16966305315,94394.38288083965,93313.29823345585,93757.93788681531,12176.0,-0.005180388529139712,,0,,0,,0,-0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-06,94307.19863508287,95719.58341634233,94307.19863508287,95292.38061213418,17152.0,0.016366003347591196,,0,,0,,0,-0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-07,95283.66218755857,95763.1755392207,94961.0804782585,95475.4675282234,11530.0,0.0019213174748402562,,0,,0,,0,-0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-08,95580.08862313154,95632.39917058556,94542.59609862613,95266.22533840721,12394.0,-0.0021915806775634206,,0,,0,,0,-0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-13,95780.61238837203,97646.35524756662,95754.457114645,97271.46299081261,10064.0,0.021048778255696954,,0,,0,,0,0.100000024,1,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,1
2016-06-14,97646.35524756662,97707.3842195964,96478.0863544261,97550.45257723419,11692.0,0.0028681545218245397,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-15,97332.4919628423,97646.35524756662,96791.94963915042,97437.11305775045,10592.0,-0.001161855393689737,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-16,97716.10264417197,98753.59516867744,96896.57073405854,97158.12347132878,16132.0,-0.0028632784538301648,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-17,97480.70518062882,98666.4109229207,97018.62867811797,98343.82921362066,11516.0,0.012203876525484603,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-20,98518.19770513417,98954.11893391798,97280.18141538817,97907.9079848369,10244.0,-0.004432624113475003,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-21,97925.34483398825,97942.78168313959,96478.0863544261,96704.76539339367,13082.0,-0.012288512911843297,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-22,96643.73642136395,97550.45257723419,95989.8545781883,97358.6472365693,9574.0,0.006761630003605967,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-23,97367.36566114503,97899.18956026118,96425.77580697209,97192.99716963148,9548.0,-0.0017014417480074595,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-24,97524.29730350716,98422.29503480175,96164.2230697018,96425.77580697209,18052.0,-0.007893792608538952,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-27,96783.23121457471,98622.81880004233,96547.83375103153,98413.57661022608,14422.0,0.020614828209764458,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-28,97611.48154926395,98343.82921362066,97498.14202978007,98169.46072210718,11936.0,-0.0024805102763996167,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-29,98605.38195089092,98910.52681103958,96783.23121457471,97323.77353826663,20096.0,-0.008614564831261329,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-06-30,97646.35524756662,98587.94510173959,97358.6472365693,98317.67393989366,14328.0,0.010212308519215396,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-07-01,98247.92654328827,102877.40999297198,97689.94737044505,102877.40999297198,34210.0,0.046377582690431796,,0,,0,,0,0.100000024,0,,0,,0,-0.099998474,0,0.099998474,0,,0,,0,49.6,0,0
2016-07-04,103749.25245053957,108108.46473837731,102005.5675354044,107036.09851556928,58638.0,0.0404237288135596,,0,,0,,0,0.100000024,0,,1,,1,-0.40000153,1,-0.5,1,,0,,0,49.1,1,1
2016-07-05,108439.764872253,109581.87849166652,102711.75992603412,104908.80291910439,61288.0,-0.019874562189460376,,0,,0,,0,0.100000024,0,,0,,0,-0.40000153,0,-0.5,0,,0,,0,49.1,0,0
2016-07-06,105737.05325379357,105885.26647158006,100959.35658632335,102240.9649989477,45218.0,-0.02543006731488362,,0,,0,,0,0.100000024,0,,0,,0,-0.40000153,0,-0.5,0,,0,,0,49.1,0,0
2016-07-07,101831.19904389088,104185.17367932336,101159.88035156396,101935.820138799,33606.0,-0.002984565532532346,,0,,0,,0,0.100000024,0,,0,,0,-0.40000153,0,-0.5,0,,0,,0,49.1,0,0
2016-07-08,102772.78889806388,102772.78889806388,99250.54536949094,100174.6983745125,24224.0,-0.017276770441327693,,0,,0,,0,0.100000024,0,,0,,0,-0.40000153,0,-0.5,0,,0,,0,49.1,0,0
