date,open,high,low,close,volume,returns,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PMI_Import_level,fac_PMI_Import_level_release,fac_CPI_=100_zscore,fac_CPI_=100_zscore_release,fac_PMI_level,fac_PMI_level_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PPIRM_Agri_Products_YoY_zscore,fac_PPIRM_Agri_Products_YoY_zscore_release,fac_PMI_Import_zscore,fac_PMI_Import_zscore_release,any_effective_release
2021-01-28,4730.25457549542,4761.668782127062,4684.341504264556,4715.7557108962,602630.0,-0.0015349194167304514,,0,,0,,0,0.0,0,50.4,0,0.475346,0,53.6,0,-0.4,0,68.0,0,0.54220176,0,-0.7669228,0,0.6286271,0,0
2021-01-29,4760.4605434104615,4764.085259560263,4696.423891430574,4744.753440094641,577071.0,0.006149116064565918,,0,,0,,0,0.0,0,50.4,0,0.4694587,0,53.6,0,-0.4,0,68.0,0,0.54045665,0,-0.76126033,0,0.62810075,0,0
2021-02-01,4761.668782127062,4774.95940800968,4686.757981697762,4701.256846296978,563796.0,-0.009167303284950967,,0,,0,,0,0.40000153,1,49.8,1,0.46356058,0,52.3,1,-0.4,0,67.1,1,0.3402988,1,-0.75562507,0,0.5116576,1,0
2021-02-02,4712.130994746397,4713.339233462996,4628.762523300879,4657.76025249932,592487.0,-0.009252120277563503,,0,,0,,0,0.40000153,0,49.8,0,0.45765063,0,52.3,0,-0.4,0,67.1,0,0.33957094,0,-0.7500165,0,0.5117553,0,0
2021-02-03,4631.179000734083,4646.886104049908,4539.35285827236,4553.851722871581,618835.0,-0.022308690012969756,,0,,0,,0,0.40000153,0,49.8,0,0.45172775,0,52.3,0,-0.4,0,67.1,0,0.3388435,0,-0.7444341,0,0.51185304,0,0
2021-02-04,4549.018768005171,4617.888374851465,4534.519903405955,4602.1812715356455,547773.0,0.01061289466702009,,0,,0,,0,0.40000153,0,49.8,0,0.4457908,0,52.3,0,-0.4,0,67.1,0,0.33811647,0,-0.7388773,0,0.5119508,0,0
2021-02-05,4602.1812715356455,4669.842639665336,4584.057690786621,4665.00968479893,485994.0,0.013651877133105561,,0,,0,,0,0.40000153,0,49.8,0,0.43983865,0,52.3,0,-0.4,0,67.1,0,0.33738983,0,-0.7333455,0,0.5120486,0,0
2021-02-08,4650.510820199711,4702.46508501358,4648.094342766507,4687.9662204143615,410805.0,0.004921004921005112,,0,,0,,0,0.40000153,0,49.8,0,0.43387008,0,52.3,0,-0.4,0,67.1,0,0.3367928,0,-0.72783834,0,0.5112944,0,0
2021-02-09,4694.00741399737,4830.538388973357,4689.1744591309625,4824.497195390348,445046.0,0.029123711340206304,,0,,0,,0,0.40000153,0,49.8,0,0.4278839,0,52.3,0,-0.4,0,67.1,0,0.33619604,0,-0.72235525,0,0.51054096,0,0
2021-02-10,4824.497195390348,4830.538388973357,4790.6665113255,4825.705434106951,344097.0,0.0002504382669674676,,0,,0,,0,0.40000153,0,49.8,0,0.4218788,0,52.3,0,-0.4,0,67.1,0,0.33559957,0,-0.7168957,0,0.5097881,0,0
2021-02-18,4957.403454216528,4968.277602665944,4919.948054001878,4950.154021916919,301029.0,0.02578868302453663,,0,,0,,0,0.40000153,0,49.8,0,0.93747973,1,52.3,0,0.3,1,67.1,0,0.33500338,0,-0.15639837,1,0.5090359,0,0
2021-02-19,4934.446918601096,5032.31425464583,4912.698621702267,5003.316525447388,543614.0,0.010739565535757167,,0,,0,,0,0.40000153,0,49.8,0,0.93060076,0,52.3,0,0.3,0,67.1,0,0.33440745,0,-0.15348408,0,0.5082843,0,0
2021-02-22,5012.9824351802035,5109.6415325083335,4999.691809297585,5068.561416143876,501232.0,0.013040328423086223,,0,,0,,0,0.40000153,0,49.8,0,0.92378116,0,52.3,0,0.3,0,67.1,0,0.33381182,0,-0.15056723,0,0.5075333,0,0
2021-02-23,5062.52022256087,5150.721648872789,5037.147209512234,5114.474487374741,476367.0,0.00905840286054893,,0,,0,,0,0.40000153,0,49.8,0,0.91833025,0,52.3,0,0.3,0,67.1,0,0.3332165,0,-0.14692628,0,0.50678295,0,0
2021-02-24,5135.01454555697,5202.67591368666,5097.559145342318,5189.385287804043,513599.0,0.014646822584455599,,0,,0,,0,0.40000153,0,49.8,0,0.91298276,0,52.3,0,0.3,0,67.1,0,0.33262143,0,-0.14327832,0,0.50603324,0,0
2021-02-25,5205.092391119863,5319.875069197019,5162.804036038806,5284.836146415575,593122.0,0.01839348079161862,,0,,0,,0,0.40000153,0,49.8,0,0.90774196,0,52.3,0,0.3,0,67.1,0,0.33202663,0,-0.13962314,0,0.5052842,0,0
2021-02-26,5313.833875614011,5325.916262780028,5154.346365022595,5231.673642885096,751337.0,-0.010059442158208864,,0,,0,,0,0.40000153,0,49.8,0,0.9026112,0,52.3,0,0.3,0,67.1,0,0.3314321,0,-0.13596053,0,0.5045357,0,0
2021-03-01,5217.174778285877,5420.158882674955,5186.9688103708395,5351.2892758286625,776777.0,0.02286374133949276,,0,,0,,0,-1.2999992,1,49.6,1,0.8975946,0,51.5,1,0.3,0,66.7,1,0.20892666,1,-0.1322903,0,0.46523514,1,0
2021-03-02,5340.415127379249,5369.412856577686,5264.2960882333455,5288.460862565379,686864.0,-0.011740799277488945,,0,,0,,0,-1.2999992,0,49.6,0,0.8926964,0,51.5,0,0.3,0,66.7,0,0.20886336,0,-0.12861225,0,0.46468633,0,0
2021-03-03,5330.749217646433,5368.204617861083,5219.591255719082,5325.916262780028,765089.0,0.007082476582133568,,0,,0,,0,-1.2999992,0,49.6,0,0.88792145,0,51.5,0,0.3,0,66.7,0,0.20880008,0,-0.12492614,0,0.46413788,0,0
2021-03-04,5335.582172512842,5447.948373156794,5289.6691012819765,5420.158882674955,738319.0,0.017695099818511695,,0,,0,,0,-1.2999992,0,49.6,0,0.8832754,0,51.5,0,0.3,0,66.7,0,0.20873678,0,-0.121231794,0,0.46358976,0,0
2021-03-05,5426.200076257964,5468.488431339023,5351.2892758286625,5423.78359882476,845151.0,0.0006687472135533667,,0,,0,,0,-1.2999992,0,49.6,0,0.87876415,0,51.5,0,0.3,0,66.7,0,0.20867349,0,-0.11752897,0,0.46304193,0,0
2021-03-08,5438.282463423981,5734.300948991381,5438.282463423981,5671.472535728096,996592.0,0.04566718645578072,,0,,0,,0,-1.2999992,0,49.6,0,0.8743946,0,51.5,0,0.3,0,66.7,0,0.2086102,0,-0.11381746,0,0.46249443,0,0
2021-03-09,5670.264297011495,5752.424529740407,5637.641851663251,5647.307761396062,806803.0,-0.004260758414998067,,0,,0,,0,-1.2999992,0,49.6,0,0.8701742,0,51.5,0,0.3,0,66.7,0,0.20854692,0,-0.11009704,0,0.46194723,0,0
2021-03-10,5696.845548776732,5712.552652092552,5577.229915833169,5655.765432412275,973234.0,0.001497646555413068,,0,,0,,0,-1.2999992,0,49.6,0,0.8661116,0,51.5,0,0.3,0,66.7,0,0.20848364,0,-0.10636749,0,0.4614004,0,0
2021-03-11,5641.266567813056,5641.266567813056,5472.113147488828,5588.104064282586,955172.0,-0.011963255714590448,,0,,0,,0,-1.2999992,0,49.6,0,0.27247807,1,51.5,0,1.7,1,66.7,0,0.20842035,0,-0.051109932,1,0.46085384,0,0
2021-03-12,5632.808896796842,5714.969129525754,5557.898096367542,5606.227645031606,920648.0,0.003243243243242544,,0,,0,,0,-1.2999992,0,49.6,0,0.26474765,0,51.5,0,1.7,0,66.7,0,0.20835708,0,-0.04748863,0,0.46030763,0,0
2021-03-15,5618.310032197623,5736.717426424583,5571.188722250163,5679.930206744309,794943.0,0.013146551724138478,,0,,0,,0,-1.2999992,0,49.6,0,0.25689346,0,51.5,0,1.7,0,66.7,0,0.19894853,0,-0.043856815,0,0.45459127,0,0
2021-03-16,5676.305490594502,5759.6739620400185,5626.7677032138345,5630.392419363639,712264.0,-0.00872154860667973,,0,,0,,0,-1.2999992,0,49.6,0,0.24890637,0,51.5,0,1.7,0,66.7,0,0.18926212,0,-0.040214255,0,0.44890356,0,0
2021-03-17,5598.978212731997,5614.6853160478195,5536.1497994687115,5606.227645031606,784690.0,-0.0042918454935624295,,0,,0,,0,-1.2999992,0,49.6,0,0.24077646,0,51.5,0,1.7,0,66.7,0,0.17926773,0,-0.036560733,0,0.44325027,0,0
2021-03-18,5588.104064282586,5591.7287804323905,5414.117689091945,5485.403773371442,922614.0,-0.02155172413793094,,0,,0,,0,-1.2999992,0,49.6,0,0.23249272,0,51.5,0,1.7,0,66.7,0,0.16893023,0,-0.032896012,0,0.4376386,0,0
2021-03-19,5452.7813280231985,5473.321386205431,5340.415127379249,5353.7057532618655,798330.0,-0.02400881057268689,,0,,0,,0,-1.2999992,0,49.6,0,0.22404294,0,51.5,0,1.7,0,66.7,0,0.15820831,0,-0.029219862,0,0.43207747,0,0
2021-03-22,5354.9139919784675,5458.822521606209,5354.9139919784675,5400.827063209329,597920.0,0.008801624915368844,,0,,0,,0,-1.2999992,0,49.6,0,0.21541357,0,51.5,0,1.7,0,66.7,0,0.14705293,0,-0.025532043,0,0.4265778,0,0
2021-03-23,5427.408314974566,5719.802084392161,5426.200076257964,5580.854631982974,811741.0,0.03333333333333344,,0,,0,,0,-1.2999992,0,49.6,0,0.20658945,0,51.5,0,1.7,0,66.7,0,0.1354052,0,-0.021832313,0,0.42115337,0,0
2021-03-24,5514.401502569884,5606.227645031606,5514.401502569884,5598.978212731997,560353.0,0.003247456159341633,,0,,0,,0,-1.2999992,0,49.6,0,0.19902436,0,51.5,0,1.7,0,66.7,0,0.12319366,0,-0.01689376,0,0.4158213,0,0
2021-03-25,5594.145257865591,5620.726509630828,5539.774515618519,5574.813438399966,540960.0,-0.004315925766076534,,0,,0,,0,-1.2999992,0,49.6,0,0.19134976,0,51.5,0,1.7,0,66.7,0,0.11033032,0,-0.01192523,0,0.4106033,0,0
2021-03-26,5545.815709201528,5545.815709201528,5229.257165451898,5271.545520532953,1194651.0,-0.0543996532293024,,0,,0,,0,-1.2999992,0,49.6,0,0.18355912,0,51.5,0,1.7,0,66.7,0,0.09670518,0,-0.0069259265,0,0.40552697,0,0
2021-03-29,5296.918533581588,5306.584443314402,5147.096932722985,5243.756030051116,718836.0,-0.005271602108640638,,0,,0,,0,-1.2999992,0,49.6,0,0.17564541,0,51.5,0,1.7,0,66.7,0,0.08217826,0,-0.0018950287,0,0.40062773,0,0
2021-03-30,5271.545520532953,5299.335011014792,5137.431022990173,5159.179319889002,662082.0,-0.01612903225806439,,0,,0,,0,-1.2999992,0,49.6,0,0.16760106,0,51.5,0,1.7,0,66.7,0,0.066567644,0,0.00316831,0,0.39595178,0,0
2021-03-31,5139.847500423373,5139.847500423373,4983.984705981763,5037.147209512234,668634.0,-0.023653395784543618,,0,,0,,0,-1.2999992,0,49.6,0,0.15941782,0,51.5,0,1.7,0,66.7,0,0.049631145,0,0.008264961,0,0.39156002,0,0
2021-04-01,5104.8085776419275,5242.547791334514,4944.112828333911,5212.341823419473,1224265.0,0.03478052290717226,,0,,0,,0,0.70000076,1,51.1,1,0.15108679,0,53.6,1,1.7,0,69.4,1,0.53721046,1,0.013395819,0,0.8012521,1,0
2021-04-02,5207.508868553068,5238.923075184709,5110.8497712249355,5231.673642885096,611901.0,0.0037088548910517716,,0,,0,,0,0.70000076,0,51.1,0,0.14259827,0,53.6,0,1.7,0,69.4,0,0.5456733,0,0.01856181,0,0.81303656,0,0
2021-04-06,5215.966539569277,5354.9139919784675,5215.966539569277,5318.666830480417,379327.0,0.016628175519630917,,0,,0,,0,0.70000076,0,51.1,0,0.13394164,0,53.6,0,1.7,0,69.4,0,0.558079,0,0.023763886,0,0.82790536,0,0
2021-04-07,5345.248082245651,5414.117689091945,5322.291546630224,5336.790411229442,455003.0,0.0034075420263517398,,0,,0,,0,0.70000076,0,51.1,0,0.12510535,0,53.6,0,1.7,0,69.4,0,0.576284,0,0.02900303,0,0.8467528,0,0
2021-04-08,5336.790411229442,5358.538708128272,5199.051197536855,5218.383017002481,508658.0,-0.022187004754358197,,0,,0,,0,0.70000076,0,51.1,0,0.1160767,0,53.6,0,1.7,0,69.4,0,0.60356426,0,0.03428025,0,0.8708707,0,0
2021-04-09,5226.840688018691,5282.419668982368,5189.385287804043,5202.67591368666,421285.0,-0.0030099560083352017,,0,,0,,0,0.70000076,0,51.1,0,0.10684173,0,53.6,0,1.7,0,69.4,0,0.6463593,0,0.039596602,0,0.9022031,0,0
2021-04-12,5195.4264813870495,5255.838417217133,5133.806306840367,5171.261707055018,391766.0,-0.006038086391082165,,0,,0,,0,0.70000076,0,51.1,0,0.09738504,1,53.6,0,4.4,1,69.4,0,0.7195864,0,0.58963084,1,0.94383484,0,0
2021-04-13,5143.472216573178,5218.383017002481,5108.433293791732,5201.467674970056,265517.0,0.005841121495326451,,0,,0,,0,0.70000076,0,51.1,0,0.08768959,0,53.6,0,4.4,0,69.4,0,0.8692906,0,0.5944377,0,1.0010118,0,0
2021-04-14,5231.673642885096,5246.172507484318,5188.177049087443,5223.215971868888,155229.0,0.00418118466899009,,0,,0,,0,0.70000076,0,51.1,0,0.07773645,0,53.6,0,4.4,0,69.4,0,1.383893,0,0.59928435,0,1.0835443,0,0
2021-04-15,5243.756030051116,5278.794952832564,5185.760571654239,5225.632449302091,193724.0,0.0004626416840156633,,0,,0,,0,0.70000076,0,51.1,0,0.06750453,0,53.6,0,4.4,0,69.4,0,1.3726821,0,0.60417145,0,1.0760403,0,0
2021-04-16,5225.632449302091,5289.6691012819765,5202.67591368666,5276.378475399361,140097.0,0.009710982658959866,,0,,0,,0,0.70000076,0,51.1,0,0.056970213,0,53.6,0,4.4,0,69.4,0,1.361623,0,0.60909986,0,1.0686027,0,0
2021-04-19,5290.877339998582,5341.623366095849,5273.96199796616,5292.085578715181,118799.0,0.0029768719945040267,,0,,0,,0,0.70000076,0,51.1,0,0.046106957,0,53.6,0,4.4,0,69.4,0,1.3507117,0,0.61407024,0,1.0612301,0,0
2021-04-20,5296.918533581588,5362.163424278078,5257.046655933736,5358.538708128272,130602.0,0.012557077625571011,,0,,0,,0,0.70000076,0,51.1,0,0.034884807,0,53.6,0,4.4,0,69.4,0,1.3399441,0,0.61908334,0,1.0539213,0,0
2021-04-21,5398.410585776125,5431.033031124373,5366.996379144484,5420.158882674955,90953.0,0.011499436302141897,,0,,0,,0,0.70000076,0,51.1,0,0.023269769,0,53.6,0,4.4,0,69.4,0,1.3293167,0,0.62414014,0,1.0466751,0,0
2021-04-22,5382.703482460305,5526.4838897359,5360.955185561474,5475.737863638632,123388.0,0.010254123941150661,,0,,0,,0,0.70000076,0,51.1,0,0.011223077,0,53.6,0,4.4,0,69.4,0,1.3188256,0,0.62924135,0,1.03949,0,0
2021-04-23,5457.614282889605,5560.314573800742,5453.989566739802,5560.314573800742,36251.0,0.01544571932921368,,0,,0,,0,0.70000076,0,51.1,0,-0.0012997369,0,53.6,0,4.4,0,69.4,0,1.3084675,0,0.6343878,0,1.0323651,0,0
2021-04-26,5528.9003671691025,5612.2688386146165,5451.573089306598,5478.154341071832,27154.0,-0.014776184267709436,,0,,0,,0,0.70000076,0,51.1,0,-0.0135065485,0,53.6,0,4.4,0,69.4,0,1.2982388,0,0.6379306,0,1.025299,0,0
2021-04-27,5463.655476472616,5553.065141501138,5395.994108342923,5551.856902784536,23111.0,0.013453903837671533,,0,,0,,0,0.70000076,0,51.1,0,-0.026191916,0,53.6,0,4.4,0,69.4,0,1.2881362,0,0.641494,0,1.0182906,0,0
2021-04-28,5563.146253172164,5579.798544512541,5376.128211964905,5417.118467571975,994418.0,-0.024269075657368355,,0,,0,,0,0.70000076,0,51.1,0,-0.03940588,0,53.6,0,4.4,0,69.4,0,1.2781568,0,0.64507824,0,1.0113388,0,0
2021-04-29,5436.3326498877905,5502.94181524928,5420.96130403514,5447.861159277277,727515.0,0.0056751004965709395,,0,,0,,0,0.70000076,0,51.1,0,-0.053206313,0,53.6,0,4.4,0,69.4,0,1.2682973,0,0.6486836,0,1.0044426,0,0
2021-04-30,5488.85141488435,5495.2561423229545,5347.947411235041,5409.43279464565,740994.0,-0.007053844345167759,,0,,0,,0,0.70000076,0,51.1,0,-0.06766061,0,53.6,0,4.4,0,69.4,0,1.2585547,0,0.6523104,0,0.99760073,0,0
2021-05-06,5604.136508779237,5727.107275600449,5561.865307684446,5697.645529382867,568892.0,0.05327965901018228,,0,,0,,0,-0.10000229,1,50.6,1,-0.082847826,0,52.0,1,4.4,0,66.9,1,-0.20891024,1,0.65595883,0,0.761069,1,0
2021-05-07,5697.645529382867,5783.468877060171,5652.812437312634,5751.445239867147,702405.0,0.009442446043165464,,0,,0,,0,-0.10000229,0,50.6,0,-0.098861516,0,52.0,0,4.4,0,66.9,0,-0.20891024,0,0.6596293,0,0.7562614,0,0
2021-05-10,5771.940367670682,5789.873604498774,5637.441091459981,5668.183783165286,872050.0,-0.014476614699331702,,0,,0,,0,-0.10000229,0,50.6,0,-0.11581335,0,52.0,0,4.4,0,66.9,0,-0.20891024,0,0.663322,0,0.7514765,0,0
2021-05-11,5700.20742035831,5709.174038772355,5579.798544512541,5668.183783165286,752483.0,0.0,,0,,0,,0,-0.10000229,0,50.6,0,-0.13383804,0,52.0,0,4.4,0,66.9,0,-0.20891024,0,0.6670372,0,0.74671406,0,0
2021-05-12,5680.993238042493,5882.101679614686,5646.407709874028,5874.416006688361,983930.0,0.036384180790960396,,0,,0,,0,-0.10000229,0,50.6,0,-1.8447037,1,52.0,0,6.8,1,66.9,0,-0.20891024,0,0.49935052,1,0.7419737,0,0
2021-05-13,5860.3256063234285,5942.3061175375715,5796.278331937384,5884.663570590128,1003380.0,0.0017444395987786798,,0,,0,,0,-0.10000229,0,50.6,0,-1.8993775,1,52.0,0,6.8,0,66.9,0,-0.20891024,0,0.5036268,0,0.737255,0,0
2021-05-14,5828.301969130405,5860.3256063234285,5670.745674140727,5741.197675965377,1099503.0,-0.02437962559860729,,0,,0,,0,-0.10000229,0,50.6,0,-1.9582986,0,52.0,0,6.8,0,66.9,0,-0.20891024,0,0.50793356,0,0.73255765,0,0
2021-05-17,5764.254694744359,5897.4730254673395,5673.307565116171,5695.083638407425,1145990.0,-0.00803212851405588,,0,,0,,0,-0.10000229,0,50.6,0,-2.0220716,0,52.0,0,6.8,0,66.9,0,-0.20891024,0,0.51227117,0,0.72788143,0,0
2021-05-18,5713.016875235519,5853.9208788848255,5689.959856456541,5841.111424007615,851336.0,0.02564102564102555,,0,,0,,0,-0.10000229,0,50.6,0,-2.0914297,0,52.0,0,6.8,0,66.9,0,-0.20891024,0,0.51664025,0,0.7232259,0,0
2021-05-19,5873.135061200639,5889.787352541011,5715.57876621096,5745.040512428542,951008.0,-0.016447368421052766,,0,,0,,0,-0.10000229,0,50.6,0,-2.1672714,0,52.0,0,6.8,0,66.9,0,-0.21694715,0,0.52104133,0,0.71828824,0,0
2021-05-20,5641.283927923143,5701.488365846031,5547.774907319514,5687.397965481101,1053438.0,-0.010033444816053061,,0,,0,,0,-0.10000229,0,50.6,0,-2.2507129,0,52.0,0,6.8,0,66.9,0,-0.22511648,0,0.5254749,0,0.7134361,0,0
2021-05-21,5602.855563291516,5616.945963656447,5444.018322814116,5451.70399574044,1194292.0,-0.041441441441441906,,0,,0,,0,-0.10000229,0,50.6,0,-2.3431606,0,52.0,0,6.8,0,66.9,0,-0.2334238,0,0.52994156,0,0.70867443,0,0
2021-05-24,5444.018322814116,5474.761014519418,5315.923774042019,5435.051704400068,1061017.0,-0.0030545112781954487,,0,,0,,0,-0.10000229,0,50.6,0,-2.4464166,0,52.0,0,6.8,0,66.9,0,-0.24187501,0,0.5344419,0,0.7040089,0,0
2021-05-25,5449.142104765002,5511.908433663328,5435.051704400068,5492.694251347513,884936.0,0.010605703511666675,,0,,0,,0,-0.10000229,0,50.6,0,-2.5628335,0,52.0,0,6.8,0,66.9,0,-0.25047633,0,0.53897643,0,0.6994456,0,0
2021-05-26,5509.3465426878865,5549.055852807232,5413.275631108811,5533.6845069545825,989496.0,0.007462686567163868,,0,,0,,0,-0.10000229,0,50.6,0,-2.5522234,0,52.0,0,6.8,0,66.9,0,-0.2592344,0,0.54200083,0,0.6949918,0,0
2021-05-27,5511.908433663328,5528.560725003699,5392.7805033052755,5400.466176231602,1082469.0,-0.024074074074074026,,0,,0,,0,-0.10000229,0,50.6,0,-2.541726,0,52.0,0,6.8,0,66.9,0,-0.26815623,0,0.54503965,0,0.6906556,0,0
2021-05-28,5411.994685621093,5569.550980610774,5411.994685621093,5511.908433663328,946734.0,0.020635673624288753,,0,,0,,0,-0.10000229,0,50.6,0,-2.5313396,0,52.0,0,6.8,0,66.9,0,-0.27724928,0,0.5480929,0,0.6864461,0,0
2021-05-31,5487.570469396626,5570.831926098491,5429.927922449186,5473.480069031698,949631.0,-0.006971880083662674,,0,,0,,0,-0.10000229,0,50.6,0,-2.521062,0,52.0,0,6.8,0,66.9,0,-0.28652152,0,0.5511609,0,0.6823737,0,0
2021-06-01,5476.04196000714,5545.213016344073,5454.265886715882,5531.122615979142,674684.0,0.010531242686637077,,0,,0,,0,-0.5999985,1,50.9,1,-2.510891,0,51.3,1,6.8,0,72.8,1,-0.9839514,1,0.5542437,0,0.83301276,1,0
2021-06-02,5565.708144147608,5664.340946702123,5534.965452442304,5657.936219263515,915733.0,0.022927281148679368,,0,,0,,0,-0.5999985,0,50.9,0,-2.5008247,0,51.3,0,6.8,0,72.8,0,-0.99486756,0,0.5573415,0,0.83056647,0,0
2021-06-03,5692.5217474319825,5866.730333762037,5677.150401579332,5835.9876420567325,981868.0,0.03146932306995742,,0,,0,,0,-0.5999985,0,50.9,0,-2.4908617,0,51.3,0,6.8,0,72.8,0,-1.0059955,0,0.5604545,0,0.82841235,0,0
2021-06-04,5834.706696569008,5842.392369495336,5701.488365846031,5720.702548161845,885456.0,-0.0197541703248465,,0,,0,,0,-0.5999985,0,50.9,0,-2.481,0,51.3,0,6.8,0,72.8,0,-1.017343,0,0.56358284,0,0.82657844,0,0
2021-06-07,5756.569021818031,5906.439643881381,5716.85971169868,5768.097531207522,935099.0,0.008284818629646473,,0,,0,,0,-0.5999985,0,50.9,0,-2.4712377,0,51.3,0,6.8,0,72.8,0,-1.0289185,0,0.56672674,0,0.8250967,0,0
2021-06-08,5768.097531207522,5800.121168400545,5579.798544512541,5595.1698903651895,994908.0,-0.02998001332445055,,0,,0,,0,-0.5999985,0,50.9,0,-2.4615731,0,51.3,0,6.8,0,72.8,0,-1.0407306,0,0.5698863,0,0.8240044,0,0
2021-06-09,5614.384072681004,5677.150401579332,5568.2700351230515,5586.203271951143,853930.0,-0.0016025641025640969,,0,,0,,0,-0.5999985,0,50.9,0,-2.4520047,0,51.3,0,6.8,0,72.8,0,-1.0527885,0,0.5730618,0,0.82334465,0,0
2021-06-10,5552.898689270397,5666.902837677563,5515.7512701264895,5643.845818898589,933253.0,0.010318734235267524,,0,,0,,0,-0.5999985,0,50.9,0,-4.4767275,1,51.3,0,9.0,1,72.8,0,-1.065102,0,1.1727175,1,0.82316786,0,0
2021-06-11,5628.474473045937,5650.250546337193,5501.6608697615575,5525.998834028257,979516.0,-0.02088061733999136,,0,,0,,0,-0.5999985,0,50.9,0,-4.3312287,0,51.3,0,9.0,0,72.8,0,-1.0776813,0,1.1721592,0,0.82353336,0,0
2021-06-15,5222.414753438389,5314.642828554298,5181.424497831318,5286.462027824436,730123.0,-0.04334724153917491,,0,,0,,0,-0.5999985,0,50.9,0,-4.1983194,0,51.3,0,9.0,0,72.8,0,-1.0816615,0,1.1716014,0,0.8195931,0,0
2021-06-16,5299.271482701644,5335.137956357832,5127.624787347035,5148.119915150572,953366.0,-0.026169130118730233,,0,,0,,0,-0.5999985,0,50.9,0,-4.0762634,0,51.3,0,9.0,0,72.8,0,-1.0856668,0,1.1710441,0,0.81582063,0,0
2021-06-17,5159.648424540061,5200.638680147131,5044.363330645171,5144.277078687409,1069426.0,-0.000746454341876035,,0,,0,,0,-0.5999985,0,50.9,0,-3.963642,0,51.3,0,9.0,0,72.8,0,-1.0896976,0,1.1704872,0,0.8122279,0,0
2021-06-18,5028.991984792519,5104.567768568061,4917.549727360795,4989.282674673172,1251287.0,-0.030129482071713176,,0,,0,,0,-0.5999985,0,50.9,0,-3.8592837,0,51.3,0,9.0,0,72.8,0,-1.0937543,0,1.1699308,0,0.80882835,0,0
2021-06-21,5053.329949059218,5107.1296595435015,5002.092129550382,5072.544131375034,1155655.0,0.016688061617458283,,0,,0,,0,-0.5999985,0,50.9,0,-3.7622116,0,51.3,0,9.0,0,72.8,0,-1.0978372,0,1.1693748,0,0.8056371,0,0
2021-06-22,5059.734676497825,5239.067044778761,5048.2061671083375,5148.119915150572,1043705.0,0.014898989898989967,,0,,0,,0,-0.5999985,0,50.9,0,-3.6716034,0,51.3,0,9.0,0,72.8,0,-1.1019466,0,1.1688193,0,0.8026714,0,0
2021-06-23,5140.434242224245,5272.3716274595035,5130.186678322479,5230.100426364715,959796.0,0.01592435929335667,,0,,0,,0,-0.5999985,0,50.9,0,-3.5867612,0,51.3,0,9.0,0,72.8,0,-1.1060828,0,1.1682643,0,0.79995066,0,0
2021-06-24,5209.605298561181,5282.619191361274,5169.895988441828,5173.738824904992,926343.0,-0.010776389909380346,,0,,0,,0,-0.5999985,0,50.9,0,-3.5070884,0,51.3,0,9.0,0,72.8,0,-1.1102461,0,1.1677097,0,0.79749733,0,0
2021-06-25,5142.996133199687,5263.4050090454575,5137.872351248805,5254.438390631414,977352.0,0.015597920277296673,,0,,0,,0,-0.5999985,0,50.9,0,-3.4106185,0,51.3,0,9.0,0,72.8,0,-1.1144369,0,1.1629317,0,0.79533714,0,0
2021-06-28,5282.619191361274,5286.462027824436,5102.005877592618,5221.133807950666,1297144.0,-0.006338371526085407,,0,,0,,0,-0.5999985,0,50.9,0,-3.3209596,0,51.3,0,9.0,0,72.8,0,-1.1186556,0,1.1581848,0,0.79349947,0,0
2021-06-29,5241.628935754204,5244.190826729645,5140.434242224245,5207.043407585737,923011.0,-0.0026987242394500566,,0,,0,,0,-0.5999985,0,50.9,0,-3.2373288,0,51.3,0,9.0,0,72.8,0,-1.1229023,0,1.1534686,0,0.79201853,0,0
2021-06-30,5280.057300385833,5310.799992091133,5237.786099291042,5304.395264652529,925060.0,0.018696186961869143,,0,,0,,0,-0.5999985,0,50.9,0,-3.1590638,0,51.3,0,9.0,0,72.8,0,-1.1271777,0,1.1487826,0,0.79093397,0,0
2021-07-01,5283.900136848995,5465.794396105373,5272.3716274595035,5452.984941228166,1070642.0,0.02801255735329722,,0,,0,,0,0.29999924,1,49.7,1,-3.0856006,0,51.5,1,9.0,0,61.2,1,-0.9180273,1,1.1441265,0,-0.07162063,1,0
2021-07-02,5495.2561423229545,5522.155997565094,5420.96130403514,5504.222760737,885566.0,0.009396288466055003,,0,,0,,0,0.29999924,0,49.7,0,-3.0164547,0,51.5,0,9.0,0,61.2,0,-0.9235475,0,1.1395,0,-0.086060256,0,0
2021-07-05,5513.189379151049,5561.865307684446,5445.299268301835,5470.918178056257,916555.0,-0.006050733069583036,,0,,0,,0,0.29999924,0,49.7,0,-2.9512074,0,51.5,0,9.0,0,61.2,0,-0.92911917,0,1.1349026,0,-0.10121061,0,0
