date,open,high,low,close,volume,returns,fac_PMI_Import_level,fac_PMI_Import_level_release,fac_PMI_level,fac_PMI_level_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PMI_Import_zscore,fac_PMI_Import_zscore_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_PMI_diff,fac_PMI_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_Raw_Material_Inventory_level,fac_PMI_Raw_Material_Inventory_level_release,fac_PMI_Import_diff,fac_PMI_Import_diff_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,any_effective_release
2022-01-10,5059.3386226282455,5147.307996636127,4970.269631445267,5135.212207710042,9971.0,0.01315304377885873,48.2,0,49.7,0,-0.9152123,0,-0.8931344,0,12.9,0,0.29999924,0,,0,49.2,0,0.10000229,0,-0.31336144,0,0.5,0,0
2022-01-11,5096.7256065815955,5113.219864208074,5029.648958900585,5112.120247032975,8656.0,-0.0044967880085649,48.2,0,49.7,0,-0.9087318,0,-0.8859881,0,12.9,0,0.29999924,0,,0,49.2,0,0.10000229,0,-0.32502976,0,0.5,0,0
2022-01-12,5127.5148874843535,5150.606848161421,5068.135560029036,5114.3194813831715,9296.0,0.00043020004301985715,48.2,0,49.7,0,-0.9023144,0,-0.8788856,0,12.9,0,0.29999924,0,,0,49.2,0,0.10000229,0,-0.3370251,0,0.5,0,0
2022-01-13,5104.422926807285,5187.993832114773,5104.422926807285,5159.403785562213,11154.0,0.008815308535799149,48.2,0,49.7,0,-0.89596015,0,-0.871826,0,10.3,1,0.29999924,0,,0,49.2,0,0.10000229,0,-1.1562557,1,0.5,0,0
2022-01-14,5181.396129064181,5216.583878667332,5084.629817655514,5198.990003865756,14497.0,0.007672634271099099,48.2,0,49.7,0,-0.88966906,0,-0.864808,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.1724116,0,0.5,0,0
2022-01-17,5183.595363414378,5219.882730192627,5091.227520706103,5216.583878667332,17791.0,0.0033840947546530664,48.2,0,49.7,0,-0.88301307,0,-0.8579973,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.1890184,0,0.5,0,0
2022-01-18,5215.484261492234,5294.656698099329,5203.388472566151,5294.656698099329,15665.0,0.014966273187184465,48.2,0,49.7,0,-0.87640864,0,-0.85122657,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.2060995,0,0.5,0,0
2022-01-19,5283.660526348342,5433.2084621617405,5263.8674171965695,5357.334877079942,17352.0,0.011838006230529219,48.2,0,49.7,0,-0.8698552,0,-0.8444948,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.2236804,0,0.5,0,0
2022-01-20,5355.135642729745,5436.507313687035,5352.936408379545,5414.514970185064,7843.0,0.010673234811165777,48.2,0,49.7,0,-0.8633525,0,-0.83780116,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.241788,0,0.5,0,0
2022-01-21,5399.120329733687,5470.595446115088,5381.526454932108,5455.20080566371,11108.0,0.007514216084484326,48.2,0,49.7,0,-0.85689986,0,-0.83114463,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.2604518,0,0.5,0,0
2022-01-24,5491.488172441961,5540.9709453213945,5438.706548037232,5439.8061652123315,20735.0,-0.0028220116911911175,48.2,0,49.7,0,-0.8504971,0,-0.82452446,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.2797035,0,0.5,0,0
2022-01-25,5432.108844986641,5444.2046339127255,5340.8406194534655,5409.016884309573,9735.0,-0.005659995957145836,48.2,0,49.7,0,-0.844144,0,-0.8179397,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.2797035,0,0.5,0,0
2022-01-26,5386.17634160368,5478.68700395947,5342.776277782446,5467.265934532829,563544.0,0.010768879348893368,48.2,0,49.7,0,-0.8378402,0,-0.8113895,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.2797035,0,0.5,0,0
2022-01-27,5482.113324787463,5584.902949627227,5458.129078991516,5568.913452429932,556767.0,0.01859202005431393,48.2,0,49.7,0,-0.8315855,0,-0.804873,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.2797035,0,0.5,0,0
2022-01-28,5581.476628799234,5685.408360581664,5581.476628799234,5672.845184212359,606948.0,0.018662838392124348,48.2,0,49.7,0,-0.8253799,0,-0.7983894,0,10.3,0,0.29999924,0,,0,49.2,0,0.10000229,0,-1.2797035,0,0.5,0,0
2022-02-07,5717.387354976256,5941.240315738412,5717.387354976256,5803.045375676063,568300.0,0.02295147976645895,47.2,1,49.3,1,-1.0892806,1,-1.5564579,1,10.3,0,-0.40000153,1,,0,49.1,1,-1.0,1,-1.2797035,0,3.2000008,1,1
2022-02-08,5803.045375676063,5843.019118669303,5664.850435613711,5703.682071664288,644260.0,-0.017122613658728913,47.2,0,49.3,0,-1.0824605,0,-1.5418531,0,10.3,0,-0.40000153,0,,0,49.1,0,-1.0,0,-1.2797035,0,3.2000008,0,0
2022-02-09,5665.992542556375,5667.134649499038,5542.644992748656,5637.4398689897735,667401.0,-0.01161393672406874,47.2,0,49.3,0,-1.0757488,0,-1.5274986,0,10.3,0,-0.40000153,0,,0,49.1,0,-1.0,0,-1.2797035,0,3.2000008,0,0
2022-02-10,5742.513707714867,5783.629557650772,5642.0082967604285,5687.6925744669925,721646.0,0.008914100486223875,47.2,0,49.3,0,-1.0691465,0,-1.5133866,0,10.3,0,-0.40000153,0,,0,49.1,0,-1.0,0,-1.2797035,0,3.2000008,0,0
2022-02-11,5694.545216122976,5727.6663174602345,5589.471377397882,5671.7030772696935,840616.0,-0.0028112449799200245,47.2,0,49.3,0,-1.0626543,0,-1.499509,0,10.3,0,-0.40000153,0,,0,49.1,0,-1.0,0,-1.2797035,0,3.2000008,0,0
2022-02-14,5709.39260637761,5831.598049242661,5687.6925744669925,5759.645311854827,689736.0,0.015505436971405828,47.2,0,49.3,0,-1.0562732,0,-1.4858586,0,10.3,0,-0.40000153,0,,0,49.1,0,-1.0,0,-1.2797035,0,3.2000008,0,0
2022-02-15,5750.508456313514,5840.734904783975,5701.397857778961,5835.024370070657,700893.0,0.013087447947650599,47.2,0,49.3,0,-1.0500046,0,-1.4724282,0,10.3,0,-0.40000153,0,,0,49.1,0,-1.0,0,-1.2797035,0,3.2000008,0,0
2022-02-16,5764.213739625485,5820.176979816022,5647.718831473749,5814.466445102701,865340.0,-0.0035231943628895035,47.2,0,49.3,0,-1.0438501,0,-1.4592109,0,10.3,0,-0.40000153,0,,0,49.1,0,-1.0,0,-1.2797035,0,3.2000008,0,0
2022-02-17,5779.061129880116,5820.176979816022,5713.961034148266,5787.055878478765,798203.0,-0.004714201532115214,47.2,0,49.3,0,-1.0378112,0,-1.4462001,0,9.1,1,-0.40000153,0,,0,49.1,0,-1.0,0,-2.9810066,1,3.2000008,0,0
2022-02-18,5801.9032687333965,5970.9350962476765,5801.9032687333965,5952.661385165051,943428.0,0.02861653838563205,47.2,0,49.3,0,-1.0318899,0,-1.4333898,0,9.1,0,-0.40000153,0,,0,49.1,0,-1.0,0,-2.931814,0,3.2000008,0,0
2022-02-21,5918.398176885129,6064.587865546129,5896.698144974513,6013.193053126248,707740.0,0.010168841135840712,47.2,0,49.3,0,-1.023766,0,-1.4206387,0,9.1,0,-0.40000153,0,,0,49.1,0,-1.0,0,-2.884699,0,3.2000008,0,0
2022-02-22,6022.329908667562,6171.945918156552,5990.350914272966,6150.245886245934,693345.0,0.02279202279202286,47.2,0,49.3,0,-1.0157101,0,-1.4080777,0,9.1,0,-0.40000153,0,,0,49.1,0,-1.0,0,-2.839516,0,3.2000008,0,0
2022-02-23,6093.140539112731,6530.567498153063,6025.756229495551,6383.235702549403,1227393.0,0.03788300835654623,47.2,0,49.3,0,-1.0077205,0,-1.395701,0,9.1,0,-0.40000153,0,,0,49.1,0,-1.0,0,-2.796132,0,3.2000008,0,0
2022-02-24,6344.404066498822,6635.641336878153,6344.404066498822,6621.936053566189,1231587.0,0.03739488280551062,47.2,0,49.3,0,-0.9997957,0,-1.3835034,0,9.1,0,-0.40000153,0,,0,49.1,0,-1.0,0,-2.7544281,0,3.2000008,0,0
2022-02-25,6652.772941018116,6757.84677974321,6391.23045114805,6487.167434331832,1421086.0,-0.020351845463952856,47.2,0,49.3,0,-0.9919341,0,-1.3714795,0,9.1,0,-0.40000153,0,,0,49.1,0,-1.0,0,-2.7142947,0,3.2000008,0,0
2022-02-28,6338.693531785501,6544.272781465032,6205.067019493808,6511.151680127777,1198617.0,0.003697183098591461,47.2,0,49.3,0,-0.98413444,0,-1.3596244,0,9.1,0,-0.40000153,0,,0,49.1,0,-1.0,0,-2.675633,0,3.2000008,0,0
2022-03-01,6507.725359299782,6883.478543436257,6430.062087198627,6865.204832353629,1061216.0,0.05437642518856278,47.2,0,49.3,0,-0.97639513,0,-1.347933,0,9.1,0,-0.40000153,0,,0,49.1,0,-1.0,0,-2.638352,0,3.2000008,0,0
2022-03-02,6978.273419677377,7196.415845726207,6891.473292034905,7046.799836237218,1508462.0,0.026451505573116707,48.6,1,50.7,1,0.02960059,1,-0.31546333,1,9.1,0,1.4000015,1,,0,48.1,1,1.3999977,1,-2.6023688,0,1.2000008,1,1
2022-03-03,6990.836596046676,7307.200219164624,6970.278671078726,7212.405342923504,936944.0,0.023500810372771186,48.6,0,50.7,0,0.03424939,0,-0.31210142,0,9.1,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.5572038,0,1.2000008,0,0
2022-03-04,7138.168391650342,7192.989524898214,6587.672845286267,6692.746684011359,1387781.0,-0.07205067300079171,48.6,0,50.7,0,0.038925238,0,-0.30874032,0,9.1,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.513928,0,1.2000008,0,0
2022-03-07,6749.852031144561,7068.499868147834,6652.772941018116,6802.3889505071065,1063548.0,0.016382252559726584,48.6,0,50.7,0,0.043628782,0,-0.30538,0,9.1,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.4724076,0,1.2000008,0,0
2022-03-08,6770.409956112515,6964.568136365407,6503.156931529127,6833.2258379590385,1134306.0,0.004533243787777419,48.6,0,50.7,0,0.048360676,0,-0.30202025,0,9.1,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.4325216,0,1.2000008,0,0
2022-03-09,6722.441464520625,7262.658048400722,6658.483475731437,7262.658048400722,1008090.0,0.06284472672572261,48.6,0,50.7,0,0.053121608,0,-0.29866102,0,9.1,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.3941605,0,1.2000008,0,0
2022-03-10,7158.72631661829,7192.989524898214,6802.3889505071065,6997.6892377026625,1217371.0,-0.036483723855952,48.6,0,50.7,0,0.057912275,0,-0.29530212,0,8.8,1,1.4000015,0,,0,48.1,0,1.3999977,0,-2.7615314,1,1.2000008,0,0
2022-03-11,7081.063044517137,7280.931759483349,6930.304928085482,7050.226157065211,957568.0,0.007507752570589554,48.6,0,50.7,0,0.06273339,0,-0.29194352,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.7092957,0,1.2000008,0,0
2022-03-14,6987.410275218686,7001.115558530653,6538.562246751712,6538.562246751712,997551.0,-0.07257411307306039,48.6,0,50.7,0,0.06511102,0,-0.289082,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.6594837,0,1.2000008,0,0
2022-03-15,6569.399134203641,6592.241273056921,6270.16711522566,6288.440826308284,825401.0,-0.038253275109170315,48.6,0,50.7,0,0.06749302,0,-0.28622165,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.6119063,0,1.2000008,0,0
2022-03-16,6315.851392932223,6629.930802164837,6281.5881846523,6520.288535669088,766513.0,0.03686887032328379,48.6,0,50.7,0,0.06987946,0,-0.2833624,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.5663943,0,1.2000008,0,0
2022-03-17,6595.667593884916,6647.062406304797,6189.077522296511,6246.182869429715,913498.0,-0.042038885969521766,48.6,0,50.7,0,0.072270386,0,-0.28050417,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.5227966,0,1.2000008,0,0
2022-03-18,6412.93048305867,6504.2990384717905,6277.019756881646,6314.709285989561,899250.0,0.010970927043335577,48.6,0,50.7,0,0.07466586,0,-0.27764684,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.4809768,0,1.2000008,0,0
2022-03-21,6127.403747392654,6344.404066498822,6014.335160068913,6224.482837519098,731937.0,-0.01428829806474985,48.6,0,50.7,0,0.07706594,0,-0.27479044,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.440812,0,1.2000008,0,0
2022-03-22,6210.777554207129,6440.341049682604,6177.656452869873,6432.346301083957,605751.0,0.03339449541284423,48.6,0,50.7,0,0.07947069,0,-0.2719348,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.4021907,0,1.2000008,0,0
2022-03-23,6432.346301083957,6571.683348088969,6367.246205352104,6556.835957834338,539143.0,0.01935369318181812,48.6,0,50.7,0,0.08188015,0,-0.2690799,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.3650115,0,1.2000008,0,0
2022-03-24,6624.220267451517,6902.8943614615455,6498.588503758469,6506.583252357118,664929.0,-0.00766417000522579,48.6,0,50.7,0,0.0842944,0,-0.26622567,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.3300252,0,1.2000008,0,0
2022-03-25,6458.614760765229,6688.178256240704,6434.630514969284,6611.657091082212,554815.0,0.016148850272073245,48.6,0,50.7,0,0.086713485,0,-0.263372,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.2962575,0,1.2000008,0,0
2022-03-28,6624.220267451517,6756.704672800548,6531.709605095727,6612.799198024877,467140.0,0.0001727414061152288,48.6,0,50.7,0,0.08913748,0,-0.26051888,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.2636356,0,1.2000008,0,0
2022-03-29,6612.799198024877,6693.8887909540235,6522.572749554414,6661.909796559431,408564.0,0.007426597582038008,48.6,0,50.7,0,0.09156643,0,-0.25766617,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.232093,0,1.2000008,0,0
2022-03-30,6510.009573185114,6595.667593884916,6428.919980255965,6578.535989744953,407473.0,-0.012515000857192038,48.6,0,50.7,0,0.09400041,0,-0.25481385,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.2015684,0,1.2000008,0,0
2022-03-31,6579.678096687618,6634.49922993549,6452.904226051906,6564.8307064329865,308246.0,-0.002083333333333104,48.6,0,50.7,0,0.096439466,0,-0.2519618,0,8.8,0,1.4000015,0,,0,48.1,0,1.3999977,0,-2.1720052,0,1.2000008,0,0
2022-04-01,6515.72010789843,6583.104417515611,6182.224880640527,6237.046013888402,396110.0,-0.0499304105775924,46.9,1,48.8,1,-1.3002163,1,-1.4974895,1,8.8,0,-1.9000015,1,,0,47.3,1,-1.699997,1,-2.143351,0,-3.0,1,1
2022-04-06,6372.956740065423,6688.178256240704,6330.698783186856,6650.488727132789,194741.0,0.06628822559970682,46.9,0,48.8,0,-1.2892417,0,-1.4837372,0,8.8,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-2.1155577,0,-3.0,0,0
2022-04-07,6624.220267451517,6682.467721527382,6518.004321783758,6533.993818981058,142110.0,-0.01751674394641889,46.9,0,48.8,0,-1.2784055,0,-1.4702058,0,8.8,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-2.0885804,0,-3.0,0,0
2022-04-08,6538.562246751712,6604.8044494262285,6518.004321783758,6601.378128598239,78992.0,0.010312882363223475,46.9,0,48.8,0,-1.2677044,0,-1.4568882,0,8.8,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-2.0623772,0,-3.0,0,0
2022-04-11,6601.378128598239,6697.315111782015,6575.10966891696,6632.215016050162,104410.0,0.004671280276815848,46.9,0,48.8,0,-1.2571344,0,-1.4437779,0,8.8,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-2.03691,0,-3.0,0,0
2022-04-12,6632.215016050162,6841.220586557688,6607.088663311555,6825.231089360388,75570.0,0.029102806957120864,46.9,0,48.8,0,-1.2466923,0,-1.4308686,0,8.3,1,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.5000681,1,-3.0,0,0
2022-04-13,6813.81001993375,6966.852350250734,6813.81001993375,6890.331185092241,56340.0,0.009538152610442108,46.9,0,48.8,0,-1.2363746,0,-1.418154,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.4864036,0,-3.0,0,0
2022-04-14,6921.168072544172,7131.315749994358,6913.1733239455225,7075.35250980382,64286.0,0.02685231228244689,46.9,0,48.8,0,-1.226178,0,-1.4056284,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.4729594,0,-3.0,0,0
2022-04-15,7054.794584835862,7237.531695662113,7047.94194317988,7229.536947063466,45135.0,0.021791767554479202,46.9,0,48.8,0,-1.2160994,0,-1.3932861,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.4597287,0,-3.0,0,0
2022-04-18,7244.384337318095,7389.431919036434,7186.136883242232,7256.947513687406,42307.0,0.0037914691943132794,46.9,0,48.8,0,-1.2112961,0,-1.383299,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.446705,0,-3.0,0,0
2022-04-19,7304.916005279294,7365.447673240488,7284.358080311338,7325.473930247245,26632.0,0.009442870632671685,46.9,0,48.8,0,-1.2067285,0,-1.3734841,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.4338819,0,-3.0,0,0
2022-04-20,7307.200219164624,7318.621288591263,7095.910434771772,7142.736819420999,37241.0,-0.02494543186778886,46.9,0,48.8,0,-1.202406,0,-1.3638391,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.4212534,0,-3.0,0,0
2022-04-21,7149.589461076983,7260.373834515394,7110.757825026404,7210.121129038179,18717.0,0.009433962264151052,46.9,0,48.8,0,-1.1983391,0,-1.3543615,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.4088137,0,-3.0,0,0
2022-04-22,7177.000027700918,7252.3790859167475,7129.031536109027,7158.72631661829,24974.0,-0.007128148265484802,46.9,0,48.8,0,-1.1945395,0,-1.3450493,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.3965575,0,-3.0,0,0
2022-04-25,7307.676838948742,7613.942807654061,7262.530062685409,7271.071344681176,25197.0,0.0156934380634286,46.9,0,48.8,0,-1.1910204,0,-1.3359003,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.3844792,0,-3.0,0,0
2022-04-26,7142.952114744689,7458.97954858802,7127.089733895409,7440.67680145424,13613.0,0.023326061419701505,46.9,0,48.8,0,-1.187796,0,-1.3269129,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.3736213,0,-3.0,0,0
2022-04-27,7433.355702600726,7623.704272792078,7433.355702600726,7618.8235402230675,11931.0,0.02394227615611655,46.9,0,48.8,0,-1.1848826,0,-1.3180854,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.3629274,0,-3.0,0,0
2022-04-28,8175.227053090094,8175.227053090094,7715.218008460996,7905.566578652347,19633.0,0.037636130685458014,46.9,0,48.8,0,-1.1822985,0,-1.3094165,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.3523939,0,-3.0,0,0
2022-04-29,7868.961084384779,8187.428884512618,7856.759252962258,8114.217895977479,18913.0,0.026392961876832377,46.9,0,48.8,0,-1.1800641,0,-1.3009052,0,8.3,0,-1.9000015,0,,0,47.3,0,-1.699997,0,-1.3420172,0,-3.0,0,0
2022-05-05,8012.9426951705445,8111.777529692978,7827.474857548203,7899.465662941086,11049.0,-0.026466165413533527,42.9,1,42.6,1,-5.7442956,1,-4.0882335,1,8.3,0,-6.200001,1,,0,46.5,1,-4.0,1,-1.3317939,0,-2.4000015,1,1
2022-05-06,7875.062000096042,8033.685808588836,7602.96115937379,7663.9703164864,19491.0,-0.029811553907939548,42.9,0,42.6,0,-5.433494,0,-3.9597936,0,8.3,0,-6.200001,0,,0,46.5,0,-4.0,0,-1.3217208,0,-2.4000015,0,0
2022-05-09,7717.6583747455,7796.970278991896,7611.5024413695555,7689.594162473697,16613.0,0.0033434166533989895,42.9,0,42.6,0,-5.1672955,0,-3.842155,0,8.3,0,-6.200001,0,,0,46.5,0,-4.0,0,-1.3117951,0,-2.4000015,0,0
2022-05-10,7649.328118779375,7734.740938737031,7506.566691135862,7613.942807654061,18851.0,-0.00983814662012017,42.9,0,42.6,0,-4.9359407,0,-3.733874,0,8.3,0,-6.200001,0,,0,46.5,0,-4.0,0,-1.3020136,0,-2.4000015,0,0
2022-05-11,7580.997862813248,7703.016177038471,7489.484127144332,7661.529950201893,19126.0,0.006249999999999201,42.9,0,42.6,0,-4.7324224,0,-3.6337645,0,8.3,0,-6.200001,0,,0,46.5,0,-4.0,0,-1.2923739,0,-2.4000015,0,0
2022-05-12,7618.8235402230675,7801.851011560907,7579.777679670995,7585.878595382255,22409.0,-0.009874183787227042,42.9,0,42.6,0,-4.5515637,0,-3.540841,0,8.0,1,-6.200001,0,,0,46.5,0,-4.0,0,-0.20182464,1,-2.4000015,0,0
2022-05-13,7610.282258227303,7825.034491263701,7518.768522558382,7718.878557887752,15724.0,0.01753257198005498,42.9,0,42.6,0,-4.389444,0,-3.454278,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.19588856,0,-2.4000015,0,0
2022-05-16,7674.951964766669,7787.208813853879,7613.942807654061,7693.254711900455,16229.0,-0.003319633259563748,42.9,0,42.6,0,-4.2430344,0,-3.373377,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.18991108,0,-2.4000015,0,0
2022-05-17,7705.45654332298,7740.841854448293,7473.621746295047,7539.511635976668,17411.0,-0.01998413957176881,42.9,0,42.6,0,-4.109951,0,-3.2975438,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.18389054,0,-2.4000015,0,0
2022-05-18,7590.759327951266,7662.750133344153,7572.456580817483,7611.5024413695555,15592.0,0.009548470626315586,42.9,0,42.6,0,-3.988289,0,-3.226267,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.17782523,0,-2.4000015,0,0
2022-05-19,7611.5024413695555,7742.062037590545,7526.089621411897,7724.9794735990135,21688.0,0.014908624559153427,42.9,0,42.6,0,-3.8765068,0,-3.159107,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.17171338,0,-2.4000015,0,0
2022-05-20,7563.915298821714,7920.208776359375,7439.456618311986,7920.208776359375,46503.0,0.025272468804296455,42.9,0,42.6,0,-3.7565327,0,-3.0916126,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.16555314,0,-2.4000015,0,0
2022-05-23,7748.162953301805,7914.107860648113,7738.40148816379,7860.419802389016,27175.0,-0.007548913880757846,42.9,0,42.6,0,-3.6462739,0,-3.0278597,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.15934256,0,-2.4000015,0,0
2022-05-24,7975.117017760724,8172.786686805589,7882.3830989495555,8154.483939671809,45031.0,0.03741074200558825,42.9,0,42.6,0,-3.5444674,0,-2.9675093,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.15307963,0,-2.4000015,0,0
2022-05-25,8211.83254735766,8297.24536731532,8148.383023960546,8205.7316316464,28349.0,0.006284602723327426,42.9,0,42.6,0,-3.4500692,0,-2.9102643,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.14676227,0,-2.4000015,0,0
2022-05-26,8172.786686805589,8349.713242432168,8087.373866847933,8330.190312156132,33451.0,0.01516728624535335,42.9,0,42.6,0,-3.3622072,0,-2.8558624,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.14152059,0,-2.4000015,0,0
2022-05-27,8420.483864682798,8673.061775129012,8368.015989565947,8444.887527527844,49503.0,0.013768858942434514,42.9,0,42.6,0,-3.280147,0,-2.8040721,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.13625008,0,-2.4000015,0,0
2022-05-30,8358.254524427934,8570.566391179824,8017.823427739554,8123.9793611155,71932.0,-0.03800028897558172,42.9,0,42.6,0,-3.203266,0,-2.7546875,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.1309498,0,-2.4000015,0,0
2022-05-31,8123.9793611155,8361.915073854687,8070.2913028564035,8293.584817888563,48058.0,0.02087714028236709,42.9,0,42.6,0,-3.13103,0,-2.7075245,0,8.0,0,-6.200001,0,,0,46.5,0,-4.0,0,-0.12561877,0,-2.4000015,0,0
2022-06-01,8363.330039829689,8371.77784795073,8249.284630195654,8360.514103789346,569227.0,0.008070006802899377,45.1,1,48.2,1,-0.58577305,1,-1.5430161,1,8.0,0,5.6000023,1,,0,47.9,1,2.199997,1,-0.12025601,0,0.6000023,1,1
2022-06-02,8360.514103789346,8494.271065705816,8283.07586267981,8491.455129665468,584286.0,0.01566183900303142,45.1,0,48.2,0,-0.5800437,0,-1.5298555,0,8.0,0,5.6000023,0,,0,47.9,0,2.199997,0,-0.11486048,0,0.6000023,0,0
2022-06-06,8575.933210875866,8588.604923057428,8387.26549617264,8504.126841847024,428934.0,0.0014922898358475933,45.1,0,48.2,0,-0.57432157,0,-1.5169244,0,8.0,0,5.6000023,0,,0,47.9,0,2.199997,0,-0.10943114,0,0.6000023,0,0
2022-06-07,8490.04716164529,8594.23679513812,8423.872664697146,8560.445562653957,523087.0,0.0066225165562912025,45.1,0,48.2,0,-0.56860596,0,-1.5042161,0,8.0,0,5.6000023,0,,0,47.9,0,2.199997,0,-0.103966884,0,0.6000023,0,0
2022-06-08,8506.942777887374,8716.730012893198,8478.783417483906,8549.181818492574,671459.0,-0.001315789473683715,45.1,0,48.2,0,-0.5628962,0,-1.4917247,0,8.0,0,5.6000023,0,,0,47.9,0,2.199997,0,-0.09846658,0,0.6000023,0,0
2022-06-09,8560.445562653957,8585.788987017082,8087.368307875718,8104.263924117796,997200.0,-0.05204216073781298,45.1,0,48.2,0,-0.5571916,0,-1.4794443,0,8.0,0,5.6000023,0,,0,47.9,0,2.199997,0,-0.092929065,0,0.6000023,0,0
2022-06-10,8105.671892137964,8221.125269792181,8095.816115996756,8104.263924117796,568782.0,0.0,45.1,0,48.2,0,-0.55149156,0,-1.4673694,0,8.0,0,5.6000023,0,,0,47.9,0,2.199997,0,-0.087353125,0,0.6000023,0,0
2022-06-13,7995.85038656445,8049.353171331035,7876.173104849712,7942.347601797859,727872.0,-0.019979152189020355,45.1,0,48.2,0,-0.5457953,0,-1.4554949,0,6.4,1,5.6000023,0,,0,47.9,0,2.199997,0,0.603893,1,0.6000023,0,0
2022-06-14,7933.89979367682,8076.10456371433,7860.685456627805,8038.089427169649,631668.0,0.012054600248183167,45.1,0,48.2,0,-0.54010224,0,-1.4438155,0,6.4,0,5.6000023,0,,0,47.9,0,2.199997,0,0.60912246,0,0.6000023,0,0
2022-06-15,8038.089427169649,8047.945203310861,7732.560366792031,7733.9683348122035,726308.0,-0.0378349973725699,45.1,0,48.2,0,-0.53441155,0,-1.4323266,0,6.4,0,5.6000023,0,,0,47.9,0,2.199997,0,0.61439973,0,0.6000023,0,0
