date,open,high,low,close,volume,returns,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_PPI_diff,fac_PPI_diff_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PMI_Business_Expectation_zscore,fac_PMI_Business_Expectation_zscore_release,fac_CPI_=100_level,fac_CPI_=100_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PPI_level,fac_PPI_level_release,fac_CPI_=100_diff,fac_CPI_=100_diff_release,fac_PPIRM_Agri_Products_YoY_zscore,fac_PPIRM_Agri_Products_YoY_zscore_release,any_effective_release
2017-07-21,5068.8902283406815,5082.613931777824,5053.551971557997,5074.541165050093,183826.0,0.00015910898965776354,0.9000015,0,-0.8,0,1.2767911,0,,0,99.2,0,-1.2591213,0,1.3,0,-18.977997,0,-0.5225894,0,0
2017-07-24,5073.733888377321,5074.541165050093,5000.271711154991,5033.370054738679,297678.0,-0.008113267578746197,0.9000015,0,-0.8,0,1.2669121,0,,0,99.2,0,-1.2577646,0,1.3,0,-18.977997,0,-0.5243208,0,0
2017-07-25,5033.370054738679,5043.057374811952,5007.53720120995,5026.911841356497,204540.0,-0.0012830793905371785,0.9000015,0,-0.8,0,1.257162,0,,0,99.2,0,-1.2564106,0,1.3,0,-18.977997,0,-0.52605647,0,0
2017-07-26,5022.875457992633,5030.948224720358,4948.606004097531,4949.413280770303,231962.0,-0.015416733579572961,0.9000015,0,-0.8,0,1.247538,0,,0,99.2,0,-1.2550592,0,1.3,0,-18.977997,0,-0.5277965,0,0
2017-07-27,4946.991450751986,4986.548007717851,4944.569620733666,4975.246134299033,125118.0,0.005219376936878017,0.9000015,0,-0.8,0,1.2380376,0,,0,99.2,0,-1.2537105,0,1.3,0,-18.977997,0,-0.52954084,0,0
2017-07-28,4997.0426044639,5004.308094518855,4930.845917296528,4938.918684024256,112918.0,-0.00730163881226642,0.9000015,0,-0.8,0,1.2286582,0,,0,99.2,0,-1.2523645,0,1.3,0,-18.977997,0,-0.5312896,0,0
2017-07-31,4940.533237369801,4950.220557443079,4849.310973346469,4892.0966370034275,171702.0,-0.009480222294868446,0.9000015,0,-0.8,0,1.2193973,0,,0,99.2,0,-1.251021,0,1.3,0,-18.977997,0,-0.5330427,0,0
2017-08-01,4914.700383841072,4955.871494152487,4909.856723804434,4936.496854005935,133662.0,0.00907590759075938,7.5,1,-0.8,0,1.2102525,0,,0,99.2,0,-0.121423036,1,1.3,0,-18.977997,0,-0.5348003,0,1
2017-08-02,4940.533237369801,4950.220557443079,4893.711190348976,4942.1477907153485,99304.0,0.0011447260834021034,7.5,0,-0.8,0,1.2012218,0,,0,99.2,0,-0.12570505,0,1.3,0,-18.977997,0,-0.5365623,0,0
2017-08-03,4948.606004097531,4986.548007717851,4942.1477907153485,4951.027834115848,82216.0,0.0017967984318847385,7.5,0,-0.8,0,1.1923028,0,,0,99.2,0,-0.13001136,0,1.3,0,-18.977997,0,-0.5383288,0,0
2017-08-04,4962.329707534667,5005.115371191627,4948.606004097531,5005.115371191627,93468.0,0.010924506766671671,7.5,0,-0.8,0,1.1834937,0,,0,99.2,0,-0.13434246,0,1.3,0,-18.977997,0,-0.54009986,0,0
2017-08-07,5005.115371191627,5101.988571924369,5005.115371191627,5041.442821466409,138506.0,0.007258064516129981,7.5,0,-0.8,0,1.1747924,0,,0,99.2,0,-0.13869888,0,1.3,0,-18.977997,0,-0.5418755,0,0
2017-08-08,5029.333671374819,5039.828268120863,5005.922647864403,5013.995414592134,45890.0,-0.005444355484387264,7.5,0,-0.8,0,1.1661972,0,,0,99.2,0,-0.14308111,0,1.3,0,-18.977997,0,-0.54365563,0,0
2017-08-09,5013.995414592134,5029.333671374819,4958.293324170804,4994.620774445582,62170.0,-0.003864112059250302,7.5,0,-0.8,0,1.157706,0,,0,99.2,0,-0.14748971,0,1.3,0,-18.977997,0,-0.54544044,0,0
2017-08-10,4997.0426044639,5039.02099144809,4994.620774445582,5013.188137919358,33606.0,0.003717472118959231,7.5,0,0.0,1,1.1493175,1,,0,99.2,0,-0.1519252,0,1.3,1,0.04499817,1,-0.3046797,1,1
2017-08-11,5014.802691264904,5027.719118029268,4993.006221100036,5007.53720120995,36646.0,-0.0011272141706921701,7.5,0,0.0,0,1.1410301,0,,0,99.2,0,-0.15638816,0,1.3,0,0.04499817,0,-0.30734786,0,0
2017-08-14,5013.188137919358,5034.984608084225,5005.922647864403,5013.995414592134,64684.0,0.001289698532968231,7.5,0,0.0,0,1.1328421,0,,0,99.2,0,-0.16087915,0,1.3,0,0.04499817,0,-0.31002536,0,0
2017-08-15,5009.151754555492,5051.130141539684,4993.006221100036,5045.479204830272,104072.0,0.0062791820962802,7.5,0,0.0,0,1.1247522,0,,0,99.2,0,-0.16304997,0,1.3,0,0.04499817,0,-0.31271225,0,0
2017-08-16,5033.370054738679,5048.708311521363,5021.260904647084,5044.671928157497,27306.0,-0.00016000000000038206,7.5,0,0.0,0,1.1167591,0,,0,99.2,0,-0.16522531,0,1.3,0,0.04499817,0,-0.31540865,0,0
2017-08-17,5042.250098139178,5060.817461612956,5038.2137147753165,5054.359248230773,28220.0,0.001920307249160258,7.5,0,0.0,0,1.1088614,0,,0,99.2,0,-0.16740522,0,1.3,0,0.04499817,0,-0.3181147,0,0
2017-08-18,5061.624738285726,5076.962995068412,5053.551971557997,5071.312058359003,23372.0,0.0033540967896501517,7.5,0,0.0,0,1.1010582,0,,0,99.2,0,-0.16958973,0,1.3,0,0.04499817,0,-0.32083046,0,0
2017-08-21,5077.770271741186,5077.770271741186,5054.359248230773,5074.541165050093,16348.0,0.0006367398917539457,7.5,0,0.0,0,1.0933485,0,,0,99.2,0,-0.1717789,0,1.3,0,0.04499817,0,-0.32355607,0,0
2017-08-22,5081.806655105046,5122.9777654164645,5068.082951667912,5122.9777654164645,25494.0,0.00954502068087848,7.5,0,0.0,0,1.0857311,0,,0,99.2,0,-0.17397277,0,1.3,0,0.04499817,0,-0.32629162,0,0
2017-08-23,5122.170488743693,5144.774235581332,5110.868615324871,5134.279638835284,22022.0,0.002206114087614175,7.5,0,0.0,0,1.0777624,0,,0,99.2,0,-0.17617139,0,1.3,0,0.04499817,0,-0.3322334,0,0
2017-08-24,5136.701468853602,5142.352405563013,5126.206872107559,5134.279638835284,13354.0,0.0,7.5,0,0.0,0,1.0698773,0,,0,99.2,0,-0.17837481,0,1.3,0,0.04499817,0,-0.33823803,0,0
2017-08-25,5138.316022199149,5244.876543005162,5133.47236216251,5244.0692663323925,21072.0,0.021383647798742578,7.5,0,0.0,0,1.0620745,0,,0,99.2,0,-0.18058307,0,1.3,0,0.04499817,0,-0.34430715,0,0
2017-08-28,5236.803776277436,5361.124383884454,5236.803776277436,5350.629787138407,14130.0,0.020320197044334742,7.5,0,0.0,0,1.054353,0,,0,99.2,0,-0.18279624,0,1.3,0,0.04499817,0,-0.35044247,0,0
2017-08-29,5338.52063704681,5350.629787138407,5300.57863342649,5315.109613536403,16250.0,-0.00663850331925131,7.5,0,0.0,0,1.0467113,0,,0,99.2,0,-0.18501434,0,1.3,0,0.04499817,0,-0.35664582,0,0
2017-08-30,5293.313143371533,5326.411486955221,5239.22560629575,5240.8401596413005,12822.0,-0.013973268529769323,7.5,0,0.0,0,1.0391486,0,,0,99.2,0,-0.18723743,0,1.3,0,0.04499817,0,-0.36291906,0,0
2017-08-31,5199.10804121057,5239.853402035106,5199.10804121057,5212.146556674422,352790.0,-0.005475000590142498,7.5,0,0.0,0,1.0316635,0,,0,99.2,0,-0.18946557,0,1.3,0,0.04499817,0,-0.36926413,0,0
2017-09-01,5228.444701004239,5248.002474200012,5217.035999973369,5225.999979354765,265466.0,0.002657911194496876,7.4000015,1,0.0,0,1.0242555,0,,1,99.2,0,0.9644976,1,1.3,0,0.04499817,0,-0.37568298,0,1
2017-09-04,5227.629793787748,5229.259608220729,5162.437216468491,5184.439711313738,479504.0,-0.00795259628878875,7.4000015,0,0.0,0,1.0169234,0,,0,99.2,0,0.95705765,0,1.3,0,0.04499817,0,-0.38217774,0,0
2017-09-05,5187.699340179703,5207.257113375479,5173.031010282871,5185.254618530229,307566.0,0.00015718327569946844,7.4000015,0,0.0,0,1.0096664,0,,0,99.2,0,0.9496725,0,1.3,0,0.04499817,0,-0.38875055,0,0
2017-09-06,5195.033505128119,5203.997484509514,5118.4322267779935,5120.062041210977,613506.0,-0.012572685840011921,7.4000015,0,0.0,0,1.002484,0,,0,99.2,0,0.9423411,0,1.3,0,0.04499817,0,-0.39540368,0,0
2017-09-07,5124.951484509918,5139.61981440675,5066.278164922591,5069.53779378855,532792.0,-0.009867897501194767,7.4000015,0,0.0,0,0.9953751,0,,0,99.2,0,0.9350621,0,1.3,0,0.04499817,0,-0.40213948,0,0
2017-09-08,5052.424742242249,5066.278164922591,5003.5303092528075,5010.049566984733,653308.0,-0.01173444783796751,7.4000015,0,0.0,0,0.9883393,0,,0,99.2,0,0.92783445,0,1.3,0,0.04499817,0,-0.4089603,0,0
2017-09-11,5014.939010283676,5040.201133994886,4990.491793788955,5013.309195850698,433404.0,0.0006506180871832523,7.4000015,0,0.6,1,1.1462207,1,,0,99.2,0,0.920657,0,1.4,1,0.0256958,1,-0.50299203,1,1
2017-09-12,5010.049566984733,5046.720391726812,5008.419752551752,5020.643360799112,315332.0,0.0014629388816640443,7.4000015,0,0.6,0,1.1385008,0,,0,99.2,0,0.91352856,0,1.4,0,0.0256958,0,-0.50999784,0,0
2017-09-13,5026.347711314547,5041.016041211378,4977.453278325109,5003.5303092528075,547948.0,-0.0034085375750689817,7.4000015,0,0.6,0,1.1308885,0,,0,99.2,0,0.90644807,0,1.4,0,0.0256958,0,-0.51709604,0,0
2017-09-14,5021.458268015602,5074.427237087497,5014.124103067186,5045.905484510322,525058.0,0.008469055374592527,7.4000015,0,0.6,0,1.1233833,0,,0,99.2,0,0.8994145,0,1.4,0,0.0256958,0,-0.5242895,0,0
2017-09-15,5054.054556675227,5065.463257706099,5016.568824716656,5039.386226778396,379248.0,-0.0012919896640827266,7.4000015,0,0.6,0,1.1159846,0,,0,99.2,0,0.8932105,0,1.4,0,0.0256958,0,-0.53158087,0,0
2017-09-18,5049.165113376286,5094.799917499764,5036.941505128927,5036.941505128927,499714.0,-0.00048512289780022755,7.4000015,0,0.6,0,1.108692,0,,0,99.2,0,0.8870469,0,1.4,0,0.0256958,0,-0.53897315,0,0
2017-09-19,5035.311690695944,5042.64585564436,4983.157628840539,5005.975030902282,571908.0,-0.006147872512538233,7.4000015,0,0.6,0,1.1015055,0,,0,99.2,0,0.8809228,0,1.4,0,0.0256958,0,-0.54646945,0,0
2017-09-20,5013.309195850698,5042.64585564436,5007.604845335261,5019.828453582622,324514.0,0.0027673775028485004,7.4000015,0,0.6,0,1.094425,0,,0,99.2,0,0.87483764,0,1.4,0,0.0256958,0,-0.554073,0,0
2017-09-21,5030.422247397,5034.496783479453,4958.710412345819,4999.455773170354,479578.0,-0.0040584415584417055,7.4000015,0,0.6,0,1.0874503,0,,0,99.2,0,0.8687906,0,1.4,0,0.0256958,0,-0.561787,0,0
2017-09-22,5005.975030902282,5032.052061829981,4996.196144304391,5015.753917500169,264902.0,0.0032599837000817367,7.4000015,0,0.6,0,1.0805819,0,,0,99.2,0,0.86278105,0,1.4,0,0.0256958,0,-0.569615,0,0
2017-09-25,5015.753917500169,5056.499278324702,5001.900494819827,5010.049566984733,343846.0,-0.001137286758733036,7.4000015,0,0.6,0,1.0738202,0,,1,99.2,0,0.8568082,0,1.4,0,0.0256958,0,-0.5783142,0,0
2017-09-26,5001.900494819827,5012.494288634202,4971.748927809671,5005.160123685788,364298.0,-0.0009759271307745454,7.4000015,0,0.6,0,1.0671656,0,,0,99.2,0,0.85087144,0,1.4,0,0.0256958,0,-0.5871622,0,0
2017-09-27,4983.157628840539,4997.011051520881,4939.967546366536,4988.047072139486,537626.0,-0.003419081732334295,7.4000015,0,0.6,0,1.0606189,0,,0,99.2,0,0.8449701,0,1.4,0,0.0256958,0,-0.5961645,0,0
2017-09-28,4979.083092758087,5019.828453582622,4946.486804098458,4959.525319562313,382220.0,-0.0057180199313835445,7.4000015,0,0.6,0,1.054181,0,,0,99.2,0,0.8391036,0,1.4,0,0.0256958,0,-0.6053268,0,0
2017-09-29,4958.710412345819,5002.715402036319,4948.116618531442,4984.78744327352,245176.0,0.005093657574760879,7.4000015,0,0.6,0,1.0478531,0,,0,99.2,0,0.83327115,0,1.4,0,0.0256958,0,-0.61465496,0,0
2017-10-09,4975.0085566756325,5010.049566984733,4913.0756082223415,4917.150144304797,283852.0,-0.013568742847800297,3.0999985,1,0.6,0,1.0416363,0,,1,99.2,0,1.2995272,1,1.4,0,0.0256958,0,-0.62415546,0,1
2017-10-10,4920.409773170757,4992.9365154384295,4913.890515438834,4992.121608221939,352714.0,0.01524693404043731,3.0999985,0,0.6,0,1.0355326,0,,0,99.2,0,1.2888588,0,1.4,0,0.0256958,0,-0.63383484,0,0
2017-10-11,4991.306701005447,5048.350206159795,4988.047072139486,5040.201133994886,468342.0,0.009631080639894929,3.0999985,0,0.6,0,1.0295433,0,,0,99.2,0,1.2783239,0,1.4,0,0.0256958,0,-0.6437001,0,0
2017-10-12,5047.535298943303,5076.871958736968,5013.309195850698,5069.53779378855,417238.0,0.005820533548908546,3.0999985,0,0.6,0,1.0236708,0,,0,99.2,0,1.2679191,0,1.4,0,0.0256958,0,-0.6537588,0,0
2017-10-13,5060.573814407158,5119.247133994484,5052.424742242249,5105.393711314142,480372.0,0.007072817874940185,3.0999985,0,0.6,0,1.0179174,0,,0,99.2,0,1.2576411,0,1.4,0,0.0256958,0,-0.66401863,0,0
2017-10-16,5102.94898966467,5111.098061829578,5060.573814407158,5110.283154613088,283428.0,0.000957701516361098,3.0999985,0,0.6,0,1.0122857,0,,0,99.2,0,1.2474864,0,1.4,0,0.0256958,0,-0.67448795,0,0
2017-10-17,5096.429731932744,5119.247133994484,5069.53779378855,5107.023525747121,339708.0,-0.0006378568011490282,3.0999985,0,0.10000001,1,1.0067787,1,,0,99.2,0,1.237452,0,1.4,1,0.097602844,1,-0.4869265,1,1
2017-10-18,5097.244639149237,5124.951484509918,5087.465752551346,5108.653340180103,336840.0,0.0003191319610660326,3.0999985,0,0.10000001,0,1.0013998,0,,0,99.2,0,1.2275349,0,1.4,0,0.097602844,0,-0.4973409,0,0
2017-10-19,5108.653340180103,5111.098061829578,5053.239649458739,5068.72288657206,360768.0,-0.007816238634550943,3.0999985,0,0.10000001,0,0.9961528,0,,0,99.2,0,1.2178146,0,1.4,0,0.097602844,0,-0.50798583,0,0
2017-10-20,5079.316680386438,5093.170103066784,5044.275670077344,5049.980020592779,331916.0,-0.0036977491961406317,3.0999985,0,0.10000001,0,0.9910419,0,,0,99.2,0,1.2082044,0,1.4,0,0.097602844,0,-0.51887226,0,0
2017-10-23,5048.350206159795,5085.021030901876,5023.902989665073,5083.391216468891,360424.0,0.00661610456672479,3.0999985,0,0.10000001,0,0.9860718,0,,0,99.2,0,1.1987016,0,1.4,0,0.097602844,0,-0.5300119,0,0
2017-10-24,5080.131587602931,5098.0595463657255,5064.64835048961,5094.799917499764,233580.0,0.0022443090734216575,3.0999985,0,0.10000001,0,0.9812478,0,,0,99.2,0,1.1893038,0,1.4,0,0.097602844,0,-0.5414173,0,0
2017-10-25,5101.319175231688,5202.367670076533,5095.614824716254,5195.033505128119,662866.0,0.01967370441458738,3.0999985,0,0.10000001,0,0.9765756,0,,0,99.2,0,1.1800082,0,1.4,0,0.097602844,0,-0.55310196,0,0
2017-10-26,5191.773876262156,5212.961463890912,5178.735360798303,5204.812391726003,360202.0,0.001882352941175558,3.0999985,0,0.10000001,0,0.9704065,0,,0,99.2,0,1.1708124,0,1.4,0,0.097602844,0,-0.55980664,0,0
2017-10-27,5194.218597911626,5231.704329870199,5186.069525746719,5214.591278323893,379146.0,0.0018788163457026386,3.0999985,0,0.10000001,0,0.9643284,0,,0,99.2,0,1.1617141,0,1.4,0,0.097602844,0,-0.56659454,0,0
2017-10-30,5209.70183502495,5247.1875669835235,5184.439711313738,5195.033505128119,388580.0,-0.003750586029066527,3.0999985,0,0.10000001,0,0.9583428,0,,0,99.2,0,1.1527109,0,1.4,0,0.097602844,0,-0.5734679,0,0
2017-10-31,5195.033505128119,5210.5167422414415,5166.511752550944,5184.439711313738,299198.0,-0.0020392156862748534,3.0999985,0,0.10000001,0,0.952451,0,,0,99.2,0,1.1438006,0,1.4,0,0.097602844,0,-0.58042914,0,0
2017-11-01,5191.773876262156,5198.29313399408,5146.139072138678,5156.732865953056,337516.0,-0.005344231373781705,-5.0,1,0.10000001,0,0.9466547,0,,1,99.2,0,0.4043422,1,1.4,0,0.097602844,0,-0.5874806,0,1
2017-11-02,5158.36268038604,5217.035999973369,5152.658329870603,5186.88443296321,310454.0,0.005847029077117316,-5.0,0,0.10000001,0,0.9409558,0,,0,99.2,0,0.40093926,0,1.4,0,0.097602844,0,-0.5946249,0,0
2017-11-03,5174.660824715851,5203.997484509514,5151.028515437621,5203.997484509514,289334.0,0.0032992930086408467,-5.0,0,0.10000001,0,0.9353565,0,,0,99.2,0,0.3975403,0,1.4,0,0.097602844,0,-0.6018646,0,0
2017-11-06,5201.552762860044,5268.375154612277,5196.663319561101,5230.074515437216,502800.0,0.005010961478233655,-5.0,0,0.10000001,0,0.9298592,0,,0,99.2,0,0.39414525,0,1.4,0,0.097602844,0,-0.60920244,0,0
2017-11-07,5230.074515437216,5257.781360797899,5216.2210927568785,5248.002474200012,309290.0,0.003427859146151624,-5.0,0,0.10000001,0,0.92446667,0,,0,99.2,0,0.39075395,0,1.4,0,0.097602844,0,-0.6166413,0,0
2017-11-08,5244.742845334051,5272.449690694733,5241.483216468086,5255.336639148431,366180.0,0.0013975155279506435,-5.0,0,0.10000001,0,0.91918194,0,,0,99.2,0,0.3873663,0,1.4,0,0.097602844,0,-0.6241841,0,0
2017-11-09,5259.4111752308845,5327.863381416103,5251.262103065977,5302.60125770489,513038.0,0.008993642425181969,-5.0,0,0.10000001,0,0.91400844,0,,0,99.2,0,0.38398218,0,1.4,0,0.097602844,0,-0.6318339,0,0
2017-11-10,5297.711814405944,5309.935422653304,5227.629793787748,5243.927938117562,480124.0,-0.01106500691562895,-5.0,0,0.0,1,0.9089501,1,,0,99.2,0,0.38060147,0,1.4,1,-0.061897278,1,-0.1959575,1,1
2017-11-13,5243.927938117562,5313.195051519267,5243.927938117562,5290.377649457529,432564.0,0.008857808857808402,-5.0,0,0.0,0,0.9040111,0,,0,99.2,0,0.38007623,0,1.4,0,-0.061897278,0,-0.20339254,0,0
2017-11-14,5264.300618529827,5312.380144302776,5264.300618529827,5292.007463890506,281410.0,0.0003080714725809397,-5.0,0,0.0,0,0.8991962,0,,0,99.2,0,0.37955126,0,1.4,0,-0.061897278,0,-0.21093592,0,0
2017-11-15,5292.822371107,5301.786350488396,5257.781360797899,5279.783855643149,297418.0,-0.0023098244533409362,-5.0,0,0.0,0,0.8945108,0,,0,99.2,0,0.3790265,0,1.4,0,-0.061897278,0,-0.21859176,0,0
2017-11-16,5275.709319560695,5291.19255667402,5212.146556674422,5226.8148865712565,429244.0,-0.010032412409322067,-5.0,0,0.0,0,0.88996077,0,,0,99.2,0,0.37850204,0,1.4,0,-0.061897278,0,-0.22636446,0,0
2017-11-17,5228.444701004239,5249.63228863299,5177.920453581815,5185.254618530229,406712.0,-0.007951356407858268,-5.0,0,0.0,0,0.88555276,0,,0,99.2,0,0.3779778,0,1.4,0,-0.061897278,0,-0.23425858,0,0
2017-11-20,5206.442206158988,5214.591278323893,5167.326659767432,5212.961463890912,288060.0,0.005343391482005133,-5.0,0,0.0,0,0.8812941,0,,0,99.2,0,0.3774538,0,1.4,0,-0.061897278,0,-0.24227896,0,0
2017-11-21,5203.997484509514,5248.002474200012,5177.105546365326,5204.812391726003,336036.0,-0.0015632327653591904,-5.0,0,0.0,0,0.875497,0,,0,99.2,0,0.37693006,0,1.4,0,-0.061897278,0,-0.24720408,0,0
2017-11-22,5211.331649457932,5220.295628839331,5159.992494819021,5178.735360798303,307828.0,-0.0050101769218721115,-5.0,0,0.0,0,0.8697768,0,,0,99.2,0,0.37640655,0,1.4,0,-0.061897278,0,-0.2521678,0,0
2017-11-23,5186.88443296321,5209.70183502495,5172.216103066378,5205.627298942498,264250.0,0.005192761605035789,-5.0,0,0.0,0,0.864135,0,,0,99.2,0,0.3758833,0,1.4,0,-0.061897278,0,-0.2571709,0,0
2017-11-24,5207.257113375479,5230.889422653711,5195.848412344606,5222.740350488802,186636.0,0.003287413901064351,-5.0,0,0.0,0,0.85857356,0,,0,99.2,0,0.3753603,0,1.4,0,-0.061897278,0,-0.26221433,0,0
2017-11-27,5217.035999973369,5305.045979354361,5208.072020591968,5286.303113375072,383696.0,0.012170385395536831,-5.0,0,0.0,0,0.8530943,0,,0,99.2,0,0.37483755,0,1.4,0,-0.061897278,0,-0.26729897,0,0
2017-11-28,5287.118020591565,5307.4907010038305,5273.264597911225,5300.156536055418,241062.0,0.0026206258671197524,-5.0,0,0.0,0,0.84769946,0,,0,99.2,0,0.37431505,0,1.4,0,-0.061897278,0,-0.27242574,0,0
2017-11-29,5295.267092756472,5396.315587601318,5256.151546364921,5272.449690694733,436562.0,-0.005227552275522962,-5.0,0,0.0,0,0.84239167,0,,0,99.2,0,0.3737928,0,1.4,0,-0.061897278,0,-0.27759567,0,0
2017-11-30,5258.596268014392,5283.858391725606,5186.069525746719,5203.997484509514,287658.0,-0.012982998454405315,-5.0,0,0.0,0,0.8371737,0,,0,99.2,0,0.37327075,0,1.4,0,-0.061897278,0,-0.28280967,0,0
2017-12-01,5208.88692780846,5256.151546364921,5204.812391726003,5225.999979354765,184406.0,0.004227998747260209,-3.6000023,1,0.0,0,0.8320488,0,,0,99.2,0,-0.1545503,1,1.4,0,-0.061897278,0,-0.28806883,0,1
2017-12-04,5223.555257705292,5258.596268014392,5203.182577293023,5239.853402035106,163982.0,0.0026508654295960277,-3.6000023,0,0.0,0,0.82702035,0,,0,99.2,0,-0.15292917,0,1.4,0,-0.061897278,0,-0.29337415,0,0
2017-12-05,5229.259608220729,5308.305608220322,5229.259608220729,5292.007463890506,154936.0,0.009953343701398998,-3.6000023,0,0.0,0,0.82209253,0,,0,99.2,0,-0.15130818,0,1.4,0,-0.061897278,0,-0.29872677,0,0
2017-12-06,5292.822371107,5314.824865952251,5279.783855643149,5301.786350488396,100062.0,0.0018478595626736372,-3.6000023,0,0.0,0,0.8172696,0,,0,99.2,0,-0.1496873,0,1.4,0,-0.061897278,0,-0.30412775,0,0
2017-12-07,5301.786350488396,5321.344123684173,5281.413670076129,5310.750329869795,92776.0,0.0016907470027669458,-3.6000023,0,0.0,0,0.8125567,0,,0,99.2,0,-0.14806654,0,1.4,0,-0.061897278,0,-0.30957833,0,0
2017-12-08,5305.045979354361,5327.863381416103,5295.267092756472,5326.23356698312,83016.0,0.0029154518950440522,-3.6000023,0,0.0,0,0.8079592,0,,0,99.2,0,-0.14644586,0,1.4,0,-0.061897278,0,-0.31507963,0,0
2017-12-11,5337.6422680139885,5345.791340178896,5302.60125770489,5321.344123684173,122060.0,-0.0009179926560592966,-3.6000023,0,-0.4,1,0.8034834,1,,0,99.2,0,-0.14482525,0,1.4,1,-0.13210297,1,-0.68483835,1,1
2017-12-12,5320.529216467684,5325.418659766628,5286.303113375072,5295.267092756472,93572.0,-0.004900459418070158,-3.6000023,0,-0.4,0,0.7991363,0,,0,99.2,0,-0.1432047,0,1.4,0,-0.13210297,0,-0.6898617,0,0
2017-12-13,5294.452185539984,5296.081999972962,5160.80740203551,5168.141566983925,227292.0,-0.024007386888273308,-3.6000023,0,-0.4,0,0.7949256,0,,0,99.2,0,-0.13857566,0,1.4,0,-0.13210297,0,-0.69492877,0,0
2017-12-14,5164.881938117961,5164.881938117961,5063.833443273116,5093.170103066784,145062.0,-0.014506464837590438,-3.6000023,0,-0.4,0,0.7908601,0,,0,99.2,0,-0.13392824,0,1.4,0,-0.13210297,0,-0.7000403,0,0
2017-12-15,5093.985010283272,5111.098061829578,5079.316680386438,5108.653340180103,106564.0,0.0030399999999992655,-3.6000023,0,-0.4,0,0.7869497,0,,0,99.2,0,-0.12926193,0,1.4,0,0.0,1,-0.7051971,0,0
2017-12-18,5114.357690695541,5150.213608221132,5104.578804097652,5127.396206159391,52618.0,0.003668846706014195,-3.6000023,0,-0.4,0,0.7832054,0,,0,99.2,0,-0.12457615,0,1.4,0,0.0,0,-0.7104,0,0
2017-12-19,5139.61981440675,5139.61981440675,5097.244639149237,5108.653340180103,50534.0,-0.0036554354736176853,-3.6000023,0,-0.4,0,0.77963984,0,,0,99.2,0,-0.11987036,0,1.4,0,0.0,0,-0.7156499,0,0
2017-12-20,5111.912969046072,5112.727876262562,5090.725381417309,5101.319175231688,29922.0,-0.001435635667570434,-3.6000023,0,-0.4,0,0.77626723,0,,0,99.2,0,-0.11514396,0,1.4,0,0.0,0,-0.72094774,0,0
2017-12-21,5098.874453582219,5111.098061829578,5089.910474200821,5094.799917499764,16216.0,-0.0012779552715651565,-3.6000023,0,-0.4,0,0.77195406,0,,0,99.2,0,-0.110396385,0,1.4,0,0.0,0,-0.7167795,0,0
2017-12-22,5109.4682473965995,5109.4682473965995,5076.871958736968,5094.799917499764,28154.0,0.0,-3.6000023,0,-0.4,0,0.7677759,0,,0,99.2,0,-0.10562701,0,1.4,0,0.0,0,-0.71262866,0,0
2017-12-25,5094.799917499764,5125.766391726409,5076.871958736968,5101.319175231688,32082.0,0.0012795905310298838,-3.6000023,0,-0.4,0,0.7637418,0,,0,99.2,0,-0.10083522,0,1.4,0,0.0,0,-0.708495,0,0
2017-12-26,5094.799917499764,5117.617319561503,5089.910474200821,5092.355195850292,46182.0,-0.001757188498402229,-3.6000023,0,-0.4,0,0.7598623,0,,0,99.2,0,-0.09602038,0,1.4,0,0.0,0,-0.70437825,0,0
2017-12-27,5101.319175231688,5102.134082448181,5036.941505128927,5039.386226778396,33924.0,-0.010401664266282862,-3.6000023,0,-0.4,0,0.7561492,0,,0,99.2,0,-0.09118183,0,1.4,0,0.0,0,-0.7002783,0,0
2017-12-28,5027.977525747529,5082.576309252404,5023.088082448582,5060.573814407158,41392.0,0.004204398447607671,-3.6000023,0,-0.4,0,0.75261575,0,,0,99.2,0,-0.0863189,0,1.4,0,0.0,0,-0.6961947,0,0
2017-12-29,5078.651129308526,5090.629080085199,5065.817610619236,5079.506697221148,159684.0,0.0037412521797604015,-3.6000023,0,-0.4,0,0.74927723,0,,0,99.2,0,-0.08143091,0,1.4,0,0.0,0,-0.69212747,0,0
2018-01-02,5067.528746444475,5103.46259877449,5035.017165764943,5045.283980716375,328678.0,-0.006737409466060051,2.4000015,1,-0.4,0,0.74615103,0,,0,99.2,0,0.2886827,1,1.4,0,0.0,0,-0.6880762,0,1
2018-01-03,5041.861709065895,5062.395338968761,5040.150573240659,5052.12852401733,231028.0,0.0013566220111922433,2.4000015,0,-0.4,0,0.7432569,0,,1,99.2,0,0.2932053,0,1.4,0,0.0,0,-0.6840408,0,0
2018-01-04,5046.139548628993,5046.139548628993,4987.105362658255,5011.916832124219,496534.0,-0.00795935647756163,2.4000015,0,-0.4,0,0.74061775,0,,0,99.2,0,0.29775998,0,1.4,0,0.0,0,-0.6800209,0,0
2018-01-05,4999.083313434928,5024.750350813509,4992.23877013397,5019.616943337792,313342.0,0.0015363605326048635,2.4000015,0,-0.4,0,0.7382599,0,,0,99.2,0,0.3023474,0,1.4,0,0.0,0,-0.6760165,0,0
