date,open,high,low,close,volume,returns,fac_PPIRM_Fuel_Power_YoY_level,fac_PPIRM_Fuel_Power_YoY_level_release,fac_PPI_Electrical_Machinery_YoY_zscore,fac_PPI_Electrical_Machinery_YoY_zscore_release,fac_PPI_level,fac_PPI_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_GDP_Cumulative_YoY_zscore,fac_GDP_Cumulative_YoY_zscore_release,fac_PPI_diff,fac_PPI_diff_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PPIRM_Fuel_Power_YoY_zscore,fac_PPIRM_Fuel_Power_YoY_zscore_release,fac_PPIRM_diff,fac_PPIRM_diff_release,fac_GDP_Cumulative_YoY_diff,fac_GDP_Cumulative_YoY_diff_release,fac_PPI_zscore,fac_PPI_zscore_release,any_effective_release
2017-10-24,13799.207036878937,13926.15466371316,13773.817511512098,13824.596562245792,118804.0,0.001532801961986241,11.9,0,,0,0.0,0,1.1893038,0,68.4,0,0.5000001,0,18.6,0,-0.0039841905,0,2.9000006,0,0.6000023,0,0.08554885,0,3.3000002,0,-0.099999905,0,0.44326016,0,0
2017-10-25,13849.98608761263,13976.93371444684,13811.901799562373,13841.522912490349,184218.0,0.0012243648607281887,11.9,0,,0,0.0,0,1.1800082,0,68.4,0,0.5000001,0,18.6,0,-0.007984622,0,2.9000006,0,0.6000023,0,0.07586281,0,3.3000002,0,-0.099999905,0,0.43685496,0,0
2017-10-26,13871.144025418329,14095.418166158777,13845.754500051497,14040.407527863947,265762.0,0.014368694588810627,11.9,0,,1,0.0,0,1.1708124,0,68.4,0,0.5999999,1,18.6,0,-0.012001637,0,2.9000006,0,0.6000023,0,0.067611076,0,3.3000002,0,-0.099999905,0,0.43072516,0,1
2017-10-27,14002.323239813692,14036.175940302812,13833.05973736807,13845.754500051497,192988.0,-0.013863773357443598,11.9,0,,0,0.0,0,1.1617141,0,68.4,0,0.5999999,0,18.6,0,-0.016035585,0,2.9000006,0,0.6000023,0,0.05921157,0,3.3000002,0,-0.099999905,0,0.42457247,0,0
2017-10-30,13803.438624440094,13930.3862512743,13761.122748828686,13862.680850296054,222468.0,0.0012224938875302627,11.9,0,,0,0.0,0,1.1527109,0,68.4,0,0.5999999,0,18.6,0,-0.020086821,0,2.9000006,0,0.6000023,0,0.050655767,0,3.3000002,0,-0.099999905,0,0.41839534,0,0
2017-10-31,13833.05973736807,13896.53355078518,13803.438624440094,13849.98608761263,203408.0,-0.0009157509157511345,11.9,0,,0,0.0,0,1.1438006,0,68.4,0,0.5999999,0,18.6,0,-0.024155712,0,2.9000006,0,0.6000023,0,0.041934446,0,3.3000002,0,-0.099999905,0,0.4121921,0,0
2017-11-01,13786.51227419553,14027.712765180531,13731.501635900699,13739.964811022977,339560.0,-0.007943782462572657,11.9,0,,0,0.0,0,0.4043422,1,63.4,1,0.5999999,0,18.6,0,-0.028242625,0,2.9000006,0,-0.30000305,1,0.033037636,0,3.3000002,0,-0.099999905,0,0.40596113,0,0
2017-11-02,13837.291324929209,13837.291324929209,13680.722585167017,13748.427986145265,319504.0,0.0006159531875582491,11.9,0,,0,0.0,0,0.40093926,0,63.4,0,0.5999999,0,18.6,0,-0.03234794,0,2.9000006,0,-0.30000305,0,0.023954535,0,3.3000002,0,-0.099999905,0,0.3997006,0,0
2017-11-03,13727.270048339555,13782.280686634389,13680.722585167017,13744.196398584125,213104.0,-0.0003077870113881165,11.9,0,,0,0.0,0,0.3975403,0,63.4,0,0.5999999,0,18.6,0,-0.036472045,0,2.9000006,0,-0.30000305,0,0.014673397,0,3.3000002,0,-0.099999905,0,0.3934087,0,0
2017-11-06,13748.427986145265,13824.596562245792,13574.932896138505,13676.490997605879,337210.0,-0.004926108374384119,11.9,0,,0,0.0,0,0.39414525,0,63.4,0,0.5999999,0,18.6,0,-0.040615335,0,2.9000006,0,-0.30000305,0,0.005181443,0,3.3000002,0,-0.099999905,0,0.38708344,0,0
2017-11-07,13672.259410044733,13697.64893541158,13507.22749516026,13570.701308577356,370610.0,-0.0077351485148523524,11.9,0,,0,0.0,0,0.39075395,0,63.4,0,0.5999999,0,18.6,0,-0.044778213,0,2.9000006,0,-0.30000305,0,-0.0045352806,0,3.3000002,0,-0.099999905,0,0.38072288,0,0
2017-11-08,13528.385432965963,13566.46972101622,13371.816693203764,13414.13256881517,337870.0,-0.011537262238851764,11.9,0,,0,0.0,0,0.3873663,0,63.4,0,0.5999999,0,18.6,0,-0.048961088,0,2.9000006,0,-0.30000305,0,-0.014492038,0,3.3000002,0,-0.099999905,0,0.37432486,0,0
2017-11-09,13363.353518081483,13409.90098125403,12965.584287334279,13096.76350172964,560384.0,-0.023659305993690705,11.9,0,,0,0.0,0,0.38398218,0,63.4,0,0.5999999,0,18.6,0,-0.05316439,0,2.9000006,0,-0.30000305,0,-0.024705576,0,3.3000002,0,-0.099999905,0,0.36788714,0,0
2017-11-10,13062.910801240514,13202.553190758148,13062.910801240514,13134.847789779897,284122.0,0.0029079159935374577,10.6,1,,0,0.1,1,0.38060147,0,63.4,0,0.5999999,0,19.5,1,-0.05738854,0,1.3999996,1,-0.30000305,0,-0.27540153,1,0.8999996,1,-0.099999905,0,0.58907497,1,1
2017-11-13,13156.0057275856,13227.94271612499,13113.689851974197,13168.700490269015,191246.0,0.0025773195876284127,10.6,0,,0,0.1,0,0.38007623,0,63.4,0,0.5999999,0,19.5,0,-0.061633985,0,1.3999996,0,-0.30000305,0,-0.28846586,0,0.8999996,0,-0.099999905,0,0.58304286,0,0
2017-11-14,13172.932077830164,13240.637478808418,13054.447626118226,13092.531914168492,241748.0,-0.005784061696657683,10.6,0,,0,0.1,0,0.37955126,0,63.4,0,0.5999999,0,19.5,0,-0.065901175,0,1.3999996,0,-0.30000305,0,-0.30197385,0,0.8999996,0,-0.099999905,0,0.5770145,0,0
2017-11-15,13105.226676851915,13257.563829052968,12982.510637578844,13096.76350172964,390944.0,0.0003232062055595897,10.6,0,,0,0.1,0,0.3790265,0,63.4,0,0.5999999,0,19.5,0,-0.070190564,0,1.3999996,0,-0.30000305,0,-0.31595987,0,0.8999996,0,-0.099999905,0,0.57098895,0,0
2017-11-16,13126.384614657612,13232.17430368613,13079.837151485082,13100.995089290782,248360.0,0.00032310177705996423,10.6,0,,0,0.1,0,0.37850204,0,63.4,0,0.5999999,0,19.5,0,-0.074502625,0,1.3999996,0,-0.30000305,0,-0.33046195,0,0.8999996,0,-0.099999905,0,0.5649655,0,0
2017-11-17,13160.237315146744,13172.932077830164,12986.742225139982,13033.289688312527,199234.0,-0.005167958656331351,10.6,0,,1,0.1,0,0.3779778,0,63.4,0,0.4000001,1,19.5,0,-0.07883785,0,1.3999996,0,-0.30000305,0,-0.34552273,0,0.8999996,0,-0.099999905,0,0.5589433,0,1
2017-11-20,13003.668575384543,13113.689851974197,12754.00490927726,12804.783960010946,415180.0,-0.0175324675324674,10.6,0,,0,0.1,0,0.3774538,0,63.4,0,0.4000001,0,19.5,0,-0.083196715,0,1.3999996,0,-0.30000305,0,-0.3611899,0,0.8999996,0,-0.099999905,0,0.55292135,0,0
2017-11-21,12804.783960010946,12834.405072938926,12580.5098192705,12618.594107320769,329146.0,-0.014540647719761934,10.6,0,,0,0.1,0,0.37693006,0,63.4,0,0.4000001,0,19.5,0,-0.08757974,0,1.3999996,0,-0.30000305,0,-0.37159997,0,0.8999996,0,-0.099999905,0,0.546899,0,0
2017-11-22,12622.825694881905,12694.762683421299,12538.193943659093,12690.531095860153,291388.0,0.005700871898054682,10.6,0,,0,0.1,0,0.37640655,0,63.4,0,0.4000001,0,19.5,0,-0.09198744,0,1.3999996,0,-0.30000305,0,-0.38225195,0,0.8999996,0,-0.099999905,0,0.5408754,0,0
2017-11-23,12639.752045126474,12834.405072938926,12639.752045126474,12698.994270982432,314264.0,0.0006668889629874997,10.6,0,,0,0.1,0,0.3758833,0,63.4,0,0.4000001,0,19.5,0,-0.09642034,0,1.3999996,0,-0.30000305,0,-0.39315858,0,0.8999996,0,-0.099999905,0,0.5348495,0,0
2017-11-24,12711.689033665858,12779.394434644108,12648.215220248749,12732.846971471557,208550.0,0.002665778073975611,10.6,0,,0,0.1,0,0.3753603,0,63.4,0,0.4000001,0,19.5,0,-0.100878984,0,1.3999996,0,-0.30000305,0,-0.40433344,0,0.8999996,0,-0.099999905,0,0.52882063,0,0
2017-11-27,12737.078559032701,12821.710310255512,12597.436169515066,12635.520457565324,261926.0,-0.007643735460286072,10.6,0,,0,0.1,0,0.37483755,0,63.4,0,0.4000001,0,19.5,0,-0.10536393,0,1.3999996,0,-0.30000305,0,-0.4157912,0,0.8999996,0,-0.099999905,0,0.52278787,0,0
2017-11-28,12682.067920737869,12715.920621226995,12466.256955119712,12495.878068047692,249122.0,-0.011051574012056142,10.6,0,,0,0.1,0,0.37431505,0,63.4,0,0.4000001,0,19.5,0,-0.109875746,0,1.3999996,0,-0.30000305,0,-0.42754775,0,0.8999996,0,-0.099999905,0,0.51675034,0,0
2017-11-29,12483.183305364271,12559.351881464803,12335.07774072436,12368.930441213482,246776.0,-0.010159160176091864,10.6,0,,0,0.1,0,0.3737928,0,63.4,0,0.4000001,0,19.5,0,-0.11441501,0,1.3999996,0,-0.30000305,0,-0.43962014,0,0.8999996,0,-0.099999905,0,0.5107072,0,0
2017-11-30,12339.309328285506,12478.951717803135,12136.19312535076,12326.614565602078,434636.0,-0.003421142661648946,10.6,0,,0,0.1,0,0.37327075,0,63.4,0,0.4000001,0,19.5,0,-0.11898234,0,1.3999996,0,-0.30000305,0,-0.45202684,0,0.8999996,0,-0.099999905,0,0.5046576,0,0
2017-12-01,12407.014729263747,12440.86742975287,12296.993452674093,12356.235678530067,199288.0,0.002403020940611622,10.6,0,,0,0.1,0,-0.1545503,1,59.8,1,0.4000001,0,19.5,0,-0.123578325,0,1.3999996,0,-0.19999695,1,-0.464788,0,0.8999996,0,-0.099999905,0,0.49860072,0,0
2017-12-04,12335.07774072436,12601.667757076204,12199.66693876787,12305.45662779638,348302.0,-0.00410958904109604,10.6,0,,0,0.1,0,-0.15292917,0,59.8,0,0.4000001,0,19.5,0,-0.12820362,0,1.3999996,0,-0.19999695,0,-0.4779254,0,0.8999996,0,-0.099999905,0,0.49253568,0,0
2017-12-05,12343.54091584664,12436.63584219173,12271.603927307257,12296.993452674093,192714.0,-0.0006877579092164909,10.6,0,,0,0.1,0,-0.15130818,0,59.8,0,0.4000001,0,19.5,0,-0.13285886,0,1.3999996,0,-0.19999695,0,-0.4914628,0,0.8999996,0,-0.099999905,0,0.4864617,0,0
2017-12-06,12296.993452674093,12352.004090968923,12021.940261199965,12102.340424861637,166528.0,-0.015829318651066404,10.6,0,,0,0.1,0,-0.1496873,0,59.8,0,0.4000001,0,19.5,0,-0.13754469,0,1.3999996,0,-0.19999695,0,-0.5054261,0,0.8999996,0,-0.099999905,0,0.48037794,0,0
2017-12-07,12119.266775106193,12119.266775106193,11903.455809488034,11945.771685099437,105264.0,-0.012937062937063315,10.6,0,,0,0.1,0,-0.14806654,0,59.8,0,0.4000001,0,19.5,0,-0.14226183,0,1.3999996,0,-0.19999695,0,-0.5198437,0,0.8999996,0,-0.099999905,0,0.47428367,0,0
2017-12-08,11941.540097538293,12085.414074617072,11920.382159732593,12038.866611444531,78856.0,0.007793127878144235,10.6,0,,0,0.1,0,-0.14644586,0,59.8,0,0.4000001,0,19.5,0,-0.14701095,0,1.3999996,0,-0.19999695,0,-0.5347467,0,0.8999996,0,-0.099999905,0,0.46817815,0,0
2017-12-11,12038.866611444531,12085.414074617072,11937.308509977152,11971.161210466278,71156.0,-0.005623901581722879,8.0,1,,0,0.1,1,-0.14482525,0,59.8,0,0.4000001,0,14.7,1,-0.1517928,0,-2.0,1,-0.19999695,0,-1.1655608,1,-4.8,1,-0.099999905,0,0.4620607,1,1
2017-12-12,11966.929622905147,12110.803599983914,11933.076922416018,11975.392798027418,73688.0,0.00035348179568761573,8.0,0,,0,0.1,0,-0.1432047,0,59.8,0,0.4000001,0,14.7,0,-0.15660807,0,-2.0,0,-0.19999695,0,-1.1847777,0,-4.8,0,-0.099999905,0,0.4559307,0,0
2017-12-13,12009.245498516548,12021.940261199965,11873.834696560054,11983.855973149712,55228.0,0.0007067137809197988,8.0,0,,0,0.1,0,-0.13857566,0,59.8,0,0.4000001,0,14.7,0,-0.16145757,0,-2.0,0,-0.19999695,0,-1.2046417,0,-4.8,0,-0.099999905,0,0.44978765,0,0
2017-12-14,12017.708673638823,12043.098199005666,11945.771685099437,11988.087560710841,55556.0,0.00035310734463189775,8.0,0,,0,0.1,0,-0.13392824,0,59.8,0,0.4000001,0,14.7,0,-0.16634205,0,-2.0,0,-0.19999695,0,-1.2251934,0,-4.8,0,-0.099999905,0,0.44363108,0,0
2017-12-15,12021.940261199965,12170.045825839881,12013.477086077692,12148.88788803418,70712.0,0.013413342746205759,8.0,0,,0,0.1,0,-0.12926193,0,59.8,0,0.4000001,0,14.7,0,-0.17126232,0,-2.0,0,-0.19999695,0,-1.2464774,0,-4.8,0,-0.099999905,0,0.43746072,0,0
2017-12-18,12182.740588523304,12284.298689990675,12115.03518754505,12191.203763645584,59722.0,0.0034831069313827623,8.0,0,,0,0.1,0,-0.12457615,0,59.8,0,0.4000001,0,14.7,0,-0.17621921,0,-2.0,0,-0.19999695,0,-1.2685418,0,-4.8,0,-0.099999905,0,0.43127647,0,0
2017-12-19,12229.288051695845,12229.288051695845,12123.498362667337,12161.582650717597,44292.0,-0.002429711905588716,8.0,0,,0,0.1,0,-0.11987036,0,59.8,0,0.4000001,0,14.7,0,-0.18121357,0,-2.0,0,-0.19999695,0,-1.2914402,0,-4.8,0,-0.099999905,0,0.42507842,0,0
2017-12-20,12191.203763645584,12364.69885365234,12140.424712911896,12343.54091584664,54292.0,0.014961725817675964,8.0,0,,0,0.1,0,-0.11514396,0,59.8,0,0.4000001,0,14.7,0,-0.18624628,0,-2.0,0,-0.19999695,0,-1.3152307,0,-4.8,0,-0.099999905,0,0.41886693,0,0
2017-12-21,12398.551554141459,12407.014729263747,12271.603927307257,12322.382978040941,45210.0,-0.0017140898183061193,8.0,0,,1,0.1,0,-0.110396385,0,59.8,0,-0.60000014,1,14.7,0,-0.19131821,0,-2.0,0,-0.19999695,0,-1.321604,0,-4.8,0,-0.099999905,0,0.4123195,0,1
2017-12-22,12339.309328285506,12381.6252038969,12212.361701451284,12280.067102429532,26590.0,-0.003434065934066366,8.0,0,,0,0.1,0,-0.10562701,0,59.8,0,-0.60000014,0,14.7,0,-0.19643033,0,-2.0,0,-0.19999695,0,-1.3280393,0,-4.8,0,-0.099999905,0,0.40572846,0,0
2017-12-25,12318.151390479798,12508.572830731116,12292.761865112949,12352.004090968923,45474.0,0.005858028945555205,8.0,0,,0,0.1,0,-0.10083522,0,59.8,0,-0.60000014,0,14.7,0,-0.20158355,0,-2.0,0,-0.19999695,0,-1.3345376,0,-4.8,0,-0.099999905,0,0.39909077,0,0
2017-12-26,12411.246316824878,12411.246316824878,12182.740588523304,12271.603927307257,36978.0,-0.006509078451524375,8.0,0,,0,0.1,0,-0.09602038,0,59.8,0,-0.60000014,0,14.7,0,-0.20677888,0,-2.0,0,-0.19999695,0,-1.3411001,0,-4.8,0,-0.099999905,0,0.3924032,0,0
2017-12-27,12288.530277551816,12487.414892925413,12271.603927307257,12381.6252038969,34644.0,0.008965517241378729,8.0,0,,0,0.1,0,-0.09118183,0,59.8,0,-0.60000014,0,14.7,0,-0.21201736,0,-2.0,0,-0.19999695,0,-1.347728,0,-4.8,0,-0.099999905,0,0.38566223,0,0
2017-12-28,12440.86742975287,12711.689033665858,12428.172667069446,12694.762683421299,41024.0,0.02529049897471003,8.0,0,,0,0.1,0,-0.0863189,0,59.8,0,-0.60000014,0,14.7,0,-0.21729998,0,-2.0,0,-0.19999695,0,-1.3544225,0,-4.8,0,-0.099999905,0,0.3788642,0,0
2017-12-29,12684.320606990505,13098.8408882647,12609.706956361144,12787.950677309052,46960.0,0.007340664509581707,8.0,0,,0,0.1,0,-0.08143091,0,59.8,0,-0.60000014,0,14.7,0,-0.22262786,0,-2.0,0,-0.19999695,0,-1.3611846,0,-4.8,0,-0.099999905,0,0.3720051,0,0
2018-01-02,12767.224663245344,12904.01635606583,12605.56175354841,12667.739795739531,53446.0,-0.009400324149108852,8.0,0,,0,0.1,0,0.2886827,1,62.2,1,-0.60000014,0,14.7,0,-0.2280021,0,-2.0,0,-0.40000153,1,-1.3680159,0,-4.8,0,-0.099999905,0,0.36508062,0,0
2018-01-03,12684.320606990505,12725.772635117924,12626.287767612113,12647.013781675827,37926.0,-0.001636125654449816,8.0,0,,0,0.1,0,0.2932053,0,62.2,0,-0.60000014,0,14.7,0,-0.23342384,0,-2.0,0,-0.40000153,0,-1.3749175,0,-4.8,0,-0.099999905,0,0.3580861,0,0
2018-01-04,12655.30418730131,12717.482229492436,12526.802900106306,12630.432970424854,43822.0,-0.0013110455588335457,8.0,0,,0,0.1,0,0.29775998,0,62.2,0,-0.60000014,0,14.7,0,-0.23889427,0,-2.0,0,-0.40000153,0,-1.3818907,0,-4.8,0,-0.099999905,0,0.3510165,0,0
2018-01-05,12655.30418730131,12721.627432305184,12597.27134792292,12688.465809803245,40662.0,0.004594683295044533,8.0,0,,0,0.1,0,0.3023474,0,62.2,0,-0.60000014,0,14.7,0,-0.24441463,0,-2.0,0,-0.40000153,0,-1.3889369,0,-4.8,0,-0.099999905,0,0.34386626,0,0
2018-01-08,12642.868578863083,12696.756215428732,12456.33445228969,12547.52891417002,60674.0,-0.011107481215288928,8.0,0,,0,0.1,0,0.3069682,0,62.2,0,-0.60000014,0,14.7,0,-0.24998617,0,-2.0,0,-0.40000153,0,-1.3960576,0,-4.8,0,-0.099999905,0,0.33662942,0,0
2018-01-09,12543.383711357275,12617.997361986638,12514.367291668079,12568.254928233728,38250.0,0.0016518004625039051,8.0,0,,0,0.1,0,0.31162307,0,62.2,0,-0.60000014,0,14.7,0,-0.2556102,0,-2.0,0,-0.40000153,0,-1.4032542,0,-4.8,0,-0.099999905,0,0.32929936,0,0
2018-01-10,12547.52891417002,12593.12614511018,12485.350871978886,12551.67411698276,36552.0,-0.0013192612137202797,8.0,0,,0,0.1,0,0.31631264,0,62.2,0,-0.60000014,0,14.7,0,-0.26128808,0,-2.0,0,-0.40000153,0,-1.410528,0,-4.8,0,-0.099999905,0,0.32186887,0,0
2018-01-11,12576.54533385921,12717.482229492436,12572.400131046472,12671.884998552274,52434.0,0.009577278731835781,7.1,1,,0,0.1,1,0.32103765,0,62.2,0,-0.60000014,0,10.4,1,-0.26702118,0,-1.6000004,1,-0.40000153,0,-1.6604214,1,-4.3,1,-0.099999905,0,1.0780169,1,1
2018-01-12,12671.884998552274,12696.756215428732,12522.657697293562,12576.54533385921,39336.0,-0.0075237160614980425,7.1,0,,0,0.1,0,0.32697168,0,62.2,0,-0.60000014,0,10.4,0,-0.27281097,0,-1.6000004,0,-0.40000153,0,-1.6652243,0,-4.3,0,-0.099999905,0,1.0803425,0,0
2018-01-15,12605.56175354841,12717.482229492436,12588.980942297434,12617.997361986638,46680.0,0.0032959789057356303,7.1,0,,0,0.1,0,0.3329683,0,62.2,0,-0.60000014,0,10.4,0,-0.27865896,0,-1.6000004,0,-0.40000153,0,-1.6700585,0,-4.3,0,-0.099999905,0,1.0834445,0,0
2018-01-16,12617.997361986638,12622.142564799371,12282.235934154525,12302.961948218237,87850.0,-0.024967148488831192,7.1,0,,0,0.1,0,0.33902913,0,62.2,0,-0.60000014,0,10.4,0,-0.28456667,0,-1.6000004,0,-0.40000153,0,-1.6749244,0,-4.3,0,-0.099999905,0,1.0874147,0,0
2018-01-17,12269.800325716305,12290.526339780012,12149.589444146788,12207.62228352517,65212.0,-0.007749326145552682,7.1,0,,0,0.1,0,0.34515592,0,62.2,0,-0.60000014,0,10.4,0,-0.29053572,0,-1.6000004,0,-0.40000153,0,-1.6798221,0,-4.3,0,-0.099999905,0,1.0923619,0,0
2018-01-18,12215.91268915066,12265.655122903558,12103.992213206628,12199.33187789969,63796.0,-0.0006791171477076308,7.1,0,,0,0.1,0,0.35135046,0,62.2,0,-0.60000014,0,10.4,0,-0.29656777,0,-1.6000004,0,-0.40000153,0,-1.6847522,0,-4.3,0,-0.099999905,0,1.0984156,0,0
2018-01-19,12244.929108839851,12369.28519322211,12203.477080712431,12315.397556656466,85518.0,0.009514101257220409,7.1,0,,0,0.1,0,0.3576146,0,62.2,0,-0.60000014,0,10.4,0,-0.30266458,1,-1.6000004,0,-0.40000153,0,-1.6897151,0,-4.3,0,0.0,1,1.1057307,0,0
2018-01-22,12307.107151030978,12336.123570720176,12191.0414722742,12232.493500401624,79546.0,-0.006731740154830135,7.1,0,,0,0.1,0,0.36395028,0,62.2,0,-0.60000014,0,10.4,0,-0.30882788,0,-1.6000004,0,-0.40000153,0,-1.6793694,0,-4.3,0,0.0,0,1.1050348,0,0
2018-01-23,12269.800325716305,12298.816745405496,12174.460661023237,12224.203094776143,86170.0,-0.0006777363605554587,7.1,0,,0,0.1,0,0.3703595,0,62.2,0,-0.60000014,0,10.4,0,-0.31505954,0,-1.6000004,0,-0.40000153,0,-1.6691567,0,-4.3,0,0.0,0,1.1048108,0,0
2018-01-24,12157.87984977227,12273.945528529044,12116.427821644847,12211.767486337914,71462.0,-0.0010172939979656848,7.1,0,,1,0.1,0,0.37684435,0,62.2,0,-0.9,1,10.4,0,-0.3213615,0,-1.6000004,0,-0.40000153,0,-1.6590738,0,-4.3,0,0.0,0,1.1051003,0,1
2018-01-25,12215.91268915066,12385.866004473077,12166.170255397756,12327.83316509469,109530.0,0.00950441276306857,7.1,0,,0,0.1,0,0.3834069,0,62.2,0,-0.9,0,10.4,0,-0.32773575,0,-1.6000004,0,-0.40000153,0,-1.649118,0,-4.3,0,0.0,0,1.1059508,0,0
2018-01-26,12307.107151030978,12360.994787596626,12191.0414722742,12195.186675086949,99484.0,-0.010759919300605048,7.1,0,,0,0.1,0,0.39004952,0,62.2,0,-0.9,0,10.4,0,-0.3341844,0,-1.6000004,0,-0.40000153,0,-1.639286,0,-4.3,0,0.0,0,1.1074175,0,0
2018-01-29,12211.767486337914,12311.252353843716,12191.0414722742,12240.78390602711,86188.0,0.00373895309313399,7.1,0,,0,0.1,0,0.39677444,0,62.2,0,-0.9,0,10.4,0,-0.34070957,0,-1.6000004,0,-0.40000153,0,-1.6295756,0,-4.3,0,0.0,0,1.1095634,0,0
2018-01-30,12269.800325716305,12282.235934154525,12037.668968202757,12066.685387891946,113280.0,-0.014222824246528987,7.1,0,,0,0.1,0,0.40358412,0,62.2,0,-0.9,0,10.4,0,-0.34731352,0,-1.6000004,0,-0.40000153,0,-1.6199837,0,-4.3,0,0.0,0,1.1124623,0,0
2018-01-31,12087.411401955655,12170.315458210498,12021.088156951784,12045.959373828236,121488.0,-0.001717622810030961,7.1,0,,0,0.1,0,0.4104811,0,62.2,0,-0.9,0,10.4,0,-0.35399857,0,-1.6000004,0,-0.40000153,0,-1.6105076,0,-4.3,0,0.0,0,1.1162,0,0
2018-02-01,12041.814171015494,12087.411401955655,11921.603289445975,11958.910114760653,112712.0,-0.007226428079834979,7.1,0,,0,0.1,0,0.001591228,1,59.7,1,-0.9,0,10.4,0,-0.3607672,0,-1.6000004,0,0.79999924,1,-1.601145,0,-4.3,0,0.0,0,1.1208773,0,0
2018-02-02,11967.200520386137,12062.540185079204,11938.184100696937,12000.36214288807,108734.0,0.0034662045060656066,7.1,0,,0,0.1,0,0.00819984,0,59.7,0,-0.9,0,10.4,0,-0.36762187,0,-1.6000004,0,0.79999924,0,-1.5918936,0,-4.3,0,0.0,0,1.1266135,0,0
2018-02-05,11992.071737262586,12066.685387891946,11900.877275382265,11942.329303509683,125632.0,-0.004835924006908465,7.1,0,,0,0.1,0,0.014883032,0,59.7,0,-0.9,0,10.4,0,-0.37456527,0,-1.6000004,0,0.79999924,0,-1.5827504,0,-4.3,0,0.0,0,1.1335509,0,0
2018-02-06,11942.329303509683,12008.652548513553,11784.811596625495,11793.10200225097,155800.0,-0.01249566122874024,7.1,0,,0,0.1,0,0.021643613,0,59.7,0,-0.9,0,10.4,0,-0.38160014,0,-1.6000004,0,0.79999924,0,-1.5737138,0,-4.3,0,0.0,0,1.1418604,0,0
2018-02-07,11797.247205063715,11909.167681007753,11755.795176936295,11846.989638816622,166420.0,0.00456942003515004,7.1,0,,0,0.1,0,0.024914952,0,59.7,0,-0.9,0,10.4,0,-0.38872936,0,-1.6000004,0,0.79999924,0,-1.5647811,0,-4.3,0,0.0,0,1.1517491,0,0
2018-02-08,11851.134841629362,11992.071737262586,11822.118421940168,11846.989638816622,213760.0,0.0,7.1,0,,0,0.1,0,0.028195841,0,59.7,0,-0.9,0,10.4,0,-0.3959559,0,-1.6000004,0,0.79999924,0,-1.5559502,0,-4.3,0,0.0,0,1.1634715,0,0
2018-02-09,11884.296464131294,11913.312883820488,11805.537610689198,11830.408827565643,117460.0,-0.0013995801259630847,7.1,0,,0,0.1,0,0.031486448,0,59.7,0,-0.9,0,10.4,0,-0.40328285,0,-1.6000004,0,0.79999924,0,-1.547219,0,-4.3,0,0.0,0,1.1773425,0,0
2018-02-12,11784.811596625495,12074.975793517431,11693.617134745164,11942.329303509683,272912.0,0.009460406447092229,6.2,1,,1,0.0,1,0.034786936,0,59.7,0,-0.19999993,1,10.5,1,-0.41071355,0,-1.0,1,0.79999924,0,-1.7688748,1,0.10000038,1,0.0,0,-0.009615585,1,1
2018-02-13,11909.167681007753,12016.942954139042,11867.71565288033,11921.603289445975,155522.0,-0.001735508503991512,6.2,0,,0,0.0,0,0.03809748,0,59.7,0,-0.19999993,0,10.5,0,-0.4182514,0,-1.0,0,0.79999924,0,-1.7559531,0,0.10000038,0,0.0,0,-0.02745376,0,0
2018-02-14,11913.312883820488,11971.34572319888,11668.745917868711,11693.617134745164,227750.0,-0.019123783031989028,6.2,0,,0,0.0,0,0.041418254,0,59.7,0,-0.19999993,0,10.5,0,-0.42589992,0,-1.0,0,0.79999924,0,-1.7432326,0,0.10000038,0,0.0,0,-0.046798743,0,0
2018-02-22,11834.554030378395,11838.699233191135,11631.439092554034,11710.197945996135,131508.0,0.0014179369018081367,6.2,0,,0,0.0,0,0.04474943,0,59.7,0,-0.19999993,0,10.5,0,-0.4336629,0,-1.0,0,0.79999924,0,-1.7307079,0,0.10000038,0,0.0,0,-0.067981765,0,0
2018-02-23,11722.633554434362,11929.89369507146,11714.343148808879,11909.167681007753,253138.0,0.01699115044247801,6.2,0,,0,0.0,0,0.048091196,0,59.7,0,-0.19999993,0,10.5,0,-0.4415442,0,-1.0,0,0.79999924,0,-1.7183737,0,0.10000038,0,0.0,0,-0.091451444,0,0
2018-02-26,11859.425247254845,11917.45808663323,11768.230785374522,11851.134841629362,311842.0,-0.004872955099199716,6.2,0,,0,0.0,0,0.051443722,0,59.7,0,-0.19999993,0,10.5,0,-0.449548,0,-1.0,0,0.79999924,0,-1.7005455,0,0.10000038,0,0.0,0,-0.10105323,0,0
2018-02-27,11867.71565288033,11871.860855693069,11739.214365685331,11842.844436003883,268224.0,-0.000699545295557491,6.2,0,,0,0.0,0,0.0548072,0,59.7,0,-0.19999993,0,10.5,0,-0.45767853,0,-1.0,0,0.79999924,0,-1.6830796,0,0.10000038,0,0.0,0,-0.11087494,0,0
