date,open,high,low,close,volume,returns,fac_PPIRM_Fuel_Power_YoY_level,fac_PPIRM_Fuel_Power_YoY_level_release,fac_PPI_Electrical_Machinery_YoY_zscore,fac_PPI_Electrical_Machinery_YoY_zscore_release,fac_PPI_level,fac_PPI_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_GDP_Cumulative_YoY_zscore,fac_GDP_Cumulative_YoY_zscore_release,fac_PPI_diff,fac_PPI_diff_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PPIRM_Fuel_Power_YoY_zscore,fac_PPIRM_Fuel_Power_YoY_zscore_release,fac_PPIRM_diff,fac_PPIRM_diff_release,fac_GDP_Cumulative_YoY_diff,fac_GDP_Cumulative_YoY_diff_release,fac_PPI_zscore,fac_PPI_zscore_release,any_effective_release
2016-01-18,8778.159966149826,8918.809089075887,8778.159966149826,8873.304961070398,63296.0,0.007515265382809,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-19,8869.168222160815,8947.766261443017,8852.621266522443,8939.49278362384,69054.0,0.007459207459207695,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-20,8931.219305804654,8951.903000352604,8827.800833064908,8865.031483251221,50494.0,-0.008329477093938054,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,1,,0,,0,,0,,0,,1,,0,0
2016-01-21,8836.074310884089,8869.168222160815,8794.706921788189,8831.9375719745,40166.0,-0.0037330844610361513,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-22,8827.800833064908,8943.629522533427,8827.800833064908,8927.08256689506,69062.0,0.010772833723652342,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-25,8968.449955990965,9022.227561815636,8836.074310884089,8860.894744341627,68656.0,-0.007414272474512762,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-26,8840.211049793681,8889.85191670876,8836.074310884089,8860.894744341627,41904.0,0.0,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-27,8885.715177799171,8968.449955990965,8860.894744341627,8935.35604471425,68884.0,0.00840336134453823,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-28,8947.766261443017,8993.27038944851,8889.85191670876,8902.262133437527,86776.0,-0.0037037037037040976,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-29,8902.262133437527,8943.629522533427,8865.031483251221,8898.125394527937,53342.0,-0.0004646840148699871,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-02-01,8902.262133437527,8960.176478171788,8761.61301051147,8807.117138516958,116952.0,-0.010227801022780092,-11.0,0,,0,-1.2,0,,0,,0,,0,-12.0,0,,0,,0,,0,,0,,0,,0,,0,0
2016-02-02,8802.980399607362,8856.758005432039,8786.433443969012,8831.9375719745,64828.0,0.0028182245185535137,-11.0,0,,0,-1.2,0,,1,45.1,1,,0,-12.0,0,,0,,0,-0.79999924,1,,0,,0,,0,,0,0
2016-02-03,8852.621266522443,8889.85191670876,8798.843660697783,8860.894744341627,105984.0,0.003278688524589901,-11.0,0,,0,-1.2,0,,0,45.1,0,,0,-12.0,0,,0,,0,-0.79999924,0,,0,,0,,0,,0,0
2016-02-04,8860.894744341627,9042.911256363588,8856.758005432039,9018.090822906044,157238.0,0.017740429505135324,-11.0,0,,0,-1.2,0,,0,45.1,0,,0,-12.0,0,,0,,0,-0.79999924,0,,0,,0,,0,,0,0
2016-02-05,9009.817345086869,9018.090822906044,8922.945827985475,8935.35604471425,114566.0,-0.009174311926605005,-11.0,0,,0,-1.2,0,,0,45.1,0,,0,-12.0,0,,0,,0,-0.79999924,0,,0,,0,,0,,0,0
2016-02-15,8893.988655618348,9001.543867267686,8865.031483251221,8997.407128358102,76200.0,0.006944444444444642,-11.0,0,,0,-1.2,0,,0,45.1,0,,0,-12.0,0,,0,,0,-0.79999924,0,,0,,0,,0,,0,0
2016-02-16,9001.543867267686,9158.739945832103,8960.176478171788,9138.056251284155,282232.0,0.01563218390804555,-11.0,0,,0,-1.2,0,,0,45.1,0,,0,-12.0,0,,0,,0,-0.79999924,0,,0,,0,,0,,0,0
2016-02-17,9142.19299019374,9200.107334927998,9042.911256363588,9084.27864545948,230950.0,-0.005885015844274033,-11.0,0,,0,-1.2,0,,0,45.1,0,,0,-12.0,0,,0,,0,-0.79999924,0,,0,,0,,0,,0,0
2016-02-18,9092.552123278667,9146.329729103336,9055.321473092357,9071.86842873071,122812.0,-0.001366120218579403,-11.0,0,,0,-1.2,0,,0,45.1,0,,0,-12.0,0,,0,,0,-0.79999924,0,,0,,0,,0,,0,0
2016-02-19,9076.005167640304,9171.150162560873,9038.774517453996,9150.466468012923,139926.0,0.008663930688554977,-10.7,1,,0,-1.1,1,,0,45.1,0,,0,-10.4,1,,0,0.39999962,1,-0.79999924,0,,1,1.6000004,1,,0,,1,1
2016-02-22,9175.286901470463,9328.34624112529,9146.329729103336,9274.568635300617,220932.0,0.013562386980108032,-10.7,0,,0,-1.1,0,,0,45.1,0,,0,-10.4,0,,0,0.39999962,0,-0.79999924,0,,0,1.6000004,0,,0,,0,0
2016-02-23,9299.389068758157,9336.619718944467,9229.064507295128,9286.97885202939,161226.0,0.001338090990187668,-10.7,0,,0,-1.1,0,,0,45.1,0,,0,-10.4,0,,0,0.39999962,0,-0.79999924,0,,0,1.6000004,0,,0,,0,0
2016-02-24,9270.43189639103,9274.568635300617,9171.150162560873,9224.92776838554,140616.0,-0.006681514476614803,-10.7,0,,0,-1.1,0,,0,45.1,0,,0,-10.4,0,,0,0.39999962,0,-0.79999924,0,,0,1.6000004,0,,0,,0,0
2016-02-25,9208.38081274719,9369.713630221191,9208.38081274719,9291.115590938982,190750.0,0.007174887892376969,-10.7,0,,0,-1.1,0,,0,45.1,0,,0,-10.4,0,,0,0.39999962,0,-0.79999924,0,,0,1.6000004,0,,0,,0,0
2016-02-26,9340.756457854055,9382.12384694996,9241.474724023905,9320.072763306107,218430.0,0.003116651825467054,-10.7,0,,0,-1.1,0,,0,45.1,0,,0,-10.4,0,,0,0.39999962,0,-0.79999924,0,,0,1.6000004,0,,0,,0,0
2016-02-29,9328.34624112529,9431.764713865034,9311.799285486934,9320.072763306107,214978.0,0.0,-10.7,0,,0,-1.1,0,,0,45.1,0,,0,-10.4,0,,0,0.39999962,0,-0.79999924,0,,0,1.6000004,0,,0,,0,0
2016-03-01,9349.029935673238,9386.260585859554,9117.372556736205,9253.884940752665,151130.0,-0.007101642254771723,-10.7,0,,0,-1.1,0,,0,45.1,0,,0,-10.4,0,,0,0.39999962,0,-0.79999924,0,,0,1.6000004,0,,0,,0,0
2016-03-02,9274.568635300617,9336.619718944467,9183.56037928964,9324.209502215708,91990.0,0.007599463567279141,-10.7,0,,0,-1.1,0,,1,50.2,1,,0,-10.4,0,,0,0.39999962,0,1.2000008,1,,0,1.6000004,0,,0,,0,0
2016-03-03,9299.389068758157,9353.166674582828,9282.8421131198,9344.893196763647,42518.0,0.0022182786157929346,-10.7,0,,0,-1.1,0,,0,50.2,0,,0,-10.4,0,,0,0.39999962,0,1.2000008,0,,0,1.6000004,0,,0,,0,0
2016-03-04,9340.756457854055,9444.174930593816,9324.209502215708,9406.944280407495,59282.0,0.006640106241699861,-10.7,0,,0,-1.1,0,,0,50.2,0,,0,-10.4,0,,0,0.39999962,0,1.2000008,0,,0,1.6000004,0,,0,,0,0
2016-03-07,9386.260585859554,9555.866881152737,9344.893196763647,9419.354497136266,79778.0,0.0013192612137205018,-10.7,0,,0,-1.1,0,,0,50.2,0,,0,-10.4,0,,0,0.39999962,0,1.2000008,0,,0,1.6000004,0,,0,,0,0
2016-03-08,9444.174930593816,9526.909708785608,9382.12384694996,9493.815797508889,41386.0,0.007905138339921347,-10.7,0,,0,-1.1,0,,0,50.2,0,,0,-10.4,0,,0,0.39999962,0,1.2000008,0,,0,1.6000004,0,,0,,0,0
2016-03-09,9493.815797508889,9493.815797508889,9080.141906549892,9344.893196763647,42840.0,-0.01568627450980431,-10.7,0,,0,-1.1,0,,0,50.2,0,,0,-10.4,0,,0,0.39999962,0,1.2000008,0,,0,1.6000004,0,,0,,0,0
2016-03-10,9344.893196763647,9386.260585859554,9270.43189639103,9307.662546577341,18710.0,-0.003984063745019584,-10.7,0,,0,-1.1,0,,0,50.2,0,,0,-10.4,0,,0,0.39999962,0,1.2000008,0,,0,1.6000004,0,,0,,0,0
2016-03-11,9295.252329848574,9357.303413492426,9253.884940752665,9349.029935673238,16398.0,0.004444444444444029,-10.0,1,,0,-1.2,1,,0,50.2,0,,0,-9.1,1,,0,2.0,1,1.2000008,0,,1,1.2999992,1,,0,,1,1
2016-03-14,9340.756457854055,9427.627974955447,9315.936024396522,9328.34624112529,26236.0,-0.0022123893805308104,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-15,9320.072763306107,9349.029935673238,9278.705374210213,9320.072763306107,19362.0,-0.0008869179600889954,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-16,9341.591128279522,9349.81435990653,9284.028506890474,9308.698201771496,15882.0,-0.0012204369883670463,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-17,9288.140122703979,9374.484054787541,9279.91689107697,9358.037591533535,14964.0,0.005300353356890275,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-18,9358.037591533535,9481.386065938628,9345.702744093023,9436.158291990096,16290.0,0.00834797891036887,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-21,9427.935060363086,9538.948687327673,9390.930518041556,9473.162834311628,20794.0,0.0039215686274511885,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-22,9473.162834311628,9514.278992446654,9444.381523617103,9489.609297565632,20720.0,0.0017361111111100502,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-23,9477.274450125125,9514.278992446654,9440.269907803598,9473.162834311628,18158.0,-0.0017331022530319151,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-24,9477.274450125125,9555.395150581686,9440.269907803598,9473.162834311628,45348.0,0.0,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-25,9456.716371057608,9588.288077089715,9444.381523617103,9571.841613835706,27826.0,0.010416666666666519,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-28,9571.841613835706,9658.185545919268,9559.506766395194,9612.957771970738,30136.0,0.004295532646047873,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-29,9625.292619411242,9711.636551494817,9563.618382208699,9600.622924530224,30324.0,-0.0012831479897352782,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-30,9600.622924530224,9629.404235224749,9563.618382208699,9604.734540343723,20312.0,0.0004282655246248268,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-03-31,9604.734540343723,9662.297161732775,9584.176461276213,9637.627466851758,19244.0,0.003424657534247366,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-04-01,9637.627466851758,9760.975941256853,9637.627466851758,9719.859783121823,22360.0,0.00853242320819092,-10.0,0,,0,-1.2,0,,0,50.2,0,,0,-9.1,0,,0,2.0,0,1.2000008,0,,0,1.2999992,0,,0,,0,0
2016-04-05,9769.199172883858,9789.757251951372,9703.413319867806,9711.636551494817,21626.0,-0.0008460236886631556,-10.0,0,,0,-1.2,0,,1,55.3,1,,0,-9.1,0,,0,2.0,0,0.20000076,1,,0,1.2999992,0,,0,,0,0
2016-04-06,9695.190088240799,9773.310788697367,9654.073930105767,9670.52039335978,31266.0,-0.004233700254022477,-10.0,0,,0,-1.2,0,,0,55.3,0,,0,-9.1,0,,0,2.0,0,0.20000076,0,,0,1.2999992,0,,0,,0,0
2016-04-07,9670.52039335978,9707.524935681318,9649.962314292261,9678.743624986788,27082.0,0.0008503401360544505,-10.0,0,,0,-1.2,0,,0,55.3,0,,0,-9.1,0,,0,2.0,0,0.20000076,0,,0,1.2999992,0,,0,,0,0
2016-04-08,9666.408777546274,9666.408777546274,9501.944145006146,9563.618382208699,37772.0,-0.011894647408665748,-10.0,0,,0,-1.2,0,,0,55.3,0,,0,-9.1,0,,0,2.0,0,0.20000076,0,,0,1.2999992,0,,0,,0,0
2016-04-11,9596.511308716723,9703.413319867806,9588.288077089715,9666.408777546274,34788.0,0.01074806534823658,-10.0,0,,0,-1.2,0,,0,55.3,0,,0,-9.1,0,,0,2.0,0,0.20000076,0,,0,1.2999992,0,,0,,0,0
2016-04-12,9658.185545919268,9703.413319867806,9654.073930105767,9678.743624986788,29870.0,0.0012760527435138336,-10.4247,1,,0,-1.2,1,,0,55.3,0,,0,-7.2117,1,,0,3.8000002,1,0.20000076,0,,1,1.8883004,1,,0,,1,1
2016-04-13,9699.301704054304,9913.105726356474,9699.301704054304,9818.5385626459,88504.0,0.014443500424808686,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,,0,,0,0
2016-04-14,9851.431489153925,9917.217342169983,9793.868867764879,9834.985025899914,71566.0,0.0016750418760471675,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,,0,,0,0
2016-04-15,9863.766336594439,9880.212799848447,9810.315331018897,9834.985025899914,44238.0,0.0,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,,0,,0,0
2016-04-18,9834.985025899914,9867.877952407942,9732.194630562328,9834.985025899914,53856.0,0.0,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,1,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,1,,0,0
2016-04-19,9863.766336594439,9896.65926310246,9830.873410086406,9888.436031475463,46720.0,0.005434782608696231,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-04-20,9904.882494729469,9945.998652864495,9880.212799848447,9917.217342169983,71292.0,0.002910602910602522,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-04-21,9950.110268678007,10270.816302131268,9945.998652864495,10192.695601674704,161482.0,0.02777777777777768,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-04-22,10237.92337562324,10501.066787687449,10065.235511456101,10492.843556060445,294684.0,0.029447357805566732,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-04-25,10550.406177449495,10718.982425803128,10381.829929095851,10550.406177449495,353218.0,0.005485893416928178,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-04-26,10579.187488144014,10603.857183025033,10439.392550484905,10488.731940246938,155478.0,-0.005845674201091833,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-04-27,10484.620324433436,10649.08495697357,10464.062245365918,10517.51325094146,165232.0,0.0027440219521754905,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-04-28,10550.406177449495,10620.303646279044,10221.476912369222,10262.593070504256,373434.0,-0.02423768569194673,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-04-29,10328.378923520313,10451.727397925406,10254.369838877248,10427.05770304439,159098.0,0.01602564102564119,-10.4247,0,,0,-1.2,0,,0,55.3,0,,0,-7.2117,0,,0,3.8000002,0,0.20000076,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-05-03,10410.611239790376,10542.182945822491,10410.611239790376,10488.731940246938,111152.0,0.005914826498422565,-10.4247,0,,0,-1.2,0,,1,57.6,1,,0,-7.2117,0,,0,3.8000002,0,-0.79999924,1,,0,1.8883004,0,-0.19999981,0,,0,0
2016-05-04,10455.83901373891,10476.397092806435,10242.034991436738,10258.481454690751,207928.0,-0.021952175617405145,-10.4247,0,,0,-1.2,0,,0,57.6,0,,0,-7.2117,0,,0,3.8000002,0,-0.79999924,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-05-05,10283.151149571771,10336.602155147324,10196.807217488204,10242.034991436738,161326.0,-0.0016032064128256307,-10.4247,0,,0,-1.2,0,,0,57.6,0,,0,-7.2117,0,,0,3.8000002,0,-0.79999924,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-05-06,10270.816302131268,10307.820844452797,10032.342584948066,10147.467827726165,274898.0,-0.009233239662785775,-10.4247,0,,0,-1.2,0,,0,57.6,0,,0,-7.2117,0,,0,3.8000002,0,-0.79999924,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-05-09,10126.909748658647,10270.816302131268,9851.431489153925,9913.105726356474,254028.0,-0.02309562398703424,-10.4247,0,,0,-1.2,0,,0,57.6,0,,0,-7.2117,0,,0,3.8000002,0,-0.79999924,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-05-10,9933.663805423992,9933.663805423992,9678.743624986788,9793.868867764879,240472.0,-0.012028204064703396,-10.4247,0,,0,-1.2,0,,0,57.6,0,,0,-7.2117,0,,0,3.8000002,0,-0.79999924,0,,0,1.8883004,0,-0.19999981,0,,0,0
2016-05-11,9765.08755707036,9974.779963559025,9765.08755707036,9966.55673193202,189674.0,0.017632241813602123,-9.4047,1,,0,-1.2,1,,0,57.6,0,,0,-6.9268,1,,0,0.8000002,1,-0.79999924,0,,1,0.2849002,1,-0.19999981,0,,1,1
2016-05-12,9987.114810999534,10069.347127269604,9908.994110542979,10007.672890067055,190054.0,0.004125412541254425,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-13,9933.663805423992,10003.561274253552,9748.641093816343,9925.440573796981,252344.0,-0.008216926869351604,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-16,9925.440573796981,10106.351669591131,9880.212799848447,10052.900664015593,211712.0,0.012841756420879147,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-17,10048.789048202085,10229.700143996233,10028.230969134573,10225.588528182727,219754.0,0.017177914110428905,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-18,10168.025906793686,10246.146607250243,10081.681974710109,10089.905206337118,191306.0,-0.013268998793727338,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-19,10118.686517031645,10196.807217488204,10048.789048202085,10135.13298028566,181804.0,0.0044824775876126655,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-20,10102.240053777625,10233.811759809732,10085.793590523614,10225.588528182727,154288.0,0.008924949290060269,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-23,10266.704686317762,10328.378923520313,10052.900664015593,10094.016822150625,229128.0,-0.01286690792118983,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-24,10122.798132845151,10155.691059353168,9978.891579372534,10089.905206337118,171758.0,-0.000407331975560421,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-25,10159.802675166675,10180.360754234194,9863.766336594439,9921.328957983482,302810.0,-0.016707416462917735,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-26,9945.998652864495,10028.230969134573,9785.645636137875,10020.007737507562,292252.0,0.00994612515540827,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-27,10040.565816575081,10085.793590523614,9871.989568221448,10048.789048202085,271156.0,0.0028723840787854282,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-30,10032.342584948066,10151.579443539666,10007.672890067055,10110.463285404641,180440.0,0.006137479541735491,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-05-31,10135.13298028566,10172.137522607189,10052.900664015593,10081.681974710109,148640.0,-0.0028466856445719113,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-06-01,10106.351669591131,10114.57490121814,9921.328957983482,9941.887037051,138866.0,-0.013866231647634342,-9.4047,0,,0,-1.2,0,,0,57.6,0,,0,-6.9268,0,,0,0.8000002,0,-0.79999924,0,,0,0.2849002,0,-0.19999981,0,,0,0
2016-06-02,9970.668347745528,10126.909748658647,9917.217342169983,10118.686517031645,150508.0,0.01778329197684081,-9.4047,0,,0,-1.2,0,,1,55.3,1,,0,-6.9268,0,,0,0.8000002,0,0.19999695,1,,0,0.2849002,0,-0.19999981,0,,0,0
2016-06-03,10065.235511456101,10098.12843796412,9892.547647288968,9945.998652864495,101520.0,-0.017066233238522077,-9.4047,0,,0,-1.2,0,,0,55.3,0,,0,-6.9268,0,,0,0.8000002,0,0.19999695,0,,0,0.2849002,0,-0.19999981,0,,0,0
