date,open,high,low,close,volume,returns,fac_PPI_石油加工、炼焦及核燃料加工业_全国_当期同比增长率_月_zscore,fac_PPI_石油加工、炼焦及核燃料加工业_全国_当期同比增长率_月_zscore_release,fac_PPI_金属制品业_全国_当期同比增长率_月_zscore,fac_PPI_金属制品业_全国_当期同比增长率_月_zscore_release,fac_PPI_石油加工、炼焦及核燃料加工业_全国_当期同比增长率_月_level,fac_PPI_石油加工、炼焦及核燃料加工业_全国_当期同比增长率_月_level_release,fac_PPI_All_Industry_YoY_zscore,fac_PPI_All_Industry_YoY_zscore_release,fac_Non_Mfg_PMI_Constr_New_Orders_level,fac_Non_Mfg_PMI_Constr_New_Orders_level_release,fac_Non_Mfg_PMI_Constr_New_Orders_zscore,fac_Non_Mfg_PMI_Constr_New_Orders_zscore_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_Non_Mfg_PMI_Constr_New_Orders_diff,fac_Non_Mfg_PMI_Constr_New_Orders_diff_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PPI_金属制品业_全国_当期同比增长率_月_level,fac_PPI_金属制品业_全国_当期同比增长率_月_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_非制造业PMI_建筑业_全国_当期值_月_level,fac_非制造业PMI_建筑业_全国_当期值_月_level_release,fac_GDP_Contribution_2nd_Industry_YoY_zscore,fac_GDP_Contribution_2nd_Industry_YoY_zscore_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_level,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_level_release,fac_PMI_New_Orders_diff,fac_PMI_New_Orders_diff_release,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_diff,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_diff_release,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_level,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_level_release,any_effective_release
2016-01-18,48.89905441871449,51.05130153221424,48.7268746496345,50.70694199405427,12638.0,0.03516485936653302,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-19,51.82611049307416,51.82611049307416,50.27649257135431,51.3095711858342,14230.0,0.011884550084889645,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-20,51.22348130129423,51.22348130129423,50.10431280227434,50.10431280227434,10340.0,-0.02348993288590595,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-21,50.190402686814345,50.448672340434314,49.67386337957439,49.932133033194376,10218.0,-0.0034364261168382537,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-22,50.01822291773436,51.22348130129423,49.84604314865436,50.36258245589433,14602.0,0.008620689655172376,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-25,50.62085210951428,50.87912176313424,50.01822291773436,50.10431280227434,16136.0,-0.005128205128205332,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-26,50.10431280227434,50.87912176313424,49.7599532641144,50.79303187859426,15202.0,0.013745704467353903,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-27,50.96521164767425,51.82611049307416,50.87912176313424,51.4817509549142,16666.0,0.013559322033898535,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-28,51.3956610703742,51.74002060853416,50.79303187859426,50.87912176313424,13356.0,-0.011705685618729533,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-01-29,50.79303187859426,51.3956610703742,50.79303187859426,51.13739141675423,11862.0,0.005076142131980044,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,0,,0,-13.6,0,,0,,0,-20.8,0,0
2016-02-01,51.13739141675423,52.42873968485409,51.13739141675423,51.653930723994186,19482.0,0.010101010101010388,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,,0,-4.2,0,,0,,0,,1,,0,-13.6,0,,0,,0,-20.8,0,0
2016-02-02,51.74002060853416,52.08438014669413,51.4817509549142,51.74002060853416,8664.0,0.001666666666666261,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,1,45.1,1,-4.2,0,,0,,0,,0,-0.79999924,1,-13.6,0,-0.70000076,1,,0,-20.8,0,0
2016-02-03,51.82611049307416,52.42873968485409,51.4817509549142,52.2565599157741,10912.0,0.009983361064891838,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,45.1,0,-4.2,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,,0,-20.8,0,0
2016-02-04,52.34264980031408,53.72008795295393,52.2565599157741,53.46181829933396,20916.0,0.023064250411861664,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,45.1,0,-4.2,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,,0,-20.8,0,0
2016-02-05,53.37572841479397,53.46181829933396,52.60091945393405,52.94527899209403,9758.0,-0.009661835748792091,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,45.1,0,-4.2,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,,0,-20.8,0,0
2016-02-15,52.859189107554045,53.54790818387396,52.08438014669413,53.20354864571401,7996.0,0.004878048780487809,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,45.1,0,-4.2,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,,0,-20.8,0,0
2016-02-16,53.37572841479397,53.72008795295393,53.031368876634005,53.117458761174014,29128.0,-0.0016181229773463146,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,45.1,0,-4.2,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,,0,-20.8,0,0
2016-02-17,53.20354864571401,53.54790818387396,52.773099223014064,52.859189107554045,23064.0,-0.004862236628849215,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,45.1,0,-4.2,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,,0,-20.8,0,0
2016-02-18,52.94527899209403,54.23662726019388,52.773099223014064,53.80617783749394,74204.0,0.01791530944625408,,0,,0,-18.7,0,,0,,0,,0,-5.9,0,,0,,0,45.1,0,-4.2,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,,0,-20.8,0,0
2016-02-19,53.892267722033914,54.75316656743381,53.72008795295393,54.49489691381384,33312.0,0.012799999999999478,,1,,1,-13.5,1,,1,,0,,0,-5.3,1,,0,,0,45.1,0,-4.3,1,,0,,0,,0,-0.79999924,0,-13.6,1,-0.70000076,0,1.7999992,1,-19.0,1,1
2016-02-22,54.49489691381384,56.81932379639359,54.32271714473387,56.81932379639359,38384.0,0.04265402843601929,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,45.1,0,-4.3,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,1.7999992,0,-19.0,0,0
2016-02-23,56.81932379639359,58.45503160265342,56.13060472007364,56.73323391185359,58218.0,-0.0015151515151516914,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,45.1,0,-4.3,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,1.7999992,0,-19.0,0,0
2016-02-24,56.81932379639359,57.59413275725349,56.474964258233626,57.07759345001356,51336.0,0.0060698027314114444,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,45.1,0,-4.3,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,1.7999992,0,-19.0,0,0
2016-02-25,56.81932379639359,57.766312526333486,56.474964258233626,56.73323391185359,29414.0,-0.00603318250377094,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,45.1,0,-4.3,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,1.7999992,0,-19.0,0,0
2016-02-26,56.73323391185359,56.99150356547356,55.52797552829372,56.04451483553368,56942.0,-0.012139605462822223,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,45.1,0,-4.3,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,1.7999992,0,-19.0,0,0
2016-02-29,56.13060472007364,57.07759345001356,55.18361599013377,56.99150356547356,63062.0,0.016897081413210113,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,45.1,0,-4.3,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,1.7999992,0,-19.0,0,0
2016-03-01,57.421952988173544,58.713301256273354,57.16368333455355,58.541121487193394,66118.0,0.027190332326284095,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,45.1,0,-4.3,0,,0,,0,,0,-0.79999924,0,-13.6,0,-0.70000076,0,1.7999992,0,-19.0,0,0
2016-03-02,58.713301256273354,60.435098947073186,58.541121487193394,60.349009062533185,46348.0,0.03088235294117636,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,1,50.2,1,-4.3,0,,0,,0,,0,1.2000008,1,-13.6,0,-0.9000015,1,1.7999992,0,-19.0,0,0
2016-03-03,60.60727871615313,61.640357330633044,59.66028998621328,59.91855963983324,84040.0,-0.007132667617688937,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-13.6,0,-0.9000015,0,1.7999992,0,-19.0,0,0
2016-03-04,59.91855963983324,61.38208767701308,59.2298405635133,61.295997792473095,90140.0,0.02298850574712663,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-13.6,0,-0.9000015,0,1.7999992,0,-19.0,0,0
2016-03-07,61.295997792473095,63.27606513689286,61.20990790793311,63.27606513689286,82472.0,0.03230337078651657,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-13.6,0,-0.9000015,0,1.7999992,0,-19.0,0,0
2016-03-08,65.77267178855257,65.77267178855257,63.18997525235287,65.77267178855257,262222.0,0.039455782312925125,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-13.6,0,-0.9000015,0,1.7999992,0,-19.0,0,0
2016-03-09,64.5674134049927,64.5674134049927,60.60727871615313,62.32907640695295,288332.0,-0.05235602094240854,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-13.6,0,-0.9000015,0,1.7999992,0,-19.0,0,0
2016-03-10,62.845615714192924,65.85876167309257,61.98471686879299,63.0177954832729,172964.0,0.011049723756906493,,0,,0,-13.5,0,,0,,0,,0,-5.3,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-13.6,0,-0.9000015,0,1.7999992,0,-19.0,0,0
2016-03-11,62.673435945112935,63.70651455959278,61.468177561553055,62.673435945112935,201932.0,-0.005464480874316946,,1,,1,-14.3,1,,1,,0,,0,-4.9,1,,0,,0,50.2,0,-4.3,1,,0,,0,,0,1.2000008,0,-12.9,1,-0.9000015,0,2.7999992,1,-16.2,1,1
2016-03-14,61.812537099713026,66.03094144217259,61.468177561553055,61.812537099713026,115302.0,-0.013736263736263798,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-15,61.295997792473095,62.070806753333,59.74637987075325,59.83246975529324,93716.0,-0.032033426183844194,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-16,59.66028998621328,62.24298652241299,59.5742001016733,62.24298652241299,66052.0,0.04028776978417303,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-17,62.50125617603295,64.73959317407271,61.72644721517304,64.5674134049927,121822.0,0.03734439834024861,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-18,64.39523363591273,67.40837959481239,64.39523363591273,67.3222897102724,141920.0,0.04266666666666685,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-21,67.15010994119241,70.1632559000921,66.3753009803325,68.52754809383227,194428.0,0.01790281329923271,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-22,68.87190763199224,69.47453682377217,66.80575040303246,67.3222897102724,150068.0,-0.017587939698492483,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-23,67.23619982573241,68.61363797837227,66.11703132671252,66.80575040303246,152478.0,-0.007672634271099654,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-24,66.46139086487253,66.5474807494125,63.27606513689286,63.27606513689286,147052.0,-0.05283505154639179,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-25,63.0177954832729,63.79260444413279,62.156896637872975,63.70651455959278,103848.0,0.006802721088434938,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-28,63.70651455959278,65.08395271223266,61.55426744609304,61.640357330633044,153692.0,-0.03243243243243199,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-29,62.156896637872975,62.673435945112935,60.60727871615313,61.98471686879299,93968.0,0.005586592178770555,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-30,61.812537099713026,62.845615714192924,60.77945848523314,61.468177561553055,86194.0,-0.008333333333333193,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-03-31,61.640357330633044,62.587346060572926,60.435098947073186,61.640357330633044,68932.0,0.002801120448179484,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-04-01,61.812537099713026,63.448244905972835,61.812537099713026,62.50125617603295,91682.0,0.013966480446927498,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,50.2,0,-4.3,0,,0,,0,,0,1.2000008,0,-12.9,0,-0.9000015,0,2.7999992,0,-16.2,0,0
2016-04-05,62.9317055987329,63.0177954832729,60.26291917799321,61.98471686879299,84696.0,-0.008264462809917772,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,1,55.3,1,-4.3,0,,0,,0,,0,0.20000076,1,-12.9,0,2.800003,1,2.7999992,0,-16.2,0,0
2016-04-06,61.98471686879299,62.415166291492966,60.090739408913215,60.95163825431312,86384.0,-0.016666666666666496,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,55.3,0,-4.3,0,,0,,0,,0,0.20000076,0,-12.9,0,2.800003,0,2.7999992,0,-16.2,0,0
2016-04-07,61.03772813885312,62.156896637872975,60.693368600693155,61.38208767701308,67532.0,0.0070621468926554964,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,55.3,0,-4.3,0,,0,,0,,0,0.20000076,0,-12.9,0,2.800003,0,2.7999992,0,-16.2,0,0
2016-04-08,61.295997792473095,61.72644721517304,60.60727871615313,61.12381802339312,64898.0,-0.0042075736325384305,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,55.3,0,-4.3,0,,0,,0,,0,0.20000076,0,-12.9,0,2.800003,0,2.7999992,0,-16.2,0,0
2016-04-11,61.12381802339312,63.87869432867279,61.12381802339312,62.845615714192924,165434.0,0.028169014084507005,,0,,0,-14.3,0,,0,,0,,0,-4.9,0,,0,,0,55.3,0,-4.3,0,,0,,0,,0,0.20000076,0,-12.9,0,2.800003,0,2.7999992,0,-16.2,0,0
2016-04-12,63.0177954832729,66.28921109579254,63.0177954832729,66.28921109579254,158344.0,0.0547945205479452,,1,,1,-18.0,1,,1,,0,,0,-4.3,1,,0,,0,55.3,0,-3.6,1,,0,,0,,0,0.20000076,0,-10.2106,1,2.800003,0,5.300001,1,-10.9,1,1
2016-04-13,66.80575040303246,68.69972786291225,66.3753009803325,67.15010994119241,290866.0,0.012987012987012436,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-14,67.15010994119241,69.30235705469217,66.3753009803325,66.80575040303246,308130.0,-0.005128205128204999,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-15,66.97793017211245,67.58055936389238,65.17004259677265,65.5144021349326,263926.0,-0.019329896907216648,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-18,65.17004259677265,69.56062670831216,64.82568305861265,67.9249189020523,266896.0,0.03679369250985509,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-19,68.52754809383227,69.9049862464721,67.83882901751235,69.56062670831216,321838.0,0.024081115335868875,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-20,69.9049862464721,72.83204232083179,69.73280647739216,72.83204232083179,352610.0,0.04702970297029707,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-21,73.34858162807171,75.93127816427143,72.05723335997189,75.93127816427143,291484.0,0.04255319148936154,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-22,76.87826689421131,78.8583342386311,73.60685128169172,75.67300851065148,346140.0,-0.003401360544217358,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-25,74.4677501270916,80.23577239127094,73.09031197445174,75.07037931887152,235306.0,-0.007963594994312206,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-26,75.24255908795153,75.24255908795153,71.7989637063519,71.7989637063519,148482.0,-0.04357798165137594,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-27,71.7989637063519,72.05723335997189,68.87190763199224,69.13017728561219,127654.0,-0.03717026378896893,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-28,69.73280647739216,70.67979520733205,67.40837959481239,70.24934578463207,135584.0,0.016189290161892966,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-04-29,70.50761543825207,73.43467151261171,70.50761543825207,73.43467151261171,96512.0,0.04534313725490202,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,55.3,0,-3.6,0,,0,,0,,0,0.20000076,0,-10.2106,0,2.800003,0,5.300001,0,-10.9,0,0
2016-05-03,73.00422208991175,73.17640185899175,68.3553683247523,69.73280647739216,82142.0,-0.05041031652989414,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,1,57.6,1,-3.6,0,,0,,0,,1,-0.79999924,1,-10.2106,0,-0.40000153,1,5.300001,0,-10.9,0,0
2016-05-04,69.73280647739216,70.1632559000921,67.49446947935239,68.61363797837227,89172.0,-0.01604938271604961,,0,,0,-18.0,0,,0,,0,,0,-4.3,0,,0,,0,57.6,0,-3.6,0,,0,,0,,0,-0.79999924,0,-10.2106,0,-0.40000153,0,5.300001,0,-10.9,0,0
