date,open,high,low,close,volume,returns,fac_居民鲜果消费价格指数CPI_上年=100_当月_zscore,fac_居民鲜果消费价格指数CPI_上年=100_当月_zscore_release,fac_居民鲜果消费价格指数CPI_上年=100_当月_level,fac_居民鲜果消费价格指数CPI_上年=100_当月_level_release,fac_PPIRM_农副产品类_全国_当期同比增长率_月_diff,fac_PPIRM_农副产品类_全国_当期同比增长率_月_diff_release,fac_居民粮食消费价格指数CPI_上年=100_当月_zscore,fac_居民粮食消费价格指数CPI_上年=100_当月_zscore_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PPI_农副食品加工业_全国_当期同比增长率_月_diff,fac_PPI_农副食品加工业_全国_当期同比增长率_月_diff_release,fac_对CPI同比拉动_食品_粮食_全国_当期同比增长率_月_zscore,fac_对CPI同比拉动_食品_粮食_全国_当期同比增长率_月_zscore_release,fac_PPIRM_农副产品类_全国_当期同比增长率_月_zscore,fac_PPIRM_农副产品类_全国_当期同比增长率_月_zscore_release,fac_居民食品消费价格指数CPI_上年=100_当月_zscore,fac_居民食品消费价格指数CPI_上年=100_当月_zscore_release,fac_CPI_翘尾因素_当月_level,fac_CPI_翘尾因素_当月_level_release,fac_PMI_New_Orders_level,fac_PMI_New_Orders_level_release,fac_制造业采购经理指数PMI_进口_level,fac_制造业采购经理指数PMI_进口_level_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PPI_农副食品加工业_全国_当期同比增长率_月_level,fac_PPI_农副食品加工业_全国_当期同比增长率_月_level_release,fac_PMI_New_Orders_zscore,fac_PMI_New_Orders_zscore_release,fac_居民食品消费价格指数CPI_上年=100_当月_diff,fac_居民食品消费价格指数CPI_上年=100_当月_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,any_effective_release
2022-05-09,3108.949567776207,3115.27499924676,3092.0817505214027,3103.678374884082,62802.0,0.0,0.2022523,0,104.3,0,0.29999998,0,1.7528647,0,64.2,0,0.9,0,1.7022165,0,-1.5080581,0,0.27347434,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,0.7,0,-5.1672955,0,0.0,0,,0,0.27033088,0,0
2022-05-10,3099.4614205703792,3114.2207606683346,3064.671547482343,3075.213933266599,105912.0,-0.009171195652173947,0.20176834,0,104.3,0,0.29999998,0,1.7379211,0,64.2,0,0.9,0,1.6854038,0,-1.4951286,0,0.27532083,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,0.7,0,-4.9359407,0,0.0,0,,0,0.27382413,0,0
2022-05-11,3078.376649001874,3097.352943413529,3076.268171845023,3082.5936033155745,59113.0,0.0023997257456285226,0.20128448,0,104.3,0,0.29999998,0,1.7232429,0,64.2,0,0.9,0,1.6689188,0,-1.482414,0,0.27717116,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,0.7,0,-4.7324224,0,0.0,0,,0,0.27733436,0,0
2022-05-12,3078.376649001874,3100.5156591488053,3076.268171845023,3086.8105576292755,68819.0,0.001367989056087593,3.9296248,1,114.1,1,1.8,1,3.1350865,1,64.2,0,1.8999999,1,2.522335,1,-0.72238106,1,1.9936283,1,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,1,-4.5515637,0,3.3749008,1,,0,0.28086185,0,1
2022-05-13,3081.5393647371516,3116.329237825183,3079.430887580299,3104.732613462507,91550.0,0.0058060109289621575,3.7996194,0,114.1,0,1.8,0,3.0661852,0,64.2,0,1.8999999,0,2.4807758,0,-0.7160491,0,1.9746807,1,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-4.389444,0,3.8146973e-05,1,,0,0.28440687,0,0
2022-05-16,3102.6241363056547,3113.166522089908,3089.97327336455,3110.003806354634,74369.0,0.0016977928692700761,3.6807709,0,114.1,0,1.8,0,3.0011277,0,64.2,0,1.8999999,0,2.440853,0,-0.70973736,0,1.9561183,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-4.2430344,0,3.8146973e-05,0,,0,0.28796965,0,0
2022-05-17,3105.786852040931,3132.142816501564,3100.5156591488053,3118.437714982035,90449.0,0.002711864406779174,3.5715432,0,114.1,0,1.8,0,2.9395597,0,64.2,0,1.8999999,0,2.402457,0,-0.70344514,0,1.9379456,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-4.109951,0,3.8146973e-05,0,,0,0.2915505,0,0
2022-05-18,3118.437714982035,3130.034339344715,3112.112283511484,3119.49195356046,60297.0,0.00033806626098709103,3.4706814,0,114.1,0,1.8,0,2.8811715,0,64.2,0,1.8999999,0,2.365488,0,-0.69717157,0,1.9201481,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.988289,0,3.8146973e-05,0,,0,0.29514962,0,0
2022-05-19,3114.2207606683346,3127.9258621878625,3102.6241363056547,3106.8410906193562,73279.0,-0.004055424129773555,3.3771489,0,114.1,0,1.8,0,2.82569,0,64.2,0,1.8999999,0,2.3298557,0,-0.69091576,0,1.9027122,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.8765068,0,3.8146973e-05,0,,0,0.29876736,0,0
2022-05-20,3102.6241363056547,3119.49195356046,3095.2444662566795,3119.49195356046,74538.0,0.004071937563624006,3.2900805,0,114.1,0,1.8,0,2.7728748,0,64.2,0,1.8999999,0,2.2954767,0,-0.684677,0,1.885625,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.7565327,0,3.8146973e-05,0,,0,0.30056685,0,0
2022-05-23,3118.437714982035,3118.437714982035,3092.0817505214027,3094.1902276782534,111846.0,-0.008110848259546888,3.2087483,0,114.1,0,1.8,0,2.7225118,0,64.2,0,1.8999999,0,2.2622757,0,-0.67845434,0,1.8688742,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.6462739,0,3.8146973e-05,0,,0,0.30237007,0,0
2022-05-24,3094.1902276782534,3097.352943413529,3067.8342632176214,3067.8342632176214,136921.0,-0.008517887563884052,3.132534,0,114.1,0,1.8,0,2.6744103,0,64.2,0,1.8999999,0,2.230183,0,-0.67224705,0,1.852448,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.5444674,0,3.8146973e-05,0,,0,0.30417708,0,0
2022-05-25,3069.942740374472,3079.430887580299,3039.369821600137,3057.2918774333684,127444.0,-0.0034364261168384758,3.060909,0,114.1,0,1.8,0,2.6284006,0,64.2,0,1.8999999,0,2.1991343,0,-0.66605425,0,1.8363353,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.4500692,0,3.8146973e-05,0,,0,0.3059879,0,0
2022-05-26,3052.020684541241,3059.4003545902174,3036.2071058648617,3049.9122073843905,56178.0,-0.0024137931034485804,2.9931147,0,114.1,0,1.8,0,2.5821671,0,64.2,0,1.8999999,0,2.1690714,0,-0.65993136,0,1.8205255,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.3622072,0,3.8146973e-05,0,,0,0.30780253,0,0
2022-05-27,3048.8579688059654,3069.942740374472,3037.261344443287,3058.3461160117927,68936.0,0.0027652955409609437,2.9290915,0,114.1,0,1.8,0,2.5379002,0,64.2,0,1.8999999,0,2.1399398,0,-0.6538223,0,1.8050084,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.280147,0,3.8146973e-05,0,,0,0.309621,0,0
2022-05-30,3058.3461160117927,3062.563070325494,3029.8816743943107,3030.935912972736,67717.0,-0.008962426749396402,2.8684921,0,114.1,0,1.8,0,2.4954584,0,64.2,0,1.8999999,0,2.1116889,0,-0.6477261,0,1.7897745,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.203266,0,3.8146973e-05,0,,0,0.3114434,0,0
2022-05-31,3026.718958659034,3053.0749231196664,3026.718958659034,3042.532537335413,55684.0,0.003826086956521424,2.8110125,0,114.1,0,1.8,0,2.4547138,0,64.2,0,1.8999999,0,2.0842726,0,-0.64164215,0,1.7748146,0,0.0,0,42.6,0,42.9,0,-1.9000015,0,,0,2.6,0,-3.13103,0,3.8146973e-05,0,,0,0.31326967,0,0
2022-06-01,3046.7494916491146,3046.7494916491146,2981.386699786747,2986.6578926788734,108352.0,-0.018364518364518023,2.7563846,0,114.1,0,1.8,0,2.4155514,0,55.8,1,1.8999999,0,2.0576477,0,-0.6355696,0,1.7601197,0,0.0,0,48.2,1,45.1,1,-8.399998,1,,0,2.6,0,-0.58577305,1,3.8146973e-05,0,,0,-0.914297,1,0
2022-06-02,2994.03756272785,3005.6341870905285,2979.2782226298955,2991.929085571,68649.0,0.0017649135192376875,2.7043724,0,114.1,0,1.8,0,2.377866,0,55.8,0,1.8999999,0,2.0317738,0,-0.62950754,0,1.7456816,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,2.6,0,-0.5800437,0,3.8146973e-05,0,,0,-0.9072623,0,0
2022-06-06,3004.5799485121033,3010.9053799826547,2992.9833241494243,2999.3087556199757,34717.0,0.0024665257223392967,2.654766,0,114.1,0,1.8,0,2.341563,0,55.8,0,1.8999999,0,2.0066142,0,-0.62345535,0,1.7314922,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,2.6,0,-0.57432157,0,3.8146973e-05,0,,0,-0.9002746,0,0
2022-06-07,2999.3087556199757,3003.5257099336773,2984.5494155220217,2987.7121312572986,38385.0,-0.0038664323374337783,2.6073782,0,114.1,0,1.8,0,2.3065548,0,55.8,0,1.8999999,0,1.9821336,0,-0.61741203,0,1.7175437,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,2.6,0,-0.56860596,0,3.8146973e-05,0,,0,-0.89333254,0,0
2022-06-08,2992.9833241494243,3013.013857139506,2990.874846992574,3000.362994198402,85943.0,0.004234297812279353,2.5620422,0,114.1,0,1.8,0,2.2727625,0,55.8,0,1.8999999,0,1.9582999,0,-0.6113769,0,1.7038289,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,2.6,0,-0.5628962,0,3.8146973e-05,0,,0,-0.8864354,0,0
2022-06-09,3001.417232776828,3004.5799485121033,2955.030735326114,2956.0849739045384,52892.0,-0.014757554462403677,2.5186079,0,114.1,0,1.8,0,2.2401133,0,55.8,0,1.8999999,0,1.9350826,0,-0.60534906,0,1.6903408,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,2.6,0,-0.5571916,0,3.8146973e-05,0,,0,-0.879582,0,0
2022-06-10,2961.356166796665,2971.898552580919,2946.5968266987106,2966.6273596887922,43335.0,0.003566333808844746,2.4769397,0,114.1,0,1.8,0,2.2085402,0,55.8,0,1.8999999,0,1.9124534,0,-0.59932774,0,1.6770724,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,2.6,0,-0.55149156,0,3.8146973e-05,0,,0,-0.8727714,0,0
2022-06-13,2971.898552580919,2996.1460398847003,2960.3019282182404,2992.9833241494243,66190.0,0.008884150675195324,3.650275,1,119.0,1,2.0,1,2.9378452,1,55.8,0,1.1000001,1,2.5978913,1,0.29173562,1,0.8251041,1,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,1,-0.5457953,0,-2.300003,1,,0,-0.8660027,0,1
2022-06-14,2988.7663698357233,3017.230811453207,2982.4409383651714,2990.874846992574,38010.0,-0.0007044734061287805,3.543251,0,119.0,0,2.0,0,2.8766882,0,55.8,0,1.1000001,0,2.5529227,0,0.29726478,0,0.8231537,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.54010224,0,-2.300003,0,,0,-0.8592749,0,0
2022-06-15,2996.1460398847003,2996.1460398847003,2972.9527911593436,2982.4409383651714,30190.0,-0.0028198801550934904,3.4443185,0,119.0,0,2.0,0,2.8187003,0,55.8,0,1.1000001,0,2.5098293,0,0.30284628,0,1.8469515,1,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.53441155,0,2.300003,1,,0,-0.85258716,0,0
2022-06-16,2984.5494155220217,2998.254517041551,2982.4409383651714,2989.820608414149,21620.0,0.002474372569812866,3.3524866,0,119.0,0,2.0,0,2.7636077,0,55.8,0,1.1000001,0,2.4684787,0,0.30848145,0,1.830127,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.52927774,0,2.300003,0,,0,-0.8460428,0,0
2022-06-17,2998.254517041551,3011.9596185610803,2987.7121312572986,3008.796902825804,21874.0,0.006346967559943462,3.2669272,0,119.0,0,2.0,0,2.711169,0,55.8,0,1.1000001,0,2.4287508,0,0.3141716,0,1.8136312,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.52415067,0,2.300003,0,,0,-0.83954316,0,0
2022-06-20,3014.8423341151138,3026.2425629481368,3001.369336403357,3007.5876430395524,385000.0,-0.0004019080799757546,3.1869411,0,119.0,0,2.0,0,2.66117,0,55.8,0,1.1000001,0,2.3905373,0,0.31991813,0,1.7974527,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.51903,0,2.300003,0,,0,-0.8330878,0,0
2022-06-21,3007.5876430395524,3017.9514874332117,2986.859954252238,3005.5148741608227,347350.0,-0.0006891798759469658,3.1119337,0,119.0,0,2.0,0,2.61342,0,55.8,0,1.1000001,0,2.3537395,0,0.3257225,0,1.7815806,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.5139152,0,2.300003,0,,0,-0.8266761,0,0
2022-06-22,2997.2237986458945,3003.4421052820894,2954.732036631897,2960.950343268091,556486.0,-0.014827586206897392,3.0413964,0,119.0,0,2.0,0,2.5677485,0,55.8,0,1.1000001,0,2.3182678,0,0.33158615,0,1.7660044,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.5088058,0,2.300003,0,,0,-0.8203077,0,0
2022-06-23,2961.986727707456,2968.2050343436513,2909.1311212998007,2931.9315789658494,627915.0,-0.009800490024500896,2.97489,0,119.0,0,2.0,0,2.5240033,0,55.8,0,1.1000001,0,2.2840402,0,0.33751065,0,1.7507144,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.50370145,0,2.300003,0,,0,-0.8139822,0,0
2022-06-24,2935.040732283947,2937.113501162678,2872.8576659219993,2887.367048073121,527861.0,-0.015199717214563035,2.9120338,0,119.0,0,2.0,0,2.4820461,0,55.8,0,1.1000001,0,2.2509813,0,0.3434976,0,1.7357011,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.49860165,0,2.300003,0,,0,-0.8076992,0,0
2022-06-27,2903.949199102972,2913.276659057265,2887.367048073121,2898.7672769061437,366110.0,0.003948312993538705,2.8535948,0,119.0,0,2.0,0,2.442566,0,55.8,0,1.1000001,0,2.2203934,0,0.35251555,0,1.7245728,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.49350595,0,2.300003,0,,0,-0.8014585,0,0
2022-06-28,2898.7672769061437,2922.6041190115584,2894.62173914868,2917.4221968147267,301726.0,0.006435466571325987,2.798087,0,119.0,0,2.0,0,2.404586,0,55.8,0,1.1000001,0,2.1907752,0,0.36170548,0,1.7135965,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.48841393,0,2.300003,0,,0,-0.79525965,0,0
2022-06-29,2915.349427935996,2920.531350132824,2907.0583524210706,2913.276659057265,207451.0,-0.0014209591474240169,2.7452652,0,119.0,0,2.0,0,2.3680096,0,55.8,0,1.1000001,0,2.1620739,0,0.371075,0,1.7027683,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.48332512,0,2.300003,0,,0,-0.7891026,0,0
2022-06-30,2913.276659057265,2920.531350132824,2870.784897043267,2881.148741436925,374655.0,-0.011028103877623763,2.6949134,0,119.0,0,2.0,0,2.332748,0,55.8,0,1.1000001,0,2.134241,0,0.38063216,0,1.6920849,0,0.0,0,48.2,0,45.1,0,-8.399998,0,,0,3.7,0,-0.4782391,0,2.300003,0,,0,-0.7829872,0,0
2022-07-01,2870.784897043267,2874.9304348007304,2798.237986287662,2802.383524045124,624043.0,-0.027338129496402908,2.646838,0,119.0,0,2.0,0,2.2987204,0,52.0,1,1.1000001,0,2.1072311,0,0.39038554,0,1.6815428,0,0.0,0,50.4,1,49.2,1,-3.7999992,1,,0,3.7,0,0.5574249,1,2.300003,0,,0,-1.3594341,1,0
2022-07-04,2810.674599560051,2827.2567505899033,2778.546681939711,2817.929290635611,488766.0,0.005547337278106523,2.600866,0,119.0,0,2.0,0,2.2658532,0,52.0,0,1.1000001,0,2.0810027,0,0.40034428,0,1.6711384,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,3.7,0,0.55983174,0,2.300003,0,,0,-1.3510678,0,0
2022-07-05,2817.929290635611,2820.0020595143446,2781.6558352578077,2788.910526333367,325721.0,-0.010297903641044992,2.5568435,0,119.0,0,2.0,0,2.2340782,0,52.0,0,1.1000001,0,2.0555167,0,0.41051814,0,1.6608686,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,3.7,0,0.56224734,0,2.300003,0,,0,-1.342883,0,0
2022-07-06,2788.910526333367,2788.910526333367,2751.600686516201,2785.8013730152707,540778.0,-0.0011148272017834637,2.5146308,0,119.0,0,2.0,0,2.2033331,0,52.0,0,1.1000001,0,2.030737,0,0.4209175,0,1.6507303,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,3.7,0,0.5646719,0,2.300003,0,,0,-1.3348799,0,0
2022-07-07,2788.910526333367,2832.4386727867322,2780.6194508184417,2816.8929061962463,439622.0,0.011160714285714857,2.4741025,0,119.0,0,2.0,0,2.1735604,0,52.0,0,1.1000001,0,2.0066295,0,0.43155354,0,1.6407205,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,3.7,0,0.5671054,0,2.300003,0,,0,-1.3270586,0,0
2022-07-08,2826.2203661505373,2832.4386727867322,2811.710983999417,2825.1839817111722,252356.0,0.0029433406916850036,2.4351444,0,119.0,0,2.0,0,2.1447067,0,52.0,0,1.1000001,0,1.983163,0,0.4424381,0,1.6308361,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,3.7,0,0.56954795,0,2.300003,0,,0,-1.3194197,0,0
2022-07-11,2825.1839817111722,2861.457437088974,2817.929290635611,2842.802517180391,347445.0,0.006236243580337586,2.3976538,1,119.0,1,2.5,1,2.1167233,1,52.0,0,1.8999999,1,1.9603078,1,1.7014487,1,1.8639967,1,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,1,0.57199967,0,0.5999985,1,,0,-1.3119644,0,1
2022-07-12,2847.9844393772187,2847.9844393772187,2808.601830681319,2809.6382151206853,330725.0,-0.011666059059424083,2.3615365,0,119.0,0,2.5,0,2.089564,0,52.0,0,1.8999999,0,1.9380366,0,1.7101375,0,1.84933,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.57446057,0,0.5999985,0,,0,-1.3046937,0,0
2022-07-13,2803.419908484489,2808.601830681319,2768.1828375460523,2803.419908484489,392519.0,-0.0022132054592406414,2.3267071,0,119.0,0,2.5,0,2.0631874,0,52.0,0,1.8999999,0,1.9163231,0,1.7189285,0,1.8349161,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.5769308,0,0.5999985,0,,0,-1.2976092,0,0
2022-07-14,2796.1652174089295,2816.8929061962463,2783.7286041365405,2805.4926773632233,257427.0,0.0007393715341967866,2.2930868,0,119.0,0,2.5,0,2.0375533,0,52.0,0,1.8999999,0,1.8951434,0,1.727824,0,1.8207475,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.57941043,0,0.5999985,0,,0,-1.290713,0,0
2022-07-15,2805.4926773632233,2808.601830681319,2768.1828375460523,2779.5830663790757,342030.0,-0.009235315847802905,2.260604,0,119.0,0,2.5,0,2.012626,0,52.0,0,1.8999999,0,1.8744745,0,1.7368262,0,1.8068167,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.58251196,0,0.5999985,0,,0,-1.2807305,0,0
2022-07-18,2779.5830663790757,2785.8013730152707,2757.8189931523943,2778.546681939711,341496.0,-0.0003728560775536627,2.2291927,0,119.0,0,2.5,0,1.9883709,0,52.0,0,1.8999999,0,1.8542953,0,1.7459372,0,1.7931167,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.5856288,0,0.5999985,0,,0,-1.2708682,0,0
2022-07-19,2785.8013730152707,2798.237986287662,2703.9270023053728,2707.0361556234707,451553.0,-0.025736665423349514,2.1987922,0,119.0,0,2.5,0,1.9647563,0,52.0,0,1.8999999,0,1.8345852,0,1.7551597,0,1.7796406,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.5887612,0,0.5999985,0,,0,-1.2611232,0,0
2022-07-20,2704.96338674474,2728.8002288501525,2691.4903890329842,2715.3272311383967,396249.0,0.003062787136293821,2.1693466,0,119.0,0,2.5,0,1.9417526,0,52.0,0,1.8999999,0,1.8153254,0,1.7644958,0,1.766382,1,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.5919092,0,0.0,1,,0,-1.2514925,0,0
2022-07-21,2715.3272311383967,2721.545537774591,2696.6723112298123,2713.2544622596647,236878.0,-0.0007633587786260998,2.140804,0,119.0,0,2.5,0,1.9193317,0,52.0,0,1.8999999,0,1.7964981,0,1.7739482,0,1.7533344,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.5950731,0,0.0,0,,0,-1.2419735,0,0
2022-07-22,2700.8178489872753,2701.8542334266413,2646.9258581402546,2657.2897025339116,392803.0,-0.02062643239113826,2.1131165,0,119.0,0,2.5,0,1.8974676,0,52.0,0,1.8999999,0,1.7780863,0,1.7835194,0,1.7404921,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.598253,0,0.0,0,,0,-1.2325634,0,0
2022-07-25,2658.326086973278,2695.6359267904463,2640.7075515040597,2693.5631579117153,443761.0,0.013650546021841015,2.08624,0,119.0,0,2.5,0,1.876136,0,52.0,0,1.8999999,0,1.7600739,0,1.7932119,0,1.7278492,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.6014492,0,0.0,0,,0,-1.2232594,0,0
2022-07-26,2695.6359267904463,2731.9093821682495,2694.59954235108,2720.5091533352256,340027.0,0.010003847633704988,2.0594208,0,119.0,0,2.5,0,1.8557025,0,52.0,0,1.8999999,0,1.742446,0,1.7890787,0,1.7106453,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.60466176,0,0.0,0,,0,-1.2140595,0,0
2022-07-27,2725.6910755320555,2743.3096110012734,2716.363615577762,2743.3096110012734,259080.0,0.008380952380952378,2.0333626,0,119.0,0,2.5,0,1.8357457,0,52.0,0,1.8999999,0,1.7251881,0,1.7849668,0,1.6937835,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.6078909,0,0.0,0,,0,-1.2049607,0,0
2022-07-28,2746.4187643193713,2777.5102975003438,2744.34599544064,2769.2192219854182,326656.0,0.009444654325651669,2.0080276,0,119.0,0,2.5,0,1.8162459,0,52.0,0,1.8999999,0,1.7082869,0,1.7808763,0,1.6772516,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.6111369,0,0.0,0,,0,-1.195961,0,0
2022-07-29,2772.3283753035157,2782.692219697173,2748.4915331981033,2767.1464531066863,228197.0,-0.0007485029940120791,1.9833798,0,119.0,0,2.5,0,1.7971848,0,52.0,0,1.8999999,0,1.6917293,0,1.7768068,0,1.6610373,0,0.0,0,50.4,0,49.2,0,-3.7999992,0,,0,5.6,0,0.6143999,0,0.0,0,,0,-1.187058,0,0
2022-08-01,2778.546681939711,2794.092448530198,2751.600686516201,2764.0372997885897,278572.0,-0.0011235955056176916,1.959387,0,119.0,0,2.5,0,1.7785451,0,40.4,1,1.8999999,0,1.6755034,0,1.7727584,0,1.6451298,0,0.0,0,48.5,1,46.9,1,-11.599998,1,,0,5.6,0,-0.30303168,1,0.0,0,,0,-2.9212706,1,0
2022-08-02,2756.7826087130275,2784.7649885759065,2739.16407324381,2781.6558352578077,305623.0,0.006374203224596586,1.9360176,0,119.0,0,2.5,0,1.7603103,0,40.4,0,1.8999999,0,1.6595975,0,1.7687305,0,1.6295183,0,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,5.6,0,-0.29798374,0,0.0,0,,0,-2.861033,0,0
2022-08-03,2777.5102975003438,2802.383524045124,2766.1100686673203,2782.692219697173,237674.0,0.0003725782414305545,1.9132433,0,119.0,0,2.5,0,1.7424648,0,40.4,0,1.8999999,0,1.6440006,0,1.7647232,0,1.6141924,0,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,5.6,0,-0.29292223,0,0.0,0,,0,-2.8038836,0,0
2022-08-04,2786.837757454636,2787.874141894003,2744.34599544064,2754.7098398342973,202411.0,-0.010055865921787421,1.8910369,0,119.0,0,2.5,0,1.7249941,0,40.4,0,1.8999999,0,1.6287024,0,1.7607361,0,1.5991424,0,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,5.6,0,-0.2878465,0,0.0,0,,0,-2.7495587,0,0
2022-08-05,2758.8553775917608,2787.874141894003,2757.8189931523943,2785.8013730152707,302865.0,0.011286681715575453,1.869373,0,119.0,0,2.5,0,1.7078841,0,40.4,0,1.8999999,0,1.6136928,0,1.7567693,0,1.5843594,0,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,5.6,0,-0.28275594,0,0.0,0,,0,-2.6978245,0,0
2022-08-08,2783.7286041365405,2792.019679651466,2751.600686516201,2782.692219697173,292999.0,-0.0011160714285715079,1.8482279,0,119.0,0,2.5,0,1.6911217,0,40.4,0,1.8999999,0,1.5989625,0,1.7528224,0,1.5698341,0,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,5.6,0,-0.27764985,0,0.0,0,,0,-2.6484745,0,0
2022-08-09,2782.692219697173,2813.783752878149,2772.3283753035157,2803.419908484489,246499.0,0.007448789571694592,1.8275791,0,119.0,0,2.5,0,1.6746945,0,40.4,0,1.8999999,0,1.5845026,0,1.7488953,0,1.5555583,0,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,5.6,0,-0.2725276,0,0.0,0,,0,-2.6013234,0,0
2022-08-10,2808.601830681319,2833.475057226098,2808.601830681319,2821.038443953708,254204.0,0.0062846580406654695,1.8074057,0,119.0,0,2.5,0,1.6585907,0,40.4,0,1.8999999,0,1.5703045,0,1.7449877,0,1.5415239,0,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,5.6,0,-0.26738846,0,0.0,0,,0,-2.5562067,0,0
2022-08-11,2826.2203661505373,2828.2931350292706,2788.910526333367,2805.4926773632233,159480.0,-0.005510653930932308,1.4621556,1,116.9,1,2.2000003,1,1.8612494,1,40.4,0,1.2000003,1,1.5563599,1,2.8333187,1,2.7327247,1,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,6.8,1,-0.26223174,0,3.4000015,1,,0,-2.5129755,0,1
2022-08-12,2805.4926773632233,2843.8389016197575,2805.4926773632233,2838.6569794229267,192782.0,0.011821204285185738,1.4488821,0,116.9,0,2.2000003,0,1.8415201,0,40.4,0,1.2000003,0,1.5426612,0,2.795383,0,2.6819692,0,0.0,0,48.5,0,46.9,0,-11.599998,0,,0,6.8,0,-0.2570567,0,3.4000015,0,,0,-2.4714966,0,0
