date,open,high,low,close,volume,returns,fac_Non_Mfg_PMI_Constr_Expectation_level,fac_Non_Mfg_PMI_Constr_Expectation_level_release,fac_PMI_level,fac_PMI_level_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_Non_Mfg_PMI_Constr_Expectation_diff,fac_Non_Mfg_PMI_Constr_Expectation_diff_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PPI_diff,fac_PPI_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_Non_Mfg_PMI_Constr_Expectation_zscore,fac_Non_Mfg_PMI_Constr_Expectation_zscore_release,fac_PPIRM_Fuel_Power_YoY_diff,fac_PPIRM_Fuel_Power_YoY_diff_release,fac_PMI_diff,fac_PMI_diff_release,fac_PPIRM_Fuel_Power_YoY_level,fac_PPIRM_Fuel_Power_YoY_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PPIRM_Fuel_Power_YoY_zscore,fac_PPIRM_Fuel_Power_YoY_zscore_release,fac_PPIRM_diff,fac_PPIRM_diff_release,any_effective_release
2018-09-10,6360.947480450671,6407.411669497062,6323.776129213561,6360.947480450671,222020.0,0.002930402930403586,65.8,0,52.2,0,,0,-0.5414463,0,1.7000046,0,0.017653761,0,-0.10000038,0,,0,,0,0.6425534,0,1.7999992,0,-0.5,0,9.9,0,-0.017161883,0,0.7694926,0,-0.10000038,0,0
2018-09-11,6347.008223736756,6351.654642641387,6254.079845643976,6258.726264548614,272716.0,-0.016070124178232392,65.8,0,52.2,0,,0,-0.53854895,0,1.7000046,0,-0.1711019,1,-0.2999997,1,,0,,0,0.6425534,0,-0.19999981,1,-0.5,0,9.7,1,-0.017829573,0,0.6917612,1,0.4000001,1,1
2018-09-12,6272.665521262524,6286.604777976446,6179.7371431697575,6268.019102357891,320114.0,0.0014847809948030921,65.8,0,52.2,0,,0,-0.54198664,0,1.7000046,0,-0.17188217,0,-0.2999997,0,,0,,0,0.6434297,0,-0.19999981,0,-0.5,0,9.7,0,-0.012377137,0,0.69435173,0,0.4000001,0,0
2018-09-13,6268.019102357891,6319.129710308915,6249.433426739337,6272.665521262524,207918.0,0.0007412898443281968,65.8,0,52.2,0,,0,-0.5454433,0,1.7000046,0,-0.17266285,0,-0.2999997,0,,0,,0,0.64430714,0,-0.19999981,0,-0.5,0,9.7,0,-0.006883822,0,0.696953,0,0.4000001,0,0
2018-09-14,6263.372683453253,6351.654642641387,6254.079845643976,6305.190453595007,244922.0,0.005185185185186958,65.8,0,52.2,0,,0,-0.5489192,0,1.7000046,0,-0.17344394,0,-0.2999997,0,,0,,0,0.6451857,0,-0.19999981,0,-0.5,0,9.7,0,-0.0013484119,0,0.699565,0,0.4000001,0,0
2018-09-17,6319.129710308915,6328.4225481181975,6161.151467551194,6207.615656597587,354110.0,-0.015475313190862594,65.8,0,52.2,0,,0,-0.5524145,0,1.7000046,0,-0.17422546,0,-0.2999997,0,,0,,0,0.6460654,0,-0.19999981,0,-0.5,0,9.7,0,0.0042303507,0,0.7021879,0,0.4000001,0,0
2018-09-18,6198.322818788305,6230.847751120782,6175.090724265114,6221.554913311501,167292.0,0.00224550898203546,65.8,0,52.2,0,,0,-0.55592954,0,1.7000046,0,-0.1750074,0,-0.2999997,0,,0,,0,0.6469462,0,-0.19999981,0,-0.5,0,9.7,0,0.009853768,0,0.70482177,0,0.4000001,0,0
2018-09-19,6221.554913311501,6249.433426739337,6189.029980979029,6202.969237692943,168866.0,-0.0029873039581780336,65.8,0,52.2,0,,0,-0.5594645,0,1.7000046,0,-0.17578976,0,-0.2999997,0,,0,,0,0.6478281,0,-0.19999981,0,-0.5,0,9.7,0,0.015523189,0,0.70746666,0,0.4000001,0,0
2018-09-20,6221.554913311501,6314.483291404275,6216.908494406862,6263.372683453253,245396.0,0.009737827715356362,65.8,0,52.2,0,,0,-0.56301975,0,1.7000046,0,-0.17454079,0,-0.2999997,0,,0,,0,0.64871114,0,-0.19999981,0,-0.5,0,9.7,0,0.021240009,0,0.71360135,0,0.4000001,0,0
2018-09-21,6277.311940167168,6319.129710308915,6249.433426739337,6291.251196881085,185822.0,0.004451038575667532,65.8,0,52.2,0,,0,-0.5665955,0,1.7000046,0,-0.17329216,0,-0.2999997,0,,0,,0,0.6495953,0,-0.19999981,0,-0.5,0,9.7,0,0.027005678,0,0.7198031,0,0.4000001,0,0
2018-09-25,6323.776129213561,6370.2403182599455,6263.372683453253,6268.019102357891,275536.0,-0.0036927621861151394,65.8,0,52.2,0,,0,-0.57019204,0,1.7000046,0,-0.17204385,0,-0.2999997,0,,0,,0,0.6504806,0,-0.19999981,0,-0.5,0,9.7,0,0.032821696,0,0.7260734,0,0.4000001,0,0
2018-09-26,6268.019102357891,6291.251196881085,6151.858629741921,6165.797886455837,341208.0,-0.016308376575240535,65.8,0,52.2,0,,0,-0.57380956,0,1.7000046,0,-0.17079584,0,-0.2999997,0,,0,,0,0.65136707,0,-0.19999981,0,-0.5,0,9.7,0,0.038689617,0,0.7324137,0,0.4000001,0,0
2018-09-27,6170.4443053604755,6212.262075502227,6142.56579193264,6179.7371431697575,184364.0,0.002260738507913196,65.8,0,52.2,0,,0,-0.5774485,0,1.7000046,0,-0.16954815,0,-0.2999997,0,,0,,0,0.65225464,0,-0.19999981,0,-0.5,0,9.7,0,0.044611067,0,0.73882574,0,0.4000001,0,0
2018-09-28,6133.272954123362,6268.019102357891,6096.101602886252,6244.7870078347,223576.0,0.010526315789473273,65.8,0,52.2,0,,0,-0.58110905,0,1.7000046,0,-0.16830076,0,-0.2999997,0,,0,,0,0.65314335,0,-0.19999981,0,-0.5,0,9.7,0,0.050587717,0,0.7453112,0,0.4000001,0,0
2018-10-08,6263.372683453253,6295.897615785725,6212.262075502227,6263.372683453253,154922.0,0.0029761904761900215,65.8,0,52.0,1,,0,-0.5847915,0,1.7000046,0,-0.16705368,0,-0.2999997,0,,0,,0,0.65403324,0,-0.19999981,0,-0.5,0,9.7,0,0.29931992,1,0.75187176,0,0.4000001,0,0
2018-10-09,6305.190453595007,6347.008223736756,6268.019102357891,6319.129710308915,325422.0,0.00890207715133462,65.8,0,52.0,0,,0,-0.58849615,0,1.7000046,0,-0.16580687,0,-0.2999997,0,,0,,0,0.6549243,0,-0.19999981,0,-0.5,0,9.7,0,0.30550864,0,0.7585092,0,0.4000001,0,0
2018-10-10,6323.776129213561,6412.058088401702,6277.311940167168,6393.4724127831405,432580.0,0.011764705882353566,65.1,1,52.0,0,,0,2.0814404,1,-0.7000046,1,-0.16456036,0,-0.2999997,0,,0,,0,0.12662807,1,-0.19999981,0,4.4000015,1,9.7,0,0.3117664,0,0.76522547,0,0.4000001,0,1
2018-10-11,6347.008223736756,6370.2403182599455,6212.262075502227,6240.140588930062,409802.0,-0.023982558139533983,65.1,0,52.0,0,,0,2.0568185,0,-0.7000046,0,-0.16331413,0,-0.2999997,0,,0,,0,0.12950742,0,-0.19999981,0,4.4000015,0,9.7,0,0.31809512,0,0.7720223,0,0.4000001,0,0
2018-10-12,6235.49417002542,6268.019102357891,6161.151467551194,6249.433426739337,253680.0,0.0014892032762467977,65.1,0,52.0,0,,0,2.032873,0,-0.7000046,0,-0.16206819,0,-0.2999997,0,,0,,0,0.13239539,0,-0.19999981,0,4.4000015,0,9.7,0,0.32449684,0,0.7789018,0,0.4000001,0,0
2018-10-15,6263.372683453253,6277.311940167168,6184.383562074397,6193.676399883664,211656.0,-0.00892193308550282,65.1,0,52.0,0,,0,2.0095732,0,-0.7000046,0,-0.1608225,0,-0.2999997,0,,0,,0,0.13529205,0,-0.19999981,0,4.4000015,0,9.7,0,0.3309737,0,0.78586596,0,0.4000001,0,0
2018-10-16,6184.383562074397,6193.676399883664,6017.112481507397,6049.637413839868,408606.0,-0.023255813953486748,65.1,0,52.0,0,,0,1.9868895,0,-0.7000046,0,-0.15957707,0,-0.2999997,0,,0,,0,0.13819756,0,-0.19999981,0,4.4000015,0,9.7,0,0.33752787,0,0.7929169,0,0.4000001,0,0
2018-10-17,6063.576670553774,6077.515927267696,5993.880386984201,6040.344576030583,250484.0,-0.0015360983102929993,65.1,0,52.0,0,,0,1.9647945,0,-0.7000046,0,-0.71999776,1,-0.9000001,1,,0,,0,0.14111201,0,-0.5,1,4.4000015,0,9.2,1,0.3441617,0,0.5862715,1,-0.2999997,1,1
2018-10-18,6007.819643698114,6068.223089458416,5952.062616842446,6007.819643698114,291808.0,-0.005384615384614766,65.1,0,52.0,0,,0,1.9432627,0,-0.7000046,0,-0.71581674,0,-0.9000001,0,,0,,0,0.14403553,0,-0.5,0,4.4000015,0,9.2,0,0.35087746,0,0.59375536,0,-0.2999997,0,0
2018-10-19,6012.46606260275,6026.405319316673,5891.659171082135,5896.305589986779,283842.0,-0.018561484918793836,65.1,0,52.0,0,,0,1.9247739,0,-0.7000046,0,-0.7116532,0,-0.9000001,0,,0,,0,0.15057427,0,-0.5,0,4.4000015,0,9.2,0,0.36258465,0,0.60134506,0,-0.2999997,0,0
2018-10-22,5905.598427796053,5998.526805888833,5896.305589986779,5984.587549174916,246148.0,0.014972419227738065,65.1,0,52.0,0,,0,1.9066734,0,-0.7000046,0,-0.70750684,0,-0.9000001,0,,0,,0,0.15718964,0,-0.5,0,4.4000015,0,9.2,0,0.37461495,0,0.6090438,0,-0.2999997,0,0
2018-10-23,5984.587549174916,6021.7589004120355,5966.0018735563635,6003.173224793475,185358.0,0.0031055900621124177,65.1,0,52.0,0,,0,1.888947,0,-0.7000046,0,-0.7033775,0,-0.9000001,0,,0,,0,0.16388421,0,-0.5,0,4.4000015,0,9.2,0,0.3869883,0,0.6168549,0,-0.2999997,0,0
2018-10-24,5970.648292461002,6035.698157125946,5952.062616842446,5993.880386984201,172730.0,-0.001547987616098423,65.1,0,52.0,0,,0,1.8715808,0,-0.7000046,0,-0.6992649,0,-0.9000001,0,,0,,0,0.17066069,0,-0.5,0,4.4000015,0,9.2,0,0.3997264,0,0.62478185,0,-0.2999997,0,0
2018-10-25,5966.0018735563635,5989.233968079555,5896.305589986779,5956.709035747082,244608.0,-0.006201550387598176,65.1,0,52.0,0,,0,1.854562,0,-0.7000046,0,-0.6951688,0,-0.9000001,0,,0,,0,0.17752184,0,-0.5,0,4.4000015,0,9.2,0,0.4128529,0,0.6328283,0,-0.2999997,0,0
2018-10-26,5989.233968079555,6040.344576030583,5956.709035747082,5993.880386984201,233486.0,0.006240249609985593,65.1,0,52.0,0,,0,1.8378782,0,-0.7000046,0,-0.691089,0,-0.9000001,0,,0,,0,0.18447062,0,-0.5,0,4.4000015,0,9.2,0,0.42639375,0,0.64099807,0,-0.2999997,0,0
2018-10-29,6017.112481507397,6077.515927267696,5984.587549174916,6017.112481507397,269028.0,0.003875968992248291,65.1,0,52.0,0,,0,1.8215178,0,-0.7000046,0,-0.68493456,0,-0.9000001,0,,0,,0,0.1915101,0,-0.5,0,4.4000015,0,9.2,0,0.44037732,0,0.64968735,0,-0.2999997,0,0
2018-10-30,6012.46606260275,6035.698157125946,5919.537684509966,5938.123360128534,241880.0,-0.01312741312741339,65.1,0,52.0,0,,0,1.8054695,0,-0.7000046,0,-0.67879754,0,-0.9000001,0,,0,,0,0.19864345,0,-0.5,0,4.4000015,0,9.2,0,0.45483488,0,0.6585222,0,-0.2999997,0,0
2018-10-31,5938.123360128534,5993.880386984201,5933.476941223895,5966.0018735563635,205506.0,0.004694835680750575,65.1,0,52.0,0,,0,1.7897228,0,-0.7000046,0,-0.67267704,0,-0.9000001,0,,0,,0,0.20587407,0,-0.5,0,4.4000015,0,9.2,0,0.46980086,0,0.6675076,0,-0.2999997,0,0
2018-11-01,5942.769779033173,5961.355454651718,5835.902144226471,5896.305589986779,392588.0,-0.011682242990654457,65.1,0,50.8,1,,0,1.7742677,0,-0.7000046,0,-0.6665724,0,-0.9000001,0,,0,,0,0.2132055,0,-0.5,0,4.4000015,0,9.2,0,0.019297712,1,0.6766489,0,-0.2999997,0,0
2018-11-02,5891.659171082135,5910.244846700695,5808.023630798638,5877.719914368223,239946.0,-0.0031520882584712417,65.1,0,50.8,0,,0,1.7590942,0,-0.7000046,0,-0.6604828,0,-0.9000001,0,,0,,0,0.22064142,0,-0.5,0,4.4000015,0,9.2,0,0.030485936,0,0.68595177,0,-0.2999997,0,0
2018-11-05,5882.36633327286,5896.305589986779,5826.609306417193,5849.8414009403905,231988.0,-0.004743083003952431,66.0,1,50.8,0,,0,2.0132365,1,0.9000015,1,-0.6544075,0,-0.9000001,0,,0,,0,0.96079916,1,-0.5,0,0.5,1,9.2,0,0.04203412,0,0.69542205,0,-0.2999997,0,1
2018-11-06,5859.134238749664,5863.780657654304,5775.498698466167,5803.377211894003,258796.0,-0.007942811755361046,66.0,0,50.8,0,,0,1.9920806,0,0.9000015,0,-0.6483457,0,-0.9000001,0,,0,,0,0.96837974,0,-0.5,0,0.5,0,9.2,0,0.05397322,0,0.70506585,0,-0.2999997,0,0
2018-11-07,5784.791536275445,5840.54856313111,5775.498698466167,5812.670049703276,160976.0,0.0016012810248189346,66.0,0,50.8,0,,0,1.9714205,0,0.9000015,0,-0.64229673,0,-0.9000001,0,,0,,0,0.97605926,0,-0.5,0,0.5,0,9.2,0,0.06633812,0,0.71488965,0,-0.2999997,0,0
2018-11-08,5817.316468607919,5835.902144226471,5784.791536275445,5812.670049703276,152044.0,0.0,66.0,0,50.8,0,,0,1.9512361,0,0.9000015,0,-0.63625973,0,-0.9000001,0,,0,,0,0.98384017,0,-0.5,0,0.5,0,9.2,0,0.079168275,0,0.72490036,0,-0.2999997,0,0
2018-11-09,5808.023630798638,5863.780657654304,5794.084374084723,5826.609306417193,200362.0,0.0023980815347721673,66.0,0,50.8,0,,0,1.9315081,0,0.9000015,0,-0.63023394,0,-0.9000001,0,,0,,0,0.99172515,0,-0.5,0,0.5,0,9.2,0,0.09250856,0,0.7351052,0,-0.2999997,0,0
2018-11-12,5835.902144226471,5928.830522319249,5831.255725321835,5859.134238749664,296212.0,0.005582137161084466,66.0,0,50.8,0,,0,1.9122181,0,0.9000015,0,-1.1933273,1,-0.9000001,1,,0,,0,0.99971676,0,0.19999981,1,0.5,0,9.4,1,0.106410265,0,0.84089845,1,-0.5,1,1
2018-11-13,5854.487819845027,5896.305589986779,5840.54856313111,5877.719914368223,141974.0,0.0031720856463128833,66.0,0,50.8,0,,0,1.8906013,0,0.9000015,0,-1.1840932,0,-0.9000001,0,,0,,0,0.992054,0,0.19999981,0,0.5,0,9.4,0,0.11333577,0,0.8515558,0,-0.5,0,0
2018-11-14,5831.255725321835,5919.537684509966,5808.023630798638,5905.598427796053,304028.0,0.004743083003952098,66.0,0,50.8,0,,0,1.869507,0,0.9000015,0,-1.1749645,0,-0.9000001,0,,0,,0,0.9844546,0,0.19999981,0,0.5,0,9.4,0,0.12034996,0,0.86242545,0,-0.5,0,0
2018-11-15,5924.184103414611,5984.587549174916,5905.598427796053,5979.941130270279,238238.0,0.012588512981904554,66.0,0,50.8,0,,0,1.8489127,0,0.9000015,0,-1.165939,0,-0.9000001,0,,0,,0,0.9769172,0,0.19999981,0,0.5,0,9.4,0,0.12745611,0,0.8735158,0,-0.5,0,0
2018-11-16,5998.526805888833,6031.051738221305,5966.0018735563635,6026.405319316673,193264.0,0.007770007770008469,66.0,0,50.8,0,,0,1.8287977,0,0.9000015,0,-1.1570144,0,-0.9000001,0,,0,,0,0.96944076,0,0.19999981,0,0.5,0,9.4,0,0.13465767,0,0.88483554,0,-0.5,0,0
2018-11-19,6063.576670553774,6063.576670553774,5947.416197937806,5956.709035747082,195426.0,-0.0115651503469556,66.0,0,50.8,0,,0,1.8091419,0,0.9000015,0,-1.1481885,0,-0.9000001,0,,0,,0,0.962024,0,0.19999981,0,0.5,0,9.4,0,0.14195827,0,0.896394,0,-0.5,0,0
2018-11-20,5956.709035747082,6017.112481507397,5914.891265605332,5924.184103414611,285012.0,-0.005460218408736228,66.0,0,50.8,0,,0,1.7899266,0,0.9000015,0,-1.1394593,0,-0.9000001,0,,0,,0,0.9546657,0,0.19999981,0,0.5,0,9.4,0,0.14936173,0,0.908201,0,-0.5,0,0
2018-11-21,5812.670049703276,5970.648292461002,5756.9130228476115,5952.062616842446,296796.0,0.004705882352941337,66.0,0,50.8,0,,0,1.7711344,0,0.9000015,0,-1.1308249,0,-0.9000001,0,,0,,0,0.9473648,0,0.19999981,0,0.5,0,9.4,0,0.15687206,0,0.92026687,0,-0.5,0,0
2018-11-22,5947.416197937806,5966.0018735563635,5882.36633327286,5891.659171082135,163634.0,-0.01014832162373236,66.0,0,50.8,0,,0,1.7527484,0,0.9000015,0,-1.1237245,0,-0.9000001,0,,0,,0,0.9401203,0,0.19999981,0,0.5,0,9.4,0,0.16449349,0,0.9254143,0,-0.5,0,0
2018-11-23,5868.427076558945,5942.769779033173,5863.780657654304,5882.36633327286,207734.0,-0.0015772870662454919,66.0,0,50.8,0,,0,1.7347529,0,0.9000015,0,-1.11674,0,-0.9000001,0,,0,,0,0.932931,0,0.19999981,0,0.5,0,9.4,0,0.17223045,0,0.9306062,0,-0.5,0,0
2018-11-26,5821.9628875125545,6012.46606260275,5821.9628875125545,5993.880386984201,345302.0,0.018957345971565287,66.0,0,50.8,0,,0,1.7171332,0,0.9000015,0,-1.1098721,0,-0.9000001,0,,0,,0,0.92579603,0,0.19999981,0,0.5,0,9.4,0,0.18008769,0,0.9358432,0,-0.5,0,0
2018-11-27,6021.7589004120355,6035.698157125946,5882.36633327286,5933.476941223895,279944.0,-0.010077519379845024,66.0,0,50.8,0,,0,1.699875,0,0.9000015,0,-1.1031212,0,-0.9000001,0,,0,,0,0.9187143,0,0.19999981,0,0.5,0,9.4,0,0.18807012,0,0.94112617,0,-0.5,0,0
2018-11-28,5989.233968079555,6003.173224793475,5914.891265605332,5989.233968079555,202608.0,0.009397024275644927,66.0,0,50.8,0,,0,1.6829649,0,0.9000015,0,-1.0964882,0,-0.9000001,0,,0,,0,0.91168493,0,0.19999981,0,0.5,0,9.4,0,0.19618301,0,0.9464559,0,-0.5,0,0
2018-11-29,5966.0018735563635,6021.7589004120355,5952.062616842446,6012.46606260275,171990.0,0.0038789759503492505,66.0,0,50.8,0,,0,1.6663904,0,0.9000015,0,-1.0899743,0,-0.9000001,0,,0,,0,0.9047069,0,0.19999981,0,0.5,0,9.4,0,0.20443192,0,0.9518332,0,-0.5,0,0
2018-11-30,6035.698157125946,6049.637413839868,5998.526805888833,6035.698157125946,150838.0,0.003863987635239763,66.0,0,50.8,0,,0,1.6501395,0,0.9000015,0,-1.0835806,0,-0.9000001,0,,0,,0,0.89777946,0,0.19999981,0,0.5,0,9.4,0,0.21282274,0,0.9572588,0,-0.5,0,0
2018-12-03,6156.505048646559,6221.554913311501,6012.46606260275,6114.687278504809,312842.0,0.013086989992302067,66.0,0,50.4,1,,0,1.6342003,0,0.9000015,0,-1.0773085,0,-0.9000001,0,,0,,0,0.89090174,0,0.19999981,0,0.5,0,9.4,0,-2.2363017,1,0.9627337,0,-0.5,0,0
2018-12-04,6110.040859600165,6175.090724265114,6063.576670553774,6156.505048646559,185322.0,0.006838905775075954,66.0,0,50.4,0,,0,1.6185625,0,0.9000015,0,-1.07116,0,-0.9000001,0,,0,,0,0.88407284,0,0.19999981,0,0.5,0,9.4,0,-2.2148182,0,0.9682587,0,-0.5,0,0
2018-12-05,6133.272954123362,6170.4443053604755,6110.040859600165,6170.4443053604755,132108.0,0.0022641509433962703,66.0,0,50.4,0,,0,1.6032155,0,0.9000015,0,-1.0651369,0,-0.9000001,0,,0,,0,0.87729204,0,0.19999981,0,0.5,0,9.4,0,-2.1940439,0,0.9738347,0,-0.5,0,0
2018-12-06,6170.4443053604755,6184.383562074397,6128.626535218721,6151.858629741921,153238.0,-0.0030120481927710108,66.0,0,50.4,0,,0,1.5881493,0,0.9000015,0,-1.0592418,0,-0.9000001,0,,0,,0,0.8705585,0,0.19999981,0,0.5,0,9.4,0,-2.1739533,0,0.9794626,0,-0.5,0,0
2018-12-07,6161.151467551194,6165.797886455837,6086.808765076975,6100.748021790889,118606.0,-0.008308157099698454,66.0,0,50.4,0,,0,1.5733547,0,0.9000015,0,-1.0534769,0,-0.9000001,0,,0,,0,0.86387163,0,0.19999981,0,0.5,0,9.4,0,-2.1545236,0,0.9851434,0,-0.5,0,0
2018-12-10,6086.808765076975,6123.98011631409,5975.294711365638,6072.869508363058,145478.0,-0.004569687738004036,68.3,1,50.4,0,,0,-0.68021697,1,2.300003,1,-2.5217252,1,-2.1999998,1,,0,,0,2.8339138,1,-1.4999995,1,-4.6000023,1,7.9,1,-2.1357336,0,0.20520107,1,-2.1000001,1,1
2018-12-11,6068.223089458416,6077.515927267696,6003.173224793475,6026.405319316673,43650.0,-0.007651109410863999,68.3,0,50.4,0,,0,-0.68270844,0,2.300003,0,-2.4939132,0,-2.1999998,0,,0,,0,2.7864704,0,-1.4999995,0,-4.6000023,0,7.9,0,-2.1175642,0,0.21195698,0,-2.1000001,0,0
2018-12-12,6035.698157125946,6058.930251649139,5998.526805888833,6017.112481507397,23098.0,-0.0015420200462602507,68.3,0,50.4,0,,0,-0.68520975,0,2.300003,0,-2.4671636,0,-2.1999998,0,,0,,0,2.7411397,0,-1.4999995,0,-4.6000023,0,7.9,0,-2.0999975,0,0.21879752,0,-2.1000001,0,0
2018-12-13,6003.173224793475,6058.930251649139,5998.526805888833,6049.637413839868,21788.0,0.005405405405405128,68.3,0,50.4,0,,0,-0.6877209,0,2.300003,0,-2.4414291,0,-2.1999998,0,,0,,0,2.6977706,0,-1.4999995,0,-4.6000023,0,7.9,0,-2.0734694,0,0.22572556,0,-2.1000001,0,0
2018-12-14,6082.1623461723375,6091.455183981614,6035.698157125946,6049.637413839868,12914.0,0.0,68.3,0,50.4,0,,0,-0.69024205,0,2.300003,0,-2.4166663,0,-2.1999998,0,,0,,0,2.656227,0,-1.4999995,0,-4.6000023,0,7.9,0,-2.0476933,0,0.23274407,0,-2.1000001,0,0
2018-12-17,6044.990994935223,6091.455183981614,6035.698157125946,6077.515927267696,12036.0,0.004608294930874557,68.3,0,50.4,0,,0,-0.69277334,0,2.300003,0,-2.3928359,0,-2.1999998,0,,0,,0,2.616387,0,-1.4999995,0,-4.6000023,0,7.9,0,-2.022632,0,0.23985612,0,-2.1000001,0,0
2018-12-18,6054.283832744498,6110.040859600165,6044.990994935223,6091.455183981614,10996.0,0.002293577981651751,68.3,0,50.4,0,,0,-0.69531476,0,2.300003,0,-2.3699014,0,-2.1999998,0,,0,,0,2.5781384,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.9982508,0,0.247065,0,-2.1000001,0,0
2018-12-19,6058.930251649139,6156.505048646559,6058.930251649139,6147.212210837275,15938.0,0.009153318077802286,68.3,0,50.4,0,,0,-0.69786644,0,2.300003,0,-2.34783,0,-2.1999998,0,,0,,0,2.541381,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.9745176,0,0.2543741,0,-2.1000001,0,0
2018-12-20,6133.272954123362,6151.858629741921,6123.98011631409,6137.919373027999,6478.0,-0.0015117157974297024,68.3,0,50.4,0,,0,-0.7004284,0,2.300003,0,-2.3265915,0,-2.1999998,0,,0,,0,2.5060222,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.9514021,0,0.26178694,0,-2.1000001,0,0
2018-12-21,6110.040859600165,6175.090724265114,6110.040859600165,6137.919373027999,6162.0,0.0,68.3,0,50.4,0,,0,-0.7030009,0,2.300003,0,-2.3004465,0,-2.1999998,0,,0,,0,2.4719787,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.9288762,0,0.2620223,0,-2.1000001,0,0
2018-12-24,6110.040859600165,6161.151467551194,6110.040859600165,6147.212210837275,4994.0,0.0015140045420132253,68.3,0,50.4,0,,0,-0.7055839,0,2.300003,0,-2.2751622,0,-2.1999998,0,,0,,0,2.4391735,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.9069133,0,0.2622577,0,-2.1000001,0,0
2018-12-25,6123.98011631409,6133.272954123362,6091.455183981614,6114.687278504809,6004.0,-0.005291005291004236,68.3,0,50.4,0,,0,-0.7081775,0,2.300003,0,-2.2507002,0,-2.1999998,0,,0,,0,2.4075365,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.8854887,0,0.26249313,0,-2.1000001,0,0
2018-12-26,6072.869508363058,6216.908494406862,6072.869508363058,6165.797886455837,7276.0,0.008358662613981771,68.3,0,50.4,0,,0,-0.7107818,0,2.300003,0,-2.2270243,0,-2.1999998,0,,0,,0,2.3770032,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.8645792,0,0.26272863,0,-2.1000001,0,0
2018-12-27,6272.665521262524,6272.665521262524,6156.505048646559,6175.090724265114,3530.0,0.0015071590052748718,68.3,0,50.4,0,,0,-0.71339697,0,2.300003,0,-2.204101,0,-2.1999998,0,,0,,0,2.3475142,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.8441627,0,0.26296416,0,-2.1000001,0,0
2018-12-28,6237.0849843140695,6237.0849843140695,6237.0849843140695,6237.0849843140695,0.0,0.010039408782343662,68.3,0,50.4,0,,0,-0.716023,0,2.300003,0,-2.1818995,0,-2.1999998,0,,0,,0,2.319015,0,-1.4999995,0,-4.6000023,0,7.9,0,-1.8242188,0,0.26319972,0,-2.1000001,0,0
2019-01-02,6212.872697884282,6212.872697884282,6212.872697884282,6212.872697884282,0.0,-0.0038819875776391344,64.5,1,49.7,1,,0,0.9259954,1,-3.800003,1,-2.1603916,0,-2.1999998,0,,0,,0,-0.6449583,1,-1.4999995,0,3.2999992,1,7.9,0,-3.3611631,1,0.26343533,0,-2.1000001,0,1
2019-01-03,6222.557612456193,6222.557612456193,6222.557612456193,6222.557612456193,0.0,0.0015588464536233637,64.5,0,49.7,0,,0,0.9186343,0,-3.800003,0,-2.1395504,0,-2.1999998,0,,0,,0,-0.6520481,0,-1.4999995,0,3.2999992,0,7.9,0,-3.2776196,0,0.263671,0,-2.1000001,0,0
2019-01-04,6222.557612456193,6222.557612456193,6222.557612456193,6222.557612456193,0.0,0.0,64.5,0,49.7,0,,0,0.9113222,0,-3.800003,0,-2.1193514,0,-2.1999998,0,,0,,0,-0.65923077,0,-1.4999995,0,3.2999992,0,7.9,0,-3.1994164,0,0.26390672,0,-2.1000001,0,0
2019-01-07,6222.557612456193,6222.557612456193,6222.557612456193,6222.557612456193,0.0,0.0,64.5,0,49.7,0,,0,0.90405786,0,-3.800003,0,-2.0997717,0,-2.1999998,0,,0,,0,-0.6665088,0,-1.4999995,0,3.2999992,0,7.9,0,-3.1259959,0,0.26414245,0,-2.1000001,0,0
2019-01-08,6212.872697884282,6212.872697884282,6212.872697884282,6212.872697884282,0.0,-0.0015564202334621413,64.5,0,49.7,0,,0,0.8968402,0,-3.800003,0,-2.0807903,0,-2.1999998,0,,0,,0,-0.67388487,0,-1.4999995,0,3.2999992,0,7.9,0,-3.0568786,0,0.26437825,0,-2.1000001,0,0
2019-01-09,6212.872697884282,6212.872697884282,6212.872697884282,6212.872697884282,0.0,0.0,64.5,0,49.7,0,,0,0.88966805,0,-3.800003,0,-2.062388,0,-2.1999998,0,,0,,0,-0.68136173,0,-1.4999995,0,3.2999992,0,7.9,0,-2.99165,0,0.2646141,0,-2.1000001,0,0
