date,open,high,low,close,volume,returns,fac_Non_Mfg_PMI_Constr_Expectation_level,fac_Non_Mfg_PMI_Constr_Expectation_level_release,fac_PMI_level,fac_PMI_level_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_Non_Mfg_PMI_Constr_Expectation_diff,fac_Non_Mfg_PMI_Constr_Expectation_diff_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PPI_diff,fac_PPI_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_Non_Mfg_PMI_Constr_Expectation_zscore,fac_Non_Mfg_PMI_Constr_Expectation_zscore_release,fac_PPIRM_Fuel_Power_YoY_diff,fac_PPIRM_Fuel_Power_YoY_diff_release,fac_PMI_diff,fac_PMI_diff_release,fac_PPIRM_Fuel_Power_YoY_level,fac_PPIRM_Fuel_Power_YoY_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PPIRM_Fuel_Power_YoY_zscore,fac_PPIRM_Fuel_Power_YoY_zscore_release,fac_PPIRM_diff,fac_PPIRM_diff_release,any_effective_release
2016-03-01,4002.772423862712,4033.8016674585465,3991.136457514275,4022.165701110109,14746.0,0.007774538386782881,,0,49.5,0,,0,,0,,0,,0,0.5999999,0,,0,,0,,0,0.3000002,0,,0,-10.7,0,,0,,0,1.3000002,0,0
2016-03-02,4022.165701110109,4022.165701110109,3995.015112963753,4014.4083902111515,11728.0,-0.0019286403085820858,,0,48.6,1,,0,,0,,0,,0,0.5999999,0,,0,,0,,0,0.3000002,0,,0,-10.7,0,,1,,0,1.3000002,0,0
2016-03-03,4014.4083902111515,4049.316289256464,4006.651079312191,4033.8016674585465,19012.0,0.004830917874395713,,0,48.6,0,,0,,0,,0,,0,0.5999999,0,,0,,0,,0,0.3000002,0,,0,-10.7,0,,0,,0,1.3000002,0,0
2016-03-04,4029.923012009069,4084.224188301775,4029.923012009069,4057.073600155423,18894.0,0.005769230769230749,,0,48.6,0,,0,,0,,0,,0,0.5999999,0,,0,,0,,0,0.3000002,0,,0,-10.7,0,,0,,0,1.3000002,0,0
2016-03-07,4196.705196336678,4204.4625072356375,4111.374776448133,4119.132087347092,26136.0,0.015296367112810572,,0,48.6,0,,0,,0,,0,,0,0.5999999,0,,0,,0,,0,0.3000002,0,,0,-10.7,0,,0,,0,1.3000002,0,0
2016-03-08,4188.947885437723,4188.947885437723,4037.680322908023,4064.8309110543837,34886.0,-0.013182674199622713,,0,48.6,0,,0,,0,,0,,0,0.5999999,0,,0,,0,,0,0.3000002,0,,0,-10.7,0,,0,,0,1.3000002,0,0
2016-03-09,3995.015112963753,4115.253431897612,3979.5004911658334,4111.374776448133,25118.0,0.0114503816793885,,0,48.6,0,,0,,0,,0,,0,0.5999999,0,,0,,0,,0,0.3000002,0,,0,-10.7,0,,0,,0,1.3000002,0,0
2016-03-10,4126.889398246049,4142.4040200439695,4064.8309110543837,4072.5882219533405,14494.0,-0.00943396226415072,,0,48.6,0,,0,,0,,0,,0,0.5999999,0,,0,,0,,0,0.3000002,0,,0,-10.7,0,,0,,0,1.3000002,0,0
2016-03-11,4080.3455328522964,4111.374776448133,4060.9522556048987,4080.3455328522964,13596.0,0.0019047619047611875,,0,48.6,0,,0,,0,,0,,1,0.4000001,1,,0,,0,,0,0.6999998,1,,0,-10.0,1,,0,,1,0.5999999,1,1
2016-03-14,4080.3455328522964,4126.889398246049,4080.3455328522964,4103.617465549174,24014.0,0.0057034220532323765,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-15,4123.010742796572,4130.768053695529,4068.709566503862,4084.224188301775,15024.0,-0.004725897920605404,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-16,4091.981499200736,4173.433263639802,4091.981499200736,4169.55460819032,17996.0,0.02089268755935403,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-17,4188.947885437723,4285.914271674706,4188.947885437723,4247.127717179912,34488.0,0.018604651162791752,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-18,4266.520994427309,4297.5502380231455,4254.88502807887,4293.671582573661,20812.0,0.01095890410958833,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-21,4278.156960775744,4285.914271674706,4247.127717179912,4258.763683528354,11094.0,-0.008130081300811387,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-22,4274.278305326266,4278.156960775744,4196.705196336678,4208.341162685119,12030.0,-0.011839708561020679,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-23,4212.2198181345975,4251.00637262939,4204.4625072356375,4223.855784483033,8152.0,0.0036866359446996455,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-24,4173.433263639802,4188.947885437723,4111.374776448133,4119.132087347092,16504.0,-0.02479338842975154,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-25,4146.282675493448,4177.311919089284,4064.8309110543837,4103.617465549174,14134.0,-0.0037664783427496795,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-28,4119.132087347092,4130.768053695529,4072.5882219533405,4072.5882219533405,9078.0,-0.007561436672967492,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-29,4080.3455328522964,4088.1028437512546,4037.680322908023,4041.5589783575047,6468.0,-0.007619047619047858,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-30,4045.437633806985,4142.4040200439695,4041.5589783575047,4130.768053695529,4758.0,0.022072936660268327,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-03-31,4123.010742796572,4142.4040200439695,4076.4668774028178,4119.132087347092,6280.0,-0.0028169014084502564,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-04-01,4130.768053695529,4173.433263639802,4126.889398246049,4154.039986392405,3940.0,0.008474576271185974,,0,48.6,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-04-05,4115.253431897612,4157.918641841885,4103.617465549174,4142.4040200439695,1766.0,-0.0028011204481785956,,0,51.4,1,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,1,,0,0.5999999,0,0
2016-04-06,4150.161330942929,4150.161330942929,4076.4668774028178,4088.1028437512546,1380.0,-0.013108614232210658,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-04-07,4099.738810099693,4146.282675493448,4091.981499200736,4134.646709145011,4154.0,0.011385199240987687,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-04-08,4088.1028437512546,4115.253431897612,4076.4668774028178,4091.981499200736,4346.0,-0.0103189493433401,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-04-11,4146.282675493448,4146.282675493448,4084.224188301775,4091.981499200736,1670.0,0.0,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,0.6999998,0,,0,-10.0,0,,0,,0,0.5999999,0,0
2016-04-12,4099.738810099693,4107.496120998651,4072.5882219533405,4107.496120998651,1426.0,0.0037914691943123913,,0,51.4,0,,0,,0,,0,,1,0.4000001,1,,0,,0,,0,-0.42469978,1,,0,-10.4247,1,,0,,1,0.8161998,1,1
2016-04-13,4150.161330942929,4150.161330942929,4060.9522556048987,4060.9522556048987,2254.0,-0.011331444759206888,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-14,4053.1949447059433,4095.860154650215,4033.8016674585465,4095.860154650215,996.0,0.008595988538682375,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-15,4095.860154650215,4103.617465549174,4068.709566503862,4088.1028437512546,610.0,-0.0018939393939397808,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-18,4033.8016674585465,4091.981499200736,4033.8016674585465,4091.981499200736,2040.0,0.0009487666034160291,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-19,4099.738810099693,4099.738810099693,4080.3455328522964,4084.224188301775,2044.0,-0.0018957345971569728,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-20,4095.860154650215,4123.010742796572,4091.981499200736,4103.617465549174,2686.0,0.004748338081671966,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-21,4126.889398246049,4258.763683528354,4111.374776448133,4169.55460819032,2524.0,0.016068052930055865,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-22,4146.282675493448,4181.19057453876,4099.738810099693,4150.161330942929,590.0,-0.004651162790696217,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-25,4138.52536459449,4219.9771290335575,4138.52536459449,4204.4625072356375,400.0,0.013084112149531979,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-26,4157.918641841885,4282.035616225228,4157.918641841885,4200.583851786156,896.0,-0.000922509225092849,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-27,4243.249061730434,4266.520994427309,4037.680322908023,4192.826540887201,1012.0,-0.0018467220683276997,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-28,4266.520994427309,4351.851414315856,4130.768053695529,4278.156960775744,240.0,0.020351526364476458,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-04-29,4291.2587720013635,4291.2587720013635,4222.695426959989,4263.026806396089,21122.0,-0.0035366057202611545,,0,51.4,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-05-03,4238.827978734432,4250.927392565263,4137.999530144173,4162.198357805834,35740.0,-0.023651844843897263,,0,51.0,1,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,1,,0,0.8161998,0,0
2016-05-04,4154.132081918612,4154.132081918612,4093.635012764454,4097.668150708064,35054.0,-0.015503875968993608,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-05-05,4113.800702482509,4121.866978369728,4073.4693230464063,4077.502460990015,21260.0,-0.00492125984251901,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-05-06,4037.171081553912,4125.900116313342,4033.1379436103016,4097.668150708064,32938.0,0.004945598417407826,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-05-09,4129.933254256953,4129.933254256953,4049.2704953847424,4065.403047159184,22816.0,-0.007874015748030816,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-05-10,4045.237357441135,4105.734426595289,4033.1379436103016,4077.502460990015,19524.0,0.0029761904761904656,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,-0.42469978,0,,0,-10.4247,0,,0,,0,0.8161998,0,0
2016-05-11,4089.601874820847,4109.7675645389,4081.535598933625,4101.701288651679,12520.0,0.005934718100890635,,0,51.0,0,,0,,0,,0,,1,0.4000001,1,,0,,0,,0,1.0199995,1,,0,-9.4047,1,,0,,1,0.4330001,1,1
2016-05-12,4113.800702482509,4121.866978369728,4085.568736877236,4109.7675645389,14730.0,0.00196656833824993,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-13,4069.4361851027948,4097.668150708064,4049.2704953847424,4089.601874820847,21570.0,-0.004906771344455718,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-16,4089.601874820847,4101.701288651679,4061.3699092155753,4069.4361851027948,15378.0,-0.004930966469428255,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-17,4089.601874820847,4097.668150708064,4073.4693230464063,4081.535598933625,11562.0,0.0029732408325071624,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-18,4089.601874820847,4150.098943974998,4089.601874820847,4105.734426595289,28736.0,0.005928853754941121,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-19,4089.601874820847,4150.098943974998,4085.568736877236,4150.098943974998,25586.0,0.010805500982317362,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-20,4170.264633693053,4210.596013129156,4133.96639220056,4202.529737241933,31272.0,0.012633624878523042,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-23,4166.231495749444,4218.662289016377,4129.933254256953,4154.132081918612,40374.0,-0.011516314779269954,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-24,4146.06580603139,4170.264633693053,4109.7675645389,4109.7675645389,24540.0,-0.010679611650485143,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-25,4129.933254256953,4146.06580603139,4109.7675645389,4121.866978369728,19218.0,0.002944062806672365,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-26,4125.900116313342,4154.132081918612,4089.601874820847,4109.7675645389,21948.0,-0.002935420743639172,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-27,4093.635012764454,4113.800702482509,4065.403047159184,4069.4361851027948,24910.0,-0.009813542688911214,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-30,4073.4693230464063,4150.098943974998,4037.171081553912,4137.999530144173,26250.0,0.01684836471754303,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-05-31,4129.933254256953,4174.297771636661,4129.933254256953,4158.165219862225,21858.0,0.004873294346978696,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-06-01,4146.06580603139,4182.364047523885,4137.999530144173,4178.330909580273,23064.0,0.004849660523762456,,0,51.0,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-06-02,4194.463461354714,4194.463461354714,4137.999530144173,4170.264633693053,21354.0,-0.0019305019305019266,,0,50.7,1,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,1,,0,0.4330001,0,0
2016-06-03,4178.330909580273,4186.397185467494,4154.132081918612,4154.132081918612,17600.0,-0.003868471953578201,,0,50.7,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
2016-06-06,4158.165219862225,4178.330909580273,4146.06580603139,4158.165219862225,16058.0,0.0009708737864084771,,0,50.7,0,,0,,0,,0,,0,0.4000001,0,,0,,0,,0,1.0199995,0,,0,-9.4047,0,,0,,0,0.4330001,0,0
