date,open,high,low,close,volume,returns,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_CPI_=100_zscore,fac_CPI_=100_zscore_release,fac_CPI_=100_level,fac_CPI_=100_level_release,fac_CPI_=100_diff,fac_CPI_=100_diff_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PPI_diff,fac_PPI_diff_release,fac_CPI_level,fac_CPI_level_release,fac_CPI_zscore,fac_CPI_zscore_release,any_effective_release
2016-01-04,20455.308448757572,20614.122955347302,20048.743311887858,20252.02588032272,148346.0,0.0,,1,,0,,0,,0,,1,,0,,0,,0,1
2016-01-05,20328.25684348578,20645.885856665256,20277.436201377073,20595.065214556536,143768.0,0.016938519447929457,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-06,20645.885856665256,20734.821980355508,20461.66102902117,20614.122955347302,133096.0,0.0009253547193088796,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-07,20684.001338246795,20849.1684251001,20499.776510602696,20671.2961777196,183916.0,0.0027734976887516805,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-08,20741.174560619085,20823.758104045755,20588.712634292955,20607.770375083714,119766.0,-0.003073140749845993,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-11,20747.527140882685,20772.93746193704,20360.01974480373,20410.84038691245,150570.0,-0.009556103575832142,,0,,1,111.7501,1,,1,,0,,1,0.03,1,,0,1
2016-01-12,20391.782646121683,20487.071350075523,20169.44233689605,20232.968139531942,108186.0,-0.008714596949891407,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-13,20347.314584276563,20379.077485594513,19832.75558292582,19972.512348724784,242170.0,-0.012872841444269811,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-14,19972.512348724784,20099.563953996567,19896.28138556171,20042.390731624266,128878.0,0.003498727735368856,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-15,20105.916534260166,20169.44233689605,19915.339126352486,19978.864928988372,111496.0,-0.0031695721077654726,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-18,20067.80105267863,20620.475535610884,20004.275250042734,20569.65489350217,210202.0,0.029570747217805726,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-19,20620.475535610884,20709.41165930114,20474.36618954834,20620.475535610884,105862.0,0.002470660901791044,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-20,20620.475535610884,20734.821980355508,20493.423930339108,20620.475535610884,109090.0,0.0,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-21,20645.885856665256,21122.32937643445,20550.597152711412,21046.09841327138,322476.0,0.020640788662970255,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-22,21166.797438279576,21541.59967383135,21033.3932527442,21084.213894852906,290242.0,0.001811047389072895,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-25,21065.156154062155,21077.86131458933,20709.41165930114,20772.93746193704,180690.0,-0.014763482976799858,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-26,20753.87972114627,20868.22616589089,20582.360054029352,20658.591017192426,135338.0,-0.005504587155963581,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-27,20684.001338246795,20887.283906681652,20620.475535610884,20798.3477829914,161964.0,0.00676506765067697,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-28,20817.405523782163,20912.694227736,20410.84038691245,20436.250707966807,194780.0,-0.017409896151496795,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
2016-01-29,20391.782646121683,20518.834251393466,20258.37846058631,20417.19296717603,109998.0,-0.0009325458501714401,,0,,0,111.7501,0,,0,,0,,0,0.03,0,,0,0
