date,open,high,low,close,volume,returns,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_CPI_diff,fac_CPI_diff_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_GDP_Cumulative_YoY_zscore,fac_GDP_Cumulative_YoY_zscore_release,fac_Macro_Factor_diff,fac_Macro_Factor_diff_release,fac_PMI_level,fac_PMI_level_release,fac_Macro_Factor_level,fac_Macro_Factor_level_release,fac_CPI_PPI_level,fac_CPI_PPI_level_release,fac_PPI_level,fac_PPI_level_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_CPI_=100_diff,fac_CPI_=100_diff_release,fac_PPI_diff,fac_PPI_diff_release,any_effective_release
2016-01-04,268.0456837085643,270.44698882577427,268.0456837085643,270.026753102061,18.0,0.0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,1
2016-01-05,270.68711567339466,273.0283844985734,269.6665719908828,272.4280582192711,156.0,0.00889284150412517,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-06,272.54813080333287,273.86885594600017,269.30637255920044,273.2685296666978,56.0,0.003085113379732052,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-07,274.70930907292285,280.6525355739166,272.18793137165073,280.0522092946142,190.0,0.02482422559301045,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-08,281.31289814525053,282.5135507038554,279.2717924597225,281.19282556118833,138.0,0.004072870088927649,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-11,280.1722818786765,281.97326071658415,279.5119193073431,281.97326071658415,140.0,0.0027754447640628843,,0,-5.9,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,1
2016-01-12,280.1722818786765,280.1722818786765,277.2907047457221,278.67146618042017,26.0,-0.01170960156921641,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-13,276.9305053140397,276.99054160607085,274.34910964124066,276.2101247711791,70.0,-0.008832412743856377,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-14,275.1295264761321,278.79152044397824,273.0283844985734,278.79152044397824,82.0,0.009345767737289234,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-15,277.4107773297842,277.8309947329931,275.6698347839078,276.150088479148,30.0,-0.009474577851663946,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-18,276.7504147584506,278.73148415194714,276.150088479148,278.4313210122961,24.0,0.008260843028193854,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-19,278.2512304567067,278.2512304567067,277.23066845369107,277.77097676146644,28.0,-0.0023716593680224163,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-20,276.9305053140397,278.91159302804033,276.87048734251255,278.67146618042017,18.0,0.0032418412803689733,,0,-5.9,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-21,281.97326071658415,281.97326071658415,278.9716293200715,280.832626129506,58.0,0.007755225099675744,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-22,280.41240872629675,280.53246298985454,278.85155673600923,278.85155673600923,30.0,-0.0070542707975220775,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-25,280.11224558664526,280.89266242153695,279.75204615496295,280.89266242153695,46.0,0.007319685460676961,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-26,282.2133875642039,282.2133875642039,281.19282556118833,281.19282556118833,4.0,0.0010686044165899578,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-27,285.5752183923989,286.2355626432283,284.67472897344527,285.21501896071646,24.0,0.014304039911049893,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-28,286.1155083796704,286.5957620749106,282.69364125944463,283.59413067839813,92.0,-0.005683039722889194,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-29,282.55596903531983,282.55596903531983,282.55596903531983,282.55596903531983,0.0,-0.0036607303564247795,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-02-01,281.1915447307485,281.1915447307485,281.1915447307485,281.1915447307485,4.0,-0.004828863850336096,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-02-02,281.1915447307485,281.1915447307485,281.1915447307485,281.1915447307485,0.0,0.0,45.1,1,-5.9,0,,0,,0,,0,,0,,0,,0,,0,49.4,1,,0,,0,,0,,0,,0,,0,1
2016-02-03,281.1915447307485,281.1915447307485,281.1915447307485,281.1915447307485,0.0,0.0,45.1,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,,0,,0,0
2016-02-04,287.71708690804456,287.71708690804456,287.71708690804456,287.71708690804456,0.0,0.023206751054853036,45.1,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,,0,,0,0
2016-02-05,289.31881813860764,290.5052803526614,289.31881813860764,290.14933806764986,16.0,0.008453620831989861,45.1,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,,0,,0,0
2016-02-15,310.14121551207035,310.14121551207035,303.0224422277478,303.0224422277478,26.0,0.04436716707965216,45.1,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,,0,,0,0
2016-02-16,300.4122289776245,300.4122289776245,297.4460734424903,298.27659337153267,38.0,-0.015661707500358002,45.1,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,,0,,0,0
2016-02-17,303.5041560240407,304.0389272783848,299.64202395414725,303.08824498847514,397254.0,0.016131509222881313,45.1,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,,0,,0,0
2016-02-18,303.02882394546384,303.9200851923621,301.6028095769775,302.85057894918674,310824.0,-0.0007841479939197926,45.1,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,,0,,0,0
2016-02-19,302.43464978086496,308.3763914268546,302.1969837415767,306.5938689330574,369542.0,0.012360187643883469,45.1,0,-5.3,1,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,0.11483765,1,,0,1
2016-02-22,307.72281435200097,308.49523351287695,304.09833018863935,304.45485644670634,468326.0,-0.00697669687197211,45.1,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,0.11483765,0,,0,0
2016-02-23,302.25640478458786,305.40552060385954,302.25640478458786,304.57366226721626,374288.0,0.0003902247508760226,45.1,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,,0,,0,,0,,0,0.11483765,0,,0,0
2016-02-24,305.346117693605,308.0793043445547,304.93018852528326,307.12864018740197,449322.0,0.008388702756392918,45.1,0,-5.3,0,,0,,0,,0,,0,,0,,0,,1,49.4,0,13.1,1,,0,,0,,0,0.11483765,0,,0,0
2016-02-25,309.26765267375305,314.43697515886646,308.25754934083227,310.7530880852501,797662.0,0.011801074284822688,45.1,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-02-26,310.51540391320555,311.9414364144482,307.9604622585329,311.1690172535722,608646.0,0.0013384554627755563,45.1,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
