date,open,high,low,close,volume,returns,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_CPI_diff,fac_CPI_diff_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_GDP_Cumulative_YoY_zscore,fac_GDP_Cumulative_YoY_zscore_release,fac_Macro_Factor_diff,fac_Macro_Factor_diff_release,fac_PMI_level,fac_PMI_level_release,fac_Macro_Factor_level,fac_Macro_Factor_level_release,fac_CPI_PPI_level,fac_CPI_PPI_level_release,fac_PPI_level,fac_PPI_level_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_CPI_=100_diff,fac_CPI_=100_diff_release,fac_PPI_diff,fac_PPI_diff_release,any_effective_release
2016-02-29,310.9313330815273,310.9907722572951,304.5142593569612,308.25754934083227,756284.0,-0.009356548214333738,45.1,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-03-01,309.0894076774757,313.3080297399229,307.78221726225564,312.5950134893019,552970.0,0.014070909723848501,45.1,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.4,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-03-02,312.53561057904705,313.60511682222267,307.90105934827795,308.7923205951761,637386.0,-0.012164918600839902,50.2,1,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.0,1,13.1,0,,0,,0,,0,0.11483765,0,,0,1
2016-03-03,309.56473975605223,312.00083932470284,308.61407559889943,311.40666516010384,520756.0,0.00846635227161352,50.2,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-03-04,312.1791205864929,316.0412526563859,310.8719301712725,315.6253234880642,627072.0,0.013547103514279124,50.2,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-03-07,316.0412526563859,319.30921056168023,312.83269766134663,315.6847263983189,896440.0,0.00018820704751498774,50.2,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-03-08,317.5860909781383,318.2396680529915,315.14999140948777,316.9325139032846,535820.0,0.00395263818811209,50.2,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-03-09,318.06142305671466,318.41794931478205,312.53561057904705,313.78336181849954,513264.0,-0.009936349054253335,50.2,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-03-10,313.6645559979904,314.13988807656693,310.2777560066738,311.228420163827,530230.0,-0.008142374534664931,50.2,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.11483765,0,,0,0
2016-03-11,310.15891392065134,319.4874555579574,309.1488105877308,315.8035684843414,868980.0,0.014700290924929194,50.2,0,-4.9,1,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.53250885,1,,0,1
2016-03-14,315.26879722999695,315.9818134806184,311.4661043358716,311.9414364144482,544586.0,-0.012229539040451542,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-15,312.53561057904705,313.4268718259458,305.46492351411445,306.41562393678043,586332.0,-0.01771426246279806,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-16,307.9604622585329,308.43579433710914,305.8214497721815,308.3169885165998,402560.0,0.006205181561536932,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,49.0,0,13.1,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-17,307.48513017995583,314.13988807656693,306.1779397647354,312.8921005716015,500638.0,0.014838987877423993,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,1,49.0,0,12.7,1,,0,,0,,0,0.53250885,0,,0,0
2016-03-18,313.48627473620024,314.7340622411659,312.00083932470284,312.95153974736877,403442.0,0.00018996700670514954,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-21,310.2777560066738,311.9414364144482,307.9604622585329,308.61407559889943,340072.0,-0.013859858788267232,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-22,308.49523351287695,310.69368517499566,308.0793043445547,310.63424599922774,263124.0,0.006545943818045075,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-23,311.8225943284257,312.47620766879214,306.7721139293347,307.0097981013794,331106.0,-0.01166789542534008,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-24,304.6331014429839,305.22727560758256,303.02882394546384,303.1476660314864,380646.0,-0.012579833261926243,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-25,304.57366226721626,305.10843352156024,303.80124310634,304.33601436068415,164146.0,0.003920031266459789,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-28,304.1577512316505,304.9895914355379,301.840475616266,303.08824498847514,147416.0,-0.004099972771313909,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-29,303.9200851923621,304.93018852528326,303.32591102776314,303.9200851923621,185942.0,0.00274454789204559,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-30,304.39541727093894,308.7328814194085,304.0389272783848,307.30688518367896,378770.0,0.011143718879827347,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-03-31,306.5938689330574,306.7127110190798,303.4447531137856,304.39541727093894,269920.0,-0.009474138241321262,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-04-01,305.99969476845854,306.3561847610129,304.33601436068415,305.6432047759043,232786.0,0.004099232229421768,50.2,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,49.0,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-04-05,303.08824498847514,304.6331014429839,302.0781416555543,304.2765751849167,95420.0,-0.004471323326129872,55.3,1,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,1,12.7,0,,0,,0,,0,0.53250885,0,,0,1
2016-04-06,305.99969476845854,306.2373789405034,304.33601436068415,305.10843352156024,194794.0,0.002733888851411015,55.3,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-04-07,303.2664899847522,305.5243626898819,303.02882394546384,304.751943529006,227246.0,-0.0011684042569379827,55.3,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-04-08,307.0692010116343,308.1981464305772,306.1779397647354,306.5938689330574,257602.0,0.006044015282469006,55.3,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-04-11,306.2373789405034,310.33715891692856,305.8808526824363,309.6241426663069,245542.0,0.00988367361615805,55.3,0,-4.9,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,0,12.7,0,,0,,0,,0,0.53250885,0,,0,0
2016-04-12,310.0995110103966,311.34726224984917,309.4458976700301,311.10957807780454,189268.0,0.004797543882417932,55.3,0,-4.3,1,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,0,12.7,0,,0,,0,,0,0.017066956,1,,0,1
2016-04-13,311.40666516010384,312.1196814107252,308.97056559145346,309.4458976700301,268234.0,-0.0053475705185727085,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,0,12.7,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-14,309.56473975605223,310.21831683090596,305.40552060385954,306.3561847610129,273610.0,-0.009984662689927815,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,0,12.7,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-15,306.1185368544809,306.89095601535706,304.2765751849167,305.6432047759043,236076.0,-0.0023272909788480955,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,-0.40000057,0,50.2,0,12.7,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-18,305.5837656001369,307.42572726970144,304.45485644670634,305.8214497721815,217164.0,0.0005831799742053168,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,1,0.6999998,1,50.2,0,13.4,1,,0,,0,,0,0.017066956,0,,0,0
2016-04-19,307.24744600791104,308.97056559145346,304.87074934951556,308.7923205951761,239320.0,0.009714396505567935,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-20,310.15891392065134,311.9414364144482,308.55463642313174,309.74298475232933,325448.0,0.003078652200031673,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-21,310.15891392065134,313.902203904522,308.97056559145346,313.72395890824475,350660.0,0.01285250789165926,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-22,315.7441655740866,316.6948297312395,308.97056559145346,309.6835818420746,401306.0,-0.012878764759410188,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-25,309.8024239280972,310.51540391320555,305.346117693605,307.3662880939338,372910.0,-0.0074827788233298165,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-26,307.48513017995583,308.97056559145346,306.5938689330574,306.7127110190798,172382.0,-0.0021263785267636726,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-27,307.24744600791104,310.69368517499566,306.89095601535706,310.51540391320555,253034.0,0.012398223997600155,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-28,311.228420163827,312.2385234967477,308.13870725480945,311.64434933214875,342874.0,0.003635714701157866,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-04-29,311.52550724612615,318.41794931478205,311.05017516754936,316.6354268209851,347256.0,0.01601529916885136,55.3,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.2,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-05-03,320.2598747188334,322.81481637350623,319.78454264025675,322.63657137722925,152216.0,0.018952852548735688,57.6,1,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,1,13.4,0,,0,,0,,0,0.017066956,0,,0,1
2016-05-04,321.6859072200762,322.3394842949298,318.53675513529123,318.9526843036133,186568.0,-0.01141807036285647,57.6,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-05-05,319.9627876365339,321.15113596573184,317.4672488921157,318.53675513529123,147672.0,-0.0013040466150338048,57.6,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-05-06,319.9033847262791,320.67580388715527,315.5658843122966,318.8932813933585,111378.0,0.0011192625413536383,57.6,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-05-09,321.9235551266078,321.9235551266078,317.88317806043756,318.3585101390142,113192.0,-0.0016769599284366388,57.6,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-05-10,317.1701618098164,317.22960098558394,314.0210459905442,315.8035684843414,69624.0,-0.008025360005476712,57.6,0,-4.3,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,0,13.4,0,,0,,0,,0,0.017066956,0,,0,0
2016-05-11,314.8529043271881,318.06142305671466,313.3080297399229,317.5266880678834,48084.0,0.005456301813852038,57.6,0,-3.4,1,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,0,13.4,0,,0,,0,,0,0.026473999,1,,0,1
2016-05-12,317.7643359744149,318.4773522250366,316.10065556664074,316.4571455591951,40030.0,-0.00336835468916441,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,0,13.4,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-13,316.39774264894027,319.4280163821896,315.5658843122966,318.18026514273714,52394.0,0.0054450329459212465,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,0.6999998,0,50.1,0,13.4,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-16,316.0412526563859,320.7946459731777,315.26879722999695,320.2598747188334,40430.0,0.006535947712418055,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,1,50.1,0,13.1,1,,0,,0,,0,0.026473999,0,,0,0
2016-05-17,321.38882013777663,322.0423972126302,317.1107588995617,318.2396680529915,36372.0,-0.006308023031656673,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-18,317.407845981861,319.9033847262791,317.407845981861,318.18026514273714,23614.0,-0.00018666092325247963,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-19,319.2497713859125,319.5468584682121,313.36746891569095,313.60511682222267,37442.0,-0.014379107762896748,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-20,311.9414364144482,314.4963780691207,311.1690172535722,313.78336181849954,19546.0,0.0005683740051278807,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-23,314.3775359830988,315.14999140948777,312.29792640700225,312.83269766134663,21136.0,-0.0030296831280136605,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-24,312.2385234967477,313.3080297399229,311.10957807780454,311.10957807780454,21908.0,-0.005508118545227703,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-25,309.20824976349815,311.10957807780454,306.4750268470351,306.53446602280303,23334.0,-0.014705789784001277,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-26,305.6432047759043,308.7923205951761,304.93018852528326,307.78221726225564,20132.0,0.0040705087934869155,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-27,308.7328814194085,308.7328814194085,303.860664149351,306.4750268470351,17426.0,-0.004247127812802454,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-30,305.940291858204,306.0590976787134,301.66223061998903,302.55349186688755,19648.0,-0.012795610201887131,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-05-31,303.0549731177128,305.71076158709883,302.7598855100032,305.65175847413144,207452.0,0.010240392824839795,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-06-01,304.7664956510029,307.4222841203887,304.70745651659894,306.12389144217934,224472.0,0.0015446761059214609,57.6,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-06-02,306.6550275231948,306.6550275231948,303.70415144609933,306.4779821628563,206500.0,0.0011566909038323026,55.3,1,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,1,13.1,0,,0,,0,,0,0.026473999,0,,0,1
2016-06-03,306.3009368025181,306.3009368025181,304.4123689088894,305.29763173201786,148472.0,-0.0038513384306061438,55.3,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-06-06,310.72725091816153,312.4977765644186,310.373160197484,312.084646709338,298338.0,0.022230814365692853,55.3,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-06-07,312.6748219247571,313.38303938754706,311.4944714939187,312.61581881178955,183862.0,0.001702012925186347,55.3,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-06-08,311.61251374128983,314.79947431312746,311.3764292465476,314.6223929313529,161948.0,0.006418658298195101,55.3,0,-3.4,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,0.026473999,0,,0,0
2016-06-13,321.05531718799557,323.8881510177205,320.40613885960914,323.59306341001064,181804.0,0.028512498411437104,55.3,0,-2.8,1,,0,,0,,0,,0,,0,,0,-0.29999924,0,50.1,0,13.1,0,,0,,0,,0,-0.28886414,1,,0,1
