date,open,high,low,close,volume,returns,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_PPIRM_农副产品类_全国_当期同比增长率_月_zscore,fac_PPIRM_农副产品类_全国_当期同比增长率_月_zscore_release,fac_PPI_农副食品加工业_全国_当期同比增长率_月_zscore,fac_PPI_农副食品加工业_全国_当期同比增长率_月_zscore_release,fac_居民粮食消费价格指数CPI_上年=100_当月_zscore,fac_居民粮食消费价格指数CPI_上年=100_当月_zscore_release,fac_CPI_新涨价因素_当月_diff,fac_CPI_新涨价因素_当月_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_居民食品消费价格指数CPI_上年=100_当月_diff,fac_居民食品消费价格指数CPI_上年=100_当月_diff_release,fac_PMI_New_Orders_diff,fac_PMI_New_Orders_diff_release,fac_居民食品消费价格指数CPI_上年=100_当月_zscore,fac_居民食品消费价格指数CPI_上年=100_当月_zscore_release,any_effective_release
2017-10-09,1299.6957924688184,1310.4486713273732,1297.3582101082623,1300.6308254130402,705360.0,0.019421033345547567,3.0999985,1,-0.62415546,0,-0.75964177,0,-0.097381875,0,,0,,0,-3.5061035,0,1.7000008,1,-1.5934803,0,0
2017-10-10,1300.6308254130402,1306.2410230783732,1295.4881442198187,1296.8906936361516,689826.0,-0.0028756290438533005,3.0999985,0,-0.63383484,0,-0.76097554,0,-0.09866765,0,,0,,0,-3.5061035,0,1.7000008,0,-1.5779985,0,0
2017-10-11,1300.1633089409295,1304.8384736620396,1291.2804959708187,1292.2155289150405,697172.0,-0.0036049026676281404,3.0999985,0,-0.6437001,0,-0.762312,0,-0.099954434,0,,0,,0,-3.5061035,0,1.7000008,0,-1.5627937,0,0
2017-10-12,1293.1505618592632,1298.7607595245963,1291.7480124429298,1294.5531112755962,456060.0,0.0018089725036181115,3.0999985,0,-0.6537588,0,-0.76365125,0,-0.101242214,0,,0,,0,-3.5061035,0,1.7000008,0,-1.5478567,0,0
2017-10-13,1294.5531112755962,1334.7595278771498,1292.683045387152,1334.7595278771498,1226306.0,0.03105814373420035,3.0999985,0,-0.66401863,0,-0.7649932,0,-0.10253101,0,,0,,0,-3.5061035,0,1.7000008,0,-1.5331781,0,0
2017-10-16,1337.097110237705,1342.2397914309265,1330.55187962815,1333.3569784608164,888542.0,-0.0010507880910683998,3.0999985,0,-0.67448795,0,-0.76633793,0,-0.10382082,0,,0,,0,-3.5061035,0,1.7000008,0,-1.5187495,0,0
2017-10-17,1333.3569784608164,1345.9799232078155,1325.8767149070388,1328.6818137397056,804128.0,-0.003506311360448766,3.0999985,0,-0.4869265,1,-0.66651726,1,-0.08176721,1,,0,,0,-3.5061035,0,1.7000008,0,-1.5045626,0,0
2017-10-18,1326.811747851261,1330.0843631560385,1322.6040996022612,1326.3442313791502,635958.0,-0.0017593244194229474,3.0999985,0,-0.4973409,0,-0.6683962,0,-0.08314511,0,,0,,0,-3.5061035,0,1.7000008,0,-1.4906096,0,0
2017-10-19,1327.7467807954836,1334.7595278771498,1325.4091984349277,1332.8894619887058,678364.0,0.004934790271413636,3.0999985,0,-0.50798583,0,-0.67028046,0,-0.084524125,0,,0,,0,-3.5061035,0,1.7000008,0,-1.476883,0,0
2017-10-20,1333.824494932927,1337.5646267098161,1329.6168466839279,1333.3569784608164,594794.0,0.0003507541213605414,3.0999985,0,-0.51887226,0,-0.6721702,0,-0.08590425,0,,0,,0,-3.5061035,0,1.7000008,0,-1.4633757,0,0
2017-10-23,1334.7595278771498,1343.64234084726,1316.5263854648176,1325.4091984349277,1013442.0,-0.005960729312763147,3.0999985,0,-0.5300119,0,-0.6740655,0,-0.087285504,0,,0,,0,-3.5061035,0,1.7000008,0,-1.4500806,0,0
2017-10-24,1323.0716160743723,1329.1493302118167,1319.3314842974837,1319.3314842974837,617776.0,-0.004585537918871174,3.0999985,0,-0.5414173,0,-0.6759662,0,-0.08866789,0,,0,,0,-3.5061035,0,1.7000008,0,-1.4369912,0,0
2017-10-25,1318.3964513532615,1325.4091984349277,1314.6563195763736,1323.0716160743723,664920.0,0.0028348688873138794,3.0999985,0,-0.55310196,0,-0.67787254,0,-0.09005143,0,,0,,0,-3.5061035,0,1.7000008,0,-1.4241014,0,0
2017-10-26,1324.0066490185948,1327.7467807954836,1314.6563195763736,1316.9939019369283,681112.0,-0.0045936395759715865,3.0999985,0,-0.55980664,0,-0.67729306,0,-0.09149485,0,,0,,0,-3.5061035,0,1.7000008,0,-1.4114048,0,0
2017-10-27,1319.3314842974837,1321.6690666580396,1306.2410230783732,1307.6435724947064,773682.0,-0.0070997515086973495,3.0999985,0,-0.56659454,0,-0.676714,0,-0.09293957,0,,0,,0,-3.5061035,0,1.7000008,0,-1.3988957,0,0
2017-10-30,1309.513638383151,1316.0588689927063,1307.1760560225953,1310.4486713273732,541254.0,0.002145155523775699,3.0999985,0,-0.5734679,0,-0.6761354,0,-0.094385594,0,,0,,0,-3.5061035,0,1.7000008,0,-1.3865688,0,0
2017-10-31,1310.4486713273732,1312.3187372158175,1302.0333748293733,1305.3059901341512,594660.0,-0.003924366749910813,3.0999985,0,-0.58042914,0,-0.67555726,0,-0.09583294,0,,0,,0,-3.5061035,0,1.7000008,0,-1.3744184,0,0
2017-11-01,1305.3059901341512,1312.3187372158175,1301.5658583572624,1307.6435724947064,582038.0,0.0017908309455585414,-5.0,1,-0.5874806,0,-0.67497957,0,-0.097281605,0,,0,,0,-3.5061035,0,-1.8999977,1,-1.3624394,0,0
2017-11-02,1307.6435724947064,1316.5263854648176,1302.9684077735958,1309.513638383151,748358.0,0.0014301036825170588,-5.0,0,-0.5946249,0,-0.67440236,0,-0.098731615,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.3506268,0,0
2017-11-03,1309.981154855262,1317.4614184090394,1309.981154855262,1313.2537701600402,618700.0,0.002856122813281514,-5.0,0,-0.6018646,0,-0.67382556,0,-0.10018297,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.3389761,0,0
2017-11-06,1311.8512207437063,1314.188803104262,1299.6957924688184,1301.5658583572624,796450.0,-0.008899964400142846,-5.0,0,-0.60920244,0,-0.6732492,0,-0.101635695,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.3274826,0,0
2017-11-07,1300.6308254130402,1311.8512207437063,1300.1633089409295,1306.2410230783732,548642.0,0.0035919540229885083,-5.0,0,-0.6166413,0,-0.6726733,0,-0.10308979,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.3161417,0,0
2017-11-08,1304.8384736620396,1312.3187372158175,1302.5008913014847,1310.9161877994845,516462.0,0.0035790980672874007,-5.0,0,-0.6241841,0,-0.6720978,0,-0.10454527,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.3049494,0,0
2017-11-09,1310.9161877994845,1319.7990007695953,1308.5786054389287,1317.9289348811503,656712.0,0.005349500713266453,-5.0,0,-0.6318339,0,-0.6715228,0,-0.106002145,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.2939014,0,0
2017-11-10,1319.3314842974837,1322.13658313015,1301.0983418851513,1306.2410230783732,771750.0,-0.00886839304717979,-5.0,0,-0.1959575,1,-0.67094827,1,-0.12236552,1,,0,,0,-3.5061035,0,-1.8999977,0,-1.2829939,0,0
2017-11-13,1306.7085395504844,1324.9416819628163,1306.2410230783732,1324.9416819628163,679160.0,0.014316392269147826,-5.0,0,-0.20339254,0,-0.6703741,0,-0.123771004,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.2722231,0,0
2017-11-14,1322.13658313015,1328.2142972675942,1314.6563195763736,1318.3964513532615,763284.0,-0.004940014114325764,-5.0,0,-0.21093592,0,-0.6698004,0,-0.12517786,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.2615851,0,0
2017-11-15,1317.9289348811503,1328.6818137397056,1312.7862536879286,1324.0066490185948,1004438.0,0.004255319148936287,-5.0,0,-0.21859176,0,-0.6692272,0,-0.12658611,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.2510766,0,0
2017-11-16,1325.4091984349277,1341.304758486705,1321.6690666580396,1337.5646267098161,995346.0,0.010240112994350126,-5.0,0,-0.22636446,0,-0.6686544,0,-0.12799576,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.240694,0,0
2017-11-17,1336.162077293483,1341.304758486705,1330.0843631560385,1332.4219455165944,729416.0,-0.003844809507165148,-5.0,0,-0.23425858,0,-0.668082,0,-0.12940681,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.2304342,0,0
2017-11-20,1334.7595278771498,1360.005417371148,1329.1493302118167,1354.3952197058154,1022536.0,0.016491228070175445,-5.0,0,-0.24227896,0,-0.6675101,0,-0.13081929,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.2202938,0,0
2017-11-21,1354.3952197058154,1370.2907797575922,1350.1875714568155,1365.6156150364814,818280.0,0.008284432171211442,-5.0,0,-0.24720408,0,-0.6649317,0,-0.13207749,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.2102696,0,0
2017-11-22,1361.8754832595928,1367.9531973970363,1353.4601867615931,1356.7328020663708,676508.0,-0.006504621704895519,-5.0,0,-0.2521678,0,-0.66236085,0,-0.13333678,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.2003589,0,0
2017-11-23,1359.070384426926,1365.6156150364814,1353.927703233704,1354.3952197058154,768804.0,-0.00172294968986908,-5.0,0,-0.2571709,0,-0.6597973,0,-0.13459715,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.1905586,0,0
2017-11-24,1355.7977691221483,1362.3429997317037,1353.927703233704,1360.9404503153705,244470.0,0.004832585433206749,-5.0,0,-0.26221433,0,-0.65724117,0,-0.13585863,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.180866,0,0
2017-11-27,1361.8754832595928,1363.7455491480368,1351.1226044010377,1352.5251538173711,395048.0,-0.006183442116111215,-5.0,0,-0.26729897,0,-0.65469235,0,-0.13712122,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.1712782,0,0
2017-11-28,1354.8627361779263,1360.005417371148,1352.0576373452598,1354.8627361779263,245606.0,0.001728309713100451,-5.0,0,-0.27242574,0,-0.6521507,0,-0.13838491,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.1617929,0,0
2017-11-29,1352.9926702894818,1356.2652855942601,1349.2525385125928,1349.7200549847043,231738.0,-0.003795721187025536,-5.0,0,-0.27759567,0,-0.64961624,0,-0.13964972,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.1524072,0,0
2017-11-30,1349.7200549847043,1357.6678350105926,1346.4474396799264,1348.7850220404823,261490.0,-0.0006927606511949458,-5.0,0,-0.28280967,0,-0.6470889,0,-0.14091568,0,,0,,0,-3.5061035,0,-1.8999977,0,-1.1431187,0,0
2017-12-01,1346.4474396799264,1348.3175055683707,1339.4346925982602,1341.7722749588158,226938.0,-0.005199306759098965,-3.6000023,1,-0.28806883,0,-0.64456856,0,-0.14218275,0,,0,,0,-3.5061035,0,0.69999695,1,-1.1339252,0,0
2017-12-04,1344.109857319371,1369.3557468133697,1342.7073079030383,1367.9531973970363,314414.0,0.019512195121951015,-3.6000023,0,-0.29337415,0,-0.6420552,0,-0.14345099,0,,0,,0,-3.5061035,0,0.69999695,0,-1.1248242,0,0
2017-12-05,1367.4856809249256,1369.8232632854808,1360.4729338432594,1364.680582092259,209824.0,-0.0023923444976073904,-3.6000023,0,-0.29872677,0,-0.63954884,0,-0.14472036,0,,0,,0,-3.5061035,0,0.69999695,0,-1.1158135,0,0
2017-12-06,1369.3557468133697,1389.458955114146,1367.9531973970363,1384.7837903930365,272878.0,0.014731072285029567,-3.6000023,0,-0.30412775,0,-0.63704926,0,-0.14599091,0,,0,,0,-3.5061035,0,0.69999695,0,-1.1068908,0,0
2017-12-07,1386.65385628148,1386.65385628148,1369.3557468133697,1372.1608456460363,202766.0,-0.00911546252532136,-3.6000023,0,-0.30957833,0,-0.63455653,0,-0.14726262,0,,0,,0,-3.5061035,0,0.69999695,0,-1.098054,0,0
2017-12-08,1367.4856809249256,1372.1608456460363,1362.810516203815,1370.7582962297033,138094.0,-0.0010221465076658554,-3.6000023,0,-0.31507963,0,-0.6320706,0,-0.1485355,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0893011,0,0
2017-12-11,1372.6283621181474,1374.4984280065923,1357.2003185384817,1361.4079667874814,161378.0,-0.0068212824010915885,-3.6000023,0,-0.68483835,1,-1.0295595,1,-0.18186748,1,,0,,0,-3.5061035,0,0.69999695,0,-1.0806301,0,0
2017-12-12,1358.1353514827038,1365.14809856437,1357.2003185384817,1362.3429997317037,144024.0,0.0006868131868131844,-3.6000023,0,-0.6898617,0,-1.023845,0,-0.18302292,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0720389,0,0
2017-12-13,1360.4729338432594,1364.680582092259,1354.8627361779263,1363.2780326759264,163376.0,0.000686341798215917,-3.6000023,0,-0.69492877,0,-1.0181714,0,-0.18417941,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0635257,0,0
2017-12-14,1361.4079667874814,1369.3557468133697,1358.6028679548147,1359.5379008990374,136944.0,-0.002743484224965953,-3.6000023,0,-0.7000403,0,-1.0125383,0,-0.18533695,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0550886,0,0
2017-12-15,1358.6028679548147,1363.2780326759264,1353.927703233704,1355.7977691221483,106648.0,-0.0027510316368640764,-3.6000023,0,-0.7051971,0,-1.0069449,0,-0.18649556,1,,0,,0,-3.5061035,0,0.69999695,0,-1.0467259,0,0
2017-12-18,1355.7977691221483,1360.4729338432594,1351.5901208731489,1357.2003185384817,60752.0,0.001034482758620836,-3.6000023,0,-0.7104,0,-1.0013907,0,-0.18765524,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0384356,0,0
2017-12-19,1359.5379008990374,1363.7455491480368,1347.84998909626,1351.1226044010377,76054.0,-0.004478126076472577,-3.6000023,0,-0.7156499,0,-0.9958749,0,-0.18881601,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0302161,0,0
2017-12-20,1352.5251538173711,1357.6678350105926,1348.7850220404823,1352.9926702894818,75320.0,0.0013840830449824981,-3.6000023,0,-0.72094774,0,-0.990397,0,-0.18997785,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0220659,0,0
2017-12-21,1351.5901208731489,1352.9926702894818,1345.0448902635935,1345.5124067357046,59374.0,-0.005528680027643285,-3.6000023,0,-0.7167795,0,-0.9827556,0,-0.19082737,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0139831,0,0
2017-12-22,1346.9149561520378,1348.7850220404823,1343.1748243751492,1346.9149561520378,32828.0,0.0010423905489922447,-3.6000023,0,-0.71262866,0,-0.97517353,0,-0.19167744,0,,0,,0,-3.5061035,0,0.69999695,0,-1.0059663,0,0
2017-12-25,1347.3824726241492,1355.7977691221483,1344.5773737914826,1347.84998909626,36192.0,0.0006942034015966492,-3.6000023,0,-0.708495,0,-0.96764946,0,-0.19252802,0,,0,,0,-3.5061035,0,0.69999695,0,-0.9980139,0,0
2017-12-26,1350.6550879289262,1362.810516203815,1346.9149561520378,1360.4729338432594,38818.0,0.009365244536940764,-3.6000023,0,-0.70437825,0,-0.96018213,0,-0.19337916,0,,0,,0,-3.5061035,0,0.69999695,0,-0.99012434,0,0
2017-12-27,1362.810516203815,1366.5506479807036,1356.7328020663708,1363.7455491480368,34026.0,0.002405498281786933,-3.6000023,0,-0.7002783,0,-0.9527702,0,-0.19423084,0,,0,,0,-3.5061035,0,0.69999695,0,-0.98229617,0,0
2017-12-28,1360.9404503153705,1365.14809856437,1353.927703233704,1356.7328020663708,38886.0,-0.005142269454919246,-3.6000023,0,-0.6961947,0,-0.94541246,0,-0.19508307,0,,0,,0,-3.5061035,0,0.69999695,0,-0.97452796,0,0
2017-12-29,1352.1523704871563,1353.604736083813,1331.335130268414,1333.7557395961749,119084.0,-0.016935584099684764,-3.6000023,0,-0.69212747,0,-0.9381077,0,-0.19593585,0,,0,,0,-3.5061035,0,0.69999695,0,-0.9668182,0,0
2018-01-02,1339.5652019828005,1340.5334457139047,1335.2081051928312,1336.1763489239356,35072.0,0.001814882032667775,2.4000015,1,-0.6880762,0,-0.93085486,0,-0.19678916,0,,0,,0,-3.5061035,0,-0.19999695,1,-0.9591657,0,0
2018-01-03,1336.6604707894876,1344.4064206383218,1336.1763489239356,1340.5334457139047,76360.0,0.003260869565217206,2.4000015,0,-0.6840408,0,-0.9236526,0,-0.19764304,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.9515689,0,0
2018-01-04,1339.5652019828005,1342.469933176113,1337.1445926550396,1341.0175675794565,80698.0,0.00036114120621122403,2.4000015,0,-0.6800209,0,-0.9164999,0,-0.19849746,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.94402665,0,0
2018-01-05,1340.5334457139047,1342.954055041666,1331.8192521339663,1341.5016894450089,101640.0,0.0003610108303251369,2.4000015,0,-0.6760165,0,-0.9093956,0,-0.19935244,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.93653756,0,0
2018-01-08,1344.8905425038745,1345.3746643694262,1336.6604707894876,1336.6604707894876,75796.0,-0.0036088054853842255,2.4000015,0,-0.67202723,0,-0.9023386,0,-0.200208,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.9291004,0,0
2018-01-09,1338.5969582516966,1345.3746643694262,1337.6287145205918,1340.5334457139047,80082.0,0.0028975009054690304,2.4000015,0,-0.6680529,0,-0.8953279,0,-0.2010641,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.9217139,0,0
2018-01-10,1339.5652019828005,1341.5016894450089,1335.6922270583834,1336.6604707894876,51966.0,-0.002889129649693012,2.4000015,0,-0.6640933,0,-0.8883625,0,-0.20192076,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.91437685,0,0
2018-01-11,1338.1128363861435,1338.1128363861435,1325.525667881788,1328.430399075101,120776.0,-0.006157189424121801,2.4000015,0,-1.3912914,1,-1.3676871,1,-0.24601355,1,,0,,0,-3.5061035,0,-0.19999695,0,-0.9070881,0,0
2018-01-12,1328.9145209406531,1329.3986428062055,1314.3908649740886,1314.8749868396405,135728.0,-0.010204081632653184,2.4000015,0,-1.3797938,0,-1.3558118,0,-0.24670005,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.89984643,0,0
2018-01-15,1314.3908649740886,1330.8510084028617,1309.549646318567,1328.9145209406531,119916.0,0.010677466863034057,2.4000015,0,-1.3684547,0,-1.3441004,0,-0.24738693,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8926508,0,0
2018-01-16,1330.8510084028617,1330.8510084028617,1322.620936688475,1326.0097897473402,92074.0,-0.002185792349726823,2.4000015,0,-1.3572699,0,-1.3325479,0,-0.24807422,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8854999,0,0
2018-01-17,1329.3986428062055,1332.3033739995183,1321.1685710918186,1331.8192521339663,74954.0,0.004381161007667389,2.4000015,0,-1.3462353,0,-1.32115,0,-0.2487619,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8783928,0,0
2018-01-18,1331.8192521339663,1336.1763489239356,1326.9780334784446,1331.335130268414,71858.0,-0.00036350418029806875,2.4000015,0,-1.3353468,0,-1.3099022,0,-0.24944998,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8713283,0,0
2018-01-19,1329.8827646717577,1338.5969582516966,1328.9145209406531,1336.1763489239356,80172.0,0.0036363636363636598,2.4000015,0,-1.3246005,0,-1.2988006,0,-0.25013846,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8643054,0,0
2018-01-22,1339.5652019828005,1342.469933176113,1336.1763489239356,1340.0493238483525,86052.0,0.0028985507246375164,2.4000015,0,-1.3145343,0,-1.2896402,0,-0.25053158,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.857323,0,0
2018-01-23,1341.9858113105615,1344.8905425038745,1337.1445926550396,1341.0175675794565,59486.0,0.0007225433526008018,2.4000015,0,-1.3046128,0,-1.2806224,0,-0.25092483,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8503801,0,0
2018-01-24,1341.5016894450089,1342.469933176113,1329.8827646717577,1330.3668865373097,99238.0,-0.007942238267147572,2.4000015,0,-1.294833,0,-1.2717451,0,-0.2513182,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8434757,0,0
2018-01-25,1331.8192521339663,1341.0175675794565,1330.3668865373097,1340.5334457139047,102756.0,0.007641921397379736,2.4000015,0,-1.2851923,0,-1.2630067,0,-0.25171167,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.83660877,0,0
2018-01-26,1341.0175675794565,1343.9222987727696,1327.4621553439965,1336.6604707894876,104776.0,-0.002889129649693012,2.4000015,0,-1.2756879,0,-1.2544057,0,-0.2521053,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8297783,0,0
2018-01-29,1335.6922270583834,1353.604736083813,1331.335130268414,1352.1523704871563,157348.0,0.011590003621876122,2.4000015,0,-1.2663175,0,-1.2459408,0,-0.252499,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.8229833,0,0
2018-01-30,1350.7000048905,1353.1206142182607,1343.4381769072181,1349.7317611593953,139394.0,-0.001790189760114691,2.4000015,0,-1.2570786,0,-1.2376106,0,-0.25289288,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.81622297,0,0
2018-01-31,1352.6364923527087,1355.5412235460217,1345.8587862349784,1350.7000048905,120462.0,0.0007173601147778541,2.4000015,0,-1.2479692,0,-1.2294141,0,-0.25328684,0,,0,,0,-3.5061035,0,-0.19999695,0,-0.80949616,0,0
2018-02-01,1345.8587862349784,1348.2793955627394,1339.0810801172486,1343.4381769072181,126676.0,-0.0053763440860211675,-2.5,1,-1.238987,0,-1.2213504,0,-0.25368094,0,,0,,0,-3.5061035,0,-0.80000305,1,-0.802802,0,0
2018-02-02,1341.9858113105615,1342.954055041666,1328.9145209406531,1330.8510084028617,125722.0,-0.009369369369369718,-2.5,0,-1.2301301,0,-1.2134187,0,-0.25407517,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.79613966,0,0
2018-02-05,1332.3033739995183,1335.2081051928312,1327.946277209549,1329.3986428062055,113730.0,-0.001091305929428632,-2.5,0,-1.2213967,0,-1.2056186,0,-0.2544695,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.7895081,0,0
2018-02-06,1327.946277209549,1332.7874958650705,1325.525667881788,1326.9780334784446,124494.0,-0.0018208302986163494,-2.5,0,-1.2127849,0,-1.1979495,0,-0.254864,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.78290653,0,0
2018-02-07,1330.8510084028617,1346.3429081005306,1330.8510084028617,1345.3746643694262,169806.0,0.013863553447646781,-2.5,0,-1.2042934,0,-1.1904113,0,-0.2552586,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.7763339,0,0
2018-02-08,1340.5334457139047,1347.3111518316348,1338.5969582516966,1344.8905425038745,120024.0,-0.00035984166966507303,-2.5,0,-1.1959205,0,-1.1830038,0,-0.25565332,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.76978946,0,0
2018-02-09,1346.3429081005306,1350.7000048905,1341.0175675794565,1342.954055041666,113492.0,-0.0014398848092151972,-2.5,0,-1.1876647,0,-1.1757272,0,-0.25604817,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.7632723,0,0
2018-02-12,1341.0175675794565,1365.2236608570643,1339.5652019828005,1362.803051529304,177232.0,0.014780100937274554,-2.5,0,-1.9073184,1,-1.6688157,1,-0.28611735,1,,0,,0,-3.5061035,0,-0.80000305,0,-0.7567815,0,0
2018-02-13,1361.3506859326471,1370.549001378138,1359.8983203359908,1365.7077827226162,140938.0,0.002131438721136414,-2.5,0,-1.8899502,0,-1.6572913,0,-0.28638822,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.75031626,0,0
2018-02-14,1369.0966357814818,1376.358463764764,1367.6442701848255,1373.4537325714512,131302.0,0.005671747607231881,-2.5,0,-1.8730192,0,-1.6460636,0,-0.28665918,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.7438756,0,0
2018-02-22,1411.2152380845191,1415.572334874488,1394.2709727901938,1413.6358474122794,283598.0,0.029256256609093922,-2.5,0,-1.8565116,0,-1.6351289,0,-0.28693017,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.7374588,0,0
2018-02-23,1411.699359950071,1417.9929442022492,1408.7946287567581,1414.1199692778318,248654.0,0.00034246575342478103,-2.5,0,-1.8404144,0,-1.6244842,0,-0.28720123,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.73106503,0,0
2018-02-26,1417.5088223366974,1432.0324783032613,1415.0882130089358,1419.9294316644575,394274.0,0.004108182129407556,-2.5,0,-1.8270013,0,-1.6160297,0,-0.2871484,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.7246933,0,0
2018-02-27,1422.350040992218,1431.0642345721571,1413.1517255467274,1416.5405786055921,260936.0,-0.0023866348448690067,-2.5,0,-1.8139777,0,-1.6079001,0,-0.28709552,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.71834284,0,0
2018-02-28,1418.4770660678014,1436.3895750932306,1415.0882130089358,1434.4530876310218,326300.0,0.012645249487354793,-2.5,0,-1.8013375,0,-1.6000986,0,-0.28704265,0,,0,,0,-3.5061035,0,-0.80000305,0,-0.7120128,0,0
2018-03-01,1435.4213313621262,1453.817962253108,1427.1912596477398,1452.849718522004,402878.0,0.012824839689504097,-6.299999,1,-1.7890749,0,-1.5926296,0,-0.2869898,0,,0,,0,-3.5061035,0,-1.5999985,1,-0.7057024,0,0
2018-03-02,1444.1355249420649,1496.420686421697,1444.1355249420649,1485.77000537955,707856.0,0.02265911362879014,-6.299999,0,-1.7771853,0,-1.5854979,0,-0.28693694,0,,0,,0,-3.5061035,0,-1.5999985,0,-0.69941074,0,0
2018-03-05,1491.0953459006237,1493.0318333628325,1470.2781056818817,1479.9605429929245,494194.0,-0.003910068426197233,-6.299999,0,-1.7656648,0,-1.5787095,0,-0.2868841,0,,0,,0,-3.5061035,0,-1.5999985,0,-0.69313693,0,0
2018-03-06,1483.3493960517894,1492.54771149728,1476.5716899340591,1486.2541272451024,571380.0,0.0042525351651945265,-6.299999,0,-1.7545098,0,-1.5722716,0,-0.28683126,0,,0,,0,-3.5061035,0,-1.5999985,0,-0.6868803,0,0
2018-03-07,1487.2223709762068,1509.007854926053,1481.4129085895806,1485.2858835139978,1153950.0,-0.0006514657980458693,-6.299999,0,-1.7437178,0,-1.5661923,0,-0.2867784,0,,0,,0,-3.5061035,0,-1.5999985,0,-0.6806398,0,0
2018-03-08,1483.3493960517894,1495.4524426905928,1474.6352024718506,1486.7382491106541,603476.0,0.0009778357235983304,-6.299999,0,-1.7332871,0,-1.5604808,0,-0.28672555,0,,0,,0,-3.5061035,0,-1.5999985,0,-0.6744148,0,0
2018-03-09,1482.3811523206846,1502.2301488083233,1468.3416182196718,1477.055811799611,1092828.0,-0.00651253663301854,-6.299999,0,-1.7232165,0,-1.5551481,0,-0.2866727,0,,0,,0,-3.5061035,0,-1.5999985,0,-0.6682043,0,0
2018-03-12,1473.1828368751942,1474.1510806062986,1445.1037686731695,1453.817962253108,975958.0,-0.015732546705997996,-6.299999,0,-1.8361534,1,-1.2292404,1,-0.30388117,1,,0,,0,-3.5061035,0,-1.5999985,0,-0.6620075,0,0
2018-03-13,1454.7862059842128,1466.889252623016,1451.3973529253474,1459.1433027741818,534596.0,0.003663003663003872,-6.299999,0,-1.8251516,0,-1.2258276,0,-0.3037531,0,,0,,0,-3.5061035,0,-1.5999985,0,-0.6558236,0,0
