date,open,high,low,close,volume,returns,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_PPIRM_农副产品类_全国_当期同比增长率_月_zscore,fac_PPIRM_农副产品类_全国_当期同比增长率_月_zscore_release,fac_PPI_农副食品加工业_全国_当期同比增长率_月_zscore,fac_PPI_农副食品加工业_全国_当期同比增长率_月_zscore_release,fac_居民粮食消费价格指数CPI_上年=100_当月_zscore,fac_居民粮食消费价格指数CPI_上年=100_当月_zscore_release,fac_CPI_新涨价因素_当月_diff,fac_CPI_新涨价因素_当月_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_居民食品消费价格指数CPI_上年=100_当月_diff,fac_居民食品消费价格指数CPI_上年=100_当月_diff_release,fac_PMI_New_Orders_diff,fac_PMI_New_Orders_diff_release,fac_居民食品消费价格指数CPI_上年=100_当月_zscore,fac_居民食品消费价格指数CPI_上年=100_当月_zscore_release,any_effective_release
2016-02-22,935.3334378038954,944.0748718020627,934.936099894888,940.1014927119869,327268.0,0.003392705682782271,2.699997,0,,0,,0,,0,,0,,0,,0,-0.70000076,0,,0,0
2016-02-23,941.2935064390097,944.0748718020627,932.1547345318347,933.7440861678652,327314.0,-0.006762468300929858,2.699997,0,,0,,0,,0,,0,,0,,0,-0.70000076,0,,0,0
2016-02-24,933.7440861678652,935.7307757129031,921.0292730796219,925.3999900787055,748820.0,-0.008936170212766048,2.699997,0,,0,,0,,0,,0,,0,,0,-0.70000076,0,,0,0
2016-02-25,925.7973279877128,926.5920038057283,918.2479077165686,922.6186247156521,305608.0,-0.003005581794761847,2.699997,0,,0,,0,,0,,0,,0,,0,-0.70000076,0,,0,0
2016-02-26,923.8106384426751,925.3999900787055,915.4665423535154,917.0558939895459,340698.0,-0.006029285099052317,2.699997,0,,0,,0,,0,,0,,0,,0,-0.70000076,0,,0,0
2016-02-29,917.4532318985534,921.4266109886296,905.1357567193176,906.7251083553481,567574.0,-0.011265164644714165,2.699997,0,,0,,0,,0,,0,,0,,0,-0.70000076,0,,0,0
2016-03-01,907.5197841733634,912.2878390814545,903.9437429922948,911.4931632634396,390288.0,0.0052585451358460045,2.699997,0,,0,,0,,0,,0,,0,,0,-0.70000076,0,,0,0
2016-03-02,913.08251489947,920.6319351706143,907.5197841733634,908.7117979003862,639110.0,-0.0030514385353096474,5.1000023,1,,0,,0,,0,,0,,0,,0,-0.9000015,1,,0,0
2016-03-03,908.7117979003862,917.8505698075613,905.9304325373326,915.4665423535154,531814.0,0.007433318758198526,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-04,914.2745286264926,926.5920038057283,913.8771907174851,926.1946658967207,677346.0,0.01171875,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-07,928.976031259774,952.0216299822147,927.3866796237434,936.5254515309182,1617010.0,0.011154011154010934,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-08,936.5254515309182,942.4855201660322,920.6319351706143,923.0159626246598,1152860.0,-0.014425116673737692,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-09,924.2079763516826,928.5786933507665,916.6585560805382,920.6319351706143,874140.0,-0.002582866982350329,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-10,922.6186247156521,925.3999900787055,913.4798528084772,915.0692044445079,959714.0,-0.0060422960725075026,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-11,916.2612181715305,920.6319351706143,904.7384188103103,917.0558939895459,1168022.0,0.002171081198436786,5.1000023,0,,1,,1,,1,,0,,0,,0,-0.9000015,0,,0,0
2016-03-14,918.2479077165686,924.2079763516826,916.6585560805382,917.4532318985534,940512.0,0.00043327556325811756,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-15,917.0558939895459,926.9893417147358,912.6851769904621,916.2612181715305,1312680.0,-0.0012992637505415683,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-16,914.2745286264926,918.2479077165686,909.1091358093937,911.8905011724471,943644.0,-0.004770164787510578,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-17,911.0958253544319,919.042583534584,908.7117979003862,918.2479077165686,1001444.0,0.006971677559912681,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-18,919.8372593525991,929.7707070777891,918.2479077165686,926.1946658967207,2073382.0,0.008654262224145448,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-21,925.0026521696981,928.976031259774,917.8505698075613,925.0026521696981,1454114.0,-0.0012870012870010994,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-22,925.3999900787055,939.3068168939715,924.6053142606904,935.7307757129031,2041412.0,0.011597938144329634,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-23,936.9227894399259,950.0349404371768,934.1414240768726,936.5254515309182,2439888.0,0.000849256900212092,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-24,932.9494103498498,947.6509129831312,930.1680449867968,938.5121410759562,2463374.0,0.002121340687314399,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-25,937.7174652579412,954.008319527253,934.1414240768726,953.2136437092377,2748008.0,0.015664690939881654,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-28,954.8029953452681,956.3923469812986,940.1014927119869,940.896168530002,2350692.0,-0.012922050854522693,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-29,942.4855201660322,943.6775338930553,932.1547345318347,934.936099894888,2152844.0,-0.0063344594594594295,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-30,935.3334378038954,941.6908443480171,932.9494103498498,938.9094789849642,1686342.0,0.004249893752656275,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-03-31,940.896168530002,942.088182257025,924.2079763516826,926.1946658967207,1930872.0,-0.01354210749047835,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-04-01,927.3866796237434,936.9227894399259,923.4133005336673,929.7707070777891,1822526.0,0.0038610038610038533,5.1000023,0,,0,,0,,0,,0,,0,,0,-0.9000015,0,,0,0
2016-04-05,925.7973279877128,936.5254515309182,921.4266109886296,935.3334378038954,1037346.0,0.005982905982905962,5.0999985,1,,0,,0,,0,,0,,0,,0,2.800003,1,,0,0
2016-04-06,933.3467482588575,940.896168530002,928.5786933507665,930.9627208048117,1666084.0,-0.004672897196261738,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-07,929.7707070777891,936.128113621911,927.7840175327511,930.5653828958046,1203654.0,-0.0004268032437041436,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-08,932.5520724408426,934.1414240768726,923.8106384426751,924.2079763516826,1254452.0,-0.006831767719897908,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-11,926.1946658967207,943.6775338930553,925.7973279877128,938.5121410759562,2287002.0,0.015477214101461634,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-12,940.1014927119869,955.5976711632832,937.7174652579412,955.2003332542755,2929244.0,0.017781541066892448,5.0999985,0,,1,,1,,1,,0,,0,,0,2.800003,0,,0,0
2016-04-13,957.1870227993137,981.4246352487773,956.3923469812986,971.4911875235874,3955702.0,0.017054908485857112,5.0999985,0,,0,,0,,1,,0,,0,,0,2.800003,0,,0,0
2016-04-14,972.6832012506102,990.1660692469446,970.6965117055722,979.4379457037393,3333270.0,0.008179959100204304,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-15,977.8485940677092,986.5900280658763,975.0672287046559,982.6166489758002,2903132.0,0.0032454361054767844,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-18,979.4379457037393,1007.2515993342716,973.4778770686254,1000.89419279015,4196672.0,0.01860088960776385,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-19,999.3048411541196,1004.4702339712184,994.1394483370208,1000.4968548811424,2791206.0,-0.0003969829297340022,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-20,1003.6755581532032,1038.2439562368647,1002.880882335188,1027.5158326936594,5584146.0,0.027005559968228843,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-21,1024.3371294215983,1064.8655961403738,1018.3770607864844,1064.8655961403738,4500404.0,0.036349574632636994,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-22,1060.0975412322828,1076.7857334106018,1022.3504398765601,1028.7078464206818,5148334.0,-0.03395522388059724,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-25,1029.5025222386969,1051.7534451431231,1006.8542614252639,1021.5557640585453,4073896.0,-0.006952491309385578,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-26,1021.1584261495377,1050.164093507093,1016.3903712414466,1039.0386320548796,4014198.0,0.017113963438350588,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-27,1043.4093490539633,1054.9321484151837,1032.2838876017504,1043.806686962971,4263234.0,0.004588910133843438,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-28,1045.7933765080088,1048.574741871062,1025.529143148621,1044.6013627809864,3509610.0,0.0007613247049866878,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-04-29,1048.1774039620545,1064.8655961403738,1037.846618327857,1039.8333078728947,3743610.0,-0.004564473183720552,5.0999985,0,,0,,0,,0,,0,,0,,0,2.800003,0,,0,0
2016-05-03,1056.5215000512144,1082.7458020457161,1056.5215000512144,1081.5537883186928,2928936.0,0.04012227741688945,2.2999992,1,,0,,0,,0,,0,,0,,0,-0.40000153,1,,0,0
2016-05-04,1079.1697608646475,1082.3484641367083,1051.3561072341154,1063.6735824133514,3794162.0,-0.01653196179279881,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-05,1062.0842307773205,1076.3883955015947,1058.1108516872446,1062.8789065953358,3154830.0,-0.0007471049682483688,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-06,1073.2096922295336,1075.9910575925867,1027.5158326936594,1038.6412941458718,4200566.0,-0.022803738317757283,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-09,1037.846618327857,1066.0576098673969,1032.2838876017504,1059.3028654142674,4754466.0,0.019892884468248218,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-10,1055.3294863241917,1060.4948791412903,1038.2439562368647,1056.918837960222,3797602.0,-0.0022505626406600365,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-11,1061.686892868313,1102.2153595870886,1053.740134688161,1102.2153595870886,2690328.0,0.04285714285714293,2.2999992,0,,1,,1,,1,,0,,0,,0,-0.40000153,0,,0,0
2016-05-12,1113.340821039301,1133.605054398689,1102.2153595870886,1125.6582962185369,6201144.0,0.02126892573900485,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-13,1127.6449857635748,1134.399730216704,1099.0366563150276,1111.7514694032707,6289792.0,-0.012354394634663035,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-16,1108.5727661312096,1133.605054398689,1101.818021678081,1116.1221864023546,5683616.0,0.003931379556826542,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-17,1115.327510584339,1126.0556341275446,1111.3541314942634,1123.671606673499,3668392.0,0.006763972944108021,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-18,1124.4662824915147,1163.4053975742597,1122.479592946476,1133.605054398689,6973520.0,0.008840169731258785,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-19,1133.2077164896814,1142.3464883968566,1118.9035517654074,1132.0157027626585,4857772.0,-0.001402032947774301,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-20,1124.4662824915147,1142.3464883968566,1113.340821039301,1140.3597988518181,4066198.0,0.0073710073710073765,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-23,1152.279936122046,1159.0346805751756,1123.671606673499,1126.8503099455602,5001358.0,-0.011846689895469886,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-24,1128.4396615815904,1131.6183648536507,1080.3617745916704,1083.540477863731,6640506.0,-0.03843441466854769,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-25,1079.9644366826628,1114.1354968573166,1073.2096922295336,1108.5727661312096,7651616.0,0.023102310231022827,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-26,1114.532834766324,1151.4852603040313,1112.546145221286,1150.2932465770082,6704486.0,0.03763440860215095,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-27,1155.0613014850999,1158.2400047571607,1127.6449857635748,1140.7571367608257,6613560.0,-0.00829015544041456,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-30,1137.1810955797578,1187.2456721147157,1134.399730216704,1181.682941388609,7525820.0,0.03587600139324287,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-05-31,1172.1468315724262,1180.4909276615858,1157.4453289391454,1164.2000733922748,5196984.0,-0.014794889038331926,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-06-01,1167.378776664335,1173.7361832084566,1138.7704472157877,1151.4852603040313,6059624.0,-0.01092150170648487,2.2999992,0,,0,,0,,0,,0,,0,,0,-0.40000153,0,,0,0
2016-06-02,1151.8825982130381,1193.2057407498294,1143.9358400328865,1182.8749551156313,6443822.0,0.02726017943409209,-2.2999992,1,,0,,0,,0,,0,,0,,0,-0.29999924,1,,0,0
2016-06-03,1186.0536583876926,1215.0593257452479,1180.4909276615858,1213.4699741092174,6229430.0,0.025864964729594098,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-06,1221.4167322893695,1231.7475179235666,1201.9471747479968,1230.9528421055516,5900880.0,0.01440733464309063,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-07,1233.336869559597,1245.2570068298255,1226.18478719746,1243.6676551937946,6353176.0,0.010329244673983107,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-08,1239.6942761037187,1261.9451990081445,1232.1448558325746,1260.753185281122,5348828.0,0.013738019169329263,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-13,1319.161857905239,1331.8766709934823,1293.3348938197455,1328.6979677214222,4396564.0,0.05389221556886259,-2.2999992,0,,1,,1,,1,,0,,0,,0,-0.29999924,0,,0,0
2016-06-14,1324.327250722338,1337.8367396285967,1278.236053277456,1284.9907977305857,7192348.0,-0.03289473684210542,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-15,1295.3215833647835,1308.433734362034,1274.26267418738,1303.6656794539426,6571600.0,0.014533085961657033,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-16,1309.6257480890572,1325.916602358369,1266.3159160072285,1271.4813088243275,7458498.0,-0.02468759524535158,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-17,1273.467998369365,1284.5934598215779,1253.2037650099771,1283.401446094555,5883334.0,0.00937499999999969,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-20,1284.5934598215779,1300.8843140908898,1276.6467016414254,1293.7322317287528,4926544.0,0.008049535603715352,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-21,1289.3615147296694,1303.268341544935,1281.0174186405093,1290.9508663656993,4448280.0,-0.002149877149877355,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-22,1275.454687914403,1298.1029487278363,1264.7265643711983,1296.5135970918059,4569932.0,0.004309018159433853,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-23,1283.401446094555,1308.8310722710416,1269.4946192792888,1275.454687914403,5609324.0,-0.016242721422004336,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-24,1275.454687914403,1293.7322317287528,1259.561171554099,1262.3425369171525,7414320.0,-0.01028037383177538,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-27,1255.587792464023,1314.7911409061555,1250.422399646924,1311.6124376340947,4936632.0,0.03903053194837858,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-28,1308.433734362034,1360.882338351038,1303.6656794539426,1352.1409043528702,6783382.0,0.03089972735534685,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-29,1353.3329180798928,1360.4850004420293,1325.1219265403531,1333.4660226295127,5535794.0,-0.013811342932706583,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-06-30,1331.8766709934823,1352.1409043528702,1328.3006298124142,1348.5648631718022,4254466.0,0.01132300357568572,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-07-01,1344.5914840817259,1421.2777005201935,1333.4660226295127,1370.8157860762278,4812026.0,0.016499705362404082,-2.2999992,0,,0,,0,,0,,0,,0,,0,-0.29999924,0,,0,0
2016-07-04,1367.239744895159,1399.8214534337828,1365.2530553501208,1374.3918272572962,4177172.0,0.002608695652173809,-4.0,1,,0,,0,,0,,0,,0,,0,-0.20000076,1,,0,0
2016-07-05,1375.583840984319,1380.3518958924103,1300.8843140908898,1335.0553742655436,5737236.0,-0.028620988725065022,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-06,1332.27400890249,1348.9622010808098,1282.2094323675321,1292.9375559107373,6335542.0,-0.03154761904761938,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-07,1271.4813088243275,1319.161857905239,1234.131545377612,1248.833048010894,6399496.0,-0.034111862323294107,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-08,1261.1505231901292,1272.6733225513497,1201.5498368389894,1221.8140701983766,5636438.0,-0.021635380209990673,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-11,1232.1448558325746,1268.6999434612737,1222.6087460163922,1250.0250617379163,4082924.0,0.023089430894308816,-4.0,0,,1,,1,,1,,0,,0,,0,-0.20000076,0,,0,0
2016-07-12,1255.587792464023,1268.6999434612737,1243.6676551937946,1265.1239022802054,3555346.0,0.012078830260648488,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-13,1261.547861099137,1317.9698441782161,1256.7798061910455,1308.8310722710416,5075350.0,0.03454773869346739,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-14,1324.327250722338,1332.27400890249,1304.8576931809657,1320.7512095412694,3415708.0,0.009107468123861429,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-15,1323.1352369953152,1327.505953994399,1262.3425369171525,1271.4813088243275,3945200.0,-0.037304452466906834,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-18,1267.507929734251,1282.60677027654,1236.9129107406654,1242.475641466772,3471436.0,-0.022812500000000346,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-19,1239.6942761037187,1271.8786467333346,1236.5155728316581,1257.9718199180686,3215416.0,0.01247201790853869,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-20,1251.2170754649392,1254.395778737,1207.9072433831109,1221.8140701983766,3964940.0,-0.028742893240682355,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-21,1216.2513394722705,1224.1980976524223,1193.2057407498294,1217.0460152902851,3054108.0,-0.0039024390243904694,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-22,1219.4300427443313,1225.3901113794452,1182.0802792976167,1187.643010023723,2890630.0,-0.024159320927195194,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-25,1183.6696309336469,1192.8084028408211,1161.4187080292213,1188.8350237507457,2909336.0,0.0010036801605886048,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-26,1192.411064931814,1198.7684714759355,1173.3388452994493,1190.8217132957834,2533104.0,0.0016711229946522188,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
2016-07-27,1186.0536583876926,1207.9072433831109,1180.8882655705938,1194.397754476852,2165048.0,0.0030030030030032684,-4.0,0,,0,,0,,0,,0,,0,,0,-0.20000076,0,,0,0
