date,open,high,low,close,volume,returns,fac_Non_Mfg_PMI_Constr_New_Orders_level,fac_Non_Mfg_PMI_Constr_New_Orders_level_release,fac_Non_Mfg_PMI_Constr_Expectation_level,fac_Non_Mfg_PMI_Constr_Expectation_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_非制造业PMI_建筑业_全国_当期值_月_level,fac_非制造业PMI_建筑业_全国_当期值_月_level_release,fac_GDP_Contribution_2nd_Industry_YoY_diff,fac_GDP_Contribution_2nd_Industry_YoY_diff_release,fac_Non_Mfg_PMI_Constr_Expectation_zscore,fac_Non_Mfg_PMI_Constr_Expectation_zscore_release,fac_GDP_Contribution_2nd_Industry_YoY_zscore,fac_GDP_Contribution_2nd_Industry_YoY_zscore_release,fac_PPI_非金属矿物制品业_全国_当期同比增长率_月_level,fac_PPI_非金属矿物制品业_全国_当期同比增长率_月_level_release,fac_Non_Mfg_PMI_Constr_Expectation_diff,fac_Non_Mfg_PMI_Constr_Expectation_diff_release,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_level,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_level_release,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_level,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_level_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_New_Orders_level,fac_PMI_New_Orders_level_release,fac_制造业采购经理指数PMI_生产_level,fac_制造业采购经理指数PMI_生产_level_release,fac_PMI_Raw_Material_Inventory_level,fac_PMI_Raw_Material_Inventory_level_release,fac_非制造业PMI_建筑业_全国_当期值_月_zscore,fac_非制造业PMI_建筑业_全国_当期值_月_zscore_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_diff,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_diff_release,fac_Non_Mfg_PMI_Constr_New_Orders_zscore,fac_Non_Mfg_PMI_Constr_New_Orders_zscore_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_diff,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_diff_release,fac_PPI_金属制品业_全国_当期同比增长率_月_level,fac_PPI_金属制品业_全国_当期同比增长率_月_level_release,fac_PMI_Raw_Material_Inventory_zscore,fac_PMI_Raw_Material_Inventory_zscore_release,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_level,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_level_release,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_diff,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_diff_release,any_effective_release
2021-06-10,4857.805407218728,5013.9491524507575,4854.913856381098,4981.178242957615,2386753.0,0.02641509433962308,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.24460404,0,0.23873703,0,2.4,1,-2.4000015,0,26.8,1,38.1,1,,0,51.3,0,52.7,0,47.7,0,0.12645833,0,-0.5999985,0,58.2,0,6.5999985,1,-0.9920324,0,,0,9.700001,1,7.0,1,-0.68352485,0,48.0,1,8.099998,1,1
2021-06-11,5003.3467993794475,5137.321988189647,4997.563697704188,5129.611185955967,2032513.0,0.029798761609907576,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.24518909,0,0.24237937,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.12571032,0,-0.5999985,0,58.2,0,6.5999985,0,-0.9948683,0,,0,9.700001,0,7.0,0,-0.6791463,0,48.0,0,8.099998,0,0
2021-06-15,5012.021451892337,5039.009259710219,4925.274926763433,4981.178242957615,1761824.0,-0.028936490041338137,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.2457744,0,0.24603996,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.124962434,0,-0.5999985,0,58.2,0,6.5999985,0,-0.99771696,0,,0,9.700001,0,7.0,0,-0.6845135,0,48.0,0,8.099998,0,0
2021-06-16,4982.142093236823,4997.563697704188,4815.395994933487,4832.745299959265,1966255.0,-0.029798761609907132,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.24636002,0,0.2497191,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.12421465,0,-0.5999985,0,58.2,0,6.5999985,0,-1.0005785,0,,0,9.700001,0,7.0,0,-0.6899311,0,48.0,0,8.099998,0,0
2021-06-17,4825.998348004794,4932.985728997112,4793.2274385116525,4916.6002742505425,2171848.0,0.01735141603510204,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.2469459,0,0.2534171,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.12346696,0,-0.5999985,0,58.2,0,6.5999985,0,-1.0034531,0,,0,9.700001,0,7.0,0,-0.69540006,0,48.0,0,8.099998,0,0
2021-06-18,4905.99792117923,4989.852895470504,4833.709150238476,4878.0462630821385,2683467.0,-0.007841599686336354,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.24753207,0,0.25713423,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.122719385,0,-0.5999985,0,58.2,0,6.5999985,0,-1.0063409,0,,0,9.700001,0,7.0,0,-0.7009214,0,48.0,0,8.099998,0,0
2021-06-21,4879.973963640558,4902.14252006239,4708.408613941168,4712.264015058008,2277214.0,-0.0339853783837184,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.24440247,0,0.26087084,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.124069646,0,-0.5999985,0,58.2,0,6.5999985,0,-0.9986181,0,,0,9.700001,0,7.0,0,-0.7064963,0,48.0,0,8.099998,0,0
2021-06-22,4685.2762072401265,4732.504870921421,4645.758345792515,4708.408613941168,1830478.0,-0.0008181632235629843,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.24127214,0,0.2646272,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.12542117,0,-0.5999985,0,58.2,0,6.5999985,0,-0.9909598,0,,0,9.700001,0,7.0,0,-0.71212566,0,48.0,0,8.099998,0,0
2021-06-23,4698.770111149065,4795.1551390700715,4670.818453051977,4755.637277622462,1936375.0,0.010030706243602916,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.23814097,0,0.26840365,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.12677394,0,-0.5999985,0,58.2,0,6.5999985,0,-0.9833646,0,,0,9.700001,0,7.0,0,-0.71781075,0,48.0,0,8.099998,0,0
2021-06-24,4772.02273236903,4840.4561021929485,4733.468721200631,4754.67342734325,1770624.0,-0.0002026753141469717,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.23500887,0,0.27220052,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.12812798,0,-0.5999985,0,58.2,0,6.5999985,0,-0.9758313,0,,0,9.700001,0,7.0,0,-0.7235526,0,48.0,0,8.099998,0,0
2021-06-25,4775.878133485874,4903.106370341601,4762.384229576933,4882.865514478188,1774404.0,0.02696128116764629,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.23187573,0,0.27601814,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.1294833,0,-0.5999985,0,58.2,0,6.5999985,0,-0.9683586,0,,0,9.700001,0,7.0,0,-0.7293525,0,48.0,0,8.099998,0,0
2021-06-28,4893.467867549501,4915.636423971332,4824.070647446374,4886.720915595031,1619350.0,0.0007895775759974022,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.22874145,0,0.27985686,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.1308399,0,-0.5999985,0,58.2,0,6.5999985,0,-0.96094537,0,,0,9.700001,0,7.0,0,-0.7352116,0,48.0,0,8.099998,0,0
2021-06-29,4915.636423971332,4983.105943516036,4849.130754705837,4853.950006101886,1737958.0,-0.0067061143984227245,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.22560593,0,0.28371698,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.1321978,0,-0.5999985,0,58.2,0,6.5999985,0,-0.9535904,0,,0,9.700001,0,7.0,0,-0.7411312,0,48.0,0,8.099998,0,0
2021-06-30,4901.17866978318,4964.792788211046,4874.190861965298,4960.937387094205,1434058.0,0.022041302621128356,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.22246908,0,0.2875989,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.3,0,52.7,0,47.7,0,0.133557,0,-0.5999985,0,58.2,0,6.5999985,0,-0.94629264,0,,0,9.700001,0,7.0,0,-0.7471126,0,48.0,0,8.099998,0,0
2021-07-01,4969.612039607096,5010.093751333919,4928.16647760106,4959.973536814993,1419832.0,-0.00019428793471965022,53.8,0,65.7,0,,0,60.1,0,10.200001,0,-0.21933077,0,0.29150298,0,2.4,0,-2.4000015,0,26.8,0,38.1,0,,0,51.5,1,51.9,1,48.0,1,0.13491753,0,0.29999924,1,58.2,0,6.5999985,0,-0.939051,0,,0,9.700001,0,7.0,0,-0.14415549,1,48.0,0,8.099998,0,0
2021-07-02,4969.612039607096,4992.744446308138,4884.79321503661,4938.768830672371,1643131.0,-0.00427516517683646,51.2,1,63.2,1,,0,60.1,1,10.200001,0,-1.3551472,1,0.29542956,0,2.4,0,-2.4999962,1,26.8,0,38.1,0,,0,51.5,0,51.9,0,48.0,0,0.13627937,1,0.29999924,0,57.9,1,6.5999985,0,-2.377965,1,,0,9.700001,0,7.0,0,-0.15056445,0,48.0,0,8.099998,0,1
2021-07-05,4930.094178159482,5037.081559151803,4892.504017270291,5033.22615803496,1600989.0,0.019125683060109644,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.3434747,0,0.29937905,0,2.4,0,-2.4999962,0,26.8,0,38.1,0,,0,51.5,0,51.9,0,48.0,0,0.13764255,0,0.29999924,0,57.9,0,6.5999985,0,-2.3464303,0,,0,9.700001,0,7.0,0,-0.15704606,0,48.0,0,8.099998,0,0
2021-07-06,5040.936960268639,5113.225731209393,5031.298457476538,5112.261880930183,1395330.0,0.015702795863653307,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.3319606,0,0.3033518,0,2.4,0,-2.4999962,0,26.8,0,38.1,0,,0,51.5,0,51.9,0,48.0,0,0.13900708,0,0.29999924,0,57.9,0,6.5999985,0,-2.3159595,0,,0,9.700001,0,7.0,0,-0.1636027,0,48.0,0,8.099998,0,0
2021-07-07,5119.972683163865,5243.345518902754,5065.033217248892,5242.381668623543,1950730.0,0.02545248868778316,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.3206002,0,0.3073482,0,2.4,0,-2.4999962,0,26.8,0,38.1,0,,0,51.5,0,51.9,0,48.0,0,0.14037295,0,0.29999924,0,57.9,0,6.5999985,0,-2.2864945,0,,0,9.700001,0,7.0,0,-0.17023683,0,48.0,0,8.099998,0,0
2021-07-08,5261.6586742077425,5276.116428395895,5162.3820954491075,5198.044555779878,1871636.0,-0.008457437028866144,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.3093892,0,0.31136867,0,2.4,0,-2.4999962,0,26.8,0,38.1,0,,0,51.5,0,51.9,0,48.0,0,0.14174019,0,0.29999924,0,57.9,0,6.5999985,0,-2.257982,0,,0,9.700001,0,7.0,0,-0.17695102,0,48.0,0,8.099998,0,0
2021-07-09,5173.948298799628,5241.417818344332,5089.129474229146,5231.779315552233,2140769.0,0.006489894307436295,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2983238,0,0.31541362,0,2.4,0,-2.4999962,0,26.8,0,38.1,0,,0,51.5,0,51.9,0,48.0,0,0.1431088,0,0.29999924,0,57.9,0,6.5999985,0,-2.2303724,0,,0,9.700001,0,7.0,0,-0.18374798,0,48.0,0,8.099998,0,0
2021-07-12,5277.080278675104,5332.0197445900785,5221.176962480921,5235.634716669072,1828594.0,0.0007369196757551766,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2873998,0,0.3194835,0,2.5,1,-2.4999962,0,27.7,1,34.4,1,,0,51.5,0,51.9,0,48.0,0,0.14447878,0,0.29999924,0,57.9,0,0.9000015,1,-2.2036207,0,,0,4.5999985,1,7.5,1,-0.19063053,0,52.6,1,-3.699997,1,1
2021-07-13,5219.249261922501,5262.622524486954,5186.478352429358,5260.694823928533,1516791.0,0.0047864506627390835,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2766134,0,0.32357866,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.14585018,0,0.29999924,0,57.9,0,0.9000015,0,-2.177684,0,,0,4.5999985,0,7.5,0,-0.19439365,0,52.6,0,-3.699997,0,0
2021-07-14,5260.694823928533,5378.284557992164,5243.345518902754,5378.284557992164,1695714.0,0.022352510076951937,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2659607,0,0.32769957,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.14722297,0,0.29999924,0,57.9,0,0.9000015,0,-2.1525233,0,,0,4.5999985,0,7.5,0,-0.19817561,0,52.6,0,-3.699997,0,0
2021-07-15,5366.718354641641,5394.670012738733,5302.140385934568,5345.513648499022,1584452.0,-0.0060931899641577525,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2554386,0,0.3318467,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.14859717,0,0.29999924,0,57.9,0,0.9000015,0,-2.128102,0,,0,4.5999985,0,7.5,0,-0.20197673,0,52.6,0,-3.699997,0,0
2021-07-16,5339.73054682376,5377.320707712952,5243.345518902754,5358.043702128752,1865007.0,0.0023440317345833073,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2450432,0,0.3360205,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.14997278,0,0.29999924,0,57.9,0,0.9000015,0,-2.1043863,0,,0,4.5999985,0,7.5,0,-0.20579731,0,52.6,0,-3.699997,0,0
2021-07-19,5378.284557992164,5445.754077536866,5363.8268038040105,5366.718354641641,1558355.0,0.0016189962223418508,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2347714,0,0.34022143,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15134983,0,0.29999924,0,57.9,0,0.9000015,0,-2.0813444,0,,0,4.5999985,0,7.5,0,-0.20963772,0,52.6,0,-3.699997,0,0
2021-07-20,5328.164343473241,5431.296323348716,5269.369476441424,5398.525413855574,1672424.0,0.005926724137931272,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2246199,0,0.34444994,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15272832,0,0.29999924,0,57.9,0,0.9000015,0,-2.0589468,0,,0,4.5999985,0,7.5,0,-0.21349825,0,52.6,0,-3.699997,0,0
2021-07-21,5406.236216089254,5443.826376978444,5322.381241797979,5359.9714026871725,1399698.0,-0.007141581860381829,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2145857,0,0.34870657,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15410827,0,0.29999924,0,57.9,0,0.9000015,0,-2.0371659,0,,0,4.5999985,0,7.5,0,-0.21737929,0,52.6,0,-3.699997,0,0
2021-07-22,5349.369049615859,5455.392580328968,5282.863380350365,5443.826376978444,2184004.0,0.01564466822513877,51.2,0,63.2,0,,0,60.1,0,10.200001,0,-1.2046264,0,0.35299176,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15353726,0,0.29999924,0,57.9,0,0.9000015,0,-2.0123518,0,,0,4.5999985,0,7.5,0,-0.22128117,0,52.6,0,-3.699997,0,0
2021-07-23,5460.211831725018,5487.1996395429005,5422.621670835827,5465.99493340028,1166075.0,0.004072237960340841,51.2,0,63.2,0,,0,60.1,0,-4.5999985,1,-1.1947788,0,-0.04087571,1,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15296637,0,0.29999924,0,57.9,0,0.9000015,0,-1.9882009,0,,0,4.5999985,0,7.5,0,-0.22520426,0,52.6,0,-3.699997,0,1
2021-07-26,5455.392580328968,5547.922207133131,5418.766269718984,5481.41653786764,1497934.0,0.002821371892082203,51.2,0,63.2,0,,0,60.1,0,-4.5999985,0,-1.1850401,0,-0.036014188,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15239556,0,0.29999924,0,57.9,0,0.9000015,0,-1.964682,0,,0,4.5999985,0,7.5,0,-0.22914891,0,52.6,0,-3.699997,0,0
2021-07-27,5474.669585913167,5542.139105457874,5379.248408271371,5410.091617206097,1464049.0,-0.01301213293476311,51.2,0,63.2,0,,0,60.1,0,-4.5999985,0,-1.1754074,0,-0.031125022,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15182486,0,0.29999924,0,57.9,0,0.9000015,0,-1.9417657,0,,0,4.5999985,0,7.5,0,-0.23311551,0,52.6,0,-3.699997,0,0
2021-07-28,5396.597713297153,5498.765842893419,5383.103809388213,5453.464879770548,1300624.0,0.008017103153393546,51.2,0,63.2,0,,0,60.1,0,-4.5999985,0,-1.1658782,0,-0.026207475,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15125425,0,0.29999924,0,57.9,0,0.9000015,0,-1.9194248,0,,0,4.5999985,0,7.5,0,-0.23710445,0,52.6,0,-3.699997,0,0
2021-07-29,5455.392580328968,5561.416111042074,5424.549371394247,5545.030656295502,1209958.0,0.016790385295156973,51.2,0,63.2,0,,0,60.1,0,-4.5999985,0,-1.1564498,0,-0.021260785,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15068376,0,0.29999924,0,57.9,0,0.9000015,0,-1.8976334,0,,0,4.5999985,0,7.5,0,-0.24111609,0,52.6,0,-3.699997,0,0
2021-07-30,5554.669159087604,5583.584667463907,5464.06723284186,5529.6090518281435,1597844.0,-0.0027811576568742558,51.2,0,63.2,0,,0,60.1,0,-4.5999985,0,-1.1471198,0,-0.016284177,0,2.5,0,-2.4999962,0,27.7,0,34.4,0,,0,51.5,0,51.9,0,48.0,0,0.15011336,0,0.29999924,0,57.9,0,0.9000015,0,-1.8763677,0,,0,4.5999985,0,7.5,0,-0.24515086,0,52.6,0,-3.699997,0,0
2021-08-02,5477.561136750801,5479.48883730922,5172.984448520419,5218.285411643292,2747833.0,-0.05630120271919137,50.0,1,64.0,1,,0,57.5,1,-4.5999985,0,-0.78925973,1,-0.011276849,0,2.5,0,0.79999924,1,27.7,0,34.4,0,,0,50.9,1,51.0,1,47.7,1,-1.0740511,1,-0.29999924,1,57.9,0,0.9000015,0,-2.434015,1,,0,4.5999985,0,7.5,0,-0.9016985,1,52.6,0,-3.699997,0,1
2021-08-03,5205.755358013562,5222.140812760132,5048.647762502324,5057.322415015211,1789543.0,-0.030845954931658648,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.7828884,0,-0.00592326,0,2.5,0,0.79999924,0,27.7,0,34.4,0,,0,50.9,0,51.0,0,47.7,0,-1.0673003,0,-0.29999924,0,57.9,0,0.9000015,0,-2.3959503,0,,0,4.5999985,0,7.5,0,-0.90336126,0,52.6,0,-3.699997,0,0
2021-08-04,5029.370756918119,5265.514075324587,5029.370756918119,5256.839422811694,1813894.0,0.039451114922812947,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.7765473,0,-0.00053070637,0,2.5,0,0.79999924,0,27.7,0,34.4,0,,0,50.9,0,51.0,0,47.7,0,-1.0606054,0,-0.29999924,0,57.9,0,0.9000015,0,-2.3592913,0,,0,4.5999985,0,7.5,0,-0.9050283,0,52.6,0,-3.699997,0,0
2021-08-05,5256.839422811694,5297.321134538516,5172.020598241205,5178.767550195679,1588552.0,-0.014851485148514754,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.77023566,0,0.0049019395,0,2.5,0,0.79999924,0,27.7,0,34.4,0,,0,50.9,0,51.0,0,47.7,0,-1.0539652,0,-0.29999924,0,57.9,0,0.9000015,0,-2.323949,0,,0,4.5999985,0,7.5,0,-0.90669966,0,52.6,0,-3.699997,0,0
2021-08-06,5166.237496565948,5248.164770298804,5125.755784839128,5184.550651870938,1239190.0,0.001116694584031075,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.7639527,0,0.010375843,0,2.5,0,0.79999924,0,27.7,0,34.4,0,,0,50.9,0,51.0,0,47.7,0,-1.0473789,0,-0.29999924,0,57.8,1,0.9000015,0,-2.2898428,0,,0,4.5999985,0,7.5,0,-0.9083754,0,52.6,0,-3.699997,0,0
2021-08-09,5175.875999358048,5194.18915466304,5070.816318924151,5137.321988189647,1257656.0,-0.00910949990704557,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.75769764,0,0.015892211,0,2.5,0,0.79999924,0,27.7,0,34.4,0,,0,50.9,0,51.0,0,47.7,0,-1.0408454,0,-0.29999924,0,57.8,0,0.9000015,0,-2.256898,0,,0,4.5999985,0,7.5,0,-0.9100556,0,52.6,0,-3.699997,0,0
2021-08-10,5166.237496565948,5248.164770298804,5128.647335676754,5240.453968065126,1116740.0,0.020075046904315608,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.75146973,0,0.021452287,0,2.3,1,0.79999924,0,27.9,1,33.0,1,,0,50.9,0,51.0,0,47.7,0,-1.0343639,0,-0.29999924,0,57.8,0,0.19999886,1,-2.2250464,0,,0,2.0,1,7.9,1,-0.9117401,0,54.6,1,-1.4000015,1,1
2021-08-11,5243.345518902754,5323.345092077188,5239.490117785911,5307.923487609828,777697.0,0.012874747103181372,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.7452683,0,0.027057365,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-1.0279332,0,-0.29999924,0,57.8,0,0.19999886,0,-2.1942255,0,,0,2.0,0,7.9,0,-0.9134291,0,54.6,0,-1.4000015,0,0
2021-08-12,5281.899530071155,5305.995787051409,5190.333753546198,5190.333753546198,558168.0,-0.022153622662066885,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.7390926,0,0.032708775,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-1.0215527,0,-0.29999924,0,57.8,0,0.19999886,0,-2.1643777,0,,0,2.0,0,7.9,0,-0.91512257,0,54.6,0,-1.4000015,0,0
2021-08-13,5198.044555779878,5240.453968065126,5155.635143494636,5225.032363597761,413958.0,0.006685236768802394,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.73294187,0,0.038407907,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-1.0152212,0,-0.29999924,0,57.8,0,0.19999886,0,-2.1354492,0,,0,2.0,0,7.9,0,-0.91226643,0,54.6,0,-1.4000015,0,0
2021-08-16,5238.526267506705,5240.453968065126,5093.948725625195,5126.719635118336,476577.0,-0.018815716657443082,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.72681546,0,0.04415619,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-1.0089382,0,-0.29999924,0,57.8,0,0.19999886,0,-2.1073909,0,,0,2.0,0,7.9,0,-0.90942127,0,54.6,0,-1.4000015,0,0
2021-08-17,5129.611185955967,5161.418245169903,5096.840276462823,5136.358137910437,245233.0,0.0018800526414741725,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.7207126,0,0.04995511,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-1.0027026,0,-0.29999924,0,57.8,0,0.19999886,0,-2.080157,0,,0,2.0,0,7.9,0,-0.9065871,0,54.6,0,-1.4000015,0,0
2021-08-18,5122.864234001495,5146.960490981749,4952.2627345813125,4977.322841840776,459015.0,-0.030962657158941642,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.7146327,0,0.05580621,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-0.99651366,0,-0.29999924,0,57.8,0,0.19999886,0,-2.0537052,0,,0,2.0,0,7.9,0,-0.90376383,0,54.6,0,-1.4000015,0,0
2021-08-19,4925.274926763433,4961.901237373415,4804.793641862175,4880.937813919771,410212.0,-0.019364833462432007,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.70857495,0,0.061711088,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-0.9903706,0,-0.29999924,0,57.8,0,0.19999886,0,-2.0279963,0,,0,2.0,0,7.9,0,-0.90095127,0,54.6,0,-1.4000015,0,0
2021-08-20,4819.251396050326,4969.612039607096,4750.81802622641,4950.335034022891,267956.0,0.014218009478672133,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.7025387,0,0.06767141,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-0.9842725,0,-0.29999924,0,57.8,0,0.19999886,0,-2.002993,0,,0,2.0,0,7.9,0,-0.8981494,0,54.6,0,-1.4000015,0,0
2021-08-23,5012.021451892337,5036.117708872592,4932.021878717903,4985.997494353665,229767.0,0.00720404984423717,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.69795245,0,0.073688895,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-0.977241,0,-0.29999924,0,57.8,0,0.19999886,0,-1.9794545,0,,0,2.0,0,7.9,0,-0.8953581,0,54.6,0,-1.4000015,0,0
2021-08-24,5031.298457476538,5079.4909714370415,4994.672146866559,5065.033217248892,171366.0,0.015851536825826518,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.69338506,0,0.079765335,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-0.97026336,0,-0.29999924,0,57.8,0,0.19999886,0,-1.9565197,0,,0,2.0,0,7.9,0,-0.8925773,0,54.6,0,-1.4000015,0,0
2021-08-25,5068.888618365732,5098.767977021244,5023.587655242858,5037.081559151803,157595.0,-0.0055185537583247735,50.0,0,64.0,0,,0,57.5,0,-4.5999985,0,-0.6888362,0,0.0859026,0,2.3,0,0.79999924,0,27.9,0,33.0,0,,0,50.9,0,51.0,0,47.7,0,-0.96333855,0,-0.29999924,0,57.8,0,0.19999886,0,-1.9341612,0,,0,2.0,0,7.9,0,-0.8898069,0,54.6,0,-1.4000015,0,0
