date,open,high,low,close,volume,returns,fac_PPI_Electrical_Machinery_YoY_zscore,fac_PPI_Electrical_Machinery_YoY_zscore_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_diff,fac_PMI_diff_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PPI_level,fac_PPI_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_PPIRM_zscore,fac_PPIRM_zscore_release,fac_PMI_level,fac_PMI_level_release,fac_PPI_diff,fac_PPI_diff_release,any_effective_release
2018-12-17,60880.823686669304,62146.323954313535,60826.09935077118,62071.07799245364,62256.0,0.020008992805756076,-1.8508817,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.8168494,0,-1.1,0,-2.022632,0,-7.700001,0,,0,-1.8251159,0,51.9,0,-0.8,0,0
2018-12-18,61872.70227482291,62358.380755918806,61701.688725141285,61920.58606873378,48550.0,-0.0024245095878334677,-1.8376224,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.8009421,0,-1.1,0,-1.9982508,0,-7.700001,0,,0,-1.822125,0,51.9,0,-0.8,0,0
2018-12-19,61770.094145013885,62378.90238188062,60791.896640834835,61099.72103026183,67214.0,-0.013256738842244764,-1.8247609,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.7853316,0,-1.1,0,-1.9745176,0,-7.700001,0,,0,-1.819825,0,51.9,0,-0.8,0,0
2018-12-20,61099.72103026183,61653.804931230356,60969.75073250375,61544.35625943415,56338.0,0.007277205553067878,-1.8122914,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.7700081,0,-1.1,0,-1.9514021,0,-7.700001,0,,0,-1.8182517,0,51.9,0,-0.8,0,0
2018-12-21,61633.28330526862,61886.383358797415,61113.402114236356,61352.82108379066,49560.0,-0.0031121484939430344,-1.8002088,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.7549618,0,-1.1,0,-1.9288762,0,-7.700001,0,,0,-1.8039078,0,51.9,0,-0.8,0,0
2018-12-24,61352.82108379066,62098.44016040271,61229.691328019915,61742.73197706487,62756.0,0.006355223547776179,-1.7885087,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.7401842,0,-1.1,0,-1.9069133,0,-7.700001,0,,0,-1.7899351,0,51.9,0,-0.8,0,0
2018-12-25,61722.21035110308,61790.615770975746,60511.43441935694,60880.823686669304,61854.0,-0.013959672058498018,-1.7771876,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.7256664,0,-1.1,0,-1.8854887,0,-7.700001,0,,0,-1.7763256,0,51.9,0,-0.8,0,0
2018-12-26,60901.34531263112,61133.923740198195,59971.03160236291,60148.88569403182,68952.0,-0.012022471910112298,-1.7662427,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.7114002,0,-1.1,0,-1.8645792,0,-7.700001,0,,0,-1.7630715,0,51.9,0,-0.8,0,0
2018-12-27,60258.33436582811,60928.70748058019,60039.43702223557,60196.76948794269,65470.0,0.0007960877971113778,-1.7556723,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.6973778,0,-1.1,0,-1.8441627,0,-7.700001,0,,0,-1.7501663,0,51.9,0,-0.8,0,0
2018-12-28,60176.24786198091,60456.71008345882,59964.19106037564,60210.450571917194,61002.0,0.00022727272727229852,-1.7454749,0,,0,-0.099998474,0,-0.90000004,0,,0,-1.6835916,0,-1.1,0,-1.8242188,0,-7.700001,0,,0,-1.7376035,0,51.9,0,-0.8,0,0
2019-01-02,59916.30726646475,60436.18845749705,59074.920602031016,59163.847647865485,60866.0,-0.0173824130879342,-1.7356503,0,,0,-1.1000023,1,-0.90000004,0,,0,-1.6700345,0,-1.1,0,-3.3611631,1,-5.5,1,,0,-1.7253776,0,50.8,1,-0.8,0,1
2019-01-03,59040.71789209472,60661.926343076775,59033.877350107425,60463.550625446056,74380.0,0.021967857555786674,-1.726199,0,,0,-1.1000023,0,-0.90000004,0,,0,-1.6566997,0,-1.1,0,-3.2776196,0,-5.5,0,,0,-1.7134832,0,50.8,0,-0.8,0,0
2019-01-04,60600.36146519142,61558.03734340863,60142.04515204456,61537.51571744685,82798.0,0.01776219029301962,-1.7122288,0,,0,-1.1000023,0,-0.90000004,0,,0,-1.6435803,0,-1.1,0,-3.1994164,0,-5.5,0,,0,-1.7019161,0,50.8,0,-0.8,0,0
2019-01-07,61578.558969370475,62392.58346585516,61475.950839561476,62132.64287033904,85508.0,0.009670964873277565,-1.6985762,0,,0,-1.1000023,0,-0.90000004,0,,0,-1.6306703,0,-1.1,0,-3.1259959,0,-5.5,0,,0,-1.6906725,0,50.8,0,-0.8,0,0
2019-01-08,62091.59961841545,62269.45371008433,61735.8914350776,62146.323954313535,60952.0,0.0002201915666624199,-1.6852336,0,,0,-1.1000023,0,-0.90000004,0,,0,-1.6179633,0,-1.1,0,-3.0568786,0,-5.5,0,,0,-1.6797489,0,50.8,0,-0.8,0,0
2019-01-09,62248.932084122556,62932.986282849175,62071.07799245364,62515.71322162596,60036.0,0.005943863511283176,-1.6721939,0,,0,-1.1000023,0,-0.90000004,0,,0,-1.6054537,0,-1.1,0,-2.99165,0,-5.5,0,,0,-1.6691427,0,50.8,0,-0.8,0,0
2019-01-10,62625.161893422155,62809.85652707837,62289.975336046184,62611.48080944769,48330.0,0.0015318962687382864,-1.6594502,0,,0,-1.1000023,0,-0.90000004,0,,0,-1.593136,0,-1.1,0,-2.9299498,0,-5.5,0,,0,-1.6588517,0,50.8,0,-0.8,0,0
2019-01-11,62529.394305600465,62720.929481243955,61913.74552674651,62700.40785528214,55114.0,0.0014202993554024435,-1.6469965,0,,0,-1.1000023,0,-0.90000004,0,,0,-2.158554,1,-1.5,1,-2.871462,0,-5.5,0,,0,-1.6271886,1,50.8,0,-0.39999998,1,0
2019-01-14,62755.13219118024,63213.448504327105,62508.87267963863,62700.40785528214,56126.0,0.0,-1.8064659,1,,0,-1.1000023,0,-0.19999993,1,,0,-2.132585,0,-1.5,0,-2.8159103,0,-5.5,0,,0,-1.6177745,0,50.8,0,-0.39999998,0,1
2019-01-15,62775.653817142076,63076.63766458174,62358.380755918806,63042.434954645374,59814.0,0.005454942177611777,-1.7919573,0,,0,-1.1000023,0,-0.19999993,0,,0,-2.107331,0,-1.5,0,-2.7691455,0,-5.5,0,,0,-1.6086645,0,50.8,0,-0.39999998,0,0
2019-01-16,63131.362000479916,64130.081130620776,62885.10248893832,64082.19733670993,85222.0,0.016493055555556912,-1.7778126,0,,0,-1.1000023,0,-0.19999993,0,,0,-2.082758,0,-1.5,0,-2.7244425,0,-5.5,0,,0,-1.5998595,0,50.8,0,-0.39999998,0,0
2019-01-17,64054.835168760845,64068.51625273537,63582.83777163946,63760.69186330839,55522.0,-0.0050170794193000745,-1.7640234,0,,0,-1.1000023,0,-0.19999993,0,,0,-2.0588338,0,-1.5,0,-2.6816556,0,-5.5,0,,0,-1.5913607,0,50.8,0,-0.39999998,0,0
2019-01-18,63610.19993958853,64533.67310786945,63398.143137983265,64485.789313958594,61136.0,0.0113721703679861,-1.7505819,0,,0,-1.1000023,0,-0.19999993,0,,0,-2.0355287,0,-1.5,0,-2.6406531,0,-5.5,0,,0,-1.5831702,0,50.8,0,-0.39999998,0,0
2019-01-21,64403.702810111405,65532.39223801032,64287.413596327875,65176.684054672536,69854.0,0.01071390686326601,-1.7374805,0,,0,-1.1000023,0,-0.19999993,0,,0,-2.0128148,0,-1.5,0,-2.6013165,0,-5.5,0,,0,-1.5752907,0,50.8,0,-0.39999998,0,0
2019-01-22,65026.19213095264,65655.52199378115,64540.51364985676,64540.51364985676,50744.0,-0.009760705289672877,-1.7247128,0,,0,-1.1000023,0,-0.19999993,0,,0,-1.9906657,0,-1.5,0,-2.5635371,0,-5.5,0,,0,-1.5677259,0,50.8,0,-0.39999998,0,0
2019-01-23,64554.194733831275,64889.3812912073,64089.03787869717,64307.93522228968,42616.0,-0.003603603603604011,-1.7122726,0,,0,-1.1000023,0,-0.19999993,0,,0,-1.9690567,0,-1.5,0,-2.5272176,0,-5.5,0,,0,-1.56048,0,50.8,0,-0.39999998,0,0
2019-01-24,64362.659558187814,64704.68665755116,64205.32709248067,64294.25413831516,48736.0,-0.00021274332517795536,-1.7001544,0,,0,-1.1000023,0,-0.19999993,0,,0,-1.9479649,0,-1.5,0,-2.4922688,0,-5.5,0,,0,-1.5467721,0,50.8,0,-0.39999998,0,0
2019-01-25,64136.92167260802,65375.0597723032,64136.92167260802,65074.07592486351,50448.0,0.012128949888285945,-1.6883533,0,,0,-1.1000023,0,-0.19999993,0,,0,-1.9273683,0,-1.5,0,-2.4586086,0,-5.5,0,,0,-1.5333043,0,50.8,0,-0.39999998,0,0
2019-01-28,65074.07592486351,65874.41933737366,64896.221833194584,65245.08947454517,52020.0,0.0026279827604331896,-1.6768649,0,,0,-1.1000023,0,-0.19999993,0,,0,-1.9072464,0,-1.5,0,-2.426163,0,-5.5,0,,0,-1.5200695,0,50.8,0,-0.39999998,0,0
2019-01-29,65245.08947454517,65498.189528074,64567.875817805776,65334.01652037961,26850.0,0.0013629691759275975,-1.6656852,0,,0,-1.1000023,0,-0.19999993,0,,0,-1.8875798,0,-1.5,0,-2.3948634,0,-5.5,0,,0,-1.5070608,0,50.8,0,-0.39999998,0,0
2019-01-30,65593.95711589574,67263.04936078869,65498.189528074,67044.15201719619,43144.0,0.026175269605277274,-1.6548108,0,,0,-1.1000023,0,-0.19999993,0,,0,-1.8683503,0,-1.5,0,-2.3646467,0,-5.5,0,,0,-1.4942718,0,50.8,0,-0.39999998,0,0
2019-01-31,67180.96285694148,67762.40892585913,66982.58713931078,67290.41152873775,31700.0,0.0036730945821852323,-1.6442392,0,,0,-1.1000023,0,-0.19999993,0,,0,-1.8495406,0,-1.5,0,-2.3354557,0,-5.5,0,,0,-1.4816962,0,50.8,0,-0.39999998,0,0
2019-02-01,67324.61423867408,68378.05770471306,67167.28177296692,68261.76849092955,17260.0,0.014435295313611762,-1.6339679,0,,0,0.10000229,1,-0.19999993,0,,0,-1.8311344,0,-1.5,0,-1.9738935,1,1.5,1,,0,-1.4693285,0,50.9,1,-0.39999998,0,1
2019-02-11,68754.28751401274,69985.58507172072,68610.63613228012,68952.66323164346,16580.0,0.010121254634733123,-1.6239953,0,,0,0.10000229,0,-0.19999993,0,,0,-1.8131164,0,-1.5,0,-1.9551059,0,1.5,0,,0,-1.4571627,0,50.9,0,-0.39999998,0,0
2019-02-12,69062.11190343968,69123.67678132508,67933.42247554079,68248.08740695499,13190.0,-0.010218253968254598,-1.6143203,0,,0,0.10000229,0,-0.19999993,0,,0,-1.7954718,0,-1.5,0,-1.9368101,0,1.5,0,,0,-1.4451938,0,50.9,0,-0.39999998,0,0
2019-02-13,68248.08740695499,68617.47667426741,66900.5006354636,67687.16296399917,11808.0,-0.008218903477999251,-1.5996774,0,,0,0.10000229,0,-0.19999993,0,,0,-1.7781867,0,-1.5,0,-1.9189895,0,1.5,0,,0,-1.4334162,0,50.9,0,-0.39999998,0,0
2019-02-14,67611.91700213922,68343.85499477676,67310.93315469954,67988.14681143891,12694.0,0.004446690247600138,-1.585304,0,,0,0.10000229,0,-0.19999993,0,,0,-1.7612481,0,-1.5,0,-1.9016279,0,1.5,0,,0,-1.4218254,0,50.9,0,-0.39999998,0,0
2019-02-15,68299.95039318933,68368.87062567491,66528.70041831049,66611.40469729314,583396.0,-0.020249737325008788,-1.5711917,0,,0,0.10000229,0,-0.19999993,0,,0,-1.7446434,0,-1.5,0,-1.8847106,0,1.5,0,,0,-1.4104166,0,50.9,0,-0.39999998,0,0
2019-02-18,66921.54574347816,68231.03016070375,66701.0009995244,67810.61674254185,594212.0,0.01800310398344518,-1.5573323,0,,0,0.10000229,0,-0.19999993,0,,0,-1.7283608,1,-2.5,1,-1.8682233,0,1.5,0,,0,-1.6872854,1,50.9,0,-1.0,1,0
2019-02-19,68024.26946324711,68699.68774160562,67817.50876579042,68341.30253268067,512976.0,0.007825998577091209,-1.5437183,0,,0,0.10000229,0,-0.19999993,0,,0,-1.7123889,0,-2.5,0,-1.8521534,0,1.5,0,,0,-1.6721411,0,50.9,0,-1.0,0,0
2019-02-20,68265.49027694656,69423.35018270391,68231.03016070375,69409.56613620688,600894.0,0.01563130294473636,-1.5303423,0,,0,0.10000229,0,-0.19999993,0,,0,-1.696717,0,-2.5,0,-1.8364885,0,1.5,0,,0,-1.657301,0,50.9,0,-1.0,0,0
2019-02-21,69540.51457792943,70050.52429832258,69202.80543875022,69595.65076391785,579942.0,0.0026809651474524188,-1.5171975,0,,0,0.10000229,0,-0.19999993,0,,0,-1.6813349,0,-2.5,0,-1.8174771,0,1.5,0,,0,-1.6427556,0,50.9,0,-1.0,0,0
2019-02-22,69547.406601178,70808.64685566368,69340.64590372128,70781.07876266945,580844.0,0.017033075856605073,-1.5042771,0,,0,0.10000229,0,-0.19999993,0,,0,-1.6662328,0,-2.5,0,-1.7988931,0,1.5,0,,0,-1.6284962,0,50.9,0,-1.0,0,0
2019-02-25,70939.59529738626,71263.5203900684,70436.47760024173,70856.89101840365,560472.0,0.0010710808179175135,-1.4915748,0,,0,0.10000229,0,-0.19999993,0,,0,-1.6514015,0,-2.5,0,-1.7807201,0,1.5,0,,0,-1.6145142,0,50.9,0,-1.0,0,0
2019-02-26,70781.07876266945,70781.07876266945,69623.21885691209,70229.716902785,644900.0,-0.008851279058458172,-1.4790845,0,,0,0.10000229,0,-0.19999993,0,,0,-1.636832,0,-2.5,0,-1.7629424,0,1.5,0,,0,-1.6008018,0,50.9,0,-1.0,0,0
2019-02-27,70133.2285773052,70374.44939100466,69492.27041518955,69740.38325213753,550664.0,-0.006967615309126596,-1.4668005,0,,0,0.10000229,0,-0.19999993,0,,0,-1.6225159,0,-2.5,0,-1.7455455,0,1.5,0,,0,-1.5873512,0,50.9,0,-1.0,0,0
2019-02-28,69954.03597284279,70836.21494865791,69816.19550787163,70774.18673942095,617760.0,0.014823599169878854,-1.4547172,0,,0,0.10000229,0,-0.19999993,0,,0,-1.608445,0,-2.5,0,-1.7285153,0,1.5,0,,0,-1.5741552,0,50.9,0,-1.0,0,0
2019-03-01,70856.89101840365,72221.51162161765,70457.15366998741,72187.05150537485,670192.0,0.01996299542311708,-1.4428294,0,,0,-1.4000015,1,-0.19999993,0,,0,-1.5946118,0,-2.5,0,-0.4895995,1,5.6000023,1,,0,-1.561207,0,49.5,1,-1.0,0,1
2019-03-04,72152.5913891321,72800.44157449638,71621.90559899328,72304.2159006004,745606.0,0.0016230666412080375,-1.430548,0,,0,-1.4000015,0,-0.19999993,0,,0,-1.5840735,0,-2.5,0,-0.4840121,0,5.6000023,0,,0,-1.5486181,0,49.5,0,-1.0,0,0
2019-03-05,72090.56317989509,72910.71394647328,71297.98050631116,72828.0096674906,839668.0,0.007244304642073374,-1.4184548,0,,0,-1.4000015,0,-0.19999993,0,,0,-1.5736744,0,-2.5,0,-0.47842163,0,5.6000023,0,,0,-1.5362642,0,49.5,0,-1.0,0,0
2019-03-06,72765.98145825359,73372.47950412653,72607.4649235368,73083.01452768718,762616.0,0.003501466830699629,-1.4065444,0,,0,-1.4000015,0,-0.19999993,0,,0,-1.5634114,0,-2.5,0,-0.47282737,0,5.6000023,0,,0,-1.5241396,0,49.5,0,-1.0,0,0
2019-03-07,73213.96296940974,73593.02424808031,71745.96201746733,71752.8540407159,818298.0,-0.018200678989060415,-1.3948121,0,,0,-1.4000015,0,-0.19999993,0,,0,-1.5532808,0,-2.5,0,-0.4672286,0,5.6000023,0,,0,-1.512239,0,49.5,0,-1.0,0,0
2019-03-08,71897.58652893556,71973.39878466967,70298.63713527059,70367.55736775615,797442.0,-0.01930650273748935,-1.3832529,0,,0,-1.4000015,0,-0.19999993,0,,0,-1.5432798,0,-2.5,0,-0.46162453,0,5.6000023,0,,0,-1.5005572,0,49.5,0,-1.0,0,0
2019-03-11,70450.26164673883,70932.70327413768,70091.87643781387,70470.93771648448,566728.0,0.0014691478942212566,-1.3718622,0,,0,-1.4000015,0,-0.19999993,0,,0,-3.7721877,1,-2.5,1,-0.4560144,0,5.6000023,0,,0,-1.4012588,1,49.5,0,0.0,1,0
2019-03-12,70388.23343750184,70787.97078591803,69568.08267092363,70663.914367444,750870.0,0.002738386308067886,-1.3606356,0,,0,-1.4000015,0,-0.19999993,0,,0,-3.6598024,0,-2.5,0,-0.45039743,0,5.6000023,0,,0,-1.390996,0,49.5,0,0.0,0,0
2019-03-13,70863.7830416522,71311.76455280828,69264.83364798718,69609.43481041503,643440.0,-0.014922461718520186,-1.3495691,0,,0,-1.4000015,0,-0.19999993,0,,0,-3.556115,0,-2.5,0,-0.44477284,0,5.6000023,0,,0,-1.3809066,0,49.5,0,0.0,0,0
2019-03-14,69795.51943812598,70629.45425120123,69499.16243843808,69947.14394959422,609526.0,0.00485148514851419,-1.7666798,1,,0,-1.4000015,0,-0.5,1,,0,-3.4600387,0,-2.5,0,-0.44326454,0,5.6000023,0,,0,-1.3709877,0,49.5,0,0.0,0,1
2019-03-15,69740.38325213753,69995.3881123341,68747.93190434547,69292.4017409814,865740.0,-0.00936052813085042,-1.7494916,0,,0,-1.4000015,0,-0.5,0,,0,-3.3706684,0,-2.5,0,-0.44175822,0,5.6000023,0,,0,-1.3612365,0,49.5,0,0.0,0,0
2019-03-18,69430.24220595256,69581.86671742077,68644.55155561717,68961.5846250507,586626.0,-0.004774219216232445,-1.7326679,0,,0,-1.4000015,0,-0.5,0,,0,-3.287243,0,-2.5,0,-0.44025385,0,5.6000023,0,,0,-1.3516506,0,49.5,0,0.0,0,0
2019-03-19,69189.02139225308,70684.59043718973,68989.15271804498,70498.50580947872,615240.0,0.022286628023186816,-1.716196,0,,0,-1.4000015,0,-0.5,0,,0,-3.2091167,0,-2.5,0,-0.43875146,0,5.6000023,0,,0,-1.3422276,0,49.5,0,0.0,0,0
2019-03-20,70539.85794897005,70974.05541362904,70291.74511202202,70767.2947161724,591334.0,0.0038126894124546062,-1.7000636,0,,0,-1.4000015,0,-0.5,0,,0,-3.1357393,0,-2.5,0,-0.43725097,0,5.6000023,0,,0,-1.3329653,0,49.5,0,0.0,0,0
2019-03-21,70884.45911139781,71201.49218083137,70229.716902785,70464.04569323597,583374.0,-0.004285157771717563,-1.6842592,0,,0,-1.4000015,0,-0.5,0,,0,-3.0666363,0,-2.5,0,-0.43575245,0,5.6000023,0,,0,-1.323862,0,49.5,0,0.0,0,0
2019-03-22,70436.47760024173,70677.69841394112,68961.5846250507,69264.83364798718,640010.0,-0.017018779342723778,-1.6687719,0,,0,-1.4000015,0,-0.5,0,,0,-3.0013978,0,-2.5,0,-0.43425584,0,5.6000023,0,,0,-1.3149155,0,49.5,0,0.0,0,0
2019-03-25,69306.18578747852,69437.13422920107,68334.41050943213,68368.87062567491,641048.0,-0.012935323383084452,-1.6535912,0,,0,-1.4000015,0,-0.5,0,,0,-2.9403915,0,-2.5,0,-0.43276113,0,5.6000023,0,,0,-1.3042836,0,49.5,0,0.0,0,0
2019-03-26,68506.711090646,68920.2324855594,68299.95039318933,68741.03988109692,482098.0,0.005443548387096486,-1.6387073,0,,0,-1.4000015,0,-0.5,0,,0,-2.8825393,0,-2.5,0,-0.43126833,0,5.6000023,0,,0,-1.2937924,0,49.5,0,0.0,0,0
2019-03-27,68871.98832281951,70084.98441456536,68796.17606708537,69561.19064767509,633950.0,0.011931020653699775,-1.6241107,0,,0,-1.4000015,0,-0.5,0,,0,-2.8275719,0,-2.5,0,-0.42977738,0,5.6000023,0,,0,-1.2834381,0,49.5,0,0.0,0,0
2019-03-28,69733.49122888895,69878.22371710866,68651.44357886568,69044.28890403343,681904.0,-0.007430892697908975,-1.6097927,0,,0,-1.4000015,0,-0.5,0,,0,-2.7752514,0,-2.5,0,-0.42828834,0,5.6000023,0,,0,-1.2732177,0,49.5,0,0.0,0,0
2019-03-29,69030.50485753627,69595.65076391785,68541.17120688877,69333.75388047271,569446.0,0.004192453583548694,-1.5957447,0,,0,-1.4000015,0,-0.5,0,,0,-2.7253664,0,-2.5,0,-0.42680115,0,5.6000023,0,,0,-1.2631277,0,49.5,0,0.0,0,0
2019-04-01,69678.35504290053,71125.67992509728,69347.53792696983,71077.4357623574,515838.0,0.02514910536779391,-1.5819588,0,,0,3.2000008,1,-0.5,0,,0,-2.677729,0,-2.5,0,-0.06717892,1,1.5999985,1,,0,-1.2531652,0,52.7,1,0.0,0,1
2019-04-02,70884.45911139781,70967.1633903805,70022.95620532834,70457.15366998741,390864.0,-0.008726849607291198,-1.5684271,0,,0,3.2000008,0,-0.5,0,,0,-2.6321704,0,-2.5,0,-0.0672686,0,1.5999985,0,,0,-1.2433273,0,52.7,0,0.0,0,0
2019-04-03,70181.47274004517,71635.68964549042,69933.35990309714,71518.52525026497,510126.0,0.015064071211972063,-1.5551425,0,,0,3.2000008,0,-0.5,0,,0,-2.5885396,0,-2.5,0,-0.06735829,0,1.5999985,0,,0,-1.2336109,0,52.7,0,0.0,0,0
2019-04-04,71435.82097128232,71842.4503429471,70787.97078591803,70884.45911139781,395320.0,-0.008865760817192037,-1.542098,0,,0,3.2000008,0,-0.5,0,,0,-2.5467005,0,-2.5,0,-0.06744798,0,1.5999985,0,,0,-1.2240134,0,52.7,0,0.0,0,0
2019-04-08,70477.82973973305,71256.62836681986,70464.04569323597,71056.75969261173,175284.0,0.002430724355858338,-1.5292871,0,,0,3.2000008,0,-0.5,0,,0,-2.50653,0,-2.5,0,-0.06753767,0,1.5999985,0,,0,-1.2145321,0,52.7,0,0.0,0,0
2019-04-09,71249.73634357126,71525.41727351349,70339.98927476192,71277.30443656546,269358.0,0.0031037827352078384,-1.5167035,0,,0,3.2000008,0,-0.5,0,,0,-2.4679172,0,-2.5,0,-0.06762737,0,1.5999985,0,,0,-1.2051644,0,52.7,0,0.0,0,0
2019-04-10,71297.98050631116,71490.95715727074,70849.99899515505,71263.5203900684,199616.0,-0.00019338619222519782,-1.5043412,0,,0,3.2000008,0,-0.5,0,,0,-2.4307604,0,-2.5,0,-0.06771706,0,1.5999985,0,,0,-1.1959078,0,52.7,0,0.0,0,0
2019-04-11,71263.5203900684,71663.25773848467,70594.99413495847,70843.10697190647,131482.0,-0.005899419729207267,-1.4921947,0,,0,3.2000008,0,-0.5,0,,0,-2.3949676,0,-2.5,0,-0.06780676,0,1.5999985,0,,0,-1.1867602,0,52.7,0,0.0,0,0
2019-04-12,70746.61864642668,70822.43090216082,69423.35018270391,69705.92313589476,146150.0,-0.016052145150306174,-1.4802583,0,,0,3.2000008,0,-0.5,0,,0,-2.048177,1,-2.4,1,-0.067896456,0,1.5999985,0,,0,-0.90808284,1,52.7,0,0.099999905,1,0
2019-04-15,70298.63713527059,70305.52915851914,69264.83364798718,69857.54764736298,80322.0,0.002175202689341349,-1.4685272,0,,0,3.2000008,0,-0.5,0,,0,-2.0241191,0,-2.4,0,-0.06798616,0,1.5999985,0,,0,-0.90095973,0,52.7,0,0.099999905,0,0
2019-04-16,69630.11088016063,70760.40269292377,69319.96983397564,70601.88615820704,56922.0,0.010655090765588238,-1.4569963,0,,0,3.2000008,0,-0.5,0,,0,-2.0007067,0,-2.4,0,-0.068075866,0,1.5999985,0,,0,-0.893884,0,52.7,0,0.099999905,0,0
2019-04-17,70333.09725151333,70594.99413495847,69533.62255468084,69781.73539162886,37156.0,-0.011616556032800096,-1.4456612,0,,0,3.2000008,0,-0.5,0,,0,-1.9779102,0,-2.4,0,-0.06816556,0,1.5999985,0,,0,-0.88685465,0,52.7,0,0.099999905,0,0
2019-04-18,70064.30834481966,70429.58557699312,68424.00681166332,68554.9552533859,50114.0,-0.01758024691358029,-1.4345173,0,,0,3.2000008,0,-0.5,0,,0,-1.9557022,0,-2.4,0,-0.068255275,0,1.5999985,0,,0,-0.87987065,0,52.7,0,0.099999905,0,0
2019-04-19,68504.22879133705,68914.39212589044,68427.75766116612,68775.35370739776,114604.0,0.003214916459317374,-1.4235606,0,,0,3.2000008,0,-0.5,0,,0,-1.9340568,0,-2.4,0,-0.06834498,0,1.5999985,0,,0,-0.87293106,0,52.7,0,0.099999905,0,0
2019-04-22,68782.30562832237,69658.24766482621,68330.43076822125,68351.28653099513,147570.0,-0.006165975942585611,-1.4127871,0,,0,3.2000008,0,-0.5,0,,0,-1.9129497,0,-2.4,0,-0.06843469,0,1.5999985,0,,0,-0.8660349,0,52.7,0,0.099999905,0,0
2019-04-23,68358.2384519198,68705.83449815142,68066.25777308519,68253.95963805026,142050.0,-0.001423921887713564,-1.4021931,1,,0,3.2000008,0,0.0,1,,0,-1.8923582,0,-2.4,0,-0.068524405,0,1.5999985,0,,0,-0.8591813,0,52.7,0,0.099999905,0,1
2019-04-24,68073.20969400981,68073.20969400981,67433.63296894354,67607.43099205937,161690.0,-0.009472397636993146,-1.391775,0,,0,3.2000008,0,0.0,0,,0,-1.8710673,0,-2.4,0,-0.06861412,0,1.5999985,0,,0,-0.852234,0,52.7,0,0.099999905,0,0
2019-04-25,67656.09443853179,68031.498168462,67287.64262952625,67711.7098059289,152934.0,0.0015424164524426853,-1.3815297,0,,0,3.2000008,0,0.0,0,,0,-1.8502831,0,-2.4,0,-0.06870383,0,1.5999985,0,,0,-0.8453255,0,52.7,0,0.099999905,0,0
2019-04-26,67551.81562466233,68281.76732174882,67405.825285245,67753.42133147668,144162.0,0.0006160164271045154,-1.371454,0,,0,3.2000008,0,0.0,0,,0,-1.8299842,0,-2.4,0,-0.06879355,0,1.5999985,0,,0,-0.8384548,0,52.7,0,0.099999905,0,0
2019-04-29,67517.05602003909,68372.14229376905,67343.25799692335,68260.91155897493,142664.0,0.007490252411245679,-1.3615448,0,,0,3.2000008,0,0.0,0,,0,-1.8101501,0,-2.4,0,-0.06888327,0,1.5999985,0,,0,-0.8316209,0,52.7,0,0.099999905,0,0
2019-04-30,68059.30585216056,68240.055796201,67642.19059668259,67815.98861979836,126846.0,-0.006517975353906191,-1.3517996,0,,0,3.2000008,0,0.0,0,,0,-1.7907621,0,-2.4,0,-0.06897299,0,1.5999985,0,,0,-0.82482284,0,52.7,0,0.099999905,0,0
2019-05-06,66571.59477428901,67134.7003691843,65959.82573292126,66321.32562100222,125376.0,-0.022039979497692985,-1.3422158,0,,0,-0.6000023,1,0.0,0,,0,-1.7718018,0,-2.4,0,-0.15864179,1,-0.40000153,1,,0,-0.8180596,0,52.1,1,0.099999905,0,1
2019-05-07,66369.98906747464,67079.08500178724,66369.98906747464,66946.99850421923,152884.0,0.009433962264151052,-1.332791,0,,0,-0.6000023,0,0.0,0,,0,-1.7532525,0,-2.4,0,-0.1583688,0,-0.40000153,0,,0,-0.8113303,0,52.1,0,0.099999905,0,0
2019-05-08,66606.35437891216,67051.27731808869,66460.36403949486,66863.5754531236,223886.0,-0.0012461059190035373,-1.3235229,0,,0,-0.6000023,0,0.0,0,,0,-1.735098,0,-2.4,0,-0.15809585,0,-0.40000153,0,,0,-0.804634,0,52.1,0,0.099999905,0,0
2019-05-09,66731.48895555557,66773.20048110337,65876.40268182564,65973.7295747705,306050.0,-0.013308380120607533,-1.3144097,0,,0,-0.6000023,0,0.0,0,,0,-1.7173232,0,-2.4,0,-0.15782292,0,-0.40000153,0,,0,-0.7979697,0,52.1,0,0.099999905,0,0
