date,open,high,low,close,volume,returns,fac_PPI_Electrical_Machinery_YoY_zscore,fac_PPI_Electrical_Machinery_YoY_zscore_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_diff,fac_PMI_diff_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PPI_level,fac_PPI_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_PPIRM_zscore,fac_PPIRM_zscore_release,fac_PMI_level,fac_PMI_level_release,fac_PPI_diff,fac_PPI_diff_release,any_effective_release
2016-01-29,52786.64429255001,53256.87014688022,52559.115653358014,52779.06000457696,727910.0,-0.0020077441560301112,,0,,0,,0,,0,,0,,0,-10.5,0,,0,,0,,0,,0,,0,,0,0
2016-02-01,52650.12710903483,53241.70157093405,51952.372615512606,52293.66557430061,779094.0,-0.00919672366719404,,0,,0,,0,,0,,0,,0,-10.5,0,,0,,0,,0,,0,,0,,0,0
2016-02-02,52195.06983065077,52513.609925519595,51997.878343350996,52339.17130213907,580890.0,0.0008701957940546734,,0,,0,-0.79999924,1,,0,,0,,0,-10.5,0,,1,2.699997,1,,0,,0,51.4,1,,0,1
2016-02-03,52369.50845403133,52445.351333761995,51542.821064966985,52240.57555848915,640464.0,-0.0018837849587023392,,0,,0,-0.79999924,0,,0,,0,,0,-10.5,0,,0,2.699997,0,,0,,0,51.4,0,,0,0
2016-02-04,52164.73267875852,52923.16147606527,52119.22695092012,52589.4528052503,583156.0,0.006678281068525749,,0,,0,-0.79999924,0,,0,,0,,0,-10.5,0,,0,2.699997,0,,0,,0,51.4,0,,0,0
2016-02-05,52604.621381196426,52900.408612146035,51952.372615512606,52134.395526866254,494356.0,-0.008653014133256365,,0,,0,-0.79999924,0,,0,,0,,0,-10.5,0,,0,2.699997,0,,0,,0,51.4,0,,0,0
2016-02-15,49259.950385073644,50511.35790062975,48751.80309087811,50298.99783738389,399620.0,-0.03520512074483595,,0,,0,-0.79999924,0,,0,,0,,0,-10.5,0,,0,2.699997,0,,0,,0,51.4,0,,0,0
2016-02-16,50063.88491021879,50875.403723337,50063.88491021879,50556.86362846816,600702.0,0.0051266586248488455,,0,,0,-0.79999924,0,,0,,0,,0,-10.5,0,,0,2.699997,0,,0,,0,51.4,0,,0,0
2016-02-17,50708.549387929525,50731.30225184872,50101.80635008413,50359.67214116842,557778.0,-0.003900390039003665,,0,,0,-0.79999924,0,,0,,0,,0,-10.5,0,,0,2.699997,0,,0,,0,51.4,0,,0,0
2016-02-18,50511.35790062975,50951.24660306769,50382.42500508763,50572.03220441432,459810.0,0.004216867469879704,,0,,0,-0.79999924,0,,0,,0,,0,-10.5,0,,0,2.699997,0,,0,,0,51.4,0,,0,0
2016-02-19,50655.45937211804,51080.17949860981,50511.35790062975,50905.7408752293,570678.0,0.006598680263947276,,0,,0,-0.79999924,0,,0,,0,,1,-10.1,1,,0,2.699997,0,,0,,1,51.4,0,0.39999962,1,0
2016-02-22,50928.493739148485,52369.50845403133,50822.31370752551,52126.81123889314,740480.0,0.0239868891537538,,0,,0,-0.79999924,0,,0,,0,,0,-10.1,0,,0,2.699997,0,,0,,0,51.4,0,0.39999962,0,0
2016-02-23,52377.0927420044,52756.30714065777,51959.95690348566,52104.05837497393,590896.0,-0.00043649061545192325,,0,,0,-0.79999924,0,,0,,0,,0,-10.1,0,,0,2.699997,0,,0,,0,51.4,0,0.39999962,0,0
2016-02-24,52407.429893896675,52422.598469842815,51679.338248482185,51990.29405537793,520200.0,-0.0021834061135368454,,0,,0,-0.79999924,0,,0,,0,,0,-10.1,0,,0,2.699997,0,,0,,0,51.4,0,0.39999962,0,0
2016-02-25,51838.60829591663,52324.00272619292,51239.44954604427,51429.05674537094,657020.0,-0.01079504011670307,,0,,0,-0.79999924,0,,0,,0,,0,-10.1,0,,0,2.699997,0,,0,,0,51.4,0,0.39999962,0,0
2016-02-26,51542.821064966985,51565.57392888614,50336.9192772492,51034.67377077145,668722.0,-0.007668485474118358,,0,,0,-0.79999924,0,,0,,0,,0,-10.1,0,,0,2.699997,0,,0,,0,51.4,0,0.39999962,0,0
2016-02-29,51193.943818205815,51800.68685605124,50473.4364607644,50829.89799549863,802790.0,-0.004012483281319645,,0,,0,-0.79999924,0,,0,,0,,0,-10.1,0,,0,2.699997,0,,0,,0,51.4,0,0.39999962,0,0
2016-03-01,50981.58375495995,51504.89962510165,50579.61649238742,51421.47245739789,703738.0,0.011638316920322245,,0,,0,-0.79999924,0,,0,,0,,0,-10.1,0,,0,2.699997,0,,0,,0,51.4,0,0.39999962,0,0
2016-03-02,51573.15821685925,52361.92416605823,51444.22532131711,52293.66557430061,783972.0,0.016961651917403175,,0,,0,-1.2000008,1,,0,,0,,0,-10.1,0,,1,5.1000023,1,,0,,0,50.2,1,0.39999962,0,1
2016-03-03,52490.85706160044,52741.13856471161,52028.21549524327,52634.9585330887,688900.0,0.006526468455403389,,0,,0,-1.2000008,0,,0,,0,,0,-10.1,0,,0,5.1000023,0,,0,,0,50.2,0,0.39999962,0,0
2016-03-04,52748.7228526847,54902.66063703585,52574.28422930415,54113.89468783687,1203738.0,0.028097982708933822,,0,,0,-1.2000008,0,,0,,0,,0,-10.1,0,,0,5.1000023,0,,0,,0,50.2,0,0.39999962,0,0
2016-03-07,54106.31039986376,56465.02395948777,54000.13036824083,55600.415130558096,1495566.0,0.027470217238962702,,0,,0,-1.2000008,0,,0,,0,,0,-10.1,0,,0,5.1000023,0,,0,,0,50.2,0,0.39999962,0,0
2016-03-08,56017.55096907679,57519.23998774418,53135.52153931115,54356.591902975,1825344.0,-0.022370754330923837,,0,,0,-1.2000008,0,,0,,0,,0,-10.1,0,,0,5.1000023,0,,0,,0,50.2,0,0.39999962,0,0
2016-03-09,54531.03052635558,54591.704830140094,52088.88979902784,52543.94707741185,1182210.0,-0.0333472861727363,,0,,0,-1.2000008,0,,0,,0,,0,-10.1,0,,0,5.1000023,0,,0,,0,50.2,0,0.39999962,0,0
2016-03-10,52786.64429255001,53476.81449809919,52141.9798148393,52278.496998354494,1229092.0,-0.005051963048498753,,0,,0,-1.2000008,0,,0,,0,,0,-10.1,0,,0,5.1000023,0,,0,,0,50.2,0,0.39999962,0,0
2016-03-11,52407.429893896675,53059.67865958048,51959.95690348566,52672.879972954,816682.0,0.007543885100826708,,0,,0,-1.2000008,0,,0,,0,,1,-8.1,1,,0,5.1000023,0,,0,,1,50.2,0,2.0,1,0
2016-03-14,52528.77850146575,53370.634466476244,52255.744134435336,52566.69994133106,743622.0,-0.0020158387329011207,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-15,52354.33987808521,52506.025637546554,51368.382441586415,51823.439719970454,750548.0,-0.01413937382773034,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-16,51482.14676118239,51838.60829591663,51247.03383401733,51649.00109658991,624272.0,-0.0033660178545292796,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-17,51300.123849828786,52324.00272619292,51262.20240996344,51982.70976740488,690320.0,0.0064610866372980524,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-18,51952.372615512606,53423.72448228771,51884.114023755,52983.8357798498,1136578.0,0.019258826962357922,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-21,52900.408612146035,53135.52153931115,51406.30388145175,51641.41680861686,840560.0,-0.025336387059833654,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-22,51724.84397632058,52597.037093223385,51702.09111240139,51914.451175647264,821964.0,0.005287119988250266,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-23,51800.68685605124,52710.801412819375,51611.07965672458,51770.34970415898,674642.0,-0.0027757487216947263,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-24,51846.192583889664,52035.79978321638,51269.78669793653,51671.753960509086,686116.0,-0.0019044828596546104,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-25,51557.989640913096,52058.55264713555,51459.39389726324,51929.6197515934,461376.0,0.004990459415823212,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-28,51861.3611598358,52293.66557430061,51565.57392888614,51664.16967253606,436500.0,-0.005111727763983831,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-29,51709.67540037446,52187.48554267771,51421.47245739789,51793.10256807818,409056.0,0.0024955960070458527,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-30,51755.18112821283,51861.3611598358,50321.7507013031,50617.537932252686,643814.0,-0.022697320251867548,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-03-31,50511.35790062975,51110.51665050212,50132.143501976345,50245.90782157243,551754.0,-0.007341923883726897,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-04-01,50109.390638057186,50685.796524010315,50063.88491021879,50314.16641333004,472770.0,0.0013584905660377622,,0,,0,-1.2000008,0,,0,,0,,0,-8.1,0,,0,5.1000023,0,,0,,0,50.2,0,2.0,0,0
2016-04-05,50101.80635008413,50230.73924562626,49404.051856561935,49821.18769508062,255854.0,-0.00979801025022664,,0,,0,2.0999985,1,,0,,0,,0,-8.1,0,,1,5.0999985,1,,0,,0,52.3,1,2.0,0,1
2016-04-06,49699.83908751153,50700.96509995642,49699.83908751153,50594.785068333505,410908.0,0.015527477546049662,,0,,0,2.0999985,0,,0,,0,,0,-8.1,0,,0,5.0999985,0,,0,,0,52.3,0,2.0,0,0
2016-04-07,50594.785068333505,51072.59521063678,50518.94218860284,50852.650859417816,340576.0,0.005096687153350654,,0,,0,2.0999985,0,,0,,0,,0,-8.1,0,,0,5.0999985,0,,0,,0,52.3,0,2.0,0,0
2016-04-08,50776.80797968713,50776.80797968713,49752.92910332302,50450.683596845214,365724.0,-0.007904548844146597,,0,,0,2.0999985,0,,0,,0,,0,-8.1,0,,0,5.0999985,0,,0,,0,52.3,0,2.0,0,0
2016-04-11,50556.86362846816,51338.04528969412,50541.695052522045,51034.67377077145,316658.0,0.011575466025256276,,0,,0,2.0999985,0,,0,,0,,0,-8.1,0,,0,5.0999985,0,,0,,0,52.3,0,2.0,0,0
2016-04-12,51193.943818205815,51444.22532131711,50814.729419552445,51421.47245739789,171238.0,0.007579135086936972,,0,,0,2.0999985,0,,0,,0,,1,-4.3,1,,0,5.0999985,0,,0,,1,52.3,0,3.8000002,1,0
2016-04-13,51421.47245739789,53514.735937964484,51277.37098590959,52369.50845403133,271354.0,0.018436578171091567,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-14,52710.801412819375,53074.847235526584,52255.744134435336,52559.115653358014,108428.0,0.003620564808110016,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-15,52650.12710903483,53090.01581147273,52096.47408700088,52248.15984646225,78358.0,-0.005916305916305764,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-18,52240.57555848915,53082.43152349968,51702.09111240139,52559.115653358014,62466.0,0.005951516911017363,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-19,52786.64429255001,53582.99452972211,52134.395526866254,52756.30714065777,74238.0,0.0037518037518038394,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-20,52839.73430836152,54091.141823917635,52839.73430836152,53408.55590634153,74430.0,0.012363427257043202,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-21,53833.27603283333,55289.45932366232,53317.54445066476,54811.64918135903,72928.0,0.026270945754047315,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-22,55638.3365704234,55782.43804191171,52339.17130213907,53294.791586745545,46212.0,-0.02767400027673972,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-25,53507.151649991414,54743.39058960146,52642.542821061696,53499.56736201838,34754.0,0.0038423224704713377,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-26,53499.56736201838,53582.99452972211,52528.77850146575,52999.0043557959,31034.0,-0.00935639353558304,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-27,53105.184387418856,53802.93888094108,52953.4986279575,53431.30877026079,20284.0,0.008156840297653956,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-28,53977.377504321645,53977.377504321645,52999.0043557959,53613.33168161442,30962.0,0.00340667139815487,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-04-29,53042.79086352263,53969.23827810586,52873.67744657487,53925.12173455431,954570.0,0.005815532129050949,,0,,0,2.0999985,0,,0,,0,,0,-4.3,0,,0,5.0999985,0,,0,,0,52.3,0,3.8000002,0,0
2016-05-03,53888.35794826134,56028.01031051319,53454.54527000409,55836.83862178969,862968.0,0.035451322607036095,,0,,0,-0.099998474,1,,0,,0,,0,-4.3,0,,1,2.2999992,1,,0,,0,52.2,1,3.8000002,0,1
2016-05-04,55653.01969032477,56167.71269842657,54204.526510381016,54675.10297493129,1429034.0,-0.020805899394258476,,0,,0,-0.099998474,0,,0,,0,,0,-4.3,0,,0,2.2999992,0,,0,,0,52.2,0,3.8000002,0,0
2016-05-05,54807.452605586,55094.2101386713,53763.3610748652,53983.94379262309,970200.0,-0.012641204948897755,,0,,0,-0.099998474,0,,0,,0,,0,-4.3,0,,0,2.2999992,0,,0,,0,52.2,0,3.8000002,0,0
2016-05-06,54013.354821657515,54108.94066601926,51395.77323759677,51983.99381828458,1412010.0,-0.03704712612367167,,0,,0,-0.099998474,0,,0,,0,,0,-4.3,0,,0,2.2999992,0,,0,,0,52.2,0,3.8000002,0,0
2016-05-09,52050.16863361196,52998.67431997105,50675.20302625422,50756.083356098796,1291174.0,-0.023620933521923515,,0,,0,-0.099998474,0,,0,,0,,0,-4.3,0,,0,2.2999992,0,,0,,0,52.2,0,3.8000002,0,0
2016-05-10,50675.20302625422,51086.95743273565,50109.040717342185,50888.43298675353,946058.0,0.0026075619295953256,,0,,0,-0.099998474,0,,0,,0,,0,-4.3,0,,0,2.2999992,0,,0,,0,52.2,0,3.8000002,0,0
2016-05-11,50770.78887061598,51248.71809242482,50741.377841581576,51028.13537466689,773980.0,0.0027452680248520878,,0,,0,-0.099998474,0,,0,,0,,1,-3.5,1,,0,2.2999992,0,,0,,1,52.2,0,0.8000002,1,0
2016-05-12,51256.07084968339,51917.81900295718,50822.25817142619,51564.886654544505,962488.0,0.01051873198847253,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-13,51469.30081018271,51734.00007149225,49814.93042699828,50182.56828992815,1122286.0,-0.02680735776415255,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-16,50057.57141653201,50829.61092868478,49925.22178587726,50623.73372544399,677276.0,0.008791208791208538,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-17,50645.79199721981,51204.601548873216,50484.0313375307,51035.4881319255,688620.0,0.008133623819899238,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-18,50800.1998996504,51381.06772307957,50314.9179205829,50439.9147939791,806500.0,-0.011669788214954568,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-19,50425.20927946189,50866.37471497774,50145.80450363517,50314.9179205829,609878.0,-0.0024781341107880106,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-20,50138.451746376595,50609.02821092683,49829.63594151551,50381.09273591032,559474.0,0.0013152126260420616,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-23,50388.44549316887,50572.264424633824,49057.59642936276,49395.823263258244,828052.0,-0.01955633391710465,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-24,49182.59330275892,49572.28943746458,48844.36646886342,49278.17914712068,553818.0,-0.0023816612086930977,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-25,49403.17602051681,49866.39972780848,49064.949186621365,49131.124001948745,633888.0,-0.0029841838257234077,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-26,49322.29569067226,49785.519397963886,49138.47675920732,49432.58704955121,668844.0,0.006135887458843969,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-27,49469.3508358442,49851.69421329128,48785.54441079464,49550.231165688754,824508.0,0.0023798899300904175,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-30,49550.231165688754,49763.46112618812,49079.654701138585,49528.17289391301,544958.0,-0.0004451699065133319,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-05-31,49557.583922947415,50285.50689154854,49410.528777775435,50064.924173790605,653542.0,0.01083729216151963,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-06-01,50116.39347460079,50204.62656170398,49226.70984631049,49373.76499148246,524336.0,-0.013805257747098953,,0,,0,-0.099998474,0,,0,,0,,0,-3.5,0,,0,2.2999992,0,,0,,0,52.2,0,0.8000002,0,0
2016-06-02,49256.120875344874,49998.74935846326,49079.654701138585,49579.64219472317,507290.0,0.004169769173491877,,0,,0,0.099998474,1,,0,,0,,0,-3.5,0,,1,-2.2999992,1,,0,,0,52.3,1,0.8000002,0,1
2016-06-03,49498.761864878616,49888.457999584265,49491.40910762001,49667.87528182637,480244.0,0.0017796233130658035,,0,,0,0.099998474,0,,0,,0,,0,-3.5,0,,0,-2.2999992,0,,0,,0,52.3,0,0.8000002,0,0
2016-06-06,50072.276931049215,50925.196773046504,49748.75561167096,50726.672327064414,615780.0,0.021317542561065883,,0,,0,0.099998474,0,,0,,0,,0,-3.5,0,,0,-2.2999992,0,,0,,0,52.3,0,0.8000002,0,0
2016-06-07,50822.25817142619,51101.66294725288,50351.6817068759,50572.264424633824,443264.0,-0.003043919408610818,,0,,0,0.099998474,0,,0,,0,,0,-3.5,0,,0,-2.2999992,0,,0,,0,52.3,0,0.8000002,0,0
2016-06-08,50366.387221393124,50954.60780208088,50234.03759073835,50653.14475447842,408292.0,0.001599302122710533,,0,,0,0.099998474,0,,0,,0,,0,-3.5,0,,0,-2.2999992,0,,0,,0,52.3,0,0.8000002,0,0
2016-06-13,51175.190519838834,52108.990691680694,51109.01570451148,51689.88352794064,350280.0,0.020467411815937808,,0,,0,0.099998474,0,,0,,0,,1,-2.4,1,,0,-2.2999992,0,,0,,1,52.3,0,1.0999999,1,0
2016-06-14,51785.46937230244,51983.99381828458,51469.30081018271,51778.11661504384,389368.0,0.001706970128023233,,0,,0,0.099998474,0,,0,,0,,0,-2.4,0,,0,-2.2999992,0,,0,,0,52.3,0,1.0999999,0,0
2016-06-15,51631.06146987192,52425.1592538004,51535.475625510146,52381.04271024885,568748.0,0.011644419199091427,,0,,0,0.099998474,0,,0,,0,,0,-2.4,0,,0,-2.2999992,0,,0,,0,52.3,0,1.0999999,0,0
2016-06-16,52851.61917479908,52925.146747385064,51594.297683578865,51778.11661504384,497828.0,-0.01151038742279642,,0,,0,0.099998474,0,,0,,0,,0,-2.4,0,,0,-2.2999992,0,,0,,0,52.3,0,1.0999999,0,0
2016-06-17,51653.11974164769,52535.45061267939,51395.77323759677,52535.45061267939,486166.0,0.01462652655495611,,0,,0,0.099998474,0,,0,,0,,0,-2.4,0,,0,-2.2999992,0,,0,,0,52.3,0,1.0999999,0,0
2016-06-20,52645.741971558324,53579.542143400235,52270.75135136989,53322.19563934936,617698.0,0.01497550734779618,,0,,0,0.099998474,0,,0,,0,,0,-2.4,0,,0,-2.2999992,0,,0,,0,52.3,0,1.0999999,0,0
2016-06-21,53528.07284259006,53969.23827810586,52939.85226190225,53226.60979498758,494708.0,-0.0017926089354663999,,0,,0,0.099998474,0,,0,,0,,0,-2.4,0,,0,-2.2999992,0,,0,,0,52.3,0,1.0999999,0,0
2016-06-22,53270.7263385391,53586.8949006588,52623.68369978252,53498.66181355564,478340.0,0.005111203204861692,,0,,0,0.099998474,0,,0,,0,,0,-2.4,0,,0,-2.2999992,0,,0,,0,52.3,0,1.0999999,0,0
2016-06-23,53491.30905629706,53660.42247324478,52704.564029627145,52976.61604819525,428734.0,-0.009758108851016467,,0,,0,0.099998474,0,,0,,0,,0,-2.4,0,,0,-2.2999992,0,,0,,0,52.3,0,1.0999999,0,0
