date,open,high,low,close,volume,returns,fac_CPI-PPI_差值_当月_level,fac_CPI-PPI_差值_当月_level_release,fac_PPI_翘尾因素_当月_level,fac_PPI_翘尾因素_当月_level_release,fac_制造业采购经理指数PMI_进口_zscore,fac_制造业采购经理指数PMI_进口_zscore_release,fac_制造业采购经理指数PMI_采购量_zscore,fac_制造业采购经理指数PMI_采购量_zscore_release,fac_PPI_煤炭开采和洗选业_全国_当期同比增长率_月_level,fac_PPI_煤炭开采和洗选业_全国_当期同比增长率_月_level_release,fac_PPIRM_化工原料类_全国_当期同比增长率_月_diff,fac_PPIRM_化工原料类_全国_当期同比增长率_月_diff_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_New_Orders_zscore,fac_PMI_New_Orders_zscore_release,fac_PPI_煤炭开采和洗选业_全国_当期同比增长率_月_zscore,fac_PPI_煤炭开采和洗选业_全国_当期同比增长率_月_zscore_release,fac_GDP_Cumulative_YoY_level,fac_GDP_Cumulative_YoY_level_release,fac_PPI_石油和天然气开采业_全国_当期同比增长率_月_diff,fac_PPI_石油和天然气开采业_全国_当期同比增长率_月_diff_release,fac_制造业采购经理指数PMI_生产_diff,fac_制造业采购经理指数PMI_生产_diff_release,fac_PPI_化学原料及化学制品制造业_全国_当期同比增长率_月_diff,fac_PPI_化学原料及化学制品制造业_全国_当期同比增长率_月_diff_release,any_effective_release
2022-01-10,349.65228758884285,349.65228758884285,342.33540982023635,345.04536761236284,77812.0,-0.015655269112649473,-10.6,0,0.0,0,-0.8931344,0,-0.37376055,0,88.8,0,0.20000076,0,-2.8531153,0,-0.9152123,0,1.4882462,0,10.2,0,8.799999,0,-0.5999985,0,-1.8999996,0,0
2022-01-11,343.08065234813864,345.72285706039435,340.43844763588277,342.7419076241228,91261.0,-0.00667581774587922,-10.6,0,0.0,0,-0.8859881,0,-0.36730233,0,88.8,0,0.20000076,0,-2.7992933,0,-0.9087318,0,1.4754862,0,10.2,0,8.799999,0,-0.5999985,0,-1.8999996,0,0
2022-01-12,345.92611630000624,353.7172242770325,343.6226563117661,351.210546399855,158691.0,0.02470850102468236,-10.6,0,0.0,0,-0.8788856,0,-0.3608012,0,88.8,0,0.20000076,0,-2.7480009,0,-0.9023144,0,1.4629327,0,10.2,0,8.799999,0,-0.5999985,0,-1.8999996,0,0
2022-01-13,351.8880358478865,357.5789224009474,351.6847559329377,355.0722031730956,124782.0,0.010995275662491366,-8.8,1,0.0,0,-0.871826,0,-0.35425454,0,66.8,1,-4.6000004,1,-2.6990392,0,-0.89596015,0,0.8055747,1,10.2,0,-22.900002,1,-0.5999985,0,-5.800001,1,0
2022-01-14,354.4624874802719,358.120905689238,353.10750858420874,357.036939112657,128615.0,0.005533342013268383,-8.8,0,0.0,0,-0.864808,0,-0.34765974,0,66.8,0,-4.6000004,0,-2.6522312,0,-0.88966906,0,0.7989002,0,10.2,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-17,358.25641184897916,364.28608447673014,355.20770933283677,362.3213485371687,162814.0,0.014800735850035718,-8.8,0,0.0,0,-0.8579973,0,-0.34162566,0,66.8,0,-4.6000004,0,-2.6049988,0,-0.88301307,0,0.79225683,0,10.2,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-18,360.9663696411056,369.1640167726926,358.7306627327363,368.14778260064514,109890.0,0.016080846704175755,-8.8,0,0.0,0,-0.85122657,0,-0.335561,0,66.8,0,-4.6000004,0,-2.5598063,0,-0.87640864,0,0.7856438,0,8.6,1,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-19,366.58952378963306,374.17741387772185,365.0313063292952,368.9607368577437,169080.0,0.00220822804189047,-8.8,0,0.0,0,-0.8444948,0,-0.32946423,0,66.8,0,-4.6000004,0,-2.5165052,0,-0.8698552,0,0.7790602,0,8.6,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-20,369.57049390124183,373.97417531344723,365.64106337279344,369.50276149670833,146296.0,0.0014690577744960187,-8.8,0,0.0,0,-0.83780116,0,-0.32333362,0,66.8,0,-4.6000004,0,-2.474961,0,-0.8633525,0,0.77250504,0,8.6,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-21,368.825272048677,373.70316299396484,357.5111899964141,363.405356464424,183939.0,-0.016501649426343024,-8.8,0,0.0,0,-0.83114463,0,-0.31716752,0,66.8,0,-4.6000004,0,-2.435053,0,-0.85689986,0,0.7659776,0,8.6,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-24,364.0150721572478,371.1287113615797,362.11810997289416,368.41875356945326,163670.0,0.013795605969611158,-8.8,0,0.0,0,-0.82452446,0,-0.31096414,0,66.8,0,-4.6000004,0,-2.3966715,0,-0.8504971,0,0.7594769,0,8.6,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-25,366.318552820825,366.4540589805662,353.98823659651475,361.6438590891372,240361.0,-0.018389114057514644,-8.8,0,0.0,0,-0.8179397,0,-0.3047216,0,66.8,0,-4.6000004,0,-2.359717,0,-0.844144,0,0.75301665,0,8.6,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-26,359.54365834050896,366.0475405013426,357.78216096522226,365.2345448935699,151929.0,0.00992878964812638,-8.8,0,0.0,0,-0.8113895,0,-0.29843795,0,66.8,0,-4.6000004,0,-2.324098,0,-0.8378402,0,0.7465816,0,8.6,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-27,368.5542597291943,372.41595785310955,365.5055572130521,367.6057579616805,122569.0,0.006492302278804596,-8.8,0,0.0,0,-0.804873,0,-0.29211116,0,66.8,0,-4.6000004,0,-2.2897325,0,-0.8315855,0,0.74017096,0,8.6,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-01-28,368.7620005640818,370.46891602988995,362.48058498810076,362.48058498810076,1082.0,-0.013942036713456507,-8.8,0,0.0,0,-0.7983894,0,-0.28573912,0,66.8,0,-4.6000004,0,-2.256544,0,-0.8253799,0,0.73378384,0,8.6,0,-22.900002,0,-0.5999985,0,-5.800001,0,0
2022-02-07,373.88274696150603,385.9677167939753,373.88274696150603,383.7828566631927,279.0,0.05876803491638394,-8.8,0,0.0,0,-1.5564579,1,-0.7901979,1,66.8,0,-4.6000004,0,-1.0620621,1,-1.0892806,1,0.7274194,0,8.6,0,-22.900002,0,-0.5,1,-5.800001,0,0
2022-02-08,381.0517919178999,383.7145967136569,377.433139464935,380.71040882473824,936.0,-0.008005693284916182,-8.8,0,0.0,0,-1.5418531,0,-0.78401643,0,66.8,0,-4.6000004,0,-1.0538883,0,-1.0824605,0,0.7210768,0,8.6,0,-22.900002,0,-0.5,0,-5.800001,0,0
2022-02-09,375.2482793341525,376.340730235914,370.74203917351537,372.6537761606724,1054.0,-0.0211621024204115,-8.8,0,0.0,0,-1.5274986,0,-0.7778745,0,66.8,0,-4.6000004,0,-1.0457869,0,-1.0757488,0,0.71475524,0,8.6,0,-22.900002,0,-0.5,0,-5.800001,0,0
2022-02-10,371.97100997434916,377.70626260856056,370.53721765216665,375.3165809564293,965.0,0.007145519423393143,-8.8,0,0.0,0,-1.5133866,0,-0.771772,0,66.8,0,-4.6000004,0,-1.037756,0,-1.0691465,0,0.7084539,0,8.6,0,-22.900002,0,-0.5,0,-5.800001,0,0
2022-02-11,377.9110841299093,382.14424281966154,371.902750024813,372.5855162111363,1504.0,-0.007276696218252221,-8.8,0,0.0,0,-1.499509,0,-0.76570886,0,66.8,0,-4.6000004,0,-1.0297942,0,-1.0626543,0,0.7021719,0,8.6,0,-22.900002,0,-0.5,0,-5.800001,0,0
2022-02-14,378.18420727353504,392.18091409316133,376.6821133290758,388.4257000683835,2440.0,0.042514223360928804,-8.8,0,0.0,0,-1.4858586,0,-0.75968486,0,66.8,0,-4.6000004,0,-1.0218998,0,-1.0562732,0,0.69590855,0,8.6,0,-22.900002,0,-0.5,0,-5.800001,0,0
2022-02-15,380.64214887520245,389.1767262042428,379.9593826888791,388.49396001791956,3797.0,0.00017573489479216775,-8.8,0,0.0,0,-1.4724282,0,-0.7537001,0,66.8,0,-4.6000004,0,-1.0140716,0,-1.0500046,0,0.68966293,0,8.6,0,-22.900002,0,-0.5,0,-5.800001,0,0
2022-02-16,379.3448764520919,381.93942129831277,373.19998077518284,377.50144108721173,4893.0,-0.028295211926076758,-8.8,0,0.0,0,-1.4592109,0,-0.7477546,0,66.8,0,-4.6000004,0,-1.0063077,0,-1.0438501,0,0.6834342,0,8.6,0,-22.900002,0,-0.5,0,-5.800001,0,0
2022-02-17,382.07594119738474,385.42151217946497,371.83444840253634,380.23250583250484,4200.0,0.00723458097915497,-8.2,1,0.0,0,-1.4462001,0,-0.74184847,0,51.2822,1,-2.6306,1,-0.9986071,0,-1.0378112,0,0.19884904,1,8.6,0,-7.3999977,1,-0.5,0,-2.7876987,1,0
2022-02-18,379.89112273934313,383.23665204868234,375.38484090596523,379.9593826888791,5002.0,-0.0007183056141604194,-8.2,0,0.0,0,-1.4333898,0,-0.7359819,0,51.2822,0,-2.6306,0,-0.9909681,0,-1.0318899,0,0.19339477,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-02-21,374.56551314782917,388.0160153529451,373.33654234699566,381.7345581042233,5482.0,0.004672013631514371,-8.2,0,0.0,0,-1.4206387,0,-0.7299143,0,51.2822,0,-2.6306,0,-0.98360115,0,-1.023766,0,0.18791085,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-02-22,384.12423975635454,399.07683590592967,383.509775192308,397.71130353328317,5251.0,0.04185302349466036,-8.2,0,0.0,0,-1.4080777,0,-0.7238709,0,51.2822,0,-2.6306,0,-0.9762916,0,-1.0157101,0,0.18239623,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-02-23,395.93612811793906,396.9602773974239,389.1767262042428,392.31743399223336,4224.0,-0.013562273672210079,-8.2,0,0.0,0,-1.395701,0,-0.71785104,0,51.2822,0,-2.6306,0,-0.96903837,0,-1.0077205,0,0.17684981,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-02-24,391.29328471274846,413.4149258187176,391.29328471274846,410.8886825947734,11106.0,0.047337301362212036,-8.2,0,0.0,0,-1.3835034,0,-0.71185404,0,51.2822,0,-2.6306,0,-0.96184015,0,-0.9997957,0,0.17127043,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-02-25,421.1301753896218,421.9495031477579,399.62304052044004,401.80790065122255,9471.0,-0.02210034573404518,-8.2,0,0.0,0,-1.3714795,0,-0.7058793,0,51.2822,0,-2.6306,0,-0.9546959,0,-0.9919341,0,0.16565692,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-02-28,392.7953786572078,413.4149258187176,386.99186607346013,406.17762091278763,9155.0,0.010875147687446907,-8.2,0,0.0,0,-1.3596244,0,-0.6999261,0,51.2822,0,-2.6306,0,-0.94760436,0,-0.98413444,0,0.16000804,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-03-01,398.2575081477936,409.72797174347573,398.0526866264449,408.29417942129334,6703.0,0.005210918572395196,-8.2,0,0.0,0,-1.347933,0,-0.69399375,0,51.2822,0,-2.6306,0,-0.9405646,0,-0.97639513,0,0.15432255,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-03-02,423.3150355204042,436.21933311101,411.57144878109676,436.21933311101,13055.0,0.06839468965562312,-8.2,0,0.0,0,-0.31546333,1,-0.05649332,1,51.2822,0,-2.6306,0,-0.43370724,1,0.02960059,1,0.1485991,0,8.6,0,-7.3999977,0,-0.5,1,-2.7876987,0,0
2022-03-03,440.99869641527243,471.8596946988897,431.4399698067472,471.8596946988897,16365.0,0.08170284735823463,-8.2,0,0.0,0,-0.31210142,0,-0.052628092,0,51.2822,0,-2.6306,0,-0.42987898,0,0.03424939,0,0.14364077,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-03-04,470.8355454194051,471.79143474935375,442.0911056442933,452.67398153230346,15041.0,-0.04065978379193702,-8.2,0,0.0,0,-0.30874032,0,-0.048750084,0,51.2822,0,-2.6306,0,-0.42605543,0,0.038925238,0,0.13865907,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-03-07,460.5940526245566,493.0254464749101,458.1361110228895,493.0254464749101,5725.0,0.08914023466958887,-8.2,0,0.0,0,-0.30538,0,-0.044859007,0,51.2822,0,-2.6306,0,-0.42223644,0,0.043628782,0,0.13365328,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-03-08,493.0254464749101,526.003086612515,478.5508366630502,517.2636460893849,19841.0,0.04916216756716274,-8.2,0,0.0,0,-0.30202025,0,-0.04095457,0,51.2822,0,-2.6306,0,-0.4184218,0,0.048360676,0,0.12862267,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-03-09,515.2153475304152,537.4735502081969,502.5841730834352,529.7583006372926,13349.0,0.024155292262214356,-8.2,0,0.0,0,-0.29866102,0,-0.037036486,0,51.2822,0,-2.6306,0,-0.4146114,0,0.053121608,0,0.12356645,0,8.6,0,-7.3999977,0,-0.5,0,-2.7876987,0,0
2022-03-10,502.5841730834352,508.6608088108085,457.9995494510764,458.6140556878637,13398.0,-0.1,-7.9,1,0.0,0,-0.29530212,0,-0.033104442,0,45.4,1,-1.0694008,1,-0.41080502,0,0.057912275,0,-0.07286888,1,8.6,0,3.7000008,1,-0.5,0,-1.3122997,1,0
2022-03-11,467.83139920322736,480.4625736502073,439.36004089900024,454.24433542629856,14221.0,-0.009528099296937431,-7.9,0,0.0,0,-0.29194352,0,-0.029158136,0,45.4,0,-1.0694008,0,-0.4070025,0,0.06273339,0,-0.077819526,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-14,451.9912153459801,463.59824051347505,445.1635534827477,454.72228009127303,9323.0,0.001052175289155688,-7.9,0,0.0,0,-0.289082,0,-0.026626732,0,45.4,0,-1.0694008,0,-0.40337536,0,0.06511102,0,-0.08280436,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-15,448.4408228425512,449.46497212203604,412.52733811104554,419.62808144516265,14609.0,-0.07717721383492837,-7.9,0,0.0,0,-0.28622165,0,-0.024091687,0,45.4,0,-1.0694008,0,-0.39975205,0,0.06749302,0,-0.08782423,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-16,414.16595195457677,433.6930898870658,408.9769456076165,429.3916712477774,12031.0,0.023267246007440345,-7.9,0,0.0,0,-0.2833624,0,-0.021552933,0,45.4,0,-1.0694008,0,-0.39613244,0,0.06987946,0,-0.09288002,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-17,426.66060650248454,431.5764897058191,411.70801035290947,421.1301753896218,8639.0,-0.019240000240685617,-7.9,0,0.0,0,-0.28050417,0,-0.019010413,0,45.4,0,-1.0694008,0,-0.39251643,0,0.072270386,0,-0.09797262,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-18,434.1027329297634,452.9471046759292,433.96617135795054,452.8788030536523,13152.0,0.07538910655038489,-7.9,0,0.0,0,-0.27764684,0,-0.016464062,0,45.4,0,-1.0694008,0,-0.38890383,0,0.07466586,0,-0.10310295,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-21,442.3642287879189,458.8188772092125,438.19933004770274,453.62987086225223,16778.0,0.0016584300336772717,-7.9,0,0.0,0,-0.27479044,0,-0.013913816,0,45.4,0,-1.0694008,0,-0.3852945,0,0.07706594,0,-0.10827198,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-22,458.8188772092125,482.7156937305257,456.7705786502429,476.43423648180374,26109.0,0.05027086416554827,-7.9,0,0.0,0,-0.2719348,0,-0.01135961,0,45.4,0,-1.0694008,0,-0.3816883,0,0.07947069,0,-0.11348068,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-23,468.3093438682018,476.63905800315246,461.0037373399951,467.1486330169042,25471.0,-0.019489790518558037,-7.9,0,0.0,0,-0.2690799,0,-0.00880138,0,45.4,0,-1.0694008,0,-0.37808508,0,0.08188015,0,-0.118730076,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-24,480.1894505065816,497.8731114014497,479.84806741341987,480.66739517155594,26775.0,0.028938888394783202,-7.9,0,0.0,0,-0.26622567,0,-0.0062390603,0,45.4,0,-1.0694008,0,-0.37448472,0,0.0842944,0,-0.123740375,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-25,485.173635332193,488.1095632715755,472.26937941432834,482.23774906555144,21051.0,0.0032670281150128933,-7.9,0,0.0,0,-0.263372,0,-0.0036725851,0,45.4,0,-1.0694008,0,-0.37088704,0,0.086713485,0,-0.12878764,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-28,472.8155840288386,490.0895602082684,466.53412678011676,471.24523013484344,27567.0,-0.02279481221038493,-7.9,0,0.0,0,-0.26051888,0,-0.0011018879,0,45.4,0,-1.0694008,0,-0.36729196,0,0.08913748,0,-0.13387275,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-29,466.53412678011676,466.53412678011676,450.8988061169594,456.08781246391953,31168.0,-0.032164607091273334,-7.9,0,0.0,0,-0.25766617,0,0.0014730985,0,45.4,0,-1.0694008,0,-0.36369926,0,0.09156643,0,-0.13899665,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-30,430.1426973836367,463.46167894166246,429.5281911468493,463.2568574203135,40660.0,0.01571856287425155,-7.9,0,0.0,0,-0.25481385,0,0.004052442,0,45.4,0,-1.0694008,0,-0.36010882,0,0.09400041,0,-0.14416029,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-03-31,464.28100669979835,469.879697762197,446.80220899901997,455.2684847057836,35957.0,-0.017243938403877945,-7.9,0,0.0,0,-0.2519618,0,0.0066362107,0,45.4,0,-1.0694008,0,-0.35652053,0,0.096439466,0,-0.14936465,0,8.6,0,3.7000008,0,-0.5,0,-1.3122997,0,0
2022-04-01,448.64564436390003,460.7306141963693,439.4283008485362,440.38419017848526,41838.0,-0.0326934435993681,-7.9,0,0.0,0,-1.4974895,1,-2.0115538,1,45.4,0,-1.0694008,0,0.5022355,1,-1.3002163,1,-0.15461077,0,8.6,0,3.7000008,0,-0.9000015,1,-1.3122997,0,0
2022-04-06,449.9429167870104,461.2768188108797,449.0553290793386,459.56990334507174,17492.0,0.043565853621608586,-7.9,0,0.0,0,-1.4837372,0,-1.9868276,0,45.4,0,-1.0694008,0,0.50266266,0,-1.2892417,0,-0.15989967,0,8.6,0,3.7000008,0,-0.9000015,0,-1.3122997,0,0
2022-04-07,461.5499419545054,461.959584997203,428.0943988246671,430.6206420486112,65530.0,-0.06299207386242556,-7.9,0,0.0,0,-1.4702058,0,-1.9627599,0,45.4,0,-1.0694008,0,0.5030901,0,-1.2784055,0,-0.16523245,0,8.6,0,3.7000008,0,-0.9000015,0,-1.3122997,0,0
2022-04-08,428.36752196829264,433.3517067939041,414.43907509820235,429.3916712477774,55678.0,-0.0028539523674182554,-7.9,0,0.0,0,-1.4568882,0,-1.9393194,0,45.4,0,-1.0694008,0,0.50351775,0,-1.2677044,0,-0.17061023,0,8.6,0,3.7000008,0,-0.9000015,0,-1.3122997,0,0
2022-04-11,430.1426973836367,436.90209929733305,421.7446816264089,428.36752196829264,50864.0,-0.0023851167781356875,-7.9,0,0.0,0,-1.4437779,0,-1.9164773,0,45.4,0,-1.0694008,0,0.50394565,0,-1.2571344,0,-0.17603415,0,8.6,0,3.7000008,0,-0.9000015,0,-1.3122997,0,0
2022-04-12,418.53567221614173,436.6972361032435,417.1701398434952,435.94620996738416,56829.0,0.01769202287855176,-6.8,1,0.0,0,-1.4308686,0,-1.8942062,0,53.9,1,-3.499999,1,0.5043737,0,-1.2466923,0,0.11570693,1,8.6,0,5.5,1,-0.9000015,0,-4.000001,1,0
2022-04-13,440.58901169983403,448.71394598617695,436.35585301008194,445.7097580972584,60576.0,0.02239622207199532,-6.8,0,0.0,0,-1.418154,0,-1.8724806,0,53.9,0,-3.499999,0,0.5048021,0,-1.2363746,0,0.110142715,0,8.6,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-14,452.67398153230346,484.7639922894954,447.34841361353045,455.74642937075794,61376.0,0.022518401473520022,-6.8,0,0.0,0,-1.4056284,0,-1.8512766,0,53.9,0,-3.499999,0,0.50523067,0,-1.226178,0,0.10454053,0,8.6,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-15,454.99540323489884,474.5224994946467,452.3325984391419,473.63491178697484,69861.0,0.039250954617275235,-6.8,0,0.0,0,-1.3932861,0,-1.8305717,0,53.9,0,-3.499999,0,0.50565946,0,-1.2160994,0,0.098899096,0,8.6,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-18,473.02040555018755,482.44257058689993,469.0603700040611,476.2294149604549,76405.0,0.005477854585700381,-6.8,0,0.0,0,-1.383299,0,-1.8181983,0,53.9,0,-3.499999,0,0.5082017,0,-1.2112961,0,0.09321711,0,8.6,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-19,476.70735962542943,485.99296309032894,473.36178864334914,475.1370057314341,154448.0,-0.002293871807795611,-6.8,0,0.0,0,-1.3734841,0,-1.806217,0,53.9,0,-3.499999,0,0.51075363,0,-1.2067285,0,0.08749322,0,4.8,1,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-20,467.62657768187853,469.0603700040611,454.03951390494984,461.959584997203,226790.0,-0.02773393900133192,-6.8,0,0.0,0,-1.3638391,0,-1.7946236,0,53.9,0,-3.499999,0,0.5133153,0,-1.202406,0,0.08172601,0,4.8,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-21,461.959584997203,467.1486330169042,449.6697936433849,465.9196622160703,227251.0,0.008572345606577825,-6.8,0,0.0,0,-1.3543615,0,-1.7834148,0,53.9,0,-3.499999,0,0.51588696,0,-1.1983391,0,0.07591402,0,4.8,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-22,461.4133803826925,473.430090265626,454.38089699811144,460.1844095818588,233243.0,-0.012309531233201776,-6.8,0,0.0,0,-1.3450493,0,-1.7725884,0,53.9,0,-3.499999,0,0.51846856,0,-1.1945395,0,0.070055746,0,4.8,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-25,461.5499419545054,462.23270814082855,430.8937235194959,433.6930898870658,225190.0,-0.05756674746731216,-6.8,0,0.0,0,-1.3359003,0,-1.7621425,0,53.9,0,-3.499999,0,0.5210603,0,-1.1910204,0,0.0641496,0,4.8,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-26,430.1426973836367,442.5007486869909,422.63226933408123,438.4041515690515,216816.0,0.010862662541412549,-6.8,0,0.0,0,-1.3269129,0,-1.7520766,0,53.9,0,-3.499999,0,0.52366215,0,-1.187796,0,0.057666358,0,4.8,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-27,439.76968394169785,454.99540323489884,439.15521937765163,453.8346923836011,231518.0,0.03519706818314461,-6.8,0,0.0,0,-1.3180854,0,-1.7423905,0,53.9,0,-3.499999,0,0.5262743,0,-1.1848826,0,0.051115703,0,4.8,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-28,448.50912446482823,452.05947529551617,436.4924145818946,445.7097580972584,228410.0,-0.017902849699897305,-6.8,0,0.0,0,-1.3094165,0,-1.7330854,0,53.9,0,-3.499999,0,0.52889687,0,-1.1822985,0,0.04449503,0,4.8,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-04-29,449.0251338044571,466.26028267055483,448.6047382453831,460.23499785063126,447.0,0.032589009976764505,-6.8,0,0.0,0,-1.3009052,0,-1.7241629,0,53.9,0,-3.499999,0,0.53152984,0,-1.1800641,0,0.037801597,0,4.8,0,5.5,0,-0.9000015,0,-4.000001,0,0
2022-05-05,466.26028267055483,477.4001021713354,466.26028267055483,473.89701965690574,89.0,0.029684882440662363,-6.8,0,0.0,0,-4.0882335,1,-5.9620748,1,53.9,0,-3.499999,0,0.26339442,1,-5.7442956,1,0.031032534,0,4.8,0,5.5,0,-5.0999985,1,-4.000001,0,0
2022-05-06,479.50195167999294,485.8075002059657,467.2411628794901,476.97970661226117,518.0,0.006504972235502171,-6.8,0,0.0,0,-3.9597936,0,-5.5968676,0,53.9,0,-3.499999,0,0.2668544,0,-5.433494,0,0.024184821,0,4.8,0,5.5,0,-5.0999985,0,-4.000001,0,0
2022-05-09,477.1198384652859,487.6290860085743,473.2664476994134,480.5528764343218,809.0,0.007491240764599727,-6.8,0,0.0,0,-3.842155,0,-5.2898774,0,53.9,0,-3.499999,0,0.27033088,0,-5.1672955,0,0.01725529,0,4.8,0,5.5,0,-5.0999985,0,-4.000001,0,0
2022-05-10,475.7186054595143,478.80133517710715,441.3883968181059,449.16522289524426,633.0,-0.06531571254337776,-6.8,0,0.0,0,-3.733874,0,-5.0270514,0,53.9,0,-3.499999,0,0.27382413,0,-4.9359407,0,0.010240603,0,4.8,0,5.5,0,-5.0999985,0,-4.000001,0,0
2022-05-11,451.62849213555165,459.7527712060728,441.62932075068426,456.62803544604435,3673.0,0.01661484943713143,-6.8,0,0.0,0,-3.6337645,0,-4.798674,0,53.9,0,-3.499999,0,0.27733436,0,-4.7324224,0,0.0031372518,0,4.8,0,5.5,0,-5.0999985,0,-4.000001,0,0
2022-05-12,457.6696140327205,472.8766783509687,457.53077079338317,466.9743996931372,2897.0,0.02265818881879711,-5.9,1,0.0,0,-3.540841,0,-4.597783,0,53.4,1,-1.6000004,1,0.28086185,0,-4.5515637,0,-0.02332756,1,4.8,0,1.0999985,1,-5.0999985,0,-0.8000002,1,0
2022-05-13,465.6550498639043,483.29246421773,465.51620662456696,478.29287852529626,2082.0,0.024237900063893925,-5.9,0,0.0,0,-3.454278,0,-4.4192424,0,53.4,0,-1.6000004,0,0.28440687,0,-4.389444,0,-0.030671477,0,4.8,0,1.0999985,0,-5.0999985,0,-0.8000002,0,0
2022-05-16,485.4450430107509,489.4030501165086,476.0708357306658,481.1398854247092,2609.0,0.005952434224383518,-5.9,0,0.0,0,-3.373377,0,-4.259167,0,53.4,0,-1.6000004,0,0.28796965,0,-4.2430344,0,-0.03811833,0,4.8,0,1.0999985,0,-5.0999985,0,-0.8000002,0,0
2022-05-17,484.7506572863001,499.193914260429,483.709078699624,495.3053287743398,2598.0,0.02944142395745586,-5.9,0,0.0,0,-3.2975438,0,-4.114559,0,53.4,0,-1.6000004,0,0.2915505,0,-4.109951,0,-0.045672543,0,4.8,0,1.0999985,0,-5.0999985,0,-0.8000002,0,0
2022-05-18,497.2496003264138,497.87456443119606,481.2787286640462,482.2508856310538,2622.0,-0.026356355130662368,-5.9,0,0.0,0,-3.226267,0,-3.983061,0,53.4,0,-1.6000004,0,0.29514962,0,-3.988289,0,-0.053338815,0,4.8,0,1.0999985,0,-5.0999985,0,-0.8000002,0,0
2022-05-19,488.01427866760685,489.0558572542831,468.77978562393264,477.945685663071,3973.0,-0.00892730339385317,-5.9,0,0.0,0,-3.159107,0,-3.8627906,0,53.4,0,-1.6000004,0,0.29876736,0,-3.8765068,0,-0.061122105,0,4.8,0,1.0999985,0,-5.0999985,0,-0.8000002,0,0
2022-05-20,460.09996406829805,482.59807849327905,458.9195422422846,478.84837862846865,5596.0,0.0018886936161905954,-5.9,0,0.0,0,-3.0916126,0,-3.740542,0,53.4,0,-1.6000004,0,0.30056685,0,-3.7565327,0,-0.06902768,0,4.8,0,1.0999985,0,-5.0999985,0,-0.8000002,0,0
