date,open,high,low,close,volume,returns,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_国内生产总值GDP_现价_全国_当期同比增长率_季_level,fac_国内生产总值GDP_现价_全国_当期同比增长率_季_level_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_国内生产总值GDP环比增速_当季_level,fac_国内生产总值GDP环比增速_当季_level_release,fac_制造业采购经理指数PMI_出厂价格_当期值_月_diff,fac_制造业采购经理指数PMI_出厂价格_当期值_月_diff_release,fac_GDP增长贡献率_第三产业_累计同比_季_level,fac_GDP增长贡献率_第三产业_累计同比_季_level_release,fac_Social_Financing_Stock_YoY_zscore,fac_Social_Financing_Stock_YoY_zscore_release,fac_国内生产总值GDP环比增速_当季_zscore,fac_国内生产总值GDP环比增速_当季_zscore_release,fac_国内生产总值GDP缩减指数_level,fac_国内生产总值GDP缩减指数_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_居民消费价格指数CPI_当月同比_上年同月=100_zscore,fac_居民消费价格指数CPI_当月同比_上年同月=100_zscore_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_国内生产总值GDP缩减指数_diff,fac_国内生产总值GDP缩减指数_diff_release,fac_非制造业PMI_服务业_全国_当期值_月_level,fac_非制造业PMI_服务业_全国_当期值_月_level_release,fac_CPI-PPI_差值_当月_zscore,fac_CPI-PPI_差值_当月_zscore_release,fac_GDP_Cumulative_YoY_diff,fac_GDP_Cumulative_YoY_diff_release,fac_PPI_All_Industry_YoY_zscore,fac_PPI_All_Industry_YoY_zscore_release,fac_CPI_翘尾因素_当月_diff,fac_CPI_翘尾因素_当月_diff_release,fac_制造业采购经理指数PMI_出厂价格_当期值_月_zscore,fac_制造业采购经理指数PMI_出厂价格_当期值_月_zscore_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_居民消费价格指数CPI_当月同比_上年同月=100_diff,fac_居民消费价格指数CPI_当月同比_上年同月=100_diff_release,fac_制造业采购经理指数PMI_出厂价格_当期值_月_level,fac_制造业采购经理指数PMI_出厂价格_当期值_月_level_release,any_effective_release
2019-07-03,92.77974084458607,92.82623806021307,92.71463906625888,92.75184109609751,5357.0,0.0004514801569153182,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.268613,0,1.4,0,,0,1.6780894,0,0.6,0,-1.5000001,0,53.5,0,,0,-0.4000001,0,-0.99457926,0,,0,-1.3363907,0,54.5,0,0.20292664,0,45.4,0,0
2019-07-04,92.709984377803,92.79369071883032,92.6727823479644,92.78903603037445,5026.0,0.00040101558995897513,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.2749029,0,1.4,0,,0,1.6617061,0,0.6,0,-1.5000001,0,53.5,0,,0,-0.4000001,0,-0.9867168,0,,0,-1.3249991,0,54.5,0,0.20292664,0,45.4,0,0
2019-07-05,92.77508615613019,92.77508615613019,92.6495372879317,92.65883247372011,4792.0,-0.0014032213527006565,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.2812542,0,1.4,0,,0,1.6456411,0,0.6,0,-1.5000001,0,53.5,0,,0,-0.4000001,0,-0.97891515,0,,0,-1.3137585,0,54.5,0,0.20292664,0,45.4,0,0
2019-07-08,92.61698285098731,92.72393425204726,92.57978082114867,92.59838538384884,5452.0,-0.0006523618769793682,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.2876676,0,1.4,0,,0,1.629883,0,0.6,0,-1.5000001,0,53.5,0,,0,-0.4000001,0,-0.9711728,0,,0,-1.3026646,0,54.5,0,0.20292664,0,45.4,0,0
2019-07-09,92.59838538384884,92.70533678490882,92.59838538384884,92.68208462931446,5584.0,0.0009038953013993378,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.2941445,0,1.4,0,,0,1.6144216,0,0.6,0,-1.5000001,0,53.5,0,,0,-0.4000001,0,-0.9634884,0,,0,-1.2917136,0,54.5,0,0.20292664,0,45.4,0,0
2019-07-10,92.69138691066453,92.74253881474743,92.63558741368743,92.709984377803,7970.0,0.000301026337507615,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.300686,0,1.4,0,,0,1.5992465,0,0.6,0,-1.5000001,0,53.5,0,,0,-0.4000001,0,-0.95586056,0,,0,-1.2809016,0,54.5,0,0.20292664,0,45.4,0,0
2019-07-11,92.74253881474743,92.83089274866894,92.67743703642027,92.68673931777032,10538.0,-0.000250728766579833,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.3072933,0,1.4,0,,0,1.4205331,1,0.0,1,-1.5000001,0,53.5,0,,0,-0.4000001,0,-1.285401,1,,0,-1.2702247,0,54.5,0,-0.06137848,1,45.4,0,1
2019-07-12,92.69138691066453,92.75648868899168,92.6495372879317,92.75648868899168,5608.0,0.0007525280502340692,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.3139676,0,1.4,0,,0,1.4083322,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.4000001,0,-1.2747756,0,,0,-1.2596794,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-15,92.78438843748025,92.87274237140178,92.63093272523157,92.64488259947584,9862.0,-0.0012032159808254006,,0,,0,-2.7999992,0,,0,1.8,0,-3.5999985,0,69.2,0,,0,1.3207101,0,1.4,0,,0,1.3963121,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.4000001,0,-1.2642825,0,,0,-1.2492878,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-16,92.64488259947584,92.72393425204726,92.64023500658163,92.65883247372011,4909.0,0.00015057360809223042,,0,,0,-2.7999992,0,,0,1.7,1,-3.5999985,0,69.2,0,,0,0.7812894,1,1.4,0,,0,1.3844676,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,1,-1.2539183,0,,0,-1.2390208,0,54.5,0,-0.06137848,0,45.4,0,1
2019-07-17,92.68673931777032,92.72393425204726,92.65883247372011,92.70068919201461,5324.0,0.0004517293945653922,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.79031634,0,1.4,0,,0,1.3727937,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.2436798,0,,0,-1.2288752,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-18,92.74253881474743,92.81694287442467,92.73323653339733,92.80299300018041,6057.0,0.0011035927462621498,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.7994949,0,1.4,0,,0,1.3612859,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.2335634,0,,0,-1.2188479,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-19,92.80764059307458,92.84484262291325,92.73323653339733,92.78903603037445,4736.0,-0.00015039353101398145,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.80883014,0,1.4,0,,0,1.3499396,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.2235664,0,,0,-1.2089357,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-22,92.78903603037445,92.85879249715751,92.72858894050316,92.84949021580745,4865.0,0.0006515229386929722,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.81832737,0,1.4,0,,0,1.3387505,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.2136856,0,,0,-1.199136,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-23,92.85879249715751,92.98899605381185,92.80764059307458,92.84018793445736,7551.0,-0.00010018667122957403,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.8279922,0,1.4,0,,0,1.3277144,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.2039183,0,,0,-1.1894457,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-24,92.80299300018041,92.80299300018041,92.72393425204726,92.72393425204726,5710.0,-0.0012521913731171619,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.8378305,0,1.4,0,,0,1.3164221,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.1949841,0,,0,-1.1798623,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-25,92.75184109609751,92.77974084458607,92.73323653339733,92.75648868899168,4087.0,0.00035108990151266894,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.8478484,0,1.4,0,,0,1.3052778,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.1861603,0,,0,-1.170383,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-26,92.75648868899168,92.80764059307458,92.72858894050316,92.78903603037445,3989.0,0.00035089018399458993,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.85805243,0,1.4,0,,0,1.2942774,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.1774453,0,,0,-1.1610053,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-29,92.76113628188591,92.80299300018041,92.65883247372011,92.66348716217597,8248.0,-0.001353057145214609,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,69.2,0,,0,0.86844933,0,1.4,0,,0,1.283417,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.168837,0,,0,-1.1517266,0,54.5,0,-0.06137848,0,45.4,0,0
2019-07-30,92.67743703642027,92.73323653339733,92.60768056963724,92.73323653339733,6768.0,0.0007527168829648545,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,68.3,1,,0,0.8790464,0,1.4,0,,0,1.2726928,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.1603335,0,,0,-1.1425447,0,54.5,0,-0.06137848,0,45.4,0,1
2019-07-31,92.77043856323596,92.86809477850758,92.77043856323596,92.86344009005171,6067.0,0.0014040656998690615,,0,,0,-2.7999992,0,,0,1.7,0,-3.5999985,0,68.3,0,,0,0.8790464,0,1.4,0,,0,1.2621012,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.1519334,0,,0,-1.1334573,0,54.5,0,-0.06137848,0,45.4,0,0
2019-08-01,92.90064211989032,92.90064211989032,92.79369071883032,92.86809477850758,4888.0,5.012401491222285e-05,,0,,0,1.7000008,1,,0,1.7,0,1.5,1,68.3,0,,0,0.8790464,0,1.4,0,,0,1.2516387,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.143635,0,,0,-0.7050462,1,54.5,0,-0.06137848,0,46.9,1,1
2019-08-02,92.99829833516192,93.09594745487183,92.95179402397322,93.00294592805615,6686.0,0.0014520718861541493,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,1.4,0,,0,1.2413018,0,0.0,0,-1.5000001,0,53.5,0,,0,-0.20000029,0,-1.1354369,0,,0,-0.69889545,0,54.5,0,-0.06137848,0,46.9,0,0
2019-08-05,92.99829833516192,93.19360367014345,92.96574389821751,93.19360367014345,7696.0,0.0020500183105467418,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,1.4,0,,0,1.2310873,0,0.0,0,-1.5000001,0,53.4,1,,0,-0.20000029,0,-1.1273376,0,,0,-0.6927642,0,53.4,1,-0.06137848,0,46.9,0,0
2019-08-06,93.37495913088068,93.37495913088068,93.13314948471047,93.16104923319902,8394.0,-0.0003493205076567918,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,1.4,0,,0,1.220992,0,0.0,0,-1.5000001,0,53.4,0,,0,-0.20000029,0,-1.1193357,0,,0,-0.6866517,0,53.4,0,-0.06137848,0,46.9,0,0
2019-08-07,93.18894898168755,93.19360367014345,93.13314948471047,93.16104923319902,6489.0,0.0,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,1.4,0,,0,1.2110128,0,0.0,0,-1.5000001,0,53.4,0,,0,-0.20000029,0,-1.11143,0,,0,-0.6805573,0,53.4,0,-0.06137848,0,46.9,0,0
2019-08-08,93.18430138879339,93.18430138879339,93.12850189181627,93.1703515145491,5900.0,9.98516163852603e-05,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,1.4,0,,0,1.201147,0,0.0,0,-1.5000001,0,53.4,0,,0,-0.20000029,0,-1.1036197,0,,0,-0.67448014,0,53.4,0,-0.06137848,0,46.9,0,0
2019-08-09,93.20289885593182,93.24940316712053,93.1703515145491,93.2168558257378,8006.0,0.0004991320783138686,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,1.4,0,,0,1.1913913,0,0.0,0,-1.5000001,0,53.4,0,,0,-0.20000029,0,-1.0959033,0,,0,-0.6684196,0,53.4,0,-0.06137848,0,46.9,0,0
2019-08-12,93.221503418632,93.24940316712053,93.14245176606053,93.24940316712053,6489.0,0.00034915725374373707,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,1,,0,1.4446976,1,-0.3,1,0.6,1,53.4,0,,0,-0.20000029,0,-1.260432,1,,0,-0.66237485,0,53.4,0,0.10119629,1,46.9,0,1
2019-08-13,93.37960672377488,93.37960672377488,93.27265532271485,93.28195760406494,6032.0,0.00034911147780825047,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.4319557,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.2517325,0,,0,-0.65634525,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-14,93.24010088577045,93.3145049454477,93.20289885593182,93.25405076001474,6895.0,-0.0002991665780499586,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.4194068,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.2431666,0,,0,-0.65189075,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-15,93.15175404741062,93.41680875361351,93.15175404741062,93.19360367014345,4468.0,-0.000648198007257017,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.4070454,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.2347327,0,,0,-0.6474524,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-16,93.17965379589917,93.23080569998207,93.10989732911611,93.17499910744328,2742.0,-0.00019963347233586948,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3948659,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.2264299,0,,0,-0.64302987,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-19,93.17499910744328,93.24940316712053,93.13314948471047,93.23080569998207,1961.0,0.0005989438483862131,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3828632,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.2182568,0,,0,-0.63862294,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-20,93.20755354438772,93.29125278985333,93.19825126303765,93.24940316712053,703.0,0.00019947770480821525,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.371032,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.2102126,0,,0,-0.6342313,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-21,93.25405076001474,93.25870544847062,93.17965379589917,93.17965379589917,607.0,-0.000747987320587562,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3593677,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.2022965,0,,0,-0.62985474,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-22,93.19360367014345,93.24475557422633,93.18894898168755,93.221503418632,242.0,0.0004491283346521602,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3478656,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.1945078,0,,0,-0.625493,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-23,93.2168558257378,93.27265532271485,93.19825126303765,93.2680077298207,283.0,0.0004988581977685147,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3363757,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.1865896,0,,0,-0.6211457,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-26,93.38890900512497,93.4307586278578,93.31915253834192,93.328454819692,410.0,0.0006481010085088723,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3250397,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.1787928,0,,0,-0.61681277,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-27,93.31915253834192,93.34240469393627,93.29125278985333,93.3145049454477,249.0,-0.00014947075113647124,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3138537,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.1711168,0,,0,-0.6124939,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-28,93.28195760406494,93.31915253834192,93.27730291560908,93.28195760406494,241.0,-0.0003487918775519905,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3028133,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.1635613,0,,0,-0.6081887,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-29,93.29125278985333,93.50051509464082,93.24475557422633,93.4540107834521,41.0,0.001844442203040364,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2919145,0,-0.3,0,0.6,0,53.4,0,,0,-0.20000029,0,-1.1561259,0,,0,-0.60389715,0,53.4,0,0.10119629,0,46.9,0,0
2019-08-30,93.30520266409764,93.30520266409764,93.30520266409764,93.30520266409764,0.0,-0.0015923138890130417,,0,,0,1.7000008,0,,0,1.7,0,1.5,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2811536,0,-0.3,0,0.6,0,52.9,1,,0,-0.20000029,0,-1.1488104,0,,0,-0.59961885,0,53.6,1,0.10119629,0,46.9,0,0
2019-09-02,93.24475557422633,93.24475557422633,93.15175404741062,93.17965379589917,191.0,-0.0013455720004215133,,0,,0,-2.1000023,1,,0,1.7,0,-0.20000076,1,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2705269,0,-0.3,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.141615,0,,0,-0.65179074,1,53.6,0,0.10119629,0,46.7,1,1
2019-09-03,93.12850189181627,93.14709935895476,93.09129986197765,93.09594745487183,210.0,-0.0008983328185645512,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2600309,0,-0.3,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.13454,0,,0,-0.64720494,0,53.6,0,0.10119629,0,46.7,0,0
2019-09-04,93.10060214332772,93.14245176606053,93.08199758062757,93.13314948471047,136.0,0.00039960955181927993,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2496619,0,-0.3,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.1275855,0,,0,-0.64263546,0,53.6,0,0.10119629,0,46.7,0,0
2019-09-05,93.3145049454477,93.3145049454477,93.30055507120342,93.30055507120342,10.0,0.0017974865815144625,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.239417,0,-0.3,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.1207525,0,,0,-0.63808197,0,53.6,0,0.10119629,0,46.7,0,0
2019-09-06,93.38926089869304,93.4640076520908,93.38926089869304,93.39859889668571,70.0,0.001050838608703586,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2292925,0,-0.3,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.1140413,0,,0,-0.63354415,0,53.6,0,0.10119629,0,46.7,0,0
2019-09-09,93.34254239575871,93.37991577245764,93.34254239575871,93.35188752199413,36.0,-0.0005001292871990026,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2192857,0,-0.3,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.1074535,0,,0,-0.62902176,0,53.6,0,0.10119629,0,46.7,0,0
2019-09-10,93.29583102106722,93.29583102106722,93.29115489382811,93.29115489382811,6.0,-0.0006505773988952912,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2093934,0,-0.3,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.1009898,0,,0,-0.6245145,0,53.6,0,0.10119629,0,46.7,0,0
2019-09-11,93.27247176960007,93.27714076859635,93.22108426766945,93.267795642361,49.0,-0.0002503908488826756,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3497825,1,-0.8,1,0.6,0,52.9,0,,0,-0.20000029,0,-1.4047545,1,,0,-0.6200221,0,53.6,0,0.060829163,1,46.7,0,1
2019-09-12,93.2023940151986,93.22108426766945,93.0902810133447,93.0902810133447,190.0,-0.001903278916304485,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3381901,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3968511,0,,0,-0.6155443,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-16,93.00152013471518,93.15568264050705,93.00152013471518,93.14633751427164,38.0,0.000602173506371706,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3267536,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.389162,0,,0,-0.6110808,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-17,93.1790418919742,93.1790418919742,93.03421738417501,93.03421738417501,127.0,-0.0012036987506830465,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3154689,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3816885,0,,0,-0.6049804,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-18,93.0902810133447,93.0996190113374,92.98750600948345,92.98750600948345,53.0,-0.0005020881134375488,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.3043318,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3744328,0,,0,-0.59888494,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-19,93.01553425994695,93.06692176187754,93.01086526095062,93.06225276288122,63.0,0.0008038365217595267,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2933382,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3673973,0,,0,-0.59279346,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-20,93.03889351141409,93.0996190113374,93.03889351141409,93.09495001234104,64.0,0.0003513481405090779,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.282484,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.360585,0,,0,-0.58670497,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-23,93.09495001234104,93.14633751427164,93.09495001234104,93.11364026481185,32.0,0.0002007654815683324,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2717657,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3539995,0,,0,-0.5806185,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-24,93.14633751427164,93.14633751427164,93.01086526095062,93.03889351141409,128.0,-0.0008027476230677566,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2611796,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3476448,0,,0,-0.5745331,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-25,93.0902810133447,93.0996190113374,93.02020325894327,93.09495001234104,136.0,0.0006025061005274779,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2520076,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3392912,0,,0,-0.5684478,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-26,93.05290763664581,93.151006513268,93.00618913371152,93.02020325894327,320.0,-0.0008029087870810026,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2429389,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.331114,0,,0,-0.5623616,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-27,92.99217500847978,93.01086526095062,92.9034141298503,92.9034141298503,46.0,-0.0012555243377382341,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.233971,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3231132,0,,0,-0.55627334,0,53.6,0,0.060829163,0,46.7,0,0
2019-09-30,92.93611850755285,93.01086526095062,92.8847310056222,93.01086526095062,30.0,0.0011565896916354568,,0,,0,-2.1000023,0,,0,1.7,0,-0.20000076,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2251017,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3152889,0,,0,-0.55018204,0,53.6,0,0.060829163,0,46.7,0,0
2019-10-08,93.06225276288122,93.13699238803626,93.06225276288122,93.13699238803626,61.0,0.0013560472395539591,,0,,0,3.6000023,1,,0,1.7,0,3.2000008,1,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2163286,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3076416,0,,0,0.40377745,1,53.6,0,0.060829163,0,49.9,1,1
2019-10-09,93.13232338903994,93.13232338903994,93.08560488610561,93.09495001234104,75.0,-0.00045140362188267336,,0,,0,3.6000023,0,,0,1.7,0,3.2000008,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.2076498,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.3001721,0,,0,0.41125152,0,53.6,0,0.060829163,0,49.9,0,0
2019-10-10,93.03421738417501,93.03421738417501,93.03421738417501,93.03421738417501,6.0,-0.0006523729607028628,,0,,0,3.6000023,0,,0,1.7,0,3.2000008,0,68.3,0,,0,0.8790464,0,2.0,0,,0,1.199063,0,-0.8,0,0.6,0,52.9,0,,0,-0.20000029,0,-1.2928815,0,,0,0.41883418,0,53.6,0,0.060829163,0,49.9,0,0
