date,open,high,low,close,volume,returns,fac_PPI_Leather_Footwear_YoY_level,fac_PPI_Leather_Footwear_YoY_level_release,fac_PPI_level,fac_PPI_level_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_PPI_、_level,fac_PPI_、_level_release,fac_PPI_Leather_Footwear_YoY_diff,fac_PPI_Leather_Footwear_YoY_diff_release,fac_PPI_、_zscore,fac_PPI_、_zscore_release,fac_CPI_=100_level,fac_CPI_=100_level_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,fac_CPI_=100_diff,fac_CPI_=100_diff_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PMI_zscore,fac_PMI_zscore_release,any_effective_release
2016-01-21,17176.71982777782,17237.22786768194,17161.592817801808,17214.5373527179,80958.0,0.00043956043956017155,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,,0,,0,0
2016-01-22,17214.5373527179,17312.862917562066,17138.902302837774,17275.04539262201,112738.0,0.0035149384885768686,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,,0,,0,0
2016-01-25,17282.608897610004,17365.80745247816,17214.5373527179,17267.481887633992,55476.0,-0.00043782837127881447,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,,0,,0,0
2016-01-26,17237.22786768194,17312.862917562066,17237.22786768194,17275.04539262201,58822.0,0.0004380201489271318,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,,0,,0,0
2016-01-27,17282.608897610004,17350.680442502126,17244.791372669948,17320.426422550085,57896.0,0.0026269702276704443,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,,0,,0,0
2016-01-28,17312.862917562066,17358.243947490155,17237.22786768194,17252.354877657966,48442.0,-0.003930131004366788,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,,0,,0,0
2016-01-29,17244.791372669948,17305.299412574062,17176.71982777782,17206.973847729892,69040.0,-0.0026304252520821247,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,,0,,0,0
2016-02-01,17222.10085770593,17237.22786768194,17184.28333276584,17206.973847729892,44622.0,0.0,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,,0,,0,0
2016-02-02,17222.10085770593,17403.624977418225,17154.029312813793,17350.680442502126,103664.0,0.008351648351647478,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,-0.79999924,1,,1,0
2016-02-03,17365.80745247816,17365.80745247816,17297.735907586048,17335.553432526085,82034.0,-0.0008718395815178193,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,-0.79999924,0,,0,0
2016-02-04,17335.553432526085,17365.80745247816,17229.664362693933,17259.91838264598,67126.0,-0.004363001745199102,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,-0.79999924,0,,0,0
2016-02-05,17222.10085770593,17312.862917562066,16972.50519310147,17040.576737993604,103950.0,-0.012708150744960345,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,-0.79999924,0,,0,0
2016-02-15,16972.50519310147,16980.068698089486,16768.29055842512,16866.61612326929,52392.0,-0.01020861074123458,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,-0.79999924,0,,0,0
2016-02-16,16904.43364820935,17063.267252957623,16836.36210331724,16980.068698089486,41642.0,0.006726457399103047,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,-0.79999924,0,,0,0
2016-02-17,17002.75921305353,17123.775292861737,16949.814678137445,16980.068698089486,27236.0,0.0,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,-0.79999924,0,,0,0
2016-02-18,16995.19570806552,17055.70374796963,16964.94168811346,17002.75921305353,19132.0,0.0013363028953232714,,0,-10.8,0,-1.6,0,0.6,0,,0,,0,102.0463,0,,0,,0,-0.79999924,0,,0,0
2016-02-19,17010.32271804154,17048.140242981608,16942.25117314943,16980.068698089486,25282.0,-0.0013345195729540515,,0,-9.7,1,-1.6,1,0.5,1,,0,,1,101.8795,1,,0,-0.14759827,1,-0.79999924,0,,0,1
2016-02-22,16980.068698089486,17033.01323300559,16828.798598329235,16904.43364820935,55930.0,-0.0044543429844101645,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,-0.79999924,0,,0,0
2016-02-23,16911.997153197375,16934.68766816141,16654.837983604928,16677.52849856897,48452.0,-0.013422818791945512,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,-0.79999924,0,,0,0
2016-02-24,16692.65550854499,16760.727053437113,16405.24231900049,16427.932833964544,71078.0,-0.014965986394557262,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,-0.79999924,0,,0,0
2016-02-25,16450.623348928577,16458.186853916588,15996.813049647782,16201.027684324134,121646.0,-0.013812154696133505,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,-0.79999924,0,,0,0
2016-02-26,16201.027684324134,16291.789744180307,16110.265624467975,16140.519644420037,50518.0,-0.0037348272642384606,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,-0.79999924,0,,0,0
2016-02-29,16163.21015938407,16246.40871425222,16117.829129455995,16163.21015938407,50098.0,0.001405810684160791,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,-0.79999924,0,,0,0
2016-03-01,16185.900674348117,16374.988299048442,16064.884594539908,16178.337169360098,65440.0,0.0009358914365933391,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,-0.79999924,0,,0,0
2016-03-02,16170.773664372087,16284.226239192283,16132.956139432017,16185.900674348117,27862.0,0.00046750818139340566,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,1.2000008,1,,1,0
2016-03-03,16223.718199288183,16322.043764132355,16117.829129455995,16269.099229216263,22398.0,0.005140186915888023,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,1.2000008,0,,0,0
2016-03-04,16269.099229216263,16397.678814012488,16246.40871425222,16329.607269120363,17474.0,0.003719200371919751,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,1.2000008,0,,0,0
2016-03-07,16329.607269120363,16911.997153197375,16322.043764132355,16526.258398808703,92470.0,0.01204261232051862,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,1.2000008,0,,0,0
2016-03-08,16511.13138883268,16579.2029337248,16201.027684324134,16299.353249168304,36200.0,-0.013729977116705094,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,1.2000008,0,,0,0
2016-03-09,16253.97221924023,16382.551804036455,16208.59118931216,16314.480259144333,15344.0,0.0009280742459398805,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,1.2000008,0,,0,0
2016-03-10,16337.170774108377,16420.36932897652,16238.845209264204,16284.226239192283,17502.0,-0.0018544274455259968,,0,-9.7,0,-1.6,0,0.5,0,,0,,0,101.8795,0,,0,-0.14759827,0,1.2000008,0,,0,0
2016-03-11,16269.099229216263,16276.662734204261,15974.122534683755,16208.59118931216,17952.0,-0.004644681839293563,,0,-9.3,1,-1.5,1,0.3,1,,0,,1,101.61922,1,,0,-0.30000305,1,1.2000008,0,,0,1
2016-03-14,16208.59118931216,16329.607269120363,16155.646654396065,16208.59118931216,12938.0,0.0,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-15,16246.40871425222,16322.043764132355,16163.21015938407,16185.900674348117,6774.0,-0.0013999066728886955,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-16,16185.900674348117,16246.40871425222,16140.519644420037,16208.59118931216,10160.0,0.0014018691588786325,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-17,16193.464179336132,16382.551804036455,16185.900674348117,16337.170774108377,15110.0,0.007932804479701128,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-18,16359.861289072414,16624.58396365288,16337.170774108377,16548.948913772747,23980.0,0.012962962962963065,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-21,16556.512418760754,16624.58396365288,16397.678814012488,16518.694893820688,13206.0,-0.0018281535648998481,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-22,16594.32994370081,16662.40148859294,16450.623348928577,16488.440873868643,10824.0,-0.001831501831501381,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-23,16488.440873868643,16594.32994370081,16216.15469430016,16556.512418760754,8086.0,0.00412844036697213,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-24,16511.13138883268,16564.075923748765,16337.170774108377,16352.297784084394,6924.0,-0.012334399269072982,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-25,16337.170774108377,16443.05984394056,16276.662734204261,16443.05984394056,7000.0,0.0055504162812214375,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-28,16443.05984394056,16480.877368880618,16359.861289072414,16374.988299048442,6222.0,-0.004139834406623577,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-29,16382.551804036455,16450.623348928577,16337.170774108377,16359.861289072414,5832.0,-0.0009237875288684583,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-30,16412.805823988496,16488.440873868643,16344.734279096381,16480.877368880618,4056.0,0.00739713361072547,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-03-31,16488.440873868643,16594.32994370081,16397.678814012488,16488.440873868643,14900.0,0.00045892611289666263,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-04-01,16496.004378856655,16496.004378856655,16412.805823988496,16465.7503589046,4122.0,-0.0013761467889911172,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,1.2000008,0,,0,0
2016-04-05,16579.2029337248,16632.1474686409,16450.623348928577,16480.877368880618,3434.0,0.0009186954524571522,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,0.20000076,1,,1,0
2016-04-06,16556.512418760754,16571.639428736784,16480.877368880618,16556.512418760754,7142.0,0.004589261128958633,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,0.20000076,0,,0,0
2016-04-07,16564.075923748765,16564.075923748765,16420.36932897652,16465.7503589046,5962.0,-0.005481955230698832,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,0.20000076,0,,0,0
2016-04-08,16488.440873868643,16511.13138883268,16405.24231900049,16465.7503589046,4056.0,0.0,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,0.20000076,0,,0,0
2016-04-11,16496.004378856655,16942.25117314943,16458.186853916588,16919.56065818539,14790.0,0.027560863573725447,,0,-9.3,0,-1.5,0,0.3,0,,0,,0,101.61922,0,,0,-0.30000305,0,0.20000076,0,,0,0
2016-04-12,16904.43364820935,17025.449728017575,16768.29055842512,16911.997153197375,9272.0,-0.0004470272686635246,,0,-7.3,1,-1.5389,1,0.3,1,,0,,1,101.533,1,,0,-0.099998474,1,0.20000076,0,,0,1
2016-04-13,16911.997153197375,17554.895077178495,16911.997153197375,17554.895077178495,14512.0,0.038014311270125445,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,1,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-14,17517.07755223842,17691.038166962728,17017.886223029553,17237.22786768194,25760.0,-0.018095648427402078,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-15,17161.592817801808,17335.553432526085,16957.378183125453,17010.32271804154,4552.0,-0.013163668275559703,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-18,16934.68766816141,17857.43527669902,16934.68766816141,17857.43527669902,5510.0,0.04979991107158788,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-19,17933.07032657915,18182.66599118357,17766.673216842868,17910.379811615112,9224.0,0.0029648454044897132,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-20,17970.887851519212,18696.984330368457,17970.887851519212,18696.984330368457,5752.0,0.04391891891891775,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-21,18197.793001159607,19271.810709457477,18069.213416363393,19271.810709457477,4050.0,0.030744336569580533,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-22,19453.334829169784,19786.129048642368,18462.515675740076,18734.801855308542,8902.0,-0.02786499215070659,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-25,18568.40474557225,19400.390294253684,18560.84124058423,18749.92886528457,7218.0,0.0008074283407348837,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-26,19218.86617454139,19574.350908977984,18659.166805428395,19060.03256979312,5940.0,0.016538926986688685,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-27,19135.667619673237,19302.06472940952,18568.40474557225,18810.436905188682,2376.0,-0.01309523809523827,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-28,18848.254430128738,18855.817935116753,17970.887851519212,18159.975476219548,4996.0,-0.03457981503819885,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-04-29,18241.00875922686,18540.041689705995,18151.298880083123,18420.428517514338,412.0,0.01434214719264637,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,0.20000076,0,,0,0
2016-05-03,18592.372452539836,18921.30867606689,18427.904340776317,18711.985624731482,184.0,0.01582792207792183,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,-0.79999924,1,,1,0
2016-05-04,18540.041689705995,18540.041689705995,18285.863698798745,18383.04940120446,222.0,-0.017578905313622717,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,-0.79999924,0,,0,0
2016-05-05,18360.62193141852,18472.759280348186,18360.62193141852,18457.80763382422,476.0,0.004066693777957431,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,-0.79999924,0,,0,0
2016-05-06,18689.55815494555,18794.21968061325,18016.734061367526,18143.823056821147,324.0,-0.01701093560145739,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,-0.79999924,0,,0,0
2016-05-09,18330.71863837061,18345.670284894557,17508.378079552986,17859.741772865982,1334.0,-0.0156571899464355,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,-0.79999924,0,,0,0
2016-05-10,17695.273661102467,18054.113177677405,17695.273661102467,18009.258238105533,294.0,0.008371703641690376,,0,-7.3,0,-1.5389,0,0.3,0,,0,,0,101.6192,0,,0,-0.099998474,0,-0.79999924,0,,0,0
2016-05-11,18024.2098846295,18308.29116858468,17979.35494505763,18173.726349869063,68.0,0.009132420091324756,,0,-7.0,1,-1.3773,1,0.5,1,,0,,1,101.47068,1,,0,0.0,1,-0.79999924,0,,0,1
2016-05-12,18091.492293987296,18734.41309451743,17994.30659158158,18584.89662927786,638.0,0.02262443438913997,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-13,18427.904340776317,18427.904340776317,18061.589000939384,18181.202173131045,184.0,-0.02172164119066733,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-16,18177.534988255185,18495.143279394964,18029.81020167858,18221.852424228193,375612.0,0.002235839561655739,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-17,18244.011142214684,18428.667125435488,18184.92122758403,18376.963450133666,322788.0,0.008512363194163264,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-18,18428.667125435488,18960.476357111373,18391.73592879132,18539.460715367954,862128.0,0.008842443729902838,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-19,18583.778151340946,18842.29652785007,18502.5295187238,18820.137809863576,597006.0,0.015139442231076439,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-20,18820.137809863576,19034.33875039969,18679.799262615765,18827.5240491924,455710.0,0.00039246467817855013,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-23,18783.206613219423,18930.93139979604,18244.011142214684,18303.10105684534,533178.0,-0.02785406041584937,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-24,18295.714817516513,18421.280886106644,18111.058834295705,18340.03225348949,405204.0,0.0020177562550440786,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-25,18399.122168120157,18687.185501944605,18096.286355638054,18436.053364764324,481910.0,0.005235602094241898,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-26,18465.598322079648,19255.92593026465,18399.122168120157,19255.92593026465,696486.0,0.0444711538461533,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-27,19285.47088757998,19588.30670006208,18990.0213144267,19351.94704153946,1077118.0,0.0049865746068276096,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-30,19285.47088757998,19780.34892261172,19152.51857966099,19691.714050665745,752022.0,0.017557251908397964,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-05-31,19647.39661469274,19758.19020462522,18938.31763912488,18967.86259644021,661088.0,-0.036759189797450076,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-06-01,18916.158921138383,19100.814904359187,18413.894646777815,18576.39191201212,792096.0,-0.02063862928348903,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,-0.79999924,0,,0,0
2016-06-02,18642.868065971616,18908.772681809558,18509.915758052626,18598.550629998615,463298.0,0.0011928429423457843,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,0.19999695,1,,1,0
2016-06-03,18672.413023286943,18820.137809863576,18303.10105684534,18421.280886106644,544164.0,-0.00953137410643401,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-06,18598.550629998615,18812.75157053474,18413.894646777815,18724.116698588758,462032.0,0.016439454691259403,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-07,18857.06900650773,19381.491998854788,18812.75157053474,19211.60849429165,762326.0,0.02603550295857926,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-08,19204.222254962828,19241.153451606988,18761.047895232914,19056.4974683862,469266.0,-0.008073817762398128,,0,-7.0,0,-1.3773,0,0.5,0,,0,,0,101.47068,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-13,18960.476357111373,19580.92046073325,18953.090117782554,19241.153451606988,402220.0,0.009689922480619728,,0,-8.3,1,-1.3,1,0.5,1,,0,,1,101.54206,1,,0,0.0,1,0.19999695,0,,0,1
2016-06-14,19255.92593026465,19455.354392143105,18923.54516046721,18975.248835769038,384874.0,-0.013819577735124877,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-15,18953.090117782554,19093.428665030344,18805.365331205907,18879.22772449422,348866.0,-0.00506033476060741,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-16,18923.54516046721,19337.174562881784,18790.592852548234,19204.222254962828,465724.0,0.017214397496087885,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-17,19204.222254962828,20038.86729912083,18960.476357111373,19913.301230530695,1180982.0,0.03692307692307728,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-20,19987.163623818997,20075.798495764982,19647.39661469274,19876.370033886524,691508.0,-0.0018545994065287674,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-21,19824.666358584716,19942.84618784602,19204.222254962828,19248.53969093581,592962.0,-0.031586770717205837,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-22,19145.132340332184,19536.60302476027,19130.359861674493,19514.44430677377,351714.0,0.013814274750576283,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-23,19543.989264089094,19987.163623818997,19470.12687080078,19839.43883724238,594958.0,0.01665404996215014,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-24,20001.936102476655,20245.68200032811,19603.079178719756,19713.872768652225,668164.0,-0.006329113924051222,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-27,19713.872768652225,20142.274649724473,19610.46541804859,20068.41225643616,383178.0,0.017984263769202258,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-28,20016.708581134328,20880.89858260765,20016.708581134328,20740.560035359846,574546.0,0.033492822966506575,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
2016-06-29,20866.126103949995,21471.79772891421,20821.808667977013,21471.79772891421,617680.0,0.0352564102564108,,0,-8.3,0,-1.3,0,0.5,0,,0,,0,101.54206,0,,0,0.0,0,0.19999695,0,,0,0
