entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2016-05-10,2016-06-16,AG1612,SHORT,3768.0,3935.0,25,-0.044320583,-0.04532058
2016-11-11,2016-12-16,AG1706,SHORT,4452.0,4112.0,25,0.07637018,0.07537018
2017-05-11,2017-06-19,AG1712,SHORT,4030.0,4018.0,25,0.0029776692,0.001977669
2017-11-22,2017-12-27,AG1806,SHORT,3985.0,3858.0,25,0.03186953,0.03086953
2018-05-04,2018-06-08,AG1812,SHORT,3746.0,3753.0,25,-0.0018686056,-0.0028686058
2018-11-05,2018-12-10,AG1906,SHORT,3595.0,3582.0,25,0.0036161542,0.002616154
2019-05-09,2019-06-14,AG1912,LONG,3600.0,3678.0,25,0.021666646,0.020666646
2019-11-14,2019-12-19,AG2006,SHORT,4205.0,4201.0,25,0.0009512305,-4.876952e-05
2019-12-26,2020-02-10,AG2006,LONG,4426.0,4310.0,25,-0.026208758,-0.027208759
2020-05-11,2020-06-15,AG2012,SHORT,3818.0,4191.0,25,-0.09769511,-0.098695114
2020-11-26,2020-12-31,AG2106,LONG,5010.0,5659.0,25,0.12954092,0.12854092
2021-01-06,2021-02-10,AG2106,SHORT,5786.0,5607.0,25,0.030936718,0.029936718
2021-05-20,2021-06-25,AG2112,SHORT,5844.0,5464.0,25,0.06502396,0.06402396
2021-11-25,2021-12-30,AG2206,LONG,4941.0,4783.0,25,-0.031977355,-0.032977354
2022-05-23,2022-06-28,AG2212,SHORT,4791.0,4607.0,25,0.03840536,0.03740536
2022-11-28,2023-01-03,AG2306,LONG,4966.0,5426.0,25,0.09262991,0.09162991
2022-12-26,2023-02-07,AG2306,SHORT,5353.0,5008.0,25,0.06444985,0.063449845
2023-05-16,2023-06-20,AG2308,SHORT,5402.0,5626.0,25,-0.041466117,-0.042466115
2023-07-05,2023-08-09,AG2312,SHORT,5515.0,5590.0,25,-0.013599277,-0.014599277
2023-07-14,2023-08-18,AG2312,SHORT,5804.0,5609.0,25,0.03359753,0.03259753
2023-09-18,2023-10-31,AG2402,LONG,5852.0,5878.0,25,0.00444293,0.00344293
2024-01-09,2024-02-21,AG2406,SHORT,5920.0,5946.0,25,-0.0043919086,-0.005391909
2024-05-15,2024-06-20,AG2412,SHORT,7387.0,8048.0,25,-0.08948147,-0.090481475
2024-11-14,2024-12-19,AG2504,SHORT,7528.0,7529.0,25,-0.00013279915,-0.0011327992
2025-01-09,2025-02-21,AG2506,LONG,7790.0,8123.0,25,0.04274714,0.04174714
2025-03-03,2025-04-08,AG2508,LONG,7925.0,7708.0,25,-0.027381718,-0.028381718
2025-05-12,2025-06-17,AG2512,SHORT,8295.0,8897.0,25,-0.07257378,-0.07357378
2025-07-07,2025-08-11,AG2512,LONG,8919.0,9234.0,25,0.035317898,0.0343179
2025-09-03,2025-10-16,AG2602,LONG,9862.0,12043.0,25,0.22115195,0.22015195
2025-11-12,2025-12-17,AG2604,SHORT,12120.0,15518.0,25,-0.28036308,-0.28136307
2025-12-31,2026-02-06,AG2606,LONG,17074.0,17944.0,25,0.0509547,0.0499547
2026-03-05,2026-04-10,AG2608,SHORT,21314.0,18564.0,25,0.1290232,0.12802319
2026-05-14,2026-06-05,AG2610,LONG,21455.0,17569.0,16,-0.18112326,-0.18212326
