entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2016-02-01,2016-03-07,CU1605,LONG,35600.0,38090.0,20,0.069943786,0.06894378
2016-03-01,2016-03-29,CU1606,LONG,36070.0,37590.0,20,0.042140245,0.041140247
2016-03-30,2016-04-28,CU1607,LONG,36990.0,37280.0,20,0.007839918,0.006839918
2016-04-27,2016-05-26,CU1608,LONG,37640.0,36050.0,20,-0.04224229,-0.043242287
2016-05-30,2016-06-29,CU1609,LONG,35720.0,37220.0,20,0.04199326,0.040993262
2016-06-29,2016-07-27,CU1609,LONG,37220.0,37740.0,20,0.013970971,0.012970971
2016-08-02,2016-08-30,CU1611,LONG,38070.0,36260.0,20,-0.047544003,-0.048544
2016-09-05,2016-10-12,CU1612,LONG,36540.0,37950.0,20,0.03858781,0.03758781
2016-09-29,2016-11-03,CU1701,LONG,37680.0,38990.0,20,0.034766436,0.033766437
2016-11-01,2016-11-29,CU1702,SHORT,38770.0,46750.0,20,-0.20582926,-0.20682926
2016-11-29,2016-12-27,CU1703,SHORT,46890.0,44720.0,20,0.046278536,0.045278538
2016-12-29,2017-02-03,CU1704,SHORT,45950.0,46870.0,20,-0.020021796,-0.021021796
2017-02-13,2017-03-13,CU1705,SHORT,50260.0,47560.0,20,0.053720653,0.052720655
2017-03-10,2017-04-11,CU1706,SHORT,46790.0,46670.0,20,0.0025646687,0.0015646686
2017-04-13,2017-05-12,CU1707,SHORT,46600.0,44930.0,20,0.035836935,0.034836937
2017-05-10,2017-06-09,CU1708,SHORT,44900.0,45930.0,20,-0.02293992,-0.02393992
2017-06-02,2017-06-30,CU1709,SHORT,45470.0,47560.0,20,-0.04596436,-0.04696436
2017-07-04,2017-08-01,CU1710,SHORT,47150.0,50340.0,20,-0.0676564,-0.0686564
2017-08-01,2017-08-29,CU1711,SHORT,50490.0,52830.0,20,-0.04634583,-0.04734583
2017-09-07,2017-10-12,CU1712,SHORT,52870.0,53210.0,20,-0.0064308643,-0.0074308645
2017-10-09,2017-11-06,CU1801,SHORT,52180.0,54670.0,20,-0.04771948,-0.048719477
2017-11-08,2017-12-06,CU1802,SHORT,53500.0,51450.0,20,0.03831774,0.03731774
2017-12-06,2018-01-04,CU1803,SHORT,51490.0,55320.0,20,-0.07438338,-0.07538338
2017-12-29,2018-01-29,CU1804,SHORT,55750.0,53740.0,20,0.036053836,0.035053838
2018-02-06,2018-03-13,CU1805,SHORT,53110.0,51740.0,20,0.02579552,0.02479552
2018-03-02,2018-03-30,CU1806,SHORT,52700.0,50340.0,20,0.044781804,0.043781806
2018-04-16,2018-05-16,CU1807,SHORT,50630.0,51020.0,20,-0.0077029467,-0.008702947
2018-05-10,2018-06-07,CU1807,SHORT,51070.0,53930.0,20,-0.056001544,-0.057001542
2018-06-07,2018-07-06,CU1809,SHORT,54380.0,49160.0,20,0.095991194,0.09499119
2018-07-10,2018-08-07,CU1810,SHORT,49890.0,49550.0,20,0.0068150163,0.005815016
2018-08-10,2018-09-07,CU1811,SHORT,49610.0,47560.0,20,0.04132229,0.040322293
2018-09-06,2018-10-12,CU1812,SHORT,47430.0,50650.0,20,-0.06788957,-0.06888957
2018-10-23,2018-11-20,CU1901,SHORT,49970.0,49580.0,20,0.007804692,0.0068046916
2018-11-07,2018-12-05,CU1902,SHORT,49450.0,49350.0,20,0.0020222664,0.0010222663
2018-12-03,2019-01-02,CU1902,SHORT,50280.0,47680.0,20,0.051710427,0.05071043
2019-01-03,2019-01-31,CU1904,SHORT,47340.0,48170.0,20,-0.017532706,-0.018532706
2019-02-18,2019-03-18,CU1905,SHORT,49070.0,49350.0,20,-0.005706191,-0.006706191
2019-03-06,2019-04-03,CU1906,SHORT,49300.0,49590.0,20,-0.0058823824,-0.0068823826
2019-04-19,2019-05-22,CU1907,SHORT,49540.0,47160.0,20,0.048042,0.047042
2019-05-13,2019-06-11,CU1908,SHORT,47650.0,46900.0,20,0.015739799,0.014739798
2019-06-12,2019-07-10,CU1909,SHORT,46500.0,46080.0,20,0.009032249,0.008032249
2019-07-10,2019-08-07,CU1910,SHORT,46110.0,45960.0,20,0.0032531023,0.0022531021
2019-09-10,2019-10-16,CU1912,LONG,47440.0,46750.0,20,-0.014544666,-0.015544666
2019-10-14,2019-11-11,CU2001,LONG,47000.0,47170.0,20,0.0036170483,0.002617048
2019-11-14,2019-12-12,CU2002,LONG,47100.0,49030.0,20,0.040976644,0.039976645
2019-12-10,2020-01-08,CU2003,LONG,48770.0,48860.0,20,0.0018453598,0.00084535975
2020-01-07,2020-02-12,CU2003,LONG,49010.0,45580.0,20,-0.06998569,-0.07098569
2020-02-20,2020-03-19,CU2005,SHORT,46540.0,37570.0,20,0.1927374,0.1917374
2020-03-24,2020-04-22,CU2006,LONG,38310.0,41090.0,20,0.07256591,0.07156591
2020-04-15,2020-05-18,CU2007,LONG,41590.0,43120.0,20,0.03678775,0.03578775
2020-05-21,2020-06-18,CU2008,LONG,44140.0,46760.0,20,0.05935657,0.058356572
2020-06-22,2020-07-22,CU2009,LONG,47360.0,52410.0,20,0.10663009,0.105630085
2020-07-17,2020-08-14,CU2010,LONG,51310.0,50100.0,20,-0.02358216,-0.02458216
2020-08-20,2020-09-17,CU2011,LONG,52040.0,51360.0,20,-0.013066888,-0.014066888
2020-09-23,2020-10-29,CU2012,LONG,51480.0,51470.0,20,-0.00019425154,-0.0011942516
2020-10-22,2020-11-19,CU2101,LONG,52390.0,52730.0,20,0.0064897537,0.0054897536
2020-11-18,2020-12-16,CU2102,LONG,53030.0,57940.0,20,0.09258914,0.09158914
2020-12-17,2021-01-15,CU2103,LONG,58780.0,58690.0,20,-0.0015311241,-0.0025311243
2021-01-11,2021-02-08,CU2104,LONG,58750.0,58860.0,20,0.0018723011,0.00087230105
2021-02-18,2021-03-18,CU2105,SHORT,63350.0,66920.0,20,-0.05635357,-0.057353567
2021-03-08,2021-04-06,CU2106,SHORT,65980.0,67160.0,20,-0.017884254,-0.018884255
2021-04-12,2021-05-13,CU2107,SHORT,65830.0,76150.0,20,-0.15676749,-0.15776749
2021-05-21,2021-06-21,CU2108,SHORT,72280.0,66520.0,20,0.0796901,0.0786901
2021-06-22,2021-07-20,CU2109,SHORT,67600.0,68210.0,20,-0.009023666,-0.010023667
2021-07-23,2021-08-20,CU2110,SHORT,69790.0,67050.0,20,0.039260626,0.038260628
2021-08-23,2021-09-22,CU2111,SHORT,67510.0,68620.0,20,-0.01644206,-0.01744206
2021-09-27,2021-11-01,CU2112,SHORT,69110.0,70140.0,20,-0.014903784,-0.015903784
2021-10-22,2021-11-19,CU2201,SHORT,72190.0,70510.0,20,0.023271918,0.022271918
2021-11-19,2021-12-17,CU2202,SHORT,70300.0,69230.0,20,0.015220463,0.014220463
2021-12-20,2022-01-18,CU2203,SHORT,68470.0,70100.0,20,-0.023806095,-0.024806095
2022-01-14,2022-02-18,CU2204,SHORT,71510.0,71870.0,20,-0.0050342083,-0.0060342085
2022-02-22,2022-03-22,CU2205,SHORT,71090.0,73120.0,20,-0.028555393,-0.029555393
2022-03-21,2022-04-20,CU2206,SHORT,72770.0,74350.0,20,-0.021712303,-0.022712303
2022-04-25,2022-05-26,CU2207,SHORT,73200.0,71080.0,20,0.028961778,0.027961778
2022-05-25,2022-06-23,CU2208,SHORT,71320.0,66190.0,20,0.071929336,0.07092933
2022-06-23,2022-07-21,CU2209,SHORT,66030.0,56030.0,20,0.15144628,0.15044628
2022-07-25,2022-08-22,CU2210,SHORT,56770.0,62360.0,20,-0.09846747,-0.09946747
2022-08-26,2022-09-26,CU2211,SHORT,63340.0,59740.0,20,0.05683613,0.05583613
2022-09-27,2022-11-01,CU2212,SHORT,59840.0,63350.0,20,-0.058656454,-0.059656452
2022-10-21,2022-11-18,CU2301,SHORT,61110.0,65410.0,20,-0.07036495,-0.071364954
2022-11-24,2022-12-22,CU2303,LONG,64910.0,65830.0,20,0.014173508,0.0131735075
2022-12-23,2023-01-30,CU2303,LONG,65380.0,69330.0,20,0.060415983,0.059415985
2023-02-22,2023-03-22,CU2305,LONG,70250.0,68080.0,20,-0.03088969,-0.03188969
2023-03-20,2023-04-18,CU2306,LONG,66440.0,69690.0,20,0.04891634,0.04791634
2023-04-24,2023-05-25,CU2307,LONG,68170.0,63460.0,20,-0.069091976,-0.07009198
2023-05-22,2023-06-19,CU2308,LONG,64730.0,68220.0,20,0.053916216,0.052916218
2023-06-27,2023-07-25,CU2309,LONG,67900.0,68940.0,20,0.015316606,0.014316605
2023-07-26,2023-08-23,CU2310,LONG,69030.0,68960.0,20,-0.0010140538,-0.002014054
2023-08-25,2023-09-22,CU2311,LONG,68680.0,68020.0,20,-0.009609759,-0.010609759
2023-09-25,2023-10-31,CU2312,LONG,67570.0,67310.0,20,-0.0038478374,-0.0048478376
2023-10-23,2023-11-20,CU2401,LONG,65590.0,67660.0,20,0.031559706,0.030559706
2023-11-22,2023-12-20,CU2402,LONG,67800.0,68900.0,20,0.016224146,0.015224146
2023-12-22,2024-01-22,CU2403,LONG,69060.0,67910.0,20,-0.016652167,-0.017652167
2024-01-12,2024-02-19,CU2404,LONG,68120.0,68430.0,20,0.0045508146,0.0035508145
2024-02-21,2024-03-20,CU2405,LONG,69000.0,72620.0,20,0.05246377,0.05146377
2024-03-13,2024-04-12,CU2406,LONG,70330.0,76910.0,20,0.09355891,0.092558905
2024-04-10,2024-05-13,CU2407,LONG,76890.0,81410.0,20,0.05878532,0.05778532
2024-05-15,2024-06-13,CU2408,LONG,82300.0,80250.0,20,-0.02490884,-0.02590884
2024-06-21,2024-07-19,CU2409,LONG,79440.0,76740.0,20,-0.03398794,-0.034987938
2024-07-22,2024-08-19,CU2410,LONG,75860.0,73940.0,20,-0.025309801,-0.026309801
2024-08-22,2024-09-23,CU2411,LONG,73980.0,75280.0,20,0.017572284,0.016572284
2024-09-24,2024-10-29,CU2412,LONG,76660.0,76500.0,20,-0.0020871162,-0.0030871164
2024-10-21,2024-11-18,CU2501,LONG,77820.0,73750.0,20,-0.052300155,-0.053300153
2024-11-21,2024-12-19,CU2502,LONG,74510.0,73830.0,20,-0.009126306,-0.010126306
2024-12-23,2025-01-21,CU2503,LONG,74180.0,75630.0,20,0.019547105,0.018547105
2025-01-15,2025-02-20,CU2504,LONG,75320.0,77850.0,20,0.03358996,0.03258996
2025-02-21,2025-03-21,CU2505,LONG,77230.0,80610.0,20,0.043765426,0.042765427
2025-03-14,2025-04-14,CU2506,LONG,80420.0,76260.0,20,-0.051728427,-0.052728426
2025-04-15,2025-05-16,CU2507,LONG,75760.0,77710.0,20,0.025739193,0.024739193
2025-05-28,2025-06-26,CU2508,LONG,77650.0,78890.0,20,0.015969038,0.014969038
2025-06-26,2025-07-24,CU2509,LONG,78730.0,79890.0,20,0.014733911,0.01373391
2025-07-22,2025-08-19,CU2510,LONG,79770.0,78870.0,20,-0.011282444,-0.012282444
2025-08-22,2025-09-19,CU2511,LONG,78630.0,79850.0,20,0.015515685,0.014515685
2025-09-18,2025-10-24,CU2512,LONG,79650.0,87720.0,20,0.10131824,0.10031824
2025-10-16,2025-11-13,CU2601,LONG,85010.0,87580.0,20,0.030231714,0.029231714
2025-11-20,2025-12-18,CU2602,LONG,86100.0,92600.0,20,0.075493574,0.07449357
2025-12-12,2026-01-13,CU2603,LONG,94200.0,102480.0,20,0.087898135,0.08689813
2026-01-13,2026-02-10,CU2604,LONG,102630.0,101830.0,20,-0.0077949762,-0.008794976
2026-02-25,2026-03-25,CU2605,LONG,103150.0,95590.0,20,-0.0732913,-0.074291304
2026-03-20,2026-04-20,CU2606,LONG,94710.0,102620.0,20,0.08351815,0.082518145
2026-04-17,2026-05-20,CU2607,SHORT,102280.0,103980.0,20,-0.016620994,-0.017620994
2026-05-21,2026-06-05,CU2608,SHORT,104060.0,105240.0,11,-0.011339664,-0.012339665
