entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2022-11-18,2023-01-16,TF2306,SHORT,100.165,100.2,40,-0.00034940243,-0.0013494025
2023-02-20,2023-04-18,TF2309,SHORT,99.995,100.76,40,-0.0076503754,-0.0086503755
2023-05-17,2023-07-14,TF2312,SHORT,101.265,101.855,40,-0.005826354,-0.006826354
2023-08-22,2023-10-25,TF2403,SHORT,102.285,101.685,40,0.0058660507,0.0048660506
2023-11-22,2024-01-18,TF2406,SHORT,101.755,102.37,40,-0.00604403,-0.0070440304
2024-02-21,2024-04-19,TF2409,SHORT,102.915,103.465,40,-0.0053441525,-0.0063441526
2024-05-21,2024-07-17,TF2412,SHORT,103.25,103.965,40,-0.0069248676,-0.007924868
2024-08-19,2024-10-23,TF2503,SHORT,104.34,104.54,40,-0.0019168854,-0.0029168855
2024-11-25,2025-01-21,TF2506,SHORT,105.535,106.64,40,-0.01047039,-0.0114703905
2025-02-18,2025-04-16,TF2509,SHORT,106.16,106.67,40,-0.004804015,-0.0058040153
2025-05-19,2025-07-15,TF2512,SHORT,106.045,106.09,40,-0.00042438507,-0.0014243851
2025-08-20,2025-10-23,TF2603,SHORT,105.34,105.54,40,-0.0018986464,-0.0028986465
2025-11-24,2026-01-21,TF2606,SHORT,105.98,105.875,40,0.000990808,-9.192037e-06
2026-02-13,2026-04-21,TF2609,SHORT,105.91,106.035,40,-0.0011802912,-0.0021802913
2026-05-25,2026-06-01,TF2612,SHORT,106.135,106.335,5,-0.0018843412,-0.0028843414
