entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2016-03-21,2016-03-28,I1701,LONG,398.0,358.0,5,-0.10050249,-0.10150249
2016-08-11,2016-08-18,I1705,LONG,406.5,410.5,5,0.009840131,0.008840131
2016-11-28,2016-12-05,I1709,SHORT,588.0,567.0,5,0.03571427,0.03471427
2017-03-23,2017-03-30,I1801,SHORT,528.5,508.0,5,0.038789034,0.037789036
2017-08-01,2017-08-08,I1805,SHORT,528.0,531.5,5,-0.0066287518,-0.007628752
2017-11-23,2017-11-30,I1809,SHORT,507.5,510.0,5,-0.0049260855,-0.0059260856
2018-04-04,2018-04-13,I1901,SHORT,433.5,448.0,5,-0.033448696,-0.034448694
2018-08-08,2018-08-15,I1901,SHORT,509.0,502.5,5,0.012770116,0.011770116
2018-11-30,2018-12-07,I1905,SHORT,455.0,475.0,5,-0.04395604,-0.04495604
2019-04-09,2019-04-16,I2001,LONG,597.5,584.0,5,-0.022594154,-0.023594154
2019-08-01,2019-08-08,I2005,LONG,650.5,604.5,5,-0.07071483,-0.07171483
2019-12-06,2019-12-13,I2005,LONG,620.5,653.5,5,0.05318296,0.05218296
2020-03-31,2020-04-08,I2101,LONG,544.0,548.5,5,0.008272052,0.0072720516
2020-08-11,2020-08-18,I2105,LONG,774.0,803.0,5,0.037467718,0.03646772
2020-12-07,2020-12-14,I2105,LONG,913.5,966.0,5,0.057471275,0.056471277
2021-04-01,2021-04-09,I2202,LONG,878.0,885.0,5,0.007972717,0.006972717
2021-08-05,2021-08-12,I2204,SHORT,843.5,799.0,5,0.05275637,0.05175637
2021-12-01,2021-12-08,I2205,SHORT,633.5,658.5,5,-0.03946328,-0.04046328
2022-03-29,2022-04-07,I2209,SHORT,867.5,900.0,5,-0.037464023,-0.03846402
2022-08-08,2022-08-15,I2305,SHORT,718.5,687.0,5,0.043841362,0.042841364
2022-12-06,2022-12-13,I2305,SHORT,780.0,808.5,5,-0.03653848,-0.03753848
2023-04-06,2023-04-13,I2309,SHORT,793.0,769.0,5,0.030264795,0.029264795
2023-08-04,2023-08-11,I2401,LONG,725.5,739.0,5,0.018607855,0.017607855
2023-12-08,2023-12-15,I2409,LONG,904.0,875.5,5,-0.031526566,-0.032526564
2024-03-28,2024-04-08,I2501,LONG,726.0,757.5,5,0.043388486,0.042388488
2024-07-31,2024-08-07,I2501,SHORT,749.0,749.0,5,-0.0,-0.001
2024-12-11,2024-12-18,I2505,LONG,802.0,778.5,5,-0.029301763,-0.030301763
2025-04-03,2025-04-11,I2601,LONG,721.5,683.5,5,-0.052668035,-0.053668033
2025-08-11,2025-08-18,I2601,LONG,789.0,772.0,5,-0.021546245,-0.022546245
2025-12-05,2025-12-12,I2605,LONG,769.0,760.5,5,-0.011053324,-0.012053324
2026-04-07,2026-04-14,I2609,LONG,774.5,758.5,5,-0.020658493,-0.021658493
