entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2016-03-25,2016-05-10,JD1609,LONG,3790.0,3898.0,30,0.028496027,0.027496027
2016-08-01,2016-09-12,JD1701,SHORT,3433.0,3358.0,30,0.021846771,0.020846771
2016-11-30,2017-01-12,JD1705,LONG,3661.0,3455.0,30,-0.05626875,-0.05726875
2017-04-13,2017-05-26,JD1709,SHORT,3881.0,3421.0,30,0.11852616,0.11752616
2017-08-03,2017-09-14,JD1710,LONG,3848.0,3820.0,30,-0.007276535,-0.008276535
2017-12-01,2018-01-15,JD1805,SHORT,3987.0,3707.0,30,0.07022822,0.06922822
2018-08-07,2018-09-18,JD1810,SHORT,3580.0,3880.0,30,-0.083798885,-0.08479889
2018-12-10,2019-01-23,JD1905,SHORT,3469.0,3355.0,30,0.032862484,0.031862486
2019-04-08,2019-05-23,JD1907,LONG,3644.0,3761.0,30,0.03210759,0.031107591
2019-08-06,2019-09-18,JD2001,LONG,4309.0,4551.0,30,0.056161523,0.055161525
2019-12-03,2020-01-15,JD2005,SHORT,4148.0,3428.0,30,0.1735776,0.1725776
2020-04-13,2020-05-28,JD2006,SHORT,3336.0,2575.0,30,0.22811753,0.22711752
2020-05-28,2020-06-30,JD2007,SHORT,3218.0,2818.0,21,0.12430084,0.123300835
2020-06-15,2020-07-29,JD2008,LONG,3536.0,4130.0,30,0.1679864,0.16698639
2020-08-17,2020-09-28,JD2010,LONG,3659.0,3378.0,30,-0.07679695,-0.07779695
2020-09-22,2020-10-30,JD2011,LONG,3554.0,3603.0,22,0.01378727,0.012787269
2020-10-20,2020-11-30,JD2012,LONG,3815.0,3624.0,29,-0.050065517,-0.051065516
2020-12-08,2021-01-20,JD2102,LONG,3202.0,4260.0,30,0.33041847,0.32941848
2021-04-14,2021-05-31,JD2106,LONG,4250.0,3911.0,30,-0.079764724,-0.080764726
2021-08-13,2021-09-28,JD2110,LONG,4275.0,4249.0,30,-0.006081879,-0.0070818793
2021-12-10,2022-01-24,JD2203,SHORT,3900.0,3800.0,30,0.025641024,0.024641024
2022-04-01,2022-05-20,JD2206,LONG,4188.0,4291.0,30,0.024594069,0.023594068
2022-08-12,2022-09-26,JD2210,SHORT,4063.0,4535.0,30,-0.11617029,-0.11717029
2022-12-13,2023-01-31,JD2302,SHORT,4170.0,4251.0,29,-0.019424438,-0.020424439
2023-04-13,2023-05-30,JD2306,SHORT,3998.0,3972.0,30,0.0065032244,0.005503224
2023-08-15,2023-09-26,JD2310,LONG,4181.0,4400.0,30,0.052379847,0.05137985
2023-09-05,2023-10-25,JD2311,LONG,4402.0,4211.0,30,-0.04338938,-0.04438938
2023-10-09,2023-11-20,JD2312,LONG,4502.0,4507.0,30,0.001110673,0.0001106729
2023-12-12,2024-01-24,JD2402,SHORT,3716.0,3166.0,30,0.14800858,0.14700858
2024-01-03,2024-02-22,JD2403,LONG,3535.0,3160.0,30,-0.10608202,-0.107082024
2024-02-19,2024-04-01,JD2405,SHORT,3402.0,3232.0,30,0.049970627,0.04897063
2024-04-03,2024-05-22,JD2406,LONG,3046.0,3237.0,30,0.06270516,0.06170516
2024-08-22,2024-09-30,JD2410,SHORT,3598.0,3913.0,25,-0.08754861,-0.088548616
2024-09-03,2024-10-24,JD2411,SHORT,3687.0,3986.0,30,-0.081095695,-0.0820957
2024-12-16,2025-01-27,JD2502,SHORT,3484.0,3280.0,29,0.058553398,0.0575534
2025-01-08,2025-02-27,JD2503,SHORT,3230.0,3274.0,30,-0.013622284,-0.014622284
2025-04-08,2025-05-23,JD2506,SHORT,2982.0,2756.0,30,0.07578808,0.07478808
2025-05-12,2025-06-24,JD2507,SHORT,3052.0,2819.0,30,0.07634336,0.075343356
2025-06-03,2025-07-15,JD2508,SHORT,3573.0,3448.0,30,0.03498459,0.03398459
2025-07-08,2025-08-19,JD2509,LONG,3579.0,2983.0,30,-0.16652697,-0.16752698
2025-08-12,2025-09-23,JD2510,LONG,3197.0,2949.0,30,-0.0775727,-0.078572705
2025-09-10,2025-10-30,JD2511,LONG,3020.0,2896.0,30,-0.041059613,-0.04205961
2025-10-17,2025-11-28,JD2512,SHORT,2959.0,2907.0,30,0.017573476,0.016573476
2025-11-10,2025-12-22,JD2601,SHORT,3383.0,3049.0,30,0.098728955,0.09772895
2025-12-10,2026-01-23,JD2602,LONG,2980.0,3031.0,30,0.017114043,0.016114043
2025-12-26,2026-02-10,JD2603,LONG,2988.0,2911.0,30,-0.02576977,-0.02676977
2026-02-09,2026-03-31,JD2604,LONG,3149.0,3200.0,30,0.016195655,0.015195655
2026-03-03,2026-04-15,JD2605,LONG,3343.0,3499.0,30,0.046664715,0.045664717
2026-04-01,2026-05-19,JD2606,LONG,3220.0,3604.0,30,0.11925471,0.118254706
2026-05-06,2026-06-05,JD2607,SHORT,3566.0,4342.0,22,-0.21761072,-0.21861072
2026-05-12,2026-06-05,JD2607,SHORT,3758.0,4342.0,18,-0.15540183,-0.15640183
