symbol,factor,representation,horizon,n_obs,pearson_corr,pearson_t,pearson_p,spearman_corr,spearman_t,spearman_p,abs_spearman_t
AG,PPI_电气机械及器材制造业(全国:当期同比增长率:月),diff,20,1242,-0.3460563711615896,-12.988407669959264,2.935413201459508e-36,-0.3356617927507678,-12.547866393613551,4.361970166650399e-34,12.547866393613551
AG,PPI_电气机械及器材制造业(全国:当期同比增长率:月),zscore,20,373,-0.1883337221710723,-3.6936614125357448,0.0002542846547257996,-0.4647538872144739,-10.109993936999,2.1959956029075386e-21,10.109993936999
AG,PPI_全部工业品(全国:当期同比增长率:月),level,20,1284,-0.227715669946185,-8.373353352437547,1.4502026696622505e-16,-0.24408202398943088,-9.011933212168415,7.172575688202785e-19,9.011933212168415
AL,PPI_电气机械及器材制造业(全国:当期同比增长率:月),zscore,20,373,-0.2935610443197567,-5.914997899473728,7.542354306555444e-09,-0.49146147583625166,-10.869472949683438,4.466809267536833e-24,10.869472949683438
AL,PPI_电气机械及器材制造业(全国:当期同比增长率:月),level,20,1277,-0.2083144367411859,-7.605155812682721,5.498847481684677e-14,-0.20358429401523528,-7.424910084310278,2.0569631628415167e-13,7.424910084310278
AL,制造业采购经理指数PMI_新订单,zscore,20,1019,-0.07522249608393809,-2.405694179506071,0.016319440937139343,-0.18374078009344813,-5.9610625336121945,3.4522283256424042e-09,5.9610625336121945
AU,社会融资规模_当月值,zscore,20,324,-0.42584384355509075,-8.445537866852225,1.0519380619311317e-15,-0.32211831741243513,-6.105640749786985,2.944847527588413e-09,6.105640749786985
AU,PPI_全部工业品(全国:当期同比增长率:月),level,20,1284,-0.20169719242009349,-7.373310346636059,2.9762164573012745e-13,-0.16202075343719977,-5.878832497561394,5.262750506193251e-09,5.878832497561394
AU,PMI_生产经营活动预期_全国_当期值_月,diff,20,1250,0.17257751080081687,6.189521169207118,8.17111367824861e-10,0.15151301449994561,5.4150218533575645,7.344332840519715e-08,5.4150218533575645
C,制造业采购经理指数PMI_进口,diff,20,1255,-0.18627819730233885,-6.711294727921089,2.914930032090785e-11,-0.21515776774643858,-7.798750912845358,1.3085185089046248e-14,7.798750912845358
C,制造业采购经理指数PMI_新订单,level,20,1270,-0.0484138179587182,-1.7259910047077762,0.08459263487493611,-0.14954976395791908,-5.385884271896857,8.583912394080978e-08,5.385884271896857
C,PPI_食品制造业(全国:当期同比增长率:月),diff,20,1262,0.08641561442407734,3.078967900106403,0.00212209372301358,0.07669540523696043,2.7304591957193995,0.0064127894949675655,2.7304591957193995
CF,制造业采购经理指数PMI_进口,level,20,1270,0.2144883599899468,7.819704908988861,1.1071854739304874e-14,0.1607645354611325,5.800105555397561,8.359489925781982e-09,5.800105555397561
CF,社会融资规模_当月值,zscore,20,324,-0.19702506140794457,-3.606174934709835,0.0003600210713810686,-0.25901625925619154,-4.81210343928225,2.299394655283103e-06,4.81210343928225
CF,制造业采购经理指数PMI_新订单,diff,20,1255,-0.20816703884206358,-7.533680888475147,9.410786545198116e-14,-0.12806153085088548,-4.570723085459465,5.340823420644477e-06,4.570723085459465
CU,PPI_电气机械及器材制造业(全国:当期同比增长率:月),diff,20,1242,-0.16709579860392726,-5.967955740217614,3.1312757262611326e-09,-0.14730764727821077,-5.244450704719687,1.8415086947526425e-07,5.244450704719687
CU,PPI_电气机械及器材制造业(全国:当期同比增长率:月),level,20,1277,-0.21391056852115076,-7.8191223599484925,1.1077270803265024e-14,-0.1448203561635139,-5.226215994785489,2.0195455051662093e-07,5.226215994785489
CU,PMI_生产经营活动预期_全国_当期值_月,diff,20,1250,0.08458999741318149,2.9990636300138744,0.0027617575685351895,0.13574441985480282,4.840250922912118,1.4587901333166686e-06,4.840250922912118
I,非制造业PMI_建筑业_新订单_全国_当期值_月,diff,20,1250,0.14993536102351765,5.357333376841313,1.0048490226869385e-07,0.19743208779400634,7.114734346768534,1.8851350593756433e-12,7.114734346768534
I,PPI_全部工业品(全国:当期同比增长率:月),zscore,20,1033,-0.13357567062214368,-4.327789394546733,1.6527272073931177e-05,-0.17666244003608608,-5.763133074761782,1.0897840356002865e-08,5.763133074761782
I,非制造业PMI_建筑业_新订单_全国_当期值_月,level,20,1277,0.1560852318108575,5.642514527777304,2.062668937283173e-08,0.13257721822024282,4.776113862183793,1.994063969685322e-06,4.776113862183793
J,社会融资规模_当月值,level,20,575,-0.28054629948749243,-6.99653139837329,7.350257164304248e-12,-0.29984496934638133,-7.523695184267322,2.0725916925245754e-13,7.523695184267322
J,社会融资规模_当月值,zscore,20,324,-0.2936306908191479,-5.511988677125311,7.282039037743117e-08,-0.3738690424948122,-7.2333950442425685,3.4622315015263105e-12,7.2333950442425685
J,社会融资规模_当月值,diff,20,554,-0.2567103554749322,-6.240455475778694,8.697512829912153e-10,-0.26905898558755104,-6.563492136939892,1.2131259445107824e-10,6.563492136939892
JD,PPI_食品制造业(全国:当期同比增长率:月),zscore,20,1033,-0.2692557488659505,-8.97712027848396,1.2896367966885078e-18,-0.27977241459556523,-9.356921279023043,4.967865880870707e-20,9.356921279023043
JD,居民食品消费价格指数CPI_(上年=100)_当月,level,20,1284,0.15031220617498353,5.4437817821873296,6.244435255018844e-08,0.14733337018146567,5.333480233708571,1.1378241966029883e-07,5.333480233708571
JD,居民食品消费价格指数CPI_(上年=100)_当月,zscore,20,1033,0.15655283173349602,5.089540560942778,4.264025040855448e-07,0.15740267017266243,5.117868806778118,3.684536257560579e-07,5.117868806778118
M,制造业采购经理指数PMI_新订单,level,20,1270,-0.0962064808981469,-3.4417804371021465,0.0005967086911685288,-0.19553983254328866,-7.100036281756827,2.0717441932507876e-12,7.100036281756827
M,居民食品消费价格指数CPI_(上年=100)_当月,level,20,1284,0.10186758813604993,3.6664447706185292,0.0002560064898518836,0.1647107491938247,5.979136484617566,2.9043420297034686e-09,5.979136484617566
M,PPI_食品制造业(全国:当期同比增长率:月),level,20,1284,0.24513189450070139,9.05316878454213,5.032421602850201e-19,0.16129499527230165,5.851793743152931,6.167873491696725e-09,5.851793743152931
MA,非制造业PMI_建筑业_全国_当期值_月,diff,20,1250,-0.2096727108045893,-7.575508190671634,6.938486840511249e-14,-0.24430849982586877,-8.900400859713377,1.916909475396633e-18,8.900400859713377
MA,制造业采购经理指数PMI_新订单,zscore,20,1019,-0.1922119291874831,-6.2461925057103524,6.171598077539949e-10,-0.219230732404663,-7.165683227212403,1.4848538254445533e-12,7.165683227212403
MA,制造业采购经理指数PMI_原材料库存,zscore,20,1019,-0.12781405667150791,-4.109753769055247,4.279684454433724e-05,-0.19297689339703727,-6.2720106397105315,5.262305561809696e-10,6.2720106397105315
NI,社会融资规模_当月值,zscore,20,324,-0.25170843103675544,-4.667009486692096,4.489937774673047e-06,-0.21505084984961148,-3.9514010457398743,9.55191618128892e-05,3.9514010457398743
NI,PMI_生产经营活动预期_全国_当期值_月,diff,20,1250,0.08774742773414117,3.1118604005871893,0.0019013276857464585,0.10559002422022008,3.751153267436027,0.0001840969369446461,3.751153267436027
NI,制造业采购经理指数PMI_新订单,zscore,20,1019,-0.0564924591669885,-1.8044508962034587,0.07145639112658524,-0.1096393600582873,-3.5176535609213846,0.00045461754711451937,3.5176535609213846
P,PMI_生产经营活动预期_全国_当期值_月,zscore,20,1026,-0.11590031881569607,-3.73397401315631,0.0001988686959424377,-0.22445148841550036,-7.370504097051109,3.497854247485921e-13,7.370504097051109
P,PPI_食品制造业(全国:当期同比增长率:月),diff,20,1262,0.2341504056570955,8.549178769715517,3.537727534031825e-17,0.18050855945459762,6.514428050741026,1.0520528644691392e-10,6.514428050741026
P,PPI_全部工业品(全国:当期同比增长率:月),level,20,1284,0.057566140229085835,2.0645809439677323,0.039163412003952965,0.1784020834125939,6.491835686361421,1.20930096918756e-10,6.491835686361421
