entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2017-08-09,2017-09-06,RB1710,LONG,4080.0,4103.0,20,0.005637288,0.004637288
2017-11-10,2017-12-08,RB1801,LONG,3834.0,4283.0,20,0.117110014,0.11611001
2018-03-28,2018-04-27,RB1805,LONG,3424.0,3954.0,20,0.15478969,0.15378968
2018-08-20,2018-09-17,RB1810,LONG,4533.0,4492.0,20,-0.009044766,-0.010044767
2018-11-29,2018-12-27,RB1901,LONG,3605.0,3886.0,20,0.07794726,0.07694726
2019-04-01,2019-04-30,RB1905,LONG,3806.0,4191.0,20,0.101156116,0.10015611
2019-08-22,2019-09-20,RB1910,LONG,3715.0,3691.0,20,-0.006460309,-0.007460309
2019-12-06,2019-12-31,RB2001,LONG,3609.0,3782.0,17,0.047935724,0.046935726
2020-03-23,2020-04-21,RB2005,LONG,3400.0,3507.0,20,0.031470537,0.030470537
2020-08-25,2020-09-22,RB2010,LONG,3773.0,3614.0,20,-0.042141557,-0.043141555
2020-12-07,2020-12-31,RB2101,LONG,3980.0,4213.0,18,0.05854273,0.05754273
2021-04-02,2021-04-30,RB2105,LONG,5157.0,5352.0,19,0.03781271,0.03681271
2021-08-12,2021-09-09,RB2110,LONG,5385.0,5599.0,20,0.039739966,0.038739968
2021-11-18,2021-12-16,RB2201,LONG,4169.0,4704.0,20,0.12832808,0.12732808
2022-03-25,2022-04-26,RB2205,LONG,5013.0,5027.0,20,0.002792716,0.001792716
2022-08-30,2022-09-28,RB2210,LONG,3875.0,3961.0,20,0.022193551,0.02119355
2022-11-30,2022-12-28,RB2301,LONG,3748.0,4043.0,20,0.07870865,0.07770865
2023-04-03,2023-04-28,RB2305,LONG,4044.0,3583.0,18,-0.11399603,-0.11499603
2023-09-01,2023-09-28,RB2310,LONG,3778.0,3615.0,19,-0.043144524,-0.044144522
2023-12-01,2023-12-29,RB2401,LONG,3923.0,4009.0,20,0.021921992,0.020921992
2024-04-01,2024-04-30,RB2405,LONG,3456.0,3493.0,19,0.010706067,0.009706067
2024-09-02,2024-09-30,RB2410,LONG,3178.0,3417.0,18,0.07520449,0.07420449
2024-12-05,2024-12-31,RB2501,LONG,3280.0,3310.0,18,0.009146333,0.008146333
2025-04-07,2025-04-30,RB2505,LONG,3083.0,3060.0,17,-0.0074602365,-0.008460237
2025-09-01,2025-09-29,RB2510,LONG,3039.0,3005.0,20,-0.011187911,-0.012187911
2025-12-02,2025-12-30,RB2601,LONG,3133.0,3113.0,20,-0.0063836575,-0.0073836576
2026-04-03,2026-04-30,RB2605,LONG,3097.0,3162.0,18,0.020988107,0.019988107
