entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2016-03-28,2016-04-26,J1609,LONG,774.5,1101.5,20,0.42220783,0.42120785
2016-08-16,2016-09-13,J1701,LONG,1226.5,1130.5,20,-0.07827151,-0.07927151
2016-12-05,2017-01-03,J1705,LONG,1765.5,1480.5,20,-0.16142738,-0.16242738
2017-04-05,2017-05-04,J1709,SHORT,1896.5,1493.0,20,0.21276033,0.21176033
2017-08-03,2017-08-31,J1801,SHORT,2023.5,2345.0,20,-0.1588831,-0.1598831
2017-11-30,2017-12-28,J1805,SHORT,2154.0,1981.5,20,0.08008355,0.07908355
2018-04-11,2018-05-11,J1809,LONG,1745.5,2066.5,20,0.18390143,0.18290143
2018-08-08,2018-09-05,J1901,LONG,2429.0,2381.0,20,-0.019761205,-0.020761205
2018-12-06,2019-01-07,J1905,LONG,1932.5,1964.0,20,0.016300082,0.015300082
2019-04-08,2019-05-09,J1909,LONG,2075.5,2156.0,20,0.038785815,0.037785817
2019-08-07,2019-09-04,J2001,SHORT,2014.0,1916.0,20,0.048659384,0.047659386
2019-12-12,2020-01-10,J2005,LONG,1845.0,1882.0,20,0.020054221,0.019054221
2020-03-31,2020-04-29,J2009,SHORT,1655.5,1657.0,20,-0.0009061098,-0.0019061099
2020-08-19,2020-09-16,J2010,LONG,2003.0,1953.5,20,-0.02471292,-0.02571292
2020-12-11,2021-01-11,J2102,LONG,2575.5,3015.0,20,0.17064643,0.16964643
2021-04-16,2021-05-19,J2109,LONG,2540.0,2571.5,20,0.012401581,0.011401581
2021-08-16,2021-09-13,J2111,SHORT,3041.5,3758.5,20,-0.235739,-0.236739
2021-12-01,2021-12-29,J2205,LONG,2798.0,2934.0,20,0.048606157,0.04760616
2022-04-19,2022-05-20,J2209,SHORT,3898.5,3476.0,20,0.10837501,0.10737501
2022-08-22,2022-09-20,J2301,SHORT,2609.0,2681.5,20,-0.0277884,-0.0287884
2022-12-15,2023-01-13,J2305,SHORT,2904.5,2840.0,20,0.022206903,0.021206902
2023-04-13,2023-05-16,J2309,SHORT,2322.5,2197.0,20,0.054036617,0.05303662
2023-08-15,2023-09-12,J2401,LONG,2111.5,2431.5,20,0.15155101,0.150551
2023-12-15,2024-01-15,J2405,SHORT,2528.5,2402.0,20,0.050029635,0.049029637
2024-04-15,2024-05-16,J2409,LONG,2258.5,2232.5,20,-0.011512041,-0.012512041
2024-08-21,2024-09-20,J2501,LONG,1969.5,1882.5,20,-0.044173658,-0.045173656
2025-04-18,2025-05-21,J2509,LONG,1552.5,1417.5,20,-0.0869565,-0.0879565
2025-08-07,2025-09-04,J2601,SHORT,1744.0,1581.5,20,0.0931766,0.0921766
2026-04-21,2026-05-22,J2609,LONG,1838.0,1731.0,20,-0.05821544,-0.059215438
