,0
2022-01-04,-0.003902404528562649
2022-01-05,0.002753926580826249
2022-01-06,-0.002189312188654205
2022-01-07,0.003716019024698889
2022-01-10,-5.368982241526997e-05
2022-01-11,0.0011753384009789106
2022-01-12,0.007593035870820461
2022-01-13,-0.001696296626313933
2022-01-14,0.006175713811059824
2022-01-17,-0.007130770471196581
2022-01-18,0.005058772202675576
2022-01-19,0.0029470092911623234
2022-01-20,0.005633850226508523
2022-01-21,-0.0009634394314079068
2022-01-24,-0.004827460020270643
2022-01-25,-0.00016586811141404992
2022-01-26,0.0013447291630155917
2022-01-27,0.005136233185800417
2022-01-28,0.007026605344656473
2022-02-07,0.007453570505855633
2022-02-08,0.001641951929882747
2022-02-09,-0.00858405458238489
2022-02-10,0.005935298790316971
2022-02-11,-0.005084691820725752
2022-02-14,-0.0022886332007385516
2022-02-15,0.0002608407253115882
2022-02-16,-0.0011514174093460643
2022-02-17,0.004086220273614795
2022-02-18,-0.000135406065921175
2022-02-21,-0.002277458348273109
2022-02-22,0.0019163198545284618
2022-02-23,-0.0013519106427154625
2022-02-24,0.005087887898679183
2022-02-25,-0.0050809300911572675
2022-02-28,-0.002415841664228787
2022-03-01,0.002056157778664015
2022-03-02,0.00424812759767428
2022-03-03,0.009281016176891763
2022-03-04,-0.005312438753796331
2022-03-07,0.02395336449686859
2022-03-08,-0.0090649400449466
2022-03-09,0.003322264238292269
2022-03-10,-0.017281057740783107
2022-03-11,0.00286513352504378
2022-03-14,-0.0023066487378298113
2022-03-15,-0.0044740638214866195
2022-03-16,-0.004770198818056755
2022-03-17,-0.00047577453416918977
2022-03-18,-0.0007869984361792593
2022-03-21,6.840624582379641e-05
2022-03-22,-0.0008507161109865442
2022-03-23,-0.0017860725993697002
2022-03-24,-0.0004546941254206211
2022-03-25,0.0009132070951464561
2022-03-28,-0.001422352756967289
2022-03-29,0.000582878859384184
2022-03-30,-0.0006222278458368433
2022-03-31,0.000492368936269687
2022-04-01,0.003784977190986797
2022-04-06,-0.0021961968502991086
2022-04-07,0.0015901801344512685
2022-04-08,-0.0008408668173037994
2022-04-11,-0.00018458252384613447
2022-04-12,0.0008635505009317603
2022-04-13,-0.0005891328169246527
2022-04-14,0.0003341484420665633
2022-04-15,0.0012819514425875358
2022-04-18,-0.0006504421456869789
2022-04-19,-0.001774387755222434
2022-04-20,-0.003119055102764172
2022-04-21,0.0009627980429972342
2022-04-22,-0.0004281129799305764
2022-04-25,0.006418795329411241
2022-04-26,-0.0029359573095976577
2022-04-27,-0.0012056484583531815
2022-04-28,0.000739395988752597
2022-04-29,0.0004446281150085592
2022-05-05,-0.0010276849843453642
2022-05-06,-0.0007570685938710889
2022-05-09,0.00208361862474599
2022-05-10,-0.0016607374393663966
2022-05-11,-0.0035421097879010177
2022-05-12,0.001490503952320782
2022-05-13,-0.0001755701044485004
2022-05-16,-0.0004535747196371307
2022-05-17,-0.001166765753578215
2022-05-18,0.0006835431056782881
2022-05-19,-0.004321688917421186
2022-05-20,-0.0007757982499534237
2022-05-23,-0.0006353978313588638
2022-05-24,-0.002271029242244967
2022-05-25,-0.0007038798872436974
2022-05-26,0.0029904347940966527
2022-05-27,0.0013760501181744069
2022-05-30,-0.005694559337157527
2022-05-31,0.005766113886013509
2022-06-01,0.0012860418608424413
2022-06-02,0.003486415263465936
