entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2016-05-04,2016-05-18,AU1606,SHORT,268.4,267.75,10,0.0024217367,0.0014217367
2016-11-09,2016-11-23,AU1612,SHORT,288.7,273.45,10,0.052823007,0.05182301
2017-05-03,2017-05-17,AU1706,SHORT,280.2,278.1,10,0.007494688,0.006494688
2017-11-13,2017-11-27,AU1712,SHORT,275.35,276.4,10,-0.0038132668,-0.004813267
2018-05-03,2018-05-17,AU1806,SHORT,270.4,266.3,10,0.015162766,0.014162766
2018-11-09,2018-11-23,AU1812,SHORT,274.35,275.55,10,-0.004373908,-0.005373908
2019-05-06,2019-05-20,AU1906,SHORT,282.7,286.8,10,-0.014502883,-0.015502883
2019-11-14,2019-11-28,AU1912,SHORT,332.7,330.85,10,0.005560577,0.0045605768
2020-05-08,2020-05-22,AU2006,SHORT,383.38,392.6,10,-0.024049282,-0.025049282
2020-11-24,2020-11-30,AU2012,SHORT,383.32,371.22,4,0.03156632,0.030566322
2021-05-19,2021-05-31,AU2106,SHORT,390.3,390.7,8,-0.0010249615,-0.0020249616
2021-11-24,2021-11-30,AU2112,SHORT,369.76,367.88,4,0.0050843954,0.0040843952
2021-12-29,2022-01-13,AU2202,SHORT,372.58,374.92,10,-0.0062806606,-0.007280661
2022-05-23,2022-05-31,AU2206,SHORT,397.16,397.78,6,-0.0015610456,-0.0025610458
2022-11-04,2022-11-18,AU2212,SHORT,390.8,406.82,10,-0.040992856,-0.041992854
2022-12-27,2023-01-11,AU2302,SHORT,407.96,413.7,10,-0.014070034,-0.015070034
2023-03-01,2023-03-15,AU2304,SHORT,414.04,425.66,10,-0.028064966,-0.029064966
2023-04-21,2023-05-10,AU2306,SHORT,442.5,453.54,10,-0.024949193,-0.025949193
2023-06-29,2023-07-13,AU2308,SHORT,447.5,455.34,10,-0.017519593,-0.018519593
2023-08-30,2023-09-13,AU2310,SHORT,461.48,467.32,10,-0.012654901,-0.013654901
2023-10-27,2023-11-10,AU2312,SHORT,476.98,470.68,10,0.013208151,0.012208151
2024-01-02,2024-01-16,AU2402,SHORT,483.32,482.66,10,0.0013655424,0.00036554236
2024-02-28,2024-03-13,AU2404,SHORT,481.28,504.9,10,-0.04907739,-0.05007739
2024-04-30,2024-05-17,AU2406,SHORT,549.5,562.18,10,-0.023075461,-0.024075462
2024-07-04,2024-07-18,AU2408,SHORT,558.34,579.0,10,-0.037002444,-0.038002443
2024-08-28,2024-09-11,AU2410,SHORT,575.16,576.12,10,-0.0016691685,-0.0026691686
2024-11-06,2024-11-20,AU2412,SHORT,624.06,610.6,10,0.021568477,0.020568477
2024-12-31,2025-01-15,AU2502,SHORT,617.6,634.98,10,-0.02814126,-0.02914126
2025-02-28,2025-03-14,AU2504,SHORT,672.12,694.96,10,-0.03398204,-0.034982037
2025-05-06,2025-05-20,AU2506,SHORT,794.8,752.6,10,0.053095162,0.052095164
2025-06-30,2025-07-14,AU2508,SHORT,765.46,778.98,10,-0.017662525,-0.018662525
2025-09-01,2025-09-15,AU2510,SHORT,800.56,831.6,10,-0.03877282,-0.03977282
2025-11-17,2025-11-28,AU2512,SHORT,929.46,949.66,9,-0.021733046,-0.022733046
2026-01-13,2026-01-27,AU2602,SHORT,1027.18,1144.18,10,-0.11390412,-0.11490412
2026-03-11,2026-03-25,AU2604,SHORT,1151.98,1011.04,10,0.122345865,0.12134586
2026-05-20,2026-05-29,AU2606,SHORT,983.92,985.26,7,-0.0013619661,-0.0023619663
