symbol,factor,representation,horizon,n_obs,pearson_corr,pearson_t,pearson_p,spearman_corr,spearman_t,spearman_p,spearman_first_half,spearman_second_half,temporal_consistent,horizon_consistent_5d_20d,horizon_sign_consistency_pct,horizon_consistent_sweep,mean_nw_t_stat,smoothness_index,abs_spearman_t
RB,制造业采购经理指数PMI_生产,level,H2,119,0.23749720788439313,2.644591550945187,0.009301622266497566,0.44584477090695923,3.9327135758591973,8.399229636668615e-05,0.17906697759337833,-0.047428992479067775,False,True,1.0,True,1.8667255628876451,0.02415135735595247,3.9327135758591973
I,制造业采购经理指数PMI_原材料库存,level,H2,118,-0.20224834586105844,-2.2242470443219258,0.028067454559637894,-0.35869126881915797,-3.8825246421577138,0.00010337753633282709,-0.4949153424194427,-0.16802813940353686,True,True,0.8571428571428571,False,0.6849190060612467,0.024816411892317494,3.8825246421577138
TF,CPI_翘尾因素_当月,level,H2,30,-0.5740178965523175,-3.709402315590714,0.0009106610618858034,-0.5528445136867444,-3.5582219870558927,0.0003733737040680918,-0.5701521490256695,-0.16076096427632552,True,True,1.0,True,0.7417355569586349,0.08592013889035331,3.5582219870558927
CU,PPI_通用设备制造业(全国:当期同比增长率:月),level,H2,124,-0.2570175212647787,-2.937532596277356,0.003956460866275711,-0.27467197384207104,-3.3900837153539847,0.0006987128311075619,-0.40177491071265564,-0.1852188836103476,True,True,1.0,True,2.3725536661834976,0.031248428524854644,3.3900837153539847
JD,居民鲜菜消费价格指数CPI_(上年=100)_当月,zscore,H2,116,0.3140757180702544,3.532144833275278,0.0005961219503782099,0.3155812777872239,3.288960779256733,0.001005580353010238,0.3175784795121626,0.36860561690608756,True,True,1.0,True,1.424340077431067,0.030142257266288826,3.288960779256733
NI,国内生产总值GDP_累计同比,level,H2,42,0.2517068798948497,1.6448938851836572,0.1078290105853761,0.4849336143000428,3.2436137331592407,0.001180236809842361,0.5281247155334864,0.3739433518888466,True,True,0.9523809523809523,True,0.8277303030649489,0.056514893374166555,3.2436137331592407
P,居民食品消费价格指数CPI_(上年=100)_当月,zscore,H2,109,-0.2696851954537968,-2.896982788186486,0.004569985570925126,-0.43300999214737684,-3.2129529902655682,0.0013137779111180858,-0.5059271964932341,-0.39315283471104845,True,True,1.0,True,0.9304285012326021,0.0281111918241269,3.2129529902655682
Y,居民食品消费价格指数CPI_(上年=100)_当月,zscore,H2,109,-0.2539307277392168,-2.7156937761241897,0.007713237556806115,-0.4369103882865351,-3.1539372340568046,0.0016108372664718207,-0.48343815513626825,-0.39971139971139974,True,True,1.0,True,1.147086382688101,0.02673032532156087,3.1539372340568046
AL,PPIRM_燃料及动力类(全国:当期同比增长率:月),level,H2,124,-0.20409063459445545,-2.302722447793808,0.02298844533404459,-0.2876799416790114,-2.9623338430070376,0.0030531654721481782,-0.42822966520755384,-0.1625555598686793,True,True,1.0,True,2.0247877956944444,0.029398083660631888,2.9623338430070376
MA,PMI_生产经营活动预期_全国_当期值_月,zscore,H2,83,0.31739249758078514,3.0122848997585847,0.003458654078452115,0.3950715755006087,2.669294986533425,0.007601066052494776,0.4573170731707317,0.2041163601004781,True,True,1.0,True,0.6507836708939978,0.03880604763761835,2.669294986533425
M,居民粮食消费价格指数CPI_(上年=100)_当月,level,H2,126,0.09227899026342534,1.03197860228746,0.304090735767546,0.26287682881245616,2.5506017063463102,0.010753714224810418,0.25113711387414056,0.1771402166856718,True,False,0.8571428571428571,False,0.41082991943451336,0.021751025522788923,2.5506017063463102
TA,制造业采购经理指数PMI_原材料库存,zscore,H2,105,0.22792076184259022,2.3756715234532697,0.01936636585930687,0.24474975313619712,2.5444608049946957,0.01094465939781375,0.4361486415370992,0.06136107079503305,True,False,0.9523809523809523,True,0.5743610563703903,0.02499773654443262,2.5444608049946957
SC,PPI_煤炭开采和洗选业(全国:当期同比增长率:月),zscore,H2,84,0.2545812312120433,2.3838765077424484,0.019441255320848602,0.2590260200465728,2.1397149497656702,0.03237781013705554,0.3997244955838263,-0.05437160683899198,False,False,0.7619047619047619,False,0.9939911702351193,0.0395904940166204,2.1397149497656702
