entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2016-03-02,2016-04-07,SR1605,LONG,5364.0,5468.0,25,0.019388556,0.018388556
2016-07-22,2016-08-26,SR1609,SHORT,5815.0,5795.0,25,0.0034393668,0.0024393667
2016-12-08,2016-12-30,SR1701,LONG,7049.0,7086.0,16,0.0052490234,0.0042490233
2017-03-31,2017-04-28,SR1705,SHORT,6500.0,6456.0,18,0.00676924,0.0057692397
2017-07-18,2017-08-22,SR1709,LONG,6283.0,6346.0,25,0.010027051,0.009027051
2017-12-14,2017-12-29,SR1801,SHORT,6250.0,6227.0,11,0.0036799908,0.0026799906
2018-03-30,2018-04-27,SR1805,SHORT,5659.0,5305.0,18,0.062555194,0.061555196
2018-07-31,2018-08-31,SR1809,LONG,4979.0,4629.0,23,-0.070295215,-0.07129522
2018-11-13,2018-12-18,SR1901,SHORT,4997.0,5011.0,25,-0.0028016567,-0.003801657
2019-03-20,2019-04-25,SR1905,LONG,5130.0,5240.0,25,0.021442533,0.020442532
2019-07-29,2019-08-30,SR1909,SHORT,5364.0,5482.0,24,-0.021998525,-0.022998525
2019-12-04,2019-12-31,SR2001,SHORT,5540.0,5606.0,19,-0.0119133,-0.0129133
2020-03-18,2020-04-23,SR2005,SHORT,5468.0,5338.0,25,0.023774683,0.022774683
2020-08-05,2020-08-31,SR2009,LONG,5082.0,5177.0,18,0.018693447,0.017693447
2020-11-30,2020-12-31,SR2101,LONG,5117.0,5111.0,23,-0.0011725426,-0.0021725427
2021-03-17,2021-04-22,SR2105,SHORT,5374.0,5405.0,25,-0.0057685375,-0.0067685377
2021-08-11,2021-08-31,SR2109,LONG,5652.0,5555.0,14,-0.017162085,-0.018162085
2021-12-06,2021-12-31,SR2201,SHORT,5822.0,5696.0,19,0.02164203,0.02064203
2022-04-07,2022-04-29,SR2205,LONG,5863.0,5790.0,16,-0.012450993,-0.013450993
2022-08-11,2022-08-31,SR2209,SHORT,5661.0,5483.0,14,0.03144318,0.030443178
2022-11-22,2022-12-27,SR2301,LONG,5636.0,5875.0,25,0.042405963,0.041405965
2023-01-31,2023-02-28,SR2303,LONG,5864.0,5937.0,20,0.012448788,0.0114487875
2023-03-21,2023-04-26,SR2305,LONG,6158.0,6871.0,25,0.11578429,0.114784285
2023-05-12,2023-06-16,SR2307,SHORT,6792.0,6989.0,25,-0.029004693,-0.030004693
2023-07-31,2023-08-31,SR2309,LONG,6714.0,7299.0,23,0.08713138,0.08613138
2023-12-05,2023-12-29,SR2401,SHORT,6574.0,6369.0,18,0.031183422,0.030183421
2024-04-08,2024-04-30,SR2405,LONG,6604.0,6475.0,16,-0.019533634,-0.020533634
2024-08-13,2024-08-30,SR2409,SHORT,6023.0,5710.0,13,0.051967442,0.050967444
2024-12-04,2024-12-31,SR2501,SHORT,6034.0,6026.0,19,0.0013258457,0.00032584567
2025-04-09,2025-04-30,SR2505,SHORT,6006.0,6050.0,15,-0.007326007,-0.008326007
2025-08-05,2025-08-29,SR2509,LONG,5697.0,5591.0,18,-0.018606305,-0.019606305
2025-12-10,2025-12-31,SR2601,LONG,5328.0,5264.0,15,-0.012012005,-0.013012005
2026-04-01,2026-04-30,SR2605,LONG,5356.0,5313.0,20,-0.008028388,-0.009028388
