entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2018-08-09,2018-09-06,SC1812,LONG,513.2,520.0,20,0.0132501125,0.012250112
2018-11-19,2018-12-17,SC1903,LONG,481.9,426.9,20,-0.11413157,-0.11513157
2018-12-18,2019-01-17,SC1903,LONG,415.8,425.2,20,0.022607088,0.021607088
2019-02-18,2019-03-18,SC1905,LONG,464.4,451.2,20,-0.028423727,-0.029423727
2019-03-18,2019-04-16,SC1906,LONG,453.8,469.4,20,0.034376383,0.033376385
2019-04-17,2019-05-20,SC1907,LONG,474.6,518.3,20,0.09207749,0.09107749
2019-05-21,2019-06-19,SC1908,LONG,505.8,424.8,20,-0.16014236,-0.16114236
2019-06-18,2019-07-16,SC1909,LONG,415.7,454.9,20,0.09429872,0.09329872
2019-07-17,2019-08-14,SC1910,LONG,441.4,429.1,20,-0.027865827,-0.028865827
2019-08-15,2019-09-12,SC1912,LONG,418.2,432.6,20,0.034433246,0.033433247
2019-09-10,2019-10-16,SC1912,LONG,444.8,453.1,20,0.018660069,0.017660068
2019-10-14,2019-11-11,SC2001,LONG,459.0,450.6,20,-0.018300653,-0.019300653
2019-11-18,2019-12-16,SC2002,LONG,452.0,470.9,20,0.04181409,0.04081409
2019-12-10,2020-01-08,SC2003,LONG,463.8,508.1,20,0.09551537,0.09451537
2020-01-03,2020-02-10,SC2004,LONG,495.5,399.9,20,-0.19293642,-0.19393642
2020-02-05,2020-03-04,SC2005,LONG,400.1,375.1,20,-0.062484384,-0.063484386
2020-02-28,2020-03-27,SC2006,LONG,361.8,255.6,20,-0.2935323,-0.2945323
2020-03-19,2020-04-17,SC2007,LONG,243.1,265.9,20,0.093788505,0.0927885
2020-04-30,2020-06-02,SC2009,SHORT,285.6,305.9,20,-0.07107842,-0.07207842
2020-06-10,2020-07-10,SC2009,SHORT,313.0,304.8,20,0.026198149,0.025198149
2020-06-17,2020-07-17,SC2009,SHORT,308.0,300.7,20,0.02370125,0.02270125
2020-07-21,2020-08-18,SC2010,SHORT,308.8,284.1,20,0.07998699,0.07898699
2020-09-10,2020-10-16,SC2012,SHORT,276.5,271.4,20,0.018444896,0.017444896
2020-09-30,2020-11-05,SC2101,SHORT,276.7,243.2,20,0.12106979,0.12006979
2020-11-03,2020-12-01,SC2102,LONG,250.6,299.7,20,0.19592977,0.19492976
2020-12-07,2021-01-05,SC2103,LONG,315.7,316.9,20,0.0038009882,0.002800988
2021-01-07,2021-02-04,SC2104,LONG,344.1,362.9,20,0.054635286,0.053635288
2021-02-05,2021-03-12,SC2105,LONG,367.0,423.4,20,0.15367842,0.15267842
2021-03-04,2021-04-01,SC2106,LONG,409.7,397.4,20,-0.030022025,-0.031022025
2021-04-14,2021-05-17,SC2107,LONG,401.1,426.7,20,0.063824534,0.06282453
2021-05-12,2021-06-09,SC2108,LONG,428.9,449.6,20,0.048263073,0.047263075
2021-06-16,2021-07-14,SC2109,LONG,459.4,466.8,20,0.016107917,0.015107917
2021-07-15,2021-08-12,SC2110,LONG,444.7,432.0,20,-0.028558612,-0.029558612
2021-08-12,2021-09-09,SC2111,LONG,431.8,451.4,20,0.04539144,0.044391442
2021-09-08,2021-10-15,SC2112,LONG,444.6,534.5,20,0.20220423,0.20120423
2021-10-13,2021-11-10,SC2201,LONG,523.5,533.4,20,0.018911242,0.017911242
2021-11-16,2021-12-14,SC2202,LONG,513.3,469.0,20,-0.08630431,-0.08730431
2021-12-09,2022-01-07,SC2203,LONG,473.5,517.4,20,0.09271383,0.09171383
2022-01-10,2022-02-14,SC2204,LONG,505.6,576.8,20,0.14082277,0.13982277
2022-02-09,2022-03-09,SC2205,LONG,547.5,792.4,20,0.44730604,0.44630605
2022-03-21,2022-04-20,SC2206,LONG,664.4,676.6,20,0.018362403,0.017362403
2022-04-18,2022-05-19,SC2207,LONG,693.7,694.4,20,0.0010091066,9.106589e-06
2022-05-13,2022-06-13,SC2208,LONG,694.0,749.5,20,0.079971194,0.07897119
2022-06-17,2022-07-15,SC2209,LONG,732.2,614.2,20,-0.16115814,-0.16215815
2022-07-13,2022-08-10,SC2210,LONG,629.7,649.9,20,0.032078743,0.031078743
2022-08-11,2022-09-08,SC2211,LONG,649.5,621.5,20,-0.043110073,-0.04411007
2022-09-09,2022-10-17,SC2212,LONG,612.7,671.0,20,0.09515262,0.094152614
2022-10-12,2022-11-09,SC2301,LONG,665.7,682.1,20,0.024635673,0.023635672
2022-11-15,2022-12-13,SC2302,LONG,643.2,527.4,20,-0.18003732,-0.18103732
2022-12-12,2023-01-10,SC2303,LONG,512.1,522.1,20,0.019527435,0.018527435
2023-01-04,2023-02-08,SC2304,LONG,544.5,545.1,20,0.0011018515,0.000101851416
2023-02-07,2023-03-07,SC2305,LONG,534.7,582.0,20,0.0884608,0.0874608
2023-03-15,2023-04-13,SC2306,LONG,527.7,595.4,20,0.12829256,0.12729256
2023-04-14,2023-05-17,SC2307,LONG,586.2,501.6,20,-0.14431936,-0.14531936
2023-05-16,2023-06-13,SC2308,LONG,507.2,509.9,20,0.005323291,0.0043232907
2023-06-16,2023-07-18,SC2309,LONG,530.9,573.6,20,0.080429316,0.07942931
2023-07-13,2023-08-10,SC2310,LONG,577.6,634.9,20,0.099203706,0.098203704
2023-08-16,2023-09-13,SC2311,LONG,625.4,696.2,20,0.11320758,0.11220758
2023-09-15,2023-10-23,SC2312,LONG,693.3,685.6,20,-0.011106312,-0.012106312
2023-10-17,2023-11-14,SC2401,LONG,660.3,606.8,20,-0.08102375,-0.082023755
2023-11-15,2023-12-13,SC2402,LONG,606.1,523.2,20,-0.13677603,-0.13777603
2023-12-14,2024-01-12,SC2403,LONG,534.3,570.4,20,0.06756508,0.06656508
2024-01-16,2024-02-21,SC2404,LONG,560.3,595.6,20,0.06300199,0.062001992
2024-02-19,2024-03-18,SC2405,LONG,595.4,627.0,20,0.053073525,0.052073527
2024-03-18,2024-04-17,SC2406,LONG,621.6,661.6,20,0.06435001,0.06335001
2024-04-15,2024-05-16,SC2407,LONG,655.5,611.6,20,-0.06697184,-0.06797184
2024-05-14,2024-06-12,SC2408,LONG,613.1,602.5,20,-0.017289162,-0.018289162
2024-06-18,2024-07-16,SC2409,LONG,605.2,612.3,20,0.011731625,0.010731624
2024-07-18,2024-08-15,SC2410,LONG,613.7,565.3,20,-0.078865945,-0.07986595
2024-08-16,2024-09-13,SC2411,LONG,568.8,513.6,20,-0.097046435,-0.09804644
2024-09-10,2024-10-17,SC2412,LONG,504.2,531.0,20,0.053153515,0.052153517
2024-10-15,2024-11-12,SC2501,LONG,534.5,519.7,20,-0.027689397,-0.028689397
2024-11-15,2024-12-13,SC2502,LONG,515.9,541.7,20,0.05000961,0.04900961
2024-12-13,2025-01-13,SC2503,LONG,539.0,614.9,20,0.14081633,0.13981633
2025-01-14,2025-02-19,SC2504,LONG,600.1,565.4,20,-0.0578236,-0.058823597
2025-02-14,2025-03-14,SC2505,LONG,560.8,519.2,20,-0.07417971,-0.07517971
2025-03-14,2025-04-14,SC2506,LONG,514.8,474.0,20,-0.07925403,-0.08025403
2025-04-14,2025-05-15,SC2507,LONG,470.3,460.7,20,-0.020412445,-0.021412445
2025-05-09,2025-06-09,SC2508,LONG,459.4,470.3,20,0.023726583,0.022726582
2025-06-16,2025-07-14,SC2509,LONG,524.6,513.0,20,-0.022112012,-0.023112012
2025-07-14,2025-08-11,SC2510,LONG,506.5,487.1,20,-0.038302064,-0.039302062
2025-08-14,2025-09-11,SC2511,LONG,483.5,490.8,20,0.015098214,0.014098214
2025-09-15,2025-10-21,SC2512,LONG,487.7,437.7,20,-0.102522016,-0.10352202
2025-10-14,2025-11-11,SC2601,LONG,449.8,461.3,20,0.025566936,0.024566935
2025-11-12,2025-12-10,SC2602,LONG,469.4,444.5,20,-0.053046405,-0.054046404
2025-12-16,2026-01-15,SC2603,LONG,431.3,446.6,20,0.03547418,0.034474183
2026-01-13,2026-02-10,SC2604,LONG,445.4,476.1,20,0.06892681,0.06792681
2026-02-05,2026-03-13,SC2605,LONG,468.5,753.6,20,0.6085378,0.6075378
2026-03-16,2026-04-14,SC2606,LONG,750.0,645.6,20,-0.13920003,-0.14020003
2026-04-16,2026-05-19,SC2607,LONG,626.5,681.1,20,0.08715081,0.08615081
2026-05-15,2026-06-05,SC2608,LONG,654.9,596.8,15,-0.08871591,-0.08971591
