symbol,factor,representation,horizon,n_obs,pearson_corr,pearson_t,pearson_p,spearman_corr,spearman_t,spearman_p,abs_spearman_t
AG,PPI_电气机械及器材制造业(全国:当期同比增长率:月),diff,5,1257,-0.14279915051157777,-5.111180709123094,3.698274881498772e-07,-0.21103098356586114,-7.648221984705636,4.0374265605196566e-14,7.648221984705636
AG,PPI_电气机械及器材制造业(全国:当期同比增长率:月),zscore,5,388,-0.11603669246928922,-2.2952639608155385,0.02225365300831568,-0.2560016377826517,-5.203017701779178,3.1908886125079495e-07,5.203017701779178
AG,社会融资规模_当月值,zscore,5,339,-0.2213550408843972,-4.166905623474891,3.9285416190079884e-05,-0.27039373834462366,-5.155824573561932,4.314048384309037e-07,5.155824573561932
AL,制造业采购经理指数PMI_新订单,zscore,5,1034,-0.08445772734005437,-2.722912746525439,0.006580038991387275,-0.11391925416452188,-3.6836085842779216,0.0002418895060168468,3.6836085842779216
AL,PPI_电气机械及器材制造业(全国:当期同比增长率:月),level,5,1292,-0.11064682852263473,-3.9986068525381326,6.733036926535964e-05,-0.0933737813393505,-3.368381992971429,0.0007784104683791392,3.368381992971429
AL,制造业采购经理指数PMI_原材料库存,diff,5,1270,0.06341131013281046,2.2625660225523747,0.02383106286209181,0.09083330859043628,3.247908657428769,0.0011930131814033606,3.247908657428769
AU,社会融资规模_当月值,zscore,5,339,-0.20646473883561003,-3.8736502873453404,0.00012881678899297235,-0.21453631460438813,-4.032250073013562,6.836584241194169e-05,4.032250073013562
AU,PPI_全部工业品(全国:当期同比增长率:月),level,5,1299,-0.10249672439421045,-3.7108491430016524,0.00021530819761665358,-0.10136149656282488,-3.6693196452382852,0.000253057714121604,3.6693196452382852
AU,社会融资规模_当月值,diff,5,569,-0.10356881181995457,-2.479489852485494,0.013446523727010336,-0.14797058006560812,-3.562658797990616,0.0003980094878673548,3.562658797990616
C,PMI_生产经营活动预期_全国_当期值_月,diff,5,1265,-0.06305736013860096,-2.245445968622554,0.024911910937989338,-0.09306190318397448,-3.321715274893587,0.0009202444708014695,3.321715274893587
C,制造业采购经理指数PMI_进口,diff,5,1270,-0.061975650573945947,-2.2111407351954915,0.027203978938515,-0.07702512974301173,-2.7509595756938032,0.006026667696990599,2.7509595756938032
C,制造业采购经理指数PMI_新订单,level,5,1285,-0.008942386256549927,-0.3203200459856922,0.748777887818139,-0.05726448372301103,-2.054527324989025,0.04012686062575561,2.054527324989025
CF,PMI_生产经营活动预期_全国_当期值_月,diff,5,1265,-0.13760805368649123,-4.937383399547418,8.976945699349399e-07,-0.15917856334293995,-5.730060371187406,1.2540478061951884e-08,5.730060371187406
CF,制造业采购经理指数PMI_新订单,zscore,5,1034,-0.06850307530307742,-2.2058263298707534,0.02761593634926968,-0.13366714792113918,-4.332906900620903,1.6152881069306862e-05,4.332906900620903
CF,制造业采购经理指数PMI_原材料库存,zscore,5,1034,-0.08191674298449983,-2.6404294655256835,0.008405103499317008,-0.11900031301991193,-3.850214908797553,0.00012527510082712936,3.850214908797553
CU,PPI_电气机械及器材制造业(全国:当期同比增长率:月),diff,5,1257,-0.05638861322947319,-2.000805326240833,0.045628436800172756,-0.09438946526201913,-3.358835261056844,0.0008062031627361436,3.358835261056844
CU,PMI_生产经营活动预期_全国_当期值_月,level,5,1292,0.004601488272920171,0.16527142533491246,0.8687562438769091,-0.07124896370300733,-2.5655385459455777,0.010413764879748707,2.5655385459455777
CU,制造业采购经理指数PMI_进口,level,5,1285,0.08046903043492533,2.8916968027152348,0.0038962759974238877,0.06623454496907523,2.3776756445886034,0.0175679728280134,2.3776756445886034
I,制造业采购经理指数PMI_进口,diff,5,1270,0.05979086132628716,2.1329079713986885,0.03312387411121562,0.09890074767753809,3.539106668833805,0.0004160029814796105,3.539106668833805
I,非制造业PMI_建筑业_全国_当期值_月,diff,5,1265,-0.02571103188236691,-0.9140391049728691,0.36087075505555827,-0.08153341867066759,-2.907272073680427,0.00370964356202231,2.907272073680427
I,PPI_全部工业品(全国:当期同比增长率:月),zscore,5,1048,-0.05676061244834632,-1.8387117118611191,0.06624096065147249,-0.08483917409190991,-2.753790413889496,0.005993034335271955,2.753790413889496
J,制造业采购经理指数PMI_原材料库存,diff,5,1270,0.06334683344360799,2.260256169210656,0.023974384543541283,0.10968547014724293,3.9294977782997274,8.971660840280716e-05,3.9294977782997274
J,制造业采购经理指数PMI_原材料库存,zscore,5,1034,0.08069335356094431,2.600735424516978,0.009435435220974687,0.1031062411914942,3.330010718920088,0.000899164647414915,3.330010718920088
J,非制造业PMI_建筑业_全国_当期值_月,diff,5,1265,-0.07210328772853034,-2.569144971581263,0.010308954057657947,-0.09020614712006374,-3.218933440297336,0.001319404704933977,3.218933440297336
