symbol,factor,representation,horizon,n_obs,pearson_corr,pearson_t,pearson_p,spearman_corr,spearman_t,spearman_p,abs_spearman_t
AG,PPI_电气机械及器材制造业(全国:当期同比增长率:月),diff,40,1222,-0.5585470693684674,-23.520011472144994,3.543811658803227e-101,-0.3873724204007417,-14.676206437526801,4.968312390586935e-45,14.676206437526801
AL,PPI_电气机械及器材制造业(全国:当期同比增长率:月),zscore,40,353,-0.395388453614941,-8.064765798933845,1.1712722677267686e-14,-0.6259367365363224,-15.036946287873173,8.53305489929703e-40,15.036946287873173
AU,PPI_全部工业品(全国:当期同比增长率:月),level,40,1264,-0.2903882299280782,-10.780479677643466,5.538479241623784e-26,-0.27074047518245503,-9.991101652523767,1.129855547819004e-22,9.991101652523767
C,制造业采购经理指数PMI_进口,zscore,40,999,0.2605930715407521,8.522779021418833,5.698673494653094e-17,0.26458936160879976,8.66323791846615,1.825211175235645e-17,8.66323791846615
CF,制造业采购经理指数PMI_进口,level,40,1250,0.3677034679268283,13.9684637324787,2.6278963055486457e-41,0.26871951791951887,9.855568997603125,4.061103977307577e-22,9.855568997603125
CU,PPI_电气机械及器材制造业(全国:当期同比增长率:月),level,40,1257,-0.27113540673740155,-9.979039980564652,1.2774979786404584e-22,-0.2291027886596226,-8.337961761027968,1.9649855740704645e-16,8.337961761027968
I,PPI_全部工业品(全国:当期同比增长率:月),zscore,40,1013,-0.216086634397159,-7.036994164113308,3.6186740303869797e-12,-0.2512670795916783,-8.254156449911385,4.741041658718037e-16,8.254156449911385
J,社会融资规模_当月值,zscore,40,304,-0.32567303248506907,-5.985932215406604,6.093093590049302e-09,-0.4843284155853031,-9.620370994508818,2.762340112332477e-19,9.620370994508818
JD,PPI_食品制造业(全国:当期同比增长率:月),zscore,40,1013,-0.3695178888792727,-12.644183989265626,3.969293469265766e-34,-0.3728092260258762,-12.77489396367291,9.393626213471837e-35,12.77489396367291
M,PPI_食品制造业(全国:当期同比增长率:月),level,40,1264,0.30118600608302515,11.220545686150297,6.448040239702079e-28,0.22190610339455177,8.08470175610074,1.4481972030584789e-15,8.08470175610074
MA,制造业采购经理指数PMI_原材料库存,zscore,40,999,-0.13953253747818203,-4.449308096114263,9.584185669899211e-06,-0.25488375243158873,-8.32292472001312,2.802969985013567e-16,8.32292472001312
NI,PMI_生产经营活动预期_全国_当期值_月,zscore,40,1006,-0.10386356901620528,-3.3089128701335118,0.0009698714265399316,-0.2259274868841265,-7.348737144552879,4.140163130655784e-13,7.348737144552879
P,PPI_食品制造业(全国:当期同比增长率:月),diff,40,1242,0.3792504350979503,14.433018010408706,9.142849412255776e-44,0.32418167029906764,12.067311647216101,8.780087668174641e-32,12.067311647216101
RB,社会融资规模_当月值,zscore,40,304,-0.30790632670117357,-5.624077857335556,4.250268433772318e-08,-0.3508974856477338,-6.512022394362991,3.0906111334061776e-10,6.512022394362991
RU,PMI_生产经营活动预期_全国_当期值_月,level,40,1257,-0.17525803250680333,-6.30629283483174,3.9515433449037046e-10,-0.21333048989024594,-7.735512263764429,2.1041843996600707e-14,7.735512263764429
SA,非制造业PMI_建筑业_新订单_全国_当期值_月,level,40,1257,0.2212600091428837,8.037564702003191,2.09914833488089e-15,0.32551827058357946,12.196052307986085,2.0555160343393321e-32,12.196052307986085
SC,制造业采购经理指数PMI_进口,zscore,40,999,-0.18904038543842877,-6.078609674607243,1.723943273319319e-09,-0.25690498292666086,-8.393569842867423,1.6019203113909533e-16,8.393569842867423
SN,制造业采购经理指数PMI_进口,level,40,1250,0.39012616415754525,14.968051216166728,1.0380527550989746e-46,0.35521842816535426,13.424305387211387,1.7707272884332817e-38,13.424305387211387
SR,PPI_食品制造业(全国:当期同比增长率:月),zscore,40,1013,-0.4010449809839756,-13.920201432926264,1.9877115259512437e-40,-0.3735543672091288,-12.804563431144471,6.762845772733099e-35,12.804563431144471
TA,PMI_生产经营活动预期_全国_当期值_月,zscore,40,1006,0.2598225955253227,8.52552564334823,5.526056343029675e-17,0.19468270840981722,6.28904112751627,4.759224110293306e-10,6.28904112751627
TF,PMI_生产经营活动预期_全国_当期值_月,level,40,1257,0.2648680031015239,9.730745049266055,1.2666210329219767e-21,0.3253067506524538,12.18718913672408,2.265468200406229e-32,12.18718913672408
V,非制造业PMI_建筑业_新订单_全国_当期值_月,level,40,1257,0.22329987481972494,8.115535639415073,1.1434026806974115e-15,0.2878466532038359,10.647906049366135,2.0857713319612795e-25,10.647906049366135
Y,PPI_食品制造业(全国:当期同比增长率:月),diff,40,1242,0.3839969594201117,14.644671428808575,6.515834370757494e-45,0.2929193639558359,10.787945235612737,5.367628202350034e-26,10.787945235612737
