symbol,factor,representation,horizon,n_obs,pearson_corr,pearson_t,pearson_p,spearman_corr,spearman_t,spearman_p
C,居民粮食消费价格指数CPI_(上年=100)_当月,zscore,H2,2197,0.12321500196665709,5.817050682781377,6.866480979062904e-09,0.10584788022330618,4.987076464989274,6.610524464339156e-07
C,居民粮食消费价格指数CPI_(上年=100)_当月,zscore,H3,2160,0.16445274569836693,7.7449818828112305,1.459122959410568e-14,0.18594855788041859,8.791433271019164,2.954117146916541e-18
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),level,5d,2520,0.008824855089187622,0.4428456425666809,0.6579165458679199,0.038514339117863686,1.934072092451971,0.0532161881890506
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),level,20d,2505,0.021383648738265038,1.070068359375,0.28469181060791016,0.0646096595440166,3.2391886038311526,0.0012143897445597036
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),level,H1,2467,0.021353154460469714,1.060399552598114,0.28906675293391904,0.008450292613985586,0.41956158375219926,0.6748423191619833
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),level,H2,2448,-0.0014888253402648543,-0.07363299399234756,0.9413084376499362,-0.031240563341201684,-1.5458206916504666,0.1222772410516595
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),level,H3,2411,0.002946950477465618,0.14464156879800794,0.8850059745422519,0.008648850890744538,0.4245150128711037,0.67122816749983
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),diff,5d,2496,-0.010516345500946045,-0.5252149701118469,0.5994783639907837,-0.003792239415686627,-0.18938566152475067,0.8498059723185313
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),diff,20d,2481,-0.011726177297532558,-0.5838813185691833,0.5593544840812683,0.01222080444887659,0.6085138832610113,0.5429024514235873
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),diff,H1,2443,-0.048071314033299624,-2.3777832266259633,0.017493649205605526,-0.04151832937922204,-2.0530446516621406,0.04017461211107833
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),diff,H2,2424,-0.06644429340241619,-3.2772196513204266,0.0010631559360741102,-0.06164643320607703,-3.0396376570282273,0.0023939657176836613
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),diff,H3,2387,-0.06246473271881775,-3.0565254014934444,0.0022640096357206224,-0.0492082689800983,-2.4060726100909204,0.016200701681252448
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),zscore,5d,2086,0.08277036516259983,3.7915475696826655,0.00015396874000237878,0.08221507274881647,3.7659370223406112,0.00017052382545269522
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),zscore,20d,2071,0.18747717580381157,8.68156912921254,7.766417876556894e-18,0.1842327598395643,8.526002141991459,2.8761447451914856e-17
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),zscore,H1,2035,0.12686068134779682,5.766586930110786,9.328474629721154e-09,0.09385654491862998,4.250642578954495,2.2280153834958423e-05
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),zscore,H2,2014,0.10674550704969883,4.815618833021121,1.576919529993922e-06,0.04393728208195384,1.972726057492779,0.04866349210270584
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),zscore,H3,1977,0.1457566498581342,6.5474913156666705,7.43792473130131e-11,0.11547871980459132,5.166551026006849,2.624806303116714e-07
C,PPI_农副食品加工业(全国:当期同比增长率:月),level,5d,2520,0.05798610672354698,2.914628267288208,0.0035925242118537426,0.05446348752264217,2.7370226117811454,0.006243360619417559
C,PPI_农副食品加工业(全国:当期同比增长率:月),level,20d,2505,0.13280460238456726,6.703591823577881,2.5040717763213927e-11,0.11599635893407084,5.842737382631208,5.801527248805947e-09
C,PPI_农副食品加工业(全国:当期同比增长率:月),level,H1,2467,0.1798011706391254,9.07479854756944,2.2688037970796837e-19,0.22589652416065464,11.513081917698752,6.500969377342042e-30
C,PPI_农副食品加工业(全国:当期同比增长率:月),level,H2,2448,0.18566968441926962,9.345166990269716,1.9991893026516907e-20,0.2210777398573804,11.211262664449697,1.7543341779163018e-28
C,PPI_农副食品加工业(全国:当期同比增长率:月),level,H3,2411,0.2088334700217388,10.480966035725903,3.6427211844397562e-25,0.2640066120568817,13.434502073323696,9.856091721464251e-40
C,PPI_农副食品加工业(全国:当期同比增长率:月),diff,5d,2496,-0.04863468185067177,-2.431691884994507,0.015098526142537594,-0.03743819441072308,-1.870973734855025,0.06146573058519956
C,PPI_农副食品加工业(全国:当期同比增长率:月),diff,20d,2481,-0.06707923859357834,-3.3473851680755615,0.0008279666653834283,-0.019490938895151716,-0.9706296027984833,0.3318274507088087
C,PPI_农副食品加工业(全国:当期同比增长率:月),diff,H1,2443,0.12842502526363395,6.398008593022342,1.880754351942444e-10,0.06929911130231614,3.432075931792126,0.0006089523158731551
C,PPI_农副食品加工业(全国:当期同比增长率:月),diff,H2,2424,0.1423641934857684,7.078383656410765,1.9024228745411166e-12,0.11656834686381898,5.7761514642170795,8.622583819157778e-09
C,PPI_农副食品加工业(全国:当期同比增长率:月),diff,H3,2387,0.131754805322156,6.491025085987834,1.03360766308734e-10,0.09215397130167664,4.519706291113272,6.4949784869336825e-06
C,PPI_农副食品加工业(全国:当期同比增长率:月),zscore,5d,2269,-0.04984950234983431,-2.376440054452885,0.01756320956173697,-0.030919422402834303,-1.4728713920006937,0.14092453811047362
C,PPI_农副食品加工业(全国:当期同比增长率:月),zscore,20d,2254,-0.06685039211595706,-3.1795140800807418,0.0014952590664301924,-0.026756458001347853,-1.2701889420571426,0.20414855265435955
C,PPI_农副食品加工业(全国:当期同比增长率:月),zscore,H1,2216,0.3689518700555218,18.678121342892297,2.051077081537288e-72,0.3372782977689877,16.857792773754603,4.374811996949065e-60
C,PPI_农副食品加工业(全国:当期同比增长率:月),zscore,H2,2197,0.3889096906244207,19.777724577408904,2.9896412927950557e-80,0.36180348164462883,18.18258257941242,6.302075392690262e-69
C,PPI_农副食品加工业(全国:当期同比增长率:月),zscore,H3,2160,0.4077399468832975,20.74395416986561,2.6309297261449647e-87,0.3758410730456815,18.840751922216025,1.982967850271156e-73
C,PPIRM_农副产品类(全国:当期同比增长率:月),level,5d,2520,0.05731561779975891,2.880815029144287,0.004000043962150812,0.05202507582244753,2.6141416351167437,0.008998496031359004
C,PPIRM_农副产品类(全国:当期同比增长率:月),level,20d,2505,0.13099363446235657,6.610572338104248,4.662563043988932e-11,0.11664559331897827,5.875889136948847,4.764588432900299e-09
C,PPIRM_农副产品类(全国:当期同比增长率:月),level,H1,2467,0.19508689622273184,9.87557337208299,1.3865091937949178e-22,0.243691856114091,12.47509018594031,1.1121372154623532e-34
C,PPIRM_农副产品类(全国:当期同比增长率:月),level,H2,2448,0.1975403427473114,9.966148381778961,5.836972956425497e-23,0.2372048136960669,12.076106989623284,1.176551434557404e-32
C,PPIRM_农副产品类(全国:当期同比增长率:月),level,H3,2411,0.21750561940354665,10.937366895803967,3.295174701011717e-27,0.28303858720075653,14.484259519895925,1.1926051746495245e-45
C,PPIRM_农副产品类(全国:当期同比增长率:月),diff,5d,2496,-0.03915049880743027,-1.9566746950149536,0.050497300922870636,-0.018548520285781096,-0.9264718234390815,0.3542904759693229
C,PPIRM_农副产品类(全国:当期同比增长率:月),diff,20d,2481,-0.02464105933904648,-1.2272400856018066,0.21984931826591492,0.015968609940347784,0.7951714064677115,0.426589926788363
C,PPIRM_农副产品类(全国:当期同比增长率:月),diff,H1,2443,0.1191845244825109,5.930761251517313,3.4428077545298777e-09,0.0860415453297266,4.266832993972957,2.0582790354824814e-05
C,PPIRM_农副产品类(全国:当期同比增长率:月),diff,H2,2424,0.14403450426633022,7.163180930183401,1.0412816312439326e-12,0.13017552801326382,6.461415314406059,1.2497459404595214e-10
C,PPIRM_农副产品类(全国:当期同比增长率:月),diff,H3,2387,0.13365894604301964,6.586528366657753,5.520285871228715e-11,0.10218641377568699,5.016683891322092,5.644474033603339e-07
C,PPIRM_农副产品类(全国:当期同比增长率:月),zscore,5d,2269,-0.05780460504925077,-2.7568617191715497,0.005882652695113884,-0.05051724020865297,-2.4083535536698752,0.016104004627149438
C,PPIRM_农副产品类(全国:当期同比增长率:月),zscore,20d,2254,-0.09714099965954225,-4.631754938456027,3.832444320690867e-06,-0.08286708567547454,-3.9460496205548097,8.188440779829348e-05
C,PPIRM_农副产品类(全国:当期同比增长率:月),zscore,H1,2216,0.30544605127989694,15.093531536640844,4.530466370978751e-49,0.2837921522736744,13.925868632234517,2.5468313610304558e-42
C,PPIRM_农副产品类(全国:当期同比增长率:月),zscore,H2,2197,0.3038501455897679,14.942095328684157,3.760311370963045e-48,0.283647449120585,13.858296778986402,6.267056070007247e-42
C,PPIRM_农副产品类(全国:当期同比增长率:月),zscore,H3,2160,0.28688351114319804,13.911739933533122,3.372383095115122e-42,0.2662246062299372,12.83030460314121,2.2842801256748693e-36
C,制造业采购经理指数PMI_购进价格,level,5d,2504,0.028904536738991737,1.4464092254638672,0.14818744361400604,0.0408238362116575,2.043711844590546,0.041086542554796934
C,制造业采购经理指数PMI_购进价格,level,20d,2489,-0.008819811046123505,-0.4398595690727234,0.6600767374038696,-0.011948647220947482,-0.59591955360648,0.551283198226244
C,制造业采购经理指数PMI_购进价格,level,H1,2451,-0.01982690583183242,-0.9813743781539012,0.326505093520343,-0.03667744748781906,-1.8162925739302436,0.06944771353879042
C,制造业采购经理指数PMI_购进价格,level,H2,2432,0.03078618574599807,1.5183256522596562,0.1290624083855789,0.03886376944188518,1.9172391263753081,0.055324689419402655
C,制造业采购经理指数PMI_购进价格,level,H3,2395,0.06200823640456203,3.039185958252538,0.002397852623017127,0.1030226989760043,5.066654860343147,4.357957230557556e-07
C,制造业采购经理指数PMI_购进价格,diff,5d,2504,0.05383909493684769,2.6969428062438965,0.007044857833534479,0.046657979220222724,2.336376426831464,0.019550195579599444
C,制造业采购经理指数PMI_购进价格,diff,20d,2489,0.047873273491859436,2.3901724815368652,0.016914507374167442,0.03782453639453318,1.887654033413716,0.05918874168164357
C,制造业采购经理指数PMI_购进价格,diff,H1,2451,0.029645981624767795,1.4677468562846379,0.14230141074277494,-0.006208314982416647,-0.30723911485674055,0.7586874978462099
C,制造业采购经理指数PMI_购进价格,diff,H2,2432,0.035852837002047104,1.768503687634415,0.07710217608365942,-0.015151643270783471,-0.7469864608604415,0.45514400207038774
C,制造业采购经理指数PMI_购进价格,diff,H3,2395,0.034689061131438985,1.6979517790824823,0.08964687525006929,0.007730964320913445,0.3781969281918224,0.7053178523749335
C,制造业采购经理指数PMI_购进价格,zscore,5d,2253,0.03671234943655297,1.7429815646448918,0.08147337973101133,0.01842147125730967,0.8741495973344205,0.38213004042868426
C,制造业采购经理指数PMI_购进价格,zscore,20d,2238,0.015968505075107664,0.7551887964385106,0.4502152469152164,-0.034259952278231955,-1.6209800816325517,0.10516290729904668
C,制造业采购经理指数PMI_购进价格,zscore,H1,2200,-0.23458747903654237,-11.313838029154274,6.934289322302061e-29,-0.26206837995734766,-12.731482136270872,7.0734774677933e-36
C,制造业采购经理指数PMI_购进价格,zscore,H2,2181,-0.16562108522432692,-7.839419111350495,7.022171272271092e-15,-0.13784471423609485,-6.496575451977539,1.0149840981932276e-10
C,制造业采购经理指数PMI_购进价格,zscore,H3,2144,-0.1322576301268295,-6.1753622686915115,7.875242717150511e-10,-0.09803034361988522,-4.558974085400194,5.430179344119035e-06
C,制造业采购经理指数PMI_原材料库存,level,5d,2504,-0.010238789953291416,-0.5121710896492004,0.608577311038971,0.01960199254284635,0.9806800140367109,0.32684537820130305
C,制造业采购经理指数PMI_原材料库存,level,20d,2489,-0.05765378847718239,-2.8799750804901123,0.004011082462966442,0.01112924172108406,0.5550477740614868,0.5789118998342494
C,制造业采购经理指数PMI_原材料库存,level,H1,2451,-0.0926657670243787,-4.6056019528853795,4.3231978426482055e-06,-0.03955630926021696,-1.959071077159862,0.05021777361835918
C,制造业采购经理指数PMI_原材料库存,level,H2,2432,-0.10505926881237664,-5.20771954295796,2.0721858660800912e-07,-0.061976827002940084,-3.061034124110254,0.0022298694959331216
C,制造业采购经理指数PMI_原材料库存,level,H3,2395,-0.07717262066750441,-3.7864454912568424,0.0001565780919665635,0.031933023933133325,1.5629062853213957,0.11820686511325222
C,制造业采购经理指数PMI_原材料库存,diff,5d,2504,0.0024074504617601633,0.12042101472616196,0.9041600823402405,0.003934521459767253,0.19680627101737597,0.8439951281596869
C,制造业采购经理指数PMI_原材料库存,diff,20d,2489,-0.054644957184791565,-2.729212522506714,0.00639328733086586,-0.03631077570318507,-1.8120071665397781,0.0701056466634121
C,制造业采购经理指数PMI_原材料库存,diff,H1,2451,-0.0033248892142505697,-0.1645409393188163,0.8693188999104869,0.011088179292755988,0.5487585902131675,0.5832211555101482
C,制造业采购经理指数PMI_原材料库存,diff,H2,2432,-0.016096448016409755,-0.793577703607753,0.4275187984836673,-0.035242007414892244,-1.7383356600066364,0.08227835022307389
C,制造业采购经理指数PMI_原材料库存,diff,H3,2395,-0.0024019482600540158,-0.11749956268006481,0.9064740512727869,0.02649888231407083,1.2967356122567022,0.194847193021687
C,制造业采购经理指数PMI_原材料库存,zscore,5d,2253,0.013315514905106875,0.631806685103519,0.527577362287161,0.0320382681712793,1.520826898369444,0.12844373040515752
C,制造业采购经理指数PMI_原材料库存,zscore,20d,2238,0.020325258931085534,0.9613061309107852,0.3365022066453689,0.036857909191732784,1.7440614855946168,0.08128578416758524
C,制造业采购经理指数PMI_原材料库存,zscore,H1,2200,0.04854712983661712,2.278713812703667,0.022779611912395997,0.0903801410373184,4.254690028930885,2.1812005643417517e-05
C,制造业采购经理指数PMI_原材料库存,zscore,H2,2181,0.024250409025250084,1.1323362772959953,0.2576176710369107,0.08117683942667554,3.8018626198618826,0.00014755710042803878
C,制造业采购经理指数PMI_原材料库存,zscore,H3,2144,0.09559268508721652,4.444550025286128,9.257079404366086e-06,0.21679361317765597,10.278024436388144,3.2001733543880772e-24
C,制造业采购经理指数PMI_新订单,level,5d,2504,0.041608426719903946,2.083057165145874,0.03734719380736351,0.06124656729437293,3.069315178439338,0.002168522210549601
C,制造业采购经理指数PMI_新订单,level,20d,2489,0.02770092524588108,1.3819708824157715,0.16710515320301056,0.06166568099258275,3.081120863927622,0.002084807209482169
C,制造业采购经理指数PMI_新订单,level,H1,2451,0.15587867177332215,7.809487375699595,8.444767174825027e-15,0.27671944544772337,14.250593110569252,2.502192301986378e-44
C,制造业采购经理指数PMI_新订单,level,H2,2432,0.15250062719390994,7.606493328297223,3.9994011717876833e-14,0.30339862657718636,15.69589029506112,5.890620142433437e-53
C,制造业采购经理指数PMI_新订单,level,H3,2395,0.19059965976871862,9.497928633423,4.998381778407599e-21,0.3833167551778776,20.30192688403645,1.121809675455191e-84
C,制造业采购经理指数PMI_新订单,diff,5d,2504,0.009303922764956951,0.4654023051261902,0.6416836977005005,0.04286268126055952,2.145963343584347,0.031971834183032406
C,制造业采购经理指数PMI_新订单,diff,20d,2489,-0.05738702788949013,-2.866605520248413,0.004183909855782986,0.06272503491173574,3.1342587002509004,0.0017429783236930765
C,制造业采购经理指数PMI_新订单,diff,H1,2451,-0.0021604833324355604,-0.10691689217328071,0.9148636692732994,0.04659098525132554,2.3081719833130663,0.021072515640206235
C,制造业采购经理指数PMI_新订单,diff,H2,2432,-0.015889469421712845,-0.783370771719337,0.43348575651137067,0.020040381772922097,0.9880896609039743,0.3232071123017799
C,制造业采购经理指数PMI_新订单,diff,H3,2395,0.003915681995944796,0.1915499720668034,0.8481109841504526,0.06653670510373601,3.262091316270901,0.0011214772574588223
C,制造业采购经理指数PMI_新订单,zscore,5d,2253,0.04351011128087126,2.066281175091571,0.03891608763698114,0.05474089306425194,2.601065559479252,0.009354324697942099
C,制造业采购经理指数PMI_新订单,zscore,20d,2238,0.04821603441794635,2.282615682131072,0.022546516776000718,0.0785123619958048,3.72405959493491,0.00020089460170840006
C,制造业采购经理指数PMI_新订单,zscore,H1,2200,-0.010950522283131304,-0.5134222881140486,0.6077075600759242,0.010426865540262665,0.48886756793699765,0.6249842316343885
C,制造业采购经理指数PMI_新订单,zscore,H2,2181,-0.039202507141114416,-1.8313714277947084,0.06718158535935467,0.023437240170721862,1.09434535337462,0.2739244945789779
C,制造业采购经理指数PMI_新订单,zscore,H3,2144,-0.008915750514731032,-0.4126529008292077,0.6799022352046582,0.0639997458900649,2.968104842187519,0.0030296455843717538
C,制造业采购经理指数PMI_进口,level,5d,2504,0.03602614626288414,1.803198218345642,0.07147755473852158,0.04817616017495794,2.412572686841686,0.01591188158572418
C,制造业采购经理指数PMI_进口,level,20d,2489,0.014242725446820259,0.7103543281555176,0.4775497019290924,0.0357172413755343,1.7823500292354664,0.07481413037501512
C,制造业采购经理指数PMI_进口,level,H1,2451,0.12659483296051244,6.3156581779663234,3.1843849386352477e-10,0.21550818465155075,10.92156837280155,3.801215851454638e-27
C,制造业采购经理指数PMI_进口,level,H2,2432,0.1339244394671743,6.661822000910682,3.3337213350758047e-11,0.24213241672307653,12.301992558530811,8.752028957997083e-34
C,制造业采购经理指数PMI_进口,level,H3,2395,0.1624443498994693,8.053469864242338,1.255827393619903e-15,0.30494214074875037,15.663279109382445,1.0220437959570951e-52
C,制造业采购经理指数PMI_进口,diff,5d,2504,0.0050826044753193855,0.2542351484298706,0.799334704875946,-0.004735398098871889,-0.23686724974147097,0.8127791689143278
C,制造业采购经理指数PMI_进口,diff,20d,2489,-0.05866324529051781,-2.930572986602783,0.0034142036456614733,-0.055202600052516405,-2.7571484829398947,0.00587337302511305
C,制造业采购经理指数PMI_进口,diff,H1,2451,-0.006936399718338671,-0.34327245222361674,0.7314229673626824,-0.007693910701544746,-0.38076269202724494,0.7034123695627158
C,制造业采购经理指数PMI_进口,diff,H2,2432,-0.0121109612505476,-0.5970539884663907,0.5505269598101556,-0.0014051486948083094,-0.06926691569340793,0.9447828591187769
C,制造业采购经理指数PMI_进口,diff,H3,2395,0.006972534981365658,0.34109284406899726,0.7330636328252339,0.05200729057933983,2.5475557970530027,0.010910100766542308
C,制造业采购经理指数PMI_进口,zscore,5d,2253,0.013439603418900527,0.6376956087470311,0.5237367031909339,0.01926052990233407,0.9139796970966102,0.3608254001857007
C,制造业采购经理指数PMI_进口,zscore,20d,2238,-6.756267167312669e-05,-0.003194792935428561,0.9974512133676631,0.002853707215448437,0.1349419809513087,0.8926698925428608
C,制造业采购经理指数PMI_进口,zscore,H1,2200,-0.04191262891158123,-1.9667109572493318,0.049342175639044535,0.006472767223903778,0.30346801995114564,0.7615619365124952
C,制造业采购经理指数PMI_进口,zscore,H2,2181,-0.039944696191115084,-1.8660981818235607,0.062161883085640635,0.061178156717728784,2.861140988181474,0.004261438785695364
C,制造业采购经理指数PMI_进口,zscore,H3,2144,0.0006996346695904102,0.03238032189886635,0.9741717718897384,0.11685292133358581,5.4454628169192505,5.7590965467408366e-08
C,居民食品消费价格指数CPI_(上年=100)_当月,level,5d,2520,0.0554753802716732,2.7880301475524902,0.005342806689441204,0.02401730717225701,1.2055284634601608,0.22811262958562228
C,居民食品消费价格指数CPI_(上年=100)_当月,level,20d,2505,0.1222434714436531,6.162054061889648,8.342769253211202e-10,0.07122657914528702,3.572538784378473,0.00036020964073909997
C,居民食品消费价格指数CPI_(上年=100)_当月,level,H1,2467,0.4359294199375608,24.04868700861612,5.634275472568113e-115,0.47696626844092016,26.94300244868081,2.312029151204827e-140
C,居民食品消费价格指数CPI_(上年=100)_当月,level,H2,2448,0.42597963753287504,23.28609981588673,1.6833072743922036e-108,0.4760035287753229,26.768899647875056,1.1532565593212683e-138
C,居民食品消费价格指数CPI_(上年=100)_当月,level,H3,2411,0.4424778502509235,24.217220487092114,3.8375507082921874e-116,0.5088713955017691,29.013672987468166,5.433926185026163e-159
C,居民食品消费价格指数CPI_(上年=100)_当月,diff,5d,2167,-0.029996180906891823,-1.3963373899459839,0.16275638341903687,-0.007598899270348496,-0.3535836519922345,0.7236853547424099
C,居民食品消费价格指数CPI_(上年=100)_当月,diff,20d,2152,-0.06288865953683853,-2.9218108654022217,0.0035163462162017822,-0.021679139530561078,-1.0054566491704229,0.314790157549044
C,居民食品消费价格指数CPI_(上年=100)_当月,diff,H1,2114,-0.04758962781528153,-2.1895335898158517,0.028667152320783307,-0.038370819445365884,-1.764688180006331,0.07776070241662689
C,居民食品消费价格指数CPI_(上年=100)_当月,diff,H2,2095,-0.061305663411515235,-2.809977684281826,0.0050005601392497,-0.07884154723614481,-3.6182098392602984,0.00030368074896317714
C,居民食品消费价格指数CPI_(上年=100)_当月,diff,H3,2058,-0.043916901332452546,-1.993253154024852,0.046365680782285305,-0.04961993658556704,-2.2526984790936537,0.02438321793836575
C,居民食品消费价格指数CPI_(上年=100)_当月,zscore,5d,2167,-0.05131822626985089,-2.390964964652135,0.016889105006647587,-0.047888595513069225,-2.230794730643833,0.02579680868510261
C,居民食品消费价格指数CPI_(上年=100)_当月,zscore,20d,2152,-0.10739961165123187,-5.008886857264413,5.920705178652294e-07,-0.08202932629270457,-3.816404992498337,0.0001392354920353551
C,居民食品消费价格指数CPI_(上年=100)_当月,zscore,H1,2114,0.2165494631715895,10.193736222996097,7.467489544837804e-24,0.22742945977285858,10.733128616095966,3.326867776220997e-26
C,居民食品消费价格指数CPI_(上年=100)_当月,zscore,H2,2095,0.2112641448541644,9.88838090946278,1.4478368780744943e-22,0.20930521758164733,9.792470433357652,3.6011715198128277e-22
C,居民食品消费价格指数CPI_(上年=100)_当月,zscore,H3,2058,0.22062791691796046,10.256706963390593,4.1592630537387035e-24,0.21741820002922677,10.100030478302862,1.9257790052033212e-23
C,PPI_食品制造业(全国:当期同比增长率:月),level,5d,2520,0.01980774849653244,0.9941413998603821,0.32025080919265747,0.024621478918087213,1.2358725237357076,0.216621232202308
C,PPI_食品制造业(全国:当期同比增长率:月),level,20d,2505,0.02806508168578148,1.404649019241333,0.16024968028068542,0.03168808855452337,1.5861513403767802,0.11283129848783738
C,PPI_食品制造业(全国:当期同比增长率:月),level,H1,2467,0.117252782326787,5.861890717679474,5.188114547588212e-09,0.2166483191184854,11.018002476012278,1.362687376098114e-27
C,PPI_食品制造业(全国:当期同比增长率:月),level,H2,2448,0.09126565914331784,4.532647092373067,6.105276649672384e-06,0.16244126452275495,8.142006458929584,6.124754505386962e-16
C,PPI_食品制造业(全国:当期同比增长率:月),level,H3,2411,0.10562734139756423,5.213520755297405,2.0104917301367832e-07,0.18955077216168897,9.475225617835644,6.131829648471455e-21
C,PPI_食品制造业(全国:当期同比增长率:月),diff,5d,2496,0.03682269901037216,1.8401721715927124,0.06586187332868576,0.04569346569604464,2.284315979422765,0.022436632151725637
C,PPI_食品制造业(全国:当期同比增长率:月),diff,20d,2481,0.07084213197231293,3.5360827445983887,0.00041355277062393725,0.05378342482135795,2.6817343807764904,0.007372729213256627
C,PPI_食品制造业(全国:当期同比增长率:月),diff,H1,2443,0.1002023285476559,4.975686295004589,6.954462852971352e-07,0.12718358407185185,6.33513929617619,2.814190960302989e-10
C,PPI_食品制造业(全国:当期同比增长率:月),diff,H2,2424,0.0668323815722463,3.2964468830546383,0.0009932963267692482,0.07468587968207316,3.685871614837424,0.00023292429746930382
C,PPI_食品制造业(全国:当期同比增长率:月),diff,H3,2387,0.08306151686725809,4.070496514001617,4.84402703577179e-05,0.08946618113789105,4.386803429727126,1.2002948774887486e-05
C,PPI_食品制造业(全国:当期同比增长率:月),zscore,5d,2269,-0.020092312665029657,-0.9568489135940181,0.3387455453419296,-0.0032783845089549533,-0.1560946372720187,0.875972323512386
C,PPI_食品制造业(全国:当期同比增长率:月),zscore,20d,2254,-0.06448948054605835,-3.066747692527529,0.0021897408257241045,-0.053740725065367444,-2.5539697997708797,0.010715568034636434
C,PPI_食品制造业(全国:当期同比增长率:月),zscore,H1,2216,0.07508013860926543,3.542757303055483,0.00040415995374621066,0.07157031551429358,3.376267856265089,0.0007474551038084993
C,PPI_食品制造业(全国:当期同比增长率:月),zscore,H2,2197,0.053104776994301287,2.49151839267938,0.012793154276544143,0.01683385558663181,0.7887918288419793,0.43031887081213555
C,PPI_食品制造业(全国:当期同比增长率:月),zscore,H3,2160,0.08383517710797755,3.908261179283574,9.582776007340342e-05,0.06670517404870732,3.1056578792877767,0.0019232391129839922
C,居民鲜果消费价格指数CPI_(上年=100)_当月,level,5d,2520,-0.1355535089969635,-6.86539888381958,8.320700899122624e-12,-0.08285228994366951,-4.171844636849834,3.12378545784904e-05
C,居民鲜果消费价格指数CPI_(上年=100)_当月,level,20d,2505,-0.26105037331581116,-13.529480934143066,2.6406909040815448e-40,-0.16969080245003432,-8.614563296087605,1.2217045374873705e-17
C,居民鲜果消费价格指数CPI_(上年=100)_当月,level,H1,2467,-0.05309520648230415,-2.6398351078940685,0.008346922124095147,-0.12282930850110584,-6.144853628793392,9.305125164147171e-10
C,居民鲜果消费价格指数CPI_(上年=100)_当月,level,H2,2448,-0.04713927727837276,-2.333964297745743,0.01967818479193888,-0.13524224526790202,-6.750704438429668,1.8311577853074993e-11
C,居民鲜果消费价格指数CPI_(上年=100)_当月,level,H3,2411,-0.04145184762839518,-2.0362717139384663,0.04183224886321331,-0.09915332613881322,-4.8907009554020355,1.0710174837402325e-06
