symbol,factor,representation,horizon,n_obs,pearson_corr,pearson_t,pearson_p,spearman_corr,spearman_t,spearman_p,abs_spearman_t
AG,PPI_电气机械及器材制造业(全国:当期同比增长率:月),diff,30,1232,-0.46842766148865084,-18.594633530956635,3.312788895065926e-68,-0.3590309052672882,-13.491218572983112,8.714992763730406e-39,13.491218572983112
AL,PPI_电气机械及器材制造业(全国:当期同比增长率:月),zscore,30,363,-0.347078917044944,-7.031613138672298,1.0278256829540194e-11,-0.5676515849795609,-13.100677243546533,2.381657802166572e-32,13.100677243546533
AU,PPI_全部工业品(全国:当期同比增长率:月),level,30,1274,-0.24770332908789425,-9.118536948343307,2.8901037732807293e-19,-0.2229871035599431,-8.158273297052991,8.085568191143268e-16,8.158273297052991
C,PPI_食品制造业(全国:当期同比增长率:月),diff,30,1252,0.1660109796239555,5.95196450115965,3.436691230330064e-09,0.14280311906741827,5.101133626448332,3.898098740945387e-07,5.101133626448332
CF,制造业采购经理指数PMI_进口,level,30,1260,0.3067396441834823,11.430560157747985,7.391338874271557e-29,0.21321152342455893,7.740227670714423,2.027661666520565e-14,7.740227670714423
CU,PPI_电气机械及器材制造业(全国:当期同比增长率:月),diff,30,1232,-0.23400128428365835,-8.441098538656776,8.732564668960587e-17,-0.20629620074601296,-7.394138413005539,2.6239029741024046e-13,7.394138413005539
I,PPI_全部工业品(全国:当期同比增长率:月),zscore,30,1023,-0.17192366632792416,-5.5765254221335265,3.14086059796978e-08,-0.23658026239105495,-7.780339229263675,1.7646230355870824e-14,7.780339229263675
J,社会融资规模_当月值,zscore,30,314,-0.33315136866122247,-6.24116314542013,1.4153733974250437e-09,-0.4734909555690573,-9.495379559683629,5.971146354398522e-19,9.495379559683629
JD,PPI_食品制造业(全国:当期同比增长率:月),zscore,30,1023,-0.33470056943241944,-11.349293401776396,3.373426166747098e-28,-0.35617877445467344,-12.179789697175465,5.824499511221529e-32,12.179789697175465
M,制造业采购经理指数PMI_新订单,level,30,1260,-0.08502576187970926,-3.02667921707907,0.002522820657044502,-0.21685278615218007,-7.8788821219465195,7.10157428144708e-15,7.8788821219465195
MA,制造业采购经理指数PMI_原材料库存,zscore,30,1009,-0.1342332714063279,-4.2985627662052135,1.885995099707453e-05,-0.23613408514616277,-7.711379191108658,2.98056542282375e-14,7.711379191108658
NI,PMI_生产经营活动预期_全国_当期值_月,zscore,30,1016,-0.058639336221031235,-1.8704925645079593,0.0617033441443099,-0.176831922358117,-5.721081906185788,1.3924957254659438e-08,5.721081906185788
P,PPI_食品制造业(全国:当期同比增长率:月),diff,30,1252,0.33432863578643324,12.542012868346061,4.499728745255758e-34,0.28042318799243127,10.32888836462153,4.685892626843095e-24,10.32888836462153
RB,社会融资规模_当月值,zscore,30,314,-0.3855110448491067,-7.379927329687878,1.446240246697323e-12,-0.39393763794129355,-7.570497914386718,4.2317509931382124e-13,7.570497914386718
RU,社会融资规模_当月值,zscore,30,314,-0.4513819443821854,-8.935020919919483,3.620809534368318e-17,-0.386831866708141,-7.409652592705474,1.19560179389999e-12,7.409652592705474
SA,社会融资规模_当月值,zscore,30,314,-0.45034517156183024,-8.909269521979803,4.357864458566727e-17,-0.47600388735658716,-9.56048695563141,3.67394401125169e-19,9.56048695563141
SC,制造业采购经理指数PMI_进口,zscore,30,1009,-0.19746562697263362,-6.392090196506023,2.498563528211535e-10,-0.24421100195054282,-7.991580145989673,3.629479583414211e-15,7.991580145989673
SN,制造业采购经理指数PMI_进口,level,30,1260,0.40035156880817446,15.495834279946518,1.0664356878565936e-49,0.37312334982763834,14.264183770019125,6.681911218256058e-43,14.264183770019125
SR,PPI_食品制造业(全国:当期同比增长率:月),zscore,30,1023,-0.35679607181915024,-12.203974810054252,4.495052195853921e-32,-0.3490882905993202,-11.90328752381683,1.0965103473939233e-30,11.90328752381683
TA,PMI_生产经营活动预期_全国_当期值_月,zscore,30,1016,0.1834832832197342,5.943631503860199,3.830069235347392e-09,0.13939190064345863,4.482468423353615,8.218914953447958e-06,4.482468423353615
TF,PMI_生产经营活动预期_全国_当期值_月,level,30,1267,0.22318478131064914,8.14338453471357,9.1312413697597e-16,0.29360460206319433,10.92404334707615,1.3083962152734772e-26,10.92404334707615
V,非制造业PMI_建筑业_新订单_全国_当期值_月,level,30,1267,0.19548058527680393,7.089398110206053,2.233428740542082e-12,0.2687620266047953,9.92415904867813,2.1001684631361351e-22,9.92415904867813
Y,PPI_食品制造业(全国:当期同比增长率:月),diff,30,1252,0.30317359596330834,11.248197835765898,4.984697690968808e-28,0.23370669362382962,8.49811651442176,5.410817819797538e-17,8.49811651442176
