symbol,factor,representation,horizon,n_obs,pearson_corr,pearson_t,pearson_p,spearman_corr,spearman_t,spearman_p,spearman_first_half,spearman_second_half,temporal_consistent,horizon_consistent_5d_20d,abs_spearman_t
AG,PPI_电气机械及器材制造业(全国:当期同比增长率:月),zscore,5d,33,-0.15449822588429155,-0.8706637181156037,0.3906303865264929,-0.4164438502673797,-2.5503294935402554,0.015921901415558784,-0.18235294117647058,-0.40196078431372556,True,True,2.5503294935402554
AG,制造业采购经理指数PMI_新出口订单,diff,5d,124,0.2297865681997045,2.607859187430252,0.010248480555401512,0.21430719548871152,2.423404980824505,0.016844082741468154,0.186309605140732,0.23978539247317693,True,True,2.423404980824505
AG,居民消费价格指数CPI_当月同比(上年同月=100),level,5d,125,-0.25510053820514955,-2.926010245241514,0.004090215729654789,-0.1854716945457354,-2.093300179638636,0.03837682484222725,-0.06927551560021153,-0.05692388953407855,True,True,2.093300179638636
AL,PPI_有色金属冶炼及压延加工业(全国:当期同比增长率:月),diff,5d,124,-0.1944738128004063,-2.189842579688268,0.030437894687342728,-0.20103701970787455,-2.2668063853495477,0.025163017768858487,-0.08647913582199612,-0.30455203795197533,True,True,2.2668063853495477
AL,PMI_生产经营活动预期_全国_当期值_月,diff,5d,98,0.2637288136281755,2.67884355418505,0.00869264513982144,0.2225942291916432,2.237095203435304,0.027593679973784372,0.1608802616652912,0.25884154963611344,True,True,2.237095203435304
AL,PPIRM_有色金属材料类(全国:当期同比增长率:月),diff,5d,124,-0.16469542081706118,-1.8443053431993695,0.06756458184070196,-0.18711317134672967,-2.103890680271495,0.03744142118136653,-0.1239060635676605,-0.2482340058057003,True,True,2.103890680271495
AU,国内生产总值GDP缩减指数,diff,5d,15,0.42983257003340536,1.7164343660185133,0.10979876397512371,0.6118077768060558,2.7887310387488626,0.015357371545844978,0.7142857142857144,0.32532481758051895,True,True,2.7887310387488626
AU,CPI_新涨价因素_当月,diff,5d,77,-0.19002152686868568,-1.6761747261067732,0.09786808703165538,-0.25525985319498845,-2.2863564767853366,0.02505744363723944,-0.34125251445244376,-0.18546264806141402,True,True,2.2863564767853366
AU,社会融资规模存量_同比增速_月末数,level,5d,86,-0.10344829176693315,-0.9532335120955036,0.3432067936821497,-0.22163385101745275,-2.0831149529050386,0.04028129015617584,0.04098302906259233,-0.15795093801592386,False,True,2.0831149529050386
C,居民粮食消费价格指数CPI_(上年=100)_当月,zscore,5d,118,0.18999213935512477,2.0842411428412446,0.0393333874295399,0.28262100146447106,3.1732911682093885,0.00192971725777402,0.3254821741671538,0.19877264757451785,True,True,3.1732911682093885
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),level,5d,104,0.14659864931008032,1.4967445276199607,0.13754776518613118,0.23925595858521456,2.4886456361237435,0.014441515326402875,0.24315366246944584,0.21383587066500848,True,True,2.4886456361237435
C,对CPI同比拉动_食品_粮食(全国:当期同比增长率:月),zscore,5d,88,0.19471379940512362,1.8409368379610902,0.06907906593913483,0.24315137853940597,2.3246599937695516,0.022446728129594935,0.26145172656800564,0.1850729442893583,True,True,2.3246599937695516
CF,PPI_皮革、毛皮、羽毛及其制品和制鞋业(全国:当期同比增长率:月),diff,5d,41,-0.22103440539063116,-1.4153670937900267,0.16489711406100377,-0.3114723814282181,-2.0469705267464495,0.04744135846730713,-0.3505477712982216,-0.32996709849392897,True,True,2.0469705267464495
CF,PPI_化学纤维制造业(全国:当期同比增长率:月),diff,5d,124,-0.11146116750030405,-1.238848358618138,0.21777987158972076,-0.17419218804687758,-1.9538872681685997,0.053002957424088566,-0.21221889271169522,-0.17379150594147688,True,True,1.9538872681685997
CF,PPI_化学纤维制造业(全国:当期同比增长率:月),level,5d,125,-0.16968861406061664,-1.9096317659596809,0.05850953131631649,-0.16143353106024314,-1.8141800030606583,0.0720874264572087,-0.17988365380795526,-0.16445228675257217,True,True,1.8141800030606583
CU,PPI_有色金属冶炼及压延加工业(全国:当期同比增长率:月),level,5d,125,-0.18222352010512316,-2.0553693791171423,0.04196011467412598,-0.26447695263732923,-3.0414927535968146,0.0028778121370143764,-0.2323490533486252,-0.2712926182585222,True,True,3.0414927535968146
CU,PPIRM_有色金属材料类(全国:当期同比增长率:月),level,5d,125,-0.1729236563231813,-1.947149480586657,0.05379589616619374,-0.2484511743132995,-2.8446525469627666,0.005209125640964972,-0.19931496657298944,-0.24281702374469658,True,True,2.8446525469627666
CU,PPI_全部工业品(全国:当期同比增长率:月),level,5d,125,-0.2239616555724969,-2.548594423548331,0.01204608903382921,-0.23446898838386537,-2.674954990861793,0.008490826953632468,-0.21939516227091874,-0.262099849277738,True,True,2.674954990861793
I,社会融资规模_当月值,zscore,5d,17,0.5103369968739337,2.2983549836161163,0.03633964245299274,0.6887254901960785,3.6790905597955423,0.0022327017176758217,0.8571428571428572,0.5499999999999999,True,True,3.6790905597955423
I,PPI_石油加工、炼焦及核燃料加工业(全国:当期同比增长率:月),level,5d,125,-0.16266081764143128,-1.8283455596590374,0.06992079635468315,-0.20139970568940524,-2.2803572660874956,0.02430798874409615,-0.07594968585736954,-0.22446775322693635,True,True,2.2803572660874956
I,制造业采购经理指数PMI_购进价格,diff,5d,124,-0.02594286270034089,-0.2866447611466858,0.7748705628399531,-0.17443179782474658,-1.956659217237029,0.052672052451548546,-0.019014519155519296,-0.3109661665505516,True,False,1.956659217237029
J,社会融资规模_当月值,zscore,5d,17,0.4488519090099237,1.9453715207150724,0.07071909201758904,0.6029411764705883,2.9270784020004825,0.010406870395559807,0.5952380952380953,0.6833333333333333,True,True,2.9270784020004825
J,非制造业PMI_建筑业_全国_当期值_月,level,5d,98,0.15668777154305372,1.5544202645289458,0.12337486302512876,0.22035876671190513,2.2134758450384187,0.02923320179328267,-0.053410965537752056,0.00888072327386671,False,True,2.2134758450384187
J,社会融资规模_当月值,level,5d,30,0.2876535190398028,1.589291482636364,0.1232238944670268,0.36017797552836484,2.0430015982066196,0.05056720219364286,-0.1607142857142857,0.7785714285714285,False,True,2.0430015982066196
JD,居民水产品消费价格指数CPI_(上年=100)_当月,zscore,5d,118,-0.14106188541924256,-1.5346280857601247,0.12759823005201387,-0.1795897647532288,-1.966208383282318,0.05166329839842159,-0.24573707976147077,-0.15248392752776155,True,True,1.966208383282318
JD,居民水产品消费价格指数CPI_(上年=100)_当月,level,5d,132,-0.08964449015317828,-1.0262362506880258,0.3066859843445035,-0.16049894876302137,-1.8540048696660183,0.06600482795704016,-0.2062710060362192,-0.1085855750056674,True,True,1.8540048696660183
JD,居民蛋类消费价格指数CPI_(上年=100)_当月,diff,5d,140,-0.13042721323684153,-1.5453735909462,0.12454608880701429,-0.15279819060902788,-1.8163003820312271,0.0714947089513621,-0.14343044452041795,-0.14993831623027631,True,True,1.8163003820312271
M,CPI_新涨价因素_当月,diff,5d,77,0.17827797602571366,1.5690687862695214,0.1208415802912719,0.26446456663185697,2.3748872343476313,0.02011171133746964,0.2515875130611857,0.2516703837776612,True,True,2.3748872343476313
M,社会融资规模_当月值,zscore,5d,17,0.4163786653738616,1.7736945452122064,0.09641077232668989,0.46323529411764713,2.0244087730568516,0.06111337130203484,0.30952380952380953,0.4666666666666666,True,True,2.0244087730568516
M,制造业采购经理指数PMI_进口,zscore,5d,111,0.13903412303193416,1.465795262944295,0.1455829265025852,0.17715865215865215,1.8793170914246777,0.06287202651210938,0.27012987012987016,0.05700615174299385,True,True,1.8793170914246777
