entry_date,exit_date,contract,direction,p_entry,p_exit,hold_days,raw_return,net_return
2016-01-29,2016-02-26,AL1605,LONG,10775.0,11290.0,15,0.047795773,0.046795774
2016-03-01,2016-03-22,AL1606,LONG,11270.0,11530.0,15,0.023070097,0.022070097
2016-04-01,2016-04-25,AL1607,LONG,11820.0,12830.0,15,0.085448384,0.08444838
2016-04-28,2016-05-20,AL1608,LONG,12435.0,12355.0,15,-0.0064334273,-0.0074334275
2016-06-03,2016-06-28,AL1609,LONG,11800.0,12230.0,15,0.03644073,0.03544073
2016-07-05,2016-07-26,AL1610,LONG,12360.0,12045.0,15,-0.025485456,-0.026485456
2016-08-03,2016-08-24,AL1611,LONG,11995.0,12350.0,15,0.029595613,0.028595613
2016-09-05,2016-09-28,AL1612,LONG,11885.0,12260.0,15,0.031552434,0.030552434
2016-09-30,2016-10-28,AL1701,LONG,12080.0,13510.0,15,0.11837745,0.117377445
2016-11-03,2016-11-24,AL1702,LONG,13220.0,13900.0,15,0.05143726,0.05043726
2016-11-25,2016-12-16,AL1703,SHORT,13770.0,12985.0,15,0.05700797,0.05600797
2017-01-04,2017-01-25,AL1704,SHORT,12740.0,14095.0,15,-0.10635793,-0.107357934
2017-02-09,2017-03-02,AL1705,SHORT,13885.0,14235.0,15,-0.025207043,-0.026207043
2017-03-07,2017-03-28,AL1706,SHORT,13910.0,13735.0,15,0.012580872,0.011580871
2017-04-13,2017-05-05,AL1707,SHORT,14215.0,14015.0,15,0.014069617,0.013069617
2017-05-10,2017-06-02,AL1708,SHORT,13905.0,13860.0,15,0.0032362342,0.002236234
2017-06-08,2017-06-29,AL1709,SHORT,13895.0,14055.0,15,-0.011514902,-0.012514902
2017-07-06,2017-07-27,AL1710,SHORT,14265.0,14540.0,15,-0.01927793,-0.02027793
2017-08-04,2017-08-25,AL1711,SHORT,14855.0,16705.0,15,-0.12453723,-0.12553723
2017-08-28,2017-09-18,AL1712,SHORT,16510.0,16475.0,15,0.0021198988,0.0011198987
2017-09-28,2017-10-26,AL1801,SHORT,16490.0,16590.0,15,-0.006064296,-0.007064296
2017-10-30,2017-11-20,AL1801,SHORT,16380.0,15130.0,15,0.0763126,0.0753126
2017-12-04,2017-12-25,AL1803,SHORT,14745.0,14810.0,15,-0.0044082403,-0.0054082405
2018-01-04,2018-01-25,AL1804,SHORT,15235.0,14870.0,15,0.023957968,0.022957968
2018-02-07,2018-03-07,AL1805,SHORT,14380.0,14260.0,15,0.008344948,0.007344948
2018-03-02,2018-03-23,AL1805,SHORT,14425.0,13765.0,15,0.045753896,0.044753898
2018-04-11,2018-05-04,AL1807,SHORT,14450.0,14650.0,15,-0.013840795,-0.014840795
2018-05-03,2018-05-24,AL1807,SHORT,14645.0,14745.0,15,-0.006828308,-0.007828308
2018-06-08,2018-07-02,AL1809,SHORT,14985.0,14050.0,15,0.06239575,0.061395753
2018-07-04,2018-07-25,AL1809,SHORT,14030.0,14385.0,15,-0.025302887,-0.026302887
2018-08-09,2018-08-30,AL1811,SHORT,14885.0,15015.0,15,-0.00873363,-0.00973363
