symbol,factor,representation,horizon,n_obs,pearson_corr,pearson_t,pearson_p,spearman_corr,spearman_t,spearman_p,spearman_first_half,spearman_second_half,temporal_consistent,horizon_consistent_5d_20d,horizon_sign_consistency_pct,horizon_consistent_sweep,mean_nw_t_stat,smoothness_index,abs_spearman_t
AU,社会融资规模存量_同比增速_月末数,level,H3,81,-0.7276651669487749,-9.428958977855926,1.4171197974227217e-14,-0.7749514116492742,-9.230573527803916,0.0,-0.5967882724163263,-0.38601633392980417,True,True,1.0,True,1.2999621807666593,0.03223122587139113,9.230573527803916
SA,非制造业PMI_建筑业_业务活动预期_全国_当期值_月,level,H3,64,0.5108646038260747,4.679229414535211,1.6087381771383875e-05,0.6143876338303724,7.693657870833035,1.4210854715202004e-14,0.4130913369053862,0.4642890375080103,True,False,0.7142857142857143,False,0.5583831224245808,0.029366391538666176,7.693657870833035
RU,PPI_橡胶和塑料制品业(全国:当期同比增长率:月),level,H3,115,-0.6225300974840822,-8.455942664756854,1.1072429887677641e-13,-0.6840066862339692,-7.223878175839425,5.051514762044462e-13,-0.7565246063823163,-0.6744880640214067,True,True,1.0,True,2.4989742881622634,0.027840711375016453,7.223878175839425
AG,PPI_电气机械及器材制造业(全国:当期同比增长率:月),level,H3,41,-0.553422947373518,-4.149506094365746,0.00017468311146395443,-0.5598257612054043,-7.151168944929014,8.604228440844963e-13,-0.5931505474533244,-0.5021144849161436,True,True,1.0,True,1.142452927617014,0.061967559381037554,7.151168944929014
CF,PPI_皮革、毛皮、羽毛及其制品和制鞋业(全国:当期同比增长率:月),level,H3,40,-0.7828047724788662,-7.754757651215462,2.3990735144875282e-09,-0.7291933035806648,-6.104404966500923,1.0318437215772747e-09,0.10574126705247479,-0.5758377776672502,False,True,1.0,True,2.152168776224803,0.03775083228452486,6.104404966500923
V,非制造业PMI_建筑业_业务活动预期_全国_当期值_月,level,H3,88,0.3706528642257963,3.7009031249252478,0.00037823626308165493,0.5446330425191247,5.966238124787694,2.4278590249338095e-09,0.19413303394902948,0.23050896165179527,True,True,1.0,True,2.496123016740536,0.022282157348876584,5.966238124787694
M,PPIRM_农副产品类(全国:当期同比增长率:月),level,H3,115,0.252718466299379,2.7765617345475175,0.006432551059725394,0.5218012349232538,5.303841623946128,1.1339069860838435e-07,0.5453853070240459,0.6461983394121896,True,False,0.5238095238095238,False,0.38703304561077434,0.021734644080757794,5.303841623946128
RB,非制造业PMI_建筑业_全国_当期值_月,level,H3,90,0.29942751022442154,2.9439502531118347,0.004143814852661614,0.5497628927625365,5.243495141135009,1.5756296023461402e-07,0.16940890513808157,0.17133444093127922,True,True,1.0,True,2.689242495886817,0.03718661163153615,5.243495141135009
TF,CPI_翘尾因素_当月,level,H3,29,-0.7347351633218657,-5.62802832102085,5.668099623786285e-06,-0.6785763441333139,-5.146290261335917,2.656882143181605e-07,-0.7788783591045872,-0.15811388300841897,True,True,0.9523809523809523,True,0.5486557545956294,0.07027042096113481,5.146290261335917
SN,PPI_电气机械及器材制造业(全国:当期同比增长率:月),zscore,H3,32,0.4690274621855858,2.9087601528272233,0.006771015710597888,0.749633431085044,4.8595459120351014,1.1765529608354086e-06,0.27941176470588236,0.6176470588235293,True,True,1.0,True,2.923786895268111,0.05493174981820773,4.8595459120351014
J,制造业采购经理指数PMI_新订单,level,H3,115,0.04272581370116361,0.4545967512320221,0.6502714611996434,0.4512362119676016,4.788899103546129,1.6769876660660543e-06,0.4438427596241957,0.33451303304633656,True,True,0.9523809523809523,True,0.9662960506266336,0.03887497753135996,4.788899103546129
C,制造业采购经理指数PMI_进口,zscore,H3,106,0.10416930310476495,1.0681337155348456,0.28793327149149195,0.3135098370153916,4.334053055136306,1.4638887031903636e-05,0.38292210933720366,0.13070472504434769,True,True,0.38095238095238093,False,0.17332104577093424,0.01526426723071915,4.334053055136306
Y,社会融资规模_当月值,diff,H3,19,0.21682601145879596,0.9157827775673474,0.37258926627928884,0.31228070175438594,3.6652529560731963,0.0002470942324612757,0.38333333333333336,0.35757575757575755,True,True,1.0,True,2.611690804339286,0.06040891853727448,3.6652529560731963
P,PPI_全部工业品(全国:当期同比增长率:月),zscore,H3,103,0.06749259184916599,0.6798423467352411,0.49815955494061653,0.4880617669024294,3.6164837951575515,0.0002986320036180157,0.4212669683257919,0.676598651071459,True,True,1.0,True,1.8165246695459791,0.02528032961248383,3.6164837951575515
AL,PPIRM_燃料及动力类(全国:当期同比增长率:月),level,H3,122,-0.23060068346964935,-2.5960720358533096,0.010607042671380941,-0.36570080328203586,-3.4963475993864823,0.00047167383720925216,-0.5035035301477234,-0.25469016506673603,True,True,1.0,True,2.1376976642641035,0.031312470296861704,3.4963475993864823
TA,制造业采购经理指数PMI_原材料库存,diff,H3,114,0.17372045068217323,1.8668701895237463,0.06453485460560493,0.15240446960482504,3.0576044625082166,0.002231138606379801,0.15566518020285686,0.13747694797657672,True,True,1.0,True,1.3961541676830034,0.027575507151884136,3.0576044625082166
